playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,penaltiesSaved,expectedAssists,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,ownGoalScored,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,throughBalls,successfulLayoffs,oboxBlocked,substituteOn,shotsOnTargetOutsideBox,unsuccessfulLayoffs,totalTouchesInOppositionBox,throwInsToOppositionPlayer,shotsBlockedInBox,putthroughBlockedDistributionWon,oboxTarget,tacklesLost,unsuccessfulDribbles,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,blocks,interceptions,backwardPasses,substituteOff,shotsBlockedOutsideBox,expectedGoals,overruns,goalAssists,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,cornersTakenInclShortCorners,iboxTarget,shotsOnTargetInBox,homeGoals,rightFootGoals,headedGoals,unsuccessfulCrossesAndCorners,throwInsToOwnPlayer,setPiecesGoals,successfulCornersIntoBox,leftFootGoals,freekickTotal,attemptsFromSetPieces,handballsConceded,expectedGoalsFreekick,successfulCrossesAndCorners,penaltiesTaken,penaltyGoals,unsuccessfulCornersIntoBox,successfulCrossesOpenPlay,clearancesOffTheLine,secondGoalAssists,foulWonPenalty,lastPlayerTackle
110735,Adam Webster,Defender,Brighton,36,England,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547720,Charlie Tasker,Defender,Brighton,36,England,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231416,Ferdi Kadioglu,Defender,Brighton,36,Turkey,2025-26,0.0,0.0,6.0,116.0,,3.3291,,57.0,,148.0,37.0,34.0,197.0,1367.0,,,64.0,10.0,,3134.0,32.0,136.0,6.0,,42.0,104.0,1126.0,,,5.0,43.9184,,21.0,15.0,81.0,41.0,84.0,395.0,,36.0,1.0,252.0,,426.0,130.0,37.0,692.0,35.0,188.0,32.0,,1353.0,394.0,39.0,12.0,,,249.0,22.0,44.0,2065.0,2.0,31.0,501.0,9.0,,49.0,65.0,6.0,13.0,3.1403,22.0,2.0,17.0,3.0,3.0,6.0,2.0,58.0,27.0,3.0,17.0,6.0,18.0,10.0,28.0,3.0,9.0,16.0,7.0,26.0,297.0,4.0,3.0,2.0286,3.0,,64.0,1.0,7.0,0.0,25.0,6.0,6.0,1.0,1.0,,85.0,148.0,,5.0,,,,2.0,,23.0,,,19.0,17.0,2.0,1.0,,
604988,Freddie Simmonds,Defender,Brighton,36,England,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223434,Igor Julio,Defender,Brighton,36,Brazil,2025-26,0.0,0.0,0.0,2.0,,,,,,2.0,4.0,1.0,6.0,22.0,,,1.0,,,103.0,1.0,,,,,,14.0,,,1.0,,,1.0,1.0,10.0,3.0,1.0,6.0,,,0.0,2.0,,10.0,3.0,4.0,5.0,3.0,1.0,,,21.0,9.0,,,,,4.0,1.0,2.0,43.0,,4.0,11.0,1.0,,4.0,1.0,,,,,,,,3.0,,,,,,,,,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469142,Jan Paul van Hecke,Defender,Brighton,36,Netherlands,2025-26,0.0,0.0,9.0,133.0,,1.6165,,53.0,,174.0,36.0,36.0,323.0,2521.0,11.0,,194.0,9.0,,3211.0,80.0,209.0,8.0,1.0,41.0,95.0,2065.0,,,5.0,46.5322,1.0,10.0,6.0,189.0,44.0,53.0,363.0,,43.0,0.0,342.0,,958.0,113.0,36.0,863.0,36.0,148.0,114.0,11.0,2446.0,366.0,30.0,3.0,,,1021.0,27.0,133.0,3041.0,1.0,54.0,1345.0,13.0,,149.0,77.0,7.0,10.0,3.827,16.0,1.0,1.0,4.0,,1.0,1.0,50.0,1.0,3.0,25.0,1.0,23.0,2.0,8.0,3.0,6.0,4.0,28.0,47.0,179.0,1.0,4.0,3.298,,3.0,13.0,3.0,4.0,1.0,,6.0,6.0,2.0,2.0,1.0,13.0,3.0,,,,,,2.0,,10.0,,,,10.0,,,,2.0
111478,Joël Veltman,Defender,Brighton,36,Netherlands,2025-26,0.0,0.0,5.0,37.0,,0.2206,,31.0,,53.0,24.0,9.0,81.0,442.0,,,32.0,1.0,,1050.0,12.0,75.0,1.0,,29.0,55.0,348.0,,,3.0,16.2187,,4.0,4.0,44.0,13.0,25.0,37.0,,22.0,0.0,112.0,,193.0,40.0,24.0,191.0,12.0,80.0,20.0,,430.0,144.0,17.0,2.0,,,139.0,10.0,13.0,752.0,,19.0,172.0,6.0,,28.0,24.0,2.0,1.0,0.9903,2.0,1.0,1.0,,15.0,,,13.0,27.0,2.0,13.0,,14.0,3.0,5.0,2.0,1.0,3.0,6.0,18.0,73.0,3.0,,1.1112,1.0,,17.0,1.0,2.0,1.0,,,,0.0,,,17.0,82.0,,,1.0,,,,,2.0,,,,2.0,,,,1.0
83299,Lewis Dunk,Defender,Brighton,36,England,2025-26,0.0,0.0,10.0,90.0,,0.5731,,35.0,,101.0,33.0,31.0,191.0,2492.0,155.0,,126.0,7.0,,2837.0,50.0,127.0,7.0,1.0,18.0,51.0,2219.0,,,4.0,40.5528,,7.0,13.0,142.0,40.0,40.0,1095.0,,12.0,0.0,217.0,,723.0,136.0,33.0,625.0,33.0,91.0,76.0,154.0,2254.0,218.0,22.0,4.0,1.0,,477.0,15.0,82.0,2862.0,,38.0,1677.0,5.0,,90.0,68.0,5.0,3.0,0.7002,19.0,1.0,1.0,,2.0,,,43.0,1.0,5.0,10.0,,13.0,,5.0,5.0,16.0,2.0,27.0,30.0,197.0,,,1.7055,,,4.0,1.0,1.0,0.0,,2.0,2.0,1.0,,1.0,4.0,7.0,,,,3.0,3.0,1.0,0.1136,1.0,,,,1.0,1.0,,1.0,2.0
465730,Maxim De Cuyper,Defender,Brighton,36,Belgium,2025-26,0.0,0.0,2.0,67.0,,4.1297,,23.0,,81.0,30.0,17.0,109.0,692.0,,,31.0,,,1414.0,21.0,61.0,7.0,1.0,34.0,51.0,570.0,,,2.0,24.528,,29.0,,28.0,23.0,46.0,287.0,,21.0,2.0,128.0,,212.0,68.0,30.0,301.0,16.0,97.0,10.0,,680.0,203.0,12.0,7.0,,,30.0,18.0,13.0,1022.0,1.0,8.0,318.0,4.0,,28.0,32.0,4.0,6.0,1.9118,9.0,1.0,6.0,2.0,13.0,3.0,2.0,29.0,18.0,2.0,21.0,3.0,11.0,10.0,15.0,2.0,3.0,11.0,2.0,12.0,163.0,12.0,2.0,1.8194,1.0,3.0,23.0,2.0,1.0,2.0,35.0,1.0,1.0,0.0,1.0,1.0,45.0,45.0,,18.0,,3.0,3.0,,0.1544,36.0,,,17.0,16.0,,1.0,,
204120,Olivier Boscagli,Defender,Brighton,36,France,2025-26,0.0,0.0,2.0,26.0,,0.4616,,16.0,,56.0,12.0,9.0,102.0,754.0,29.0,,30.0,3.0,,800.0,13.0,46.0,1.0,,10.0,29.0,620.0,,,1.0,10.2912,,3.0,4.0,42.0,10.0,13.0,306.0,,11.0,0.0,72.0,,263.0,54.0,12.0,252.0,9.0,42.0,17.0,29.0,703.0,121.0,9.0,2.0,,,129.0,7.0,32.0,902.0,,24.0,405.0,5.0,,46.0,33.0,,,,1.0,,2.0,,3.0,,,5.0,3.0,,4.0,,7.0,,1.0,,1.0,,2.0,18.0,56.0,2.0,,0.0382,,1.0,7.0,,,,4.0,,,,,,10.0,11.0,,,,,,,,5.0,,,3.0,5.0,,,,1.0
