season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896944,1,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,True,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,1.0,0,,1.0,,,,
2020-21,8896944,1,14,Liverpool,Home,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,2.0,13.0,12.0,25.0,1.0,3.0,4.0,,,,,,,1.0,3.0,1.0,,,,1.0,,,1.0,,,90.0,1.0,1.0,,,,,10.0,,6.5,,,1.0,,3.0,,,,9.0,,21.0,14.0,35.0,2,,43.0,,,,
2020-21,8896944,1,14,Liverpool,Home,262911,122798,Andy Robertson,andy-robertson,D,False,2.0,,,16.0,13.0,27.0,,2.0,11.0,1.0,,,,,,2.0,2.0,,,,1.0,,,,2.0,1.0,,90.0,,,,,,,27.0,,6.7,,,,,1.0,2.0,9.0,,5.0,1.0,38.0,14.0,43.0,0,,70.0,1.0,,,
2020-21,8896944,1,14,Liverpool,Home,318927,171287,Joe Gomez,joe-gomez,D,False,,,2.0,23.0,19.0,42.0,1.0,4.0,11.0,,,,2.0,,1.0,5.0,8.0,,,1.0,,,,,2.0,,,90.0,,1.0,,,,,14.0,,6.3,,,,,2.0,2.0,,,8.0,,33.0,20.0,53.0,0,1.0,65.0,1.0,1.0,2.0,
2020-21,8896944,1,14,Liverpool,Home,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,2.0,,3.0,12.0,13.0,23.0,2.0,1.0,7.0,,,,3.0,,1.0,7.0,1.0,,,1.0,,,,,2.0,2.0,,89.0,,,,,,,27.0,,6.1,,,,,2.0,,9.0,,9.0,,27.0,16.0,34.0,0,,72.0,,,,
2020-21,8897016,2,14,Liverpool,Away,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,5.0,26.0,56.0,82.0,4.0,1.0,8.0,,,,,,,4.0,1.0,,,,,,,,,,,90.0,,,,,,,4.0,,7.0,,,,,1.0,,,,6.0,,29.0,56.0,85.0,0,,87.0,1.0,,,
2020-21,8897016,2,14,Liverpool,Away,262911,122798,Andy Robertson,andy-robertson,D,False,1.0,,1.0,51.0,26.0,76.0,3.0,,5.0,,,1.0,1.0,,1.0,6.0,3.0,,,,,,,,,,,90.0,,,,,,,24.0,,7.2,,,1.0,,2.0,3.0,12.0,,2.0,,71.0,28.0,87.0,2,1.0,122.0,,,2.0,1.0
2020-21,8897016,2,14,Liverpool,Away,786259,214285,Kostas Tsimikas,kostas-tsimikas,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897016,2,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,2.0,,4.0,39.0,23.0,60.0,,,7.0,,,,1.0,,1.0,2.0,2.0,,,,,,,,1.0,2.0,,90.0,,,,,,,22.0,,7.8,,,3.0,,,1.0,8.0,,7.0,,56.0,26.0,74.0,3,1.0,99.0,,,1.0,1.0
2020-21,8896930,3,14,Liverpool,Home,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,14.0,39.0,78.0,117.0,2.0,1.0,3.0,,,1.0,,,,2.0,3.0,,,1.0,,,,,1.0,,,90.0,1.0,,,,,,12.0,,7.2,,,,,3.0,,,,22.0,,50.0,79.0,129.0,2,,137.0,,2.0,,
2020-21,8896930,3,14,Liverpool,Home,262911,122798,Andy Robertson,andy-robertson,D,False,1.0,,1.0,51.0,35.0,85.0,1.0,,5.0,,,,1.0,,,4.0,1.0,1.0,,2.0,,1.0,,,,2.0,,90.0,1.0,,,,,,21.0,,7.2,,,,,4.0,,12.0,,2.0,,70.0,37.0,95.0,1,1.0,125.0,,,,1.0
