season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436871,1,14,Liverpool,Away,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,5.0,25.0,55.0,80.0,1.0,3.0,1.0,,,,,,,,1.0,3.0,,1.0,0.0134332,,,,0.0,,,,,1.0,,,90.0,,,,,,,,5.0,,7.0,,,,,2.0,,,,7.0,,27.0,58.0,85.0,0,,89.0,,,,
2024-25,12436871,1,14,Liverpool,Away,262911,122798,Andy Robertson,andy-robertson,D,False,1.0,,,17.0,34.0,50.0,1.0,,5.0,,,,,,,,3.0,1.0,,,0.130818,,,1.0,0.0,,,,,1.0,1.0,,79.0,,,,,,,,20.0,,6.8,,,,,1.0,1.0,11.0,,3.0,,31.0,36.0,56.0,0,1.0,86.0,1.0,,,
2024-25,12436871,1,14,Liverpool,Away,786259,214285,Kostas Tsimikas,kostas-tsimikas,D,True,,,1.0,9.0,3.0,12.0,,,,,,,1.0,,,,1.0,,,,0.00870677,,,,0.0,,,,,,,,12.0,,,,,,,,1.0,,6.6,,,,,,,,,2.0,,10.0,3.0,13.0,0,,14.0,,,,
2024-25,12436871,1,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,2.0,,5.0,16.0,18.0,32.0,,,7.0,2.0,,,1.0,,,,1.0,2.0,,,1.0039,0.0553,,,0.0,,,,,,4.0,,77.0,,,,,,,,16.0,,7.7,,,1.0,,1.0,,4.0,,14.0,,29.0,21.0,46.0,1,,61.0,,2.0,,
2024-25,12436871,1,14,Liverpool,Away,826215,204716,Ibrahima Konaté,ibrahima-konate,D,True,,,,6.0,22.0,28.0,1.0,3.0,2.0,,,,,,,,1.0,4.0,,,0.00101992,,,,0.0,,,,,1.0,,,45.0,,1.0,,,,,,2.0,,7.0,,,,,2.0,1.0,,,2.0,,7.0,23.0,30.0,0,,36.0,,,1.0,
2024-25,12436871,1,14,Liverpool,Away,1003339,441428,Jarell Quansah,jarell-quansah,D,False,,,,4.0,21.0,25.0,2.0,2.0,,,,,,,,,4.0,4.0,,,0.00125909,,,2.0,0.0,,,,,1.0,,1.0,45.0,,1.0,,,,,,3.0,,7.1,,,,,3.0,,,,1.0,,5.0,23.0,28.0,0,2.0,35.0,,,,2.0
2024-25,12436871,1,14,Liverpool,Away,1008402,492777,Conor Bradley,conor-bradley,D,True,,,,11.0,9.0,20.0,,1.0,1.0,,1.0,1.0,,,,,,2.0,,,0.015347,0.2402,0.296,,0.0,,,,,,,,14.0,1.0,,,,,,,4.0,,6.9,,,,,1.0,1.0,,,1.0,,13.0,9.0,22.0,2,,32.0,1.0,,1.0,
2024-25,12436896,2,14,Liverpool,Home,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,2.0,26.0,33.0,59.0,2.0,3.0,4.0,,,,1.0,,,,3.0,4.0,,,0.0110298,0.0222,0.1296,,0.0,,,,,1.0,,,90.0,1.0,,,,,,,3.0,,7.3,,,,,4.0,,,,4.0,,28.0,34.0,62.0,1,1.0,70.0,,,,1.0
2024-25,12436896,2,14,Liverpool,Home,262911,122798,Andy Robertson,andy-robertson,D,False,2.0,,2.0,39.0,24.0,61.0,,,4.0,,1.0,,1.0,,,,1.0,2.0,,,0.185414,0.3449,1.1217,,0.0,,,,,,3.0,,90.0,2.0,,,,,,,12.0,,7.6,,,,,,1.0,6.0,,4.0,,48.0,26.0,68.0,2,1.0,86.0,1.0,,1.0,
2024-25,12436896,2,14,Liverpool,Home,318927,171287,Joe Gomez,joe-gomez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436896,2,14,Liverpool,Home,786259,214285,Kostas Tsimikas,kostas-tsimikas,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
