season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827863,1,14,Liverpool,Home,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827863,1,14,Liverpool,Home,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,2.0,20.0,40.0,60.0,1.0,1.0,4.0,,,,,,,,1.0,2.0,,,,,,,,1.0,,,90.0,,,,,,1.0,,7.2,,,,,3.0,,,,3.0,,21.0,40.0,61.0,0,1.0,68.0,,1.0,,1.0
2018-19,7827863,1,14,Liverpool,Home,262911,122798,Andy Robertson,andy-robertson,D,False,1.0,,1.0,42.0,29.0,70.0,1.0,1.0,3.0,1.0,,,,,,1.0,2.0,3.0,,,,1.0,,,,1.0,3.0,,90.0,,,,,,10.0,,7.6,,,,,,,1.0,,1.0,,50.0,30.0,79.0,0,2.0,91.0,,,,2.0
2018-19,7827863,1,14,Liverpool,Home,318927,171287,Joe Gomez,joe-gomez,D,False,,,1.0,13.0,41.0,54.0,3.0,,10.0,,,,,,,,6.0,4.0,,,3.0,,,,,,,,90.0,,1.0,,,,5.0,,7.2,,,1.0,,4.0,,,,4.0,,17.0,42.0,59.0,1,3.0,70.0,,1.0,,2.0
2018-19,7827863,1,14,Liverpool,Home,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,1.0,,6.0,33.0,26.0,58.0,1.0,,5.0,,,,1.0,,,2.0,7.0,6.0,,,1.0,,,,,1.0,,,90.0,1.0,,,,,24.0,,7.1,,,,,,3.0,6.0,,10.0,1.0,44.0,31.0,69.0,1,4.0,98.0,1.0,1.0,1.0,3.0
2018-19,7827901,2,14,Liverpool,Away,51501,60914,Joël Matip,joel-matip,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827901,2,14,Liverpool,Away,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,10.0,37.0,35.0,72.0,7.0,9.0,2.0,,,,,,,,8.0,11.0,,,1.0,,,,,1.0,,,90.0,,,,,,6.0,,7.6,,,,,8.0,,,,11.0,,38.0,40.0,78.0,0,2.0,89.0,,,,2.0
2018-19,7827901,2,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827901,2,14,Liverpool,Away,262911,122798,Andy Robertson,andy-robertson,D,False,,,1.0,46.0,29.0,75.0,1.0,,1.0,1.0,,,2.0,,,1.0,5.0,5.0,,,1.0,,,,,,3.0,,90.0,,,,,,12.0,,7.3,,,1.0,,1.0,1.0,1.0,,1.0,,53.0,30.0,82.0,1,4.0,103.0,3.0,,1.0,4.0
2018-19,7827901,2,14,Liverpool,Away,318927,171287,Joe Gomez,joe-gomez,D,False,,,3.0,18.0,45.0,63.0,3.0,1.0,3.0,,,,2.0,,,,6.0,5.0,,,1.0,,,,,2.0,1.0,,90.0,,,,,,7.0,,7.1,,,,,4.0,,,,5.0,,24.0,46.0,70.0,0,3.0,82.0,,1.0,,2.0
2018-19,7827901,2,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,2.0,,2.0,35.0,32.0,65.0,,,13.0,,,1.0,3.0,,,,6.0,,,,2.0,,,,,3.0,,,90.0,,1.0,,,,21.0,,7.1,,,,,1.0,1.0,13.0,,2.0,,51.0,33.0,71.0,1,,104.0,1.0,,,
2018-19,7827908,3,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,True,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,2.0,1.0,3.0,0,,3.0,,,,
2018-19,7827908,3,14,Liverpool,Home,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,7.0,40.0,68.0,108.0,2.0,2.0,8.0,,,,,,,,2.0,4.0,,,,,,,,2.0,,,90.0,,1.0,,,,9.0,,7.6,,,,,,1.0,,,9.0,,46.0,71.0,117.0,0,1.0,122.0,,,1.0,
2018-19,7827908,3,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827908,3,14,Liverpool,Home,262911,122798,Andy Robertson,andy-robertson,D,False,1.0,,2.0,26.0,24.0,49.0,,,3.0,1.0,,,,,,,1.0,3.0,,,,,,,,1.0,4.0,,90.0,,,,,,12.0,,7.7,,,,,1.0,1.0,5.0,,4.0,,35.0,25.0,55.0,0,2.0,71.0,1.0,1.0,,2.0
2018-19,7827908,3,14,Liverpool,Home,318927,171287,Joe Gomez,joe-gomez,D,False,,,2.0,38.0,54.0,92.0,5.0,8.0,9.0,,,,,,,,5.0,9.0,,,,,,,,1.0,1.0,,90.0,1.0,,,,,13.0,,7.4,,,,,5.0,,,,7.0,,47.0,57.0,104.0,1,,114.0,1.0,1.0,,
2018-19,7827908,3,14,Liverpool,Home,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,1.0,,4.0,40.0,17.0,56.0,1.0,1.0,2.0,,,1.0,,,,1.0,4.0,6.0,,,1.0,,,,2.0,1.0,2.0,,89.0,,,,,,23.0,,7.6,,,1.0,,3.0,2.0,5.0,,7.0,1.0,57.0,17.0,69.0,2,3.0,102.0,2.0,1.0,1.0,2.0
2018-19,7827919,4,14,Liverpool,Away,51501,60914,Joël Matip,joel-matip,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827919,4,14,Liverpool,Away,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,4.0,12.0,39.0,51.0,,5.0,2.0,,,,,,,,2.0,6.0,,,2.0,,,,,1.0,,,90.0,,,,,,14.0,,6.8,,,,,11.0,,,,8.0,,21.0,44.0,65.0,0,,80.0,,1.0,,
2018-19,7827919,4,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827919,4,14,Liverpool,Away,262911,122798,Andy Robertson,andy-robertson,D,False,,,2.0,20.0,10.0,30.0,1.0,,5.0,,,,2.0,,,,4.0,5.0,,,1.0,1.0,,,,2.0,1.0,,90.0,,,,,,15.0,,6.9,,,,,1.0,1.0,1.0,,5.0,,30.0,12.0,41.0,0,4.0,61.0,1.0,,1.0,2.0
2018-19,7827919,4,14,Liverpool,Away,318927,171287,Joe Gomez,joe-gomez,D,False,,,4.0,13.0,35.0,48.0,,1.0,4.0,,,,,,,,,3.0,,,,,,,,3.0,1.0,,90.0,,1.0,,,,14.0,,7.3,,,1.0,,5.0,1.0,,,9.0,,20.0,38.0,58.0,1,1.0,76.0,1.0,,1.0,1.0
2018-19,7827919,4,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,,,2.0,10.0,12.0,22.0,4.0,,6.0,,,,1.0,,,1.0,7.0,3.0,,,,,,,,1.0,,,89.0,,,,,,20.0,,6.4,,,1.0,,2.0,2.0,3.0,,4.0,,18.0,17.0,32.0,1,2.0,65.0,2.0,,1.0,2.0
