season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,blockedScoringAttempt,challengeLost,dispossessed,duelLost,duelWon,errorLeadToAGoal,fouls,goalAssist,goals,goodHighClaim,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,possessionLostCtrl,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,wasFouled,wonContest,wonTackle
2009-10,1062472,1,14,Liverpool,Away,723,1809,Jamie Carragher,jamie-carragher,D,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062472,1,14,Liverpool,Away,1204,9047,Glen Johnson,glen-johnson,D,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062472,1,14,Liverpool,Away,11711,11958,Andrea Dossena,andrea-dossena,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062472,1,14,Liverpool,Away,12394,26793,Martin Škrtel,martin-skrtel,D,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,75.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062472,1,14,Liverpool,Away,20738,40615,Emiliano Insúa,emiliano-insua,D,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062472,1,14,Liverpool,Away,39472,58786,Martin Kelly,martin-kelly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062472,1,14,Liverpool,Away,76343,75880,Daniel Ayala,daniel-ayala,D,True,,,,,,,,,,,,,,,,,0.0,0.0,,,,15.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062482,2,14,Liverpool,Home,723,1809,Jamie Carragher,jamie-carragher,D,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062482,2,14,Liverpool,Home,1204,9047,Glen Johnson,glen-johnson,D,False,,,,,,,,,,,,,,,,,0.0,1.0,,,,90.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062482,2,14,Liverpool,Home,11711,11958,Andrea Dossena,andrea-dossena,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
