season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7090025,3,14,Liverpool,Away,51501,60914,Joël Matip,joel-matip,D,False,,,1.0,8.0,20.0,28.0,3.0,1.0,6.0,,,,,,,4.0,2.0,,,1.0,,,,1.0,3.0,,,90.0,,,,,,,,10.0,,7.0,,,1.0,,11.0,1.0,,,7.0,,15.0,22.0,37.0,1,,56.0,1.0,,1.0,
2016-17,7090025,3,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090038,4,14,Liverpool,Home,10122,33871,Ragnar Klavan,ragnar-klavan,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090038,4,14,Liverpool,Home,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,1.0,,,30.0,6.0,35.0,1.0,,3.0,,,,,,1.0,2.0,3.0,,,,,,,,2.0,3.0,,90.0,,,,,,,,17.0,,7.0,,,,,3.0,1.0,2.0,,6.0,,44.0,7.0,49.0,0,2.0,74.0,1.0,,1.0,2.0
2016-17,7090038,4,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,False,,,4.0,17.0,31.0,48.0,,1.0,2.0,,,,,,,,3.0,,,,,,,,2.0,,,90.0,,1.0,,,,,,10.0,,7.2,,,,,8.0,,,,8.0,,26.0,32.0,58.0,0,1.0,72.0,,1.0,,1.0
2016-17,7090038,4,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090047,5,14,Liverpool,Away,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,2.0,12.0,20.0,32.0,2.0,3.0,4.0,,,1.0,2.0,,,5.0,7.0,,,1.0,,1.0,,,1.0,,,90.0,1.0,1.0,,,,,,7.0,,7.7,,,,,7.0,,,,7.0,,16.0,23.0,39.0,2,4.0,55.0,,,,3.0
2016-17,7090047,5,14,Liverpool,Away,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,1.0,,1.0,15.0,9.0,23.0,1.0,,4.0,,,,,,,3.0,1.0,,,2.0,,,,,2.0,2.0,,90.0,,,,,,,,17.0,,6.7,,,,,3.0,1.0,4.0,,2.0,,23.0,12.0,31.0,0,,56.0,2.0,,1.0,
2016-17,7090047,5,14,Liverpool,Away,51501,60914,Joël Matip,joel-matip,D,False,,,3.0,18.0,22.0,40.0,,1.0,3.0,,,,1.0,,,3.0,5.0,,,1.0,,,,,,,,90.0,,2.0,,,,,,5.0,,7.1,,,,,4.0,2.0,1.0,,4.0,,21.0,23.0,43.0,0,3.0,57.0,,,1.0,3.0
2016-17,7090047,5,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090054,6,14,Liverpool,Home,10122,33871,Ragnar Klavan,ragnar-klavan,D,False,,,4.0,23.0,41.0,64.0,,4.0,13.0,,,,,,,1.0,6.0,,,1.0,,,,,,,,90.0,,,,,,,,5.0,,7.1,,,,,2.0,1.0,,,5.0,,27.0,42.0,69.0,0,,74.0,,1.0,1.0,
2016-17,7090054,6,14,Liverpool,Home,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,,,1.0,52.0,15.0,67.0,,,4.0,,,,,,1.0,2.0,2.0,,,1.0,,,,,1.0,5.0,,90.0,,,,,,,,8.0,,7.1,,,1.0,,,,,,1.0,,55.0,16.0,71.0,1,2.0,86.0,2.0,,,1.0
2016-17,7090054,6,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,False,,,5.0,31.0,31.0,62.0,1.0,1.0,6.0,,1.0,,,,,1.0,3.0,,,,,,,,,,,90.0,,,,,,,,4.0,,7.0,,,1.0,,2.0,1.0,,,5.0,,33.0,32.0,65.0,1,1.0,72.0,1.0,,1.0,
2016-17,7090054,6,14,Liverpool,Home,138156,112338,Emre Can,emre-can,D,True,,,2.0,7.0,9.0,16.0,1.0,,2.0,,,1.0,,,1.0,4.0,1.0,,,3.0,,,,,,,,16.0,,,,,,,,2.0,,6.6,,,1.0,,,,,,3.0,,8.0,9.0,17.0,2,1.0,21.0,,,,
2016-17,7090054,6,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090066,7,14,Liverpool,Away,10122,33871,Ragnar Klavan,ragnar-klavan,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090066,7,14,Liverpool,Away,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,4.0,27.0,39.0,66.0,3.0,4.0,5.0,,,1.0,1.0,,,4.0,6.0,,,,,,,,2.0,1.0,,90.0,,,,,,,,12.0,,6.9,,,,,4.0,,,,11.0,,36.0,42.0,78.0,1,2.0,89.0,,,,1.0
2016-17,7090066,7,14,Liverpool,Away,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,1.0,,1.0,35.0,16.0,50.0,1.0,1.0,9.0,,,,,,,1.0,9.0,,,,,,,,1.0,1.0,,90.0,1.0,,,,,,,10.0,,7.4,,,,,2.0,2.0,3.0,,2.0,,42.0,19.0,58.0,1,3.0,87.0,,3.0,2.0,3.0
2016-17,7090066,7,14,Liverpool,Away,51501,60914,Joël Matip,joel-matip,D,False,,,4.0,23.0,34.0,57.0,1.0,2.0,5.0,,,1.0,,,,3.0,3.0,,,1.0,,,,,,,,90.0,,1.0,,,,,,10.0,,6.7,,,,,2.0,1.0,,,7.0,,31.0,35.0,66.0,1,1.0,74.0,,,,1.0
2016-17,7090066,7,14,Liverpool,Away,138156,112338,Emre Can,emre-can,D,True,,,1.0,2.0,4.0,6.0,,,,,,,,,,,,,,,,,,,1.0,,,5.0,,,,,,,,3.0,,6.6,,,,,,,,,1.0,,4.0,5.0,9.0,0,,10.0,,,,
2016-17,7090066,7,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090080,8,14,Liverpool,Home,10122,33871,Ragnar Klavan,ragnar-klavan,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090080,8,14,Liverpool,Home,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,7.0,24.0,57.0,81.0,1.0,1.0,5.0,,,,,,,2.0,3.0,,,1.0,,,,,3.0,,,90.0,,,,,,,,12.0,,7.3,,,,,4.0,,,,15.0,,31.0,62.0,93.0,0,,103.0,,2.0,,
2016-17,7090080,8,14,Liverpool,Home,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,,,2.0,17.0,15.0,32.0,1.0,,4.0,,,2.0,,,2.0,3.0,4.0,,,,,,,,1.0,,,90.0,,,,,,,,8.0,,7.1,,,,,,,1.0,,3.0,,21.0,16.0,36.0,2,4.0,58.0,,,,4.0
2016-17,7090080,8,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,False,,,5.0,20.0,43.0,63.0,,1.0,2.0,,,,,,,2.0,5.0,,,2.0,,,,,2.0,1.0,,90.0,,1.0,,,,,,8.0,,7.5,,,,,3.0,,,,11.0,,24.0,47.0,71.0,0,1.0,82.0,,3.0,,1.0
2016-17,7090080,8,14,Liverpool,Home,138156,112338,Emre Can,emre-can,D,False,,,5.0,37.0,17.0,54.0,3.0,3.0,8.0,,,,1.0,,2.0,11.0,9.0,,,3.0,,,,,1.0,1.0,,90.0,1.0,,,,,,,17.0,,7.3,,,2.0,,2.0,5.0,1.0,,9.0,,43.0,22.0,64.0,3,2.0,86.0,2.0,1.0,3.0,1.0
2016-17,7090080,8,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,6.6,,,,,1.0,,,,,,2.0,,2.0,0,,4.0,,,,
2016-17,7090096,9,14,Liverpool,Home,10122,33871,Ragnar Klavan,ragnar-klavan,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090096,9,14,Liverpool,Home,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,7.0,14.0,54.0,68.0,2.0,8.0,6.0,,,,1.0,,,3.0,9.0,,,,,,,,1.0,,,90.0,1.0,1.0,,,,,,9.0,,7.2,,,,,6.0,,,,14.0,,20.0,57.0,77.0,1,,87.0,,1.0,,
2016-17,7090096,9,14,Liverpool,Home,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,,,2.0,32.0,14.0,46.0,1.0,1.0,6.0,,,,1.0,,,4.0,5.0,,,,,,,,1.0,,,90.0,,,,,,,,15.0,,6.6,,,1.0,,1.0,2.0,3.0,,3.0,,40.0,16.0,53.0,1,2.0,80.0,1.0,2.0,,1.0
2016-17,7090096,9,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,False,,,5.0,28.0,35.0,63.0,2.0,3.0,5.0,,,,,,,3.0,8.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,,11.0,,7.3,,,,,12.0,,,,8.0,,34.0,39.0,73.0,0,5.0,93.0,1.0,,,2.0
2016-17,7090096,9,14,Liverpool,Home,138156,112338,Emre Can,emre-can,D,False,,,5.0,36.0,26.0,62.0,2.0,7.0,6.0,,1.0,1.0,,,1.0,4.0,9.0,,,1.0,,,,,2.0,2.0,,90.0,,1.0,,,,,,19.0,,7.3,,,2.0,,1.0,1.0,1.0,,10.0,,47.0,32.0,78.0,3,,92.0,,1.0,1.0,
2016-17,7090096,9,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090097,10,14,Liverpool,Away,10122,33871,Ragnar Klavan,ragnar-klavan,D,True,,,,2.0,1.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,1.0,3.0,0,,3.0,,,,
2016-17,7090097,10,14,Liverpool,Away,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,6.0,13.0,36.0,49.0,3.0,8.0,4.0,,,,1.0,,1.0,5.0,11.0,1.0,,,,1.0,,,,,,90.0,1.0,,,,,,,14.0,,7.0,,,,,9.0,1.0,,,11.0,,23.0,39.0,62.0,1,1.0,76.0,,1.0,1.0,1.0
2016-17,7090097,10,14,Liverpool,Away,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,,,,11.0,11.0,22.0,2.0,,1.0,1.0,,,,,,3.0,1.0,,,,,,,,,1.0,,90.0,,,,,,,,16.0,,6.4,,,,,5.0,1.0,4.0,,1.0,1.0,20.0,15.0,31.0,0,1.0,57.0,,,,1.0
2016-17,7090097,10,14,Liverpool,Away,51501,60914,Joël Matip,joel-matip,D,False,,,7.0,16.0,34.0,50.0,3.0,3.0,3.0,,,,,,,3.0,5.0,,,,,1.0,,,4.0,,,90.0,1.0,,,,,,,10.0,,7.5,,,,,4.0,,,,10.0,,23.0,37.0,60.0,1,,71.0,,2.0,,
2016-17,7090097,10,14,Liverpool,Away,138156,112338,Emre Can,emre-can,D,False,,,4.0,30.0,16.0,46.0,5.0,4.0,17.0,,,1.0,,,1.0,9.0,8.0,,,1.0,,1.0,,,,1.0,,90.0,1.0,,,,,,,19.0,,7.4,,,,,3.0,2.0,,,4.0,,42.0,18.0,60.0,2,3.0,80.0,1.0,1.0,,1.0
2016-17,7090097,10,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,False,,,2.0,20.0,15.0,35.0,1.0,,6.0,,,,2.0,,1.0,4.0,4.0,,,,1.0,,,1.0,1.0,1.0,,90.0,,,,,,,,15.0,,7.1,,,1.0,,6.0,,2.0,,5.0,,26.0,17.0,41.0,1,2.0,69.0,4.0,2.0,,2.0
2016-17,7090108,11,14,Liverpool,Home,10122,33871,Ragnar Klavan,ragnar-klavan,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090108,11,14,Liverpool,Home,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,,,1.0,26.0,16.0,42.0,,,9.0,,,,1.0,,,1.0,1.0,,,,,,,,1.0,2.0,,90.0,,,,,,,,18.0,,6.7,,,,,1.0,,,,10.0,,36.0,20.0,56.0,0,1.0,76.0,2.0,,,1.0
2016-17,7090108,11,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,False,,,1.0,9.0,28.0,37.0,5.0,3.0,4.0,,,,,,,5.0,5.0,,,,,,,,3.0,,,90.0,,1.0,,,,,,4.0,,7.1,,,,,5.0,,,,2.0,,11.0,30.0,41.0,0,2.0,53.0,,,,1.0
2016-17,7090108,11,14,Liverpool,Home,138156,112338,Emre Can,emre-can,D,False,,,1.0,31.0,13.0,44.0,,1.0,11.0,,,1.0,2.0,,,6.0,6.0,,,4.0,,1.0,,,2.0,1.0,,90.0,1.0,,,,,,,15.0,,7.3,,,,,1.0,,,,2.0,,41.0,15.0,56.0,2,3.0,70.0,3.0,2.0,,2.0
2016-17,7090108,11,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090082,12,14,Liverpool,Away,10122,33871,Ragnar Klavan,ragnar-klavan,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090082,12,14,Liverpool,Away,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,5.0,37.0,32.0,69.0,1.0,3.0,6.0,,,,,,,1.0,6.0,,,,,,,,,,,90.0,,,,,,,,13.0,,7.5,,,,,3.0,,,,10.0,,46.0,34.0,80.0,0,3.0,90.0,2.0,,,2.0
2016-17,7090082,12,14,Liverpool,Away,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,1.0,,,32.0,14.0,45.0,5.0,,7.0,,1.0,,1.0,,2.0,9.0,7.0,,,,,,,,2.0,,,90.0,,,,,,,,22.0,,7.7,,,1.0,,1.0,1.0,2.0,,3.0,,42.0,18.0,58.0,1,7.0,104.0,,,,5.0
2016-17,7090082,12,14,Liverpool,Away,51501,60914,Joël Matip,joel-matip,D,False,,,1.0,33.0,36.0,69.0,2.0,8.0,5.0,,,,,,,2.0,8.0,,,,,,,,3.0,,,90.0,,1.0,,,,,,15.0,,7.2,,,,,2.0,,,,8.0,,43.0,41.0,84.0,0,,92.0,,,,
2016-17,7090082,12,14,Liverpool,Away,138156,112338,Emre Can,emre-can,D,False,,,1.0,23.0,11.0,34.0,,1.0,4.0,,,1.0,3.0,,,6.0,8.0,,1.0,2.0,,,,,,2.0,,78.0,,,,,,,,16.0,,6.9,,,1.0,,,3.0,1.0,,2.0,,32.0,14.0,45.0,2,5.0,59.0,3.0,,2.0,5.0
2016-17,7090082,12,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090128,13,14,Liverpool,Home,10122,33871,Ragnar Klavan,ragnar-klavan,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090128,13,14,Liverpool,Home,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,4.0,50.0,45.0,95.0,3.0,,8.0,,,,,,,4.0,3.0,,,1.0,,,,,1.0,1.0,,90.0,,3.0,,,,,,7.0,,7.9,,,2.0,,4.0,,,,10.0,,56.0,46.0,102.0,2,2.0,117.0,,1.0,,2.0
2016-17,7090128,13,14,Liverpool,Home,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,,,1.0,26.0,13.0,39.0,3.0,,5.0,,,,,,,3.0,3.0,,,,,,,,,2.0,,90.0,,,,,,,,8.0,,7.2,,,2.0,,1.0,,3.0,,2.0,,31.0,14.0,42.0,2,3.0,59.0,1.0,,,3.0
2016-17,7090128,13,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,False,,,4.0,44.0,35.0,79.0,4.0,3.0,8.0,,,1.0,,,,4.0,4.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,7.0,,7.5,,,1.0,,3.0,,1.0,,5.0,,49.0,37.0,85.0,2,1.0,94.0,,,,
2016-17,7090128,13,14,Liverpool,Home,138156,112338,Emre Can,emre-can,D,False,,,3.0,50.0,13.0,63.0,3.0,2.0,3.0,,,2.0,1.0,,3.0,7.0,6.0,,,,,,,,2.0,4.0,,90.0,,,,,,,,19.0,,7.5,,,3.0,,,1.0,1.0,,6.0,,65.0,14.0,78.0,5,2.0,95.0,,1.0,1.0,1.0
2016-17,7090128,13,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090086,14,14,Liverpool,Away,10122,33871,Ragnar Klavan,ragnar-klavan,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090086,14,14,Liverpool,Away,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,3.0,19.0,34.0,53.0,,2.0,4.0,,,,,,,2.0,3.0,,,2.0,,,,,1.0,1.0,,90.0,,,,,,,,10.0,,6.5,,,,,12.0,,1.0,,9.0,,28.0,34.0,61.0,0,1.0,79.0,,,,1.0
2016-17,7090086,14,14,Liverpool,Away,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,2.0,,4.0,36.0,20.0,54.0,,,8.0,1.0,,,,,2.0,2.0,4.0,,,,,,,,,2.0,,90.0,,1.0,,,,,,13.0,,6.9,,,1.0,,2.0,2.0,5.0,,7.0,,46.0,20.0,61.0,1,2.0,89.0,,,2.0,2.0
2016-17,7090086,14,14,Liverpool,Away,138156,112338,Emre Can,emre-can,D,False,1.0,,5.0,21.0,15.0,35.0,1.0,4.0,5.0,1.0,,,2.0,,1.0,8.0,12.0,,,3.0,1.0,1.0,,,,1.0,,90.0,1.0,,,,,,,16.0,,8.1,,,,,5.0,3.0,2.0,,6.0,,30.0,18.0,46.0,1,4.0,69.0,2.0,2.0,2.0,3.0
2016-17,7090086,14,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090086,14,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090141,15,14,Liverpool,Home,10122,33871,Ragnar Klavan,ragnar-klavan,D,True,,,1.0,12.0,25.0,37.0,1.0,3.0,5.0,,,,,,,1.0,3.0,,,,,,,,,,,45.0,,1.0,,,,,,3.0,,6.7,,,,,4.0,,,,1.0,,15.0,25.0,40.0,0,,46.0,,,,
2016-17,7090141,15,14,Liverpool,Home,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,4.0,7.0,22.0,29.0,1.0,2.0,2.0,,,,,,,2.0,2.0,,,1.0,,,,,1.0,,,45.0,,,,,,,,6.0,,6.6,,,,,7.0,,,,7.0,,12.0,23.0,35.0,0,,43.0,,,,
2016-17,7090141,15,14,Liverpool,Home,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,,,,33.0,14.0,47.0,,,5.0,,,,,,,1.0,1.0,,,,,,,,2.0,1.0,,90.0,,,,,,,,17.0,,6.4,,,1.0,,1.0,1.0,4.0,,3.0,,44.0,17.0,57.0,1,1.0,78.0,1.0,,,
2016-17,7090141,15,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,False,,,8.0,24.0,48.0,72.0,1.0,2.0,8.0,,,,,,,1.0,5.0,1.0,,,,,,1.0,2.0,,,90.0,,,,,,,,6.0,,7.3,,,2.0,,8.0,,,,11.0,,30.0,48.0,78.0,2,2.0,93.0,,1.0,,2.0
2016-17,7090141,15,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
