season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089871,1,14,Liverpool,Away,10122,33871,Ragnar Klavan,ragnar-klavan,D,False,,,3.0,13.0,40.0,53.0,1.0,3.0,4.0,,,1.0,,,,2.0,6.0,,,1.0,,,,,,,,90.0,,,,,,,,9.0,,6.6,,,,,8.0,1.0,,,11.0,,21.0,41.0,62.0,1,2.0,77.0,,,1.0,2.0
2016-17,7089871,1,14,Liverpool,Away,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,4.0,12.0,27.0,39.0,,7.0,2.0,,,,1.0,,,3.0,8.0,,,2.0,,,,,,,,90.0,,,,,,,,13.0,,6.2,,,,,6.0,,,,12.0,,23.0,29.0,52.0,0,1.0,59.0,,,,1.0
2016-17,7089871,1,14,Liverpool,Away,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,1.0,,,21.0,14.0,34.0,2.0,1.0,3.0,1.0,,,2.0,,,6.0,6.0,,,2.0,1.0,,,,1.0,1.0,,90.0,1.0,,,,,,,13.0,,6.9,,,,,2.0,1.0,1.0,,4.0,,27.0,19.0,45.0,1,3.0,67.0,,1.0,1.0,2.0
2016-17,7089871,1,14,Liverpool,Away,51501,60914,Joël Matip,joel-matip,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089871,1,14,Liverpool,Away,138156,112338,Emre Can,emre-can,D,True,,,2.0,6.0,8.0,14.0,,,2.0,,,,,,,,1.0,,,,,,,,1.0,,,20.0,,,,,,,,4.0,,6.7,,,,,,1.0,,,3.0,,8.0,9.0,17.0,0,,20.0,,,1.0,
2016-17,7089871,1,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,False,1.0,,1.0,9.0,21.0,29.0,1.0,,4.0,,,,,,,3.0,4.0,,,2.0,,,,,,1.0,,90.0,,,1.0,,,,,12.0,,5.9,,,,,5.0,,1.0,,8.0,,15.0,24.0,38.0,0,1.0,60.0,,3.0,,1.0
2016-17,7089871,1,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090382,2,14,Liverpool,Away,10122,33871,Ragnar Klavan,ragnar-klavan,D,False,,,3.0,20.0,55.0,75.0,3.0,4.0,6.0,,,,3.0,,,6.0,6.0,,,,,,,,2.0,1.0,,90.0,,,,,,,,3.0,,6.5,,,,,2.0,,,,3.0,,20.0,58.0,78.0,0,2.0,85.0,,,,1.0
2016-17,7090382,2,14,Liverpool,Away,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,13.0,34.0,54.0,88.0,3.0,3.0,4.0,,,,,,,3.0,7.0,,,,,,,,3.0,,1.0,90.0,,,,,,,,5.0,,7.4,,,,,2.0,,1.0,,14.0,,38.0,55.0,92.0,0,2.0,105.0,,2.0,,2.0
2016-17,7090382,2,14,Liverpool,Away,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,,,,36.0,8.0,44.0,2.0,,3.0,,,1.0,,,,3.0,3.0,1.0,,,,,,,1.0,2.0,,90.0,1.0,,,,,,,15.0,,6.5,,,1.0,,2.0,1.0,2.0,,3.0,,48.0,10.0,56.0,3,3.0,81.0,,,,2.0
2016-17,7090382,2,14,Liverpool,Away,51501,60914,Joël Matip,joel-matip,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090382,2,14,Liverpool,Away,138156,112338,Emre Can,emre-can,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090382,2,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,13.0,2.0,15.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,13.0,,,,,,,,7.0,,6.3,,,,,1.0,1.0,4.0,,2.0,,20.0,2.0,18.0,0,,26.0,,,1.0,
2016-17,7090025,3,14,Liverpool,Away,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,1.0,3.0,23.0,26.0,1.0,2.0,4.0,,,,,,1.0,6.0,5.0,,,4.0,,,,,3.0,,,90.0,,1.0,,,,,,11.0,,6.7,,,,,8.0,,,,9.0,,10.0,26.0,36.0,0,,55.0,,3.0,,
2016-17,7090025,3,14,Liverpool,Away,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,,,4.0,20.0,4.0,24.0,3.0,,4.0,,,1.0,1.0,,1.0,7.0,2.0,,,1.0,,,,,2.0,,,90.0,,,,,,,,15.0,,6.8,,,1.0,,4.0,1.0,1.0,,6.0,,28.0,8.0,35.0,2,2.0,61.0,,,,2.0
