season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2014-15,5582756,17,14,Liverpool,Home,30265,26725,Jose Enrique,jose-enrique,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582756,17,14,Liverpool,Home,138156,112338,Emre Can,emre-can,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582756,17,14,Liverpool,Home,210082,109528,Javier Manquillo,javier-manquillo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582756,17,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582774,18,14,Liverpool,Away,534,12450,Kolo Touré,kolo-toure,D,False,,,2.0,5.0,12.0,17.0,1.0,2.0,1.0,,,,,,1.0,5.0,,,,0.0,0.0,,,,,,46.0,,,0.0,,,,,10.0,,7.1,,,,,6.0,,,,4.0,,9.0,18.0,27.0,0.0,3.0,37.0,,,,2.0
2014-15,5582774,18,14,Liverpool,Away,12394,26793,Martin Škrtel,martin-skrtel,D,False,,,2.0,2.0,47.0,49.0,2.0,4.0,5.0,,,,,,2.0,6.0,,,,0.0,0.0,,,6.0,,,90.0,,2.0,0.0,,,,,8.0,,8.2,,,,,12.0,,,,5.0,,4.0,53.0,57.0,0.0,2.0,80.0,,,,1.0
2014-15,5582774,18,14,Liverpool,Away,21134,40784,Mamadou Sakho,mamadou-sakho,D,False,,,,2.0,42.0,44.0,7.0,1.0,8.0,,,,,2.0,9.0,5.0,,,,0.0,0.0,,,4.0,,,90.0,,1.0,0.0,,,,,12.0,,7.4,,,,,7.0,1.0,,,1.0,,3.0,51.0,54.0,0.0,3.0,73.0,,,1.0,3.0
2014-15,5582774,18,14,Liverpool,Away,138156,112338,Emre Can,emre-can,D,True,,,,6.0,19.0,25.0,1.0,5.0,4.0,,,,,,1.0,8.0,,,,0.0,0.0,,,1.0,,,44.0,,,0.0,,,,,8.0,,7.1,,,,,7.0,,,,6.0,,12.0,21.0,33.0,0.0,3.0,44.0,,,,3.0
2014-15,5582774,18,14,Liverpool,Away,210082,109528,Javier Manquillo,javier-manquillo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582774,18,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582774,18,14,Liverpool,Away,284449,141921,Sheyi Ojo,sheyi-ojo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582796,19,14,Liverpool,Home,534,12450,Kolo Touré,kolo-toure,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582796,19,14,Liverpool,Home,12394,26793,Martin Škrtel,martin-skrtel,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582796,19,14,Liverpool,Home,21134,40784,Mamadou Sakho,mamadou-sakho,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582796,19,14,Liverpool,Home,138156,112338,Emre Can,emre-can,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582796,19,14,Liverpool,Home,210082,109528,Javier Manquillo,javier-manquillo,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582796,19,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,False,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582816,20,14,Liverpool,Home,534,12450,Kolo Touré,kolo-toure,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582816,20,14,Liverpool,Home,21134,40784,Mamadou Sakho,mamadou-sakho,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582816,20,14,Liverpool,Home,39480,38454,Dejan Lovren,dejan-lovren,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582816,20,14,Liverpool,Home,138156,112338,Emre Can,emre-can,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582816,20,14,Liverpool,Home,210082,109528,Javier Manquillo,javier-manquillo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582816,20,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,85.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582816,20,14,Liverpool,Home,284449,141921,Sheyi Ojo,sheyi-ojo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582846,21,14,Liverpool,Away,12394,26793,Martin Škrtel,martin-skrtel,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582846,21,14,Liverpool,Away,21134,40784,Mamadou Sakho,mamadou-sakho,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582846,21,14,Liverpool,Away,30265,26725,Jose Enrique,jose-enrique,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582846,21,14,Liverpool,Away,39480,38454,Dejan Lovren,dejan-lovren,D,True,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,45.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582846,21,14,Liverpool,Away,138156,112338,Emre Can,emre-can,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582846,21,14,Liverpool,Away,210082,109528,Javier Manquillo,javier-manquillo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582846,21,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582852,22,14,Liverpool,Away,12394,26793,Martin Škrtel,martin-skrtel,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582852,22,14,Liverpool,Away,21134,40784,Mamadou Sakho,mamadou-sakho,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582852,22,14,Liverpool,Away,30265,26725,Jose Enrique,jose-enrique,D,True,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,19.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582852,22,14,Liverpool,Away,138156,112338,Emre Can,emre-can,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582852,22,14,Liverpool,Away,188095,134384,MJ Williams,mj-williams,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582852,22,14,Liverpool,Away,210082,109528,Javier Manquillo,javier-manquillo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582852,22,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,71.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582880,23,14,Liverpool,Home,1204,9047,Glen Johnson,glen-johnson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582880,23,14,Liverpool,Home,12394,26793,Martin Škrtel,martin-skrtel,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582880,23,14,Liverpool,Home,21134,40784,Mamadou Sakho,mamadou-sakho,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582880,23,14,Liverpool,Home,138156,112338,Emre Can,emre-can,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582880,23,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582896,24,14,Liverpool,Away,1204,9047,Glen Johnson,glen-johnson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582896,24,14,Liverpool,Away,12394,26793,Martin Škrtel,martin-skrtel,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582896,24,14,Liverpool,Away,21134,40784,Mamadou Sakho,mamadou-sakho,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582896,24,14,Liverpool,Away,39480,38454,Dejan Lovren,dejan-lovren,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582896,24,14,Liverpool,Away,138156,112338,Emre Can,emre-can,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582896,24,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582918,25,14,Liverpool,Home,1204,9047,Glen Johnson,glen-johnson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582918,25,14,Liverpool,Home,12394,26793,Martin Škrtel,martin-skrtel,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582918,25,14,Liverpool,Home,21134,40784,Mamadou Sakho,mamadou-sakho,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582918,25,14,Liverpool,Home,39480,38454,Dejan Lovren,dejan-lovren,D,True,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,22.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582918,25,14,Liverpool,Home,138156,112338,Emre Can,emre-can,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582918,25,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582944,26,14,Liverpool,Away,534,12450,Kolo Touré,kolo-toure,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582944,26,14,Liverpool,Away,1204,9047,Glen Johnson,glen-johnson,D,True,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,15.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582944,26,14,Liverpool,Away,12394,26793,Martin Škrtel,martin-skrtel,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582944,26,14,Liverpool,Away,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582944,26,14,Liverpool,Away,138156,112338,Emre Can,emre-can,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582944,26,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,45.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582958,27,14,Liverpool,Home,534,12450,Kolo Touré,kolo-toure,D,True,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,7.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582958,27,14,Liverpool,Home,12394,26793,Martin Škrtel,martin-skrtel,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582958,27,14,Liverpool,Home,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582958,27,14,Liverpool,Home,138156,112338,Emre Can,emre-can,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582958,27,14,Liverpool,Home,188095,134384,MJ Williams,mj-williams,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582958,27,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,83.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582976,28,14,Liverpool,Home,534,12450,Kolo Touré,kolo-toure,D,True,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,17.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582976,28,14,Liverpool,Home,1204,9047,Glen Johnson,glen-johnson,D,True,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,7.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582976,28,14,Liverpool,Home,12394,26793,Martin Škrtel,martin-skrtel,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582976,28,14,Liverpool,Home,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582976,28,14,Liverpool,Home,138156,112338,Emre Can,emre-can,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582976,28,14,Liverpool,Home,188095,134384,MJ Williams,mj-williams,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582976,28,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,73.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5583008,29,14,Liverpool,Away,534,12450,Kolo Touré,kolo-toure,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5583008,29,14,Liverpool,Away,1204,9047,Glen Johnson,glen-johnson,D,True,,,,,,2.0,,,,,,,,,,,,,,0.0,0.0,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,
2014-15,5583008,29,14,Liverpool,Away,12394,26793,Martin Škrtel,martin-skrtel,D,False,,,4.0,,,71.0,1.0,1.0,8.0,,,,,,1.0,3.0,,,,0.0,0.0,,,2.0,,,90.0,,,0.0,,,,,,,7.7,,,1.0,,9.0,,,,8.0,,,,77.0,1.0,2.0,,,,,
2014-15,5583008,29,14,Liverpool,Away,21134,40784,Mamadou Sakho,mamadou-sakho,D,False,,,1.0,,,52.0,2.0,1.0,13.0,,,,,,2.0,12.0,,,,0.0,0.0,,,2.0,,,90.0,,,0.0,,,,,,,8.2,,,,,5.0,2.0,,,1.0,,,,58.0,0.0,8.0,,1.0,1.0,2.0,
2014-15,5583008,29,14,Liverpool,Away,39480,38454,Dejan Lovren,dejan-lovren,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5583008,29,14,Liverpool,Away,138156,112338,Emre Can,emre-can,D,False,,,3.0,,,51.0,,,6.0,,,,2.0,2.0,7.0,5.0,,1.0,3.0,0.0,0.0,,,4.0,,,90.0,,,0.0,,,,,,,6.9,,,,,5.0,1.0,,,7.0,,,,59.0,0.0,4.0,,1.0,,1.0,
2014-15,5583008,29,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,False,,,,,,14.0,2.0,,1.0,,,,,,5.0,1.0,,,4.0,0.0,0.0,,,2.0,,,64.0,,,0.0,,,,,,,6.4,,,1.0,,,,2.0,,2.0,,,,19.0,1.0,,,,1.0,,
2014-15,5583016,30,14,Liverpool,Home,534,12450,Kolo Touré,kolo-toure,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5583016,30,14,Liverpool,Home,1204,9047,Glen Johnson,glen-johnson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5583016,30,14,Liverpool,Home,12394,26793,Martin Škrtel,martin-skrtel,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5583016,30,14,Liverpool,Home,21134,40784,Mamadou Sakho,mamadou-sakho,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5583016,30,14,Liverpool,Home,138156,112338,Emre Can,emre-can,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5583016,30,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,66.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5583032,31,14,Liverpool,Away,534,12450,Kolo Touré,kolo-toure,D,False,,,5.0,13.0,25.0,38.0,3.0,2.0,2.0,,,,1.0,1.0,5.0,4.0,,1.0,,0.0,0.0,,1.0,2.0,,,90.0,,,0.0,,,,,,,6.1,,,,,6.0,,,,7.0,,16.0,29.0,45.0,0.0,2.0,,1.0,,,
2014-15,5583032,31,14,Liverpool,Away,1204,9047,Glen Johnson,glen-johnson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5583032,31,14,Liverpool,Away,21134,40784,Mamadou Sakho,mamadou-sakho,D,False,,,1.0,19.0,40.0,59.0,2.0,2.0,13.0,,,,1.0,,5.0,4.0,,,1.0,0.0,0.0,,,3.0,,,90.0,,,0.0,,,,,,,7.0,,,,,4.0,2.0,,,2.0,,21.0,41.0,62.0,0.0,1.0,,1.0,,1.0,
2014-15,5583032,31,14,Liverpool,Away,39480,38454,Dejan Lovren,dejan-lovren,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5583032,31,14,Liverpool,Away,138156,112338,Emre Can,emre-can,D,False,,,2.0,19.0,23.0,42.0,,1.0,10.0,,,,2.0,1.0,5.0,9.0,,,2.0,0.0,0.0,,,1.0,1.0,,84.0,1.0,,0.0,,,,,,,6.5,,,1.0,,2.0,2.0,3.0,,5.0,,26.0,31.0,54.0,2.0,6.0,,,,2.0,
2014-15,5583032,31,14,Liverpool,Away,210082,109528,Javier Manquillo,javier-manquillo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5583032,31,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,False,,,1.0,16.0,16.0,32.0,,,6.0,,,,1.0,,3.0,4.0,,,2.0,0.0,0.0,,,1.0,2.0,,90.0,,,0.0,,,,,,,6.9,,,,,1.0,,2.0,,3.0,,22.0,18.0,38.0,0.0,3.0,,,1.0,,
2014-15,5583096,32,14,Liverpool,Home,534,12450,Kolo Touré,kolo-toure,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5583096,32,14,Liverpool,Home,1204,9047,Glen Johnson,glen-johnson,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5583096,32,14,Liverpool,Home,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5583096,32,14,Liverpool,Home,138156,112338,Emre Can,emre-can,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5583096,32,14,Liverpool,Home,210082,109528,Javier Manquillo,javier-manquillo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5583096,32,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,6722147,33,14,Liverpool,Away,534,12450,Kolo Touré,kolo-toure,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,6722147,33,14,Liverpool,Away,1204,9047,Glen Johnson,glen-johnson,D,False,1.0,,1.0,23.0,28.0,50.0,2.0,5.0,8.0,,,,1.0,2.0,6.0,10.0,,,1.0,0.0,0.0,,,,1.0,,90.0,,,0.0,,,,,,,6.8,,,,,3.0,2.0,4.0,,1.0,,29.0,32.0,57.0,0.0,3.0,,2.0,,2.0,
2014-15,6722147,33,14,Liverpool,Away,12394,26793,Martin Škrtel,martin-skrtel,D,False,,,1.0,10.0,45.0,55.0,1.0,2.0,5.0,,,,,1.0,3.0,4.0,,,1.0,0.0,0.0,,,1.0,,1.0,90.0,,,0.0,,,,,,,6.9,,,,,7.0,,,,4.0,,14.0,52.0,66.0,0.0,2.0,,,,,
2014-15,6722147,33,14,Liverpool,Away,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,3.0,16.0,40.0,56.0,,4.0,4.0,,,,2.0,,3.0,6.0,,,1.0,0.0,0.0,,,1.0,,,76.0,,,0.0,,,,,,,6.8,,,,,4.0,,,,4.0,,18.0,42.0,60.0,0.0,2.0,,,,,
2014-15,6722147,33,14,Liverpool,Away,138156,112338,Emre Can,emre-can,D,False,,,2.0,37.0,28.0,65.0,3.0,1.0,7.0,,,1.0,1.0,1.0,6.0,9.0,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,7.2,,,,,2.0,2.0,1.0,,5.0,,46.0,32.0,77.0,1.0,6.0,,,1.0,1.0,
2014-15,6722147,33,14,Liverpool,Away,210082,109528,Javier Manquillo,javier-manquillo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5583152,34,14,Liverpool,Away,534,12450,Kolo Touré,kolo-toure,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5583152,34,14,Liverpool,Away,1204,9047,Glen Johnson,glen-johnson,D,False,,,1.0,16.0,27.0,43.0,2.0,1.0,9.0,,,,,4.0,7.0,2.0,,,,0.0,0.0,,,1.0,,,90.0,,,0.0,,,,,,,6.3,,,,,2.0,1.0,3.0,,4.0,,27.0,31.0,55.0,0.0,,,2.0,1.0,,
