season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576069,2,14,Liverpool,Home,826215,204716,Ibrahima Konaté,ibrahima-konate,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576148,3,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,False,,,5.0,34.0,45.0,79.0,4.0,5.0,3.0,,2.0,,1.0,,,,6.0,8.0,,,1.0,,,,,1.0,1.0,,,90.0,,1.0,,,,7.0,,7.0,,,3.0,,1.0,,,,6.0,,38.0,47.0,85.0,3,3.0,97.0,1.0,,,1.0
2021-22,9576148,3,14,Liverpool,Home,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,3.0,35.0,37.0,72.0,,3.0,17.0,,,,,,,,,5.0,,,,,,,,,1.0,,,90.0,1.0,1.0,,,,8.0,,7.4,,,2.0,,1.0,,,,7.0,,41.0,38.0,79.0,3,2.0,88.0,1.0,,,2.0
2021-22,9576148,3,14,Liverpool,Home,262911,122798,Andy Robertson,andy-robertson,D,False,2.0,,,36.0,12.0,46.0,,1.0,3.0,,,,,,,2.0,3.0,1.0,,,1.0,,,,,,2.0,4.0,,86.0,1.0,,,,,21.0,,7.0,,,,,1.0,,8.0,,1.0,,53.0,13.0,58.0,1,,82.0,1.0,,,
2021-22,9576148,3,14,Liverpool,Home,318927,171287,Joe Gomez,joe-gomez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576148,3,14,Liverpool,Home,786259,214285,Kostas Tsimikas,kostas-tsimikas,D,True,1.0,,,2.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,8.0,,,,,,4.0,,6.7,,,,,,1.0,4.0,,,,5.0,,1.0,0,,7.0,,,,
2021-22,9576148,3,14,Liverpool,Home,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,3.0,,5.0,54.0,18.0,69.0,,,6.0,1.0,,1.0,,,,1.0,1.0,3.0,,,,,,,,,,5.0,,90.0,1.0,,,,,25.0,,8.1,,,,,2.0,,11.0,,7.0,,75.0,20.0,84.0,2,2.0,112.0,1.0,1.0,,2.0
2021-22,9576148,3,14,Liverpool,Home,826215,204716,Ibrahima Konaté,ibrahima-konate,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576077,4,14,Liverpool,Away,51501,60914,Joël Matip,joel-matip,D,False,,,3.0,25.0,43.0,68.0,1.0,2.0,5.0,,,1.0,,,,,1.0,2.0,,,,,,,,,,2.0,,90.0,,,,,,5.0,,7.2,,,,,2.0,,,,5.0,,26.0,46.0,72.0,1,,77.0,,,,
2021-22,9576077,4,14,Liverpool,Away,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,2.0,18.0,37.0,55.0,1.0,1.0,5.0,,,1.0,,,,,2.0,3.0,,,1.0,,,,,,,1.0,,90.0,,,,,,5.0,,7.1,,,1.0,,4.0,1.0,,,7.0,,23.0,37.0,60.0,2,,68.0,,1.0,1.0,
2021-22,9576077,4,14,Liverpool,Away,262911,122798,Andy Robertson,andy-robertson,D,False,1.0,,1.0,23.0,24.0,46.0,,1.0,9.0,,,,1.0,,,1.0,3.0,2.0,,,1.0,,,,,,,4.0,,90.0,,,,,,20.0,,7.1,,,,,2.0,,7.0,,3.0,,35.0,27.0,55.0,0,1.0,81.0,,,,1.0
2021-22,9576077,4,14,Liverpool,Away,318927,171287,Joe Gomez,joe-gomez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576077,4,14,Liverpool,Away,786259,214285,Kostas Tsimikas,kostas-tsimikas,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576077,4,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,3.0,,4.0,23.0,16.0,36.0,,2.0,8.0,1.0,,1.0,1.0,,,,1.0,2.0,,,,1.0,,,,,2.0,5.0,,90.0,1.0,,,,,20.0,,8.1,,,1.0,,2.0,,10.0,,10.0,1.0,35.0,20.0,45.0,3,,73.0,,,,
2021-22,9576077,4,14,Liverpool,Away,826215,204716,Ibrahima Konaté,ibrahima-konate,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576156,5,14,Liverpool,Home,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,4.0,17.0,38.0,55.0,,7.0,6.0,1.0,,,,,,,,7.0,,,,1.0,,,,,1.0,1.0,,90.0,,2.0,,,,7.0,,8.1,,,1.0,,5.0,,,,5.0,,21.0,41.0,62.0,1,,73.0,,,,
2021-22,9576156,5,14,Liverpool,Home,262911,122798,Andy Robertson,andy-robertson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576156,5,14,Liverpool,Home,318927,171287,Joe Gomez,joe-gomez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576156,5,14,Liverpool,Home,786259,214285,Kostas Tsimikas,kostas-tsimikas,D,False,6.0,,,22.0,9.0,25.0,2.0,2.0,1.0,,,1.0,,,,1.0,11.0,7.0,,,6.0,,,,,,2.0,4.0,,90.0,,1.0,,,,21.0,,7.4,,,,,3.0,3.0,11.0,,3.0,,33.0,14.0,36.0,1,3.0,73.0,1.0,1.0,1.0,2.0
2021-22,9576156,5,14,Liverpool,Home,826215,204716,Ibrahima Konaté,ibrahima-konate,D,False,,,3.0,21.0,28.0,49.0,1.0,2.0,5.0,,,,,,,,2.0,4.0,,,1.0,,,,,,1.0,,,90.0,,2.0,,,,8.0,,7.5,,,,,3.0,,,,6.0,,27.0,29.0,56.0,0,2.0,65.0,1.0,,,1.0
2021-22,9576156,5,14,Liverpool,Home,920393,197464,Nathaniel Phillips,nathaniel-phillips,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576163,6,14,Liverpool,Away,51501,60914,Joël Matip,joel-matip,D,False,,,1.0,21.0,25.0,46.0,8.0,5.0,7.0,,,,,1.0,,,8.0,5.0,,,,,,,,,2.0,,,90.0,,2.0,,,,12.0,,7.0,,,1.0,,3.0,,,,7.0,,28.0,30.0,58.0,1,,70.0,,1.0,,
2021-22,9576163,6,14,Liverpool,Away,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,3.0,22.0,23.0,45.0,5.0,7.0,2.0,,,,,,,,5.0,9.0,,,,,,,,,1.0,,1.0,90.0,1.0,,,,,6.0,,7.0,,,,,5.0,,,,5.0,,26.0,25.0,51.0,1,2.0,61.0,,,,2.0
2021-22,9576163,6,14,Liverpool,Away,262911,122798,Andy Robertson,andy-robertson,D,False,2.0,,4.0,48.0,26.0,72.0,,2.0,7.0,,,,2.0,,,,4.0,4.0,,,1.0,1.0,,,,,,1.0,,90.0,,,,,,18.0,,6.4,,,1.0,,3.0,1.0,7.0,,9.0,,61.0,29.0,83.0,1,,105.0,1.0,2.0,,
2021-22,9576163,6,14,Liverpool,Away,318927,171287,Joe Gomez,joe-gomez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576163,6,14,Liverpool,Away,786259,214285,Kostas Tsimikas,kostas-tsimikas,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576163,6,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,2.0,,11.0,49.0,21.0,68.0,1.0,1.0,8.0,,,2.0,,,,,2.0,5.0,,,,,,,,,3.0,1.0,,90.0,,1.0,,,,30.0,,7.4,,,1.0,,1.0,1.0,12.0,,21.0,1.0,70.0,27.0,85.0,3,4.0,119.0,1.0,,,3.0
2021-22,9576163,6,14,Liverpool,Away,826215,204716,Ibrahima Konaté,ibrahima-konate,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576109,7,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,False,,,4.0,27.0,54.0,81.0,,,5.0,,,,,,,,,3.0,,,,,,,,,4.0,1.0,,90.0,,2.0,,,,9.0,,7.5,,,,,1.0,,,,8.0,,34.0,55.0,89.0,0,3.0,101.0,1.0,,,3.0
2021-22,9576109,7,14,Liverpool,Home,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,7.0,22.0,63.0,85.0,,,4.0,,,,1.0,,,,1.0,1.0,,,,,,,,,1.0,,,90.0,,1.0,,,,10.0,,6.6,,,,,2.0,1.0,,,14.0,,31.0,63.0,94.0,0,,100.0,1.0,,1.0,
2021-22,9576109,7,14,Liverpool,Home,262911,122798,Andy Robertson,andy-robertson,D,False,,,1.0,12.0,18.0,30.0,,2.0,7.0,,,,,,,,,5.0,,,,,,,,,3.0,,,90.0,,1.0,,,,15.0,,7.1,,,,,5.0,,4.0,,5.0,1.0,24.0,20.0,40.0,0,2.0,70.0,,1.0,,2.0
2021-22,9576109,7,14,Liverpool,Home,318927,171287,Joe Gomez,joe-gomez,D,True,,,1.0,2.0,3.0,5.0,,2.0,1.0,,,,,,,,,2.0,,,,,,,,,1.0,,,12.0,,,,,,5.0,,6.4,,,,,1.0,,,,2.0,,6.0,4.0,10.0,0,,14.0,,,,
2021-22,9576109,7,14,Liverpool,Home,786259,214285,Kostas Tsimikas,kostas-tsimikas,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576109,7,14,Liverpool,Home,826215,204716,Ibrahima Konaté,ibrahima-konate,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576109,7,14,Liverpool,Home,927356,215136,Neco Williams,neco-williams,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576185,8,14,Liverpool,Away,51501,60914,Joël Matip,joel-matip,D,False,,,4.0,40.0,66.0,106.0,1.0,4.0,5.0,,,,,,,,1.0,4.0,,,,,,,,,1.0,,,90.0,,,,,,8.0,,7.4,,,1.0,,1.0,,,,5.0,,45.0,69.0,114.0,1,,119.0,,,,
2021-22,9576185,8,14,Liverpool,Away,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,6.0,30.0,66.0,96.0,3.0,3.0,8.0,,,,,,,,4.0,3.0,,,,,,,,,,1.0,,90.0,,,,,,8.0,,7.1,,,,,2.0,1.0,,,11.0,,35.0,68.0,103.0,0,,107.0,,,,
2021-22,9576185,8,14,Liverpool,Away,262911,122798,Andy Robertson,andy-robertson,D,False,,,2.0,28.0,18.0,46.0,2.0,,3.0,,,,,,,,3.0,4.0,,,1.0,,,,,,,1.0,,64.0,,,,,,17.0,,7.2,,,,,1.0,1.0,5.0,,4.0,,41.0,20.0,56.0,0,3.0,75.0,,,1.0,
2021-22,9576185,8,14,Liverpool,Away,318927,171287,Joe Gomez,joe-gomez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576185,8,14,Liverpool,Away,786259,214285,Kostas Tsimikas,kostas-tsimikas,D,True,,,,2.0,9.0,11.0,,,2.0,,,,,,,1.0,3.0,2.0,,,2.0,,,,,,,,,26.0,,,,,,9.0,,6.5,,,,,,,2.0,,1.0,,8.0,11.0,17.0,0,2.0,24.0,,,,1.0
2021-22,9576185,8,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,1.0,,8.0,36.0,24.0,59.0,,1.0,2.0,,,1.0,,,,2.0,2.0,2.0,,,,,,,,,1.0,1.0,1.0,64.0,,,,,,19.0,,7.4,,,1.0,,1.0,,7.0,,12.0,1.0,49.0,27.0,69.0,2,1.0,91.0,1.0,,,
2021-22,9576185,8,14,Liverpool,Away,826215,204716,Ibrahima Konaté,ibrahima-konate,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576185,8,14,Liverpool,Away,927356,215136,Neco Williams,neco-williams,D,True,,,,4.0,4.0,8.0,2.0,,,1.0,,,,,,,2.0,1.0,,,,1.0,,,,,,1.0,,9.0,,,,,,,,7.2,,,,,,1.0,,,,,4.0,4.0,8.0,0,,11.0,,,1.0,
2021-22,9576117,9,14,Liverpool,Away,51501,60914,Joël Matip,joel-matip,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576117,9,14,Liverpool,Away,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,3.0,16.0,50.0,66.0,1.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,90.0,,1.0,,,,2.0,,7.2,,,,,4.0,,,,4.0,,18.0,50.0,68.0,0,,75.0,,,,
2021-22,9576117,9,14,Liverpool,Away,262911,122798,Andy Robertson,andy-robertson,D,False,,,2.0,56.0,21.0,77.0,,,3.0,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,90.0,,1.0,,,,16.0,,7.7,,,,,5.0,,2.0,,5.0,,64.0,27.0,89.0,0,1.0,106.0,1.0,,,1.0
2021-22,9576117,9,14,Liverpool,Away,318927,171287,Joe Gomez,joe-gomez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576117,9,14,Liverpool,Away,786259,214285,Kostas Tsimikas,kostas-tsimikas,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576117,9,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,2.0,,7.0,47.0,37.0,82.0,,1.0,8.0,1.0,,,1.0,,,,1.0,3.0,,,,1.0,,,,,2.0,3.0,,90.0,1.0,,,,,22.0,,8.0,,,,,,,4.0,,15.0,,63.0,41.0,100.0,1,2.0,115.0,2.0,,,2.0
2021-22,9576117,9,14,Liverpool,Away,826215,204716,Ibrahima Konaté,ibrahima-konate,D,False,,,2.0,15.0,29.0,44.0,1.0,1.0,5.0,,,,,,,,1.0,3.0,,,,,,,,,,,,90.0,,,,,,5.0,,7.2,,,,,8.0,,,,4.0,,18.0,30.0,48.0,0,1.0,60.0,1.0,1.0,,1.0
2021-22,9576186,10,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576186,10,14,Liverpool,Home,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,7.0,24.0,56.0,80.0,,1.0,8.0,,,,,,,,1.0,2.0,,,1.0,,,,,,3.0,,,90.0,,,,,,7.0,,6.8,,,,,1.0,,,,10.0,,28.0,59.0,87.0,0,,93.0,,1.0,,
2021-22,9576186,10,14,Liverpool,Home,262911,122798,Andy Robertson,andy-robertson,D,False,2.0,,2.0,37.0,32.0,67.0,,1.0,7.0,,,,2.0,,,,3.0,1.0,,,1.0,,,,,,3.0,,,90.0,,,,,,13.0,,6.5,,,,,1.0,,6.0,,2.0,,46.0,35.0,75.0,0,,92.0,1.0,,,
2021-22,9576186,10,14,Liverpool,Home,318927,171287,Joe Gomez,joe-gomez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576186,10,14,Liverpool,Home,786259,214285,Kostas Tsimikas,kostas-tsimikas,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576186,10,14,Liverpool,Home,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,,,4.0,42.0,28.0,70.0,,1.0,5.0,,,,,,,,,2.0,,,,,,,,,2.0,1.0,,90.0,,,,,,21.0,,7.1,,,1.0,,3.0,1.0,6.0,,9.0,,57.0,31.0,82.0,1,,109.0,1.0,,1.0,
2021-22,9576186,10,14,Liverpool,Home,826215,204716,Ibrahima Konaté,ibrahima-konate,D,False,,,,26.0,34.0,60.0,1.0,6.0,5.0,,,,,,,,2.0,7.0,,,1.0,,,,,,4.0,,,90.0,,,,,,15.0,,6.6,,,,,3.0,,,,7.0,,35.0,40.0,75.0,0,1.0,86.0,,,,
2021-22,9576419,11,14,Liverpool,Away,51501,60914,Joël Matip,joel-matip,D,False,,,3.0,37.0,38.0,75.0,2.0,5.0,7.0,,,,1.0,,,,3.0,6.0,,,,,,,,,2.0,,,90.0,,,,,,11.0,,6.4,,,,,5.0,,,,8.0,,45.0,41.0,86.0,0,,98.0,,1.0,,
2021-22,9576419,11,14,Liverpool,Away,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,2.0,30.0,35.0,65.0,,4.0,6.0,,,1.0,,,,,,4.0,,,,,,,,,2.0,,,90.0,,2.0,,,,8.0,,6.7,,,,,1.0,,,,4.0,,35.0,37.0,72.0,1,,81.0,1.0,,,
2021-22,9576419,11,14,Liverpool,Away,262911,122798,Andy Robertson,andy-robertson,D,False,1.0,,,42.0,15.0,56.0,,1.0,7.0,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,90.0,,,,,,21.0,,6.7,,,,,2.0,,8.0,,2.0,,56.0,17.0,65.0,0,,92.0,2.0,,,
2021-22,9576419,11,14,Liverpool,Away,786259,214285,Kostas Tsimikas,kostas-tsimikas,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576419,11,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,3.0,,10.0,36.0,18.0,51.0,2.0,,9.0,1.0,,,,,,,3.0,,,,1.0,1.0,1.0,,,,4.0,4.0,,90.0,1.0,,,,,25.0,,8.5,,,1.0,,1.0,,8.0,,12.0,,55.0,21.0,68.0,2,,94.0,2.0,,,
2021-22,9576419,11,14,Liverpool,Away,826215,204716,Ibrahima Konaté,ibrahima-konate,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576419,11,14,Liverpool,Away,920393,197464,Nathaniel Phillips,nathaniel-phillips,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576419,11,14,Liverpool,Away,927356,215136,Neco Williams,neco-williams,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576276,12,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,False,,,6.0,16.0,54.0,70.0,,1.0,3.0,,,,,,,,2.0,3.0,,,2.0,,,,,,1.0,,,90.0,,,,,,8.0,,7.1,,,,,3.0,,,,8.0,,21.0,56.0,77.0,0,,87.0,1.0,2.0,,
2021-22,9576276,12,14,Liverpool,Home,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,7.0,26.0,69.0,95.0,2.0,3.0,7.0,,,1.0,,,,,3.0,3.0,,,1.0,,,,,,,,,90.0,,1.0,,,,12.0,,7.2,,,1.0,,4.0,,,,18.0,,35.0,72.0,107.0,2,,115.0,,,,
2021-22,9576276,12,14,Liverpool,Home,786259,214285,Kostas Tsimikas,kostas-tsimikas,D,False,2.0,,,18.0,20.0,36.0,1.0,,4.0,,,,,,,,4.0,6.0,,,1.0,,,,,,,2.0,,90.0,,,,,,16.0,,7.4,,,,,1.0,3.0,6.0,,1.0,,28.0,23.0,45.0,0,4.0,70.0,,1.0,1.0,2.0
2021-22,9576276,12,14,Liverpool,Home,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,2.0,,5.0,26.0,20.0,44.0,,,3.0,2.0,,2.0,3.0,,,,3.0,3.0,,,,2.0,,,,,,4.0,,90.0,1.0,,,,,14.0,,8.4,,,,,,1.0,8.0,,7.0,,36.0,20.0,48.0,3,1.0,74.0,2.0,1.0,1.0,
2021-22,9576276,12,14,Liverpool,Home,826215,204716,Ibrahima Konaté,ibrahima-konate,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576276,12,14,Liverpool,Home,920393,197464,Nathaniel Phillips,nathaniel-phillips,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576276,12,14,Liverpool,Home,979114,430992,Owen Beck,owen-beck,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576276,12,14,Liverpool,Home,1008402,492777,Conor Bradley,conor-bradley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576204,13,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
