season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltySave,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6767934,1,14,Liverpool,Away,534,12450,Kolo Touré,kolo-toure,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767934,1,14,Liverpool,Away,12394,26793,Martin Škrtel,martin-skrtel,D,False,,,2.0,14.0,29.0,43.0,1.0,1.0,3.0,,,,,,,,2.0,3.0,,,1.0,,,,,2.0,1.0,,90.0,1.0,1.0,,,,,,7.4,,,,,6.0,,,,3.0,,16.0,30.0,46.0,1,2.0,59.0,,,
2015-16,6767934,1,14,Liverpool,Away,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,2.0,14.0,21.0,35.0,,6.0,3.0,,,,,,,,1.0,7.0,,,1.0,,,,,2.0,,,90.0,1.0,,,,,,,7.6,,,,,12.0,1.0,,,4.0,,16.0,24.0,40.0,1,,58.0,,,1.0
2015-16,6767934,1,14,Liverpool,Away,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,,,,23.0,23.0,46.0,,1.0,8.0,,,,,,,,2.0,5.0,,,2.0,,,,,2.0,1.0,,90.0,,1.0,,,,,,7.4,,,,,4.0,,,,4.0,,36.0,25.0,61.0,0,3.0,84.0,,1.0,
2015-16,6767934,1,14,Liverpool,Away,138156,112338,Emre Can,emre-can,D,True,,,,13.0,8.0,21.0,1.0,,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,,,27.0,,,,,,,,6.8,,,,,,,,,1.0,,15.0,8.0,23.0,0,1.0,25.0,,,
2015-16,6767934,1,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767934,1,14,Liverpool,Away,318927,171287,Joe Gomez,joe-gomez,D,False,,,,7.0,10.0,17.0,5.0,2.0,2.0,,,,,,,1.0,8.0,5.0,,,2.0,1.0,,,,2.0,1.0,,90.0,,,,,,,,7.2,,,,,7.0,,,,3.0,,10.0,12.0,22.0,0,3.0,46.0,,,
2015-16,6767946,2,14,Liverpool,Home,534,12450,Kolo Touré,kolo-toure,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767946,2,14,Liverpool,Home,12394,26793,Martin Škrtel,martin-skrtel,D,False,,,3.0,18.0,31.0,49.0,,,3.0,,,,,,,,1.0,,,,1.0,,,,,2.0,1.0,,90.0,,1.0,,,,,,7.4,,,,,9.0,,,,5.0,,21.0,33.0,54.0,0,,68.0,,,
2015-16,6767946,2,14,Liverpool,Home,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,1.0,8.0,32.0,40.0,2.0,2.0,2.0,,,,1.0,,,,3.0,5.0,,,,,,,,1.0,,,90.0,,2.0,,,,,,7.2,,,,,8.0,,,,3.0,,13.0,35.0,48.0,0,2.0,65.0,,2.0,
