season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243388,1,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243388,1,14,Liverpool,Home,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,3.0,23.0,27.0,50.0,1.0,5.0,3.0,,,,,,,,1.0,8.0,,,,,1.0,,,5.0,,,90.0,1.0,,,,,,8.0,,7.8,,,,,3.0,,,,5.0,,29.0,28.0,57.0,1,3.0,71.0,,,,1.0
2019-20,8243388,1,14,Liverpool,Home,262911,122798,Andy Robertson,andy-robertson,D,False,2.0,,3.0,44.0,22.0,64.0,1.0,1.0,6.0,,,,,,,1.0,2.0,2.0,,,,,,,,1.0,1.0,,90.0,,,,,,,17.0,,7.0,,,2.0,,1.0,,9.0,,6.0,,54.0,25.0,70.0,2,1.0,96.0,3.0,,,
2019-20,8243388,1,14,Liverpool,Home,318927,171287,Joe Gomez,joe-gomez,D,False,,,2.0,21.0,24.0,45.0,,4.0,4.0,,,,,,,,2.0,6.0,,,2.0,,,,,,1.0,,90.0,,1.0,,,,,9.0,,6.8,,,,,,,,,6.0,,27.0,27.0,54.0,0,2.0,60.0,,,,1.0
2019-20,8243388,1,14,Liverpool,Home,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,1.0,,4.0,15.0,10.0,24.0,,1.0,7.0,2.0,,,1.0,,,1.0,4.0,2.0,,,1.0,1.0,,,,2.0,3.0,,90.0,1.0,1.0,,,,,27.0,,7.4,,,1.0,,1.0,1.0,8.0,,10.0,,32.0,16.0,40.0,2,1.0,73.0,1.0,,,1.0
2019-20,8243422,2,14,Liverpool,Away,51501,60914,Joël Matip,joel-matip,D,False,,,3.0,17.0,33.0,50.0,1.0,4.0,4.0,,,,,,,,1.0,6.0,,,,,,,,2.0,,,90.0,,1.0,,,,,13.0,,7.1,,,1.0,,10.0,,,,9.0,,25.0,37.0,62.0,1,1.0,80.0,1.0,1.0,,
2019-20,8243422,2,14,Liverpool,Away,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,4.0,19.0,57.0,76.0,2.0,3.0,7.0,,,,,,,,2.0,3.0,,,,,,,,2.0,,,90.0,,3.0,,,,,13.0,,7.1,,,,,3.0,,,,9.0,,28.0,61.0,89.0,0,,97.0,,,,
2019-20,8243422,2,14,Liverpool,Away,262911,122798,Andy Robertson,andy-robertson,D,False,1.0,,5.0,31.0,33.0,63.0,,1.0,8.0,,,,1.0,,,,3.0,6.0,,,,,,,,3.0,1.0,,90.0,1.0,,,,,,27.0,,7.2,,,,,1.0,4.0,4.0,,8.0,,49.0,38.0,83.0,1,2.0,115.0,2.0,1.0,2.0,
2019-20,8243422,2,14,Liverpool,Away,318927,171287,Joe Gomez,joe-gomez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243422,2,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,1.0,,5.0,19.0,12.0,30.0,1.0,1.0,3.0,1.0,,,1.0,,,,6.0,1.0,,,2.0,,,,,,2.0,,90.0,,,,,,,35.0,,6.6,,,,,2.0,2.0,14.0,,11.0,,43.0,19.0,48.0,0,,79.0,,,,
2019-20,8243426,3,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,False,,,2.0,14.0,16.0,30.0,,4.0,5.0,,,,,,,,,7.0,,,,,1.0,,,3.0,1.0,,90.0,1.0,1.0,,,,,10.0,,7.9,,,,,1.0,,,,6.0,,21.0,19.0,40.0,1,3.0,50.0,,,,3.0
2019-20,8243426,3,14,Liverpool,Home,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,1.0,11.0,16.0,27.0,,,5.0,,,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,90.0,,1.0,,,,,2.0,,6.5,,,,,2.0,,,,2.0,,12.0,17.0,29.0,1,,34.0,,,,
2019-20,8243426,3,14,Liverpool,Home,262911,122798,Andy Robertson,andy-robertson,D,False,3.0,,2.0,51.0,16.0,64.0,2.0,,5.0,1.0,,2.0,6.0,,,,11.0,5.0,,,3.0,,,,,1.0,3.0,,90.0,,,,,,,14.0,,6.6,,,1.0,,1.0,2.0,10.0,,5.0,,62.0,17.0,69.0,3,3.0,98.0,1.0,,2.0,1.0
2019-20,8243426,3,14,Liverpool,Home,318927,171287,Joe Gomez,joe-gomez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
