playerId,playerName,position,team_name,team_id,nationality,season,throwInsToOppositionPlayer,expectedAssists,totalClearances,totalRedCards,winningGoal,forwardPasses,recoveries,appearances,gamesPlayed,successfulPassesOppositionHalf,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,straightRedCards,openPlayPasses,cornersWon,substituteOn,totalLossesOfPossession,leftsidePasses,backwardPasses,timePlayed,touches,throwInsToOwnPlayer,putthroughBlockedDistribution,successfulPassesOwnHalf,successfulShortPasses,totalTouchesInOppositionBox,yellowCards,duelsLost,successfulCrossesOpenPlay,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,aerialDuels,successfulCrossesAndCorners,aerialDuelsLost,duelsWon,groundDuelsWon,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,groundDuelsLost,rightsidePasses,duels,tacklesLost,groundDuels,aerialDuelsWon,shotsOffTargetIncWoodwork,tacklesWon,successfulDribbles,totalFoulsConceded,interceptions,successfulLongPasses,substituteOff,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,blocks,totalFoulsWon,goalKicks,cleanSheets,putthroughBlockedDistributionWon,timesTackled,gkSuccessfulDistribution,successfulLaunches,catches,savesMade,goalkeeperSmother,savesMadeFromOutsideBox,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,unsuccessfulDribbles,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,goalAssists,offsides,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,oboxTarget,unsuccessfulCornersIntoBox,hitWoodwork,iboxTarget,shotsOnTargetInBox,goals,awayGoals,homeGoals,headedGoals,unsuccessfulLayoffs,successfulCornersIntoBox,blockedShots,oboxBlocked,shotsBlockedOutsideBox,rightFootGoals
496181,Brooke Norton-Cuffy,Defender,Hull,88,England,2026-27,1.0,0.0004,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,26.0,9.0,1.0,1.0,1.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647839,Christos Mouzakitis,Midfielder,Hull,88,Greece,2026-27,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167825,Dillon Phillips,Goalkeeper,Hull,88,England,2026-27,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608227,Elliot Stroud,Midfielder,Hull,88,Sweden,2026-27,,0.0417,1.0,0.0,0.0,5.0,9.0,3.0,3.0,12.0,3.0,3.0,26.0,0.0,26.0,,,16.0,5.0,7.0,193.0,46.0,,3.0,7.0,17.0,4.0,1.0,7.0,1.0,3.0,2.0,1.0,6.0,2.0,3.0,8.0,5.0,1.0,4.0,5.0,4.0,1.3771,1.0,3.0,9.0,12.0,1.0,7.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,0.0552,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445028,Hidemasa Morita,Midfielder,Hull,88,Japan,2026-27,,0.0014,1.0,0.0,0.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,15.0,0.0,15.0,,,5.0,4.0,2.0,45.0,21.0,,,8.0,12.0,,0.0,2.0,,,,1.0,2.0,,1.0,3.0,2.0,,1.0,3.0,2.0,1.0009,1.0,1.0,4.0,5.0,,3.0,1.0,,,2.0,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552946,Jens Hjertø-Dahl,Midfielder,Hull,88,Norway,2026-27,,,,0.0,0.0,,1.0,1.0,1.0,,,,2.0,0.0,2.0,,1.0,1.0,2.0,,8.0,3.0,,,1.0,1.0,,0.0,1.0,,,,,1.0,,,1.0,,,,1.0,1.0,,,1.0,,2.0,,2.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108416,John Egan,Defender,Hull,88,Ireland,2026-27,,0.0066,28.0,0.0,0.0,28.0,5.0,3.0,3.0,11.0,,,78.0,0.0,75.0,,,21.0,24.0,4.0,270.0,126.0,,4.0,47.0,56.0,1.0,0.0,5.0,,5.0,,,15.0,,3.0,20.0,10.0,,3.0,12.0,5.0,1.9983,,2.0,22.0,17.0,4.0,7.0,7.0,,1.0,,1.0,4.0,2.0,,5.0,1.0,,5.0,3.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171270,Kieran Dowell,Midfielder,Hull,88,England,2026-27,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473284,Konstantinos Tzolakis,Goalkeeper,Hull,88,Greece,2026-27,,0.0047,,0.0,0.0,91.0,43.0,3.0,3.0,22.0,,,112.0,0.0,55.0,,,66.0,14.0,,270.0,152.0,,,24.0,16.0,,0.0,,,,,,1.0,,3.0,66.0,3.0,,,5.0,2.0,1.9983,,,7.0,5.0,,2.0,3.0,,,,,,30.0,,33.0,,,65.0,5.0,,4.0,33.0,3.0,,,29.0,10.0,7.0,9.0,1.0,2.0,22.0,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,
193278,Lewie Coyle,Defender,Hull,88,England,2026-27,5.0,0.0158,4.0,0.0,0.0,21.0,4.0,3.0,3.0,17.0,4.0,4.0,40.0,0.0,36.0,,,18.0,8.0,8.0,179.0,73.0,9.0,1.0,15.0,26.0,,1.0,6.0,1.0,1.0,,,3.0,,3.0,9.0,5.0,1.0,3.0,7.0,5.0,1.3771,1.0,3.0,3.0,13.0,,8.0,2.0,,1.0,,2.0,1.0,5.0,3.0,4.0,2.0,,6.0,1.0,,4.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469266,Lucas Gourna-Douath,Midfielder,Hull,88,France,2026-27,,0.0199,1.0,0.0,0.0,16.0,7.0,2.0,2.0,12.0,,,38.0,0.0,37.0,,1.0,17.0,7.0,8.0,127.0,60.0,,3.0,14.0,23.0,,1.0,7.0,,4.0,,,11.0,,1.0,12.0,3.0,,,9.0,6.0,0.4007,2.0,7.0,7.0,16.0,3.0,13.0,3.0,,1.0,1.0,1.0,2.0,3.0,1.0,,,,1.0,3.0,2.0,1.0,,,2.0,4.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
597462,Lucas Herrington,Defender,Hull,88,Australia,2026-27,,0.0011,5.0,0.0,0.0,9.0,1.0,3.0,3.0,6.0,,,18.0,0.0,17.0,,3.0,2.0,3.0,1.0,76.0,28.0,,2.0,10.0,16.0,,0.0,2.0,,1.0,,,1.0,,,2.0,4.0,,1.0,4.0,1.0,0.6213,,1.0,5.0,6.0,1.0,2.0,3.0,,,,1.0,,,,1.0,,,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101282,Matt Crooks,Midfielder,Hull,88,England,2026-27,,0.004,2.0,0.0,0.0,4.0,1.0,1.0,1.0,4.0,,,21.0,0.0,19.0,,,8.0,5.0,3.0,90.0,35.0,,3.0,11.0,15.0,,1.0,5.0,,4.0,,,4.0,2.0,1.0,6.0,3.0,,,8.0,5.0,0.5968,,5.0,9.0,13.0,1.0,10.0,3.0,,3.0,,2.0,,,,1.0,1.0,,2.0,1.0,2.0,1.0,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169359,Matt Targett,Defender,Hull,88,England,2026-27,,0.0005,,0.0,0.0,2.0,1.0,1.0,1.0,1.0,,,5.0,0.0,5.0,,1.0,,,,5.0,7.0,,,4.0,4.0,,0.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540324,Mohamed Belloumi,Forward,Hull,88,Algeria,2026-27,4.0,0.0618,3.0,0.0,0.0,10.0,9.0,3.0,3.0,18.0,5.0,3.0,42.0,0.0,41.0,1.0,,34.0,18.0,9.0,255.0,101.0,2.0,3.0,11.0,24.0,6.0,0.0,14.0,,9.0,5.0,,10.0,3.0,3.0,13.0,3.0,,2.0,14.0,13.0,1.6733,1.0,12.0,5.0,28.0,4.0,25.0,1.0,4.0,5.0,3.0,3.0,9.0,5.0,2.0,1.0,1.0,0.1936,3.0,4.0,2.0,1.0,,1.0,1.0,4.0,,,,,,,,,,3.0,1.0,2.0,0.0364,1.0,1.0,3.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,
490884,Mohamed-Ali Cho,Forward,Hull,88,France,2026-27,,0.0012,,0.0,0.0,3.0,,2.0,2.0,2.0,,,4.0,0.0,4.0,,2.0,3.0,1.0,,15.0,6.0,,,,2.0,1.0,0.0,1.0,,,1.0,,2.0,,,2.0,1.0,,1.0,,,0.3251,,,,1.0,,,,,,,,,,,,,0.0501,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0278,,,,,,,,1.0,1.0,,,,,,,,,,
606930,Nobel Mendy,Defender,Hull,88,Senegal,2026-27,,0.0062,21.0,0.0,0.0,22.0,6.0,3.0,3.0,14.0,1.0,1.0,70.0,0.0,70.0,,,15.0,12.0,8.0,194.0,117.0,,4.0,43.0,52.0,1.0,0.0,6.0,,5.0,4.0,,3.0,,3.0,13.0,5.0,,3.0,7.0,5.0,1.3771,,3.0,28.0,13.0,2.0,8.0,2.0,1.0,3.0,,3.0,2.0,5.0,3.0,5.0,2.0,0.3148,10.0,4.0,4.0,,,,3.0,,,1.0,,,,,,,,,3.0,,0.6936,,1.0,,2.0,2.0,,,,,1.0,0.0,1.0,1.0,,,,,,
169432,Oliver McBurnie,Forward,Hull,88,Scotland,2026-27,,0.0748,4.0,0.0,0.0,20.0,6.0,3.0,3.0,23.0,,,56.0,0.0,56.0,1.0,,42.0,21.0,9.0,270.0,102.0,,5.0,7.0,27.0,12.0,1.0,29.0,,2.0,5.0,,26.0,2.0,3.0,26.0,39.0,,21.0,29.0,11.0,1.9983,4.0,8.0,6.0,58.0,2.0,19.0,18.0,3.0,,3.0,4.0,,3.0,,,,0.5381,,5.0,,6.0,,3.0,3.0,3.0,,,,,,,,,,1.0,2.0,2.0,0.4735,,,,,,,1.0,2.0,2.0,,,,,1.0,,,,,
160817,Paddy McNair,Defender,Hull,88,Northern Ireland,2026-27,,0.0001,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,,,4.0,0.0,4.0,,1.0,1.0,,1.0,26.0,7.0,,,2.0,3.0,,0.0,1.0,,,,,,,,1.0,1.0,,1.0,,,0.2962,,,1.0,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243413,Regan Slater,Midfielder,Hull,88,England,2026-27,,0.4622,3.0,0.0,0.0,22.0,8.0,3.0,3.0,32.0,2.0,,74.0,0.0,70.0,,,26.0,21.0,15.0,270.0,108.0,,1.0,27.0,55.0,1.0,1.0,10.0,,6.0,2.0,,11.0,1.0,3.0,17.0,6.0,2.0,2.0,13.0,9.0,1.9983,1.0,8.0,16.0,23.0,4.0,17.0,4.0,1.0,2.0,1.0,4.0,2.0,2.0,,,3.0,0.0403,6.0,5.0,,2.0,,3.0,1.0,2.0,,,,,,,,,,,1.0,,0.0596,1.0,,3.0,1.0,1.0,2.0,,,,,,,,,1.0,,,,
631000,Robinio Vaz,Forward,Hull,88,France,2026-27,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232351,Ryan Giles,Defender,Hull,88,England,2026-27,6.0,0.1897,7.0,0.0,0.0,18.0,10.0,3.0,3.0,28.0,17.0,17.0,55.0,0.0,55.0,3.0,,42.0,2.0,15.0,265.0,117.0,8.0,5.0,20.0,43.0,2.0,0.0,3.0,4.0,3.0,,,5.0,,3.0,11.0,5.0,4.0,2.0,8.0,5.0,1.9983,4.0,1.0,20.0,11.0,1.0,6.0,3.0,,2.0,2.0,,2.0,1.0,1.0,3.0,,0.021,6.0,2.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,
146426,Semi Ajayi,Defender,Hull,88,Nigeria,2026-27,,0.0093,14.0,0.0,1.0,33.0,9.0,3.0,3.0,23.0,2.0,2.0,65.0,0.0,64.0,,,12.0,22.0,6.0,244.0,98.0,,3.0,33.0,52.0,2.0,1.0,6.0,,3.0,1.0,,3.0,,3.0,9.0,7.0,,3.0,10.0,6.0,1.7021,,3.0,4.0,16.0,1.0,9.0,4.0,,2.0,2.0,1.0,3.0,4.0,1.0,3.0,,0.523,6.0,1.0,,1.0,,2.0,3.0,1.0,,2.0,,,,,,,,,1.0,,0.9723,,,,,,,,,,1.0,0.0,1.0,,,,,,,1.0
243951,Sorba Thomas,Forward,Hull,88,Wales,2026-27,,0.0445,,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,7.0,0.0,7.0,,1.0,5.0,1.0,4.0,27.0,13.0,1.0,,3.0,6.0,,0.0,2.0,,,,,,,,1.0,,,,1.0,1.0,,1.0,2.0,1.0,3.0,,3.0,,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
490094,Tim Iroegbunam,Midfielder,Hull,88,England,2026-27,,,,0.0,0.0,,,1.0,1.0,,,,,0.0,,,1.0,,,,4.0,1.0,1.0,,,,,0.0,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
