season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12437036,8,17,Nottingham_Forest,Home,78152,85633,Matz Sels,matz-sels,G,False,,,9.0,4.0,14.0,18.0,,1.0,7.0,,,,,,,,1.0,,,0.00158501,,,,0.0,,0.8595,,,,,,90.0,,,,,,7.0,1.0,8.9,5.0,7.0,,,1.0,,,,15.0,,9.0,15.0,24.0,0,,39.0,,,,
2024-25,12437036,8,17,Nottingham_Forest,Home,973738,475123,Carlos Miguel,carlos-miguel,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437048,9,17,Nottingham_Forest,Away,78152,85633,Matz Sels,matz-sels,G,False,,,10.0,8.0,5.0,13.0,,2.0,5.0,,,,,,,,2.0,,,0.00155278,,,,0.0,,-0.0251,1.0,,,,,90.0,,,,,,12.0,3.0,7.1,,,,,3.0,,,,22.0,,20.0,5.0,25.0,0,,31.0,,,,
2024-25,12437048,9,17,Nottingham_Forest,Away,973738,475123,Carlos Miguel,carlos-miguel,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437057,10,17,Nottingham_Forest,Home,78152,85633,Matz Sels,matz-sels,G,False,,,7.0,5.0,5.0,10.0,,,4.0,,,,,,,,,,,0.00217806,,,,0.0,,0.0334,,,,,,90.0,,,,,,8.0,,6.9,,1.0,,,,,,,15.0,,13.0,5.0,18.0,0,,21.0,,,,
2024-25,12437057,10,17,Nottingham_Forest,Home,973738,475123,Carlos Miguel,carlos-miguel,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436487,11,17,Nottingham_Forest,Home,78152,85633,Matz Sels,matz-sels,G,False,,,7.0,7.0,5.0,12.0,,2.0,7.0,,,,,,,,2.0,,,0.00174694,,,,0.0,,-0.6584,1.0,,,,,90.0,,,,,,13.0,1.0,6.6,2.0,3.0,,,3.0,,,,19.0,,17.0,7.0,24.0,0,,34.0,,,,
2024-25,12436487,11,17,Nottingham_Forest,Home,973738,475123,Carlos Miguel,carlos-miguel,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436489,12,17,Nottingham_Forest,Away,78152,85633,Matz Sels,matz-sels,G,False,,,6.0,6.0,9.0,15.0,,,1.0,,,,,,,,,,,0.00084147,,,,0.0,,-1.5619,,,,,,90.0,,,,,,11.0,,6.3,3.0,3.0,,,1.0,,,,17.0,,17.0,9.0,26.0,0,,31.0,,,,
2024-25,12436489,12,17,Nottingham_Forest,Away,973738,475123,Carlos Miguel,carlos-miguel,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436503,13,17,Nottingham_Forest,Home,78152,85633,Matz Sels,matz-sels,G,False,,,2.0,2.0,2.0,4.0,,1.0,6.0,,,,,,,,1.0,,,0.00050385,,,,0.0,,0.3834,1.0,,,,,90.0,,,,,,9.0,1.0,7.2,2.0,2.0,,,1.0,,,,11.0,,10.0,3.0,13.0,0,,19.0,,,,
2024-25,12436503,13,17,Nottingham_Forest,Home,973738,475123,Carlos Miguel,carlos-miguel,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436972,14,17,Nottingham_Forest,Away,78152,85633,Matz Sels,matz-sels,G,False,,,6.0,3.0,10.0,13.0,,,3.0,,,,,,,,1.0,,,0.00045558,,,,0.0,,0.1804,,,,,,90.0,,,,,,14.0,,6.7,3.0,3.0,,,1.0,,,,19.0,,13.0,13.0,26.0,0,,33.0,,1.0,,
2024-25,12436972,14,17,Nottingham_Forest,Away,973738,475123,Carlos Miguel,carlos-miguel,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436449,15,17,Nottingham_Forest,Away,78152,85633,Matz Sels,matz-sels,G,False,,1.0,8.0,7.0,1.0,8.0,,1.0,10.0,,,,,,,,1.0,,,0.0010668,,,,0.0,,-0.1786,1.0,,,,,90.0,,,,,,23.0,,7.1,4.0,5.0,,,2.0,,,1.0,30.0,,27.0,4.0,31.0,0,,41.0,,,,
2024-25,12436449,15,17,Nottingham_Forest,Away,973738,475123,Carlos Miguel,carlos-miguel,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436447,16,17,Nottingham_Forest,Home,78152,85633,Matz Sels,matz-sels,G,False,,,3.0,3.0,9.0,12.0,,,4.0,,,,,,,,2.0,,,0.00086493,,,,0.0,,-0.7421,2.0,,,,,90.0,,,,,,2.0,1.0,6.9,1.0,1.0,,,2.0,,,,5.0,,5.0,9.0,14.0,0,,22.0,,2.0,,
2024-25,12436447,16,17,Nottingham_Forest,Home,973738,475123,Carlos Miguel,carlos-miguel,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436463,17,17,Nottingham_Forest,Away,78152,85633,Matz Sels,matz-sels,G,False,,,9.0,9.0,,9.0,,,5.0,,,,,,,,1.0,,,0.00189397,,,,0.0,,0.9785,1.0,,,,,90.0,,,,,,15.0,1.0,7.6,3.0,3.0,,,2.0,,,,24.0,,22.0,2.0,24.0,0,,31.0,,1.0,,
2024-25,12436463,17,17,Nottingham_Forest,Away,973738,475123,Carlos Miguel,carlos-miguel,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436479,18,17,Nottingham_Forest,Home,78152,85633,Matz Sels,matz-sels,G,False,,,7.0,6.0,2.0,8.0,,1.0,5.0,,,,,,,,1.0,,,0.00150473,,,,0.0,,0.9263,1.0,,,,,90.0,,,,,,12.0,2.0,7.9,4.0,4.0,,,2.0,,,,18.0,,16.0,3.0,19.0,0,,31.0,,,,
2024-25,12436479,18,17,Nottingham_Forest,Home,973738,475123,Carlos Miguel,carlos-miguel,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436517,19,17,Nottingham_Forest,Away,78152,85633,Matz Sels,matz-sels,G,False,,,14.0,13.0,2.0,15.0,,1.0,11.0,,,,,,,,1.0,,,0.00404573,,,,0.0,,0.1768,2.0,,,,,90.0,,,,,,13.0,1.0,7.6,2.0,2.0,,,1.0,,,,27.0,,25.0,3.0,28.0,0,,37.0,,,,
2024-25,12436517,19,17,Nottingham_Forest,Away,973738,475123,Carlos Miguel,carlos-miguel,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436437,20,17,Nottingham_Forest,Away,78152,85633,Matz Sels,matz-sels,G,False,,,10.0,10.0,1.0,11.0,,1.0,7.0,,,,,,,,1.0,,,0.00208549,,,,0.0,,0.9775,,,,,,90.0,,,,,,13.0,3.0,8.4,5.0,5.0,,,3.0,,,,22.0,,21.0,2.0,23.0,0,,36.0,,,,
2024-25,12436437,20,17,Nottingham_Forest,Away,973738,475123,Carlos Miguel,carlos-miguel,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436526,21,17,Nottingham_Forest,Home,78152,85633,Matz Sels,matz-sels,G,False,,,8.0,7.0,3.0,10.0,1.0,,5.0,,,,,,,1.0,,,,0.0215765,,,,0.0,,0.9484,1.0,,,,,90.0,,,,,,11.0,,7.8,3.0,5.0,,,,,,,19.0,,18.0,3.0,21.0,0,,29.0,,,,
2024-25,12436526,21,17,Nottingham_Forest,Home,973738,475123,Carlos Miguel,carlos-miguel,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436887,22,17,Nottingham_Forest,Home,78152,85633,Matz Sels,matz-sels,G,False,,,6.0,4.0,6.0,10.0,,1.0,1.0,,,,,,,,2.0,,,0.00245456,,,,0.0,,-0.2665,1.0,,,,,90.0,,,,,,10.0,1.0,6.5,1.0,1.0,,,3.0,,,,16.0,,14.0,6.0,20.0,0,,26.0,,1.0,,
2024-25,12436887,22,17,Nottingham_Forest,Home,973738,475123,Carlos Miguel,carlos-miguel,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436891,23,17,Nottingham_Forest,Away,78152,85633,Matz Sels,matz-sels,G,False,,,11.0,10.0,3.0,13.0,,,6.0,,,,,,,,,1.0,,0.00369636,,,,0.0,,-1.2022,,,,,,90.0,,,,,,8.0,1.0,6.1,3.0,5.0,,,1.0,,,,19.0,,18.0,3.0,21.0,0,,31.0,,,,
2024-25,12436891,23,17,Nottingham_Forest,Away,973738,475123,Carlos Miguel,carlos-miguel,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436930,24,17,Nottingham_Forest,Home,78152,85633,Matz Sels,matz-sels,G,False,,2.0,7.0,4.0,5.0,9.0,,,8.0,,,,,,,,,,,0.00129417,,,,0.0,,1.3336,,,,,,90.0,,,,,,17.0,,8.2,3.0,6.0,,,1.0,,,2.0,23.0,,19.0,7.0,26.0,0,,35.0,,,,
2024-25,12436930,24,17,Nottingham_Forest,Home,973738,475123,Carlos Miguel,carlos-miguel,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436940,25,17,Nottingham_Forest,Away,16620,20066,Wayne Hennessey,wayne-hennessey,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436940,25,17,Nottingham_Forest,Away,78152,85633,Matz Sels,matz-sels,G,False,,,5.0,5.0,4.0,9.0,,,10.0,,,,,,,,,,,0.00224782,,,,0.0,,1.7715,,,,,,90.0,,,,,,14.0,1.0,8.2,6.0,8.0,,,1.0,,,,18.0,,17.0,5.0,22.0,0,,39.0,,,,
2024-25,12436963,26,17,Nottingham_Forest,Away,16620,20066,Wayne Hennessey,wayne-hennessey,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436963,26,17,Nottingham_Forest,Away,78152,85633,Matz Sels,matz-sels,G,False,,,2.0,2.0,3.0,5.0,,1.0,2.0,,,,,,,,1.0,,,0.00370562,,,,0.0,,-1.3602,,,,,,90.0,,,,1.0,,14.0,1.0,5.7,1.0,1.0,,,2.0,,,,16.0,,14.0,5.0,19.0,0,,26.0,,1.0,,
2024-25,12436974,27,17,Nottingham_Forest,Home,16620,20066,Wayne Hennessey,wayne-hennessey,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436974,27,17,Nottingham_Forest,Home,78152,85633,Matz Sels,matz-sels,G,False,,,11.0,9.0,5.0,14.0,,,6.0,,,,,,,,,,,0.00365505,,,,0.0,,0.3866,,,,,,90.0,,,,,,16.0,,6.9,1.0,1.0,,,1.0,,,,27.0,,24.0,6.0,30.0,0,,33.0,,,,
2024-25,12437007,28,17,Nottingham_Forest,Home,16620,20066,Wayne Hennessey,wayne-hennessey,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437007,28,17,Nottingham_Forest,Home,78152,85633,Matz Sels,matz-sels,G,False,,,10.0,9.0,5.0,14.0,,1.0,6.0,,,,,,,,1.0,,,0.00627966,,,,0.0,,0.5451,,,,1.0,,90.0,,,,,,10.0,,7.5,,3.0,,,,,,,19.0,,17.0,6.0,23.0,0,,31.0,,,,
2024-25,12437025,29,17,Nottingham_Forest,Away,16620,20066,Wayne Hennessey,wayne-hennessey,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437025,29,17,Nottingham_Forest,Away,78152,85633,Matz Sels,matz-sels,G,False,,,7.0,6.0,5.0,11.0,,,6.0,,,,,,,,,,,0.00302422,,,,0.0,,-1.3014,,,,,,90.0,,,,,,16.0,,5.9,,1.0,,,1.0,,,,22.0,,21.0,5.0,26.0,0,,31.0,,,,
2024-25,12436591,30,17,Nottingham_Forest,Home,78152,85633,Matz Sels,matz-sels,G,False,,,9.0,9.0,,9.0,1.0,1.0,8.0,,,,,,,1.0,2.0,,,0.00328565,,,,0.0,,0.4077,,,,,,90.0,,,,,,23.0,,7.7,4.0,5.0,,,1.0,,,,32.0,,30.0,2.0,32.0,0,,39.0,,1.0,,
2024-25,12436591,30,17,Nottingham_Forest,Home,973738,475123,Carlos Miguel,carlos-miguel,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436597,31,17,Nottingham_Forest,Away,78152,85633,Matz Sels,matz-sels,G,False,,1.0,5.0,3.0,9.0,12.0,,,6.0,,,,,,,,,,,0.00047959,,,,0.0,,0.8762,,,,,,90.0,,,,,,9.0,1.0,7.7,5.0,6.0,,,2.0,,,1.0,13.0,,10.0,10.0,20.0,0,,35.0,,,,
2024-25,12436597,31,17,Nottingham_Forest,Away,973738,475123,Carlos Miguel,carlos-miguel,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436613,32,17,Nottingham_Forest,Home,78152,85633,Matz Sels,matz-sels,G,False,,,3.0,2.0,9.0,11.0,,,4.0,,,,,,,,1.0,,,0.00135088,,,,0.0,,0.3467,,,,,,90.0,,,,,,13.0,,7.1,4.0,4.0,,,1.0,,,,15.0,,13.0,10.0,23.0,0,,33.0,,1.0,,
2024-25,12436613,32,17,Nottingham_Forest,Home,973738,475123,Carlos Miguel,carlos-miguel,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436537,33,17,Nottingham_Forest,Away,78152,85633,Matz Sels,matz-sels,G,False,,,5.0,5.0,5.0,10.0,,,3.0,,,,,,,,,,,0.00088896,,,,0.0,,0.1071,,,,,,90.0,,,,,,20.0,1.0,7.0,2.0,4.0,,,1.0,,,,24.0,,22.0,7.0,29.0,0,,36.0,,,,
2024-25,12436537,33,17,Nottingham_Forest,Away,973738,475123,Carlos Miguel,carlos-miguel,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436552,34,17,Nottingham_Forest,Home,78152,85633,Matz Sels,matz-sels,G,False,,,3.0,2.0,7.0,9.0,,,7.0,,,,,,,,,,,0.00060528,,,,0.0,,-0.2597,,,,,,90.0,,,,,,6.0,1.0,6.5,1.0,1.0,,,2.0,,,,9.0,,8.0,7.0,15.0,0,,22.0,,,,
2024-25,12436552,34,17,Nottingham_Forest,Home,973738,475123,Carlos Miguel,carlos-miguel,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436561,35,17,Nottingham_Forest,Away,78152,85633,Matz Sels,matz-sels,G,False,,,8.0,8.0,9.0,17.0,,,2.0,,,,,,,1.0,,,,0.0127268,,,1.0,0.0,,0.0346,2.0,,,,,90.0,,,1.0,1.0,,6.0,1.0,6.9,2.0,2.0,,,2.0,,,,14.0,,14.0,9.0,23.0,0,,30.0,,,,
2024-25,12436561,35,17,Nottingham_Forest,Away,973738,475123,Carlos Miguel,carlos-miguel,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436574,36,17,Nottingham_Forest,Home,78152,85633,Matz Sels,matz-sels,G,False,,,3.0,3.0,8.0,11.0,,,3.0,,,,,,,,,,,0.00138617,,,,0.0,,0.4377,,,,,,90.0,,,,,,7.0,1.0,6.8,2.0,4.0,,,3.0,,,,10.0,,10.0,8.0,18.0,0,,26.0,,,,
2024-25,12436574,36,17,Nottingham_Forest,Home,973738,475123,Carlos Miguel,carlos-miguel,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436533,37,17,Nottingham_Forest,Away,78152,85633,Matz Sels,matz-sels,G,False,,,7.0,6.0,3.0,9.0,,1.0,1.0,,,,,,,,1.0,,,0.00164448,,,,0.0,,0.0556,,,,,,90.0,,,,,,11.0,1.0,7.4,4.0,4.0,,,1.0,,,,18.0,,17.0,3.0,20.0,0,,25.0,,,,
2024-25,12436533,37,17,Nottingham_Forest,Away,973738,475123,Carlos Miguel,carlos-miguel,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436556,38,17,Nottingham_Forest,Home,78152,85633,Matz Sels,matz-sels,G,False,,1.0,3.0,2.0,20.0,22.0,,,10.0,1.0,,,,,,,,,,0.179897,,,,0.0,,0.1095,,,,1.0,,90.0,,,,,,10.0,,7.0,1.0,1.0,,,1.0,,,1.0,12.0,,11.0,20.0,31.0,0,,39.0,,,,
2024-25,12436556,38,17,Nottingham_Forest,Home,973738,475123,Carlos Miguel,carlos-miguel,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
