matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
694907,1.0,2013-08-17 15:00:00,54,Fulham,Away,139.0,11.0,1.0,1.0,,6.0,,116.0,14.0,,3.0,12.0,5.0,31.0,254.0,,,17.0,13.0,18.0,2.0,1.0,,,,,,1.0,,,,,,2.0,,,,,,1.0,5.0,6.0,15.0,,,,56.0,37.0,1.0,,1.0,4.0,12.0,4.0,7.0,,,1.0,2.0,4.0,,18.0,1.0,56.0,52.0,4.0,30.0,22.0,,,45.0,14.0,15.0,,,3.0,1.0,1.0,126.0,1.0,1.0,1.0,,1.0,,22.0,,,,1.0,,,,1.0,22.0,,8.0,8.0,,3.0,77.0,93.0,44.0,6.0,1.0,,4.0,1.0,305.0,,,7.0,,,54.0,52.0,7.0,,,,,133.0,132.0,1.0,18.0,8.0,42.2,,1.0,12.0,0.0,,,,67.0,1.0,2.0,3.0,1.0,,,,,3.0,41.0,236.0,7.0,4.0,155.0,32.0,31.0,14.0,1.0,8.0,7.0,,66.0,12.0,179.0,1.0,,29.0,5.0,53.0,,326.0,,0.0,5.0,13.0,,21.0,3.0,533.0,,17.0,8.0,1.0,9.0,0.0
694914,2.0,2013-08-24 12:45:00,54,Fulham,Home,233.0,16.0,,1.0,1.0,1.0,,189.0,3.0,,5.0,4.0,16.0,36.0,421.0,1.0,,18.0,15.0,8.0,11.0,,,,,1.0,1.0,2.0,,1.0,,,,14.0,,,,,,,6.0,12.0,7.0,4.0,12.0,,80.0,48.0,,,1.0,4.0,4.0,3.0,10.0,1.0,,1.0,12.0,2.0,,9.0,1.0,44.0,48.0,4.0,25.0,15.0,,,61.0,10.0,8.0,,,4.0,3.0,2.0,141.0,,,,,,,5.0,,,1.0,,,,,,15.0,,9.0,9.0,1.0,5.0,128.0,59.0,39.0,8.0,,5.0,6.0,7.0,470.0,,,7.0,2.0,,38.0,95.0,27.0,,,,,106.0,106.0,3.0,22.0,17.0,46.2,,1.0,15.0,0.0,,,,135.0,4.0,2.0,5.0,,,6.0,,1.0,3.0,86.0,410.0,4.0,11.0,244.0,31.0,25.0,15.0,1.0,18.0,17.0,1.0,127.0,5.0,258.0,,,8.0,17.0,57.0,3.0,484.0,1.0,0.0,16.0,18.0,1.0,23.0,2.0,663.0,12.0,6.0,14.0,1.0,17.0,0.0
694926,3.0,2013-08-31 15:00:00,54,Fulham,Away,201.0,16.0,,3.0,3.0,1.0,,137.0,5.0,1.0,6.0,5.0,12.0,31.0,335.0,,,10.0,26.0,14.0,1.0,,,,,,1.0,1.0,,,,,,2.0,,,,,,,4.0,13.0,11.0,,,,71.0,57.0,,,,7.0,11.0,,10.0,,1.0,2.0,8.0,2.0,,16.0,5.0,62.0,44.0,7.0,38.0,21.0,,,47.0,10.0,13.0,,,2.0,,1.0,143.0,,,,,,,11.0,,,,5.0,,,,1.0,21.0,,7.0,7.0,2.0,6.0,103.0,75.0,33.0,13.0,,1.0,,2.0,393.0,,,5.0,1.0,,32.0,72.0,16.0,,,,,135.0,135.0,1.0,24.0,15.0,46.2,,,11.0,0.0,,,,100.0,6.0,2.0,8.0,,,1.0,,,3.0,45.0,322.0,9.0,1.0,216.0,39.0,38.0,8.0,1.0,11.0,10.0,,81.0,6.0,212.0,5.0,1.0,19.0,13.0,59.0,3.0,417.0,1.0,0.0,3.0,13.0,2.0,11.0,2.0,615.0,,14.0,4.0,2.0,11.0,0.0
694933,4.0,2013-09-14 15:00:00,54,Fulham,Home,230.0,17.0,1.0,3.0,2.0,4.0,,234.0,3.0,1.0,4.0,4.0,21.0,38.0,461.0,1.0,1.0,14.0,18.0,14.0,7.0,1.0,,,,,,,,,,,1.0,11.0,,,1.0,,,,5.0,8.0,4.0,,,,74.0,50.0,2.0,2.0,,5.0,16.0,2.0,4.0,,1.0,4.0,14.0,7.0,,11.0,2.0,45.0,45.0,5.0,29.0,18.0,,,49.0,11.0,12.0,,,1.0,,,171.0,1.0,,1.0,,1.0,,8.0,,,,,,,,2.0,18.0,1.0,8.0,8.0,,4.0,142.0,89.0,60.0,5.0,1.0,5.0,4.0,2.0,502.0,,,2.0,1.0,,55.0,99.0,17.0,,,,,118.0,118.0,,32.0,12.0,56.6,1.0,,16.0,0.0,,,,135.0,3.0,,3.0,,,8.0,,,3.0,91.0,446.0,11.0,9.0,242.0,29.0,29.0,11.0,4.0,25.0,21.0,,131.0,7.0,305.0,,1.0,17.0,22.0,56.0,3.0,522.0,1.0,0.0,12.0,14.0,1.0,16.0,0.0,715.0,,9.0,7.0,4.0,14.0,0.0
694942,5.0,2013-09-21 17:30:00,54,Fulham,Away,166.0,14.0,,1.0,1.0,2.0,,102.0,8.0,1.0,4.0,5.0,6.0,19.0,267.0,,1.0,18.0,15.0,14.0,3.0,1.0,,,,,,,,,,,1.0,3.0,,,,,,1.0,3.0,13.0,11.0,,,,45.0,54.0,1.0,1.0,,8.0,12.0,,6.0,,,3.0,9.0,,,18.0,2.0,57.0,43.0,8.0,35.0,21.0,1.0,,38.0,9.0,11.0,,,1.0,,,120.0,,,,,,,12.0,,,,1.0,,,,,21.0,,21.0,21.0,1.0,4.0,85.0,62.0,35.0,13.0,,3.0,1.0,1.0,314.0,,,8.0,2.0,,28.0,37.0,10.0,,,,,124.0,124.0,1.0,34.0,10.0,35.6,,2.0,12.0,0.0,,,,82.0,5.0,2.0,7.0,1.0,,3.0,,,3.0,42.0,253.0,2.0,4.0,184.0,31.0,35.0,12.0,3.0,12.0,9.0,,69.0,12.0,160.0,2.0,1.0,11.0,7.0,34.0,1.0,332.0,,0.0,4.0,16.0,3.0,24.0,0.0,552.0,,8.0,3.0,3.0,15.0,0.0
694953,6.0,2013-09-28 15:00:00,54,Fulham,Home,157.0,16.0,2.0,6.0,4.0,3.0,,158.0,12.0,,6.0,12.0,8.0,41.0,309.0,,,20.0,23.0,27.0,6.0,1.0,,,,,,,,,,,,8.0,,,,,,,,13.0,9.0,,,,65.0,40.0,1.0,1.0,,4.0,19.0,1.0,7.0,1.0,,11.0,18.0,7.0,,14.0,1.0,58.0,51.0,4.0,32.0,16.0,,1.0,58.0,14.0,13.0,1.0,,,,,142.0,1.0,,,1.0,,,18.0,,,1.0,3.0,,,,,16.0,,7.0,7.0,,6.0,100.0,84.0,50.0,10.0,,3.0,5.0,5.0,368.0,,,6.0,,,62.0,59.0,15.0,,,,,140.0,140.0,,21.0,9.0,48.6,,2.0,19.0,0.0,,,,81.0,3.0,,2.0,,,3.0,,,3.0,68.0,291.0,10.0,8.0,169.0,33.0,32.0,7.0,10.0,35.0,25.0,,108.0,11.0,254.0,3.0,,27.0,10.0,65.0,1.0,388.0,1.0,0.0,9.0,10.0,,20.0,1.0,603.0,,9.0,5.0,11.0,7.0,0.0
694962,7.0,2013-10-05 15:00:00,54,Fulham,Home,147.0,11.0,2.0,5.0,3.0,4.0,,167.0,4.0,,3.0,4.0,15.0,27.0,309.0,,,20.0,28.0,17.0,4.0,,,1.0,,,,1.0,,,,,,7.0,,,,,,1.0,1.0,7.0,9.0,,,,74.0,48.0,,,1.0,4.0,12.0,4.0,8.0,2.0,1.0,7.0,8.0,2.0,,13.0,1.0,62.0,60.0,4.0,35.0,21.0,,,61.0,11.0,13.0,1.0,,5.0,3.0,1.0,141.0,,,,,,,11.0,,,1.0,1.0,,,,1.0,21.0,,16.0,16.0,1.0,3.0,101.0,84.0,38.0,5.0,,2.0,2.0,2.0,374.0,,,6.0,1.0,,60.0,60.0,16.0,,,,,144.0,144.0,2.0,23.0,17.0,44.2,,,12.0,0.0,,,,78.0,2.0,1.0,1.0,,1.0,3.0,,,3.0,80.0,294.0,8.0,4.0,159.0,23.0,35.0,16.0,5.0,18.0,13.0,1.0,126.0,9.0,253.0,1.0,,31.0,17.0,58.0,6.0,394.0,,0.0,9.0,18.0,,23.0,3.0,624.0,,13.0,13.0,7.0,16.0,0.0
694973,8.0,2013-10-21 20:00:00,54,Fulham,Away,206.0,8.0,4.0,4.0,,4.0,,176.0,4.0,,5.0,10.0,14.0,41.0,378.0,,,15.0,27.0,15.0,3.0,1.0,,1.0,,,,1.0,,,,,,4.0,,,,,,1.0,3.0,6.0,8.0,,,,85.0,37.0,1.0,,1.0,4.0,16.0,2.0,7.0,,,7.0,2.0,4.0,1.0,20.0,3.0,68.0,55.0,4.0,31.0,21.0,,,65.0,13.0,10.0,1.0,,1.0,,1.0,146.0,3.0,2.0,2.0,1.0,2.0,,14.0,,,1.0,1.0,,,,,21.0,,11.0,11.0,,5.0,120.0,92.0,47.0,5.0,2.0,1.0,6.0,6.0,438.0,,,3.0,3.0,,68.0,55.0,11.0,,,,,140.0,140.0,,17.0,9.0,54.1,,,16.0,0.0,,,,102.0,,3.0,3.0,1.0,1.0,1.0,,,3.0,73.0,367.0,5.0,7.0,222.0,23.0,31.0,5.0,6.0,12.0,6.0,1.0,111.0,11.0,243.0,1.0,,35.0,15.0,67.0,1.0,453.0,,0.0,9.0,27.0,,24.0,1.0,664.0,,12.0,3.0,7.0,17.0,0.0
694987,9.0,2013-10-26 17:30:00,54,Fulham,Away,142.0,10.0,,2.0,2.0,2.0,,96.0,5.0,,2.0,5.0,9.0,20.0,236.0,,,19.0,20.0,18.0,,,,,,,,,,,,,,,,,,,,,1.0,13.0,7.0,,,,62.0,42.0,,,,4.0,20.0,,15.0,1.0,,3.0,5.0,1.0,,12.0,2.0,70.0,56.0,4.0,30.0,19.0,,2.0,47.0,8.0,11.0,,,1.0,2.0,,124.0,,,,,,,17.0,,,,,,,,,19.0,,16.0,16.0,1.0,2.0,67.0,77.0,37.0,10.0,,,,,294.0,,,6.0,1.0,,42.0,36.0,11.0,,,,,149.0,149.0,1.0,18.0,19.0,33.8,,,20.0,0.0,,,,59.0,4.0,,3.0,1.0,,1.0,,,3.0,26.0,222.0,13.0,,163.0,20.0,30.0,27.0,3.0,11.0,8.0,,56.0,12.0,160.0,,,28.0,10.0,41.0,3.0,312.0,,0.0,1.0,16.0,,24.0,2.0,532.0,,15.0,11.0,3.0,12.0,0.0
694993,10.0,2013-11-02 15:00:00,54,Fulham,Home,179.0,12.0,1.0,5.0,4.0,5.0,,200.0,7.0,,3.0,5.0,11.0,35.0,374.0,,1.0,20.0,10.0,12.0,13.0,1.0,,1.0,,,,,,,,,,13.0,,,1.0,,,,,6.0,4.0,,,,69.0,61.0,2.0,2.0,,3.0,15.0,3.0,15.0,,,4.0,13.0,5.0,,22.0,,55.0,56.0,3.0,24.0,13.0,1.0,,53.0,6.0,12.0,,,1.0,1.0,,157.0,1.0,,,1.0,,,8.0,,,1.0,1.0,,,,1.0,13.0,1.0,15.0,15.0,4.0,3.0,108.0,62.0,41.0,4.0,1.0,6.0,9.0,6.0,435.0,,,1.0,3.0,,60.0,68.0,27.0,,,,,139.0,139.0,3.0,29.0,26.0,47.0,1.0,1.0,15.0,0.0,,,,117.0,1.0,,1.0,,1.0,6.0,,,3.0,99.0,360.0,11.0,15.0,201.0,19.0,24.0,11.0,4.0,23.0,19.0,1.0,134.0,8.0,273.0,1.0,,22.0,12.0,54.0,2.0,451.0,,0.0,15.0,25.0,1.0,23.0,2.0,675.0,,10.0,8.0,4.0,24.0,0.0
695004,11.0,2013-11-09 15:00:00,54,Fulham,Away,142.0,14.0,,3.0,3.0,3.0,,134.0,8.0,1.0,4.0,7.0,28.0,22.0,273.0,,,22.0,10.0,6.0,4.0,,,,,,,,1.0,,,,,4.0,,,,,,,1.0,17.0,16.0,,,,52.0,47.0,,,,4.0,14.0,1.0,14.0,,,3.0,5.0,4.0,,22.0,4.0,55.0,46.0,4.0,27.0,9.0,1.0,,48.0,9.0,13.0,,,1.0,1.0,,123.0,,,,,,,16.0,,,,2.0,,,,2.0,9.0,,24.0,24.0,6.0,4.0,78.0,71.0,41.0,9.0,,2.0,2.0,1.0,309.0,,,9.0,1.0,1.0,41.0,56.0,10.0,,,,,125.0,125.0,,23.0,14.0,32.7,,,14.0,0.0,,,,81.0,5.0,2.0,7.0,1.0,,2.0,,,3.0,58.0,250.0,10.0,4.0,159.0,23.0,27.0,10.0,3.0,13.0,10.0,,85.0,9.0,188.0,2.0,1.0,17.0,30.0,38.0,2.0,334.0,,0.0,4.0,20.0,1.0,26.0,1.0,567.0,,14.0,7.0,3.0,15.0,0.0
695013,12.0,2013-11-23 15:00:00,54,Fulham,Home,160.0,10.0,2.0,6.0,4.0,7.0,,133.0,2.0,1.0,5.0,11.0,13.0,32.0,287.0,,1.0,15.0,21.0,29.0,5.0,1.0,,,,,,,1.0,1.0,,,,6.0,,,,,1.0,,5.0,12.0,10.0,,,,70.0,60.0,2.0,3.0,,3.0,13.0,2.0,7.0,,,8.0,8.0,8.0,,11.0,2.0,58.0,59.0,3.0,39.0,20.0,,1.0,52.0,11.0,7.0,,,1.0,2.0,,127.0,1.0,1.0,,,1.0,,7.0,,,,2.0,,,,,20.0,1.0,16.0,16.0,1.0,5.0,87.0,66.0,39.0,8.0,1.0,2.0,5.0,3.0,350.0,,,9.0,,1.0,20.0,78.0,20.0,,,,,130.0,130.0,2.0,24.0,26.0,36.7,1.0,2.0,13.0,0.0,,,,81.0,2.0,2.0,4.0,,,4.0,,,3.0,61.0,274.0,9.0,7.0,178.0,25.0,39.0,17.0,5.0,23.0,18.0,,111.0,14.0,210.0,2.0,2.0,23.0,17.0,51.0,2.0,365.0,,0.0,9.0,15.0,1.0,18.0,3.0,575.0,,6.0,9.0,8.0,10.0,0.0
695030,13.0,2013-11-30 15:00:00,54,Fulham,Away,130.0,6.0,,3.0,3.0,2.0,,188.0,3.0,,9.0,8.0,22.0,15.0,315.0,,1.0,19.0,38.0,30.0,7.0,,,,,2.0,,2.0,,,,,,8.0,,,,,,,2.0,14.0,9.0,,,,58.0,61.0,,1.0,,7.0,14.0,5.0,14.0,1.0,,3.0,8.0,3.0,,17.0,2.0,83.0,62.0,7.0,43.0,30.0,1.0,,52.0,8.0,11.0,,,2.0,,2.0,176.0,,,,,,,10.0,,,,3.0,,,,,30.0,,6.0,6.0,2.0,9.0,91.0,81.0,40.0,6.0,,3.0,4.0,,391.0,,,3.0,3.0,,40.0,71.0,17.0,,,,,154.0,154.0,,29.0,19.0,51.7,,1.0,14.0,0.0,,,,86.0,5.0,4.0,8.0,2.0,,5.0,,,3.0,67.0,305.0,4.0,7.0,156.0,26.0,43.0,18.0,3.0,14.0,11.0,,112.0,11.0,269.0,3.0,,33.0,23.0,45.0,1.0,411.0,1.0,0.0,10.0,11.0,1.0,24.0,2.0,627.0,,8.0,12.0,3.0,9.0,0.0
695040,14.0,2013-12-04 20:00:00,54,Fulham,Home,108.0,16.0,1.0,5.0,4.0,6.0,1.0,142.0,4.0,,5.0,7.0,14.0,28.0,245.0,,,21.0,10.0,17.0,7.0,3.0,,,,,,,,,,,,8.0,,,,,1.0,4.0,1.0,11.0,7.0,,,,53.0,58.0,1.0,,1.0,3.0,21.0,3.0,8.0,,,9.0,15.0,6.0,,9.0,3.0,39.0,66.0,3.0,36.0,21.0,,1.0,52.0,7.0,14.0,,,2.0,3.0,,130.0,1.0,,1.0,1.0,,,8.0,,,1.0,,,,,1.0,21.0,1.0,21.0,21.0,1.0,5.0,70.0,70.0,38.0,7.0,1.0,4.0,7.0,6.0,305.0,,,6.0,2.0,,46.0,68.0,25.0,,,,,145.0,145.0,5.0,24.0,23.0,39.4,1.0,,21.0,0.0,,,,68.0,2.0,1.0,3.0,,,7.0,1.0,,3.0,74.0,233.0,11.0,11.0,125.0,33.0,36.0,19.0,9.0,33.0,24.0,1.0,114.0,14.0,229.0,,,21.0,14.0,52.0,4.0,321.0,1.0,0.0,16.0,23.0,2.0,25.0,2.0,578.0,,12.0,13.0,9.0,15.0,0.0
