matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
695043,15.0,2013-12-08 13:30:00,54,Fulham,Home,112.0,26.0,1.0,7.0,6.0,4.0,1.0,232.0,4.0,,3.0,4.0,7.0,41.0,337.0,1.0,1.0,22.0,25.0,21.0,14.0,3.0,,,,,,,,,,,,17.0,1.0,,,1.0,,1.0,2.0,4.0,6.0,,,,72.0,53.0,,,1.0,2.0,10.0,4.0,11.0,,,4.0,12.0,5.0,,19.0,2.0,67.0,63.0,2.0,43.0,25.0,,,68.0,12.0,12.0,1.0,,3.0,1.0,,170.0,1.0,,1.0,1.0,,,9.0,,,1.0,4.0,,,,1.0,25.0,2.0,5.0,5.0,,3.0,101.0,87.0,40.0,7.0,1.0,8.0,10.0,10.0,409.0,,,4.0,2.0,,69.0,103.0,19.0,,,,1.0,151.0,151.0,3.0,18.0,22.0,52.9,1.0,,10.0,0.0,,,,85.0,,2.0,2.0,1.0,,8.0,1.0,,2.0,130.0,325.0,2.0,18.0,127.0,48.0,43.0,15.0,3.0,21.0,18.0,1.0,178.0,11.0,322.0,4.0,,25.0,7.0,71.0,2.0,428.0,1.0,0.0,22.0,20.0,2.0,25.0,0.0,661.0,,12.0,12.0,4.0,18.0,0.0
695054,16.0,2013-12-14 15:00:00,54,Fulham,Away,156.0,23.0,1.0,3.0,2.0,2.0,1.0,171.0,8.0,1.0,5.0,5.0,22.0,40.0,324.0,1.0,1.0,15.0,8.0,9.0,8.0,,,,,,,,,,,,,13.0,1.0,,,,,1.0,3.0,13.0,9.0,,,,70.0,54.0,1.0,2.0,1.0,6.0,13.0,3.0,6.0,,1.0,2.0,5.0,2.0,,11.0,2.0,37.0,45.0,6.0,25.0,16.0,1.0,,64.0,7.0,10.0,1.0,,2.0,1.0,,134.0,,,,,,,14.0,,,,,,,,,16.0,,13.0,13.0,2.0,5.0,92.0,73.0,44.0,12.0,,6.0,2.0,3.0,378.0,,,7.0,2.0,,52.0,74.0,11.0,,,,1.0,118.0,118.0,3.0,18.0,25.0,42.5,,,13.0,0.0,,,,97.0,2.0,1.0,3.0,2.0,,10.0,,,3.0,71.0,313.0,6.0,8.0,169.0,36.0,25.0,11.0,2.0,10.0,8.0,,106.0,11.0,234.0,,1.0,16.0,22.0,61.0,3.0,393.0,1.0,0.0,16.0,21.0,1.0,20.0,2.0,594.0,,10.0,6.0,2.0,18.0,0.0
695063,17.0,2013-12-21 15:00:00,54,Fulham,Home,208.0,18.0,,4.0,4.0,1.0,,179.0,2.0,,5.0,4.0,11.0,41.0,383.0,,,20.0,14.0,12.0,8.0,,,2.0,,,,1.0,,,,,,10.0,,,,,,,3.0,14.0,3.0,,,,69.0,48.0,2.0,1.0,1.0,3.0,14.0,4.0,5.0,,,4.0,12.0,5.0,,9.0,3.0,38.0,56.0,3.0,29.0,13.0,1.0,1.0,47.0,7.0,15.0,,,2.0,1.0,1.0,137.0,1.0,,1.0,1.0,,1.0,4.0,,,1.0,,,,,1.0,13.0,,13.0,13.0,2.0,5.0,126.0,72.0,43.0,4.0,1.0,3.0,6.0,5.0,439.0,,,4.0,,,49.0,79.0,11.0,,,,,127.0,127.0,1.0,23.0,17.0,46.1,,,14.0,0.0,,,,128.0,5.0,1.0,6.0,,2.0,3.0,,,3.0,82.0,366.0,10.0,9.0,222.0,35.0,29.0,16.0,3.0,21.0,18.0,3.0,118.0,2.0,259.0,,,14.0,14.0,64.0,4.0,460.0,,0.0,12.0,18.0,,23.0,1.0,670.0,,10.0,11.0,4.0,17.0,0.0
695078,18.0,2013-12-26 15:00:00,54,Fulham,Away,141.0,9.0,1.0,2.0,1.0,4.0,,176.0,1.0,,2.0,13.0,17.0,37.0,315.0,,,16.0,23.0,30.0,7.0,,,,1.0,2.0,,3.0,,,,,,9.0,,,,,,,4.0,6.0,7.0,,,,69.0,61.0,2.0,3.0,,3.0,17.0,1.0,9.0,1.0,,4.0,7.0,5.0,,7.0,,52.0,64.0,3.0,42.0,29.0,,1.0,56.0,10.0,12.0,,,4.0,1.0,3.0,152.0,,,,,,,9.0,,,1.0,4.0,,,,1.0,29.0,,18.0,18.0,1.0,2.0,89.0,83.0,38.0,5.0,2.0,2.0,5.0,7.0,376.0,,,5.0,,,46.0,81.0,14.0,,,,,135.0,135.0,1.0,17.0,30.0,49.8,,1.0,17.0,0.0,,,,90.0,3.0,,2.0,2.0,,7.0,,,3.0,88.0,300.0,9.0,7.0,157.0,21.0,42.0,15.0,4.0,17.0,13.0,,126.0,9.0,260.0,4.0,1.0,34.0,18.0,68.0,2.0,400.0,1.0,0.0,15.0,13.0,,18.0,0.0,615.0,,10.0,9.0,4.0,10.0,0.0
695085,19.0,2013-12-28 15:00:00,54,Fulham,Away,235.0,18.0,,,,5.0,,126.0,1.0,,5.0,10.0,30.0,48.0,361.0,,1.0,19.0,26.0,18.0,3.0,,,,,,,1.0,,,,,,4.0,,,,,,,,10.0,11.0,,,,87.0,53.0,,,,6.0,18.0,1.0,8.0,,,1.0,2.0,1.0,,17.0,5.0,60.0,53.0,6.0,43.0,19.0,,,62.0,9.0,11.0,,,1.0,,1.0,174.0,,,,,,,4.0,,,,2.0,,,,2.0,19.0,,16.0,16.0,1.0,5.0,102.0,109.0,52.0,6.0,,1.0,2.0,2.0,443.0,,,3.0,1.0,,37.0,53.0,14.0,,,,,154.0,154.0,,19.0,21.0,47.3,,1.0,18.0,0.0,,,,102.0,3.0,4.0,7.0,,,2.0,,,3.0,41.0,346.0,12.0,3.0,252.0,41.0,43.0,9.0,1.0,4.0,3.0,,95.0,13.0,217.0,2.0,,38.0,32.0,96.0,,465.0,,0.0,5.0,17.0,2.0,25.0,0.0,675.0,,17.0,7.0,1.0,11.0,0.0
695093,20.0,2014-01-01 15:00:00,54,Fulham,Home,189.0,12.0,3.0,7.0,4.0,8.0,,311.0,8.0,1.0,2.0,7.0,27.0,42.0,493.0,1.0,,26.0,6.0,13.0,18.0,4.0,,,,,,2.0,,,,1.0,2.0,18.0,,,,,,1.0,1.0,6.0,5.0,,,,83.0,45.0,4.0,3.0,2.0,1.0,9.0,10.0,2.0,,,12.0,17.0,10.0,,5.0,1.0,20.0,41.0,1.0,37.0,26.0,,1.0,63.0,6.0,5.0,1.0,1.0,3.0,1.0,2.0,173.0,2.0,1.0,1.0,1.0,1.0,,11.0,,,1.0,1.0,,,,,26.0,2.0,17.0,17.0,3.0,2.0,151.0,85.0,56.0,4.0,1.0,6.0,18.0,11.0,545.0,,,3.0,3.0,,77.0,97.0,23.0,,,,,123.0,123.0,3.0,18.0,19.0,67.7,,1.0,9.0,0.0,,,,157.0,2.0,,2.0,,,9.0,1.0,,3.0,150.0,475.0,1.0,24.0,209.0,18.0,37.0,9.0,4.0,32.0,28.0,,179.0,13.0,387.0,1.0,1.0,24.0,28.0,61.0,4.0,564.0,1.0,0.0,30.0,15.0,1.0,29.0,2.0,783.0,,7.0,8.0,12.0,9.0,0.0
695104,21.0,2014-01-11 15:00:00,54,Fulham,Home,143.0,14.0,4.0,8.0,4.0,1.0,,261.0,3.0,1.0,7.0,6.0,12.0,32.0,396.0,,,17.0,13.0,13.0,13.0,2.0,,1.0,,,,,,,,,,12.0,,,,,,,7.0,6.0,4.0,,,,61.0,61.0,4.0,3.0,1.0,2.0,8.0,2.0,6.0,,,10.0,15.0,6.0,,13.0,3.0,51.0,50.0,2.0,24.0,15.0,,1.0,62.0,15.0,12.0,,,2.0,1.0,,159.0,1.0,1.0,1.0,,1.0,,7.0,,,,1.0,,,,,15.0,,10.0,10.0,3.0,7.0,114.0,74.0,45.0,6.0,1.0,9.0,7.0,5.0,445.0,,,1.0,1.0,,54.0,94.0,26.0,1.0,1.0,1.0,,121.0,121.0,2.0,25.0,26.0,58.9,,,8.0,0.0,,,,129.0,1.0,1.0,2.0,,1.0,10.0,,,3.0,141.0,380.0,5.0,16.0,148.0,31.0,24.0,13.0,9.0,31.0,22.0,1.0,192.0,6.0,346.0,2.0,1.0,14.0,12.0,53.0,3.0,463.0,,0.0,17.0,17.0,1.0,19.0,3.0,664.0,,3.0,8.0,10.0,13.0,0.0
695111,22.0,2014-01-18 15:00:00,54,Fulham,Away,253.0,13.0,3.0,3.0,,1.0,,162.0,4.0,,,7.0,10.0,35.0,412.0,,,15.0,14.0,9.0,3.0,,2.0,,,,1.0,1.0,,,,1.0,,5.0,,,,,,,3.0,12.0,10.0,3.0,5.0,,69.0,48.0,,1.0,,1.0,9.0,4.0,13.0,2.0,,4.0,9.0,5.0,,9.0,3.0,51.0,34.0,1.0,28.0,14.0,,,43.0,7.0,5.0,,,1.0,,1.0,165.0,,,,,,,10.0,,,,,,,,,14.0,,21.0,21.0,5.0,,116.0,71.0,48.0,4.0,,,3.0,2.0,467.0,,,9.0,,,39.0,88.0,21.0,,,,,120.0,120.0,1.0,29.0,16.0,41.3,,,19.0,0.0,,,,138.0,4.0,2.0,4.0,1.0,,2.0,1.0,,2.0,47.0,401.0,9.0,3.0,275.0,25.0,28.0,13.0,3.0,17.0,14.0,2.0,79.0,6.0,230.0,,,12.0,11.0,55.0,1.0,488.0,1.0,0.0,8.0,16.0,2.0,19.0,0.0,662.0,14.0,7.0,4.0,4.0,10.0,0.0
695128,23.0,2014-01-28 19:45:00,54,Fulham,Away,213.0,17.0,4.0,9.0,5.0,3.0,3.0,100.0,6.0,,4.0,3.0,19.0,30.0,304.0,,2.0,10.0,11.0,26.0,7.0,6.0,,1.0,,,,,1.0,,,,,7.0,,,,,,2.0,,7.0,8.0,,,,70.0,60.0,2.0,2.0,,3.0,16.0,3.0,5.0,,,8.0,5.0,1.0,,9.0,3.0,43.0,58.0,3.0,42.0,24.0,,,41.0,10.0,12.0,,,4.0,4.0,,129.0,,,,,,,8.0,,,,2.0,,,,,24.0,,15.0,15.0,,4.0,84.0,67.0,29.0,5.0,,6.0,7.0,4.0,368.0,,,1.0,,1.0,27.0,37.0,16.0,,,,,130.0,130.0,3.0,30.0,17.0,38.1,,,16.0,0.0,,,,102.0,2.0,3.0,5.0,1.0,1.0,8.0,1.0,,3.0,35.0,295.0,7.0,13.0,232.0,37.0,42.0,18.0,7.0,17.0,10.0,1.0,71.0,12.0,170.0,2.0,,22.0,20.0,54.0,2.0,385.0,1.0,0.0,15.0,12.0,2.0,18.0,1.0,592.0,,11.0,9.0,8.0,8.0,0.0
695134,24.0,2014-02-01 15:00:00,54,Fulham,Home,134.0,17.0,2.0,2.0,,1.0,,104.0,4.0,,7.0,6.0,6.0,23.0,236.0,,,25.0,17.0,17.0,3.0,2.0,,,,,,,,,,,,6.0,,,,,,,3.0,11.0,6.0,,,,48.0,62.0,,,,3.0,12.0,,6.0,,,4.0,4.0,1.0,,7.0,2.0,50.0,52.0,3.0,44.0,18.0,,1.0,61.0,10.0,8.0,,,1.0,1.0,,159.0,,,,,,,10.0,,,,1.0,,,,2.0,18.0,,18.0,18.0,,7.0,71.0,87.0,37.0,5.0,,1.0,4.0,4.0,337.0,,,4.0,3.0,,37.0,62.0,22.0,,,,,184.0,184.0,4.0,26.0,24.0,39.1,,,12.0,0.0,,,,73.0,1.0,1.0,2.0,,,4.0,,,3.0,42.0,227.0,4.0,5.0,154.0,43.0,44.0,19.0,4.0,10.0,6.0,,102.0,13.0,207.0,1.0,1.0,29.0,7.0,53.0,5.0,351.0,,0.0,8.0,21.0,,34.0,0.0,584.0,,18.0,6.0,4.0,19.0,0.0
695145,25.0,2014-02-09 16:00:00,54,Fulham,Away,83.0,6.0,,1.0,1.0,1.0,,54.0,4.0,,4.0,3.0,3.0,12.0,136.0,,1.0,9.0,16.0,15.0,4.0,,,1.0,,,,,,,,,,6.0,,,,,,,3.0,20.0,11.0,,,,28.0,49.0,2.0,1.0,2.0,5.0,10.0,1.0,7.0,,,1.0,1.0,2.0,,8.0,1.0,37.0,39.0,5.0,89.0,44.0,,1.0,37.0,6.0,3.0,1.0,,,,,107.0,1.0,,1.0,1.0,,,17.0,,,2.0,6.0,,,,1.0,44.0,,9.0,9.0,2.0,4.0,38.0,79.0,21.0,10.0,1.0,2.0,3.0,3.0,198.0,,,7.0,1.0,,30.0,19.0,8.0,,,,,117.0,117.0,,29.0,6.0,24.6,,2.0,10.0,0.0,,,,43.0,6.0,1.0,7.0,,1.0,2.0,,,3.0,17.0,130.0,7.0,5.0,103.0,20.0,89.0,6.0,1.0,4.0,3.0,1.0,44.0,8.0,117.0,6.0,,27.0,5.0,44.0,,216.0,,0.0,6.0,17.0,1.0,15.0,0.0,435.0,,4.0,4.0,1.0,14.0,0.0
695158,26.0,2014-02-12 20:00:00,54,Fulham,Home,84.0,13.0,1.0,2.0,1.0,3.0,,92.0,7.0,1.0,4.0,10.0,3.0,29.0,174.0,,1.0,14.0,22.0,11.0,6.0,,,,,,,,,1.0,,,,8.0,,,,,,,3.0,13.0,8.0,,,,44.0,59.0,,,1.0,2.0,18.0,3.0,11.0,,,7.0,6.0,3.0,,13.0,1.0,59.0,40.0,2.0,31.0,16.0,,1.0,66.0,7.0,9.0,,,1.0,1.0,,142.0,,,,,,,14.0,,,,1.0,,,,,16.0,,10.0,10.0,1.0,4.0,40.0,89.0,38.0,5.0,1.0,3.0,3.0,3.0,258.0,,,3.0,4.0,,33.0,43.0,23.0,1.0,1.0,1.0,,159.0,159.0,4.0,29.0,15.0,31.1,,,18.0,0.0,,,,50.0,2.0,2.0,4.0,,,4.0,,,2.0,57.0,164.0,11.0,6.0,97.0,36.0,31.0,12.0,7.0,17.0,10.0,,121.0,7.0,196.0,1.0,1.0,36.0,3.0,64.0,,276.0,,0.0,10.0,15.0,1.0,19.0,4.0,471.0,,6.0,5.0,7.0,11.0,0.0
695168,27.0,2014-02-22 15:00:00,54,Fulham,Away,86.0,16.0,,4.0,4.0,,,104.0,6.0,1.0,2.0,5.0,5.0,19.0,186.0,,,11.0,33.0,21.0,6.0,,,,,,,,,,,,,6.0,,,,,,,3.0,9.0,7.0,,,,33.0,69.0,2.0,2.0,,5.0,15.0,,6.0,,,2.0,6.0,3.0,,14.0,4.0,67.0,69.0,5.0,64.0,35.0,1.0,,64.0,15.0,13.0,,,3.0,4.0,,125.0,1.0,,1.0,1.0,,,9.0,,,1.0,2.0,,,,1.0,35.0,,17.0,17.0,2.0,2.0,57.0,86.0,41.0,8.0,1.0,4.0,3.0,3.0,271.0,,,7.0,1.0,,26.0,54.0,16.0,,,,,154.0,154.0,5.0,28.0,28.0,36.6,,3.0,15.0,0.0,,,,72.0,1.0,3.0,4.0,,,4.0,,,3.0,39.0,180.0,7.0,7.0,110.0,38.0,64.0,10.0,2.0,15.0,13.0,1.0,84.0,7.0,192.0,2.0,1.0,32.0,5.0,62.0,3.0,287.0,,0.0,7.0,29.0,,21.0,3.0,529.0,,7.0,6.0,2.0,21.0,0.0
695173,28.0,2014-03-01 15:00:00,54,Fulham,Home,122.0,5.0,,5.0,5.0,4.0,1.0,108.0,6.0,1.0,3.0,12.0,4.0,23.0,225.0,,,15.0,38.0,20.0,4.0,1.0,,,,,1.0,1.0,,,,,,4.0,,,,,,1.0,1.0,14.0,3.0,,,,53.0,61.0,2.0,1.0,1.0,1.0,21.0,1.0,11.0,1.0,,5.0,15.0,3.0,1.0,12.0,3.0,73.0,51.0,1.0,28.0,14.0,,1.0,74.0,14.0,12.0,,,4.0,3.0,1.0,155.0,1.0,,,,1.0,,11.0,,,,1.0,,,,2.0,14.0,,16.0,16.0,1.0,3.0,67.0,85.0,31.0,4.0,,3.0,3.0,3.0,315.0,,,5.0,2.0,,46.0,69.0,23.0,,,,,171.0,171.0,2.0,27.0,24.0,41.9,,1.0,21.0,0.0,,,,60.0,5.0,,4.0,,,3.0,,,3.0,50.0,215.0,10.0,6.0,135.0,26.0,28.0,10.0,5.0,26.0,21.0,1.0,118.0,13.0,226.0,1.0,1.0,42.0,4.0,66.0,1.0,335.0,1.0,0.0,7.0,13.0,,22.0,2.0,537.0,,10.0,7.0,5.0,7.0,0.0
695181,29.0,2014-03-08 15:00:00,54,Fulham,Away,188.0,26.0,1.0,2.0,1.0,4.0,,183.0,1.0,,6.0,4.0,10.0,39.0,369.0,1.0,,11.0,22.0,22.0,7.0,2.0,,,,,,,1.0,,,,,8.0,,,,,,2.0,7.0,12.0,8.0,,,,80.0,57.0,1.0,,1.0,5.0,12.0,2.0,9.0,,,6.0,7.0,4.0,,11.0,4.0,55.0,66.0,5.0,38.0,19.0,1.0,1.0,70.0,12.0,9.0,,,1.0,1.0,,160.0,1.0,,,,1.0,,10.0,,,,2.0,,,,,19.0,,9.0,9.0,2.0,7.0,114.0,88.0,41.0,7.0,1.0,4.0,6.0,6.0,443.0,,,4.0,1.0,1.0,58.0,68.0,25.0,,,,,146.0,146.0,,29.0,17.0,53.6,,1.0,12.0,0.0,,,,104.0,4.0,3.0,7.0,,,6.0,,,3.0,92.0,356.0,6.0,10.0,207.0,43.0,38.0,14.0,6.0,18.0,12.0,,131.0,9.0,269.0,2.0,,28.0,13.0,72.0,2.0,458.0,1.0,0.0,14.0,23.0,,14.0,0.0,675.0,,12.0,12.0,6.0,17.0,0.0
695193,30.0,2014-03-15 15:00:00,54,Fulham,Home,91.0,8.0,1.0,2.0,1.0,2.0,,101.0,1.0,,5.0,9.0,2.0,20.0,190.0,,,19.0,26.0,20.0,7.0,,,,,,,,,,,,,12.0,,,,,,,5.0,9.0,3.0,,,,32.0,61.0,,,,,20.0,3.0,11.0,,,9.0,15.0,2.0,,15.0,2.0,71.0,54.0,,39.0,25.0,,2.0,48.0,11.0,6.0,,,1.0,1.0,,128.0,1.0,,,1.0,,,9.0,,,1.0,8.0,,,,,25.0,1.0,16.0,16.0,2.0,5.0,64.0,69.0,25.0,7.0,1.0,3.0,5.0,3.0,264.0,,,3.0,2.0,,26.0,68.0,16.0,,,,,167.0,167.0,1.0,25.0,22.0,38.9,,,20.0,0.0,,,,53.0,2.0,1.0,3.0,,,6.0,,,3.0,64.0,181.0,9.0,8.0,117.0,23.0,39.0,15.0,7.0,25.0,18.0,,102.0,11.0,185.0,8.0,,28.0,2.0,48.0,6.0,277.0,,0.0,12.0,23.0,1.0,28.0,1.0,516.0,,9.0,7.0,9.0,17.0,0.0
695206,31.0,2014-03-22 15:00:00,54,Fulham,Away,110.0,13.0,1.0,2.0,1.0,2.0,,122.0,4.0,,1.0,5.0,1.0,17.0,230.0,,,11.0,17.0,13.0,3.0,1.0,,,,,,1.0,,,,,1.0,4.0,,,,,,,7.0,16.0,6.0,,,,58.0,52.0,1.0,1.0,,9.0,10.0,2.0,10.0,2.0,,2.0,7.0,1.0,,10.0,2.0,56.0,42.0,9.0,24.0,18.0,,1.0,51.0,15.0,8.0,,,1.0,,1.0,130.0,,,,,,,8.0,,,,1.0,,,,,18.0,,12.0,12.0,2.0,1.0,56.0,67.0,30.0,13.0,,3.0,1.0,,284.0,,,7.0,2.0,,40.0,35.0,7.0,2.0,2.0,2.0,,111.0,111.0,2.0,29.0,16.0,32.4,,,10.0,0.0,,,,55.0,6.0,1.0,5.0,,,4.0,,,3.0,60.0,221.0,6.0,5.0,125.0,22.0,24.0,13.0,2.0,10.0,8.0,,93.0,7.0,184.0,1.0,,25.0,3.0,39.0,2.0,299.0,,1.0,6.0,16.0,,13.0,4.0,462.0,,7.0,6.0,2.0,12.0,0.0
695213,32.0,2014-03-30 13:30:00,54,Fulham,Home,98.0,15.0,2.0,7.0,5.0,3.0,1.0,138.0,6.0,,4.0,4.0,11.0,35.0,229.0,,2.0,16.0,10.0,17.0,13.0,4.0,,1.0,,,,,1.0,,,,,17.0,,,,,,3.0,2.0,11.0,4.0,,,,38.0,57.0,3.0,3.0,,,17.0,6.0,23.0,,1.0,5.0,16.0,9.0,,7.0,3.0,48.0,62.0,,40.0,25.0,1.0,1.0,58.0,7.0,4.0,,,1.0,1.0,,115.0,1.0,,,1.0,,,10.0,,,1.0,2.0,,,,1.0,25.0,,8.0,8.0,,4.0,76.0,73.0,40.0,6.0,1.0,8.0,10.0,8.0,285.0,,,4.0,1.0,1.0,50.0,49.0,18.0,,,,,132.0,132.0,3.0,23.0,21.0,38.2,,,17.0,0.0,,,,67.0,4.0,1.0,5.0,1.0,1.0,9.0,1.0,,3.0,76.0,219.0,8.0,18.0,113.0,28.0,40.0,8.0,4.0,30.0,26.0,2.0,108.0,5.0,213.0,2.0,,24.0,11.0,58.0,8.0,296.0,,0.0,23.0,35.0,3.0,21.0,1.0,538.0,,15.0,6.0,6.0,29.0,0.0
695221,33.0,2014-04-05 15:00:00,54,Fulham,Away,143.0,22.0,,2.0,2.0,3.0,,169.0,5.0,1.0,8.0,2.0,11.0,22.0,310.0,,1.0,19.0,10.0,25.0,10.0,,,2.0,,,,,,,1.0,,1.0,16.0,,,,,,,4.0,8.0,4.0,,,,51.0,54.0,1.0,1.0,,3.0,16.0,4.0,8.0,,,7.0,10.0,2.0,,9.0,4.0,43.0,61.0,3.0,34.0,25.0,,,81.0,13.0,10.0,1.0,,2.0,2.0,,172.0,2.0,,2.0,2.0,,,7.0,,,2.0,3.0,,,,,25.0,,12.0,12.0,3.0,8.0,88.0,76.0,35.0,2.0,1.0,1.0,11.0,8.0,396.0,,,3.0,2.0,,49.0,85.0,25.0,,,,,139.0,139.0,6.0,22.0,17.0,49.9,,1.0,16.0,0.0,,,,99.0,4.0,1.0,5.0,1.0,2.0,4.0,,,3.0,83.0,298.0,7.0,12.0,159.0,49.0,34.0,15.0,4.0,18.0,14.0,4.0,148.0,4.0,269.0,3.0,1.0,22.0,13.0,50.0,1.0,410.0,,0.0,16.0,15.0,2.0,22.0,2.0,609.0,,3.0,12.0,7.0,10.0,0.0
695232,34.0,2014-04-12 15:07:00,54,Fulham,Home,110.0,18.0,3.0,8.0,5.0,5.0,1.0,153.0,4.0,1.0,4.0,4.0,10.0,22.0,255.0,1.0,,21.0,19.0,14.0,11.0,2.0,,1.0,,,,,,,,,,9.0,,,,,,1.0,5.0,7.0,7.0,,,,67.0,71.0,4.0,3.0,1.0,4.0,21.0,3.0,6.0,,,8.0,9.0,5.0,,9.0,2.0,50.0,62.0,4.0,35.0,20.0,,,66.0,10.0,12.0,1.0,,3.0,3.0,,153.0,1.0,,1.0,,1.0,,9.0,,,,3.0,,,,,20.0,1.0,12.0,12.0,,4.0,75.0,82.0,31.0,8.0,,8.0,6.0,3.0,346.0,,,3.0,1.0,,53.0,79.0,18.0,,,,,162.0,162.0,2.0,37.0,24.0,45.1,,,21.0,0.0,,,,70.0,2.0,2.0,4.0,1.0,1.0,8.0,,,3.0,76.0,242.0,9.0,15.0,129.0,32.0,35.0,18.0,4.0,21.0,17.0,3.0,127.0,9.0,257.0,3.0,1.0,40.0,11.0,63.0,,365.0,1.0,0.0,14.0,27.0,,28.0,1.0,589.0,,9.0,10.0,8.0,24.0,0.0
695249,35.0,2014-04-19 12:45:00,54,Fulham,Away,141.0,14.0,2.0,7.0,5.0,,,128.0,4.0,,4.0,10.0,3.0,39.0,262.0,,,13.0,19.0,14.0,8.0,,,,,,,,,,,,2.0,9.0,,1.0,,,,,3.0,8.0,6.0,,,,52.0,55.0,,2.0,,2.0,12.0,2.0,6.0,,1.0,5.0,4.0,4.0,,15.0,1.0,58.0,54.0,2.0,36.0,18.0,,,65.0,11.0,7.0,,,1.0,,,153.0,,,,,,,9.0,,,1.0,1.0,,,,1.0,18.0,,11.0,11.0,2.0,4.0,75.0,79.0,39.0,4.0,1.0,5.0,3.0,4.0,337.0,,,4.0,1.0,,33.0,51.0,21.0,,,,1.0,152.0,152.0,2.0,32.0,15.0,37.8,,,12.0,0.0,,,,72.0,2.0,,2.0,,,5.0,,,2.0,48.0,252.0,7.0,8.0,158.0,30.0,36.0,16.0,5.0,13.0,8.0,,97.0,12.0,207.0,1.0,,25.0,3.0,65.0,4.0,352.0,,0.0,11.0,25.0,,19.0,1.0,566.0,,17.0,8.0,5.0,19.0,0.0
695253,36.0,2014-04-26 15:00:00,54,Fulham,Home,156.0,15.0,3.0,6.0,3.0,3.0,,152.0,4.0,,6.0,11.0,10.0,49.0,302.0,,,21.0,16.0,19.0,3.0,2.0,,1.0,,,,,,,,,,6.0,,,,,,,6.0,6.0,2.0,,,,60.0,61.0,2.0,2.0,,1.0,17.0,,6.0,,,7.0,11.0,6.0,1.0,16.0,2.0,49.0,45.0,1.0,31.0,19.0,,,74.0,8.0,5.0,,1.0,,1.0,,145.0,2.0,,1.0,1.0,1.0,,7.0,,,1.0,1.0,,,,,19.0,,9.0,9.0,,6.0,88.0,77.0,42.0,2.0,1.0,4.0,3.0,3.0,364.0,,,3.0,2.0,,51.0,62.0,25.0,,,,,140.0,140.0,3.0,20.0,26.0,46.0,,,17.0,0.0,,,,86.0,2.0,,3.0,,1.0,7.0,,,3.0,73.0,293.0,7.0,8.0,168.0,34.0,31.0,7.0,6.0,24.0,18.0,1.0,114.0,8.0,235.0,1.0,,27.0,11.0,76.0,,379.0,,0.0,10.0,17.0,,27.0,1.0,581.0,,14.0,4.0,7.0,11.0,0.0
