matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attOpenplay,attPenGoal,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,fwdPass,goalAssist,goalAssistIntentional,goalAssistOpenplay,goalFastbreak,goalKicks,goalsOpenplay,handBall,headClearance,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,ptsDroppedWinningPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2645204,1,2026-08-24 20:00:00,54,Fulham,Home,286.0,18.0,1.0,4.0,3.0,2.0,,271.0,8.0,,5.0,5.0,14.0,34.0,553.0,,,17.0,10.0,14.0,9.0,1.0,1.0,,0.0,13.0,0.0,,7.0,13.0,5.0,7.0,7.0,116.0,46.0,1.0,1.0,1.0,1.0,5.0,5.0,14.0,6.0,5.0,6.0,0.0,11.0,,58.0,48.0,1.0,17.0,9.0,,2.0,0.668559,1.3326,1.1713,2.0213,68.0,12.0,7.0,1.0,,1.0,184.0,1.0,1.0,1.0,,11.0,2.0,,9.0,8.0,8.0,4.0,0.0,5.0,181.0,77.0,46.0,4.0,1.0,3.0,7.0,6.0,614.0,6.0,3.0,0.0,97.0,75.0,24.0,148.0,148.0,2.0,21.0,17.0,61.9,,1.0,16.0,0.0,158.0,3.0,,3.0,,,3.0,,0.0,4.0,117.0,532.0,5.0,10.0,309.0,35.0,17.0,20.0,5.0,17.0,12.0,,156.0,4.0,347.0,,18.0,14.0,64.0,,639.0,1.0,0.0,14.0,19.0,,17.0,2.0,827.0,25.0,23.0,0.0,8.0,6.0,12.0,0.0
2645213,2,2026-08-30 14:00:00,54,Fulham,Away,253.0,16.0,1.0,4.0,3.0,,1.0,224.0,6.0,,6.0,1.0,5.0,17.0,473.0,,2.0,20.0,22.0,13.0,7.0,1.0,4.0,,0.0,5.0,0.0,,5.0,9.0,3.0,7.0,4.0,83.0,38.0,2.0,2.0,,2.0,5.0,8.0,7.0,4.0,9.0,4.0,0.0,5.0,,56.0,44.0,2.0,17.0,10.0,1.0,,0.952526,0.9477,,1.3319,52.0,15.0,9.0,,1.0,1.0,149.0,,,,,9.0,0.0,1.0,10.0,7.0,7.0,1.0,0.0,6.0,159.0,60.0,32.0,3.0,0.0,2.0,6.0,,539.0,2.0,1.0,0.0,91.0,67.0,27.0,127.0,127.0,4.0,14.0,13.0,58.6,,1.0,18.0,0.0,169.0,2.0,1.0,3.0,,,3.0,1.0,0.0,4.0,122.0,458.0,5.0,8.0,277.0,30.0,17.0,19.0,4.0,18.0,14.0,,158.0,1.0,301.0,,20.0,5.0,46.0,1.0,560.0,1.0,0.0,11.0,11.0,2.0,22.0,2.0,731.0,26.0,9.0,0.0,11.0,4.0,4.0,0.0
2645219,3,2026-09-05 15:00:00,54,Fulham,Home,299.0,27.0,3.0,4.0,1.0,,1.0,307.0,3.0,1.0,4.0,1.0,9.0,30.0,602.0,5.0,1.0,16.0,15.0,8.0,18.0,2.0,3.0,1.0,0.0,21.0,0.0,1.0,2.0,7.0,3.0,22.0,3.0,110.0,53.0,1.0,1.0,1.0,2.0,8.0,9.0,5.0,7.0,8.0,,0.0,3.0,2.0,44.0,36.0,2.0,12.0,6.0,,1.0,2.52509,3.1404,1.8108,2.5652,63.0,6.0,7.0,,1.0,1.0,192.0,,,,1.0,6.0,2.0,,6.0,9.0,9.0,3.0,0.0,4.0,190.0,68.0,53.0,1.0,2.0,8.0,12.0,6.0,655.0,1.0,2.0,0.0,119.0,72.0,39.0,129.0,129.0,3.0,20.0,24.0,64.4,3.0,,20.0,0.0,186.0,1.0,1.0,2.0,1.0,1.0,10.0,1.0,0.0,5.0,131.0,583.0,8.0,20.0,320.0,37.0,12.0,25.0,7.0,16.0,9.0,1.0,169.0,2.0,374.0,1.0,8.0,10.0,49.0,1.0,678.0,7.0,0.0,25.0,11.0,4.0,20.0,0.0,871.0,64.0,16.0,0.0,10.0,7.0,6.0,0.0
