matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2292813,1.0,2022-08-06 12:30:00,54,Fulham,Home,71.0,12.0,1.0,4.0,3.0,1.0,1.0,114.0,4.0,,1.0,6.0,2.0,24.0,181.0,,,17.0,13.0,23.0,5.0,,,,,,,,,,,,,,,6.0,1.0,,,,1.0,,2.0,5.0,9.0,2.0,7.0,2.0,,35.0,73.0,,,1.0,1.0,20.0,4.0,4.0,1.0,,4.0,12.0,3.0,,6.0,,35.0,61.0,1.0,30.0,18.0,,,24.0,63.0,7.0,8.0,2.0,,2.0,1.0,,159.0,1.0,,1.0,1.0,,,8.0,,,1.0,1.0,,,,,18.0,1.0,10.0,10.0,1.0,1.0,50.0,72.0,26.0,4.0,,2.0,4.0,3.0,265.0,,,3.0,2.0,,36.0,75.0,24.0,,,,,1.0,171.0,171.0,5.0,26.0,33.0,33.1,1.0,2.0,,,20.0,0.0,,,,50.0,2.0,,1.0,,,2.0,,,3.0,5.0,64.0,168.0,6.0,6.0,95.0,29.0,30.0,10.0,3.0,19.0,16.0,,116.0,8.0,218.0,1.0,,24.0,2.0,65.0,4.0,294.0,,0.0,9.0,25.0,1.0,22.0,2.0,499.0,18.0,21.0,5.0,4.0,13.0,0.0
2292829,2.0,2022-08-13 15:00:00,54,Fulham,Away,135.0,12.0,2.0,5.0,3.0,1.0,,105.0,4.0,1.0,2.0,5.0,,21.0,235.0,,,19.0,15.0,13.0,4.0,2.0,5.0,,,,,,,,,,,,,3.0,,,1.0,,,,,10.0,4.0,3.0,8.0,1.0,,46.0,57.0,1.0,2.0,,3.0,16.0,1.0,5.0,,,3.0,14.0,5.0,,11.0,,50.0,48.0,3.0,22.0,9.0,,1.0,25.0,48.0,14.0,7.0,,,1.0,,,125.0,,,,,,,7.0,,,,,,,,,9.0,,9.0,9.0,,2.0,79.0,52.0,31.0,5.0,,3.0,3.0,3.0,309.0,,,1.0,1.0,,56.0,46.0,25.0,,,,,1.0,151.0,151.0,4.0,21.0,26.0,40.4,,,,1.0,26.0,0.0,,,,78.0,1.0,,1.0,1.0,,5.0,1.0,,4.0,9.0,42.0,224.0,16.0,6.0,164.0,29.0,22.0,15.0,3.0,22.0,19.0,,81.0,6.0,186.0,,1.0,17.0,,48.0,,328.0,,0.0,9.0,19.0,,24.0,3.0,529.0,14.0,18.0,9.0,3.0,8.0,0.0
2292833,3.0,2022-08-20 15:00:00,54,Fulham,Home,117.0,18.0,4.0,9.0,5.0,2.0,1.0,111.0,6.0,3.0,3.0,5.0,4.0,22.0,219.0,,,18.0,23.0,20.0,7.0,3.0,3.0,,,,,1.0,1.0,,,,,,,13.0,,,,,,,1.0,5.0,11.0,2.0,13.0,5.0,,39.0,55.0,3.0,4.0,1.0,,11.0,5.0,8.0,,,6.0,9.0,5.0,,11.0,1.0,54.0,43.0,,22.0,10.0,,,23.0,51.0,13.0,7.0,1.0,,2.0,1.0,1.0,150.0,2.0,1.0,2.0,1.0,1.0,,8.0,,,2.0,,,,,2.0,10.0,1.0,11.0,11.0,,3.0,60.0,61.0,26.0,3.0,2.0,3.0,9.0,9.0,288.0,,,4.0,2.0,,36.0,60.0,26.0,,,,,,146.0,146.0,4.0,22.0,25.0,43.7,,,,1.0,11.0,0.0,,,,62.0,2.0,1.0,3.0,1.0,,4.0,1.0,,3.0,12.0,53.0,201.0,4.0,12.0,147.0,41.0,22.0,5.0,6.0,21.0,15.0,,91.0,6.0,185.0,,3.0,23.0,4.0,57.0,5.0,311.0,,0.0,18.0,12.0,,21.0,3.0,498.0,30.0,20.0,4.0,6.0,8.0,0.0
2292840,4.0,2022-08-27 17:30:00,54,Fulham,Away,84.0,6.0,2.0,7.0,5.0,1.0,1.0,61.0,6.0,,7.0,6.0,,13.0,138.0,,,14.0,11.0,22.0,6.0,3.0,3.0,,,,,,,,,,,,,7.0,,,,,,,1.0,9.0,16.0,6.0,9.0,2.0,,29.0,60.0,,,1.0,,13.0,2.0,13.0,,,2.0,5.0,3.0,,9.0,4.0,51.0,56.0,,30.0,13.0,1.0,1.0,22.0,33.0,12.0,6.0,1.0,,1.0,1.0,,113.0,,,,,,,10.0,,,1.0,3.0,,,,,13.0,,14.0,14.0,2.0,7.0,45.0,48.0,16.0,9.0,,6.0,3.0,3.0,204.0,,,10.0,1.0,,24.0,26.0,19.0,,,,,,120.0,120.0,4.0,31.0,13.0,28.0,,3.0,,1.0,28.0,0.0,,,,36.0,5.0,1.0,6.0,,,6.0,1.0,,5.0,8.0,25.0,125.0,13.0,9.0,121.0,22.0,30.0,10.0,2.0,11.0,9.0,,48.0,5.0,113.0,3.0,,19.0,,45.0,,223.0,,0.0,11.0,24.0,,18.0,3.0,425.0,14.0,11.0,4.0,2.0,11.0,0.0
2292853,5.0,2022-08-30 19:30:00,54,Fulham,Home,158.0,19.0,1.0,2.0,1.0,1.0,,101.0,7.0,1.0,5.0,3.0,2.0,16.0,257.0,,,15.0,13.0,18.0,6.0,1.0,3.0,,,1.0,,,1.0,,,,,,,6.0,,,,,,,,3.0,6.0,1.0,7.0,3.0,,41.0,60.0,1.0,1.0,1.0,2.0,27.0,,11.0,1.0,,3.0,3.0,3.0,,14.0,2.0,56.0,64.0,2.0,22.0,8.0,,,28.0,35.0,9.0,11.0,1.0,,3.0,1.0,1.0,139.0,1.0,,,,1.0,,8.0,,,,2.0,,,,,8.0,,6.0,6.0,,5.0,83.0,53.0,26.0,3.0,,5.0,3.0,3.0,320.0,,,1.0,5.0,,35.0,29.0,17.0,1.0,1.0,1.0,,,144.0,144.0,4.0,31.0,19.0,39.1,,,,,27.0,0.0,,,,81.0,2.0,1.0,2.0,1.0,,7.0,,,2.0,11.0,46.0,240.0,18.0,8.0,189.0,36.0,22.0,18.0,1.0,8.0,7.0,,77.0,7.0,163.0,2.0,1.0,8.0,2.0,38.0,,344.0,,0.0,10.0,26.0,,23.0,2.0,545.0,15.0,15.0,9.0,3.0,15.0,0.0
2292868,6.0,2022-09-03 15:00:00,54,Fulham,Away,155.0,11.0,,2.0,2.0,2.0,,218.0,4.0,,8.0,2.0,3.0,24.0,371.0,,,20.0,17.0,11.0,6.0,,,,,,,,,,,,,,,9.0,,,,,,,,5.0,17.0,6.0,6.0,3.0,,70.0,47.0,,,,5.0,15.0,1.0,7.0,,,3.0,9.0,9.0,,15.0,5.0,49.0,46.0,5.0,19.0,6.0,,1.0,18.0,60.0,6.0,9.0,1.0,,1.0,1.0,,139.0,1.0,,,1.0,,,5.0,,,1.0,,,,,,6.0,,7.0,7.0,1.0,8.0,107.0,59.0,42.0,10.0,,3.0,4.0,3.0,412.0,,,6.0,1.0,,99.0,57.0,30.0,,,,,,117.0,117.0,5.0,12.0,21.0,48.1,,,,,15.0,0.0,,,,117.0,6.0,2.0,8.0,,,5.0,,,5.0,8.0,101.0,353.0,6.0,7.0,170.0,25.0,19.0,12.0,2.0,21.0,19.0,,132.0,3.0,284.0,,,10.0,4.0,44.0,,433.0,,0.0,9.0,18.0,,26.0,4.0,629.0,10.0,10.0,8.0,3.0,11.0,0.0
2292873,7.0,2023-01-12 20:00:00,54,Fulham,Home,162.0,9.0,,4.0,4.0,3.0,1.0,204.0,6.0,,5.0,2.0,2.0,23.0,362.0,,,23.0,5.0,10.0,5.0,,1.0,,,,,,,,,,,,,7.0,,,,1.0,,,,4.0,14.0,6.0,6.0,2.0,,67.0,56.0,1.0,,1.0,1.0,13.0,2.0,5.0,,1.0,5.0,8.0,6.0,,12.0,4.0,40.0,40.0,1.0,22.0,16.0,,1.0,23.0,56.0,12.0,16.0,1.0,,4.0,3.0,,150.0,1.0,,1.0,1.0,,,8.0,,,2.0,1.0,,,,,16.0,1.0,10.0,10.0,1.0,5.0,112.0,57.0,37.0,7.0,1.0,3.0,3.0,3.0,422.0,,,5.0,1.0,,85.0,98.0,27.0,,,,,,154.0,154.0,7.0,19.0,24.0,47.4,1.0,,,,26.0,0.0,,,,120.0,7.0,2.0,9.0,1.0,,3.0,,,5.0,9.0,99.0,340.0,13.0,6.0,185.0,24.0,22.0,9.0,3.0,20.0,17.0,,142.0,5.0,284.0,1.0,,12.0,2.0,43.0,3.0,449.0,,0.0,8.0,11.0,,33.0,4.0,666.0,11.0,19.0,3.0,5.0,6.0,0.0
2292887,8.0,2022-09-16 20:00:00,54,Fulham,Away,216.0,20.0,3.0,7.0,4.0,,,251.0,5.0,1.0,3.0,3.0,3.0,27.0,460.0,,1.0,12.0,19.0,15.0,6.0,3.0,3.0,1.0,,,,1.0,2.0,,,,,,,9.0,,,,,,,1.0,5.0,7.0,4.0,10.0,5.0,,74.0,57.0,2.0,1.0,1.0,1.0,5.0,5.0,2.0,,,10.0,7.0,6.0,1.0,4.0,,40.0,46.0,1.0,14.0,6.0,,,22.0,70.0,10.0,10.0,,,2.0,,2.0,167.0,3.0,1.0,3.0,2.0,1.0,,7.0,,,2.0,1.0,,,,,6.0,,6.0,6.0,,3.0,151.0,88.0,55.0,2.0,2.0,3.0,9.0,7.0,532.0,,,3.0,,,65.0,110.0,30.0,,,,,,143.0,143.0,8.0,13.0,30.0,59.2,,,3.0,,12.0,0.0,,,,163.0,,1.0,1.0,1.0,1.0,3.0,,,4.0,12.0,96.0,442.0,5.0,12.0,241.0,47.0,14.0,15.0,9.0,22.0,13.0,1.0,143.0,5.0,336.0,1.0,1.0,12.0,4.0,61.0,1.0,555.0,,0.0,15.0,12.0,1.0,14.0,4.0,725.0,21.0,20.0,9.0,10.0,5.0,0.0
2292893,9.0,2022-10-01 15:00:00,54,Fulham,Home,128.0,5.0,1.0,2.0,1.0,,,64.0,2.0,1.0,3.0,1.0,4.0,9.0,190.0,,,13.0,9.0,1.0,2.0,,,1.0,,,,,,,,,,,,3.0,,,,,,,,5.0,16.0,3.0,2.0,1.0,,38.0,48.0,1.0,,1.0,2.0,19.0,1.0,3.0,,1.0,1.0,5.0,1.0,,7.0,6.0,35.0,29.0,2.0,14.0,5.0,,,24.0,45.0,9.0,10.0,,,3.0,1.0,,123.0,1.0,,1.0,1.0,,,10.0,,,1.0,1.0,,,,,5.0,,8.0,8.0,2.0,3.0,52.0,56.0,16.0,8.0,1.0,1.0,2.0,1.0,247.0,,,4.0,,,42.0,23.0,16.0,,,,,,127.0,127.0,1.0,23.0,15.0,31.7,,,,,19.0,0.0,,,,68.0,6.0,,6.0,,1.0,1.0,,,4.0,9.0,32.0,178.0,9.0,3.0,148.0,32.0,14.0,13.0,1.0,8.0,7.0,1.0,80.0,1.0,141.0,1.0,1.0,9.0,5.0,42.0,4.0,281.0,,1.0,3.0,13.0,,17.0,2.0,423.0,8.0,7.0,5.0,1.0,10.0,0.0
2292909,10.0,2022-10-09 14:00:00,54,Fulham,Away,221.0,16.0,1.0,2.0,1.0,,,181.0,7.0,,4.0,,5.0,22.0,400.0,,,15.0,7.0,9.0,3.0,,,1.0,,,,1.0,1.0,,,,1.0,,,7.0,,,,1.0,,,,4.0,13.0,4.0,6.0,2.0,,73.0,60.0,,,,3.0,6.0,2.0,12.0,,,2.0,8.0,2.0,,10.0,3.0,39.0,38.0,3.0,17.0,11.0,1.0,,20.0,60.0,7.0,9.0,,,2.0,,1.0,147.0,1.0,,1.0,1.0,,1.0,7.0,,,1.0,1.0,,,,,11.0,1.0,5.0,5.0,1.0,4.0,147.0,62.0,38.0,4.0,1.0,2.0,2.0,2.0,467.0,,,5.0,3.0,,66.0,52.0,26.0,1.0,1.0,1.0,,,137.0,137.0,2.0,29.0,25.0,49.7,1.0,3.0,,,13.0,0.0,,,,119.0,4.0,1.0,5.0,,1.0,4.0,1.0,,4.0,10.0,68.0,384.0,6.0,4.0,242.0,41.0,17.0,7.0,2.0,12.0,10.0,2.0,112.0,1.0,256.0,1.0,,8.0,6.0,52.0,2.0,486.0,,0.0,8.0,16.0,,18.0,3.0,666.0,18.0,20.0,4.0,2.0,8.0,0.0
