matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2292912,11.0,2022-10-15 15:00:00,54,Fulham,Home,208.0,20.0,2.0,9.0,7.0,2.0,1.0,297.0,6.0,,6.0,1.0,3.0,32.0,496.0,,,19.0,18.0,19.0,10.0,1.0,1.0,,,,,,,,,,,,,17.0,1.0,,,,,,,5.0,8.0,2.0,12.0,7.0,,97.0,59.0,,,1.0,1.0,6.0,7.0,3.0,,1.0,5.0,17.0,15.0,1.0,9.0,1.0,44.0,49.0,1.0,8.0,4.0,,,20.0,79.0,9.0,11.0,1.0,1.0,2.0,1.0,,171.0,1.0,1.0,1.0,,1.0,,6.0,,,,1.0,,,,,4.0,,5.0,5.0,,6.0,153.0,57.0,32.0,6.0,,6.0,6.0,4.0,566.0,,,,,,97.0,85.0,49.0,,,,,1.0,149.0,149.0,4.0,23.0,26.0,68.9,,,1.0,,23.0,0.0,,,,164.0,3.0,1.0,4.0,,,8.0,,,4.0,11.0,151.0,477.0,6.0,12.0,221.0,51.0,8.0,13.0,4.0,37.0,33.0,,203.0,3.0,401.0,1.0,,10.0,4.0,60.0,1.0,585.0,,0.0,19.0,12.0,1.0,20.0,2.0,773.0,40.0,15.0,8.0,5.0,9.0,0.0
2292925,12.0,2022-10-20 19:30:00,54,Fulham,Home,226.0,32.0,5.0,6.0,2.0,,1.0,193.0,4.0,1.0,4.0,4.0,4.0,34.0,413.0,1.0,,16.0,15.0,17.0,8.0,4.0,4.0,5.0,,,,1.0,1.0,,,,,,,11.0,1.0,,,,,,1.0,6.0,9.0,3.0,13.0,5.0,,79.0,47.0,2.0,3.0,1.0,2.0,23.0,5.0,4.0,,,9.0,7.0,5.0,,6.0,2.0,43.0,40.0,2.0,14.0,7.0,,,19.0,45.0,11.0,10.0,1.0,,6.0,3.0,1.0,138.0,,,,,,,4.0,,,,2.0,,,,1.0,7.0,,2.0,2.0,,4.0,133.0,61.0,37.0,7.0,1.0,4.0,8.0,8.0,467.0,,,3.0,,,81.0,69.0,37.0,,,,,1.0,119.0,119.0,5.0,20.0,16.0,60.4,,,,1.0,23.0,0.0,,,,132.0,4.0,2.0,6.0,,5.0,5.0,1.0,,5.0,7.0,100.0,399.0,8.0,12.0,250.0,41.0,14.0,9.0,8.0,22.0,15.0,5.0,129.0,4.0,254.0,3.0,1.0,14.0,4.0,55.0,,482.0,2.0,0.0,18.0,12.0,,23.0,0.0,651.0,23.0,13.0,1.0,9.0,7.0,0.0
2292933,13.0,2022-10-23 14:00:00,54,Fulham,Away,151.0,19.0,3.0,9.0,6.0,,1.0,113.0,8.0,,6.0,1.0,5.0,24.0,255.0,1.0,1.0,16.0,14.0,17.0,5.0,2.0,3.0,2.0,,,,,,,,,,,1.0,7.0,,,,,,,1.0,4.0,9.0,5.0,10.0,1.0,,51.0,68.0,5.0,2.0,3.0,,11.0,3.0,4.0,,,6.0,8.0,3.0,1.0,14.0,1.0,47.0,58.0,,16.0,6.0,,1.0,23.0,48.0,8.0,12.0,1.0,,1.0,1.0,,142.0,3.0,1.0,3.0,1.0,2.0,,9.0,,,1.0,1.0,,,,1.0,6.0,,10.0,10.0,,6.0,78.0,77.0,38.0,3.0,1.0,2.0,8.0,5.0,327.0,,,4.0,2.0,,38.0,55.0,21.0,,,,,,155.0,155.0,3.0,31.0,27.0,42.8,,,3.0,,22.0,0.0,,,,84.0,2.0,1.0,3.0,1.0,2.0,3.0,,,4.0,15.0,47.0,235.0,11.0,10.0,191.0,50.0,16.0,21.0,5.0,17.0,12.0,2.0,84.0,5.0,181.0,1.0,,12.0,8.0,59.0,4.0,355.0,1.0,0.0,11.0,16.0,3.0,23.0,1.0,567.0,28.0,12.0,13.0,6.0,9.0,0.0
2292945,14.0,2022-10-29 17:30:00,54,Fulham,Home,197.0,29.0,5.0,11.0,7.0,2.0,,200.0,6.0,1.0,7.0,5.0,6.0,35.0,386.0,,,22.0,12.0,21.0,17.0,3.0,8.0,,,,,,,,,,,,,15.0,,,,,,,1.0,4.0,9.0,,17.0,7.0,,76.0,57.0,,1.0,,1.0,22.0,8.0,6.0,,,13.0,13.0,10.0,,10.0,2.0,43.0,46.0,1.0,8.0,7.0,,,17.0,43.0,10.0,8.0,,,1.0,1.0,,130.0,,,,,,,6.0,,,,,,,,,7.0,,3.0,3.0,,7.0,112.0,53.0,35.0,4.0,,9.0,11.0,6.0,442.0,,,2.0,1.0,,93.0,48.0,44.0,,,,,,135.0,135.0,4.0,18.0,28.0,56.5,,,,,22.0,0.0,,,,145.0,4.0,,4.0,1.0,,10.0,,,3.0,7.0,120.0,366.0,9.0,20.0,218.0,44.0,8.0,10.0,11.0,34.0,24.0,,159.0,6.0,279.0,,1.0,13.0,7.0,55.0,,463.0,2.0,0.0,24.0,12.0,,24.0,2.0,652.0,40.0,17.0,5.0,13.0,6.0,0.0
2292954,15.0,2022-11-05 15:00:00,54,Fulham,Away,161.0,19.0,,1.0,1.0,1.0,,74.0,5.0,,9.0,4.0,3.0,19.0,234.0,,1.0,9.0,12.0,10.0,3.0,,,,,,,,,,,,,,,3.0,1.0,,,,,,,9.0,12.0,4.0,3.0,1.0,,46.0,46.0,,,1.0,1.0,8.0,1.0,5.0,,,,4.0,2.0,,4.0,2.0,44.0,31.0,1.0,21.0,14.0,,,17.0,26.0,11.0,6.0,,,1.0,,,109.0,,,,,,,8.0,,,,1.0,,,,,14.0,,5.0,5.0,1.0,9.0,74.0,45.0,24.0,9.0,1.0,1.0,2.0,2.0,276.0,,,6.0,1.0,,34.0,28.0,10.0,1.0,1.0,1.0,,1.0,98.0,98.0,1.0,25.0,11.0,29.4,,,,1.0,13.0,0.0,,,,66.0,1.0,2.0,3.0,,,1.0,,,4.0,5.0,28.0,220.0,8.0,3.0,186.0,34.0,21.0,12.0,,6.0,6.0,,47.0,3.0,115.0,1.0,,7.0,4.0,39.0,,295.0,,0.0,4.0,15.0,1.0,11.0,4.0,444.0,8.0,13.0,,,11.0,0.0
2292962,16.0,2022-11-13 16:30:00,54,Fulham,Home,207.0,22.0,2.0,4.0,3.0,4.0,1.0,163.0,5.0,1.0,12.0,2.0,2.0,24.0,366.0,,,18.0,17.0,11.0,7.0,2.0,6.0,1.0,,,,,,,,,,,,7.0,,,,,,,1.0,4.0,10.0,4.0,10.0,4.0,,77.0,61.0,1.0,1.0,1.0,,6.0,2.0,1.0,,,10.0,15.0,7.0,,6.0,4.0,37.0,42.0,,11.0,8.0,,,18.0,59.0,9.0,9.0,,,1.0,1.0,,157.0,,,,,,1.0,5.0,,,1.0,,,,,1.0,8.0,,7.0,7.0,,12.0,120.0,54.0,27.0,3.0,,4.0,5.0,7.0,439.0,,,2.0,,,68.0,72.0,42.0,,,,,,155.0,155.0,12.0,17.0,18.0,52.7,,,,,19.0,0.0,,,,107.0,4.0,3.0,8.0,1.0,1.0,5.0,,,2.0,4.0,96.0,345.0,6.0,9.0,225.0,41.0,11.0,10.0,8.0,30.0,23.0,1.0,150.0,7.0,266.0,,1.0,15.0,2.0,57.0,1.0,461.0,1.0,0.0,14.0,18.0,,20.0,1.0,652.0,30.0,19.0,4.0,10.0,8.0,0.0
2292974,17.0,2022-12-26 15:00:00,54,Fulham,Away,250.0,19.0,3.0,13.0,10.0,1.0,2.0,306.0,4.0,1.0,2.0,1.0,3.0,35.0,543.0,,,15.0,4.0,10.0,10.0,5.0,5.0,,,,,1.0,1.0,,,,,,,13.0,,,,,1.0,,4.0,9.0,4.0,,20.0,3.0,,100.0,66.0,2.0,1.0,2.0,,5.0,6.0,2.0,,1.0,7.0,20.0,10.0,1.0,12.0,,36.0,41.0,,3.0,3.0,,,24.0,70.0,15.0,11.0,1.0,,3.0,2.0,1.0,179.0,1.0,,1.0,1.0,,,4.0,,,2.0,,,,,,3.0,1.0,9.0,9.0,,2.0,180.0,76.0,51.0,1.0,1.0,5.0,11.0,11.0,616.0,,,1.0,,,88.0,123.0,53.0,,,,,,149.0,149.0,4.0,20.0,40.0,63.8,1.0,,,,18.0,0.0,,,,174.0,,,,1.0,,6.0,1.0,,5.0,15.0,168.0,527.0,5.0,16.0,269.0,37.0,3.0,7.0,5.0,37.0,32.0,,213.0,2.0,401.0,,1.0,12.0,3.0,59.0,2.0,633.0,1.0,0.0,23.0,16.0,1.0,19.0,0.0,815.0,48.0,14.0,4.0,8.0,9.0,0.0
2292982,18.0,2022-12-31 15:00:00,54,Fulham,Home,244.0,20.0,2.0,2.0,1.0,1.0,,222.0,6.0,,6.0,4.0,,43.0,464.0,,,24.0,19.0,13.0,2.0,1.0,2.0,,,,,,,,,,,,,5.0,,,1.0,,,,,2.0,3.0,6.0,5.0,3.0,,102.0,79.0,1.0,1.0,1.0,1.0,9.0,1.0,4.0,,,4.0,8.0,2.0,,14.0,,50.0,44.0,1.0,23.0,8.0,,,18.0,75.0,8.0,11.0,,,2.0,1.0,,187.0,1.0,,1.0,,1.0,,6.0,,,,1.0,,,,2.0,8.0,,12.0,12.0,1.0,6.0,134.0,88.0,55.0,4.0,1.0,3.0,1.0,2.0,554.0,,,2.0,2.0,,79.0,95.0,24.0,,,,,1.0,173.0,173.0,6.0,28.0,37.0,62.5,,,,1.0,20.0,0.0,,,,156.0,1.0,1.0,2.0,2.0,,5.0,,,3.0,10.0,98.0,441.0,9.0,4.0,267.0,42.0,23.0,8.0,2.0,12.0,11.0,,153.0,2.0,324.0,1.0,,18.0,,73.0,1.0,579.0,,0.0,8.0,19.0,,30.0,0.0,792.0,18.0,18.0,1.0,4.0,10.0,0.0
2292997,19.0,2023-01-03 19:45:00,54,Fulham,Away,144.0,19.0,,4.0,4.0,,,124.0,7.0,,5.0,1.0,1.0,20.0,264.0,,2.0,18.0,13.0,10.0,6.0,,1.0,1.0,,,,,,,,,,,2.0,10.0,,,,,,,,8.0,8.0,7.0,7.0,4.0,,52.0,68.0,2.0,1.0,1.0,,18.0,2.0,7.0,,,3.0,6.0,7.0,,10.0,2.0,48.0,46.0,,32.0,19.0,,,25.0,33.0,11.0,12.0,1.0,,1.0,,,129.0,1.0,,1.0,1.0,,,9.0,,,1.0,1.0,,,,,19.0,,10.0,10.0,1.0,5.0,89.0,50.0,23.0,6.0,,4.0,3.0,2.0,325.0,,,3.0,2.0,,48.0,59.0,22.0,,,,,,138.0,138.0,4.0,36.0,21.0,38.6,,,,,28.0,0.0,,,,80.0,4.0,2.0,6.0,,1.0,7.0,,,3.0,16.0,55.0,252.0,18.0,7.0,178.0,46.0,32.0,18.0,2.0,15.0,13.0,1.0,85.0,1.0,187.0,1.0,,12.0,2.0,55.0,1.0,350.0,,0.0,11.0,13.0,2.0,27.0,6.0,570.0,17.0,12.0,11.0,3.0,8.0,0.0
2293006,20.0,2023-01-15 14:00:00,54,Fulham,Away,120.0,10.0,2.0,4.0,2.0,,,73.0,7.0,,5.0,2.0,2.0,21.0,189.0,,,14.0,12.0,14.0,2.0,1.0,1.0,,,,,,,,,,,,,2.0,,1.0,,,,,1.0,5.0,12.0,8.0,4.0,1.0,,40.0,56.0,,1.0,,2.0,7.0,1.0,7.0,,1.0,5.0,3.0,4.0,,10.0,1.0,48.0,44.0,2.0,27.0,14.0,,,15.0,32.0,14.0,5.0,,,3.0,1.0,,112.0,,,,,,,11.0,,,,3.0,,,,1.0,14.0,,9.0,9.0,3.0,5.0,49.0,48.0,17.0,10.0,,2.0,1.0,,246.0,,,8.0,2.0,,41.0,26.0,23.0,,,,,1.0,125.0,125.0,2.0,27.0,16.0,37.7,,,,1.0,18.0,0.0,,,,69.0,3.0,1.0,4.0,,,4.0,,,5.0,10.0,30.0,177.0,7.0,3.0,144.0,26.0,27.0,16.0,5.0,13.0,8.0,,58.0,2.0,139.0,3.0,,13.0,2.0,50.0,3.0,270.0,,0.0,5.0,17.0,,19.0,3.0,450.0,17.0,7.0,8.0,5.0,10.0,0.0
2293013,21.0,2023-01-23 20:15:00,54,Fulham,Home,184.0,23.0,,9.0,9.0,1.0,3.0,223.0,3.0,1.0,3.0,1.0,4.0,34.0,398.0,,,29.0,21.0,9.0,6.0,1.0,,1.0,,,,1.0,1.0,,,,,,,7.0,,,,,,,2.0,7.0,7.0,3.0,6.0,4.0,,92.0,64.0,1.0,1.0,,1.0,11.0,1.0,5.0,,,3.0,12.0,13.0,,17.0,1.0,59.0,42.0,1.0,14.0,6.0,,,16.0,59.0,10.0,10.0,,,3.0,3.0,1.0,166.0,,,,,,,7.0,,,,1.0,,,,,6.0,,10.0,10.0,,3.0,109.0,63.0,40.0,8.0,,3.0,4.0,5.0,470.0,,,3.0,,,84.0,80.0,32.0,,,,,,158.0,158.0,9.0,20.0,32.0,52.9,,,,,17.0,0.0,,,,118.0,2.0,,2.0,,1.0,4.0,,,4.0,8.0,104.0,388.0,11.0,7.0,210.0,54.0,14.0,10.0,3.0,31.0,28.0,1.0,141.0,3.0,306.0,1.0,1.0,6.0,4.0,65.0,2.0,485.0,,0.0,10.0,19.0,,32.0,1.0,707.0,22.0,21.0,4.0,3.0,10.0,0.0
2293023,22.0,2023-02-03 20:00:00,54,Fulham,Away,109.0,17.0,1.0,3.0,2.0,2.0,,120.0,8.0,,5.0,1.0,1.0,23.0,226.0,,1.0,15.0,13.0,12.0,6.0,,,2.0,,,,,,,1.0,,,,,8.0,,,,,,,2.0,9.0,8.0,4.0,5.0,5.0,,39.0,72.0,,,,1.0,3.0,3.0,7.0,1.0,1.0,2.0,11.0,7.0,,14.0,,56.0,60.0,1.0,20.0,10.0,,,30.0,53.0,12.0,15.0,,,1.0,2.0,,131.0,,,,,,,9.0,,,,1.0,,,,,10.0,,19.0,19.0,1.0,5.0,60.0,60.0,32.0,6.0,,1.0,5.0,4.0,284.0,,,3.0,1.0,,20.0,88.0,21.0,,,,,,152.0,152.0,8.0,28.0,27.0,33.1,,,,,18.0,0.0,,,,83.0,3.0,,2.0,2.0,2.0,3.0,,,5.0,17.0,61.0,204.0,3.0,6.0,128.0,47.0,20.0,24.0,1.0,21.0,20.0,2.0,101.0,7.0,206.0,1.0,1.0,6.0,2.0,50.0,,313.0,1.0,0.0,10.0,19.0,1.0,20.0,4.0,545.0,17.0,17.0,14.0,2.0,14.0,0.0
2293033,23.0,2023-02-11 15:00:00,54,Fulham,Home,185.0,21.0,4.0,10.0,6.0,3.0,,138.0,8.0,,4.0,1.0,4.0,24.0,313.0,,,15.0,16.0,18.0,10.0,3.0,3.0,,,,1.0,,1.0,,,,,,,8.0,,,,2.0,,1.0,3.0,5.0,7.0,3.0,12.0,4.0,,47.0,62.0,2.0,1.0,1.0,1.0,5.0,2.0,7.0,,,5.0,16.0,7.0,,6.0,1.0,42.0,57.0,1.0,17.0,8.0,,,16.0,55.0,9.0,11.0,,,1.0,1.0,1.0,141.0,1.0,,1.0,1.0,,,8.0,,,1.0,,,,,,8.0,3.0,15.0,15.0,1.0,4.0,101.0,67.0,36.0,4.0,1.0,10.0,4.0,3.0,375.0,,,2.0,4.0,,72.0,53.0,34.0,,,,,,128.0,128.0,4.0,21.0,33.0,50.0,3.0,,,1.0,14.0,0.0,,,,107.0,1.0,,1.0,1.0,,11.0,1.0,1.0,5.0,9.0,62.0,293.0,5.0,14.0,199.0,42.0,17.0,22.0,5.0,29.0,24.0,,104.0,7.0,226.0,1.0,,7.0,5.0,45.0,1.0,396.0,,0.0,16.0,10.0,,20.0,0.0,585.0,32.0,6.0,18.0,5.0,5.0,0.0
2293042,24.0,2023-02-18 15:00:00,54,Fulham,Away,173.0,5.0,1.0,3.0,2.0,2.0,,61.0,8.0,2.0,6.0,5.0,1.0,18.0,231.0,,,8.0,16.0,11.0,2.0,1.0,1.0,,,,,,,,,,,,,4.0,,,,,,,,7.0,14.0,7.0,4.0,1.0,,33.0,51.0,,,,1.0,2.0,3.0,15.0,,,2.0,2.0,2.0,,8.0,1.0,54.0,44.0,1.0,19.0,10.0,,,18.0,35.0,14.0,12.0,,,1.0,,,129.0,1.0,,1.0,1.0,,,12.0,,,1.0,,,,,1.0,10.0,,11.0,11.0,3.0,6.0,79.0,54.0,17.0,10.0,,,4.0,2.0,285.0,,,4.0,2.0,,44.0,22.0,7.0,,,,,,111.0,111.0,2.0,23.0,15.0,34.7,,,,,6.0,0.0,,,,75.0,6.0,1.0,7.0,,,,1.0,1.0,2.0,11.0,24.0,210.0,2.0,4.0,201.0,30.0,19.0,11.0,2.0,6.0,4.0,,53.0,5.0,121.0,,2.0,21.0,1.0,57.0,,316.0,,0.0,5.0,13.0,,9.0,5.0,461.0,8.0,10.0,9.0,2.0,5.0,0.0
2293053,25.0,2023-02-24 20:00:00,54,Fulham,Home,211.0,18.0,2.0,5.0,3.0,1.0,,158.0,7.0,1.0,2.0,3.0,3.0,27.0,364.0,,,23.0,19.0,11.0,8.0,,,,,,,1.0,1.0,,,,,,,9.0,,,,,,,,7.0,6.0,2.0,3.0,7.0,,74.0,68.0,2.0,2.0,,,8.0,3.0,15.0,,,3.0,8.0,9.0,,15.0,,65.0,55.0,,15.0,12.0,,,20.0,58.0,12.0,15.0,,,3.0,,1.0,148.0,1.0,,,1.0,,,10.0,,,1.0,,,,,,12.0,,14.0,14.0,,2.0,116.0,69.0,43.0,3.0,,2.0,7.0,5.0,420.0,,,1.0,,,54.0,58.0,26.0,,,,,,147.0,147.0,5.0,32.0,27.0,50.5,,,1.0,,15.0,0.0,,,,110.0,1.0,,1.0,1.0,,2.0,,1.0,3.0,7.0,77.0,343.0,8.0,9.0,235.0,38.0,15.0,13.0,3.0,20.0,17.0,,114.0,5.0,233.0,1.0,1.0,15.0,3.0,59.0,1.0,448.0,,0.0,10.0,20.0,,34.0,2.0,655.0,17.0,17.0,9.0,4.0,11.0,0.0
2293062,26.0,2023-03-06 20:00:00,54,Fulham,Away,180.0,19.0,1.0,4.0,4.0,1.0,,224.0,8.0,,6.0,1.0,7.0,22.0,400.0,,,20.0,18.0,8.0,3.0,,1.0,,,,1.0,,1.0,,,,,,,6.0,,,,,,1.0,1.0,6.0,9.0,5.0,5.0,4.0,,82.0,58.0,,1.0,2.0,,12.0,,6.0,,,3.0,18.0,12.0,,14.0,1.0,62.0,46.0,,22.0,14.0,,,17.0,56.0,17.0,12.0,,,1.0,,1.0,154.0,,,,,,,9.0,,,1.0,1.0,,,,,14.0,1.0,13.0,13.0,1.0,6.0,129.0,49.0,29.0,2.0,1.0,2.0,1.0,5.0,454.0,,,1.0,2.0,,82.0,84.0,30.0,1.0,1.0,1.0,,,148.0,148.0,1.0,23.0,28.0,63.8,1.0,,,,26.0,0.0,,,,118.0,2.0,1.0,3.0,,,4.0,,1.0,4.0,7.0,119.0,374.0,12.0,3.0,220.0,41.0,22.0,23.0,2.0,31.0,30.0,,142.0,5.0,294.0,1.0,,10.0,8.0,49.0,1.0,483.0,,0.0,9.0,12.0,,21.0,3.0,694.0,13.0,12.0,15.0,3.0,7.0,0.0
2293073,27.0,2023-03-12 14:00:00,54,Fulham,Home,190.0,14.0,1.0,4.0,3.0,1.0,,172.0,5.0,1.0,6.0,4.0,7.0,22.0,358.0,1.0,,17.0,11.0,16.0,6.0,2.0,1.0,,,,,,,,,,,1.0,,9.0,,,,1.0,,,2.0,4.0,11.0,4.0,7.0,5.0,,61.0,58.0,,,,,12.0,4.0,14.0,,1.0,4.0,6.0,4.0,,9.0,2.0,55.0,49.0,,12.0,9.0,,1.0,20.0,58.0,10.0,9.0,,,1.0,2.0,,148.0,,,,,,,6.0,,,,1.0,,,,,9.0,1.0,7.0,7.0,,6.0,121.0,49.0,31.0,8.0,,4.0,4.0,2.0,416.0,,,4.0,,,53.0,56.0,28.0,,,,,,124.0,124.0,5.0,24.0,22.0,44.7,1.0,,,,19.0,0.0,,,,103.0,3.0,1.0,4.0,,,6.0,,,2.0,13.0,77.0,342.0,12.0,8.0,219.0,32.0,12.0,21.0,4.0,16.0,12.0,,110.0,1.0,230.0,1.0,1.0,9.0,7.0,46.0,2.0,433.0,1.0,0.0,12.0,14.0,,22.0,0.0,606.0,17.0,10.0,10.0,4.0,8.0,0.0
2293085,28.0,2023-05-03 20:00:00,54,Fulham,Away,241.0,25.0,,3.0,3.0,1.0,,143.0,9.0,2.0,6.0,3.0,3.0,33.0,381.0,,2.0,14.0,14.0,7.0,7.0,,1.0,,,,,,,,,,,,,7.0,,,,,,,1.0,6.0,6.0,9.0,7.0,2.0,,63.0,54.0,1.0,1.0,,1.0,11.0,3.0,13.0,,,5.0,11.0,4.0,,9.0,,48.0,41.0,1.0,33.0,16.0,,,22.0,50.0,8.0,10.0,,,1.0,,,151.0,,,,,,,11.0,,,,,,,,1.0,16.0,,11.0,11.0,5.0,6.0,119.0,54.0,33.0,7.0,,2.0,5.0,3.0,427.0,,,2.0,,,58.0,40.0,24.0,1.0,1.0,1.0,,,119.0,119.0,1.0,29.0,18.0,42.9,,,,,16.0,0.0,,,,121.0,1.0,1.0,2.0,1.0,,3.0,,,5.0,10.0,70.0,358.0,11.0,7.0,275.0,51.0,33.0,14.0,3.0,18.0,15.0,,97.0,3.0,197.0,,2.0,4.0,4.0,54.0,2.0,454.0,1.0,0.0,9.0,15.0,2.0,14.0,0.0,642.0,13.0,15.0,9.0,5.0,8.0,0.0
2293090,29.0,2023-04-01 15:00:00,54,Fulham,Away,230.0,18.0,,6.0,6.0,,1.0,200.0,7.0,1.0,2.0,2.0,6.0,35.0,424.0,1.0,,14.0,12.0,11.0,6.0,1.0,1.0,,,,,,,,,,,,,8.0,,,,1.0,,,1.0,9.0,9.0,3.0,7.0,3.0,,83.0,54.0,,,,1.0,9.0,2.0,16.0,1.0,1.0,3.0,8.0,6.0,,14.0,2.0,58.0,52.0,1.0,16.0,5.0,,1.0,12.0,51.0,13.0,14.0,,,3.0,2.0,,162.0,1.0,,1.0,1.0,,,8.0,,,1.0,,,,,,5.0,1.0,4.0,4.0,1.0,2.0,120.0,60.0,39.0,4.0,1.0,5.0,3.0,2.0,470.0,,,3.0,2.0,,65.0,60.0,30.0,,,,,,118.0,118.0,4.0,27.0,20.0,57.3,1.0,3.0,,1.0,15.0,0.0,,,,131.0,5.0,,4.0,,,6.0,,,5.0,5.0,107.0,402.0,9.0,8.0,260.0,45.0,16.0,11.0,2.0,18.0,16.0,,133.0,2.0,254.0,,1.0,8.0,7.0,61.0,1.0,496.0,1.0,0.0,10.0,19.0,1.0,18.0,4.0,668.0,19.0,10.0,8.0,3.0,11.0,0.0
2293102,30.0,2023-04-08 15:00:00,54,Fulham,Home,219.0,19.0,2.0,7.0,5.0,1.0,,369.0,6.0,,5.0,1.0,10.0,20.0,581.0,,1.0,20.0,24.0,15.0,11.0,1.0,1.0,,,,,,,1.0,,,,,1.0,15.0,,,,,,,,7.0,8.0,2.0,7.0,9.0,,96.0,44.0,1.0,1.0,,1.0,8.0,11.0,2.0,,,11.0,20.0,16.0,,9.0,2.0,52.0,45.0,1.0,26.0,16.0,,1.0,18.0,81.0,10.0,10.0,,,4.0,3.0,,186.0,,,,,,,7.0,,,,,,,,1.0,16.0,,5.0,5.0,,5.0,183.0,57.0,33.0,4.0,,1.0,11.0,3.0,636.0,,,,1.0,1.0,104.0,121.0,58.0,,,,,,154.0,154.0,4.0,13.0,22.0,76.6,,,,,17.0,0.0,,,,194.0,4.0,1.0,5.0,,,2.0,,,5.0,9.0,204.0,560.0,8.0,13.0,230.0,39.0,26.0,11.0,8.0,47.0,39.0,,250.0,1.0,476.0,,,5.0,10.0,36.0,,659.0,,0.0,16.0,17.0,1.0,24.0,1.0,880.0,39.0,14.0,3.0,11.0,9.0,0.0
2293112,31.0,2023-04-15 15:00:00,54,Fulham,Away,166.0,25.0,2.0,10.0,8.0,1.0,1.0,195.0,5.0,,7.0,1.0,3.0,33.0,351.0,,,14.0,21.0,21.0,9.0,2.0,5.0,,,,,,,,,,,,,15.0,,,,,1.0,1.0,1.0,2.0,8.0,7.0,11.0,10.0,,82.0,76.0,2.0,,3.0,3.0,7.0,5.0,13.0,,,7.0,14.0,3.0,,8.0,2.0,54.0,54.0,3.0,19.0,9.0,,1.0,25.0,68.0,6.0,10.0,1.0,,1.0,2.0,,178.0,2.0,,1.0,2.0,,,8.0,,,3.0,,,,,,9.0,2.0,13.0,13.0,1.0,7.0,105.0,76.0,31.0,4.0,2.0,6.0,7.0,7.0,445.0,,,2.0,,,100.0,76.0,28.0,,,,,,158.0,158.0,6.0,29.0,32.0,53.5,2.0,,,,22.0,0.0,,,,102.0,4.0,2.0,6.0,,,9.0,,,4.0,13.0,108.0,335.0,7.0,13.0,205.0,62.0,19.0,12.0,4.0,23.0,19.0,,157.0,3.0,285.0,,,11.0,4.0,77.0,,467.0,1.0,0.0,21.0,17.0,,22.0,2.0,659.0,28.0,7.0,6.0,8.0,11.0,0.0
