matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2444573,11.0,2024-11-09 15:00:00,54,Fulham,Away,264.0,28.0,3.0,5.0,2.0,2.0,,272.0,5.0,,7.0,3.0,17.0,30.0,531.0,,5.0,17.0,13.0,17.0,12.0,2.0,2.0,2.0,,,,,,,,14.0,,,,,,,5.0,8.0,5.0,11.0,6.0,,102.0,66.0,3.0,1.0,2.0,,8.0,4.0,6.0,1.0,2.0,8.0,11.0,2.0,,13.0,3.0,48.0,53.0,,12.0,7.0,,2.0,,,,,,72.0,11.0,10.0,,1.0,,,199.0,2.0,,2.0,2.0,,,6.0,,,2.0,1.0,,,,1.0,7.0,,11.0,11.0,,7.0,156.0,75.0,52.0,1.0,1.0,5.0,11.0,7.0,607.0,,,3.0,1.0,,93.0,89.0,32.0,,,,,,155.0,155.0,6.0,24.0,28.0,63.9,,,,,17.0,0.0,,,,168.0,4.0,1.0,4.0,,2.0,6.0,1.0,1.0,5.0,141.0,515.0,8.0,16.0,296.0,43.0,12.0,16.0,7.0,20.0,13.0,,2.0,182.0,3.0,349.0,1.0,,12.0,18.0,53.0,4.0,625.0,,0.0,17.0,16.0,5.0,20.0,1.0,820.0,32.0,19.0,10.0,8.0,10.0,0.0
2444584,12.0,2024-11-23 15:00:00,54,Fulham,Home,207.0,13.0,2.0,8.0,6.0,2.0,,264.0,4.0,,7.0,1.0,10.0,18.0,463.0,,1.0,21.0,7.0,6.0,5.0,2.0,1.0,,,,,,,,,7.0,,,2.0,,,1.0,8.0,7.0,3.0,5.0,5.0,,88.0,51.0,1.0,1.0,,,12.0,3.0,10.0,,,7.0,17.0,3.0,,11.0,,47.0,50.0,,10.0,5.0,,1.0,0.93267,1.0256,,0.7437,1.4365,60.0,14.0,13.0,,2.0,3.0,,171.0,1.0,,1.0,1.0,,,4.0,,,1.0,,,,,1.0,5.0,2.0,11.0,11.0,3.0,7.0,140.0,61.0,40.0,2.0,1.0,4.0,4.0,3.0,522.0,,,3.0,,,106.0,82.0,38.0,,,,,,138.0,138.0,6.0,18.0,20.0,59.2,2.0,3.0,,1.0,23.0,0.0,,,,146.0,,1.0,1.0,2.0,,4.0,,,5.0,156.0,441.0,12.0,8.0,226.0,33.0,10.0,14.0,5.0,28.0,23.0,,,201.0,2.0,347.0,,,13.0,10.0,43.0,2.0,545.0,,0.0,10.0,23.0,2.0,21.0,3.0,745.0,23.0,17.0,8.0,7.0,15.0,0.0
2444597,13.0,2024-12-01 13:30:00,54,Fulham,Away,187.0,23.0,3.0,8.0,5.0,1.0,,204.0,1.0,1.0,4.0,11.0,13.0,32.0,383.0,1.0,1.0,14.0,12.0,15.0,6.0,2.0,6.0,,,,,,,,,8.0,,,,,,,8.0,4.0,4.0,12.0,2.0,,72.0,59.0,2.0,3.0,,1.0,5.0,4.0,3.0,,1.0,11.0,15.0,4.0,,6.0,,45.0,45.0,1.0,22.0,11.0,,1.0,,,,,,52.0,14.0,3.0,,1.0,1.0,,151.0,1.0,,1.0,1.0,,,5.0,,,1.0,1.0,,,,,11.0,1.0,14.0,14.0,2.0,4.0,111.0,54.0,34.0,7.0,,4.0,5.0,6.0,440.0,,,2.0,2.0,,75.0,61.0,28.0,,,,,,121.0,121.0,4.0,26.0,22.0,48.7,,,1.0,1.0,17.0,0.0,,,,120.0,2.0,,2.0,1.0,,4.0,,1.0,5.0,102.0,374.0,5.0,9.0,209.0,37.0,22.0,21.0,8.0,28.0,20.0,,,135.0,5.0,273.0,1.0,1.0,22.0,13.0,55.0,1.0,454.0,4.0,1.0,14.0,16.0,2.0,15.0,1.0,639.0,36.0,10.0,11.0,11.0,10.0,0.0
2444604,14.0,2024-12-05 19:30:00,54,Fulham,Home,195.0,18.0,2.0,3.0,1.0,1.0,,117.0,8.0,,3.0,6.0,3.0,30.0,309.0,,,15.0,13.0,15.0,2.0,1.0,1.0,,,,,,,,,5.0,,,,,,,5.0,8.0,5.0,6.0,,,61.0,31.0,,,1.0,3.0,7.0,1.0,11.0,,,5.0,10.0,,,4.0,1.0,42.0,49.0,3.0,32.0,18.0,,,,,,,,32.0,7.0,7.0,,1.0,1.0,,126.0,1.0,,,1.0,,,12.0,,,2.0,,,,,,18.0,,8.0,8.0,,3.0,92.0,52.0,25.0,6.0,2.0,3.0,1.0,2.0,360.0,,,5.0,1.0,,64.0,31.0,26.0,,,,,,118.0,118.0,5.0,12.0,10.0,43.4,,,,,17.0,0.0,,,,103.0,2.0,,2.0,,,3.0,,,5.0,61.0,295.0,7.0,4.0,216.0,33.0,32.0,18.0,5.0,16.0,11.0,,,88.0,4.0,182.0,,,19.0,3.0,58.0,,382.0,,0.0,6.0,16.0,,18.0,2.0,553.0,19.0,17.0,11.0,5.0,7.0,0.0
2444614,15.0,2024-12-08 14:00:00,54,Fulham,Home,147.0,18.0,,,,,,71.0,11.0,,7.0,11.0,4.0,28.0,218.0,,2.0,8.0,10.0,6.0,1.0,,,1.0,,,,,,,,2.0,,,,,,,6.0,10.0,2.0,2.0,,,45.0,49.0,,,,1.0,10.0,,8.0,,,,7.0,1.0,,6.0,3.0,36.0,47.0,1.0,25.0,10.0,,,,,,,,30.0,10.0,9.0,1.0,,2.0,,128.0,1.0,,1.0,1.0,,,15.0,,,1.0,4.0,,,,1.0,10.0,,9.0,9.0,3.0,7.0,77.0,54.0,19.0,6.0,,,2.0,2.0,273.0,,,,,,30.0,26.0,11.0,,,,,,113.0,113.0,,28.0,10.0,33.8,,2.0,,2.0,17.0,0.0,,,,52.0,2.0,1.0,3.0,1.0,1.0,,,,4.0,27.0,199.0,10.0,2.0,181.0,27.0,25.0,8.0,,10.0,10.0,,1.0,47.0,3.0,131.0,4.0,,30.0,6.0,61.0,,302.0,,0.0,2.0,27.0,3.0,9.0,4.0,457.0,3.0,9.0,5.0,,16.0,0.0
2444624,16.0,2024-12-14 15:00:00,54,Fulham,Away,176.0,18.0,,4.0,4.0,3.0,,108.0,11.0,1.0,4.0,3.0,2.0,26.0,280.0,1.0,,7.0,14.0,9.0,8.0,,,2.0,1.0,,1.0,,,,,11.0,,,,,,,4.0,16.0,,7.0,5.0,,49.0,40.0,1.0,,1.0,2.0,6.0,4.0,12.0,,,4.0,7.0,4.0,,6.0,1.0,47.0,39.0,2.0,29.0,16.0,,1.0,,,,,,38.0,7.0,8.0,,1.0,,1.0,108.0,2.0,,2.0,2.0,,,13.0,,,2.0,1.0,,,,,16.0,,7.0,7.0,,4.0,94.0,57.0,31.0,5.0,1.0,3.0,7.0,3.0,312.0,,,5.0,,,60.0,35.0,21.0,,,,,,101.0,101.0,1.0,18.0,13.0,38.7,,2.0,,1.0,11.0,0.0,,,,89.0,2.0,,2.0,,2.0,5.0,,1.0,4.0,47.0,257.0,6.0,10.0,195.0,32.0,29.0,16.0,3.0,14.0,11.0,,2.0,75.0,4.0,159.0,1.0,1.0,14.0,2.0,50.0,2.0,340.0,1.0,0.0,12.0,15.0,,11.0,4.0,507.0,17.0,10.0,7.0,4.0,8.0,0.0
2444634,17.0,2024-12-22 14:00:00,54,Fulham,Home,246.0,9.0,1.0,8.0,7.0,6.0,1.0,227.0,2.0,,5.0,4.0,6.0,12.0,465.0,,,21.0,15.0,15.0,12.0,,1.0,,,,,,,,,14.0,,,,,,,5.0,3.0,2.0,7.0,8.0,,78.0,40.0,2.0,2.0,,,12.0,4.0,1.0,,,6.0,16.0,6.0,,10.0,,43.0,45.0,,12.0,6.0,,,,,,,,43.0,8.0,15.0,,1.0,1.0,,179.0,,,,,,,3.0,,,,2.0,,,,,6.0,,8.0,8.0,2.0,5.0,163.0,60.0,39.0,5.0,,4.0,8.0,5.0,517.0,,,3.0,1.0,,89.0,59.0,36.0,,,,,,128.0,128.0,2.0,13.0,20.0,56.8,,,,,19.0,0.0,,,,118.0,1.0,,1.0,,,6.0,,,5.0,120.0,446.0,12.0,12.0,264.0,21.0,12.0,14.0,5.0,28.0,23.0,,,153.0,7.0,302.0,2.0,,10.0,6.0,30.0,1.0,538.0,,0.0,15.0,10.0,,26.0,1.0,731.0,34.0,9.0,5.0,6.0,6.0,0.0
2444643,18.0,2024-12-26 15:00:00,54,Fulham,Away,321.0,13.0,1.0,7.0,6.0,,,175.0,6.0,,7.0,7.0,3.0,31.0,489.0,,,10.0,7.0,11.0,9.0,1.0,1.0,2.0,,1.0,1.0,,1.0,,,12.0,,,,,,,4.0,7.0,5.0,10.0,4.0,,86.0,57.0,3.0,1.0,2.0,1.0,7.0,,8.0,,,1.0,17.0,2.0,,7.0,6.0,40.0,46.0,1.0,20.0,13.0,,,,,,,,51.0,13.0,12.0,,2.0,,1.0,197.0,2.0,,1.0,2.0,,1.0,6.0,,,2.0,1.0,,,,,13.0,,12.0,12.0,2.0,7.0,154.0,66.0,47.0,3.0,,7.0,5.0,7.0,544.0,,,3.0,1.0,,87.0,46.0,22.0,,,,,,113.0,113.0,1.0,28.0,20.0,52.9,,,3.0,,14.0,0.0,,,,130.0,5.0,2.0,7.0,,2.0,7.0,,2.0,4.0,73.0,466.0,7.0,12.0,351.0,30.0,20.0,19.0,1.0,20.0,19.0,,3.0,106.0,,236.0,1.0,,14.0,4.0,54.0,1.0,567.0,,0.0,14.0,9.0,2.0,10.0,3.0,742.0,23.0,8.0,14.0,1.0,5.0,0.0
2444654,19.0,2024-12-29 15:00:00,54,Fulham,Home,219.0,15.0,1.0,6.0,5.0,3.0,,174.0,5.0,2.0,5.0,6.0,9.0,24.0,387.0,,,19.0,26.0,15.0,7.0,,1.0,2.0,,,,,,,,10.0,,,,,,,4.0,12.0,4.0,8.0,3.0,,81.0,53.0,1.0,,1.0,2.0,7.0,2.0,8.0,1.0,,1.0,10.0,3.0,,8.0,2.0,52.0,67.0,2.0,31.0,15.0,1.0,1.0,,,,,,52.0,7.0,16.0,1.0,1.0,1.0,,174.0,2.0,1.0,2.0,1.0,1.0,,6.0,,,1.0,,,,,,15.0,,11.0,11.0,1.0,6.0,117.0,59.0,29.0,7.0,1.0,3.0,6.0,6.0,462.0,,,2.0,1.0,,69.0,49.0,26.0,,,,,,143.0,143.0,1.0,27.0,19.0,52.0,,2.0,,1.0,14.0,0.0,,,,113.0,5.0,2.0,6.0,1.0,2.0,3.0,1.0,,5.0,79.0,366.0,7.0,9.0,262.0,34.0,31.0,14.0,1.0,15.0,14.0,,2.0,115.0,6.0,238.0,,2.0,23.0,9.0,57.0,,485.0,,0.0,11.0,26.0,2.0,22.0,1.0,709.0,21.0,19.0,10.0,1.0,14.0,0.0
2444664,20.0,2025-01-05 14:00:00,54,Fulham,Home,252.0,19.0,,4.0,4.0,2.0,1.0,354.0,4.0,1.0,,4.0,14.0,18.0,602.0,,,27.0,20.0,24.0,9.0,1.0,3.0,,,,,,,,,6.0,2.0,,,,,4.0,6.0,5.0,2.0,10.0,5.0,,90.0,40.0,2.0,2.0,2.0,,4.0,7.0,6.0,,1.0,9.0,9.0,15.0,,4.0,1.0,46.0,67.0,,13.0,6.0,1.0,,,,,,,65.0,10.0,14.0,2.0,4.0,4.0,,164.0,,,,,,,4.0,,,,,,,,,6.0,,2.0,2.0,,,214.0,54.0,34.0,2.0,,3.0,7.0,4.0,663.0,,,1.0,2.0,,113.0,68.0,50.0,1.0,1.0,1.0,,2.0,133.0,133.0,3.0,18.0,19.0,72.6,,,1.0,,11.0,0.0,,,,213.0,,1.0,1.0,1.0,,4.0,,,4.0,196.0,586.0,4.0,10.0,275.0,33.0,13.0,19.0,7.0,35.0,28.0,106958.78,,237.0,5.0,441.0,,1.0,14.0,14.0,40.0,,681.0,1.0,0.0,15.0,17.0,,29.0,1.0,862.0,32.0,8.0,12.0,9.0,9.0,0.0
2444676,21.0,2025-01-14 19:30:00,54,Fulham,Away,239.0,29.0,,6.0,6.0,1.0,,212.0,3.0,,2.0,2.0,6.0,31.0,445.0,,,25.0,15.0,16.0,14.0,1.0,1.0,2.0,,,1.0,,,,,17.0,,,1.0,,1.0,1.0,11.0,3.0,1.0,12.0,9.0,,81.0,46.0,2.0,3.0,,,6.0,5.0,10.0,,,3.0,15.0,6.0,,9.0,,56.0,41.0,,10.0,9.0,2.0,,,,,,,71.0,18.0,9.0,,3.0,2.0,1.0,160.0,2.0,,,2.0,,,3.0,,,2.0,,,,,,9.0,2.0,10.0,10.0,,2.0,147.0,50.0,29.0,,2.0,8.0,9.0,5.0,501.0,,,,,,84.0,66.0,36.0,,,,,,119.0,119.0,3.0,20.0,21.0,56.1,2.0,,,,18.0,0.0,,,,134.0,,,,1.0,2.0,11.0,1.0,,4.0,128.0,426.0,6.0,17.0,258.0,45.0,10.0,8.0,1.0,24.0,23.0,,2.0,169.0,2.0,288.0,,,19.0,6.0,56.0,,522.0,,0.0,21.0,13.0,,25.0,3.0,690.0,27.0,11.0,4.0,3.0,7.0,0.0
2444685,22.0,2025-01-18 15:00:00,54,Fulham,Away,227.0,21.0,2.0,11.0,9.0,1.0,,289.0,3.0,,5.0,5.0,10.0,33.0,505.0,1.0,,19.0,21.0,21.0,9.0,2.0,3.0,,1.0,,1.0,,,,,13.0,,,,,,,5.0,7.0,1.0,14.0,3.0,,109.0,54.0,4.0,2.0,2.0,3.0,5.0,6.0,6.0,,,2.0,15.0,5.0,,7.0,3.0,45.0,56.0,3.0,25.0,11.0,,2.0,,,,,,74.0,8.0,8.0,,2.0,1.0,1.0,171.0,2.0,,1.0,2.0,,,4.0,,,2.0,,,,,,11.0,1.0,7.0,7.0,1.0,5.0,138.0,67.0,41.0,5.0,1.0,7.0,6.0,2.0,577.0,,,1.0,1.0,,115.0,80.0,26.0,,,,,,125.0,125.0,2.0,21.0,23.0,60.7,,,,,16.0,0.0,,,,172.0,3.0,1.0,5.0,,,9.0,2.0,1.0,5.0,150.0,495.0,5.0,13.0,261.0,33.0,25.0,11.0,2.0,23.0,21.0,,,187.0,3.0,352.0,,,26.0,10.0,66.0,2.0,590.0,1.0,0.0,17.0,21.0,,19.0,1.0,778.0,33.0,14.0,7.0,2.0,13.0,0.0
2444694,23.0,2025-01-26 19:00:00,54,Fulham,Home,222.0,18.0,2.0,8.0,6.0,,1.0,199.0,4.0,,1.0,4.0,14.0,20.0,413.0,,,15.0,16.0,14.0,6.0,1.0,2.0,1.0,,,,,,,,7.0,,,,,,,3.0,1.0,3.0,8.0,1.0,,90.0,51.0,,,,2.0,10.0,,3.0,,,3.0,14.0,5.0,,8.0,,44.0,42.0,2.0,10.0,4.0,,,0.413222,0.6709,,0.1864,0.1616,51.0,7.0,9.0,,,1.0,,158.0,,,,,,,4.0,,,,,,,,,4.0,,7.0,7.0,2.0,1.0,122.0,62.0,33.0,,,4.0,3.0,3.0,480.0,,,1.0,,,82.0,53.0,23.0,,,,,,126.0,126.0,1.0,18.0,30.0,50.9,,,,,20.0,0.0,,,,126.0,,,,,1.0,6.0,,,4.0,86.0,398.0,10.0,7.0,245.0,34.0,10.0,14.0,3.0,23.0,20.0,112601.68,1.0,117.0,1.0,274.0,,,18.0,15.0,46.0,2.0,496.0,,0.0,9.0,16.0,1.0,16.0,0.0,660.0,22.0,7.0,4.0,3.0,10.0,0.0
2444707,24.0,2025-02-01 15:00:00,54,Fulham,Away,163.0,19.0,2.0,8.0,6.0,1.0,1.0,198.0,6.0,,5.0,8.0,8.0,26.0,353.0,,,14.0,14.0,13.0,10.0,1.0,3.0,2.0,,,,,,,,11.0,,,,,,1.0,9.0,9.0,2.0,10.0,5.0,,77.0,53.0,2.0,1.0,1.0,2.0,11.0,7.0,3.0,,,7.0,22.0,4.0,,5.0,,38.0,52.0,2.0,26.0,12.0,,,1.02762,1.5561,,1.5419,1.6833,52.0,15.0,10.0,1.0,1.0,1.0,,145.0,2.0,1.0,2.0,1.0,1.0,1.0,7.0,,,1.0,,,,,,12.0,,7.0,7.0,1.0,5.0,96.0,64.0,40.0,4.0,,3.0,10.0,4.0,406.0,,,1.0,1.0,,99.0,43.0,34.0,,,,,,127.0,127.0,3.0,16.0,26.0,52.2,,,3.0,1.0,22.0,0.0,,,,113.0,3.0,,3.0,2.0,2.0,4.0,1.0,1.0,4.0,110.0,331.0,11.0,13.0,181.0,32.0,26.0,11.0,5.0,32.0,27.0,112033.26,3.0,148.0,4.0,282.0,,,28.0,9.0,58.0,,431.0,,0.0,15.0,20.0,,14.0,4.0,622.0,30.0,17.0,9.0,7.0,12.0,0.0
2444713,25.0,2025-02-15 15:00:00,54,Fulham,Home,204.0,13.0,3.0,10.0,7.0,,,245.0,7.0,,5.0,2.0,12.0,28.0,439.0,1.0,,10.0,15.0,16.0,12.0,1.0,6.0,,,,,,,,,17.0,,,,,,1.0,5.0,6.0,2.0,20.0,4.0,,92.0,50.0,3.0,2.0,2.0,1.0,3.0,6.0,7.0,,,8.0,18.0,7.0,1.0,4.0,1.0,44.0,37.0,1.0,25.0,17.0,,,1.55193,2.1753,,3.7715,1.0642,61.0,13.0,8.0,,2.0,1.0,,143.0,2.0,,1.0,1.0,1.0,,8.0,,,1.0,,,,,1.0,17.0,,7.0,7.0,,5.0,123.0,68.0,44.0,4.0,1.0,5.0,10.0,10.0,480.0,,,3.0,,,68.0,78.0,37.0,,,,,,110.0,110.0,2.0,22.0,21.0,55.5,,,,1.0,9.0,0.0,,,,141.0,1.0,,1.0,,,8.0,1.0,,5.0,119.0,422.0,3.0,15.0,218.0,20.0,25.0,11.0,7.0,33.0,26.0,107025.65,,152.0,,314.0,,,16.0,14.0,51.0,1.0,499.0,1.0,0.0,24.0,8.0,,11.0,0.0,674.0,37.0,15.0,5.0,8.0,8.0,0.0
2444724,26.0,2025-02-22 15:00:00,54,Fulham,Home,232.0,23.0,4.0,5.0,1.0,2.0,,223.0,6.0,1.0,1.0,3.0,12.0,31.0,450.0,,,15.0,10.0,16.0,3.0,3.0,5.0,,,,,1.0,,,,4.0,,,,,,1.0,6.0,8.0,3.0,4.0,6.0,,81.0,54.0,,,,,6.0,5.0,9.0,,,7.0,11.0,8.0,,13.0,2.0,53.0,41.0,,18.0,8.0,,,0.410384,0.205,,,1.3928,74.0,10.0,7.0,,3.0,1.0,,165.0,,,,,,,6.0,,,,,,,,,8.0,,8.0,8.0,,1.0,138.0,74.0,54.0,7.0,,2.0,4.0,,525.0,,,2.0,,1.0,74.0,59.0,34.0,,,,,,152.0,152.0,2.0,25.0,24.0,62.2,,,,1.0,21.0,0.0,,,,159.0,2.0,2.0,4.0,,,5.0,,,5.0,100.0,433.0,6.0,6.0,260.0,44.0,18.0,15.0,7.0,27.0,20.0,103024.71,,147.0,2.0,310.0,,1.0,18.0,12.0,64.0,,543.0,,0.0,10.0,15.0,,17.0,1.0,730.0,22.0,10.0,3.0,7.0,5.0,0.0
2444736,27.0,2025-02-25 19:30:00,54,Fulham,Away,196.0,12.0,1.0,3.0,2.0,,,134.0,8.0,,6.0,14.0,4.0,27.0,327.0,1.0,1.0,7.0,12.0,19.0,7.0,1.0,1.0,,,,,,,,3.0,10.0,,,,,,,7.0,11.0,7.0,10.0,1.0,,71.0,43.0,4.0,2.0,2.0,3.0,4.0,3.0,10.0,,,4.0,3.0,3.0,,4.0,,47.0,52.0,3.0,40.0,23.0,,1.0,0.754716,1.6932,,1.7357,0.4393,46.0,15.0,8.0,1.0,,,,136.0,2.0,,2.0,2.0,,,11.0,,,2.0,,,,,,23.0,,6.0,6.0,,6.0,86.0,51.0,31.0,7.0,1.0,2.0,8.0,5.0,364.0,,,5.0,1.0,,37.0,52.0,17.0,,,,,,95.0,95.0,3.0,18.0,15.0,40.0,,,,1.0,8.0,0.0,,,,94.0,3.0,1.0,4.0,,,3.0,1.0,,5.0,74.0,308.0,4.0,10.0,213.0,22.0,40.0,12.0,3.0,9.0,6.0,110615.39,,100.0,2.0,183.0,,,30.0,5.0,51.0,,387.0,1.0,0.0,11.0,20.0,5.0,8.0,3.0,562.0,14.0,17.0,6.0,5.0,17.0,0.0
2444741,28.0,2025-03-08 15:00:00,54,Fulham,Away,244.0,16.0,2.0,3.0,1.0,4.0,,133.0,7.0,,2.0,7.0,11.0,27.0,374.0,,,12.0,19.0,13.0,2.0,2.0,2.0,1.0,,,,,,,,4.0,,,,,,,7.0,8.0,1.0,6.0,,,79.0,48.0,1.0,,1.0,1.0,8.0,3.0,6.0,,,7.0,9.0,6.0,,9.0,2.0,54.0,53.0,1.0,41.0,17.0,,,0.22646,0.9026,,0.7469,1.7506,36.0,12.0,6.0,1.0,,,,141.0,1.0,,1.0,1.0,,1.0,7.0,,,1.0,,,,,1.0,17.0,,4.0,4.0,,2.0,111.0,52.0,34.0,3.0,,2.0,3.0,1.0,420.0,,,2.0,,,44.0,63.0,24.0,1.0,1.0,1.0,,,121.0,121.0,3.0,26.0,15.0,46.7,,3.0,,,16.0,0.0,,,,110.0,2.0,,2.0,,1.0,2.0,1.0,,4.0,55.0,355.0,8.0,5.0,267.0,30.0,41.0,21.0,7.0,22.0,15.0,112146.75,2.0,77.0,6.0,196.0,,,25.0,11.0,52.0,1.0,441.0,,0.0,6.0,22.0,,13.0,2.0,635.0,13.0,15.0,12.0,7.0,9.0,0.0
2444754,29.0,2025-03-16 13:30:00,54,Fulham,Home,201.0,11.0,3.0,7.0,4.0,4.0,,253.0,5.0,1.0,5.0,6.0,9.0,24.0,447.0,1.0,,22.0,15.0,18.0,5.0,1.0,3.0,,,,,,,,,8.0,,,,,,2.0,4.0,11.0,1.0,7.0,6.0,,91.0,60.0,1.0,1.0,1.0,,7.0,6.0,8.0,,,6.0,15.0,11.0,,16.0,2.0,61.0,68.0,,18.0,9.0,,1.0,0.850797,0.972,,1.7626,0.4431,64.0,13.0,10.0,,2.0,1.0,,154.0,1.0,,1.0,1.0,,,7.0,,,2.0,1.0,,,,,9.0,,10.0,10.0,,5.0,135.0,56.0,33.0,5.0,,1.0,6.0,4.0,506.0,,,4.0,,,97.0,61.0,34.0,,,,,,147.0,147.0,5.0,14.0,31.0,56.6,,,,,23.0,0.0,,,,148.0,3.0,1.0,4.0,,,3.0,1.0,2.0,4.0,126.0,430.0,7.0,7.0,225.0,26.0,18.0,18.0,6.0,33.0,27.0,109100.21,,163.0,6.0,336.0,1.0,1.0,20.0,9.0,52.0,1.0,528.0,1.0,0.0,13.0,31.0,2.0,23.0,0.0,750.0,27.0,13.0,9.0,6.0,20.0,0.0
2444761,30.0,2025-04-01 19:45:00,54,Fulham,Away,196.0,17.0,3.0,4.0,1.0,3.0,,216.0,8.0,,3.0,6.0,8.0,22.0,408.0,,,9.0,9.0,18.0,4.0,2.0,2.0,1.0,,,,,,,,7.0,,,,,,,3.0,15.0,2.0,8.0,1.0,,77.0,34.0,2.0,2.0,,,3.0,2.0,8.0,,,4.0,7.0,4.0,,5.0,2.0,42.0,43.0,,29.0,15.0,1.0,2.0,0.958185,0.9895,,1.0343,1.8231,63.0,10.0,2.0,,,,,153.0,1.0,,1.0,1.0,,,10.0,,,1.0,1.0,,,,,15.0,,4.0,4.0,2.0,3.0,129.0,52.0,30.0,5.0,,3.0,4.0,3.0,453.0,,,7.0,,,73.0,53.0,20.0,,,,,,100.0,100.0,2.0,17.0,9.0,49.1,,,,1.0,10.0,0.0,,,,114.0,2.0,,3.0,,1.0,4.0,,1.0,5.0,106.0,390.0,3.0,7.0,219.0,26.0,29.0,17.0,4.0,15.0,11.0,111146.76,1.0,132.0,5.0,269.0,1.0,,22.0,8.0,47.0,,473.0,,0.0,9.0,16.0,,9.0,3.0,619.0,15.0,9.0,7.0,4.0,13.0,0.0
2444774,31.0,2025-04-06 14:00:00,54,Fulham,Home,150.0,9.0,,1.0,1.0,2.0,,112.0,6.0,,3.0,8.0,2.0,25.0,261.0,1.0,1.0,9.0,12.0,21.0,6.0,,2.0,,,,,,,,,10.0,,,,,,,5.0,10.0,4.0,8.0,4.0,,58.0,62.0,2.0,1.0,2.0,3.0,7.0,2.0,4.0,,,4.0,6.0,2.0,,9.0,2.0,42.0,61.0,3.0,44.0,19.0,,2.0,0.783065,0.7434,,1.3425,2.0156,42.0,10.0,8.0,1.0,1.0,1.0,,119.0,1.0,,,,1.0,,7.0,,,2.0,,,,,,19.0,,8.0,8.0,1.0,4.0,77.0,53.0,26.0,4.0,2.0,3.0,4.0,6.0,316.0,,,3.0,1.0,,55.0,30.0,15.0,,,,,,134.0,134.0,5.0,22.0,25.0,37.9,,,3.0,2.0,17.0,0.0,,,,83.0,4.0,,4.0,,,4.0,,,5.0,60.0,245.0,7.0,7.0,178.0,24.0,44.0,14.0,4.0,13.0,9.0,113334.62,,87.0,7.0,172.0,,,30.0,2.0,58.0,2.0,337.0,1.0,0.0,12.0,25.0,2.0,11.0,3.0,558.0,22.0,24.0,7.0,4.0,19.0,0.0
