matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPenPost,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2128288,1,2020-09-12 12:30:00,54,Fulham,Home,246.0,13.0,,2.0,2.0,1.0,,217.0,3.0,1.0,2.0,6.0,1.0,32.0,461.0,,,20.0,7.0,8.0,3.0,,,,,,,,,1.0,,4.0,,,,,,,,1.0,5.0,9.0,4.0,1.0,4.0,99.0,50.0,,,,4.0,5.0,1.0,6.0,1.0,,2.0,5.0,5.0,,6.0,,35.0,36.0,4.0,7.0,4.0,,1.0,,,,,31.0,47.0,12.0,11.0,,,4.0,3.0,,159.0,,,,,,,4.0,,,,4.0,,10.0,10.0,1.0,,2.0,134.0,66.0,50.0,3.0,,,3.0,2.0,505.0,4.0,,,70.0,86.0,17.0,,,,,107.0,107.0,3.0,28.0,15.0,45.6,,,,,9.0,0.0,131.0,3.0,,2.0,,,2.0,1.0,,3.0,14.0,95.0,444.0,5.0,3.0,272.0,24.0,7.0,12.0,2.0,15.0,13.0,,115.0,3.0,266.0,,1.0,19.0,1.0,55.0,2.0,523.0,,0.0,5.0,11.0,,20.0,2.0,667.0,3.0,18.0,,6.0,2.0,7.0,0.0
2128300,2,2020-09-19 15:00:00,54,Fulham,Away,189.0,15.0,1.0,4.0,3.0,1.0,,169.0,2.0,,8.0,6.0,10.0,20.0,354.0,,,14.0,18.0,20.0,6.0,1.0,2.0,,,1.0,,1.0,,,,10.0,1.0,,,,,1.0,,,8.0,8.0,2.0,7.0,7.0,81.0,79.0,2.0,,3.0,1.0,22.0,3.0,12.0,,,3.0,11.0,4.0,,13.0,3.0,69.0,70.0,1.0,16.0,6.0,,,,,,,17.0,50.0,18.0,12.0,2.0,,2.0,,1.0,157.0,2.0,,2.0,2.0,,,3.0,2.0,,,6.0,1.0,16.0,16.0,2.0,,8.0,98.0,58.0,33.0,5.0,,3.0,6.0,6.0,416.0,1.0,2.0,,40.0,62.0,24.0,1.0,1.0,1.0,1.0,153.0,153.0,10.0,28.0,32.0,49.7,1.0,,,2.0,22.0,0.0,102.0,2.0,1.0,3.0,,,5.0,,,3.0,9.0,86.0,339.0,15.0,9.0,211.0,35.0,16.0,29.0,3.0,18.0,15.0,,122.0,7.0,245.0,,,17.0,11.0,47.0,,438.0,,0.0,14.0,18.0,,16.0,2.0,668.0,14.0,29.0,,20.0,3.0,11.0,0.0
2128309,3,2020-09-28 17:45:00,54,Fulham,Home,230.0,31.0,,11.0,11.0,1.0,,242.0,6.0,,3.0,3.0,7.0,36.0,461.0,,,18.0,20.0,19.0,13.0,,,,,,,,,,,14.0,,,,,,,,2.0,10.0,10.0,2.0,11.0,5.0,72.0,59.0,,,,,14.0,4.0,10.0,,1.0,5.0,21.0,15.0,,9.0,,71.0,64.0,,7.0,4.0,,,,,,,21.0,66.0,18.0,14.0,,,3.0,2.0,,173.0,,,,,,,7.0,,1.0,,4.0,1.0,7.0,7.0,,,3.0,146.0,62.0,38.0,3.0,,7.0,6.0,3.0,512.0,3.0,1.0,,74.0,97.0,47.0,,,,,154.0,154.0,1.0,29.0,25.0,65.0,,,,,14.0,0.0,147.0,2.0,,2.0,,,9.0,,,3.0,12.0,111.0,438.0,5.0,13.0,255.0,48.0,7.0,36.0,5.0,43.0,38.0,,146.0,3.0,326.0,1.0,,18.0,8.0,68.0,,538.0,,0.0,16.0,9.0,,21.0,6.0,759.0,31.0,18.0,,22.0,5.0,4.0,0.0
2128325,4,2020-10-04 14:00:00,54,Fulham,Away,257.0,14.0,1.0,4.0,3.0,,,207.0,5.0,,9.0,2.0,4.0,34.0,460.0,,,17.0,12.0,9.0,7.0,1.0,3.0,1.0,,,,1.0,,,,4.0,,,,,,,,2.0,2.0,7.0,7.0,6.0,4.0,88.0,53.0,1.0,1.0,,1.0,12.0,3.0,6.0,,,2.0,11.0,13.0,,7.0,1.0,33.0,48.0,1.0,14.0,9.0,,1.0,,,,,27.0,49.0,8.0,15.0,,,3.0,3.0,1.0,147.0,,,,,,,6.0,,3.0,2.0,9.0,,5.0,5.0,,,9.0,143.0,68.0,39.0,6.0,,5.0,3.0,2.0,504.0,6.0,,,66.0,82.0,31.0,,,,,116.0,116.0,,17.0,27.0,52.9,,,,1.0,12.0,0.0,146.0,2.0,2.0,4.0,,1.0,5.0,,,3.0,9.0,97.0,441.0,7.0,8.0,271.0,29.0,14.0,12.0,1.0,28.0,27.0,1.0,117.0,3.0,281.0,3.0,,12.0,4.0,55.0,,524.0,1.0,0.0,10.0,14.0,,19.0,1.0,713.0,17.0,17.0,,10.0,2.0,11.0,0.0
2128333,5,2020-10-18 12:00:00,54,Fulham,Away,251.0,13.0,2.0,7.0,5.0,1.0,1.0,231.0,1.0,,7.0,4.0,4.0,19.0,475.0,,,16.0,25.0,20.0,10.0,2.0,4.0,,,,1.0,1.0,,,,9.0,,,1.0,,1.0,,,,2.0,6.0,4.0,9.0,6.0,90.0,58.0,1.0,2.0,,2.0,8.0,4.0,4.0,,,5.0,3.0,7.0,,7.0,2.0,52.0,53.0,2.0,22.0,7.0,,,,,,,33.0,40.0,9.0,4.0,1.0,,2.0,1.0,1.0,163.0,,,,,,,4.0,1.0,2.0,,7.0,1.0,12.0,12.0,3.0,,7.0,150.0,68.0,42.0,2.0,,4.0,8.0,6.0,548.0,1.0,2.0,,55.0,63.0,25.0,1.0,1.0,1.0,1.0,129.0,129.0,2.0,26.0,22.0,58.5,1.0,2.0,,,8.0,0.0,160.0,3.0,2.0,5.0,1.0,,5.0,,,1.0,17.0,80.0,467.0,,12.0,284.0,24.0,22.0,23.0,5.0,16.0,11.0,,107.0,7.0,295.0,3.0,,20.0,6.0,47.0,,563.0,,0.0,15.0,14.0,,20.0,2.0,743.0,20.0,11.0,,15.0,5.0,8.0,0.0
2128340,6,2020-10-24 15:00:00,54,Fulham,Home,224.0,14.0,,9.0,9.0,2.0,2.0,359.0,5.0,1.0,5.0,,3.0,24.0,574.0,,,19.0,5.0,9.0,9.0,5.0,1.0,,,,,,,,,11.0,,,,,,,1.0,3.0,5.0,11.0,3.0,10.0,6.0,104.0,52.0,,1.0,,1.0,16.0,4.0,13.0,,1.0,4.0,8.0,16.0,,14.0,2.0,51.0,52.0,1.0,13.0,3.0,,,,,,,29.0,59.0,11.0,11.0,,,6.0,2.0,,140.0,1.0,,,1.0,,,5.0,1.0,,,3.0,2.0,10.0,10.0,,,5.0,218.0,68.0,56.0,4.0,1.0,8.0,7.0,3.0,623.0,1.0,1.0,,105.0,120.0,36.0,,,,,131.0,131.0,4.0,20.0,23.0,64.2,1.0,,,1.0,16.0,0.0,181.0,6.0,2.0,8.0,,,9.0,,,3.0,17.0,161.0,554.0,6.0,15.0,238.0,28.0,13.0,21.0,3.0,29.0,26.0,,198.0,3.0,434.0,,1.0,3.0,3.0,37.0,1.0,643.0,1.0,1.0,16.0,19.0,,20.0,0.0,851.0,30.0,17.0,,13.0,4.0,7.0,0.0
2128348,7,2020-11-02 17:30:00,54,Fulham,Home,136.0,15.0,,1.0,1.0,2.0,,168.0,4.0,,3.0,6.0,7.0,20.0,303.0,,,24.0,16.0,15.0,6.0,,1.0,,,,,,,,,12.0,,,,,,,,,7.0,6.0,4.0,6.0,7.0,61.0,56.0,1.0,1.0,1.0,1.0,21.0,4.0,9.0,,1.0,5.0,11.0,1.0,1.0,19.0,,65.0,64.0,1.0,13.0,5.0,,1.0,,,,,27.0,46.0,13.0,10.0,,1.0,2.0,1.0,,149.0,2.0,,1.0,2.0,,,8.0,2.0,,,5.0,,10.0,10.0,1.0,,4.0,94.0,66.0,26.0,2.0,1.0,2.0,6.0,6.0,368.0,5.0,2.0,,83.0,41.0,31.0,,,,,179.0,179.0,4.0,29.0,17.0,45.7,,,,,21.0,0.0,91.0,1.0,,1.0,2.0,,3.0,,,3.0,18.0,87.0,287.0,13.0,8.0,158.0,36.0,13.0,33.0,3.0,16.0,13.0,,127.0,8.0,253.0,,,21.0,8.0,56.0,1.0,395.0,,0.0,13.0,15.0,,39.0,3.0,627.0,17.0,24.0,,24.0,5.0,6.0,0.0
2128365,8,2020-11-07 20:00:00,54,Fulham,Away,164.0,12.0,1.0,7.0,7.0,1.0,1.0,225.0,6.0,,2.0,1.0,6.0,14.0,382.0,,,11.0,23.0,23.0,7.0,1.0,1.0,,,,1.0,2.0,,,,6.0,,,,1.0,,,,3.0,2.0,10.0,6.0,7.0,6.0,71.0,37.0,1.0,2.0,,2.0,12.0,6.0,5.0,,1.0,5.0,10.0,6.0,,10.0,3.0,49.0,53.0,2.0,24.0,14.0,,,,,,,19.0,45.0,9.0,9.0,,,4.0,1.0,2.0,137.0,,,,,,,11.0,,,,14.0,,5.0,5.0,1.0,,2.0,125.0,63.0,39.0,9.0,,4.0,4.0,3.0,434.0,1.0,1.0,,88.0,47.0,27.0,,,,1.0,128.0,128.0,1.0,22.0,12.0,47.0,,,,2.0,12.0,0.0,127.0,4.0,2.0,6.0,1.0,,4.0,,,2.0,13.0,111.0,364.0,5.0,8.0,190.0,24.0,24.0,13.0,3.0,19.0,17.0,,140.0,3.0,289.0,,,16.0,6.0,42.0,2.0,460.0,,0.0,13.0,12.0,,17.0,2.0,629.0,27.0,15.0,,9.0,5.0,7.0,0.0
2128368,9,2020-11-22 12:00:00,54,Fulham,Home,218.0,18.0,,3.0,3.0,1.0,,307.0,,,11.0,,1.0,25.0,522.0,1.0,,25.0,18.0,13.0,11.0,,,,,,,,,,,13.0,,1.0,,,,,,,8.0,7.0,2.0,7.0,7.0,77.0,66.0,2.0,1.0,2.0,2.0,20.0,4.0,11.0,,,2.0,7.0,2.0,,18.0,2.0,64.0,51.0,2.0,18.0,13.0,,,,,,,31.0,72.0,14.0,8.0,,,2.0,1.0,,176.0,2.0,,2.0,2.0,,,,2.0,2.0,,13.0,,10.0,10.0,2.0,,11.0,181.0,56.0,36.0,5.0,1.0,3.0,10.0,6.0,603.0,2.0,2.0,,82.0,85.0,28.0,,,,1.0,154.0,154.0,8.0,22.0,25.0,54.1,,,,,20.0,0.0,186.0,3.0,1.0,4.0,,,4.0,,,3.0,16.0,167.0,506.0,13.0,13.0,242.0,38.0,18.0,23.0,,10.0,10.0,,218.0,1.0,388.0,3.0,,5.0,2.0,41.0,2.0,620.0,1.0,0.0,14.0,12.0,1.0,26.0,2.0,838.0,24.0,22.0,,19.0,2.0,6.0,0.0
2128381,10,2020-11-30 17:30:00,54,Fulham,Away,97.0,14.0,1.0,2.0,1.0,,,130.0,2.0,,1.0,6.0,1.0,20.0,225.0,1.0,1.0,10.0,10.0,11.0,6.0,1.0,,2.0,,1.0,,1.0,,,1.0,7.0,1.0,,,,,,,1.0,16.0,8.0,8.0,7.0,3.0,57.0,58.0,3.0,2.0,2.0,4.0,10.0,2.0,8.0,,1.0,5.0,3.0,1.0,,14.0,1.0,57.0,54.0,4.0,31.0,17.0,,,,,,,38.0,47.0,21.0,9.0,1.0,,3.0,,1.0,133.0,1.0,,1.0,1.0,,1.0,6.0,1.0,1.0,1.0,17.0,,18.0,18.0,,,1.0,59.0,56.0,21.0,6.0,1.0,2.0,6.0,5.0,295.0,6.0,1.0,,53.0,61.0,13.0,,,,1.0,133.0,133.0,2.0,30.0,18.0,32.0,,,,1.0,10.0,0.0,68.0,2.0,,2.0,,2.0,3.0,,,3.0,21.0,63.0,217.0,3.0,8.0,120.0,41.0,31.0,16.0,4.0,8.0,4.0,3.0,100.0,4.0,205.0,1.0,,21.0,3.0,56.0,,317.0,1.0,0.0,10.0,24.0,1.0,16.0,2.0,512.0,16.0,9.0,,11.0,5.0,12.0,0.0
