matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attLgRight,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
987793,21,2019-01-01 15:00:00,54,Fulham,Away,151.0,15.0,2.0,4.0,2.0,5.0,,124.0,4.0,1.0,6.0,4.0,8.0,18.0,271.0,,1.0,8.0,20.0,19.0,5.0,1.0,,,1.0,,1.0,,,,,,,6.0,,,,,,,4.0,16.0,,5.0,4.0,60.0,73.0,4.0,3.0,1.0,1.0,22.0,1.0,13.0,1.0,,3.0,6.0,5.0,4.0,2.0,60.0,49.0,1.0,33.0,14.0,,1.0,49.0,12.0,7.0,,,3.0,1.0,1.0,162.0,1.0,1.0,1.0,,,8.0,1.0,,,14.0,,12.0,12.0,1.0,6.0,72.0,80.0,42.0,9.0,,2.0,5.0,4.0,341.0,4.0,5.0,,52.0,36.0,19.0,,,,,,150.0,150.0,3.0,25.0,37.0,40.4,,,,1.0,22.0,0.0,71.0,5.0,,4.0,,,,4.0,,3.0,50.0,255.0,12.0,8.0,172.0,31.0,33.0,16.0,2.0,14.0,12.0,,93.0,9.0,207.0,,1.0,21.0,9.0,54.0,4.0,365.0,,0.0,9.0,18.0,1.0,11.0,1.0,568.0,14.0,19.0,5.0,3.0,11.0,0.0
987803,22,2019-01-12 15:00:00,54,Fulham,Away,242.0,15.0,1.0,7.0,6.0,3.0,,219.0,8.0,,4.0,9.0,4.0,26.0,454.0,,,14.0,30.0,31.0,10.0,,,,,,,1.0,,,,,,9.0,,,1.0,,,2.0,3.0,6.0,6.0,9.0,3.0,92.0,76.0,1.0,1.0,,2.0,19.0,4.0,5.0,,,6.0,17.0,12.0,13.0,,66.0,52.0,2.0,23.0,13.0,,,74.0,9.0,5.0,1.0,,1.0,1.0,,194.0,1.0,1.0,1.0,,,11.0,1.0,2.0,,13.0,1.0,13.0,13.0,,4.0,142.0,81.0,38.0,2.0,,4.0,7.0,4.0,539.0,5.0,1.0,1.0,70.0,97.0,32.0,,,,,,185.0,185.0,4.0,32.0,31.0,58.2,1.0,3.0,,,19.0,0.0,136.0,,,,,,,4.0,,3.0,96.0,435.0,10.0,11.0,271.0,37.0,23.0,16.0,3.0,33.0,30.0,,141.0,13.0,326.0,2.0,,29.0,5.0,69.0,,564.0,,0.0,12.0,10.0,1.0,23.0,2.0,785.0,17.0,17.0,7.0,6.0,7.0,0.0
987814,23,2019-01-20 16:00:00,54,Fulham,Home,82.0,12.0,2.0,5.0,3.0,5.0,,92.0,7.0,,1.0,5.0,3.0,29.0,169.0,,,14.0,27.0,20.0,8.0,1.0,,,,,,,1.0,,,,,8.0,,,,,,,6.0,11.0,3.0,7.0,5.0,33.0,58.0,1.0,1.0,,5.0,16.0,3.0,6.0,,,7.0,7.0,2.0,5.0,,55.0,48.0,5.0,37.0,18.0,1.0,,44.0,10.0,7.0,,,,1.0,,120.0,,,,,,11.0,,,,18.0,,15.0,15.0,,1.0,42.0,61.0,31.0,10.0,,2.0,7.0,4.0,218.0,3.0,,,45.0,19.0,25.0,,,,,,141.0,141.0,,24.0,27.0,26.8,,3.0,,,16.0,0.0,50.0,2.0,1.0,3.0,,,,5.0,,3.0,35.0,152.0,5.0,9.0,105.0,26.0,37.0,16.0,7.0,17.0,10.0,,69.0,11.0,157.0,,,22.0,4.0,63.0,7.0,245.0,,0.0,12.0,13.0,,19.0,2.0,458.0,19.0,28.0,8.0,7.0,7.0,0.0
987824,24,2019-01-29 19:45:00,54,Fulham,Home,262.0,19.0,3.0,8.0,5.0,2.0,,275.0,1.0,,3.0,4.0,7.0,33.0,529.0,,,20.0,35.0,30.0,14.0,1.0,,1.0,,,,,,,,,,20.0,,,2.0,,1.0,,4.0,11.0,4.0,16.0,8.0,117.0,69.0,4.0,4.0,2.0,2.0,21.0,7.0,10.0,,1.0,10.0,15.0,11.0,13.0,2.0,69.0,51.0,2.0,27.0,11.0,,,64.0,10.0,5.0,2.0,,,,,184.0,2.0,1.0,2.0,,,4.0,2.0,,,11.0,3.0,11.0,11.0,2.0,3.0,163.0,64.0,38.0,1.0,1.0,7.0,10.0,8.0,604.0,5.0,1.0,,68.0,71.0,40.0,,,,,,148.0,148.0,3.0,31.0,28.0,61.9,3.0,,3.0,,21.0,0.0,159.0,3.0,1.0,4.0,,,1.0,9.0,1.0,3.0,124.0,515.0,7.0,17.0,291.0,38.0,27.0,12.0,7.0,33.0,26.0,1.0,160.0,5.0,365.0,,,23.0,9.0,71.0,1.0,623.0,,0.0,24.0,6.0,1.0,21.0,2.0,848.0,34.0,12.0,11.0,10.0,5.0,0.0
987836,25,2019-02-02 15:00:00,54,Fulham,Away,267.0,23.0,1.0,6.0,5.0,2.0,,260.0,10.0,,3.0,2.0,5.0,38.0,521.0,,,13.0,20.0,20.0,6.0,1.0,,,,,,,,,,,,7.0,,,,,,,7.0,13.0,4.0,4.0,4.0,90.0,56.0,1.0,1.0,,4.0,18.0,1.0,5.0,,,1.0,7.0,13.0,20.0,,59.0,55.0,4.0,27.0,11.0,,,66.0,12.0,8.0,,,1.0,,,174.0,,,,,,11.0,,,2.0,11.0,,9.0,9.0,2.0,3.0,162.0,88.0,64.0,11.0,,6.0,1.0,,581.0,5.0,,,74.0,104.0,26.0,1.0,1.0,1.0,,,151.0,151.0,2.0,18.0,30.0,62.7,,,,1.0,18.0,0.0,182.0,3.0,1.0,4.0,,,,7.0,,3.0,92.0,498.0,5.0,7.0,285.0,44.0,27.0,16.0,1.0,21.0,20.0,,130.0,4.0,344.0,,,11.0,5.0,59.0,1.0,608.0,,0.0,8.0,15.0,,16.0,3.0,806.0,11.0,21.0,12.0,1.0,11.0,0.0
987844,26,2019-02-09 12:30:00,54,Fulham,Home,184.0,21.0,1.0,4.0,3.0,,,212.0,6.0,,5.0,2.0,4.0,21.0,392.0,,,16.0,22.0,13.0,6.0,1.0,,1.0,,,,,,,,,,10.0,,,,1.0,,3.0,10.0,11.0,4.0,8.0,7.0,67.0,73.0,2.0,3.0,,1.0,28.0,5.0,14.0,,,5.0,9.0,10.0,6.0,1.0,61.0,54.0,1.0,19.0,8.0,,3.0,63.0,14.0,9.0,,,1.0,,,159.0,,,,,,7.0,,,,8.0,1.0,17.0,17.0,4.0,5.0,128.0,68.0,33.0,4.0,,3.0,4.0,3.0,476.0,4.0,2.0,,48.0,79.0,36.0,1.0,1.0,1.0,,,163.0,163.0,5.0,33.0,28.0,51.2,1.0,,,1.0,28.0,0.0,149.0,3.0,1.0,4.0,,,1.0,7.0,,3.0,94.0,371.0,13.0,7.0,215.0,57.0,19.0,18.0,3.0,22.0,19.0,1.0,144.0,1.0,310.0,1.0,,20.0,6.0,69.0,2.0,503.0,1.0,0.0,15.0,19.0,1.0,18.0,3.0,712.0,21.0,17.0,13.0,5.0,10.0,0.0
987861,27,2019-02-22 19:45:00,54,Fulham,Away,199.0,11.0,,2.0,2.0,2.0,,193.0,7.0,,,7.0,3.0,27.0,390.0,,1.0,7.0,21.0,19.0,5.0,,,,,,,,,,,,1.0,8.0,,,,,,,6.0,20.0,1.0,4.0,4.0,71.0,69.0,,1.0,1.0,4.0,15.0,1.0,7.0,,1.0,,4.0,4.0,18.0,1.0,61.0,60.0,4.0,32.0,12.0,,,51.0,11.0,11.0,1.0,,1.0,,,170.0,,,,,,10.0,1.0,,1.0,12.0,,13.0,13.0,3.0,,120.0,81.0,47.0,12.0,,2.0,3.0,5.0,443.0,4.0,2.0,,60.0,36.0,16.0,,,,,,139.0,139.0,1.0,31.0,34.0,44.9,,3.0,,2.0,15.0,0.0,112.0,4.0,,4.0,,,,2.0,,2.0,55.0,369.0,8.0,5.0,222.0,34.0,32.0,17.0,,8.0,8.0,,88.0,7.0,259.0,,,20.0,4.0,59.0,3.0,473.0,,0.0,8.0,18.0,1.0,12.0,1.0,673.0,12.0,17.0,12.0,,11.0,0.0
987871,28,2019-02-27 19:45:00,54,Fulham,Away,246.0,21.0,,1.0,1.0,3.0,,205.0,4.0,,3.0,5.0,8.0,32.0,450.0,,1.0,22.0,26.0,29.0,8.0,,,,,,,,,,,,,13.0,,,,,,,6.0,7.0,7.0,7.0,7.0,87.0,60.0,1.0,1.0,,3.0,20.0,6.0,6.0,,,4.0,4.0,4.0,13.0,1.0,66.0,63.0,3.0,19.0,8.0,1.0,,58.0,13.0,14.0,,,,1.0,,190.0,,,,,,11.0,,,,8.0,1.0,9.0,9.0,,3.0,151.0,82.0,43.0,7.0,,3.0,5.0,4.0,533.0,2.0,4.0,,68.0,40.0,22.0,,,,,,169.0,169.0,1.0,34.0,20.0,59.1,,,,1.0,20.0,0.0,138.0,1.0,1.0,2.0,,,,4.0,,2.0,71.0,427.0,3.0,8.0,294.0,49.0,19.0,14.0,2.0,11.0,9.0,,105.0,12.0,283.0,,,27.0,9.0,79.0,2.0,566.0,,0.0,14.0,15.0,1.0,24.0,1.0,746.0,11.0,13.0,5.0,4.0,10.0,0.0
987876,29,2019-03-03 14:05:00,54,Fulham,Home,190.0,19.0,,4.0,4.0,1.0,1.0,123.0,6.0,,1.0,6.0,1.0,26.0,309.0,,1.0,18.0,9.0,3.0,5.0,,,,,,,,,,,,1.0,7.0,,,,,,,6.0,15.0,5.0,5.0,7.0,53.0,62.0,2.0,2.0,1.0,1.0,17.0,3.0,6.0,,,5.0,9.0,3.0,11.0,4.0,41.0,36.0,1.0,17.0,5.0,,1.0,45.0,11.0,9.0,,1.0,,1.0,,140.0,1.0,1.0,,1.0,,8.0,,,,5.0,,18.0,18.0,2.0,1.0,99.0,67.0,35.0,4.0,1.0,2.0,4.0,5.0,362.0,8.0,,,54.0,35.0,31.0,,,,,,121.0,121.0,3.0,30.0,28.0,36.0,,,,,17.0,0.0,92.0,5.0,,5.0,,,,4.0,,3.0,62.0,292.0,6.0,6.0,205.0,39.0,17.0,14.0,3.0,16.0,13.0,,98.0,4.0,195.0,,,14.0,1.0,53.0,2.0,384.0,,0.0,12.0,14.0,2.0,18.0,2.0,566.0,19.0,16.0,10.0,5.0,10.0,0.0
987887,30,2019-03-09 15:00:00,54,Fulham,Away,217.0,19.0,,1.0,1.0,3.0,,162.0,6.0,,3.0,4.0,8.0,30.0,378.0,,,20.0,16.0,7.0,5.0,,,,,,,,,,,,,6.0,,,,,,,7.0,9.0,9.0,3.0,3.0,82.0,59.0,,,,2.0,15.0,2.0,6.0,,,5.0,3.0,6.0,21.0,3.0,58.0,51.0,2.0,17.0,10.0,2.0,,43.0,13.0,9.0,,,,,,151.0,1.0,,1.0,,,12.0,1.0,,,10.0,,19.0,19.0,4.0,3.0,121.0,77.0,44.0,6.0,,1.0,5.0,3.0,433.0,2.0,,,65.0,46.0,20.0,,,,,,145.0,145.0,1.0,21.0,29.0,47.2,,,,1.0,15.0,0.0,110.0,2.0,3.0,5.0,,,,1.0,,3.0,53.0,360.0,7.0,6.0,247.0,43.0,17.0,12.0,5.0,14.0,9.0,,76.0,6.0,231.0,,,14.0,8.0,60.0,1.0,464.0,,0.0,6.0,26.0,,23.0,2.0,671.0,7.0,18.0,9.0,5.0,18.0,0.0
987896,31,2019-03-17 14:15:00,54,Fulham,Home,148.0,9.0,,1.0,1.0,3.0,,127.0,8.0,,3.0,7.0,6.0,24.0,274.0,,,12.0,19.0,16.0,5.0,,,1.0,,,,,,,,,,7.0,,,,,,,5.0,11.0,5.0,2.0,5.0,63.0,60.0,,,1.0,3.0,18.0,3.0,10.0,,,1.0,2.0,3.0,14.0,1.0,58.0,55.0,3.0,20.0,8.0,,,44.0,11.0,7.0,1.0,1.0,,,,139.0,,,,,,18.0,1.0,,,8.0,,13.0,13.0,3.0,3.0,68.0,73.0,30.0,10.0,,2.0,3.0,2.0,331.0,3.0,2.0,,73.0,23.0,12.0,1.0,1.0,1.0,,,137.0,137.0,1.0,27.0,22.0,37.2,,,,1.0,18.0,0.0,95.0,3.0,1.0,4.0,,,1.0,2.0,,3.0,53.0,257.0,13.0,5.0,171.0,21.0,20.0,16.0,,5.0,5.0,1.0,81.0,10.0,199.0,,,31.0,10.0,72.0,4.0,365.0,,0.0,7.0,21.0,1.0,18.0,2.0,540.0,11.0,10.0,11.0,1.0,9.0,0.0
987907,32,2019-03-30 12:30:00,54,Fulham,Home,173.0,11.0,,4.0,4.0,,1.0,114.0,2.0,,4.0,2.0,2.0,19.0,283.0,,,12.0,6.0,12.0,3.0,1.0,,,,,1.0,,,,,1.0,,3.0,,,,,,1.0,3.0,14.0,10.0,3.0,2.0,65.0,52.0,1.0,1.0,,4.0,14.0,2.0,9.0,,,,6.0,1.0,9.0,1.0,35.0,53.0,4.0,20.0,7.0,2.0,,37.0,4.0,12.0,,,3.0,1.0,1.0,121.0,,,,,,11.0,,,,7.0,,12.0,12.0,3.0,4.0,92.0,59.0,30.0,11.0,,3.0,1.0,,335.0,8.0,,,45.0,34.0,13.0,,,,,,120.0,120.0,1.0,28.0,18.0,34.6,,,,,14.0,0.0,81.0,4.0,1.0,5.0,,,,3.0,,3.0,44.0,271.0,10.0,4.0,203.0,27.0,20.0,16.0,,8.0,8.0,,69.0,3.0,164.0,,,15.0,2.0,55.0,4.0,359.0,,0.0,5.0,20.0,,15.0,2.0,544.0,7.0,17.0,9.0,,10.0,0.0
987920,33,2019-04-02 19:45:00,54,Fulham,Away,242.0,29.0,2.0,6.0,4.0,3.0,,224.0,2.0,,5.0,5.0,6.0,38.0,460.0,,2.0,16.0,14.0,21.0,11.0,3.0,,1.0,,,,,,,,,,14.0,,,,,,1.0,2.0,12.0,3.0,15.0,2.0,95.0,63.0,2.0,2.0,1.0,1.0,18.0,7.0,11.0,,,4.0,9.0,8.0,13.0,2.0,51.0,65.0,1.0,24.0,13.0,,,52.0,5.0,12.0,1.0,,2.0,1.0,,162.0,1.0,1.0,1.0,,,2.0,1.0,,1.0,13.0,,8.0,8.0,1.0,5.0,125.0,73.0,54.0,6.0,,3.0,12.0,7.0,511.0,7.0,1.0,,67.0,62.0,30.0,,,,,,126.0,126.0,6.0,32.0,19.0,53.4,,,,1.0,18.0,0.0,149.0,3.0,,3.0,,,1.0,3.0,3.0,3.0,94.0,441.0,10.0,15.0,267.0,45.0,24.0,23.0,4.0,22.0,18.0,1.0,124.0,8.0,286.0,,,17.0,6.0,60.0,,531.0,,0.0,17.0,18.0,3.0,18.0,2.0,756.0,31.0,14.0,14.0,4.0,8.0,0.0
987925,34,2019-04-13 15:00:00,54,Fulham,Home,144.0,16.0,3.0,5.0,2.0,3.0,,111.0,5.0,,1.0,7.0,2.0,31.0,250.0,,,10.0,29.0,30.0,6.0,3.0,,1.0,,,,,,,,,1.0,8.0,,,1.0,,,1.0,3.0,7.0,2.0,9.0,3.0,43.0,69.0,3.0,1.0,2.0,2.0,14.0,,9.0,,,7.0,4.0,2.0,23.0,,74.0,71.0,2.0,25.0,9.0,,,53.0,8.0,9.0,,,1.0,1.0,,164.0,2.0,2.0,2.0,,1.0,8.0,2.0,,,9.0,1.0,8.0,8.0,,1.0,69.0,79.0,40.0,3.0,2.0,6.0,5.0,5.0,316.0,2.0,2.0,,61.0,23.0,23.0,,,,,,170.0,170.0,6.0,28.0,27.0,40.6,1.0,,,2.0,14.0,0.0,67.0,1.0,,1.0,,,1.0,7.0,,3.0,48.0,233.0,9.0,11.0,173.0,31.0,25.0,17.0,5.0,12.0,7.0,2.0,84.0,10.0,182.0,1.0,,29.0,2.0,69.0,1.0,343.0,,0.0,12.0,20.0,1.0,22.0,2.0,566.0,19.0,27.0,12.0,7.0,11.0,0.0
987932,35,2019-04-20 15:00:00,54,Fulham,Away,167.0,17.0,4.0,7.0,3.0,4.0,,218.0,8.0,,5.0,8.0,4.0,31.0,378.0,1.0,,17.0,20.0,21.0,10.0,3.0,,,,,,,,,,,,9.0,1.0,,,,,,9.0,13.0,2.0,10.0,7.0,87.0,56.0,3.0,4.0,1.0,,14.0,6.0,7.0,,,7.0,7.0,4.0,12.0,3.0,65.0,53.0,,12.0,7.0,,,47.0,18.0,10.0,1.0,,2.0,1.0,,175.0,,,,,,11.0,,,,7.0,,14.0,14.0,3.0,5.0,96.0,90.0,54.0,3.0,,5.0,8.0,5.0,431.0,3.0,1.0,,91.0,49.0,22.0,,,,,1.0,131.0,131.0,1.0,21.0,25.0,51.0,,,,1.0,14.0,0.0,99.0,5.0,,5.0,,,,6.0,1.0,3.0,86.0,362.0,5.0,13.0,182.0,33.0,12.0,18.0,5.0,17.0,12.0,,120.0,8.0,292.0,,,22.0,5.0,60.0,,457.0,2.0,0.0,17.0,14.0,2.0,23.0,3.0,642.0,32.0,14.0,9.0,7.0,10.0,0.0
987945,36,2019-04-27 15:00:00,54,Fulham,Home,338.0,14.0,2.0,3.0,1.0,2.0,,208.0,6.0,,5.0,3.0,8.0,23.0,543.0,1.0,,17.0,19.0,18.0,6.0,,,,,,,,,1.0,,,,8.0,,,,,,,5.0,10.0,3.0,2.0,6.0,98.0,59.0,,1.0,,2.0,11.0,1.0,13.0,,,10.0,6.0,3.0,24.0,5.0,69.0,61.0,2.0,25.0,10.0,,,56.0,10.0,8.0,,,1.0,,,193.0,1.0,1.0,1.0,,,7.0,1.0,,1.0,10.0,,6.0,6.0,1.0,5.0,158.0,70.0,46.0,3.0,1.0,4.0,3.0,2.0,601.0,3.0,2.0,,57.0,51.0,29.0,,,,,,148.0,148.0,3.0,21.0,24.0,73.0,,,,1.0,11.0,0.0,174.0,8.0,,8.0,,,,5.0,,3.0,92.0,527.0,4.0,7.0,356.0,30.0,25.0,17.0,9.0,18.0,9.0,,131.0,4.0,285.0,,,15.0,8.0,47.0,1.0,623.0,2.0,0.0,8.0,22.0,,20.0,0.0,833.0,21.0,19.0,13.0,10.0,10.0,0.0
987961,37,2019-05-04 15:00:00,54,Fulham,Away,325.0,14.0,,1.0,1.0,5.0,1.0,194.0,5.0,,1.0,11.0,1.0,34.0,518.0,,,16.0,17.0,24.0,3.0,1.0,,,,,,,,,,,,5.0,,,,,,1.0,4.0,12.0,7.0,3.0,3.0,104.0,52.0,1.0,1.0,,,8.0,1.0,5.0,,,1.0,3.0,4.0,17.0,2.0,54.0,62.0,,36.0,24.0,,1.0,50.0,15.0,9.0,,,1.0,1.0,,156.0,,,,,,8.0,,,2.0,24.0,,12.0,12.0,,1.0,165.0,90.0,62.0,7.0,,3.0,1.0,2.0,580.0,2.0,1.0,,70.0,52.0,14.0,,,,,,126.0,126.0,1.0,22.0,26.0,60.8,,,,,8.0,0.0,176.0,4.0,1.0,5.0,,,,3.0,,2.0,50.0,506.0,2.0,4.0,347.0,30.0,36.0,18.0,1.0,9.0,8.0,,83.0,11.0,263.0,,,29.0,2.0,67.0,,601.0,,0.0,6.0,13.0,1.0,17.0,3.0,782.0,9.0,14.0,16.0,1.0,6.0,0.0
987965,38,2019-05-12 15:00:00,54,Fulham,Home,344.0,18.0,2.0,5.0,3.0,1.0,,351.0,6.0,,3.0,5.0,2.0,29.0,690.0,,,13.0,12.0,17.0,7.0,2.0,,,,,,,,,,,,13.0,,,,,1.0,,2.0,8.0,5.0,8.0,8.0,113.0,58.0,,,,1.0,14.0,6.0,4.0,,1.0,5.0,14.0,9.0,9.0,,36.0,48.0,1.0,7.0,1.0,1.0,,84.0,6.0,8.0,,,1.0,,,206.0,,,,,,6.0,,,1.0,1.0,1.0,13.0,13.0,5.0,3.0,224.0,81.0,68.0,5.0,,6.0,3.0,2.0,745.0,1.0,1.0,,124.0,57.0,44.0,,,,,,133.0,133.0,6.0,22.0,27.0,68.1,1.0,,,1.0,14.0,0.0,222.0,2.0,,2.0,,,,8.0,1.0,3.0,152.0,671.0,7.0,9.0,355.0,35.0,7.0,17.0,5.0,28.0,23.0,,197.0,3.0,438.0,,,11.0,2.0,51.0,1.0,765.0,2.0,0.0,16.0,12.0,2.0,15.0,1.0,940.0,36.0,16.0,11.0,5.0,9.0,0.0
