matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
360470,1.0,2011-08-13 15:00:00,54,Fulham,Home,154.0,5.0,,6.0,6.0,3.0,,166.0,5.0,,8.0,6.0,21.0,21.0,314.0,,3.0,19.0,19.0,19.0,11.0,1.0,,,1.0,,1.0,,,12.0,,,,,,1.0,5.0,2.0,,53.0,40.0,2.0,2.0,,,5.0,2.0,,2.0,8.0,9.0,,8.0,,42.0,50.0,,15.0,9.0,,,75.0,10.0,19.0,,,4.0,2.0,1.0,187.0,,,,,,,7.0,,,,3.0,,,,,15.0,,10.0,9.0,,9.0,95.0,94.0,48.0,3.0,,3.0,9.0,5.0,,,1.0,2.0,,45.0,48.0,33.0,,,,,167.0,157.0,,17.0,11.0,54.1,,1.0,0.0,,,,84.0,1.0,,,,5.0,1.0,1.0,81.0,12.0,175.0,22.0,25.0,6.0,2.0,21.0,19.0,,140.0,9.0,265.0,3.0,,23.0,21.0,51.0,5.0,419.0,,0.0,15.0,9.0,8.0,30.0,2.0,584.0,5.0,3.0,2.0,6.0,0.0
360488,2.0,2011-08-21 14:00:00,54,Fulham,Away,159.0,6.0,5.0,6.0,1.0,2.0,,143.0,5.0,,6.0,2.0,15.0,17.0,296.0,1.0,1.0,16.0,11.0,17.0,8.0,3.0,,,1.0,,1.0,,,8.0,,,,,,,10.0,10.0,,64.0,50.0,2.0,2.0,,1.0,3.0,8.0,,8.0,11.0,2.0,,6.0,3.0,39.0,38.0,1.0,19.0,11.0,1.0,2.0,57.0,11.0,7.0,,,1.0,,1.0,156.0,,,,,,,17.0,,,,3.0,,,,1.0,21.0,,17.0,16.0,2.0,6.0,99.0,89.0,40.0,7.0,,5.0,6.0,4.0,,,3.0,2.0,,38.0,43.0,13.0,,,,,166.0,151.0,2.0,20.0,18.0,46.5,,,0.0,,,,75.0,1.0,3.0,,,5.0,1.0,2.0,63.0,11.0,185.0,22.0,34.0,7.0,8.0,21.0,13.0,,106.0,6.0,230.0,3.0,,18.0,15.0,47.0,1.0,394.0,1.0,0.0,12.0,11.0,5.0,20.0,2.0,577.0,9.0,3.0,8.0,8.0,0.0
360494,3.0,2011-08-28 13:00:00,54,Fulham,Away,142.0,15.0,1.0,7.0,6.0,1.0,,216.0,5.0,,,6.0,13.0,24.0,351.0,,,26.0,14.0,17.0,13.0,2.0,,,1.0,,2.0,,,11.0,,,,,,3.0,7.0,5.0,,71.0,56.0,1.0,1.0,,2.0,5.0,8.0,,6.0,11.0,5.0,,21.0,3.0,66.0,65.0,2.0,15.0,9.0,1.0,,81.0,9.0,19.0,1.0,,8.0,1.0,2.0,168.0,1.0,1.0,1.0,,1.0,,9.0,,,,1.0,,,,,19.0,1.0,16.0,15.0,,,98.0,86.0,51.0,6.0,,6.0,10.0,6.0,,,3.0,,,39.0,55.0,18.0,,,,,174.0,161.0,,21.0,29.0,53.6,,,0.0,,,,105.0,2.0,2.0,1.0,,7.0,,1.0,95.0,16.0,168.0,24.0,28.0,25.0,6.0,23.0,17.0,,140.0,9.0,297.0,1.0,,23.0,13.0,42.0,3.0,442.0,1.0,0.0,18.0,18.0,,29.0,1.0,664.0,9.0,11.0,6.0,16.0,0.0
360502,4.0,2011-09-11 16:00:00,54,Fulham,Home,132.0,14.0,2.0,4.0,2.0,1.0,,230.0,6.0,,12.0,8.0,21.0,29.0,358.0,1.0,,21.0,12.0,10.0,5.0,4.0,,,,,3.0,,,,,,,,,1.0,4.0,7.0,,63.0,68.0,,,,1.0,6.0,6.0,,11.0,27.0,8.0,,21.0,1.0,54.0,55.0,1.0,13.0,6.0,,,96.0,8.0,12.0,1.0,,,,3.0,183.0,1.0,,,1.0,,,9.0,,,,3.0,,,,1.0,15.0,,20.0,16.0,,12.0,97.0,84.0,53.0,2.0,,5.0,5.0,3.0,,,3.0,3.0,,46.0,101.0,28.0,,,,,192.0,177.0,3.0,26.0,24.0,58.3,,1.0,0.0,,,,98.0,1.0,1.0,1.0,,5.0,,3.0,144.0,10.0,147.0,25.0,28.0,20.0,10.0,45.0,35.0,,193.0,6.0,339.0,3.0,,16.0,25.0,48.0,2.0,441.0,2.0,0.0,14.0,21.0,2.0,27.0,3.0,692.0,10.0,12.0,11.0,16.0,0.0
360513,5.0,2011-09-18 15:00:00,54,Fulham,Home,105.0,10.0,3.0,5.0,2.0,5.0,1.0,161.0,10.0,1.0,4.0,8.0,18.0,25.0,261.0,,,18.0,11.0,5.0,7.0,4.0,,,1.0,,2.0,,,10.0,,,,,,1.0,8.0,10.0,,55.0,38.0,2.0,2.0,,3.0,5.0,5.0,,6.0,8.0,4.0,,15.0,2.0,44.0,36.0,2.0,15.0,7.0,,,61.0,10.0,9.0,1.0,,5.0,1.0,2.0,139.0,1.0,,,1.0,,,15.0,,,1.0,2.0,,,,,16.0,,20.0,14.0,4.0,4.0,66.0,84.0,51.0,9.0,,4.0,8.0,5.0,,,6.0,,,27.0,35.0,23.0,,,,,136.0,122.0,1.0,13.0,17.0,35.8,,1.0,0.0,,,,70.0,2.0,1.0,,,4.0,,2.0,74.0,12.0,123.0,23.0,28.0,5.0,5.0,18.0,13.0,,113.0,8.0,225.0,2.0,1.0,25.0,20.0,46.0,2.0,330.0,,0.0,14.0,20.0,,24.0,1.0,526.0,9.0,2.0,6.0,17.0,0.0
360527,6.0,2011-09-24 15:00:00,54,Fulham,Away,224.0,15.0,,3.0,3.0,1.0,,242.0,7.0,,5.0,8.0,28.0,46.0,463.0,,1.0,14.0,8.0,10.0,14.0,1.0,,,,1.0,1.0,,,16.0,,,,,1.0,1.0,5.0,4.0,,90.0,62.0,,1.0,,3.0,4.0,8.0,,1.0,5.0,6.0,,21.0,2.0,60.0,46.0,3.0,8.0,2.0,,1.0,80.0,15.0,6.0,,,1.0,,1.0,154.0,,,,,,,9.0,,,,4.0,,,,,7.0,1.0,17.0,14.0,1.0,6.0,147.0,98.0,66.0,1.0,,6.0,9.0,5.0,,,2.0,1.0,,48.0,56.0,19.0,,,,,142.0,133.0,,24.0,28.0,56.9,1.0,1.0,0.0,,,,146.0,2.0,1.0,,,9.0,,2.0,96.0,15.0,243.0,21.0,17.0,14.0,1.0,12.0,11.0,,134.0,4.0,306.0,4.0,,27.0,28.0,67.0,2.0,537.0,1.0,0.0,18.0,24.0,1.0,17.0,3.0,724.0,12.0,6.0,1.0,16.0,0.0
360533,7.0,2011-10-02 15:00:00,54,Fulham,Home,147.0,15.0,1.0,5.0,4.0,3.0,,209.0,5.0,,3.0,8.0,19.0,32.0,351.0,2.0,,23.0,12.0,12.0,11.0,,1.0,,,,,,,20.0,1.0,,,,,1.0,4.0,13.0,,73.0,49.0,3.0,,5.0,3.0,6.0,2.0,,4.0,8.0,,,4.0,3.0,35.0,37.0,3.0,15.0,6.0,,1.0,73.0,12.0,7.0,5.0,,4.0,,,152.0,4.0,1.0,4.0,3.0,1.0,,13.0,,,4.0,1.0,,,,2.0,12.0,,17.0,11.0,1.0,3.0,111.0,85.0,43.0,4.0,1.0,5.0,10.0,10.0,,,5.0,1.0,,56.0,49.0,15.0,,,,1.0,142.0,129.0,1.0,21.0,21.0,48.9,,,0.0,,,,96.0,,5.0,,1.0,6.0,,3.0,107.0,15.0,160.0,33.0,28.0,11.0,3.0,11.0,8.0,1.0,152.0,6.0,283.0,1.0,,22.0,21.0,55.0,1.0,432.0,2.0,0.0,22.0,14.0,1.0,27.0,2.0,625.0,17.0,4.0,4.0,12.0,0.0
360546,8.0,2011-10-15 15:00:00,54,Fulham,Away,117.0,14.0,,3.0,3.0,1.0,,127.0,6.0,,4.0,10.0,19.0,25.0,241.0,,,18.0,8.0,11.0,5.0,1.0,,,,,,,,7.0,,,1.0,,,,9.0,8.0,,67.0,39.0,,,,3.0,3.0,5.0,1.0,2.0,7.0,,,9.0,,43.0,41.0,3.0,15.0,3.0,,,76.0,18.0,14.0,,,2.0,,,151.0,,,,,,,12.0,,,,2.0,,,,,13.0,1.0,14.0,10.0,,4.0,60.0,85.0,34.0,5.0,,3.0,3.0,1.0,,,7.0,,,37.0,43.0,19.0,,,,,181.0,156.0,,20.0,12.0,51.8,1.0,1.0,0.0,,,,71.0,1.0,1.0,,,3.0,,3.0,56.0,6.0,142.0,37.0,40.0,5.0,2.0,9.0,7.0,,111.0,4.0,216.0,2.0,,37.0,20.0,63.0,1.0,349.0,,0.0,7.0,14.0,2.0,27.0,4.0,528.0,14.0,2.0,2.0,8.0,0.0
360553,9.0,2011-10-23 13:30:00,54,Fulham,Home,167.0,11.0,1.0,6.0,5.0,4.0,1.0,229.0,6.0,,11.0,12.0,23.0,29.0,390.0,,1.0,19.0,9.0,15.0,10.0,3.0,,,,,1.0,,,12.0,,,1.0,1.0,,1.0,5.0,7.0,,71.0,61.0,1.0,1.0,,3.0,4.0,6.0,,5.0,18.0,8.0,,14.0,1.0,46.0,55.0,3.0,17.0,10.0,,,79.0,12.0,8.0,1.0,,3.0,2.0,1.0,197.0,1.0,,1.0,1.0,,,8.0,,,1.0,2.0,,,,,13.0,2.0,17.0,12.0,1.0,11.0,106.0,102.0,66.0,1.0,,6.0,8.0,4.0,,,3.0,,,48.0,56.0,37.0,,,,,152.0,146.0,1.0,24.0,22.0,53.3,2.0,,0.0,,,,96.0,1.0,1.0,,,7.0,,2.0,108.0,14.0,179.0,25.0,23.0,13.0,4.0,32.0,28.0,,160.0,11.0,323.0,2.0,,28.0,25.0,58.0,,470.0,,0.0,15.0,24.0,1.0,22.0,3.0,682.0,16.0,8.0,5.0,16.0,0.0
360568,10.0,2011-10-29 15:00:00,54,Fulham,Away,165.0,16.0,,,,1.0,,168.0,6.0,,4.0,6.0,22.0,20.0,333.0,,,10.0,6.0,8.0,4.0,,1.0,,,,,,,6.0,,,1.0,,,,9.0,11.0,,72.0,60.0,1.0,,1.0,8.0,1.0,9.0,,,7.0,1.0,,8.0,1.0,41.0,50.0,8.0,18.0,10.0,,,69.0,13.0,17.0,1.0,,5.0,,,166.0,2.0,,1.0,2.0,,1.0,12.0,,,2.0,2.0,,,,,19.0,1.0,14.0,9.0,1.0,4.0,101.0,96.0,51.0,9.0,1.0,2.0,4.0,3.0,,,3.0,1.0,,40.0,51.0,12.0,,,,,148.0,134.0,4.0,28.0,19.0,45.9,1.0,,0.0,,,,90.0,2.0,4.0,,1.0,2.0,,3.0,76.0,6.0,187.0,31.0,32.0,11.0,,8.0,8.0,2.0,127.0,7.0,250.0,2.0,,29.0,23.0,45.0,1.0,429.0,,0.0,6.0,19.0,,10.0,5.0,601.0,9.0,6.0,,13.0,0.0
360573,11.0,2011-11-06 16:00:00,54,Fulham,Home,164.0,20.0,4.0,8.0,4.0,1.0,,258.0,1.0,,7.0,13.0,37.0,41.0,414.0,,2.0,12.0,13.0,11.0,16.0,3.0,,,1.0,,1.0,1.0,,21.0,,,,,,2.0,4.0,6.0,,88.0,75.0,1.0,3.0,,,11.0,6.0,,11.0,11.0,16.0,,19.0,,44.0,45.0,,10.0,4.0,1.0,,106.0,6.0,11.0,,,7.0,4.0,1.0,192.0,,,,,,,4.0,,,,1.0,,,,,7.0,,20.0,17.0,2.0,7.0,99.0,82.0,50.0,1.0,,3.0,16.0,13.0,,,2.0,,1.0,39.0,101.0,36.0,,,,,172.0,161.0,3.0,31.0,32.0,53.9,,1.0,0.0,,,,126.0,,2.0,2.0,,7.0,1.0,3.0,156.0,19.0,178.0,37.0,21.0,4.0,10.0,41.0,31.0,,210.0,6.0,368.0,1.0,,23.0,41.0,64.0,1.0,505.0,,0.0,31.0,19.0,6.0,14.0,0.0,717.0,12.0,4.0,11.0,16.0,0.0
360584,12.0,2011-11-19 15:00:00,54,Fulham,Away,190.0,10.0,2.0,5.0,3.0,1.0,,176.0,7.0,,10.0,8.0,13.0,21.0,361.0,,,15.0,10.0,23.0,10.0,3.0,1.0,,,1.0,1.0,,,10.0,,,,,,,8.0,5.0,,80.0,52.0,2.0,2.0,,4.0,6.0,6.0,,7.0,6.0,4.0,,9.0,1.0,42.0,48.0,4.0,20.0,8.0,,,51.0,12.0,8.0,,,1.0,,1.0,167.0,,,,,,,10.0,,,,2.0,,,,,15.0,,23.0,17.0,5.0,10.0,107.0,89.0,43.0,6.0,,3.0,10.0,4.0,,,4.0,2.0,,18.0,62.0,18.0,,,,,160.0,146.0,,20.0,16.0,48.1,,3.0,0.0,,,,110.0,2.0,1.0,,1.0,5.0,1.0,3.0,77.0,13.0,214.0,28.0,34.0,9.0,7.0,17.0,10.0,1.0,117.0,10.0,267.0,2.0,,27.0,14.0,50.0,4.0,464.0,,0.0,15.0,13.0,,17.0,1.0,657.0,6.0,4.0,7.0,13.0,0.0
360589,13.0,2011-11-26 17:30:00,54,Fulham,Away,241.0,10.0,1.0,2.0,1.0,3.0,,148.0,3.0,,4.0,4.0,21.0,20.0,387.0,,,9.0,8.0,8.0,7.0,2.0,,,,,,,1.0,7.0,,,,,,1.0,15.0,5.0,,82.0,63.0,,,,8.0,5.0,14.0,1.0,4.0,4.0,2.0,,22.0,2.0,57.0,45.0,8.0,15.0,6.0,,,53.0,9.0,9.0,,,2.0,1.0,,151.0,,,,,,,9.0,,,,3.0,,,,2.0,12.0,,18.0,11.0,1.0,4.0,111.0,85.0,49.0,13.0,,3.0,6.0,2.0,,,5.0,1.0,,21.0,42.0,14.0,,,,,139.0,125.0,,33.0,18.0,44.4,,1.0,0.0,,,,108.0,8.0,,,,3.0,,2.0,63.0,9.0,253.0,21.0,29.0,13.0,4.0,11.0,7.0,,95.0,5.0,210.0,4.0,,19.0,22.0,45.0,2.0,452.0,,0.0,10.0,21.0,1.0,10.0,3.0,657.0,13.0,7.0,4.0,15.0,0.0
360602,14.0,2011-12-05 20:00:00,54,Fulham,Home,153.0,13.0,,1.0,1.0,3.0,,203.0,4.0,,5.0,6.0,19.0,24.0,355.0,2.0,,7.0,15.0,12.0,16.0,,1.0,,,,,,,16.0,,,1.0,,,1.0,9.0,11.0,,72.0,60.0,1.0,1.0,1.0,2.0,5.0,7.0,,2.0,5.0,3.0,,3.0,3.0,49.0,52.0,2.0,25.0,10.0,,,58.0,12.0,9.0,1.0,,2.0,,,152.0,,,,,,,8.0,,,,4.0,,,,,17.0,1.0,18.0,13.0,1.0,5.0,110.0,75.0,42.0,10.0,,6.0,10.0,8.0,,,5.0,,,33.0,49.0,21.0,,,,,148.0,135.0,1.0,32.0,17.0,45.4,1.0,1.0,0.0,,,,109.0,3.0,3.0,,1.0,6.0,,2.0,90.0,16.0,177.0,33.0,38.0,21.0,2.0,10.0,8.0,1.0,134.0,9.0,276.0,4.0,,19.0,21.0,46.0,2.0,443.0,2.0,0.0,19.0,22.0,,10.0,3.0,635.0,14.0,9.0,2.0,17.0,0.0
