matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
360617,15.0,2011-12-10 15:00:00,54,Fulham,Away,123.0,15.0,1.0,4.0,3.0,4.0,,219.0,8.0,,3.0,5.0,11.0,20.0,338.0,,2.0,17.0,4.0,9.0,6.0,2.0,,,2.0,,3.0,,,9.0,,1.0,,,,,9.0,8.0,,71.0,50.0,1.0,2.0,,2.0,1.0,5.0,,5.0,7.0,4.0,,10.0,,32.0,38.0,2.0,11.0,4.0,1.0,,61.0,8.0,8.0,,,4.0,,3.0,148.0,,,,,,,11.0,,,,2.0,,,,1.0,6.0,,16.0,9.0,2.0,3.0,89.0,69.0,42.0,6.0,,3.0,5.0,7.0,,,3.0,1.0,,35.0,67.0,12.0,,,,1.0,126.0,123.0,2.0,15.0,24.0,43.4,,1.0,0.0,,,,107.0,3.0,,1.0,,5.0,,2.0,115.0,8.0,145.0,31.0,14.0,10.0,4.0,15.0,11.0,,151.0,8.0,285.0,2.0,,16.0,11.0,40.0,,415.0,,0.0,13.0,17.0,3.0,20.0,1.0,575.0,12.0,4.0,5.0,15.0,0.0
360622,16.0,2011-12-17 15:00:00,54,Fulham,Home,168.0,13.0,5.0,10.0,5.0,2.0,,177.0,4.0,,4.0,6.0,15.0,22.0,335.0,,4.0,20.0,9.0,14.0,14.0,3.0,,,1.0,,1.0,,,17.0,,,,,,1.0,6.0,10.0,,87.0,67.0,4.0,3.0,1.0,2.0,9.0,10.0,,8.0,9.0,2.0,,16.0,3.0,48.0,57.0,2.0,14.0,8.0,,1.0,80.0,8.0,11.0,2.0,,4.0,2.0,1.0,183.0,2.0,,2.0,2.0,,,10.0,,,2.0,,,,,1.0,14.0,,16.0,11.0,1.0,4.0,77.0,112.0,47.0,4.0,,7.0,12.0,5.0,,,2.0,,,29.0,72.0,23.0,,,,,173.0,163.0,2.0,35.0,17.0,51.2,,,0.0,,,,93.0,3.0,3.0,,,9.0,1.0,,91.0,19.0,185.0,35.0,24.0,14.0,7.0,19.0,13.0,,146.0,7.0,274.0,,,32.0,17.0,61.0,7.0,440.0,,0.0,23.0,24.0,5.0,26.0,1.0,656.0,8.0,8.0,8.0,20.0,0.0
360636,17.0,2011-12-21 20:00:00,54,Fulham,Home,154.0,12.0,1.0,3.0,2.0,,,193.0,3.0,,6.0,7.0,8.0,25.0,344.0,,,15.0,6.0,5.0,10.0,3.0,,,1.0,,1.0,,,13.0,,,,,,,11.0,7.0,,61.0,49.0,,1.0,,3.0,5.0,3.0,,3.0,6.0,2.0,,12.0,1.0,39.0,38.0,3.0,13.0,4.0,,,51.0,7.0,8.0,,,2.0,1.0,1.0,151.0,,,,,,,7.0,,,,,,,,,5.0,,14.0,9.0,4.0,6.0,99.0,76.0,44.0,10.0,,3.0,10.0,5.0,,,7.0,2.0,,38.0,33.0,20.0,,,,,133.0,126.0,2.0,22.0,20.0,43.5,,,0.0,,,,110.0,,3.0,1.0,,5.0,,2.0,93.0,13.0,173.0,29.0,20.0,16.0,3.0,12.0,9.0,,128.0,6.0,260.0,,,21.0,8.0,43.0,,421.0,,0.0,15.0,20.0,1.0,18.0,1.0,587.0,8.0,5.0,3.0,19.0,0.0
360641,18.0,2011-12-26 13:00:00,54,Fulham,Away,251.0,12.0,1.0,4.0,3.0,,,159.0,8.0,,7.0,6.0,14.0,26.0,406.0,,,8.0,10.0,6.0,6.0,1.0,,,,,,,,7.0,,,,,,,15.0,10.0,,90.0,64.0,2.0,1.0,1.0,4.0,1.0,11.0,,3.0,4.0,1.0,,16.0,5.0,56.0,51.0,4.0,14.0,10.0,,1.0,51.0,12.0,10.0,1.0,,3.0,1.0,,164.0,1.0,,1.0,1.0,,,17.0,,,1.0,4.0,,,,,15.0,,12.0,8.0,,9.0,127.0,77.0,49.0,9.0,,3.0,5.0,5.0,,,3.0,3.0,,46.0,32.0,9.0,,,,,143.0,128.0,2.0,30.0,18.0,47.5,,,0.0,,,,92.0,7.0,4.0,1.0,,3.0,,1.0,60.0,8.0,273.0,24.0,29.0,21.0,3.0,9.0,6.0,,89.0,2.0,209.0,4.0,,20.0,16.0,43.0,,473.0,,0.0,9.0,21.0,,14.0,1.0,680.0,13.0,14.0,3.0,15.0,0.0
360654,19.0,2011-12-31 15:00:00,54,Fulham,Away,221.0,21.0,1.0,3.0,2.0,,,168.0,1.0,1.0,3.0,3.0,16.0,32.0,386.0,,1.0,13.0,5.0,3.0,7.0,1.0,1.0,,1.0,,2.0,,,8.0,,,1.0,,,,11.0,9.0,,88.0,56.0,1.0,1.0,,5.0,3.0,1.0,,3.0,3.0,1.0,,6.0,2.0,32.0,38.0,5.0,15.0,6.0,,,50.0,7.0,10.0,1.0,,3.0,,2.0,147.0,1.0,,,1.0,,,12.0,,,1.0,1.0,,,,,13.0,2.0,15.0,13.0,,3.0,127.0,95.0,46.0,4.0,,4.0,5.0,3.0,,,8.0,2.0,,47.0,52.0,6.0,,,,,154.0,133.0,1.0,28.0,12.0,48.6,1.0,1.0,0.0,,,,101.0,3.0,,,1.0,5.0,,3.0,60.0,9.0,246.0,36.0,36.0,21.0,3.0,7.0,4.0,1.0,90.0,1.0,224.0,1.0,1.0,24.0,17.0,65.0,3.0,463.0,,0.0,11.0,17.0,1.0,17.0,0.0,657.0,13.0,8.0,3.0,13.0,0.0
360662,20.0,2012-01-02 17:30:00,54,Fulham,Home,216.0,18.0,1.0,8.0,7.0,3.0,3.0,233.0,2.0,,10.0,5.0,13.0,33.0,441.0,,2.0,11.0,5.0,8.0,11.0,4.0,,,,,1.0,,,15.0,,,,,,3.0,11.0,8.0,,81.0,60.0,4.0,3.0,1.0,2.0,4.0,7.0,,4.0,14.0,3.0,,22.0,4.0,43.0,55.0,2.0,17.0,10.0,,,89.0,7.0,13.0,1.0,,4.0,3.0,1.0,176.0,1.0,,1.0,,1.0,,5.0,,,1.0,2.0,,,,1.0,20.0,,8.0,8.0,1.0,10.0,126.0,75.0,43.0,3.0,1.0,10.0,6.0,5.0,,,3.0,1.0,,71.0,53.0,24.0,,,,,156.0,140.0,1.0,17.0,32.0,52.8,,,0.0,,,,136.0,5.0,3.0,,,13.0,,1.0,111.0,16.0,222.0,42.0,33.0,17.0,4.0,24.0,20.0,,170.0,6.0,321.0,2.0,,16.0,13.0,55.0,4.0,519.0,1.0,0.0,22.0,20.0,4.0,17.0,0.0,734.0,7.0,14.0,4.0,16.0,0.0
360670,21.0,2012-01-14 15:00:00,54,Fulham,Away,137.0,16.0,,11.0,11.0,3.0,1.0,307.0,8.0,,3.0,3.0,13.0,46.0,433.0,,,18.0,3.0,8.0,11.0,3.0,1.0,,1.0,2.0,3.0,,,14.0,,,,,1.0,1.0,8.0,6.0,,71.0,42.0,,,,3.0,3.0,4.0,,9.0,20.0,14.0,,15.0,2.0,38.0,32.0,3.0,3.0,,,,69.0,11.0,14.0,,,4.0,1.0,3.0,132.0,1.0,,,1.0,,,9.0,,,1.0,1.0,,,,1.0,1.0,1.0,13.0,11.0,4.0,3.0,138.0,68.0,53.0,,1.0,7.0,8.0,5.0,,,3.0,1.0,,87.0,84.0,26.0,,,,,133.0,128.0,1.0,19.0,17.0,60.4,1.0,,0.0,,,,151.0,3.0,,,1.0,10.0,,3.0,163.0,15.0,148.0,23.0,8.0,8.0,8.0,43.0,35.0,1.0,199.0,3.0,387.0,2.0,,8.0,13.0,56.0,1.0,492.0,1.0,0.0,18.0,8.0,,18.0,1.0,669.0,13.0,2.0,9.0,5.0,0.0
360682,22.0,2012-01-21 15:00:00,54,Fulham,Home,140.0,22.0,1.0,1.0,,2.0,,129.0,5.0,1.0,3.0,11.0,7.0,28.0,268.0,,2.0,16.0,13.0,14.0,4.0,1.0,3.0,,,,,,1.0,7.0,2.0,,,,,1.0,5.0,12.0,,65.0,64.0,2.0,,5.0,2.0,,10.0,,2.0,1.0,2.0,,15.0,3.0,55.0,55.0,2.0,19.0,10.0,,,61.0,11.0,13.0,4.0,,4.0,1.0,,158.0,2.0,,2.0,2.0,,2.0,10.0,,,3.0,1.0,,,,1.0,15.0,,15.0,9.0,,3.0,69.0,100.0,58.0,6.0,1.0,2.0,5.0,9.0,,,3.0,,,27.0,54.0,19.0,,,,2.0,173.0,158.0,3.0,28.0,21.0,44.3,,,0.0,,,,69.0,2.0,4.0,,3.0,3.0,,3.0,54.0,7.0,159.0,41.0,34.0,11.0,2.0,6.0,4.0,4.0,97.0,8.0,208.0,1.0,1.0,22.0,7.0,52.0,8.0,361.0,,0.0,12.0,24.0,2.0,19.0,0.0,565.0,22.0,4.0,2.0,21.0,0.0
360698,23.0,2012-02-01 20:00:00,54,Fulham,Home,273.0,44.0,1.0,3.0,2.0,2.0,,282.0,2.0,,8.0,4.0,10.0,70.0,552.0,,1.0,21.0,11.0,6.0,8.0,2.0,,,,,1.0,,,12.0,,,,,,,7.0,7.0,,92.0,73.0,1.0,1.0,,5.0,4.0,6.0,,8.0,8.0,11.0,,10.0,3.0,41.0,40.0,5.0,14.0,6.0,,,93.0,6.0,7.0,1.0,,2.0,1.0,1.0,195.0,1.0,,1.0,1.0,,,7.0,,,1.0,1.0,,,,,9.0,,17.0,14.0,2.0,8.0,172.0,94.0,55.0,7.0,,5.0,6.0,4.0,,,4.0,2.0,,77.0,84.0,30.0,,,,,174.0,164.0,4.0,24.0,31.0,62.3,,3.0,0.0,,,,194.0,2.0,2.0,3.0,,7.0,,,140.0,11.0,291.0,77.0,24.0,18.0,8.0,28.0,20.0,,205.0,10.0,390.0,1.0,,19.0,10.0,100.0,1.0,653.0,1.0,0.0,15.0,17.0,1.0,22.0,1.0,865.0,11.0,10.0,8.0,14.0,0.0
360702,24.0,2012-02-04 17:30:00,54,Fulham,Away,249.0,26.0,1.0,1.0,,1.0,,257.0,7.0,,7.0,4.0,3.0,28.0,505.0,,,12.0,8.0,4.0,8.0,1.0,,,,1.0,1.0,1.0,,10.0,,,,,,,11.0,6.0,,101.0,45.0,,,,1.0,3.0,7.0,,6.0,10.0,2.0,,10.0,1.0,40.0,39.0,1.0,6.0,,,,39.0,7.0,8.0,,,1.0,,1.0,165.0,,,,,,,9.0,,,,1.0,,,,,4.0,1.0,17.0,13.0,5.0,7.0,149.0,86.0,63.0,4.0,,2.0,7.0,5.0,,,6.0,,1.0,54.0,76.0,14.0,1.0,1.0,1.0,,124.0,114.0,,16.0,19.0,53.1,,,0.0,,,,157.0,2.0,,,,5.0,,3.0,114.0,9.0,269.0,36.0,16.0,15.0,6.0,18.0,12.0,,140.0,5.0,321.0,1.0,,17.0,3.0,48.0,1.0,572.0,,0.0,13.0,20.0,,12.0,3.0,738.0,9.0,7.0,6.0,14.0,0.0
360713,25.0,2012-02-11 15:00:00,54,Fulham,Home,177.0,21.0,1.0,2.0,1.0,,,136.0,13.0,,2.0,5.0,5.0,27.0,311.0,,,18.0,21.0,16.0,7.0,1.0,,,,,,,,7.0,,,,1.0,,2.0,8.0,5.0,,58.0,50.0,1.0,1.0,,3.0,2.0,3.0,,5.0,5.0,3.0,,8.0,,50.0,42.0,3.0,16.0,6.0,,,55.0,13.0,7.0,1.0,,1.0,,,187.0,1.0,,,1.0,,,19.0,,,1.0,,,,,1.0,14.0,1.0,17.0,15.0,5.0,2.0,97.0,101.0,47.0,4.0,,4.0,5.0,3.0,,,3.0,1.0,,44.0,45.0,17.0,,,,,203.0,184.0,1.0,29.0,16.0,53.2,1.0,4.0,0.0,,,,104.0,,1.0,1.0,,5.0,,3.0,63.0,9.0,225.0,45.0,35.0,11.0,4.0,12.0,8.0,,109.0,14.0,233.0,,,36.0,6.0,58.0,2.0,446.0,,0.0,10.0,14.0,,24.0,1.0,624.0,10.0,5.0,5.0,11.0,0.0
360725,26.0,2012-02-25 15:00:00,54,Fulham,Away,214.0,18.0,,,,1.0,,201.0,6.0,,5.0,4.0,4.0,34.0,415.0,,,21.0,7.0,6.0,4.0,1.0,,,,,,,,6.0,,,,,,,6.0,11.0,,94.0,51.0,1.0,,1.0,4.0,2.0,7.0,,5.0,6.0,1.0,,13.0,1.0,46.0,52.0,4.0,14.0,4.0,,,61.0,14.0,17.0,1.0,,2.0,,,170.0,1.0,,,1.0,,,12.0,,,1.0,,,,,2.0,9.0,,21.0,13.0,3.0,6.0,130.0,94.0,57.0,6.0,,3.0,3.0,2.0,,,2.0,2.0,,40.0,84.0,19.0,,,,,171.0,157.0,,25.0,22.0,55.8,,,0.0,,,,119.0,,7.0,,,4.0,,3.0,80.0,6.0,246.0,44.0,28.0,16.0,4.0,11.0,7.0,,125.0,2.0,278.0,,,15.0,6.0,49.0,4.0,513.0,,0.0,8.0,20.0,1.0,26.0,4.0,709.0,10.0,9.0,5.0,17.0,0.0
360730,27.0,2012-03-04 14:05:00,54,Fulham,Home,230.0,20.0,3.0,7.0,4.0,1.0,,286.0,6.0,,10.0,2.0,5.0,43.0,509.0,2.0,2.0,15.0,1.0,4.0,16.0,3.0,5.0,,,,1.0,,,20.0,,,1.0,,,2.0,8.0,5.0,,96.0,56.0,4.0,2.0,3.0,4.0,8.0,4.0,,7.0,12.0,5.0,,12.0,,31.0,33.0,4.0,13.0,5.0,,,62.0,7.0,10.0,5.0,,1.0,,1.0,158.0,4.0,1.0,4.0,3.0,1.0,,8.0,,,4.0,2.0,,,,,8.0,1.0,10.0,5.0,1.0,10.0,152.0,75.0,42.0,7.0,,7.0,16.0,12.0,,,7.0,,,57.0,116.0,23.0,,,,,115.0,110.0,2.0,22.0,18.0,58.2,1.0,1.0,0.0,,,,161.0,,1.0,,5.0,7.0,,3.0,146.0,23.0,239.0,40.0,18.0,13.0,4.0,21.0,17.0,5.0,175.0,1.0,349.0,2.0,,10.0,5.0,63.0,4.0,567.0,2.0,0.0,27.0,13.0,2.0,19.0,1.0,751.0,9.0,6.0,7.0,7.0,0.0
360740,28.0,2012-03-10 15:00:00,54,Fulham,Away,253.0,14.0,,1.0,1.0,3.0,,106.0,7.0,,7.0,3.0,11.0,18.0,358.0,,,8.0,15.0,9.0,4.0,1.0,,,,,,,,,,,,1.0,,1.0,9.0,7.0,,75.0,53.0,,,,3.0,2.0,3.0,,4.0,5.0,2.0,,9.0,1.0,44.0,34.0,3.0,24.0,13.0,1.0,,30.0,11.0,9.0,,,,,,154.0,,,,,,,19.0,,,,2.0,,,,,24.0,1.0,18.0,13.0,2.0,7.0,104.0,76.0,37.0,10.0,,3.0,2.0,1.0,,,2.0,1.0,,29.0,32.0,11.0,,,,,155.0,138.0,1.0,27.0,14.0,48.8,1.0,1.0,0.0,,,,102.0,3.0,2.0,,,4.0,,2.0,43.0,5.0,280.0,23.0,41.0,13.0,3.0,11.0,8.0,,65.0,11.0,166.0,4.0,,23.0,12.0,37.0,3.0,435.0,,0.0,7.0,9.0,2.0,15.0,0.0,626.0,13.0,7.0,4.0,7.0,0.0
360752,29.0,2012-03-17 15:00:00,54,Fulham,Home,157.0,20.0,1.0,1.0,,5.0,,190.0,4.0,,5.0,9.0,1.0,27.0,346.0,,,16.0,8.0,7.0,6.0,3.0,,,,,,,,11.0,,,1.0,,,1.0,7.0,3.0,,73.0,58.0,,,,1.0,4.0,3.0,,6.0,3.0,4.0,,12.0,,44.0,37.0,1.0,8.0,4.0,1.0,,60.0,8.0,7.0,,,,,,148.0,,,,,,,5.0,,,,2.0,,,,,5.0,2.0,24.0,17.0,2.0,5.0,102.0,74.0,40.0,2.0,,6.0,3.0,5.0,,,1.0,,,29.0,44.0,25.0,,,,,148.0,145.0,5.0,16.0,28.0,38.1,1.0,1.0,0.0,,,,107.0,2.0,,,,7.0,,3.0,86.0,9.0,171.0,41.0,11.0,19.0,5.0,12.0,7.0,,135.0,9.0,271.0,2.0,,19.0,1.0,51.0,2.0,430.0,,0.0,16.0,17.0,,23.0,0.0,607.0,15.0,6.0,6.0,13.0,0.0
360763,30.0,2012-03-26 20:00:00,54,Fulham,Away,221.0,14.0,,1.0,1.0,1.0,,172.0,2.0,2.0,5.0,8.0,2.0,30.0,392.0,,,12.0,10.0,6.0,7.0,,,,,,,,,7.0,,,,,,,14.0,7.0,,110.0,69.0,,,,5.0,4.0,12.0,1.0,1.0,3.0,1.0,,10.0,2.0,43.0,51.0,5.0,16.0,4.0,1.0,,46.0,6.0,17.0,,,1.0,3.0,,159.0,,,,,,,5.0,,,,2.0,,,,,8.0,,25.0,18.0,6.0,5.0,117.0,87.0,44.0,7.0,,1.0,6.0,2.0,,,9.0,,,34.0,57.0,13.0,,,,,151.0,137.0,2.0,29.0,22.0,40.5,,1.0,0.0,,,,101.0,6.0,2.0,1.0,,1.0,,2.0,61.0,7.0,244.0,35.0,30.0,11.0,1.0,8.0,7.0,,99.0,7.0,251.0,2.0,2.0,28.0,2.0,62.0,,487.0,,0.0,7.0,22.0,1.0,15.0,0.0,680.0,14.0,6.0,1.0,16.0,0.0
360772,31.0,2012-03-31 15:00:00,54,Fulham,Home,143.0,14.0,,3.0,3.0,2.0,1.0,167.0,10.0,,8.0,6.0,2.0,28.0,307.0,,2.0,9.0,4.0,13.0,9.0,1.0,,,,,,,,12.0,,,,1.0,,3.0,9.0,7.0,,69.0,61.0,1.0,1.0,2.0,5.0,3.0,2.0,,6.0,6.0,1.0,,9.0,2.0,33.0,45.0,5.0,22.0,11.0,,,50.0,12.0,9.0,1.0,,2.0,2.0,,145.0,1.0,,1.0,1.0,,,15.0,,,2.0,5.0,,,,1.0,20.0,2.0,16.0,11.0,,8.0,85.0,79.0,39.0,7.0,1.0,4.0,7.0,8.0,,,4.0,,,42.0,49.0,22.0,,,,,161.0,142.0,1.0,29.0,16.0,38.1,1.0,1.0,0.0,,,,106.0,1.0,2.0,,,4.0,,3.0,74.0,11.0,165.0,38.0,41.0,11.0,3.0,12.0,9.0,,117.0,12.0,252.0,5.0,,28.0,2.0,58.0,3.0,405.0,,0.0,15.0,19.0,3.0,14.0,1.0,598.0,6.0,4.0,6.0,15.0,0.0
360780,32.0,2012-04-07 15:00:00,54,Fulham,Away,188.0,10.0,1.0,3.0,2.0,2.0,,160.0,5.0,,7.0,,8.0,21.0,345.0,,1.0,15.0,15.0,11.0,7.0,,,1.0,,,1.0,,,10.0,,,,,,,8.0,4.0,,74.0,59.0,4.0,2.0,2.0,4.0,2.0,4.0,,3.0,6.0,2.0,,9.0,1.0,38.0,49.0,4.0,17.0,12.0,,,58.0,10.0,12.0,2.0,,1.0,,1.0,144.0,2.0,,2.0,2.0,,,11.0,,,2.0,3.0,,,,3.0,29.0,,20.0,13.0,2.0,7.0,105.0,84.0,39.0,5.0,1.0,3.0,6.0,6.0,,,3.0,2.0,,35.0,59.0,12.0,,,,,154.0,128.0,,28.0,19.0,47.6,,,0.0,,,,105.0,,1.0,,,3.0,,3.0,62.0,9.0,207.0,30.0,43.0,12.0,2.0,10.0,8.0,,101.0,8.0,231.0,4.0,,20.0,8.0,53.0,4.0,428.0,1.0,0.0,11.0,17.0,3.0,19.0,0.0,627.0,10.0,9.0,3.0,13.0,0.0
360792,33.0,2012-04-09 20:00:00,54,Fulham,Home,223.0,20.0,3.0,5.0,2.0,,,186.0,5.0,,1.0,4.0,6.0,27.0,404.0,,1.0,6.0,6.0,7.0,4.0,3.0,,,,,,,,6.0,,,,,,1.0,6.0,9.0,,73.0,58.0,1.0,1.0,,5.0,2.0,3.0,,7.0,12.0,3.0,,9.0,,30.0,52.0,5.0,17.0,11.0,,,58.0,6.0,16.0,1.0,,4.0,1.0,,156.0,1.0,1.0,1.0,,1.0,,8.0,,,,,,,,1.0,22.0,,20.0,17.0,2.0,1.0,119.0,79.0,45.0,11.0,,1.0,7.0,7.0,,,4.0,,,46.0,50.0,14.0,1.0,1.0,1.0,,138.0,122.0,2.0,28.0,21.0,46.6,,,0.0,,,,123.0,1.0,1.0,,,1.0,,3.0,73.0,8.0,232.0,38.0,33.0,11.0,6.0,22.0,16.0,,112.0,4.0,261.0,,,10.0,6.0,41.0,4.0,471.0,,0.0,10.0,25.0,1.0,10.0,1.0,659.0,11.0,4.0,7.0,20.0,0.0
360802,34.0,2012-05-01 19:45:00,54,Fulham,Away,197.0,16.0,1.0,3.0,2.0,3.0,,125.0,8.0,,5.0,10.0,2.0,29.0,319.0,,2.0,14.0,20.0,9.0,7.0,1.0,1.0,,1.0,,1.0,,,8.0,,,,1.0,,,11.0,10.0,,79.0,55.0,1.0,1.0,,4.0,2.0,4.0,1.0,4.0,4.0,1.0,,15.0,1.0,53.0,43.0,4.0,17.0,7.0,,,42.0,8.0,11.0,,,2.0,,1.0,145.0,,,,,,,17.0,,,,,,,,1.0,9.0,1.0,17.0,14.0,1.0,5.0,89.0,97.0,48.0,5.0,,3.0,5.0,4.0,,,3.0,,,32.0,48.0,10.0,,,,,140.0,129.0,1.0,24.0,19.0,40.5,1.0,1.0,0.0,,,,79.0,2.0,2.0,1.0,1.0,4.0,,3.0,49.0,8.0,212.0,35.0,28.0,14.0,3.0,8.0,5.0,1.0,82.0,9.0,188.0,1.0,,32.0,3.0,53.0,,392.0,,0.0,10.0,16.0,4.0,18.0,0.0,590.0,16.0,7.0,4.0,11.0,0.0
360813,35.0,2012-04-21 15:00:00,54,Fulham,Home,163.0,15.0,1.0,3.0,2.0,1.0,1.0,269.0,7.0,,14.0,2.0,9.0,26.0,429.0,,,13.0,4.0,4.0,7.0,3.0,,,,1.0,1.0,,,10.0,,,1.0,,1.0,2.0,5.0,5.0,,81.0,50.0,1.0,2.0,,2.0,4.0,4.0,,4.0,13.0,5.0,1.0,11.0,1.0,35.0,38.0,2.0,7.0,4.0,,,71.0,11.0,16.0,1.0,1.0,6.0,2.0,1.0,160.0,2.0,1.0,1.0,1.0,1.0,,10.0,,,1.0,,,,,,6.0,2.0,18.0,10.0,1.0,14.0,130.0,71.0,50.0,,,5.0,7.0,4.0,,,1.0,2.0,,42.0,49.0,19.0,,,,,129.0,125.0,2.0,19.0,15.0,51.2,2.0,,0.0,,,,121.0,2.0,1.0,,,6.0,,1.0,120.0,12.0,179.0,28.0,11.0,8.0,2.0,22.0,20.0,,154.0,3.0,335.0,,,12.0,9.0,43.0,2.0,492.0,,0.0,14.0,15.0,1.0,19.0,1.0,669.0,13.0,3.0,4.0,10.0,0.0
360820,36.0,2012-04-28 15:00:00,54,Fulham,Away,248.0,14.0,,2.0,2.0,,,237.0,1.0,,6.0,7.0,6.0,34.0,483.0,,,11.0,3.0,4.0,4.0,,,,,,,,,6.0,,,,,,,6.0,6.0,,98.0,46.0,,,,6.0,3.0,4.0,,4.0,7.0,1.0,,11.0,3.0,40.0,37.0,6.0,9.0,5.0,,,60.0,10.0,13.0,,,2.0,,,150.0,,,,,,,6.0,,,,,,,,1.0,6.0,1.0,23.0,17.0,2.0,6.0,145.0,87.0,54.0,3.0,,1.0,3.0,2.0,,,2.0,,,49.0,72.0,10.0,1.0,1.0,1.0,,127.0,123.0,,24.0,16.0,47.6,,,0.0,,,,164.0,1.0,2.0,,,1.0,,3.0,86.0,4.0,265.0,29.0,13.0,21.0,4.0,12.0,8.0,,121.0,3.0,304.0,,,21.0,6.0,53.0,2.0,557.0,,0.0,6.0,12.0,2.0,12.0,1.0,705.0,7.0,8.0,5.0,8.0,0.0
360833,37.0,2012-05-06 14:00:00,54,Fulham,Home,316.0,24.0,1.0,2.0,1.0,,,231.0,3.0,,4.0,2.0,19.0,28.0,545.0,,,13.0,4.0,8.0,11.0,4.0,2.0,1.0,1.0,1.0,4.0,,,12.0,,,,,,2.0,6.0,7.0,,121.0,63.0,1.0,1.0,,1.0,8.0,6.0,,8.0,8.0,3.0,,12.0,,37.0,47.0,1.0,15.0,9.0,,,58.0,8.0,13.0,1.0,,5.0,1.0,4.0,175.0,1.0,,,1.0,,,6.0,,,1.0,1.0,,,,,9.0,,12.0,9.0,,4.0,162.0,94.0,57.0,2.0,1.0,6.0,10.0,8.0,,,2.0,2.0,,60.0,46.0,23.0,,,,,120.0,119.0,3.0,25.0,26.0,56.8,,,0.0,,,,163.0,3.0,2.0,,2.0,6.0,,2.0,97.0,16.0,331.0,41.0,16.0,16.0,3.0,15.0,12.0,2.0,133.0,2.0,305.0,1.0,,17.0,19.0,53.0,,621.0,,0.0,22.0,17.0,,15.0,0.0,783.0,4.0,9.0,8.0,14.0,0.0
360846,38.0,2012-05-13 15:00:00,54,Fulham,Away,228.0,11.0,1.0,3.0,2.0,1.0,,214.0,6.0,,10.0,4.0,3.0,21.0,439.0,,,11.0,8.0,3.0,8.0,1.0,,,,,,,,9.0,,,,,1.0,,10.0,7.0,,95.0,61.0,,,,1.0,2.0,6.0,,3.0,8.0,3.0,,17.0,,50.0,32.0,1.0,8.0,3.0,,,44.0,12.0,9.0,,,,,,135.0,,,,,,,9.0,,,,,,,,1.0,7.0,2.0,19.0,16.0,1.0,10.0,141.0,81.0,52.0,9.0,,4.0,5.0,5.0,,,4.0,,,62.0,76.0,8.0,,,,,123.0,117.0,1.0,19.0,27.0,49.0,1.0,,0.0,,,,138.0,3.0,1.0,,,4.0,,1.0,68.0,9.0,246.0,26.0,14.0,12.0,2.0,13.0,11.0,,94.0,3.0,276.0,,,12.0,3.0,40.0,3.0,509.0,,0.0,11.0,16.0,,12.0,2.0,668.0,5.0,4.0,3.0,13.0,0.0
