matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
442206,21.0,2013-01-01 12:45:00,54,Fulham,Away,223.0,16.0,,,,1.0,,197.0,5.0,,7.0,4.0,6.0,32.0,420.0,,,14.0,15.0,13.0,7.0,,,2.0,,,,,,,10.0,,,,,,14.0,4.0,,,,89.0,74.0,1.0,,1.0,4.0,2.0,10.0,,2.0,5.0,7.0,,,10.0,,50.0,61.0,4.0,20.0,16.0,,,55.0,9.0,14.0,1.0,1.0,1.0,,152.0,2.0,,1.0,2.0,,1.0,12.0,,,2.0,1.0,,,,1.0,28.0,,25.0,20.0,2.0,,7.0,136.0,93.0,50.0,10.0,1.0,4.0,5.0,3.0,,,,6.0,4.0,,57.0,74.0,8.0,,,,,,157.0,137.0,4.0,26.0,34.0,55.3,,,,,0.0,,,,127.0,2.0,1.0,,,2.0,5.0,,,2.0,92.0,,9.0,240.0,37.0,40.0,15.0,4.0,12.0,8.0,3.0,127.0,2.0,276.0,2.0,,24.0,6.0,59.0,2.0,504.0,,0.0,10.0,26.0,,15.0,0.0,723.0,,10.0,,8.0,5.0,20.0,0.0
442212,22.0,2013-01-12 15:00:00,54,Fulham,Home,148.0,22.0,,5.0,5.0,3.0,,221.0,6.0,1.0,9.0,10.0,6.0,32.0,364.0,,,19.0,8.0,9.0,6.0,,,1.0,,3.0,,3.0,,,8.0,,,,,1.0,6.0,10.0,,,,78.0,73.0,,,,2.0,3.0,8.0,,,6.0,12.0,6.0,,17.0,3.0,48.0,47.0,2.0,11.0,4.0,,,55.0,9.0,15.0,,6.0,3.0,3.0,142.0,1.0,,,1.0,,,10.0,,,1.0,2.0,,,,,8.0,,25.0,20.0,3.0,,9.0,100.0,78.0,47.0,8.0,1.0,3.0,4.0,2.0,,,,2.0,2.0,,66.0,75.0,18.0,,,,,,160.0,145.0,3.0,32.0,27.0,49.2,,,,,0.0,,,,123.0,3.0,3.0,,1.0,1.0,7.0,,,3.0,110.0,,7.0,168.0,38.0,26.0,16.0,5.0,26.0,21.0,3.0,143.0,10.0,301.0,2.0,1.0,27.0,6.0,53.0,2.0,443.0,,0.0,12.0,13.0,,22.0,0.0,663.0,,11.0,,10.0,6.0,12.0,0.0
442221,23.0,2013-01-19 15:00:00,54,Fulham,Away,218.0,17.0,1.0,4.0,3.0,1.0,,260.0,9.0,,6.0,5.0,12.0,34.0,474.0,,,16.0,6.0,12.0,1.0,,,,,,,,,,2.0,,,1.0,,,12.0,8.0,,,,105.0,66.0,,,,2.0,,7.0,1.0,,2.0,15.0,7.0,,17.0,2.0,46.0,52.0,2.0,8.0,3.0,,,51.0,6.0,12.0,,,,,171.0,,,,,,,13.0,,,,,,,,,7.0,1.0,23.0,18.0,5.0,,6.0,126.0,77.0,49.0,1.0,,1.0,,,,,,3.0,2.0,,74.0,119.0,16.0,,,,,,142.0,136.0,1.0,22.0,33.0,54.5,1.0,,,,0.0,,,,147.0,3.0,2.0,,1.0,,2.0,,,2.0,112.0,,1.0,233.0,28.0,14.0,19.0,2.0,24.0,22.0,,142.0,5.0,340.0,,,19.0,12.0,52.0,1.0,549.0,,0.0,2.0,19.0,2.0,18.0,2.0,731.0,,5.0,,9.0,2.0,16.0,0.0
442238,24.0,2013-01-30 20:00:00,54,Fulham,Home,103.0,8.0,,2.0,2.0,4.0,1.0,126.0,1.0,,,7.0,4.0,16.0,227.0,,,19.0,24.0,24.0,10.0,1.0,,,,,,1.0,,,16.0,,,1.0,,1.0,9.0,3.0,,,,47.0,76.0,3.0,2.0,2.0,2.0,5.0,10.0,,,2.0,8.0,3.0,,18.0,2.0,64.0,80.0,2.0,46.0,29.0,,1.0,64.0,8.0,10.0,2.0,3.0,1.0,1.0,147.0,2.0,1.0,2.0,1.0,1.0,,11.0,,,1.0,4.0,,,,1.0,41.0,1.0,23.0,19.0,,,,68.0,97.0,32.0,8.0,,6.0,7.0,5.0,,,,1.0,,,44.0,51.0,12.0,,,,,,179.0,152.0,2.0,36.0,26.0,44.0,1.0,,,1.0,0.0,,,,51.0,2.0,1.0,,,,8.0,,,3.0,73.0,,13.0,115.0,22.0,73.0,14.0,2.0,14.0,12.0,,116.0,6.0,212.0,4.0,,30.0,6.0,57.0,2.0,313.0,,0.0,18.0,37.0,1.0,26.0,2.0,586.0,,12.0,,9.0,2.0,34.0,0.0
442241,25.0,2013-02-02 17:30:00,54,Fulham,Home,112.0,21.0,3.0,4.0,1.0,5.0,,161.0,4.0,,3.0,12.0,7.0,29.0,269.0,,,18.0,19.0,12.0,10.0,2.0,,,,1.0,,2.0,,,10.0,,,,,1.0,10.0,6.0,,,,55.0,68.0,,,,2.0,4.0,3.0,1.0,,5.0,11.0,3.0,,12.0,3.0,50.0,53.0,2.0,20.0,11.0,1.0,1.0,72.0,10.0,15.0,,4.0,1.0,2.0,156.0,,,,,,,7.0,,,,,,,,2.0,21.0,2.0,20.0,14.0,1.0,,3.0,74.0,80.0,43.0,8.0,,4.0,8.0,6.0,,,,4.0,,,36.0,70.0,23.0,,,,,,159.0,144.0,5.0,28.0,21.0,44.8,,,,1.0,0.0,,,,75.0,4.0,2.0,,2.0,,6.0,,,3.0,90.0,,12.0,121.0,45.0,35.0,13.0,5.0,20.0,15.0,,153.0,12.0,259.0,,,34.0,7.0,68.0,2.0,360.0,,0.0,16.0,21.0,,22.0,1.0,575.0,,8.0,,5.0,5.0,18.0,0.0
442253,26.0,2013-02-09 15:00:00,54,Fulham,Away,218.0,32.0,1.0,2.0,1.0,5.0,,226.0,5.0,,2.0,12.0,7.0,48.0,442.0,,,15.0,11.0,28.0,4.0,,,,,,,,,,6.0,,,,,,7.0,8.0,,,,90.0,56.0,,,,2.0,4.0,9.0,,,4.0,9.0,4.0,,11.0,1.0,50.0,68.0,2.0,16.0,8.0,,,75.0,16.0,10.0,,1.0,1.0,,168.0,,,,,,,10.0,,,,2.0,,,,,18.0,,15.0,9.0,,,2.0,150.0,97.0,53.0,3.0,,1.0,3.0,1.0,,,,4.0,,,59.0,71.0,14.0,,,,,,163.0,146.0,1.0,20.0,26.0,56.9,,,,1.0,0.0,,,,133.0,2.0,2.0,,2.0,,2.0,,,3.0,102.0,,4.0,232.0,51.0,33.0,9.0,4.0,18.0,14.0,,159.0,17.0,327.0,2.0,,37.0,8.0,79.0,,541.0,,0.0,7.0,24.0,,17.0,2.0,726.0,,10.0,,6.0,4.0,14.0,0.0
442260,27.0,2013-02-23 12:45:00,54,Fulham,Home,181.0,27.0,,5.0,5.0,3.0,,252.0,4.0,1.0,3.0,5.0,10.0,33.0,428.0,,,14.0,22.0,24.0,15.0,,,2.0,,,1.0,1.0,,,18.0,,,,,,6.0,4.0,,,,95.0,72.0,1.0,1.0,,3.0,5.0,7.0,,2.0,9.0,13.0,7.0,,12.0,3.0,54.0,56.0,3.0,21.0,14.0,,1.0,64.0,7.0,9.0,1.0,3.0,2.0,1.0,173.0,,,,,,,8.0,,,1.0,,,,,3.0,30.0,,20.0,16.0,2.0,,3.0,127.0,76.0,40.0,4.0,,11.0,4.0,4.0,,,,2.0,1.0,,77.0,90.0,19.0,,1.0,1.0,1.0,,165.0,145.0,3.0,28.0,36.0,60.7,,,,,0.0,,,,118.0,3.0,,,1.0,2.0,11.0,1.0,,3.0,134.0,,15.0,199.0,46.0,41.0,19.0,7.0,29.0,22.0,2.0,177.0,5.0,343.0,,1.0,27.0,10.0,61.0,1.0,513.0,,0.0,20.0,13.0,2.0,15.0,1.0,726.0,,8.0,,10.0,9.0,9.0,0.0
442275,28.0,2013-03-02 15:00:00,54,Fulham,Away,184.0,22.0,1.0,3.0,2.0,2.0,,181.0,6.0,,3.0,4.0,8.0,25.0,362.0,,1.0,15.0,15.0,21.0,7.0,,,3.0,,,,,,,8.0,1.0,,,,,11.0,7.0,,,,71.0,63.0,1.0,1.0,2.0,6.0,2.0,8.0,,1.0,3.0,12.0,2.0,1.0,13.0,1.0,58.0,56.0,6.0,17.0,11.0,,,47.0,14.0,9.0,1.0,1.0,,,136.0,,,,,,1.0,13.0,,,1.0,3.0,,,,,27.0,,17.0,13.0,2.0,,5.0,122.0,89.0,46.0,7.0,,2.0,5.0,5.0,,,,5.0,2.0,,58.0,52.0,10.0,1.0,1.0,1.0,,1.0,159.0,131.0,,30.0,23.0,50.5,,,,,0.0,,,,110.0,3.0,,,,3.0,3.0,1.0,,3.0,76.0,,7.0,199.0,32.0,45.0,15.0,3.0,17.0,14.0,3.0,104.0,10.0,257.0,3.0,,25.0,8.0,51.0,1.0,439.0,,0.0,10.0,19.0,1.0,16.0,3.0,650.0,,6.0,,7.0,3.0,15.0,0.0
442280,29.0,2013-04-17 20:00:00,54,Fulham,Home,195.0,25.0,1.0,3.0,2.0,,,201.0,4.0,,8.0,7.0,10.0,50.0,393.0,,,26.0,11.0,5.0,8.0,1.0,,,,,,2.0,,,7.0,,,,,,10.0,7.0,,,,64.0,62.0,1.0,1.0,,1.0,5.0,14.0,,,6.0,6.0,3.0,,15.0,1.0,61.0,47.0,1.0,11.0,9.0,,,64.0,14.0,13.0,,4.0,2.0,2.0,137.0,,,,,,,9.0,,,,2.0,,,,1.0,11.0,,24.0,15.0,4.0,,8.0,126.0,80.0,51.0,5.0,,4.0,5.0,2.0,,,,4.0,2.0,,66.0,62.0,18.0,,,,,,146.0,140.0,2.0,27.0,23.0,52.8,,,,,0.0,,,,142.0,3.0,1.0,,,,4.0,1.0,,3.0,85.0,,9.0,209.0,44.0,17.0,15.0,6.0,17.0,11.0,,125.0,3.0,277.0,2.0,,19.0,10.0,67.0,3.0,469.0,,0.0,11.0,23.0,3.0,30.0,2.0,681.0,,12.0,,6.0,6.0,19.0,0.0
442297,30.0,2013-03-17 15:00:00,54,Fulham,Away,152.0,12.0,3.0,5.0,2.0,2.0,,110.0,8.0,2.0,4.0,5.0,10.0,18.0,257.0,,,27.0,7.0,18.0,4.0,,,,,,,,1.0,,5.0,,,,,,6.0,9.0,,,,59.0,56.0,2.0,1.0,1.0,5.0,,6.0,,1.0,5.0,10.0,,,8.0,2.0,31.0,55.0,5.0,23.0,13.0,,,55.0,8.0,10.0,1.0,,,,130.0,1.0,,1.0,1.0,,,13.0,,,1.0,1.0,,,,3.0,23.0,,27.0,16.0,,,4.0,76.0,80.0,37.0,5.0,,3.0,2.0,2.0,,,,2.0,1.0,,29.0,67.0,10.0,,,,,,157.0,140.0,2.0,25.0,21.0,40.5,,,,,0.0,,,,79.0,2.0,1.0,,1.0,,5.0,,,2.0,47.0,,5.0,174.0,32.0,40.0,12.0,5.0,15.0,10.0,1.0,86.0,7.0,185.0,1.0,2.0,24.0,10.0,49.0,4.0,344.0,,0.0,7.0,20.0,1.0,33.0,1.0,570.0,,14.0,,7.0,5.0,14.0,0.0
442302,31.0,2013-04-01 20:00:00,54,Fulham,Home,137.0,11.0,2.0,3.0,1.0,2.0,1.0,196.0,3.0,,2.0,5.0,13.0,22.0,330.0,,1.0,16.0,9.0,20.0,4.0,2.0,,,,1.0,,1.0,,,5.0,1.0,,,,1.0,8.0,13.0,,,,81.0,60.0,,,1.0,2.0,2.0,15.0,,2.0,3.0,9.0,2.0,,11.0,3.0,52.0,51.0,2.0,21.0,13.0,1.0,,52.0,12.0,7.0,2.0,4.0,2.0,1.0,125.0,,,,,,,10.0,,,1.0,2.0,,,,,25.0,,12.0,9.0,2.0,,2.0,101.0,77.0,41.0,6.0,,3.0,3.0,3.0,,,,7.0,6.0,,56.0,79.0,12.0,,1.0,1.0,1.0,1.0,152.0,132.0,2.0,22.0,27.0,48.3,,,,,0.0,,,,97.0,1.0,4.0,,1.0,,4.0,1.0,,2.0,79.0,,6.0,151.0,16.0,41.0,12.0,3.0,16.0,13.0,1.0,111.0,8.0,269.0,2.0,,22.0,13.0,40.0,6.0,404.0,1.0,1.0,9.0,17.0,3.0,21.0,2.0,605.0,,5.0,,7.0,3.0,13.0,0.0
442312,32.0,2013-04-07 15:00:00,54,Fulham,Away,195.0,12.0,2.0,4.0,2.0,1.0,1.0,162.0,6.0,,2.0,9.0,15.0,29.0,353.0,,,13.0,15.0,19.0,2.0,2.0,,1.0,,,,,,,4.0,,,,,1.0,17.0,11.0,,,,83.0,45.0,3.0,3.0,,8.0,2.0,12.0,1.0,,3.0,4.0,4.0,,16.0,3.0,58.0,55.0,8.0,22.0,15.0,,,46.0,11.0,13.0,,3.0,1.0,,146.0,,,,,,,14.0,,,,2.0,,,,,21.0,,11.0,8.0,1.0,,2.0,98.0,81.0,43.0,10.0,,1.0,3.0,2.0,,,,7.0,2.0,,29.0,84.0,12.0,,,,,,149.0,125.0,,22.0,11.0,50.4,,,,,0.0,,,,105.0,4.0,,,1.0,1.0,4.0,,,2.0,64.0,,4.0,214.0,21.0,46.0,7.0,3.0,12.0,9.0,1.0,97.0,6.0,230.0,4.0,,27.0,16.0,53.0,,432.0,,0.0,8.0,20.0,1.0,16.0,2.0,634.0,,5.0,,3.0,3.0,14.0,0.0
442320,33.0,2013-04-13 15:00:00,54,Fulham,Away,199.0,21.0,,2.0,2.0,5.0,,197.0,4.0,,6.0,4.0,18.0,25.0,394.0,1.0,2.0,17.0,12.0,17.0,8.0,,,,,,,,,1.0,10.0,,,,1.0,,8.0,10.0,,,,87.0,55.0,2.0,2.0,,2.0,3.0,9.0,,,5.0,5.0,7.0,,12.0,,55.0,43.0,2.0,26.0,16.0,1.0,,50.0,15.0,5.0,,,,,140.0,,,,,,,10.0,,,,3.0,,,,,20.0,1.0,20.0,10.0,4.0,,6.0,135.0,85.0,49.0,8.0,,6.0,2.0,,,,,5.0,1.0,,40.0,84.0,19.0,,,,,,145.0,131.0,1.0,28.0,20.0,51.3,1.0,,,2.0,0.0,,,,113.0,2.0,1.0,,1.0,,7.0,,,3.0,75.0,,8.0,223.0,30.0,40.0,13.0,3.0,15.0,12.0,,111.0,7.0,267.0,3.0,,19.0,18.0,44.0,2.0,475.0,1.0,0.0,10.0,15.0,2.0,18.0,2.0,665.0,,8.0,,6.0,5.0,12.0,0.0
442329,34.0,2013-04-20 15:00:00,54,Fulham,Home,130.0,13.0,,3.0,3.0,,,99.0,7.0,,7.0,3.0,12.0,24.0,226.0,,1.0,12.0,12.0,7.0,1.0,,1.0,2.0,,1.0,1.0,3.0,,,3.0,,,,,,7.0,4.0,2.0,5.0,,52.0,59.0,,,,3.0,2.0,12.0,,,7.0,9.0,6.0,,8.0,1.0,50.0,42.0,3.0,8.0,6.0,,,40.0,12.0,8.0,,3.0,,3.0,114.0,,,,,,,9.0,,,,,,,,,11.0,,35.0,20.0,3.0,,7.0,57.0,57.0,27.0,3.0,,,1.0,3.0,276.0,,,4.0,2.0,,24.0,53.0,23.0,,,,,,123.0,123.0,2.0,29.0,18.0,28.8,,,,,0.0,,,,71.0,,2.0,2.0,,2.0,2.0,,,2.0,43.0,210.0,1.0,145.0,20.0,19.0,16.0,6.0,21.0,15.0,3.0,73.0,3.0,170.0,1.0,,20.0,12.0,44.0,8.0,294.0,1.0,1.0,7.0,17.0,1.0,13.0,0.0,485.0,10.0,12.0,,10.0,7.0,16.0,0.0
442342,35.0,2013-04-27 15:00:00,54,Fulham,Away,167.0,8.0,1.0,3.0,2.0,1.0,,127.0,10.0,,3.0,9.0,14.0,20.0,291.0,,,22.0,8.0,4.0,3.0,,,,,,,1.0,,,5.0,,,,,,14.0,7.0,,,,55.0,42.0,,,,4.0,3.0,7.0,,,2.0,6.0,3.0,,15.0,1.0,54.0,35.0,4.0,21.0,5.0,,,41.0,17.0,12.0,,2.0,2.0,1.0,131.0,,,,,,,15.0,,,,,,,,1.0,7.0,,22.0,13.0,3.0,,3.0,89.0,67.0,34.0,7.0,,2.0,1.0,,,,,6.0,,,37.0,40.0,14.0,,,,,,138.0,125.0,,19.0,18.0,46.1,,,,3.0,0.0,,,,89.0,3.0,,,1.0,,3.0,,,3.0,54.0,,3.0,183.0,23.0,34.0,13.0,2.0,13.0,11.0,,89.0,4.0,194.0,,,22.0,15.0,37.0,4.0,364.0,,0.0,6.0,14.0,1.0,23.0,3.0,562.0,,9.0,,5.0,2.0,13.0,0.0
442349,36.0,2013-05-04 15:00:00,54,Fulham,Home,159.0,20.0,1.0,11.0,10.0,5.0,,182.0,4.0,,3.0,11.0,8.0,40.0,330.0,,,21.0,8.0,17.0,13.0,2.0,,,,1.0,,1.0,,1.0,18.0,,1.0,,1.0,2.0,12.0,9.0,,,,54.0,48.0,4.0,3.0,1.0,2.0,5.0,6.0,,,3.0,24.0,6.0,,5.0,,42.0,44.0,2.0,13.0,7.0,,,69.0,16.0,6.0,2.0,2.0,1.0,1.0,153.0,2.0,,2.0,2.0,,,11.0,,,2.0,1.0,,,,1.0,9.0,2.0,14.0,9.0,2.0,,3.0,93.0,85.0,45.0,3.0,,4.0,13.0,10.0,,,,5.0,,,44.0,52.0,26.0,1.0,1.0,1.0,,,148.0,136.0,,24.0,15.0,49.0,2.0,,,,0.0,,,,109.0,2.0,4.0,,,,7.0,,,3.0,91.0,,17.0,173.0,37.0,25.0,11.0,3.0,34.0,31.0,,133.0,11.0,270.0,1.0,,24.0,9.0,59.0,2.0,409.0,,0.0,22.0,18.0,1.0,21.0,2.0,620.0,,12.0,,3.0,3.0,11.0,0.0
442362,37.0,2013-05-12 15:00:00,54,Fulham,Home,220.0,17.0,2.0,4.0,2.0,,,235.0,6.0,1.0,3.0,3.0,18.0,40.0,451.0,,,22.0,4.0,5.0,5.0,1.0,,1.0,,,1.0,1.0,,,7.0,,,,,,15.0,5.0,,,,97.0,49.0,1.0,,1.0,1.0,3.0,14.0,,1.0,7.0,9.0,4.0,,14.0,3.0,42.0,41.0,1.0,13.0,7.0,,1.0,51.0,1.0,11.0,1.0,3.0,1.0,1.0,129.0,1.0,,1.0,1.0,,,8.0,,,1.0,,,,,,13.0,,16.0,12.0,,,3.0,134.0,62.0,40.0,8.0,,1.0,6.0,5.0,,,,6.0,2.0,,50.0,105.0,15.0,,,,,,129.0,116.0,3.0,22.0,20.0,48.4,,,,,0.0,,,,153.0,3.0,1.0,,,1.0,2.0,,,3.0,82.0,,7.0,232.0,35.0,26.0,20.0,7.0,21.0,14.0,1.0,117.0,1.0,302.0,,2.0,14.0,18.0,60.0,3.0,513.0,,0.0,10.0,14.0,,23.0,0.0,703.0,,6.0,,11.0,7.0,11.0,0.0
442374,38.0,2013-05-19 16:00:00,54,Fulham,Away,193.0,9.0,,2.0,2.0,,,107.0,8.0,,5.0,9.0,13.0,27.0,298.0,,4.0,7.0,5.0,11.0,3.0,1.0,,,,1.0,,1.0,,2.0,7.0,,1.0,,,1.0,16.0,11.0,,,,62.0,79.0,2.0,1.0,2.0,7.0,1.0,3.0,,,,4.0,1.0,,14.0,2.0,39.0,50.0,7.0,20.0,7.0,,1.0,36.0,10.0,12.0,1.0,2.0,,1.0,133.0,2.0,,2.0,2.0,,,13.0,,,3.0,3.0,,,,,21.0,3.0,12.0,9.0,4.0,,6.0,84.0,73.0,40.0,8.0,2.0,2.0,4.0,5.0,,,,6.0,1.0,,26.0,45.0,7.0,,,,,,139.0,115.0,1.0,39.0,24.0,35.6,1.0,,,,0.0,,,,88.0,8.0,2.0,,2.0,,3.0,,,3.0,30.0,,6.0,222.0,24.0,44.0,16.0,,5.0,5.0,1.0,49.0,8.0,150.0,3.0,,25.0,17.0,52.0,1.0,367.0,,0.0,9.0,18.0,5.0,9.0,1.0,573.0,,12.0,,9.0,,15.0,0.0
