matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2561999,11.0,2025-11-08 15:00:00,54,Fulham,Away,217.0,19.0,1.0,2.0,2.0,1.0,,123.0,6.0,,3.0,3.0,1.0,22.0,338.0,,,15.0,17.0,12.0,6.0,,,,0.0,,,,1.0,,,,5.0,0.0,,,,1.0,6.0,6.0,8.0,5.0,3.0,,59.0,36.0,,,,3.0,7.0,3.0,6.0,,,5.0,8.0,2.0,0.0,5.0,1.0,50.0,49.0,3.0,34.0,21.0,,,0.326061,0.3994,0.1747,0.9135,1.4565,37.0,14.0,11.0,,,2.0,1.0,1.0,111.0,,,,,,,7.0,,,0.0,,,,,1.0,21.0,,13.0,13.0,3.0,0.0,3.0,114.0,48.0,32.0,7.0,0.0,,6.0,4.0,385.0,,,4.0,,0.0,32.0,40.0,23.0,,,,,115.0,115.0,2.0,19.0,11.0,49.9,,,,1.0,19.0,0.0,,,,127.0,1.0,2.0,3.0,,,1.0,,0.0,5.0,56.0,317.0,7.0,6.0,246.0,33.0,34.0,19.0,3.0,14.0,11.0,105733.07,,92.0,3.0,179.0,,,19.0,2.0,47.0,1.0,411.0,,0.0,8.0,17.0,1.0,18.0,2.0,602.0,19.0,11.0,0.0,9.0,5.0,12.0,0.0
2562009,12.0,2025-11-22 15:00:00,54,Fulham,Home,213.0,11.0,1.0,8.0,7.0,2.0,,207.0,4.0,,5.0,4.0,6.0,22.0,412.0,3.0,,20.0,14.0,12.0,17.0,1.0,3.0,3.0,0.0,,,,,,1.0,,20.0,0.0,,,,1.0,2.0,4.0,,18.0,6.0,,71.0,41.0,3.0,3.0,1.0,4.0,8.0,5.0,3.0,,,7.0,16.0,1.0,0.0,9.0,1.0,43.0,36.0,4.0,28.0,12.0,,,1.2368,2.1577,,1.2667,0.1832,51.0,5.0,11.0,1.0,,2.0,2.0,,142.0,1.0,,1.0,1.0,,,7.0,,,1.0,1.0,,,,,12.0,,6.0,6.0,,0.0,5.0,142.0,56.0,29.0,4.0,0.0,10.0,9.0,6.0,463.0,,,1.0,1.0,0.0,75.0,50.0,32.0,,,,,125.0,125.0,3.0,15.0,17.0,56.9,,,,,18.0,0.0,,,,130.0,2.0,,2.0,,3.0,13.0,1.0,0.0,4.0,101.0,396.0,8.0,19.0,233.0,23.0,28.0,14.0,7.0,26.0,19.0,113333.53,3.0,136.0,4.0,278.0,1.0,,17.0,7.0,45.0,1.0,485.0,3.0,0.0,24.0,11.0,,20.0,3.0,685.0,46.0,11.0,0.0,2.0,7.0,7.0,0.0
2562023,13.0,2025-11-29 20:00:00,54,Fulham,Away,166.0,16.0,1.0,1.0,,2.0,,75.0,5.0,,3.0,4.0,3.0,21.0,240.0,1.0,,14.0,24.0,17.0,2.0,1.0,1.0,1.0,0.0,,,,,,,,6.0,0.0,,1.0,,,1.0,10.0,4.0,3.0,4.0,,55.0,49.0,,,,5.0,6.0,3.0,7.0,1.0,,2.0,3.0,,1.0,9.0,,49.0,61.0,5.0,47.0,22.0,,1.0,0.825086,0.4492,,1.0794,0.4624,32.0,7.0,11.0,,1.0,1.0,1.0,,125.0,2.0,,,2.0,,,10.0,,,2.0,1.0,,,,2.0,22.0,1.0,9.0,9.0,1.0,0.0,3.0,68.0,63.0,24.0,8.0,1.0,,4.0,3.0,295.0,,,7.0,2.0,0.0,44.0,31.0,10.0,,,,,133.0,133.0,1.0,15.0,26.0,37.4,1.0,,,3.0,16.0,0.0,,,,72.0,1.0,,,,1.0,1.0,1.0,0.0,4.0,36.0,223.0,6.0,4.0,191.0,26.0,47.0,10.0,2.0,6.0,4.0,110646.09,1.0,53.0,6.0,135.0,1.0,,27.0,3.0,59.0,4.0,320.0,1.0,0.0,7.0,29.0,,23.0,2.0,535.0,15.0,18.0,0.0,5.0,2.0,16.0,0.0
2562029,14.0,2025-12-02 19:30:00,54,Fulham,Home,305.0,23.0,1.0,5.0,4.0,1.0,,238.0,3.0,,2.0,1.0,14.0,25.0,538.0,,1.0,17.0,14.0,6.0,5.0,1.0,4.0,,0.0,,,,,1.0,,1.0,8.0,0.0,,,,,2.0,10.0,2.0,9.0,3.0,,105.0,49.0,1.0,1.0,,,10.0,3.0,8.0,,,7.0,11.0,3.0,0.0,12.0,,47.0,39.0,,19.0,6.0,1.0,,0.872675,0.911,,1.9087,2.0065,47.0,9.0,7.0,,,,,,164.0,1.0,,1.0,1.0,1.0,,4.0,,,2.0,,,,,,6.0,,11.0,11.0,2.0,0.0,3.0,164.0,66.0,47.0,2.0,2.0,3.0,4.0,6.0,594.0,,,4.0,1.0,1.0,82.0,78.0,28.0,,,,,128.0,128.0,4.0,20.0,22.0,57.2,,,,1.0,20.0,0.0,,,,179.0,,,,1.0,,3.0,,2.0,5.0,103.0,522.0,10.0,7.0,329.0,40.0,19.0,12.0,7.0,21.0,14.0,115352.72,,138.0,2.0,304.0,,,4.0,14.0,40.0,4.0,612.0,2.0,0.0,12.0,18.0,1.0,18.0,0.0,800.0,23.0,15.0,0.0,8.0,7.0,11.0,0.0
2562039,15.0,2025-12-07 16:30:00,54,Fulham,Home,311.0,16.0,3.0,7.0,4.0,2.0,,252.0,7.0,,2.0,1.0,8.0,23.0,556.0,,,24.0,7.0,16.0,8.0,1.0,2.0,,0.0,,,,,,,,9.0,0.0,,,1.0,1.0,4.0,9.0,2.0,9.0,3.0,,90.0,50.0,2.0,2.0,1.0,4.0,2.0,3.0,6.0,,1.0,6.0,6.0,6.0,0.0,10.0,2.0,38.0,44.0,4.0,23.0,10.0,,,0.886401,0.7566,,1.3462,2.0678,69.0,5.0,8.0,,,3.0,1.0,,151.0,1.0,,1.0,1.0,,,7.0,,,1.0,,,,,,10.0,1.0,8.0,8.0,,0.0,2.0,200.0,78.0,52.0,4.0,1.0,4.0,6.0,4.0,621.0,,,5.0,1.0,0.0,92.0,90.0,30.0,,,,,134.0,134.0,2.0,29.0,17.0,63.1,1.0,,,,13.0,0.0,,,,199.0,3.0,,3.0,3.0,,5.0,,0.0,5.0,99.0,538.0,2.0,10.0,332.0,34.0,23.0,19.0,6.0,19.0,13.0,110602.42,,141.0,5.0,327.0,,,12.0,9.0,51.0,3.0,640.0,1.0,0.0,12.0,12.0,,25.0,0.0,827.0,26.0,13.0,0.0,9.0,6.0,7.0,0.0
2562047,16.0,2025-12-13 17:30:00,54,Fulham,Away,270.0,17.0,1.0,4.0,3.0,1.0,,127.0,7.0,,4.0,2.0,12.0,18.0,393.0,,2.0,10.0,14.0,18.0,3.0,,2.0,3.0,0.0,,,,,,,,4.0,0.0,,,,,2.0,10.0,6.0,6.0,,,75.0,53.0,2.0,1.0,2.0,2.0,5.0,1.0,6.0,,,4.0,7.0,4.0,1.0,9.0,1.0,40.0,52.0,2.0,38.0,17.0,,1.0,1.45724,2.2256,,3.5915,2.702,43.0,8.0,8.0,,,1.0,1.0,,160.0,3.0,1.0,3.0,1.0,2.0,1.0,10.0,,,1.0,,,,,1.0,17.0,,12.0,12.0,2.0,0.0,4.0,123.0,62.0,35.0,10.0,2.0,2.0,4.0,4.0,457.0,,,4.0,1.0,0.0,41.0,46.0,20.0,,,,,130.0,130.0,2.0,33.0,12.0,47.2,,,,1.0,14.0,0.0,,,,121.0,5.0,1.0,6.0,1.0,3.0,2.0,,0.0,4.0,58.0,378.0,5.0,6.0,300.0,30.0,38.0,8.0,3.0,15.0,12.0,116241.8,4.0,86.0,1.0,194.0,,,21.0,12.0,50.0,,479.0,2.0,0.0,6.0,22.0,2.0,19.0,2.0,657.0,15.0,10.0,0.0,4.0,4.0,12.0,0.0
2562059,17.0,2025-12-22 20:00:00,54,Fulham,Home,252.0,12.0,,4.0,4.0,3.0,,148.0,5.0,,5.0,6.0,8.0,27.0,396.0,,,13.0,17.0,17.0,9.0,,2.0,,0.0,,,,,,,,8.0,1.0,,,,,,6.0,6.0,8.0,3.0,,101.0,58.0,1.0,1.0,1.0,1.0,5.0,6.0,3.0,,,1.0,7.0,,0.0,6.0,,35.0,55.0,1.0,29.0,15.0,,1.0,0.478228,1.4965,,0.7469,0.0772,38.0,5.0,9.0,1.0,,1.0,,,161.0,,,,,,,9.0,,,0.0,2.0,,,,,15.0,,10.0,10.0,1.0,0.0,5.0,121.0,70.0,37.0,5.0,0.0,3.0,6.0,1.0,471.0,,,4.0,2.0,0.0,58.0,46.0,14.0,,,,1.0,134.0,134.0,1.0,18.0,27.0,49.7,,,,2.0,11.0,0.0,,,,112.0,,2.0,2.0,,,4.0,,0.0,5.0,69.0,383.0,5.0,9.0,289.0,28.0,29.0,12.0,,7.0,7.0,112825.11,,101.0,6.0,213.0,2.0,,29.0,9.0,65.0,2.0,495.0,1.0,0.0,11.0,21.0,1.0,18.0,5.0,681.0,24.0,13.0,0.0,8.0,1.0,13.0,0.0
2562074,18.0,2025-12-27 15:00:00,54,Fulham,Away,178.0,19.0,1.0,10.0,9.0,3.0,1.0,271.0,6.0,,2.0,2.0,13.0,22.0,439.0,,,18.0,17.0,17.0,11.0,1.0,1.0,,0.0,,,,,,,,14.0,0.0,,,,1.0,6.0,7.0,4.0,11.0,6.0,,95.0,36.0,1.0,,1.0,2.0,6.0,6.0,7.0,,,4.0,12.0,8.0,0.0,16.0,,61.0,46.0,2.0,34.0,12.0,,,1.44639,1.6213,,1.3646,0.2014,64.0,8.0,6.0,1.0,,1.0,1.0,,156.0,1.0,,1.0,1.0,,,7.0,,,1.0,,,,,,12.0,,12.0,12.0,3.0,0.0,2.0,120.0,67.0,45.0,5.0,0.0,5.0,8.0,5.0,485.0,,,5.0,,0.0,96.0,72.0,30.0,,,,,135.0,135.0,3.0,17.0,13.0,55.7,,,,1.0,19.0,0.0,,,,137.0,1.0,1.0,2.0,,,6.0,1.0,0.0,4.0,123.0,418.0,6.0,13.0,189.0,30.0,34.0,20.0,3.0,24.0,21.0,109210.04,,156.0,6.0,343.0,,,11.0,15.0,42.0,2.0,508.0,,0.0,17.0,16.0,,24.0,3.0,737.0,35.0,15.0,0.0,7.0,4.0,5.0,0.0
2562079,19.0,2026-01-01 17:30:00,54,Fulham,Away,260.0,22.0,1.0,7.0,6.0,1.0,,249.0,8.0,2.0,2.0,4.0,12.0,30.0,502.0,,,16.0,15.0,23.0,10.0,,1.0,2.0,0.0,,,,,,,1.0,14.0,0.0,,1.0,,,6.0,9.0,2.0,12.0,5.0,,80.0,49.0,1.0,3.0,,1.0,8.0,6.0,7.0,,,3.0,14.0,3.0,0.0,7.0,,46.0,51.0,1.0,35.0,18.0,,,1.21642,1.7565,,1.5633,1.3725,75.0,10.0,7.0,,,,,,152.0,1.0,,1.0,1.0,,,8.0,,,1.0,,,,,,18.0,1.0,9.0,9.0,,0.0,2.0,168.0,69.0,43.0,6.0,0.0,3.0,8.0,5.0,563.0,,,3.0,1.0,0.0,91.0,71.0,28.0,,,,,123.0,123.0,1.0,22.0,24.0,60.0,1.0,,1.0,1.0,17.0,0.0,,,,186.0,1.0,,1.0,1.0,2.0,6.0,1.0,1.0,4.0,104.0,480.0,8.0,11.0,284.0,43.0,35.0,12.0,2.0,19.0,17.0,111727.02,2.0,147.0,3.0,321.0,,2.0,15.0,12.0,56.0,1.0,586.0,1.0,0.0,17.0,16.0,,17.0,5.0,779.0,31.0,10.0,0.0,5.0,3.0,9.0,0.0
2562089,20.0,2026-01-04 15:15:00,54,Fulham,Home,237.0,18.0,,1.0,1.0,1.0,,150.0,6.0,2.0,5.0,4.0,5.0,14.0,386.0,,,16.0,9.0,13.0,4.0,,1.0,2.0,0.0,,,,,,,,4.0,0.0,1.0,,,,3.0,7.0,3.0,5.0,3.0,,90.0,40.0,1.0,,1.0,4.0,8.0,3.0,4.0,,1.0,3.0,10.0,1.0,0.0,3.0,,30.0,37.0,4.0,40.0,19.0,2.0,,0.379962,0.7382,,1.2116,1.2138,39.0,11.0,4.0,1.0,,,,,162.0,2.0,,1.0,1.0,1.0,,9.0,,,1.0,1.0,,,,1.0,19.0,1.0,10.0,10.0,1.0,0.0,5.0,108.0,54.0,23.0,8.0,0.0,1.0,5.0,2.0,441.0,,,3.0,,0.0,72.0,28.0,21.0,,,,,116.0,116.0,,16.0,18.0,41.9,1.0,2.0,1.0,,13.0,0.0,,,,102.0,,,,2.0,2.0,3.0,,1.0,5.0,69.0,372.0,8.0,6.0,260.0,34.0,40.0,9.0,2.0,13.0,11.0,114707.91,2.0,103.0,6.0,215.0,1.0,2.0,25.0,6.0,46.0,2.0,462.0,,0.0,8.0,15.0,,17.0,1.0,641.0,15.0,18.0,0.0,5.0,3.0,9.0,0.0
2562101,21.0,2026-01-07 19:30:00,54,Fulham,Home,235.0,17.0,,4.0,4.0,,,272.0,6.0,,2.0,1.0,8.0,24.0,503.0,1.0,1.0,15.0,10.0,19.0,10.0,,1.0,1.0,0.0,,,,1.0,,,,13.0,0.0,,,,1.0,7.0,11.0,3.0,9.0,7.0,,88.0,40.0,1.0,,1.0,2.0,7.0,8.0,7.0,1.0,1.0,2.0,14.0,5.0,0.0,3.0,,41.0,52.0,2.0,28.0,18.0,,,1.31218,1.1962,0.1266,1.7623,1.9258,55.0,11.0,5.0,2.0,,1.0,,1.0,157.0,1.0,,1.0,1.0,,,8.0,,,2.0,,,,,,18.0,1.0,9.0,9.0,,0.0,2.0,165.0,50.0,34.0,11.0,0.0,3.0,8.0,5.0,553.0,,,4.0,2.0,0.0,69.0,57.0,30.0,,,,,112.0,112.0,5.0,14.0,18.0,55.0,,,,1.0,16.0,0.0,,,,162.0,4.0,1.0,4.0,,1.0,3.0,2.0,0.0,5.0,159.0,486.0,7.0,11.0,256.0,27.0,28.0,22.0,,19.0,19.0,112870.59,1.0,195.0,1.0,335.0,,,9.0,10.0,40.0,1.0,572.0,3.0,0.0,16.0,16.0,1.0,15.0,3.0,751.0,34.0,12.0,0.0,12.0,2.0,10.0,0.0
2562108,22.0,2026-01-17 15:00:00,54,Fulham,Away,272.0,17.0,1.0,1.0,,,,117.0,10.0,,9.0,8.0,7.0,22.0,388.0,,1.0,13.0,22.0,27.0,4.0,1.0,3.0,,0.0,,,,,,,,5.0,0.0,,,,,5.0,10.0,4.0,5.0,3.0,,71.0,40.0,,,,5.0,3.0,2.0,4.0,,,3.0,2.0,2.0,0.0,5.0,2.0,46.0,52.0,5.0,31.0,16.0,,1.0,0.420435,0.3873,,0.0899,1.119,48.0,11.0,6.0,,,1.0,1.0,,156.0,,,,,,,13.0,,,0.0,3.0,,,,,16.0,,10.0,10.0,,0.0,10.0,130.0,81.0,51.0,7.0,0.0,4.0,1.0,1.0,450.0,,,1.0,,0.0,44.0,37.0,16.0,,,,,122.0,122.0,2.0,15.0,11.0,53.7,,,,,11.0,0.0,,,,120.0,2.0,2.0,4.0,1.0,,5.0,,0.0,5.0,38.0,364.0,3.0,5.0,300.0,30.0,31.0,8.0,3.0,8.0,5.0,112651.4,,76.0,7.0,185.0,4.0,,28.0,9.0,54.0,3.0,477.0,,0.0,8.0,16.0,1.0,16.0,5.0,645.0,7.0,9.0,0.0,3.0,3.0,7.0,0.0
2562121,23.0,2026-01-24 15:00:00,54,Fulham,Home,257.0,14.0,1.0,2.0,1.0,2.0,,162.0,9.0,,4.0,8.0,10.0,26.0,417.0,,,23.0,13.0,12.0,7.0,1.0,1.0,,1.0,,,,1.0,,,,10.0,0.0,,,,,3.0,10.0,3.0,5.0,7.0,,90.0,43.0,2.0,1.0,1.0,3.0,10.0,3.0,7.0,1.0,,6.0,10.0,2.0,0.0,9.0,1.0,45.0,33.0,3.0,41.0,20.0,,1.0,0.35906,1.0494,0.0331,1.0612,0.5131,46.0,10.0,6.0,,,1.0,,1.0,161.0,1.0,,1.0,1.0,,,11.0,,,1.0,1.0,,,,1.0,20.0,,7.0,7.0,1.0,0.0,5.0,129.0,69.0,40.0,6.0,1.0,4.0,5.0,4.0,480.0,,,4.0,,0.0,69.0,40.0,27.0,,,,,135.0,135.0,3.0,14.0,18.0,49.1,,,3.0,,26.0,0.0,,,,122.0,4.0,,3.0,4.0,,5.0,,1.0,4.0,70.0,399.0,10.0,9.0,289.0,32.0,41.0,11.0,6.0,18.0,12.0,113723.63,,100.0,3.0,231.0,1.0,,22.0,11.0,56.0,1.0,502.0,1.0,0.0,12.0,11.0,1.0,24.0,1.0,701.0,19.0,15.0,0.0,4.0,6.0,8.0,0.0
2562130,24.0,2026-02-01 14:00:00,54,Fulham,Away,266.0,15.0,2.0,8.0,6.0,1.0,,259.0,5.0,1.0,4.0,2.0,7.0,11.0,517.0,,2.0,19.0,14.0,10.0,6.0,2.0,3.0,1.0,0.0,,,1.0,2.0,,,,7.0,1.0,,,,1.0,4.0,12.0,1.0,8.0,6.0,,88.0,43.0,1.0,1.0,1.0,1.0,9.0,5.0,5.0,,1.0,7.0,11.0,11.0,0.0,10.0,2.0,50.0,39.0,1.0,10.0,4.0,,,1.41529,1.9421,0.1198,3.3478,2.4425,53.0,9.0,6.0,1.0,,3.0,,2.0,144.0,1.0,,1.0,1.0,,,5.0,,,1.0,,,,,,4.0,,13.0,13.0,,0.0,4.0,191.0,51.0,34.0,3.0,0.0,2.0,7.0,6.0,562.0,,,3.0,1.0,0.0,76.0,72.0,37.0,,1.0,,1.0,121.0,121.0,3.0,20.0,15.0,57.9,,,,,21.0,0.0,,,,153.0,3.0,,3.0,2.0,1.0,3.0,2.0,1.0,4.0,132.0,504.0,9.0,9.0,278.0,27.0,10.0,18.0,6.0,28.0,22.0,114036.0,1.0,167.0,1.0,326.0,,1.0,14.0,7.0,33.0,2.0,576.0,1.0,0.0,14.0,17.0,3.0,23.0,1.0,758.0,26.0,13.0,0.0,6.0,7.0,12.0,0.0
2562139,25.0,2026-02-07 15:00:00,54,Fulham,Home,229.0,13.0,3.0,10.0,7.0,,2.0,200.0,5.0,,13.0,3.0,8.0,16.0,419.0,,2.0,9.0,18.0,14.0,7.0,2.0,5.0,,0.0,,,,,1.0,,1.0,8.0,0.0,2.0,,,,6.0,13.0,4.0,11.0,2.0,,69.0,46.0,3.0,4.0,,1.0,3.0,2.0,4.0,,,6.0,6.0,6.0,0.0,7.0,1.0,48.0,48.0,1.0,22.0,12.0,,,2.01557,1.9716,,1.6746,0.734,44.0,11.0,11.0,,,2.0,2.0,,139.0,,,,,,,7.0,,,0.0,3.0,,,,,12.0,2.0,9.0,9.0,1.0,0.0,13.0,143.0,47.0,23.0,6.0,0.0,5.0,4.0,3.0,460.0,,,3.0,,1.0,75.0,53.0,35.0,,,,,111.0,111.0,1.0,17.0,15.0,55.4,2.0,3.0,,1.0,11.0,0.0,,,,132.0,,2.0,2.0,,,8.0,1.0,0.0,4.0,107.0,398.0,3.0,9.0,249.0,26.0,22.0,11.0,5.0,19.0,14.0,105699.68,,131.0,,253.0,3.0,,13.0,8.0,38.0,2.0,483.0,,0.0,13.0,20.0,2.0,12.0,1.0,665.0,26.0,18.0,0.0,3.0,6.0,12.0,0.0
2562150,26.0,2026-02-11 19:30:00,54,Fulham,Away,273.0,16.0,,4.0,4.0,2.0,,149.0,5.0,1.0,1.0,3.0,4.0,22.0,418.0,,1.0,21.0,8.0,7.0,9.0,,3.0,,0.0,,,,,,,1.0,11.0,0.0,,,,,5.0,5.0,8.0,12.0,2.0,,91.0,47.0,1.0,1.0,,1.0,4.0,3.0,5.0,,,4.0,7.0,3.0,0.0,14.0,2.0,44.0,41.0,1.0,11.0,5.0,1.0,3.0,0.557935,1.4178,,0.4596,1.6209,33.0,10.0,8.0,,,,,,146.0,,,,,,,6.0,,,0.0,,,,,,5.0,,8.0,8.0,1.0,0.0,1.0,122.0,48.0,28.0,4.0,0.0,4.0,5.0,3.0,471.0,,,5.0,3.0,0.0,51.0,52.0,19.0,,,,,123.0,123.0,3.0,19.0,20.0,44.0,,,,,16.0,0.0,,,,133.0,1.0,1.0,2.0,,,8.0,1.0,0.0,5.0,66.0,399.0,4.0,9.0,307.0,29.0,11.0,11.0,4.0,14.0,10.0,114295.65,,87.0,2.0,199.0,,1.0,17.0,4.0,47.0,1.0,492.0,,0.0,14.0,23.0,1.0,22.0,1.0,669.0,21.0,12.0,0.0,3.0,4.0,14.0,0.0
2562162,27.0,2026-02-22 14:00:00,54,Fulham,Away,136.0,9.0,1.0,3.0,2.0,1.0,,154.0,3.0,,1.0,6.0,4.0,19.0,287.0,,1.0,13.0,14.0,16.0,7.0,,3.0,1.0,0.0,,,,,,,,8.0,1.0,,,,,5.0,8.0,4.0,9.0,3.0,,70.0,47.0,2.0,,3.0,1.0,5.0,3.0,4.0,,1.0,4.0,9.0,4.0,0.0,5.0,1.0,41.0,47.0,1.0,37.0,17.0,,3.0,0.651215,1.8802,,2.1691,1.016,44.0,13.0,6.0,2.0,,2.0,1.0,,115.0,2.0,1.0,2.0,1.0,1.0,1.0,10.0,,,1.0,,,,,,17.0,,9.0,9.0,1.0,0.0,1.0,85.0,70.0,35.0,6.0,1.0,5.0,4.0,4.0,337.0,,,5.0,,0.0,59.0,52.0,22.0,1.0,1.0,1.0,1.0,117.0,117.0,4.0,20.0,16.0,46.6,,,,,11.0,0.0,,,,85.0,,1.0,1.0,,1.0,5.0,,0.0,5.0,62.0,277.0,5.0,9.0,151.0,21.0,37.0,10.0,3.0,17.0,14.0,110645.29,2.0,86.0,2.0,221.0,,,29.0,4.0,57.0,1.0,355.0,1.0,0.0,12.0,22.0,1.0,23.0,1.0,545.0,19.0,12.0,0.0,3.0,4.0,10.0,0.0
2562169,28.0,2026-03-01 14:00:00,54,Fulham,Home,233.0,19.0,1.0,5.0,4.0,3.0,,156.0,5.0,,3.0,4.0,13.0,23.0,384.0,1.0,,11.0,14.0,23.0,11.0,1.0,4.0,1.0,0.0,,,,,,,1.0,13.0,0.0,,,,1.0,4.0,10.0,3.0,15.0,3.0,,85.0,45.0,2.0,2.0,1.0,1.0,10.0,4.0,6.0,1.0,,5.0,5.0,3.0,0.0,7.0,,47.0,55.0,1.0,34.0,20.0,,,0.898033,2.2803,,0.7878,0.7587,51.0,11.0,13.0,,,1.0,,,165.0,1.0,,,1.0,,,12.0,,,2.0,,,,,,20.0,,10.0,10.0,,0.0,3.0,110.0,71.0,31.0,8.0,2.0,6.0,7.0,4.0,451.0,,,7.0,,0.0,65.0,30.0,26.0,,,,,138.0,138.0,2.0,21.0,18.0,54.1,,,,3.0,23.0,0.0,,,,120.0,,,,1.0,1.0,10.0,,0.0,5.0,65.0,366.0,10.0,13.0,253.0,35.0,34.0,17.0,5.0,13.0,8.0,113127.77,1.0,107.0,10.0,240.0,,,20.0,14.0,54.0,1.0,480.0,3.0,0.0,18.0,12.0,,16.0,3.0,676.0,34.0,12.0,0.0,8.0,5.0,8.0,0.0
2562179,29.0,2026-03-04 19:30:00,54,Fulham,Home,261.0,9.0,3.0,9.0,6.0,,1.0,218.0,4.0,1.0,8.0,5.0,13.0,28.0,470.0,,,17.0,13.0,16.0,5.0,3.0,6.0,,0.0,,,,1.0,,,,5.0,0.0,,,,1.0,6.0,6.0,3.0,10.0,3.0,,73.0,53.0,,,,2.0,5.0,4.0,8.0,,1.0,6.0,11.0,8.0,0.0,5.0,2.0,40.0,41.0,2.0,21.0,10.0,1.0,,0.699111,0.8884,0.1589,0.5562,1.1335,64.0,14.0,10.0,,,3.0,1.0,1.0,173.0,,,,,,,6.0,,,0.0,1.0,,,,,10.0,,3.0,3.0,,0.0,8.0,160.0,64.0,38.0,5.0,0.0,3.0,5.0,5.0,537.0,,,2.0,1.0,0.0,87.0,61.0,42.0,,,,1.0,139.0,139.0,3.0,18.0,23.0,59.7,,,,,13.0,0.0,,,,157.0,2.0,,3.0,,,4.0,2.0,0.0,5.0,96.0,449.0,5.0,8.0,282.0,26.0,21.0,8.0,5.0,25.0,20.0,113423.39,,144.0,5.0,306.0,1.0,1.0,19.0,13.0,56.0,,563.0,1.0,0.0,13.0,9.0,,18.0,2.0,731.0,29.0,21.0,0.0,6.0,7.0,4.0,0.0
