matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2561897,1.0,2025-08-16 15:00:00,54,Fulham,Away,209.0,14.0,1.0,3.0,2.0,,,143.0,9.0,,6.0,6.0,6.0,29.0,349.0,,,18.0,14.0,10.0,5.0,,1.0,,0.0,,,,,,,,6.0,0.0,,,,,6.0,6.0,4.0,5.0,2.0,,78.0,38.0,,,1.0,,3.0,1.0,4.0,,,3.0,7.0,3.0,0.0,11.0,2.0,51.0,44.0,,15.0,7.0,,1.0,0.505336,0.7603,,0.7315,1.0209,49.0,15.0,16.0,,,1.0,1.0,,151.0,,,,,,,10.0,,,0.0,2.0,,,,,7.0,,2.0,2.0,1.0,0.0,7.0,96.0,54.0,29.0,4.0,0.0,3.0,2.0,2.0,393.0,,,1.0,2.0,0.0,60.0,40.0,22.0,1.0,1.0,1.0,,122.0,122.0,1.0,9.0,18.0,50.2,,,1.0,,13.0,0.0,,,,98.0,1.0,2.0,3.0,1.0,,4.0,,1.0,5.0,64.0,324.0,3.0,5.0,228.0,28.0,15.0,13.0,3.0,14.0,11.0,107226.55,,100.0,3.0,209.0,2.0,,22.0,8.0,53.0,2.0,423.0,,0.0,7.0,15.0,,20.0,3.0,583.0,19.0,11.0,0.0,5.0,3.0,8.0,0.0
2561911,2.0,2025-08-24 16:30:00,54,Fulham,Home,172.0,14.0,5.0,10.0,5.0,2.0,1.0,191.0,5.0,,4.0,3.0,13.0,21.0,353.0,2.0,2.0,19.0,23.0,20.0,6.0,2.0,7.0,,0.0,,,,,1.0,,1.0,6.0,0.0,,,,,5.0,9.0,2.0,10.0,3.0,,76.0,36.0,3.0,2.0,1.0,1.0,4.0,5.0,2.0,,,9.0,13.0,9.0,0.0,6.0,2.0,53.0,41.0,1.0,24.0,14.0,,,2.08083,1.7567,,1.374,0.5612,47.0,12.0,9.0,,,2.0,2.0,,126.0,1.0,,1.0,1.0,,,9.0,,,1.0,,,,,1.0,14.0,,8.0,8.0,,0.0,4.0,106.0,46.0,26.0,6.0,0.0,2.0,7.0,4.0,399.0,,,1.0,1.0,1.0,54.0,70.0,40.0,,1.0,1.0,,125.0,125.0,2.0,11.0,18.0,52.4,,,1.0,2.0,17.0,0.0,,,,111.0,2.0,1.0,3.0,3.0,,4.0,1.0,1.0,4.0,113.0,337.0,4.0,9.0,187.0,20.0,24.0,13.0,9.0,33.0,24.0,106068.29,,138.0,4.0,265.0,,,17.0,13.0,43.0,2.0,419.0,2.0,0.0,13.0,10.0,2.0,21.0,1.0,611.0,38.0,14.0,0.0,2.0,9.0,8.0,0.0
2561917,3.0,2025-08-30 12:30:00,54,Fulham,Away,203.0,14.0,2.0,5.0,3.0,2.0,,139.0,6.0,2.0,8.0,3.0,6.0,25.0,337.0,1.0,1.0,19.0,17.0,13.0,7.0,2.0,3.0,1.0,0.0,1.0,,,1.0,,,,7.0,0.0,,,,,10.0,10.0,3.0,8.0,3.0,,67.0,46.0,1.0,1.0,,1.0,4.0,2.0,8.0,,1.0,4.0,8.0,2.0,0.0,7.0,3.0,60.0,56.0,1.0,20.0,8.0,,1.0,0.468234,1.023,0.0393,0.1025,3.1877,49.0,17.0,11.0,,,3.0,2.0,1.0,143.0,1.0,,1.0,1.0,,1.0,8.0,,,0.0,1.0,,,,1.0,8.0,,6.0,6.0,1.0,0.0,8.0,96.0,58.0,28.0,6.0,0.0,4.0,5.0,3.0,392.0,,,6.0,1.0,0.0,59.0,34.0,25.0,1.0,1.0,1.0,,127.0,127.0,4.0,17.0,15.0,46.2,,,,,8.0,0.0,,,,109.0,2.0,2.0,4.0,1.0,1.0,6.0,,0.0,5.0,64.0,316.0,4.0,9.0,230.0,33.0,20.0,15.0,3.0,15.0,12.0,112319.18,2.0,94.0,4.0,200.0,1.0,2.0,24.0,6.0,62.0,1.0,415.0,1.0,0.0,11.0,29.0,3.0,20.0,2.0,610.0,20.0,17.0,0.0,3.0,4.0,12.0,0.0
2561931,4.0,2025-09-13 15:00:00,54,Fulham,Home,174.0,7.0,,3.0,3.0,1.0,,211.0,6.0,,5.0,2.0,8.0,19.0,382.0,,,18.0,20.0,14.0,4.0,,,,0.0,,,1.0,1.0,,,,4.0,0.0,,,,,8.0,7.0,3.0,3.0,2.0,,64.0,42.0,2.0,2.0,,1.0,9.0,,4.0,,,3.0,9.0,8.0,0.0,9.0,1.0,60.0,59.0,1.0,23.0,9.0,,,0.613838,0.8471,0.1211,0.8843,0.516,76.0,20.0,15.0,,,3.0,2.0,1.0,149.0,,,,,,,7.0,,,0.0,,,,,,9.0,,6.0,6.0,,0.0,5.0,121.0,52.0,35.0,3.0,0.0,2.0,2.0,3.0,429.0,,,4.0,,0.0,66.0,54.0,38.0,,,,,131.0,131.0,3.0,16.0,18.0,54.0,,,,1.0,18.0,0.0,,,,117.0,2.0,1.0,3.0,,,2.0,,0.0,5.0,90.0,362.0,9.0,4.0,191.0,23.0,23.0,15.0,3.0,22.0,19.0,105166.99,,131.0,8.0,282.0,,,6.0,9.0,39.0,1.0,451.0,1.0,0.0,5.0,24.0,,25.0,1.0,650.0,10.0,17.0,0.0,6.0,3.0,16.0,0.0
2561939,5.0,2025-09-20 20:00:00,54,Fulham,Home,221.0,11.0,1.0,5.0,4.0,,,166.0,1.0,,6.0,6.0,10.0,22.0,382.0,,1.0,14.0,10.0,15.0,7.0,2.0,2.0,,0.0,,,,,,,,11.0,0.0,,,,1.0,4.0,8.0,,8.0,6.0,,77.0,43.0,2.0,1.0,2.0,2.0,8.0,6.0,4.0,,1.0,2.0,10.0,1.0,0.0,9.0,,36.0,54.0,2.0,39.0,25.0,1.0,1.0,0.615055,1.0051,,0.8459,0.8847,40.0,11.0,13.0,1.0,,1.0,,,135.0,2.0,,1.0,2.0,,,5.0,,,2.0,1.0,,,,,25.0,,6.0,6.0,2.0,0.0,6.0,131.0,63.0,36.0,10.0,2.0,4.0,7.0,3.0,434.0,,,3.0,1.0,0.0,44.0,71.0,16.0,,,,,125.0,125.0,1.0,19.0,17.0,53.0,,,3.0,1.0,18.0,0.0,,,,113.0,2.0,,2.0,,,5.0,,0.0,5.0,71.0,368.0,8.0,11.0,242.0,20.0,39.0,12.0,2.0,13.0,11.0,112070.42,,99.0,3.0,227.0,1.0,,23.0,11.0,49.0,2.0,456.0,,0.0,14.0,19.0,2.0,16.0,4.0,663.0,27.0,25.0,0.0,8.0,2.0,9.0,0.0
2561945,6.0,2025-09-28 14:00:00,54,Fulham,Away,209.0,19.0,1.0,7.0,6.0,1.0,1.0,155.0,4.0,2.0,3.0,1.0,4.0,26.0,357.0,1.0,2.0,13.0,14.0,9.0,6.0,,1.0,2.0,0.0,,,,,,,,9.0,0.0,,,,,3.0,4.0,5.0,9.0,2.0,,64.0,52.0,1.0,1.0,,2.0,8.0,3.0,5.0,,1.0,8.0,16.0,5.0,0.0,4.0,1.0,38.0,46.0,2.0,23.0,11.0,,1.0,0.846442,0.9233,,0.7571,1.704,56.0,13.0,10.0,1.0,,3.0,2.0,,128.0,1.0,1.0,1.0,,1.0,,4.0,,,0.0,2.0,,,,1.0,11.0,,9.0,9.0,,0.0,4.0,122.0,43.0,26.0,2.0,0.0,2.0,5.0,4.0,395.0,,,2.0,,0.0,70.0,35.0,36.0,,,,,116.0,116.0,3.0,24.0,16.0,51.7,,3.0,,,21.0,0.0,,,,100.0,,1.0,1.0,,2.0,4.0,,0.0,5.0,89.0,339.0,8.0,7.0,231.0,31.0,23.0,17.0,7.0,30.0,23.0,111007.39,2.0,114.0,2.0,213.0,2.0,2.0,7.0,4.0,46.0,4.0,414.0,1.0,0.0,11.0,16.0,2.0,18.0,4.0,611.0,27.0,16.0,0.0,11.0,8.0,7.0,0.0
2561955,7.0,2025-10-03 20:00:00,54,Fulham,Away,208.0,14.0,,3.0,3.0,1.0,,178.0,13.0,,2.0,5.0,6.0,22.0,383.0,,2.0,16.0,11.0,6.0,8.0,,2.0,1.0,0.0,,,,,,,1.0,8.0,0.0,,,,,5.0,6.0,5.0,5.0,7.0,,74.0,54.0,1.0,,1.0,2.0,9.0,4.0,10.0,,,3.0,12.0,1.0,0.0,7.0,3.0,40.0,33.0,2.0,38.0,17.0,,1.0,1.00707,0.8824,,1.0641,1.808,55.0,10.0,7.0,,,1.0,1.0,,158.0,1.0,,1.0,1.0,,,14.0,,,1.0,1.0,,,,1.0,17.0,,7.0,7.0,1.0,0.0,2.0,121.0,54.0,24.0,4.0,1.0,2.0,7.0,4.0,446.0,,,3.0,,0.0,61.0,49.0,28.0,,,,,136.0,136.0,3.0,29.0,18.0,46.5,,3.0,,2.0,21.0,0.0,,,,120.0,2.0,1.0,3.0,,1.0,4.0,2.0,0.0,5.0,112.0,360.0,9.0,9.0,245.0,35.0,38.0,12.0,3.0,17.0,14.0,119024.89,1.0,149.0,2.0,245.0,1.0,,24.0,7.0,57.0,2.0,473.0,1.0,0.0,12.0,11.0,3.0,19.0,1.0,654.0,17.0,17.0,0.0,9.0,3.0,9.0,0.0
2561968,8.0,2025-10-18 17:30:00,54,Fulham,Home,150.0,16.0,2.0,2.0,,1.0,,100.0,7.0,1.0,5.0,5.0,2.0,19.0,248.0,,,11.0,22.0,8.0,6.0,2.0,3.0,2.0,0.0,,,,,,1.0,,6.0,0.0,,,,,4.0,14.0,2.0,6.0,3.0,,51.0,44.0,,,,1.0,8.0,3.0,10.0,,,6.0,6.0,5.0,0.0,5.0,4.0,52.0,38.0,1.0,35.0,16.0,,,0.241329,0.4403,,,1.4233,37.0,11.0,4.0,,,1.0,1.0,,118.0,,,,,,,11.0,,,0.0,2.0,,,,,16.0,,7.0,7.0,2.0,0.0,6.0,74.0,59.0,23.0,10.0,0.0,5.0,3.0,,294.0,,,4.0,1.0,0.0,33.0,35.0,28.0,,1.0,,,117.0,117.0,1.0,22.0,10.0,37.0,,,,2.0,14.0,0.0,,,,70.0,4.0,,4.0,1.0,2.0,6.0,,0.0,5.0,44.0,234.0,8.0,8.0,167.0,34.0,35.0,10.0,6.0,18.0,12.0,109892.3,2.0,66.0,5.0,164.0,2.0,1.0,19.0,2.0,54.0,,313.0,1.0,0.0,9.0,20.0,1.0,17.0,0.0,504.0,16.0,20.0,0.0,6.0,6.0,13.0,0.0
2561983,9.0,2025-10-25 15:00:00,54,Fulham,Away,205.0,13.0,1.0,1.0,,,,147.0,3.0,,4.0,6.0,11.0,22.0,351.0,,,20.0,14.0,11.0,6.0,1.0,1.0,1.0,0.0,,,,,,,,11.0,0.0,,,,,6.0,10.0,8.0,8.0,4.0,,75.0,48.0,,1.0,1.0,,7.0,5.0,6.0,,,3.0,8.0,2.0,0.0,7.0,2.0,52.0,46.0,,21.0,9.0,2.0,1.0,0.318324,1.5272,,2.6891,2.1465,48.0,18.0,11.0,,,,,,138.0,,,,,,,8.0,,,1.0,,,,,,9.0,1.0,9.0,9.0,1.0,0.0,4.0,117.0,55.0,28.0,4.0,1.0,1.0,6.0,5.0,422.0,,,5.0,1.0,0.0,49.0,44.0,15.0,,,,,140.0,140.0,3.0,24.0,16.0,49.2,,,,1.0,18.0,0.0,,,,114.0,3.0,2.0,5.0,3.0,1.0,2.0,,0.0,5.0,72.0,336.0,7.0,7.0,241.0,33.0,21.0,12.0,3.0,13.0,10.0,110770.79,1.0,106.0,2.0,216.0,,,16.0,13.0,50.0,1.0,444.0,1.0,0.0,12.0,19.0,,23.0,2.0,627.0,25.0,16.0,0.0,5.0,3.0,11.0,0.0
2561988,10.0,2025-11-01 15:00:00,54,Fulham,Home,244.0,16.0,4.0,6.0,3.0,,1.0,239.0,4.0,,10.0,,9.0,19.0,477.0,1.0,1.0,25.0,15.0,14.0,12.0,3.0,2.0,2.0,0.0,,,,,,,1.0,16.0,0.0,,1.0,,1.0,3.0,3.0,2.0,11.0,8.0,,86.0,48.0,1.0,1.0,1.0,3.0,4.0,8.0,2.0,,,10.0,11.0,1.0,1.0,9.0,,46.0,40.0,3.0,22.0,13.0,,,1.09054,1.3868,,1.9238,0.0973,58.0,13.0,13.0,,,6.0,2.0,,170.0,1.0,,1.0,1.0,,,4.0,,,2.0,1.0,,,,,13.0,1.0,4.0,4.0,1.0,0.0,10.0,148.0,59.0,40.0,1.0,1.0,4.0,12.0,6.0,529.0,,,1.0,1.0,0.0,90.0,58.0,33.0,,,,,129.0,129.0,3.0,21.0,14.0,63.3,1.0,,,1.0,13.0,0.0,,,,145.0,2.0,,2.0,,2.0,5.0,1.0,0.0,5.0,123.0,459.0,4.0,16.0,263.0,35.0,22.0,15.0,8.0,21.0,14.0,110827.54,2.0,161.0,,307.0,1.0,,6.0,10.0,41.0,3.0,549.0,2.0,0.0,19.0,6.0,2.0,31.0,1.0,751.0,37.0,15.0,0.0,7.0,10.0,2.0,0.0
