season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7090033,4,56,Sunderland,Home,328145,154976,Adnan Januzaj,adnan-januzaj,M,False,2.0,,,20.0,4.0,22.0,2.0,,3.0,,,2.0,,,,5.0,12.0,5.0,,,3.0,,,,,,3.0,90.0,,,,,,,20.0,,6.8,,,,,,6.0,5.0,,1.0,,26.0,4.0,25.0,2,,51.0,6.0,1.0,4.0,
2016-17,7090033,4,56,Sunderland,Home,786029,144660,Didier Ndong,didier-ndong,M,True,,,2.0,9.0,4.0,13.0,,,,,,,,,,1.0,2.0,,,,1.0,,,,,,,17.0,,,,,,,2.0,,6.2,,,,,,,,,2.0,,9.0,4.0,13.0,0,,15.0,1.0,,,
2016-17,7090043,5,56,Sunderland,Away,1924,7525,Steven Pienaar,steven-pienaar,M,False,,,1.0,7.0,3.0,10.0,2.0,,4.0,,1.0,,2.0,,,,5.0,3.0,,,,,,,,1.0,,63.0,1.0,1.0,,,,,8.0,,6.4,,,,,3.0,1.0,,,4.0,,11.0,3.0,14.0,1,,27.0,3.0,3.0,,
2016-17,7090043,5,56,Sunderland,Away,14210,28448,Lee Cattermole,lee-cattermole,M,False,,,4.0,12.0,10.0,22.0,,,2.0,,,,3.0,,,2.0,9.0,2.0,,,3.0,,,,,4.0,,90.0,,1.0,,,,,7.0,,6.3,,,,,3.0,1.0,,,4.0,,16.0,10.0,26.0,0,2.0,42.0,,,,2.0
2016-17,7090043,5,56,Sunderland,Away,43473,57736,Jan Kirchhoff,jan-kirchhoff,M,False,,,,7.0,8.0,15.0,3.0,1.0,6.0,,,,1.0,,,,6.0,5.0,,,2.0,,,,,1.0,,79.0,,,,,,,6.0,,6.9,,,1.0,,2.0,,,,2.0,,10.0,10.0,20.0,1,3.0,32.0,1.0,1.0,,3.0
2016-17,7090043,5,56,Sunderland,Away,240256,115854,Duncan Watmore,duncan-watmore,M,True,,,,1.0,2.0,3.0,1.0,1.0,2.0,,,,,,,,1.0,4.0,,,,,,,,,,27.0,,,,,,,3.0,,6.9,,,1.0,,,2.0,,,,,3.0,2.0,5.0,1,1.0,12.0,1.0,,2.0,1.0
2016-17,7090043,5,56,Sunderland,Away,328145,154976,Adnan Januzaj,adnan-januzaj,M,False,2.0,,,7.0,2.0,7.0,7.0,1.0,5.0,1.0,,,3.0,,,3.0,18.0,9.0,,,3.0,,,,,1.0,3.0,90.0,,,,,,,21.0,,6.9,,,,,3.0,8.0,3.0,,3.0,,19.0,3.0,19.0,0,1.0,43.0,2.0,2.0,5.0,1.0
2016-17,7090043,5,56,Sunderland,Away,786029,144660,Didier Ndong,didier-ndong,M,False,1.0,,1.0,13.0,12.0,24.0,2.0,,10.0,,,,,,,1.0,5.0,5.0,,,2.0,,,,,3.0,,90.0,,,,,,,4.0,,7.1,,,,,,1.0,2.0,,1.0,,16.0,12.0,26.0,0,4.0,37.0,,,1.0,3.0
2016-17,7090055,6,56,Sunderland,Home,1924,7525,Steven Pienaar,steven-pienaar,M,False,,,,2.0,3.0,5.0,,,,,,,,,,,,1.0,,,,,,,,,,15.0,,,,,,,3.0,,6.6,,,,,,,,,,,4.0,4.0,8.0,0,,9.0,,1.0,,
2016-17,7090055,6,56,Sunderland,Home,14210,28448,Lee Cattermole,lee-cattermole,M,False,,,5.0,18.0,17.0,35.0,1.0,1.0,5.0,,,,3.0,,,,5.0,1.0,,,1.0,,,,,1.0,,86.0,,1.0,,,,,10.0,,6.9,,,,,1.0,,,,8.0,,25.0,18.0,43.0,0,,50.0,1.0,,,
2016-17,7090055,6,56,Sunderland,Home,43473,57736,Jan Kirchhoff,jan-kirchhoff,M,False,1.0,,,22.0,14.0,35.0,3.0,2.0,9.0,,,,2.0,,,1.0,8.0,4.0,,,2.0,,,,,3.0,1.0,90.0,,,,,,,16.0,,6.5,,,,,1.0,,1.0,,8.0,,33.0,16.0,48.0,0,2.0,61.0,,,,1.0
2016-17,7090055,6,56,Sunderland,Home,240256,115854,Duncan Watmore,duncan-watmore,M,True,,,1.0,8.0,6.0,14.0,2.0,1.0,5.0,,,1.0,,,,4.0,8.0,9.0,,,1.0,,,,,1.0,,75.0,,,,,,,13.0,,6.6,,,,,2.0,1.0,3.0,,1.0,,14.0,7.0,18.0,1,3.0,42.0,,5.0,,1.0
2016-17,7090055,6,56,Sunderland,Home,328145,154976,Adnan Januzaj,adnan-januzaj,M,False,,,2.0,14.0,5.0,19.0,,1.0,5.0,,,,,,,2.0,3.0,5.0,,,,,,,,,,86.0,1.0,,,,,,19.0,,6.9,,,1.0,,,4.0,4.0,,3.0,,24.0,7.0,27.0,2,1.0,46.0,3.0,,3.0,1.0
2016-17,7090055,6,56,Sunderland,Home,786029,144660,Didier Ndong,didier-ndong,M,False,,,3.0,24.0,10.0,34.0,3.0,1.0,5.0,,,1.0,3.0,,,3.0,11.0,3.0,,,3.0,,,,,2.0,2.0,90.0,,,,,,,8.0,,6.2,,,,,1.0,1.0,,,3.0,,28.0,10.0,38.0,1,1.0,49.0,1.0,,1.0,1.0
2016-17,7090065,7,56,Sunderland,Home,43473,57736,Jan Kirchhoff,jan-kirchhoff,M,False,,,3.0,22.0,9.0,31.0,2.0,3.0,4.0,,,,,,,,5.0,6.0,,,1.0,,,,,1.0,,56.0,,,,,,,17.0,,7.0,,,,,3.0,2.0,,,6.0,,36.0,10.0,46.0,0,3.0,59.0,,,,2.0
2016-17,7090065,7,56,Sunderland,Home,240256,115854,Duncan Watmore,duncan-watmore,M,False,,,,11.0,3.0,14.0,1.0,,2.0,2.0,,,,,,2.0,7.0,5.0,,,1.0,1.0,,,,,2.0,90.0,,,,,,,13.0,,7.0,,,,,1.0,5.0,1.0,,,,15.0,4.0,18.0,0,,37.0,2.0,3.0,2.0,
2016-17,7090065,7,56,Sunderland,Home,786029,144660,Didier Ndong,didier-ndong,M,False,,,6.0,35.0,12.0,47.0,1.0,1.0,12.0,,,,,,,,2.0,5.0,,,,,,,,5.0,,90.0,,,,,,,12.0,,7.3,,,,,1.0,3.0,4.0,,11.0,,41.0,15.0,52.0,0,,69.0,2.0,2.0,2.0,
2016-17,7090065,7,56,Sunderland,Home,789859,114000,George Honeyman,george-honeyman,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090081,8,56,Sunderland,Away,1924,7525,Steven Pienaar,steven-pienaar,M,True,,,1.0,15.0,5.0,20.0,,,3.0,,,,1.0,,,1.0,2.0,1.0,,,,,,,,2.0,,35.0,,1.0,,,,,5.0,,6.7,,,,,,,,,2.0,,18.0,6.0,24.0,0,,29.0,,1.0,,
2016-17,7090081,8,56,Sunderland,Away,240256,115854,Duncan Watmore,duncan-watmore,M,False,,,1.0,9.0,2.0,11.0,4.0,,5.0,,,,,,,7.0,13.0,6.0,,,,,,,,,1.0,90.0,,,,,,,18.0,,5.9,,,1.0,,,6.0,2.0,,3.0,,14.0,3.0,15.0,1,1.0,38.0,3.0,1.0,4.0,1.0
2016-17,7090081,8,56,Sunderland,Away,786029,144660,Didier Ndong,didier-ndong,M,False,,,1.0,19.0,18.0,37.0,1.0,,6.0,,,,2.0,,,1.0,7.0,4.0,,,3.0,,,,,1.0,,90.0,,2.0,,,,,12.0,,6.6,,,1.0,,1.0,2.0,2.0,,3.0,,25.0,21.0,44.0,1,1.0,61.0,2.0,1.0,2.0,1.0
2016-17,7090123,9,56,Sunderland,Away,1924,7525,Steven Pienaar,steven-pienaar,M,False,,,2.0,20.0,6.0,26.0,3.0,1.0,6.0,,,,2.0,,,,7.0,7.0,,,2.0,,,,,3.0,,80.0,,,,,,,15.0,,6.5,,,,,,,1.0,,4.0,,27.0,10.0,36.0,0,3.0,51.0,2.0,3.0,,2.0
2016-17,7090123,9,56,Sunderland,Away,240256,115854,Duncan Watmore,duncan-watmore,M,False,1.0,,1.0,11.0,4.0,14.0,4.0,,3.0,,,,2.0,,,1.0,8.0,2.0,,,,,,,,1.0,1.0,75.0,,2.0,,,,,16.0,,6.5,,,,,,2.0,3.0,,1.0,,16.0,5.0,18.0,0,1.0,37.0,7.0,,1.0,1.0
2016-17,7090123,9,56,Sunderland,Away,786029,144660,Didier Ndong,didier-ndong,M,False,,,1.0,19.0,21.0,40.0,1.0,,4.0,,,,6.0,,,1.0,10.0,2.0,,,2.0,,,,,3.0,1.0,90.0,,,,,,,5.0,,6.0,,,,,1.0,,,,1.0,,21.0,23.0,44.0,0,1.0,52.0,,1.0,,
2016-17,7090123,9,56,Sunderland,Away,789859,114000,George Honeyman,george-honeyman,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090090,10,56,Sunderland,Home,1924,7525,Steven Pienaar,steven-pienaar,M,False,,,,14.0,7.0,21.0,1.0,,3.0,,,,,,,1.0,4.0,3.0,,,2.0,,,,,1.0,,70.0,,,,,,,7.0,,6.4,,,,,,,,,,,19.0,7.0,26.0,0,2.0,37.0,1.0,1.0,,1.0
2016-17,7090090,10,56,Sunderland,Home,240256,115854,Duncan Watmore,duncan-watmore,M,False,,,,6.0,4.0,10.0,2.0,,4.0,,,,2.0,,,2.0,7.0,3.0,,,,,,,,,,84.0,,,,,,1.0,11.0,,6.1,,,,,,1.0,1.0,,,1.0,11.0,4.0,14.0,0,1.0,26.0,3.0,2.0,,1.0
2016-17,7090090,10,56,Sunderland,Home,328145,154976,Adnan Januzaj,adnan-januzaj,M,True,,,,1.0,,1.0,,,1.0,,,,,,,,2.0,2.0,,,1.0,,,,,,,20.0,,,,,,,4.0,,6.2,,,,,,1.0,,,,,2.0,,2.0,0,1.0,7.0,2.0,1.0,,1.0
2016-17,7090090,10,56,Sunderland,Home,786029,144660,Didier Ndong,didier-ndong,M,False,2.0,,5.0,15.0,13.0,26.0,1.0,,9.0,,,,1.0,,,,3.0,5.0,,,1.0,,,,,1.0,1.0,90.0,,,,,,,5.0,,6.8,,,,,,1.0,2.0,,6.0,,17.0,14.0,29.0,0,1.0,41.0,2.0,3.0,1.0,1.0
2016-17,7090084,11,56,Sunderland,Away,1924,7525,Steven Pienaar,steven-pienaar,M,False,,,1.0,16.0,10.0,26.0,,,6.0,,,,2.0,,,,5.0,6.0,,,3.0,,,,,1.0,1.0,59.0,,,,,,,5.0,,6.2,,,,,,1.0,,,2.0,,19.0,10.0,29.0,0,3.0,38.0,2.0,2.0,1.0,3.0
2016-17,7090084,11,56,Sunderland,Away,240256,115854,Duncan Watmore,duncan-watmore,M,False,,,,6.0,2.0,8.0,,,7.0,,,1.0,3.0,,,3.0,10.0,2.0,,,1.0,,,,,3.0,,89.0,1.0,,,,,,19.0,,6.0,,,,,,4.0,2.0,,,2.0,12.0,3.0,13.0,2,1.0,37.0,4.0,,1.0,1.0
2016-17,7090084,11,56,Sunderland,Away,328145,154976,Adnan Januzaj,adnan-januzaj,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090084,11,56,Sunderland,Away,786029,144660,Didier Ndong,didier-ndong,M,False,,,4.0,12.0,6.0,18.0,,,6.0,,,,3.0,,,,3.0,4.0,,,,,,,,1.0,,90.0,1.0,,,,,,5.0,,6.8,,,,,1.0,1.0,1.0,,6.0,,13.0,9.0,21.0,1,3.0,32.0,1.0,,1.0,3.0
2016-17,7090125,12,56,Sunderland,Home,240256,115854,Duncan Watmore,duncan-watmore,M,False,,,,5.0,5.0,10.0,1.0,1.0,2.0,,,1.0,1.0,,,1.0,6.0,5.0,,,2.0,1.0,,,,1.0,1.0,90.0,1.0,,,,,,11.0,,6.8,,,,,1.0,2.0,2.0,,,,12.0,5.0,15.0,2,,33.0,2.0,3.0,1.0,
2016-17,7090125,12,56,Sunderland,Home,328145,154976,Adnan Januzaj,adnan-januzaj,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090125,12,56,Sunderland,Home,786029,144660,Didier Ndong,didier-ndong,M,False,,,7.0,18.0,33.0,51.0,,1.0,5.0,,,,,,,1.0,2.0,1.0,,1.0,1.0,,,,,2.0,,90.0,,1.0,,,,,10.0,,6.8,,,,,1.0,,,,9.0,,24.0,35.0,59.0,0,,68.0,1.0,,,
2016-17,7090128,13,56,Sunderland,Away,524,19057,Sebastian Larsson,sebastian-larsson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090128,13,56,Sunderland,Away,1924,7525,Steven Pienaar,steven-pienaar,M,False,1.0,,2.0,6.0,4.0,9.0,2.0,1.0,2.0,,,,,,,1.0,5.0,4.0,,,2.0,,,,,2.0,,79.0,1.0,1.0,,,,,13.0,,6.9,,,,,4.0,,3.0,,3.0,,14.0,5.0,16.0,1,2.0,36.0,3.0,1.0,,1.0
2016-17,7090128,13,56,Sunderland,Away,240256,115854,Duncan Watmore,duncan-watmore,M,False,,,,5.0,,5.0,1.0,1.0,3.0,,,1.0,1.0,,,1.0,6.0,3.0,,,,,,,,1.0,1.0,79.0,,,,,,,12.0,,6.2,,,,,1.0,3.0,1.0,,1.0,,8.0,1.0,8.0,1,1.0,26.0,3.0,1.0,,1.0
2016-17,7090128,13,56,Sunderland,Away,328145,154976,Adnan Januzaj,adnan-januzaj,M,True,,,,1.0,,1.0,1.0,,1.0,,,,,,,1.0,3.0,1.0,,,,,,,,,,11.0,,,,,,,2.0,,6.2,,,,,,2.0,,,,,1.0,,1.0,0,,4.0,,,1.0,
2016-17,7090128,13,56,Sunderland,Away,786029,144660,Didier Ndong,didier-ndong,M,False,,,,7.0,9.0,16.0,1.0,2.0,5.0,,,,2.0,,,,7.0,8.0,,,2.0,,,,,,,90.0,,1.0,,1.0,,,6.0,,6.3,,,,,6.0,3.0,,,,,8.0,11.0,19.0,0,5.0,36.0,1.0,,1.0,2.0
2016-17,7090094,14,56,Sunderland,Home,524,19057,Sebastian Larsson,sebastian-larsson,M,True,1.0,,2.0,12.0,2.0,13.0,,1.0,2.0,,,,,,,,2.0,3.0,,,2.0,,,,,,1.0,45.0,,2.0,,,,,7.0,,6.8,,,,,1.0,,3.0,,3.0,,17.0,2.0,16.0,0,2.0,28.0,2.0,,,2.0
2016-17,7090094,14,56,Sunderland,Home,1924,7525,Steven Pienaar,steven-pienaar,M,False,,,2.0,16.0,4.0,20.0,,1.0,6.0,,,,,,,2.0,3.0,6.0,,,,,,,,,,45.0,,,,,,,16.0,,6.8,,,,,,2.0,2.0,,2.0,,27.0,6.0,31.0,0,3.0,41.0,,1.0,1.0,3.0
2016-17,7090094,14,56,Sunderland,Home,43473,57736,Jan Kirchhoff,jan-kirchhoff,M,True,,,,5.0,13.0,18.0,2.0,,3.0,,,,,,,,2.0,2.0,,,,,,,,3.0,,45.0,,,,,,,5.0,,6.9,,,1.0,,3.0,,,,3.0,,8.0,15.0,23.0,1,2.0,33.0,,,,1.0
2016-17,7090094,14,56,Sunderland,Home,240256,115854,Duncan Watmore,duncan-watmore,M,False,2.0,,,8.0,2.0,8.0,3.0,,5.0,,,1.0,2.0,,,,7.0,7.0,,,,,,,,1.0,3.0,85.0,1.0,,,,,,16.0,,7.4,,,3.0,,,7.0,3.0,,2.0,,16.0,5.0,18.0,5,,40.0,2.0,2.0,5.0,
2016-17,7090094,14,56,Sunderland,Home,328145,154976,Adnan Januzaj,adnan-januzaj,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090094,14,56,Sunderland,Home,786029,144660,Didier Ndong,didier-ndong,M,False,1.0,,3.0,24.0,15.0,38.0,1.0,2.0,12.0,,,,1.0,,,1.0,4.0,6.0,,,1.0,,,,,2.0,1.0,90.0,,,,,,,13.0,,7.1,,,1.0,,1.0,1.0,1.0,,5.0,1.0,31.0,18.0,48.0,1,2.0,64.0,2.0,1.0,1.0,1.0
2016-17,7090143,15,56,Sunderland,Away,524,19057,Sebastian Larsson,sebastian-larsson,M,False,2.0,,1.0,7.0,2.0,7.0,,,4.0,,,,1.0,,,3.0,5.0,4.0,,,,,,,,1.0,1.0,55.0,,,,,,,8.0,,6.6,,,,,,1.0,5.0,,1.0,,11.0,2.0,8.0,0,4.0,25.0,,,,2.0
2016-17,7090143,15,56,Sunderland,Away,1924,7525,Steven Pienaar,steven-pienaar,M,False,,,2.0,9.0,11.0,20.0,1.0,,8.0,,,,,,,1.0,4.0,4.0,,,,,,,,1.0,,85.0,,,,,,,17.0,,6.3,,,,,,2.0,,,4.0,,17.0,14.0,31.0,0,,44.0,3.0,4.0,,
2016-17,7090143,15,56,Sunderland,Away,43473,57736,Jan Kirchhoff,jan-kirchhoff,M,True,,,1.0,11.0,4.0,15.0,1.0,,2.0,,,,1.0,,,,2.0,2.0,,,,,,,,,,33.0,,,,,,,4.0,,6.7,,,,,1.0,,,,1.0,,15.0,4.0,19.0,0,2.0,23.0,,,,1.0
2016-17,7090143,15,56,Sunderland,Away,328145,154976,Adnan Januzaj,adnan-januzaj,M,True,1.0,,,6.0,2.0,7.0,,1.0,1.0,,,,,,,2.0,2.0,2.0,,,,,,,,,3.0,35.0,,,,,,,7.0,,6.7,,,,,1.0,,2.0,,,,9.0,2.0,9.0,0,1.0,18.0,2.0,,,1.0
2016-17,7090143,15,56,Sunderland,Away,786029,144660,Didier Ndong,didier-ndong,M,False,,,1.0,8.0,11.0,19.0,1.0,,6.0,,,,,,,,2.0,2.0,,,1.0,,,,,1.0,,57.0,,,,,,,8.0,,6.5,,,,,2.0,1.0,,,2.0,,9.0,15.0,24.0,0,1.0,34.0,3.0,,1.0,1.0
2016-17,7090137,16,56,Sunderland,Home,524,19057,Sebastian Larsson,sebastian-larsson,M,True,1.0,,3.0,9.0,8.0,16.0,1.0,,1.0,,,,4.0,,,,5.0,3.0,,,,,,,,,,33.0,,,,,,,5.0,,6.6,,,1.0,,,1.0,2.0,,3.0,,13.0,8.0,19.0,1,2.0,26.0,1.0,,1.0,
2016-17,7090137,16,56,Sunderland,Home,43473,57736,Jan Kirchhoff,jan-kirchhoff,M,False,,,1.0,10.0,6.0,16.0,2.0,3.0,2.0,,,,1.0,,,,5.0,4.0,,,2.0,,,,,1.0,,57.0,,,,,,,7.0,,6.5,,,,,1.0,,,,2.0,,15.0,8.0,23.0,0,1.0,27.0,,,,1.0
2016-17,7090137,16,56,Sunderland,Home,328145,154976,Adnan Januzaj,adnan-januzaj,M,False,,,1.0,4.0,2.0,6.0,3.0,,8.0,,,,,,,4.0,10.0,3.0,,,3.0,,,,,2.0,,90.0,1.0,,,,,,13.0,,6.5,,,1.0,,1.0,3.0,3.0,,1.0,,8.0,3.0,8.0,2,1.0,28.0,3.0,,2.0,1.0
2016-17,7090137,16,56,Sunderland,Home,789859,114000,George Honeyman,george-honeyman,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090158,17,56,Sunderland,Home,524,19057,Sebastian Larsson,sebastian-larsson,M,True,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,6.6,,,,,,,,,,,,1.0,1.0,0,,2.0,,,,
2016-17,7090158,17,56,Sunderland,Home,328145,154976,Adnan Januzaj,adnan-januzaj,M,False,2.0,,2.0,17.0,,15.0,1.0,,4.0,,,1.0,,,,3.0,8.0,6.0,,,1.0,,,,,,1.0,80.0,,,,,,,19.0,,6.5,,,,,1.0,6.0,5.0,,3.0,,26.0,,21.0,1,,46.0,3.0,3.0,3.0,
2016-17,7090158,17,56,Sunderland,Home,786029,144660,Didier Ndong,didier-ndong,M,False,,,1.0,4.0,16.0,20.0,3.0,3.0,9.0,,,,2.0,,,2.0,8.0,9.0,,,1.0,,,,,4.0,,90.0,,,,,,,13.0,,7.2,,,,,1.0,,1.0,,5.0,,12.0,18.0,29.0,0,5.0,51.0,1.0,1.0,,4.0
2016-17,7090158,17,56,Sunderland,Home,789859,114000,George Honeyman,george-honeyman,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090158,17,56,Sunderland,Home,848455,149051,Ethan Robson,ethan-robson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090169,18,56,Sunderland,Away,524,19057,Sebastian Larsson,sebastian-larsson,M,False,2.0,,1.0,16.0,11.0,25.0,,,3.0,,,,2.0,,,,3.0,,,,1.0,,,,,,1.0,83.0,,1.0,,,,,8.0,,6.6,,,1.0,,4.0,,4.0,,2.0,,24.0,11.0,31.0,1,,42.0,,,,
2016-17,7090169,18,56,Sunderland,Away,786029,144660,Didier Ndong,didier-ndong,M,False,,,3.0,21.0,15.0,36.0,1.0,,5.0,,,,4.0,,,1.0,7.0,,1.0,,1.0,,,,,2.0,,86.0,,,,,,,10.0,,5.5,,,,,2.0,,,,3.0,,27.0,17.0,44.0,0,,53.0,1.0,,,
2016-17,7090169,18,56,Sunderland,Away,789859,114000,George Honeyman,george-honeyman,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090169,18,56,Sunderland,Away,826144,204819,Elliot Embleton,elliot-embleton,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090176,19,56,Sunderland,Away,524,19057,Sebastian Larsson,sebastian-larsson,M,False,,,6.0,21.0,26.0,47.0,,,7.0,,,,2.0,,,1.0,6.0,,,,3.0,,,,,1.0,1.0,90.0,,,,1.0,,,9.0,,5.9,,,1.0,,3.0,,1.0,,8.0,,29.0,26.0,54.0,1,,63.0,,,,
2016-17,7090176,19,56,Sunderland,Away,1924,7525,Steven Pienaar,steven-pienaar,M,True,,,,14.0,12.0,26.0,2.0,,2.0,,,,,,,,3.0,4.0,,,1.0,,,,,1.0,2.0,45.0,,,,,,,9.0,,6.7,,,,,,,1.0,,2.0,,17.0,14.0,30.0,0,2.0,41.0,3.0,2.0,,
