season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089877,1,56,Sunderland,Away,240256,115854,Duncan Watmore,duncan-watmore,M,False,,,,5.0,2.0,7.0,4.0,3.0,4.0,,,,,,,1.0,9.0,4.0,,,2.0,,,,,,,64.0,,,,,,,9.0,,6.4,,,1.0,,,2.0,,,,,8.0,3.0,11.0,1,,24.0,2.0,2.0,,
2016-17,7089877,1,56,Sunderland,Away,328145,154976,Adnan Januzaj,adnan-januzaj,M,True,,,,1.0,2.0,3.0,2.0,,3.0,,,,,,,,3.0,4.0,,,2.0,,,,,1.0,,26.0,,,,,,,9.0,,6.6,,,,,1.0,2.0,6.0,,,,7.0,2.0,3.0,0,,20.0,3.0,2.0,2.0,
2016-17,7090017,2,56,Sunderland,Home,1924,7525,Steven Pienaar,steven-pienaar,M,True,,,1.0,32.0,14.0,46.0,2.0,1.0,3.0,,,,,,,3.0,5.0,4.0,,,1.0,,,,,,1.0,53.0,,1.0,,,,,12.0,,6.7,,,1.0,,,1.0,1.0,,1.0,,39.0,15.0,53.0,1,1.0,66.0,1.0,1.0,1.0,1.0
2016-17,7090017,2,56,Sunderland,Home,240256,115854,Duncan Watmore,duncan-watmore,M,False,1.0,,2.0,16.0,,15.0,,,1.0,,,,,,,4.0,8.0,7.0,,,,,,,,,1.0,81.0,1.0,,,,,,18.0,,6.5,,,,,,9.0,2.0,,5.0,1.0,24.0,2.0,24.0,1,1.0,45.0,,1.0,5.0,1.0
2016-17,7090017,2,56,Sunderland,Home,328145,154976,Adnan Januzaj,adnan-januzaj,M,False,1.0,,2.0,11.0,3.0,13.0,1.0,1.0,5.0,,,1.0,,,,5.0,8.0,9.0,,,,,,,,1.0,4.0,90.0,1.0,,,,,,25.0,,7.1,,,2.0,,,8.0,9.0,,3.0,,26.0,3.0,20.0,4,,53.0,1.0,2.0,6.0,
2016-17,7090022,3,56,Sunderland,Away,1924,7525,Steven Pienaar,steven-pienaar,M,False,1.0,,1.0,13.0,9.0,21.0,1.0,,4.0,,,,,,,1.0,3.0,5.0,,,1.0,,,,,1.0,,67.0,,,,,,,7.0,,7.0,,,,,,1.0,1.0,,2.0,,17.0,10.0,26.0,0,2.0,36.0,1.0,2.0,1.0,2.0
2016-17,7090022,3,56,Sunderland,Away,240256,115854,Duncan Watmore,duncan-watmore,M,True,,,1.0,2.0,1.0,3.0,1.0,,3.0,,,,1.0,,,,4.0,4.0,,,,,,,,,1.0,26.0,,,,,,,4.0,,6.6,,,,,1.0,4.0,,,2.0,,3.0,1.0,4.0,0,1.0,13.0,1.0,1.0,2.0,1.0
2016-17,7090022,3,56,Sunderland,Away,328145,154976,Adnan Januzaj,adnan-januzaj,M,False,1.0,,1.0,6.0,4.0,9.0,3.0,2.0,3.0,,,,,,,2.0,5.0,11.0,,,,,,,,,1.0,90.0,,,,,,,14.0,,7.0,,,,,,5.0,3.0,,1.0,1.0,16.0,6.0,19.0,0,1.0,34.0,,3.0,5.0,1.0
2016-17,7090033,4,56,Sunderland,Home,43473,57736,Jan Kirchhoff,jan-kirchhoff,M,False,,,2.0,11.0,3.0,14.0,,3.0,3.0,,,1.0,1.0,,,1.0,3.0,5.0,,,1.0,,,,,2.0,,76.0,,,,,,,6.0,,6.2,,,,,1.0,1.0,,,4.0,,16.0,3.0,19.0,1,1.0,28.0,,,1.0,1.0
2016-17,7090033,4,56,Sunderland,Home,240256,115854,Duncan Watmore,duncan-watmore,M,False,,,,5.0,1.0,6.0,1.0,1.0,4.0,,,1.0,1.0,,,1.0,8.0,5.0,,,3.0,,,,,,,73.0,,,,,,,13.0,,5.9,,,,,,5.0,2.0,,1.0,,12.0,1.0,11.0,1,1.0,25.0,2.0,1.0,2.0,
