season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6767932,1,56,Sunderland,Away,524,19057,Sebastian Larsson,sebastian-larsson,M,False,2.0,,2.0,16.0,20.0,34.0,1.0,2.0,3.0,,,1.0,,,,,1.0,6.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,7.1,,,,,,1.0,4.0,,4.0,,24.0,20.0,40.0,1,2.0,55.0,,1.0,1.0
2015-16,6767932,1,56,Sunderland,Away,14210,28448,Lee Cattermole,lee-cattermole,M,False,,,,6.0,9.0,15.0,2.0,,,,,,,,,,3.0,,,,1.0,,,,,,,,30.0,,,,1.0,,,,5.6,,,,,,,,,1.0,,8.0,11.0,19.0,0,,19.0,,,
2015-16,6767932,1,56,Sunderland,Away,33852,49836,Liam Bridcutt,liam-bridcutt,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767932,1,56,Sunderland,Away,76133,55641,Emanuele Giaccherini,emanuele-giaccherini,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767952,2,56,Sunderland,Home,524,19057,Sebastian Larsson,sebastian-larsson,M,False,,,1.0,5.0,2.0,7.0,1.0,1.0,2.0,,,1.0,2.0,,,1.0,4.0,2.0,,,,,,,,1.0,,,45.0,,,,,,,,6.2,,,,,,,3.0,,3.0,,13.0,6.0,16.0,1,,27.0,1.0,1.0,
2015-16,6767952,2,56,Sunderland,Home,14210,28448,Lee Cattermole,lee-cattermole,M,False,,,5.0,11.0,30.0,41.0,1.0,,2.0,,,,4.0,,,1.0,6.0,2.0,,1.0,,,,,,3.0,,,90.0,,3.0,,,,,,6.0,,,,,1.0,1.0,,,8.0,,20.0,32.0,52.0,0,1.0,64.0,,,1.0
2015-16,6767952,2,56,Sunderland,Home,32045,49396,Yann M'Vila,yann-mvila,M,False,,,5.0,21.0,24.0,45.0,1.0,,12.0,,,,1.0,,,2.0,4.0,8.0,,,,,,,,3.0,,,90.0,,,,,,,,7.3,,,,,,,,,5.0,,22.0,25.0,47.0,0,6.0,63.0,,2.0,
2015-16,6767952,2,56,Sunderland,Home,33852,49836,Liam Bridcutt,liam-bridcutt,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767952,2,56,Sunderland,Home,240256,115854,Duncan Watmore,duncan-watmore,M,True,,,,2.0,,2.0,,,1.0,,,,,,,,2.0,1.0,,,,,1.0,,,,,,20.0,1.0,,,,,,,7.1,,,,,,3.0,2.0,,,,6.0,,4.0,1,,11.0,,,1.0
2015-16,6767959,3,56,Sunderland,Home,524,19057,Sebastian Larsson,sebastian-larsson,M,True,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,
2015-16,6767959,3,56,Sunderland,Home,14210,28448,Lee Cattermole,lee-cattermole,M,False,,,3.0,13.0,19.0,32.0,1.0,,9.0,,,,1.0,,,1.0,4.0,3.0,,,1.0,,,,,3.0,,,90.0,,,,,,,,6.8,,,,,,,,,4.0,,18.0,21.0,39.0,0,3.0,48.0,,,
2015-16,6767959,3,56,Sunderland,Home,32045,49396,Yann M'Vila,yann-mvila,M,False,2.0,,1.0,26.0,15.0,39.0,1.0,1.0,11.0,,,,2.0,,,,3.0,4.0,,,1.0,,,,,1.0,3.0,,90.0,,,,,,,,7.0,,,,,1.0,1.0,4.0,,5.0,,36.0,17.0,49.0,0,1.0,62.0,3.0,1.0,1.0
2015-16,6767959,3,56,Sunderland,Home,76133,55641,Emanuele Giaccherini,emanuele-giaccherini,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767959,3,56,Sunderland,Home,240256,115854,Duncan Watmore,duncan-watmore,M,True,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,1.0,,,,,,,,0,,1.0,,,
