playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,penaltiesSaved,catches,shotsOnTargetIncGoals,savesMadeFromOutsideBox,totalShots,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,savesFromPenalty,totalTouchesInOppositionBox,punches,penaltyGoalsConceded,ownGoalScored,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,totalTackles,successfulLayoffs,unsuccessfulCrossesOpenPlay,offsides,substituteOn,successfulCrossesAndCorners,aerialDuelsLost,throwInsToOppositionPlayer,tacklesLost,lastPlayerTackle,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,blocks,backwardPasses,throwInsToOwnPlayer,substituteOff,blockedShots,overruns,throughBalls,goalAssists,goals,awayGoals,cornersTakenInclShortCorners,unsuccessfulLayoffs,homeGoals,rightFootGoals,unsuccessfulDribbles,headedGoals,otherGoals,handballsConceded,secondGoalAssists,successfulCornersIntoBox,leftFootGoals,attemptsFromSetPieces,unsuccessfulCornersIntoBox,hitWoodwork,clearancesOffTheLine,setPiecesGoals,penaltiesTaken,penaltyGoals
14469,Albert Crusat,Midfielder,Wigan,111,Spain,2012-13,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28491,Ali Al Habsi,Goalkeeper,Wigan,111,Oman,2012-13,0.0,0.0,0.0,1.0,1.0,29.0,1.0,42.0,1.0,11.0,29.0,29.0,233.0,666.0,286.0,18.0,4.0,4.0,7.0,2610.0,8.0,8.0,1.0,4.0,209.0,1.0,1.0,21.0,6.0,1.0,1.0,79.0,35.0,57.0,1.0,76.0,85.0,2.0,0.0,9.0,4.0,501.0,183.0,29.0,1.0,4.0,98.0,49.0,5.0,4.0,303.0,303.0,244.0,1.0,101.0,19.0,89.0,1.0,1.0,224.0,957.0,103.0,335.0,43.0,222.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43035,Antolin Alcaraz,Defender,Wigan,111,Paraguay,2012-13,0.0,0.0,2.0,37.0,,,2.0,,3.0,45.0,10.0,8.0,57.0,348.0,,,26.0,2.0,,691.0,46.0,1.0,,31.0,245.0,,8.0,,1.0,,3.0,3.0,43.0,9.0,26.0,79.0,,3.0,0.0,83.0,,148.0,49.0,10.0,,,110.0,8.0,57.0,15.0,,341.0,72.0,4.0,,,100.0,10.0,28.0,46.0,481.0,8.0,182.0,,12.0,18.0,1.0,24.0,2.0,2.0,1.0,2.0,1.0,11.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,22.0,3.0,21.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
26921,Arouna Koné,Forward,Wigan,111,Cote d’Ivoire,2012-13,0.0,0.0,0.0,215.0,,,36.0,,70.0,130.0,34.0,32.0,139.0,896.0,,,60.0,2.0,,2929.0,117.0,10.0,,98.0,731.0,,166.0,,4.0,,36.0,,8.0,61.0,174.0,270.0,,29.0,6.0,332.0,,118.0,96.0,34.0,,,597.0,51.0,272.0,19.0,,895.0,381.0,45.0,,,227.0,39.0,13.0,26.0,1388.0,2.0,163.0,,9.0,19.0,3.0,24.0,100.0,20.0,27.0,2.0,3.0,41.0,,5.0,,20.0,131.0,34.0,17.0,19.0,3.0,281.0,4.0,3.0,22.0,12.0,5.0,5.0,11.0,6.0,1.0,12.0,5.0,8.0,44.0,2.0,1.0,5.0,1.0,,,,,,,,,
16045,Ben Watson,Midfielder,Wigan,111,England,2012-13,0.0,0.0,1.0,36.0,,,6.0,,13.0,51.0,12.0,7.0,72.0,579.0,,,8.0,1.0,,624.0,28.0,2.0,,25.0,427.0,,5.0,,,,3.0,2.0,12.0,14.0,31.0,204.0,,6.0,2.0,64.0,,150.0,40.0,12.0,,,318.0,12.0,56.0,3.0,,559.0,98.0,2.0,,,177.0,13.0,27.0,80.0,699.0,3.0,190.0,,21.0,12.0,,17.0,13.0,7.0,,5.0,1.0,5.0,,5.0,,11.0,8.0,7.0,4.0,12.0,5.0,48.0,1.0,4.0,1.0,,,,1.0,1.0,3.0,,0.0,,3.0,,,2.0,,1.0,1.0,1.0,2.0,,,,,
61538,Callum McManaman,Midfielder,Wigan,111,England,2012-13,0.0,0.0,0.0,46.0,,,5.0,,10.0,29.0,20.0,8.0,31.0,189.0,,,5.0,,,637.0,49.0,2.0,,48.0,153.0,,41.0,,1.0,,6.0,2.0,9.0,11.0,42.0,29.0,,8.0,2.0,95.0,,46.0,19.0,20.0,,,122.0,9.0,90.0,1.0,,189.0,101.0,18.0,,,53.0,10.0,7.0,5.0,351.0,4.0,38.0,,2.0,10.0,2.0,22.0,8.0,22.0,2.0,12.0,2.0,4.0,1.0,2.0,,23.0,27.0,5.0,8.0,20.0,1.0,61.0,1.0,7.0,4.0,4.0,1.0,,2.0,1.0,1.0,,1.0,1.0,18.0,,,1.0,,,1.0,,1.0,,,,,
92803,Danny Redmond,Midfielder,Wigan,111,England,2012-13,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19556,David Jones,Midfielder,Wigan,111,England,2012-13,0.0,0.0,1.0,34.0,,,3.0,,6.0,46.0,13.0,8.0,54.0,598.0,,,13.0,,,809.0,34.0,6.0,,27.0,511.0,,11.0,,3.0,,5.0,2.0,14.0,21.0,28.0,197.0,,4.0,0.0,68.0,,160.0,41.0,13.0,,,321.0,15.0,55.0,7.0,,581.0,90.0,4.0,,,153.0,10.0,27.0,33.0,728.0,2.0,224.0,,8.0,17.0,,19.0,5.0,2.0,,5.0,1.0,6.0,1.0,5.0,,17.0,11.0,3.0,2.0,14.0,1.0,88.0,5.0,6.0,5.0,,,,,,17.0,,,,2.0,,,1.0,,1.0,,1.0,13.0,,,,,
106458,Eduard Campabadal,Defender,Wigan,111,Spain,2012-13,0.0,0.0,0.0,,,,,,,1.0,1.0,,1.0,3.0,,,,,,2.0,1.0,,,1.0,2.0,,3.0,,,,1.0,,,,,,,1.0,0.0,1.0,,,,1.0,,,2.0,,1.0,,,3.0,2.0,,,,2.0,,,,5.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
3296,Emmerson Boyce,Defender,Wigan,111,Barbados,2012-13,0.0,0.0,5.0,124.0,,,7.0,,21.0,275.0,36.0,36.0,316.0,1286.0,,,129.0,4.0,,3146.0,196.0,10.0,,111.0,921.0,,45.0,,6.0,1.0,17.0,29.0,106.0,66.0,80.0,89.0,,19.0,0.0,320.0,,535.0,113.0,36.0,,,559.0,56.0,191.0,85.0,,1266.0,449.0,18.0,,,463.0,24.0,76.0,49.0,1971.0,81.0,428.0,,41.0,109.0,17.0,74.0,1.0,38.0,,,17.0,44.0,21.0,20.0,1.0,38.0,39.0,14.0,3.0,54.0,11.0,199.0,162.0,7.0,5.0,3.0,,,4.0,2.0,,1.0,2.0,2.0,24.0,2.0,,,,,,,,1.0,,,,
