playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,expectedAssists,totalTackles,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,substituteOn,aerialDuels,timePlayed,aerialDuelsLost,duelsWon,groundDuelsWon,successfulShortPasses,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,timesTackled,groundDuels,aerialDuelsWon,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,throughBalls,goalAssists,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,goalsConcededOutsideBox,putthroughBlockedDistribution,totalTouchesInOppositionBox,keyPassesAttemptAssists,shotsBlockedInBox,putthroughBlockedDistributionWon,homeGoals,oboxTarget,rightFootGoals,headedGoals,unsuccessfulCrossesAndCorners,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,successfulDribbles,handballsConceded,expectedGoals,setPiecesGoals,oboxBlocked,successfulCornersIntoBox,leftFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,throwInsToOwnPlayer,hitWoodwork,secondGoalAssists,successfulCrossesOpenPlay,expectedGoalsFreekick,foulWonPenalty,cleanSheets,successfulCrossesAndCorners,throwInsToOppositionPlayer,penaltiesTaken,penaltyGoals,shotsBlockedOutsideBox,catches,savesMadeFromOutsideBox,penaltiesFaced,penaltiesConceded,savesMade,drops,crossesNotClaimed,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,lastPlayerTackle,clearancesOffTheLine,redCards2ndYellow,penaltiesSaved,savesFromPenalty,punches,goalkeeperSmother
622758,Aaron Anselmino,Defender,Chelsea,8,Argentina,2024-25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532605,Andrey Santos,Midfielder,Chelsea,8,Brazil,2024-25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242880,Benoît Badiashile,Defender,Chelsea,8,France,2024-25,0.0,0.0,0.0,10.0,0.0782,9.0,21.0,5.0,1.0,3.0,30.0,303.0,10.0,2.0,10.0,333.0,2.0,19.0,11.0,260.0,1.0,3.5991,1.0,12.0,5.0,8.0,118.0,2.0,0.0,29.0,104.0,18.0,5.0,3.0,1.0,115.0,5.0,1.0,19.0,8.0,10.0,288.0,33.0,6.0,2.0,59.0,6.0,6.0,13.0,22.0,342.0,1.0,1.0,158.0,2.0,9.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213198,Christopher Nkunku,Forward,Chelsea,8,France,2024-25,0.0,0.0,2.0,70.0,0.9973,12.0,31.0,27.0,15.0,9.0,31.0,330.0,,18.0,38.0,911.0,22.0,49.0,33.0,295.0,2.0,16.1812,,9.0,16.0,48.0,112.0,11.0,3.0,119.0,54.0,29.0,27.0,4.0,14.0,213.0,13.0,31.0,81.0,16.0,,323.0,87.0,8.0,2.0,55.0,16.0,7.0,4.0,109.0,486.0,7.0,,86.0,9.0,,4.0,5.0,12.0,3.0,5.9402,20.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,8.0,8.0,2.0,3.0,10.0,58.0,12.0,5.0,7.0,1.0,1.0,2.0,1.0,4.0,5.0,8.0,5.0,10.0,1.0,4.8341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244851,Cole Palmer,Midfielder,Chelsea,8,England,2024-25,0.0,0.0,7.0,120.0,9.1441,34.0,177.0,37.0,26.0,36.0,221.0,1310.0,,1.0,9.0,3195.0,7.0,147.0,145.0,996.0,5.0,42.8013,,19.0,41.0,113.0,261.0,60.0,3.0,267.0,340.0,106.0,37.0,14.0,46.0,824.0,35.0,83.0,258.0,2.0,,1195.0,497.0,20.0,1.0,401.0,15.0,11.0,93.0,308.0,2005.0,10.0,5.0,300.0,10.0,44.0,32.0,40.0,51.0,3.0,16.4221,86.0,22.0,8.0,57.0,15.0,7.0,6.0,75.0,19.0,17.0,17.0,5.0,6.0,63.0,156.0,81.0,20.0,15.0,9.0,19.0,,,109.0,20.0,35.0,41.0,51.0,,17.2837,1.0,20.0,10.0,15.0,12.0,12.0,44.0,16.0,6.0,2.0,20.0,0.5443,1.0,5.0,35.0,1.0,5.0,4.0,20.0,,,,,,,,,,,,,,,,,
448047,Enzo Fernández,Midfielder,Chelsea,8,Argentina,2024-25,0.0,0.0,8.0,182.0,6.2208,65.0,216.0,36.0,58.0,32.0,289.0,1778.0,,4.0,48.0,2946.0,33.0,159.0,144.0,1390.0,3.0,36.7564,4.0,20.0,37.0,149.0,537.0,54.0,2.0,341.0,524.0,156.0,36.0,32.0,21.0,937.0,31.0,49.0,293.0,15.0,,1711.0,462.0,33.0,7.0,393.0,52.0,13.0,99.0,324.0,2327.0,6.0,27.0,578.0,29.0,73.0,67.0,14.0,20.0,2.0,6.9956,39.0,14.0,7.0,36.0,6.0,2.0,3.0,74.0,8.0,6.0,6.0,2.0,6.0,82.0,85.0,72.0,8.0,36.0,3.0,8.0,2.0,2.0,83.0,8.0,19.0,29.0,26.0,1.0,6.127,,6.0,14.0,2.0,2.0,2.0,43.0,3.0,,2.0,9.0,0.1509,,7.0,26.0,1.0,,,6.0,,,,,,,,,,,,,,,,,
508479,Filip Jörgensen,Goalkeeper,Chelsea,8,Denmark,2024-25,0.0,0.0,0.0,1.0,0.0027,,,6.0,,6.0,30.0,170.0,18.0,,1.0,540.0,,1.0,,130.0,1.0,9.289,3.0,,9.0,1.0,48.0,1.0,0.0,2.0,70.0,27.0,6.0,,,3.0,8.0,,1.0,1.0,34.0,150.0,31.0,,,52.0,1.0,,10.0,,212.0,,24.0,137.0,1.0,30.0,8.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,20.0,1.0,1.0,3.0,7.0,18.0,,,,,,,
471798,Gaga Slonina,Goalkeeper,Chelsea,8,United States,2024-25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591382,Genesis Antwi,Defender,Chelsea,8,Sweden,2024-25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536238,Ishé Samuels-Smith,Defender,Chelsea,8,England,2024-25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
