playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,redCards2ndYellow,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goals,awayGoals,penaltiesConceded,homeGoals,rightFootGoals,headedGoals,hitWoodwork,foulWonPenalty,unsuccessfulLayoffs,leftFootGoals,unsuccessfulCornersIntoBox,lastPlayerTackle,penaltiesTaken,attemptsFromSetPieces,penaltyGoals,secondGoalAssists,successfulCornersIntoBox,catches,savesMade,savesMadeFromOutsideBox,crossesNotClaimed,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,ownGoalScored,penaltiesFaced,punches,drops,otherGoals
43670,Juan Mata,Midfielder,Chelsea,8,Spain,2011-12,120.0,19.0,0.0,10.0,24.0,3.0,25.0,55.0,20.0,165.0,34.0,13.0,161.0,29.0,193.0,84.0,1486.0,16.0,5.0,118.0,3.0,4.0,61.0,2531.0,3.0,85.0,3.0,85.0,1201.0,100.0,1.0,4.0,90.0,1.0,6.0,30.0,117.0,447.0,30.0,2.0,205.0,335.0,140.0,34.0,6.0,17.0,974.0,27.0,,175.0,74.0,202.0,,0.0,1461.0,31.0,24.0,492.0,19.0,30.0,,314.0,17.0,20.0,,92.0,390.0,2072.0,21.0,14.0,3.0,380.0,2.0,2.0,28.0,29.0,6.0,0.0,,6.0,,,4.0,,9.0,6.0,71.0,,,11.0,,2.0,36.0,,,,,,,,,,,,,,,
111565,Lucas Piazón,Midfielder,Chelsea,8,Brazil,2011-12,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8442,Michael Essien,Midfielder,Chelsea,8,Ghana,2011-12,48.0,1.0,0.0,7.0,3.0,1.0,21.0,13.0,,48.0,14.0,1.0,11.0,10.0,58.0,8.0,669.0,1.0,4.0,,13.0,2.0,1.0,920.0,7.0,45.0,2.0,39.0,578.0,2.0,,3.0,9.0,1.0,19.0,12.0,41.0,196.0,13.0,0.0,93.0,216.0,53.0,14.0,7.0,3.0,335.0,10.0,,8.0,15.0,80.0,6.0,0.0,655.0,10.0,2.0,89.0,14.0,5.0,6.0,180.0,17.0,12.0,,33.0,77.0,810.0,2.0,4.0,2.0,277.0,1.0,3.0,10.0,7.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,
89085,Nathaniel Chalobah,Midfielder,Chelsea,8,England,2011-12,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78056,Oriol Romeu,Midfielder,Chelsea,8,Spain,2011-12,60.0,,0.0,1.0,1.0,,37.0,6.0,1.0,63.0,16.0,,10.0,11.0,69.0,,657.0,,5.0,1.0,16.0,3.0,,952.0,8.0,59.0,2.0,51.0,538.0,1.0,,,8.0,,15.0,12.0,52.0,177.0,11.0,0.0,119.0,199.0,80.0,16.0,8.0,1.0,254.0,10.0,,1.0,10.0,103.0,8.0,0.0,649.0,5.0,2.0,85.0,29.0,3.0,2.0,198.0,15.0,34.0,,50.0,83.0,794.0,1.0,4.0,7.0,334.0,,2.0,6.0,18.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
74230,Patrick van Aanholt,Defender,Chelsea,8,Netherlands,2011-12,7.0,,0.0,3.0,,2.0,8.0,1.0,1.0,16.0,3.0,,,3.0,19.0,9.0,108.0,,,,1.0,,,270.0,1.0,12.0,,12.0,81.0,3.0,3.0,,1.0,,7.0,7.0,6.0,46.0,2.0,0.0,19.0,40.0,7.0,3.0,1.0,4.0,47.0,7.0,,9.0,4.0,18.0,,0.0,106.0,1.0,2.0,40.0,7.0,2.0,,6.0,2.0,3.0,,8.0,16.0,193.0,28.0,,,42.0,1.0,0.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16734,Paulo Ferreira,Defender,Chelsea,8,Portugal,2011-12,17.0,1.0,0.0,1.0,,1.0,9.0,,,18.0,6.0,,3.0,3.0,22.0,6.0,143.0,,3.0,,5.0,,1.0,368.0,2.0,18.0,2.0,15.0,116.0,1.0,4.0,,2.0,1.0,4.0,7.0,15.0,18.0,5.0,0.0,35.0,50.0,22.0,6.0,,2.0,56.0,5.0,,6.0,6.0,30.0,3.0,0.0,138.0,,,41.0,9.0,1.0,4.0,56.0,3.0,7.0,,5.0,19.0,231.0,31.0,1.0,1.0,66.0,,1.0,4.0,6.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11334,Petr Cech,Goalkeeper,Chelsea,8,Czech Republic,2011-12,5.0,,0.0,,,,,,,14.0,34.0,,,34.0,387.0,,1038.0,,,,5.0,10.0,,3060.0,1.0,11.0,3.0,7.0,345.0,,,4.0,1.0,97.0,45.0,39.0,4.0,138.0,6.0,0.0,16.0,777.0,344.0,34.0,,,197.0,36.0,,,,11.0,4.0,0.0,595.0,,,401.0,,1.0,,123.0,,1.0,,306.0,,1437.0,,,188.0,454.0,,0.0,373.0,49.0,,,,,,,,,,,,,,,,,,59.0,84.0,44.0,3.0,280.0,335.0,26.0,133.0,21.0,40.0,,5.0,15.0,4.0,
53392,Ramires,Midfielder,Chelsea,8,Brazil,2011-12,142.0,2.0,0.0,7.0,22.0,10.0,83.0,42.0,10.0,131.0,30.0,1.0,55.0,28.0,149.0,39.0,1000.0,5.0,2.0,,32.0,7.0,2.0,2474.0,20.0,176.0,4.0,164.0,820.0,65.0,,1.0,19.0,1.0,28.0,32.0,122.0,250.0,38.0,2.0,318.0,264.0,140.0,30.0,21.0,16.0,554.0,28.0,,39.0,65.0,286.0,12.0,0.0,997.0,20.0,18.0,305.0,62.0,43.0,6.0,264.0,42.0,56.0,,31.0,222.0,1498.0,9.0,7.0,10.0,299.0,1.0,4.0,18.0,31.0,5.0,2.0,,3.0,4.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0
19921,Raul Meireles,Midfielder,Chelsea,8,Portugal,2011-12,89.0,7.0,0.0,10.0,10.0,2.0,37.0,41.0,15.0,168.0,30.0,4.0,45.0,23.0,207.0,24.0,1337.0,,7.0,24.0,5.0,1.0,18.0,1966.0,2.0,63.0,2.0,60.0,1043.0,23.0,1.0,3.0,36.0,,25.0,26.0,87.0,340.0,20.0,2.0,152.0,466.0,117.0,30.0,9.0,3.0,703.0,24.0,,41.0,24.0,147.0,3.0,0.0,1317.0,31.0,8.0,302.0,28.0,3.0,3.0,326.0,32.0,62.0,,87.0,205.0,1688.0,2.0,10.0,9.0,445.0,2.0,8.0,39.0,45.0,2.0,0.0,,2.0,2.0,,1.0,,4.0,,13.0,,,1.0,,,10.0,,,,,,,,,,,,,,,
66749,Romelu Lukaku,Forward,Chelsea,8,Belgium,2011-12,27.0,2.0,0.0,2.0,4.0,,2.0,7.0,,10.0,8.0,1.0,17.0,1.0,10.0,3.0,53.0,2.0,7.0,,9.0,,2.0,158.0,7.0,9.0,,7.0,43.0,20.0,,,4.0,,2.0,2.0,20.0,7.0,1.0,0.0,36.0,7.0,2.0,8.0,,5.0,38.0,2.0,,3.0,17.0,27.0,2.0,0.0,53.0,3.0,2.0,35.0,2.0,4.0,,13.0,3.0,,,,26.0,105.0,1.0,1.0,,7.0,,0.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
17694,Ross Turnbull,Goalkeeper,Chelsea,8,England,2011-12,,,0.0,,,,,,,,2.0,,,2.0,23.0,,61.0,,,,,,,180.0,,,2.0,,14.0,,,,1.0,12.0,4.0,5.0,,7.0,,0.0,,49.0,16.0,2.0,,,18.0,3.0,,,,,,0.0,34.0,,,23.0,,,,5.0,,2.0,,24.0,,84.0,,,12.0,20.0,,0.0,23.0,3.0,,,,,,,,,,,,,,,,,,2.0,6.0,3.0,,19.0,20.0,,8.0,1.0,3.0,,1.0,2.0,,
40146,Ryan Bertrand,Defender,Chelsea,8,England,2011-12,18.0,6.0,0.0,2.0,,,14.0,,,21.0,7.0,,3.0,6.0,25.0,13.0,273.0,1.0,1.0,,8.0,,6.0,540.0,2.0,28.0,4.0,22.0,243.0,3.0,5.0,,5.0,1.0,19.0,9.0,16.0,100.0,7.0,0.0,46.0,106.0,34.0,7.0,4.0,2.0,144.0,5.0,,13.0,9.0,38.0,6.0,0.0,267.0,,7.0,59.0,10.0,1.0,6.0,10.0,7.0,13.0,,5.0,57.0,429.0,43.0,1.0,3.0,110.0,2.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37352,Salomon Kalou,Midfielder,Chelsea,8,Cote d’Ivoire,2011-12,38.0,2.0,0.0,3.0,5.0,2.0,8.0,10.0,9.0,46.0,12.0,1.0,17.0,7.0,48.0,1.0,254.0,4.0,5.0,,13.0,1.0,2.0,576.0,9.0,29.0,,25.0,201.0,28.0,,,16.0,,6.0,3.0,29.0,97.0,6.0,0.0,67.0,53.0,31.0,12.0,1.0,7.0,154.0,3.0,,1.0,22.0,54.0,4.0,0.0,253.0,5.0,6.0,87.0,7.0,11.0,,45.0,4.0,3.0,,5.0,59.0,352.0,1.0,5.0,1.0,54.0,,0.0,2.0,9.0,1.0,1.0,,0.0,1.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
42428,Sam Hutchinson,Midfielder,Chelsea,8,England,2011-12,,,0.0,,,,3.0,,,5.0,2.0,,,1.0,7.0,1.0,55.0,,1.0,,,,,77.0,,3.0,,3.0,47.0,,1.0,,,,,2.0,,1.0,,0.0,3.0,24.0,3.0,2.0,,,17.0,2.0,,1.0,,3.0,,0.0,55.0,,,9.0,3.0,,,21.0,,2.0,,1.0,9.0,67.0,5.0,1.0,,31.0,,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13594,Yossi Benayoun,Midfielder,Chelsea,8,Israel,2011-12,58.0,,0.0,6.0,13.0,3.0,16.0,15.0,13.0,75.0,20.0,1.0,34.0,10.0,78.0,3.0,409.0,,10.0,1.0,19.0,1.0,,902.0,14.0,42.0,3.0,37.0,325.0,48.0,,2.0,13.0,,7.0,16.0,44.0,153.0,9.0,0.0,100.0,127.0,30.0,20.0,6.0,10.0,244.0,13.0,,3.0,23.0,81.0,5.0,0.0,408.0,2.0,8.0,124.0,10.0,12.0,,50.0,14.0,20.0,,6.0,79.0,566.0,3.0,8.0,6.0,87.0,2.0,1.0,3.0,12.0,4.0,3.0,,1.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
