playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,redCards2ndYellow,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goals,awayGoals,penaltiesConceded,homeGoals,rightFootGoals,headedGoals,hitWoodwork,foulWonPenalty,unsuccessfulLayoffs,leftFootGoals,unsuccessfulCornersIntoBox,lastPlayerTackle,penaltiesTaken,attemptsFromSetPieces,penaltyGoals,secondGoalAssists,successfulCornersIntoBox,catches,savesMade,savesMadeFromOutsideBox,crossesNotClaimed,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,ownGoalScored,penaltiesFaced,punches,drops,otherGoals
3785,Ashley Cole,Defender,Chelsea,8,England,2011-12,125.0,17.0,1.0,3.0,4.0,5.0,80.0,11.0,5.0,148.0,32.0,6.0,14.0,31.0,172.0,59.0,1405.0,6.0,1.0,1.0,33.0,9.0,17.0,2786.0,18.0,139.0,1.0,124.0,1161.0,36.0,21.0,2.0,19.0,1.0,65.0,34.0,107.0,616.0,33.0,0.0,264.0,479.0,145.0,32.0,22.0,14.0,705.0,33.0,1.0,59.0,50.0,231.0,15.0,0.0,1379.0,7.0,17.0,334.0,58.0,11.0,10.0,55.0,31.0,50.0,1.0,72.0,255.0,2115.0,235.0,1.0,8.0,545.0,3.0,7.0,24.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41135,Branislav Ivanovic,Defender,Chelsea,8,Serbia,2011-12,61.0,11.0,0.0,2.0,8.0,2.0,57.0,20.0,1.0,102.0,29.0,1.0,6.0,26.0,151.0,26.0,1067.0,1.0,3.0,,56.0,3.0,11.0,2263.0,13.0,130.0,5.0,87.0,802.0,36.0,24.0,2.0,17.0,10.0,130.0,35.0,48.0,106.0,21.0,2.0,191.0,379.0,136.0,29.0,13.0,7.0,330.0,30.0,,26.0,17.0,135.0,43.0,0.0,1040.0,12.0,6.0,233.0,44.0,9.0,11.0,475.0,24.0,58.0,4.0,114.0,107.0,1585.0,85.0,5.0,23.0,597.0,,6.0,49.0,39.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
40755,Daniel Sturridge,Forward,Chelsea,8,England,2011-12,142.0,7.0,0.0,21.0,32.0,3.0,8.0,72.0,15.0,109.0,30.0,3.0,50.0,28.0,129.0,53.0,702.0,6.0,2.0,5.0,15.0,5.0,7.0,2268.0,14.0,67.0,4.0,66.0,534.0,121.0,,3.0,22.0,,7.0,29.0,128.0,97.0,31.0,2.0,209.0,182.0,105.0,30.0,1.0,35.0,367.0,25.0,,54.0,106.0,194.0,1.0,0.0,696.0,40.0,34.0,340.0,7.0,27.0,,220.0,11.0,17.0,,39.0,203.0,1126.0,7.0,15.0,2.0,213.0,1.0,3.0,20.0,16.0,11.0,7.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,
41270,David Luiz,Defender,Chelsea,8,Brazil,2011-12,66.0,4.0,0.0,5.0,6.0,4.0,28.0,10.0,9.0,75.0,20.0,1.0,1.0,18.0,131.0,6.0,877.0,1.0,2.0,,25.0,5.0,4.0,1650.0,7.0,88.0,1.0,70.0,649.0,20.0,,4.0,9.0,8.0,77.0,19.0,59.0,175.0,23.0,2.0,154.0,384.0,116.0,20.0,5.0,8.0,295.0,18.0,,6.0,26.0,129.0,18.0,0.0,850.0,4.0,4.0,189.0,23.0,19.0,10.0,269.0,22.0,56.0,1.0,97.0,49.0,1197.0,16.0,1.0,27.0,455.0,,5.0,56.0,23.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
12303,Didier Drogba,Forward,Chelsea,8,Cote d’Ivoire,2011-12,126.0,6.0,1.0,14.0,21.0,8.0,15.0,51.0,14.0,135.0,24.0,1.0,58.0,16.0,145.0,26.0,388.0,10.0,8.0,3.0,49.0,2.0,7.0,1480.0,22.0,85.0,2.0,58.0,230.0,96.0,,2.0,29.0,,27.0,18.0,104.0,98.0,26.0,4.0,211.0,121.0,29.0,24.0,5.0,22.0,200.0,16.0,,32.0,66.0,162.0,27.0,1.0,386.0,30.0,30.0,299.0,10.0,17.0,4.0,85.0,29.0,9.0,,13.0,84.0,732.0,1.0,6.0,3.0,50.0,,1.0,10.0,13.0,5.0,1.0,,4.0,3.0,2.0,2.0,1.0,11.0,,1.0,,1.0,15.0,1.0,1.0,,,,,,,,,,,,,,,,
14402,Fernando Torres,Forward,Chelsea,8,Spain,2011-12,199.0,9.0,1.0,18.0,20.0,11.0,35.0,48.0,11.0,141.0,32.0,4.0,84.0,20.0,147.0,25.0,568.0,11.0,12.0,2.0,69.0,2.0,9.0,1904.0,41.0,131.0,5.0,103.0,412.0,142.0,,2.0,29.0,,1.0,34.0,158.0,144.0,34.0,0.0,330.0,156.0,47.0,32.0,3.0,47.0,341.0,29.0,,26.0,109.0,261.0,28.0,1.0,567.0,28.0,24.0,365.0,32.0,34.0,,102.0,36.0,9.0,,9.0,166.0,995.0,2.0,5.0,,89.0,,4.0,6.0,14.0,6.0,2.0,,4.0,5.0,,4.0,,8.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
10425,Florent Malouda,Midfielder,Chelsea,8,France,2011-12,97.0,14.0,0.0,9.0,10.0,5.0,19.0,26.0,4.0,112.0,26.0,3.0,44.0,11.0,120.0,50.0,693.0,1.0,15.0,30.0,21.0,1.0,30.0,1153.0,8.0,67.0,2.0,54.0,553.0,48.0,1.0,2.0,39.0,,9.0,23.0,89.0,205.0,15.0,2.0,164.0,216.0,73.0,26.0,4.0,17.0,437.0,21.0,,63.0,62.0,143.0,13.0,0.0,679.0,16.0,15.0,266.0,15.0,20.0,,119.0,21.0,11.0,,20.0,153.0,1016.0,15.0,7.0,2.0,166.0,,3.0,8.0,17.0,2.0,0.0,,2.0,,,,,3.0,2.0,9.0,,,1.0,,1.0,14.0,,,,,,,,,,,,,,,
2051,Frank Lampard,Midfielder,Chelsea,8,England,2011-12,76.0,5.0,0.0,23.0,25.0,3.0,41.0,42.0,22.0,165.0,30.0,5.0,110.0,26.0,202.0,14.0,1537.0,,4.0,67.0,13.0,5.0,27.0,2250.0,6.0,77.0,2.0,70.0,1213.0,66.0,,2.0,50.0,1.0,38.0,31.0,70.0,489.0,21.0,12.0,153.0,463.0,107.0,30.0,10.0,3.0,796.0,29.0,,61.0,37.0,140.0,7.0,0.0,1502.0,17.0,20.0,328.0,31.0,8.0,8.0,302.0,18.0,35.0,,122.0,283.0,1939.0,10.0,5.0,6.0,566.0,,5.0,37.0,31.0,11.0,6.0,,5.0,9.0,2.0,1.0,,4.0,,41.0,,4.0,7.0,3.0,,20.0,,,,,,,,,,,,,,,
19419,Gary Cahill,Defender,Chelsea,8,England,2011-12,85.0,1.0,1.0,4.0,11.0,,24.0,20.0,2.0,145.0,29.0,,13.0,28.0,207.0,,976.0,,1.0,1.0,116.0,6.0,1.0,2493.0,45.0,117.0,9.0,46.0,690.0,52.0,,4.0,3.0,12.0,244.0,48.0,40.0,148.0,18.0,0.0,202.0,437.0,141.0,29.0,5.0,1.0,214.0,39.0,,1.0,8.0,86.0,71.0,1.0,966.0,9.0,7.0,232.0,19.0,4.0,33.0,301.0,24.0,53.0,1.0,79.0,90.0,1442.0,3.0,,47.0,556.0,,4.0,62.0,65.0,3.0,3.0,,0.0,3.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
59325,Gaël Kakuta,Midfielder,Chelsea,8,DR Congo,2011-12,5.0,,0.0,,,1.0,3.0,2.0,1.0,4.0,4.0,,6.0,,5.0,2.0,27.0,,4.0,1.0,1.0,,,67.0,,8.0,,7.0,21.0,3.0,,,,,,3.0,5.0,1.0,1.0,0.0,13.0,5.0,4.0,4.0,1.0,2.0,10.0,3.0,,3.0,5.0,12.0,1.0,0.0,26.0,2.0,1.0,15.0,2.0,3.0,,9.0,,,,1.0,12.0,47.0,,,,12.0,,0.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
37634,Henrique Hilário,Goalkeeper,Chelsea,8,Portugal,2011-12,,,0.0,,,,,,,3.0,2.0,,,2.0,10.0,,51.0,,,,1.0,,,180.0,,2.0,,1.0,32.0,,,,,2.0,1.0,2.0,,5.0,1.0,0.0,2.0,37.0,29.0,2.0,,,6.0,2.0,,,,1.0,1.0,0.0,31.0,,,10.0,,,,9.0,,,,9.0,,87.0,,,5.0,35.0,,0.0,7.0,4.0,,,,,,,,,,,,,,,,,,5.0,8.0,4.0,1.0,13.0,31.0,3.0,3.0,2.0,4.0,,,,,
108132,Jamal Blackman,Goalkeeper,Chelsea,8,England,2011-12,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28495,John Obi Mikel,Midfielder,Chelsea,8,Nigeria,2011-12,73.0,,0.0,3.0,2.0,1.0,36.0,8.0,9.0,78.0,22.0,,32.0,15.0,107.0,,1089.0,,7.0,,37.0,2.0,,1323.0,17.0,88.0,2.0,68.0,900.0,2.0,,2.0,8.0,2.0,30.0,18.0,56.0,295.0,23.0,0.0,161.0,362.0,120.0,22.0,6.0,1.0,467.0,16.0,,,17.0,124.0,20.0,0.0,1070.0,6.0,2.0,140.0,30.0,9.0,4.0,322.0,28.0,33.0,,82.0,110.0,1285.0,4.0,5.0,15.0,515.0,,4.0,29.0,39.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
1718,John Terry,Defender,Chelsea,8,England,2011-12,65.0,,0.0,5.0,10.0,,56.0,20.0,1.0,112.0,31.0,1.0,7.0,31.0,159.0,5.0,1826.0,2.0,,,73.0,9.0,,2790.0,20.0,132.0,4.0,79.0,1577.0,40.0,,1.0,12.0,5.0,181.0,36.0,45.0,577.0,21.0,6.0,197.0,882.0,144.0,31.0,18.0,1.0,564.0,32.0,,5.0,6.0,124.0,53.0,0.0,1794.0,10.0,3.0,186.0,38.0,2.0,25.0,226.0,23.0,60.0,3.0,90.0,141.0,2244.0,6.0,,28.0,1103.0,1.0,8.0,47.0,43.0,6.0,1.0,,5.0,1.0,4.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
88821,Josh McEachran,Midfielder,Chelsea,8,England,2011-12,6.0,,0.0,,,,4.0,,3.0,7.0,6.0,,7.0,1.0,7.0,,129.0,,5.0,,,,,138.0,,11.0,1.0,11.0,117.0,,,,2.0,,2.0,7.0,6.0,34.0,4.0,0.0,17.0,33.0,13.0,6.0,2.0,2.0,71.0,6.0,,,4.0,17.0,,0.0,127.0,,,12.0,2.0,3.0,,32.0,1.0,5.0,,5.0,30.0,156.0,,1.0,,51.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11278,José Bosingwa,Defender,Chelsea,8,Portugal,2011-12,103.0,21.0,1.0,5.0,4.0,10.0,61.0,10.0,3.0,146.0,27.0,2.0,4.0,24.0,181.0,109.0,1163.0,,3.0,1.0,33.0,4.0,21.0,2118.0,13.0,117.0,2.0,97.0,931.0,20.0,29.0,4.0,19.0,4.0,72.0,32.0,90.0,55.0,14.0,0.0,220.0,496.0,150.0,27.0,8.0,17.0,573.0,30.0,,109.0,45.0,187.0,20.0,1.0,1139.0,6.0,21.0,393.0,53.0,22.0,2.0,485.0,33.0,65.0,,51.0,127.0,1848.0,171.0,4.0,22.0,430.0,1.0,5.0,35.0,56.0,1.0,0.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
