playerId,playerName,position,team_name,team_id,nationality,season,expectedGoalsOnTargetConceded,successfulLaunches,expectedAssists,totalClearances,goalsConceded,totalRedCards,rightsidePasses,savesMade,winningGoal,forwardPasses,recoveries,appearances,gamesPlayed,successfulPassesOppositionHalf,starts,goalsConcededInsideBox,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,timePlayed,touches,unsuccessfulLaunches,successfulPassesOwnHalf,successfulShortPasses,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,successfulCrossesOpenPlay,expectedGoalsFreekick,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,shotsBlockedInBox,groundDuelsLost,totalFoulsWon,duels,putthroughBlockedDistributionWon,homeGoals,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,iboxBlocked,groundDuels,aerialDuelsWon,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,backwardPasses,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,foulAttemptedTackle,handballsConceded,expectedGoals,foulWonPenalty,offsides,shotsOnTargetOutsideBox,goalsConcededOutsideBox,penaltyGoalsConceded,oboxTarget,unsuccessfulDribbles,setPiecesGoals,penaltiesTaken,headedGoals,secondGoalAssists,penaltyGoals,penaltiesConceded,ownGoalScored,clearancesOffTheLine,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,goalkeeperSmother,drops,crossesNotClaimed
40349,Asmir Begovic,Goalkeeper,Chelsea,8,Bosnia & Herzegovina,2016-17,2.3416,2.0,0.0006,1.0,5.0,0.0,8.0,1.0,0.0,27.0,11.0,2.0,2.0,4.0,2.0,5.0,11.0,46.0,16.0,0.0,21.0,27.0,11.0,4.0,1.0,11.0,9.0,180.0,57.0,6.0,31.0,26.0,1.0,0.0,11.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17878,Cesc Fàbregas,Midfielder,Chelsea,8,Spain,2016-17,13.594,1.0,5.8794,16.0,14.0,0.0,312.0,,2.0,533.0,102.0,29.0,29.0,803.0,13.0,14.0,206.0,1326.0,,0.0,,1242.0,295.0,,,339.0,97.0,1327.0,1600.0,7.0,337.0,1023.0,,8.0,63.0,39.0,67.0,3.0,0.195,5.0,9.0,2.8311,30.0,21.0,18.0,143.0,12.0,33.0,13.0,5.0,1.0,3.0,16.0,74.0,23.0,4.0,20.0,4.0,4.0,1.0,14.0,68.0,45.0,59.0,13.0,40.0,1.0,50.0,2.0,53.0,17.0,135.0,26.0,4.0,4.0,4.0,1.0,65.0,9.0,2.0,2.0,112.0,9.0,12.0,14.0,26.0,12.0,2.0,2.0,23.0,16.0,32.0,142.0,3.0,5.0,2.0,3.0,16.0,1.0,2.4051,,,,,,,,,,,,,,,,,,,,,,,
41328,César Azpilicueta,Defender,Chelsea,8,Spain,2016-17,30.6231,15.0,3.1653,119.0,33.0,0.0,270.0,,0.0,1036.0,206.0,38.0,38.0,1061.0,38.0,29.0,314.0,2459.0,,0.0,,2422.0,393.0,,,931.0,116.0,3420.0,3037.0,63.0,1091.0,2029.0,,4.0,119.0,128.0,142.0,7.0,,2.0,6.0,1.1925,84.0,16.0,10.0,195.0,4.0,5.0,34.0,1.0,0.0,2.0,,,150.0,16.0,7.0,2.0,2.0,,69.0,199.0,47.0,118.0,,25.0,16.0,18.0,,73.0,23.0,341.0,24.0,1.0,1.0,21.0,,34.0,12.0,,,191.0,81.0,10.0,6.0,63.0,12.0,8.0,,27.0,71.0,,222.0,88.0,,,2.0,16.0,,0.6304,1.0,2.0,3.0,4.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,
41270,David Luiz,Defender,Chelsea,8,Brazil,2016-17,26.0437,16.0,0.8842,171.0,26.0,0.0,431.0,,0.0,596.0,196.0,33.0,33.0,371.0,33.0,22.0,257.0,1570.0,,0.0,,1471.0,301.0,,,462.0,158.0,2956.0,2036.0,67.0,944.0,1155.0,,6.0,149.0,68.0,89.0,2.0,1.017,10.0,10.0,1.7312,42.0,21.0,7.0,108.0,,2.0,4.0,1.0,1.0,8.0,,,99.0,13.0,2.0,3.0,3.0,,39.0,141.0,22.0,81.0,,26.0,,10.0,2.0,50.0,30.0,230.0,10.0,0.0,1.0,14.0,,4.0,10.0,17.0,2.0,131.0,60.0,11.0,10.0,28.0,14.0,14.0,17.0,29.0,64.0,,81.0,3.0,2.0,1.0,8.0,13.0,,1.7337,,3.0,6.0,4.0,1.0,6.0,2.0,1.0,,,,,,,,,,,,,,,
18507,Diego Costa,Forward,Chelsea,8,Spain,2016-17,27.0569,,5.486,39.0,30.0,0.0,291.0,,10.0,193.0,93.0,35.0,35.0,562.0,35.0,26.0,256.0,1034.0,,0.0,,965.0,581.0,,,217.0,28.0,3089.0,1763.0,1.0,217.0,750.0,,10.0,14.0,21.0,362.0,1.0,0.0844,32.0,42.0,14.6586,18.0,79.0,12.0,242.0,7.0,115.0,8.0,20.0,9.0,5.0,,2.0,154.0,9.0,1.0,18.0,18.0,15.0,110.0,207.0,67.0,163.0,,263.0,,35.0,27.0,252.0,92.0,569.0,15.0,11.0,13.0,9.0,5.0,8.0,198.0,1.0,27.0,415.0,44.0,37.0,28.0,9.0,56.0,3.0,1.0,43.0,7.0,,333.0,5.0,8.0,4.0,5.0,17.0,1.0,14.1835,1.0,26.0,4.0,4.0,2.0,4.0,78.0,,1.0,2.0,,,,,,,,,,,,,
154566,Dominic Solanke,Forward,Chelsea,8,England,2016-17,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42786,Eden Hazard,Forward,Chelsea,8,Belgium,2016-17,26.1339,1.0,9.2622,4.0,29.0,0.0,684.0,,7.0,406.0,170.0,36.0,36.0,1257.0,36.0,25.0,276.0,1750.0,,0.0,,1704.0,535.0,,,324.0,114.0,3002.0,2486.0,,234.0,1360.0,,3.0,17.0,32.0,173.0,7.0,0.0479,17.0,33.0,13.2864,18.0,60.0,6.0,259.0,5.0,103.0,41.0,16.0,4.0,7.0,,46.0,54.0,2.0,17.0,10.0,10.0,9.0,34.0,280.0,70.0,260.0,10.0,219.0,1.0,84.0,10.0,139.0,101.0,453.0,27.0,12.0,12.0,6.0,4.0,67.0,104.0,1.0,10.0,399.0,20.0,27.0,18.0,12.0,143.0,,1.0,19.0,28.0,16.0,336.0,22.0,25.0,,7.0,5.0,1.0,11.0729,1.0,8.0,7.0,4.0,1.0,7.0,43.0,,3.0,,3.0,2.0,,,,,,,,,,,
41251,Eduardo,Goalkeeper,Chelsea,8,Portugal,2016-17,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19419,Gary Cahill,Defender,Chelsea,8,England,2016-17,29.0941,10.0,0.5488,167.0,29.0,0.0,598.0,,1.0,781.0,136.0,37.0,37.0,545.0,36.0,25.0,215.0,1849.0,,0.0,,1808.0,250.0,,,355.0,112.0,3296.0,2273.0,50.0,1089.0,1522.0,,5.0,90.0,74.0,103.0,,,4.0,10.0,4.7541,53.0,20.0,1.0,125.0,,2.0,1.0,6.0,2.0,,1.0,,147.0,15.0,,2.0,2.0,,56.0,168.0,18.0,77.0,,41.0,,5.0,4.0,47.0,24.0,271.0,8.0,4.0,3.0,13.0,,1.0,13.0,,4.0,124.0,91.0,10.0,3.0,40.0,4.0,19.0,,34.0,46.0,,115.0,13.0,1.0,,,15.0,2.0,3.3954,,2.0,2.0,4.0,2.0,2.0,6.0,,,3.0,,,1.0,1.0,2.0,,,,,,,,
1718,John Terry,Defender,Chelsea,8,England,2016-17,5.0946,,0.7731,21.0,9.0,0.0,110.0,,0.0,102.0,16.0,9.0,9.0,71.0,6.0,9.0,25.0,320.0,,0.0,,315.0,33.0,,,88.0,10.0,494.0,372.0,2.0,224.0,285.0,,1.0,7.0,7.0,16.0,,,1.0,2.0,1.0549,3.0,7.0,,18.0,,,1.0,1.0,0.0,1.0,3.0,,20.0,1.0,,1.0,1.0,,6.0,20.0,2.0,6.0,,16.0,,2.0,,10.0,3.0,36.0,1.0,1.0,,1.0,1.0,1.0,3.0,,,16.0,14.0,5.0,2.0,2.0,,2.0,,5.0,4.0,,20.0,,1.0,,1.0,3.0,,0.9837,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
