playerId,playerName,position,team_name,team_id,nationality,season,expectedGoalsOnTargetConceded,successfulLaunches,expectedAssists,totalClearances,goalsConceded,totalRedCards,rightsidePasses,savesMade,winningGoal,forwardPasses,recoveries,appearances,gamesPlayed,successfulPassesOppositionHalf,starts,goalsConcededInsideBox,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,timePlayed,touches,unsuccessfulLaunches,successfulPassesOwnHalf,successfulShortPasses,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,successfulCrossesOpenPlay,expectedGoalsFreekick,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,shotsBlockedInBox,groundDuelsLost,totalFoulsWon,duels,putthroughBlockedDistributionWon,homeGoals,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,iboxBlocked,groundDuels,aerialDuelsWon,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,backwardPasses,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,foulAttemptedTackle,handballsConceded,expectedGoals,foulWonPenalty,offsides,shotsOnTargetOutsideBox,goalsConcededOutsideBox,penaltyGoalsConceded,oboxTarget,unsuccessfulDribbles,setPiecesGoals,penaltiesTaken,headedGoals,secondGoalAssists,penaltyGoals,penaltiesConceded,ownGoalScored,clearancesOffTheLine,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,goalkeeperSmother,drops,crossesNotClaimed
167767,Kenedy,Midfielder,Chelsea,8,Brazil,2016-17,1.469,1.0,0.0046,,3.0,0.0,13.0,,0.0,8.0,5.0,2.0,2.0,11.0,1.0,3.0,9.0,29.0,,0.0,,29.0,20.0,,,6.0,1.0,90.0,60.0,,9.0,19.0,,0.0,1.0,3.0,6.0,,,3.0,,,3.0,,,8.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,5.0,6.0,5.0,,3.0,3.0,1.0,2.0,6.0,1.0,11.0,3.0,,,3.0,,2.0,3.0,,2.0,11.0,,,2.0,,1.0,,,2.0,2.0,1.0,2.0,6.0,1.0,,1.0,2.0,,0.1283,,,,,,,1.0,,,,,,,,,,,,,,,,
103192,Kurt Zouma,Defender,Chelsea,8,France,2016-17,4.5734,1.0,0.0158,11.0,8.0,0.0,14.0,,0.0,43.0,15.0,9.0,9.0,29.0,3.0,8.0,25.0,128.0,,0.0,,120.0,34.0,,,51.0,8.0,246.0,179.0,7.0,74.0,95.0,,0.0,12.0,8.0,5.0,,,,,,8.0,1.0,,13.0,1.0,,2.0,,,,6.0,,7.0,,,,,,2.0,20.0,2.0,15.0,,1.0,,,,3.0,2.0,25.0,,,,3.0,,2.0,2.0,,,18.0,5.0,1.0,,5.0,5.0,1.0,,2.0,5.0,,20.0,4.0,2.0,,,1.0,,0.0702,,,,,,,1.0,,,,,,,,,,,,,,,,
38419,Loïc Rémy,Forward,Chelsea,8,France,2016-17,1.9758,,0.1018,,3.0,0.0,12.0,,0.0,13.0,3.0,5.0,5.0,30.0,1.0,3.0,9.0,45.0,,0.0,,42.0,29.0,,,13.0,,131.0,79.0,,6.0,36.0,,0.0,,1.0,6.0,,,1.0,3.0,0.1384,,5.0,,9.0,,3.0,6.0,,,1.0,4.0,,2.0,,,1.0,1.0,1.0,,8.0,,6.0,,9.0,,2.0,,6.0,1.0,14.0,,,,,,6.0,4.0,,,12.0,2.0,2.0,2.0,,5.0,,,2.0,,,7.0,,1.0,,1.0,,,0.2925,,1.0,2.0,,,2.0,3.0,,,,,,,,,,,,,,,,
82263,Marcos Alonso,Defender,Chelsea,8,Spain,2016-17,21.0174,9.0,2.437,76.0,19.0,0.0,520.0,,1.0,416.0,146.0,31.0,31.0,579.0,30.0,16.0,278.0,1250.0,,0.0,,1230.0,479.0,,,37.0,52.0,2694.0,2081.0,44.0,410.0,920.0,,2.0,78.0,88.0,132.0,17.0,0.4598,10.0,16.0,3.8418,56.0,36.0,2.0,200.0,3.0,9.0,84.0,6.0,3.0,4.0,1.0,,114.0,15.0,17.0,5.0,5.0,1.0,41.0,170.0,77.0,97.0,,83.0,30.0,21.0,6.0,91.0,20.0,302.0,40.0,3.0,1.0,18.0,4.0,85.0,41.0,6.0,6.0,188.0,73.0,20.0,26.0,38.0,21.0,5.0,6.0,25.0,44.0,,277.0,243.0,2.0,4.0,4.0,8.0,1.0,3.3935,,3.0,5.0,3.0,1.0,5.0,11.0,1.0,,1.0,,,,,,,,,,,,,
94245,Michy Batshuayi,Forward,Chelsea,8,Belgium,2016-17,2.257,,0.1038,1.0,3.0,0.0,15.0,,1.0,13.0,8.0,20.0,20.0,48.0,1.0,3.0,13.0,80.0,,0.0,,75.0,41.0,,,23.0,5.0,239.0,145.0,,19.0,62.0,,0.0,1.0,4.0,27.0,,,6.0,8.0,3.2068,2.0,11.0,2.0,12.0,1.0,16.0,2.0,5.0,2.0,3.0,19.0,,8.0,,,2.0,2.0,,5.0,12.0,5.0,9.0,,24.0,,,3.0,22.0,4.0,39.0,4.0,3.0,2.0,,3.0,2.0,11.0,,3.0,31.0,3.0,3.0,3.0,2.0,3.0,,,9.0,2.0,,29.0,,1.0,1.0,3.0,3.0,,3.2101,,4.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,
116594,N'Golo Kanté,Midfielder,Chelsea,8,France,2016-17,28.2745,5.0,2.5209,41.0,33.0,0.0,613.0,,0.0,593.0,275.0,35.0,35.0,1120.0,35.0,29.0,238.0,2122.0,,0.0,,2107.0,340.0,,,649.0,136.0,3139.0,2671.0,14.0,765.0,1748.0,,9.0,39.0,79.0,180.0,1.0,,10.0,7.0,1.4226,127.0,17.0,8.0,199.0,1.0,25.0,9.0,1.0,0.0,9.0,,,60.0,13.0,1.0,3.0,3.0,1.0,41.0,197.0,88.0,178.0,,20.0,,21.0,1.0,139.0,15.0,377.0,63.0,1.0,1.0,45.0,,9.0,42.0,,1.0,317.0,19.0,10.0,5.0,82.0,36.0,4.0,,53.0,82.0,,267.0,7.0,1.0,,9.0,29.0,2.0,1.9837,,,3.0,4.0,2.0,3.0,13.0,,,,1.0,,,,,,,,,,,,
126184,Nathan Aké,Defender,Chelsea,8,Netherlands,2016-17,14.0576,2.0,0.2827,76.0,20.0,0.0,108.0,,2.0,181.0,50.0,12.0,12.0,117.0,9.0,16.0,46.0,405.0,,0.0,,396.0,57.0,,,91.0,14.0,831.0,564.0,15.0,243.0,345.0,,1.0,22.0,16.0,28.0,1.0,,2.0,4.0,2.1192,22.0,5.0,1.0,24.0,1.0,,1.0,3.0,1.0,2.0,3.0,,39.0,3.0,1.0,1.0,1.0,,18.0,48.0,11.0,27.0,,12.0,2.0,3.0,,10.0,2.0,76.0,7.0,2.0,,5.0,1.0,1.0,2.0,,,37.0,21.0,1.0,1.0,17.0,3.0,8.0,,4.0,11.0,,25.0,2.0,,,2.0,2.0,,1.904,,,,4.0,,,,,,2.0,,,,,1.0,,,,,,,,
89085,Nathaniel Chalobah,Midfielder,Chelsea,8,England,2016-17,2.2912,1.0,0.2732,4.0,3.0,0.0,35.0,,0.0,33.0,12.0,10.0,10.0,33.0,1.0,3.0,18.0,103.0,,0.0,,102.0,24.0,,,21.0,7.0,159.0,131.0,,52.0,78.0,,2.0,6.0,2.0,10.0,,,,1.0,0.0925,5.0,1.0,1.0,12.0,1.0,3.0,,,,,9.0,,5.0,,,,,,1.0,11.0,4.0,7.0,,,,3.0,,9.0,1.0,21.0,3.0,,,1.0,,,1.0,,,16.0,4.0,,,4.0,1.0,,,2.0,2.0,,14.0,,1.0,,,1.0,,0.0287,,,1.0,,,1.0,,,,,,,,,,,,,,,,,
62398,Nemanja Matic,Midfielder,Chelsea,8,Serbia,2016-17,24.4398,7.0,3.0622,46.0,24.0,0.0,501.0,,0.0,583.0,241.0,35.0,35.0,922.0,30.0,20.0,229.0,1865.0,,0.0,,1826.0,325.0,,,508.0,141.0,2697.0,2249.0,15.0,715.0,1495.0,,4.0,62.0,62.0,133.0,1.0,,7.0,7.0,0.5037,51.0,13.0,8.0,167.0,7.0,29.0,7.0,1.0,0.0,5.0,5.0,,65.0,15.0,1.0,3.0,3.0,,26.0,143.0,60.0,104.0,,43.0,,19.0,2.0,107.0,25.0,276.0,28.0,1.0,1.0,14.0,,7.0,50.0,,2.0,211.0,39.0,6.0,7.0,37.0,29.0,9.0,,33.0,50.0,,273.0,1.0,7.0,,5.0,19.0,4.0,0.9211,,1.0,3.0,4.0,2.0,3.0,16.0,,,,,,,,,,,,,,,,
159506,Ola Aina,Defender,Chelsea,8,Nigeria,2016-17,0.0422,,0.0013,1.0,,0.0,4.0,,0.0,4.0,2.0,3.0,3.0,7.0,,,2.0,16.0,,0.0,,15.0,6.0,,,3.0,,24.0,24.0,1.0,7.0,14.0,,0.0,1.0,,,,,,1.0,0.0409,,1.0,,1.0,,,,,,,3.0,,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,5.0,,,,,,,0.0383,,,,,,,,,,,,,,,,,,,,,,,
49579,Pedro,Forward,Chelsea,8,Spain,2016-17,15.6591,4.0,3.2642,11.0,15.0,0.0,213.0,,4.0,198.0,158.0,35.0,35.0,518.0,26.0,12.0,164.0,947.0,,0.0,,935.0,359.0,,,299.0,33.0,2151.0,1446.0,7.0,276.0,750.0,,6.0,24.0,39.0,149.0,9.0,,13.0,17.0,5.6839,48.0,46.0,15.0,140.0,9.0,83.0,41.0,9.0,3.0,5.0,9.0,21.0,28.0,1.0,11.0,6.0,6.0,6.0,21.0,149.0,39.0,142.0,1.0,109.0,1.0,33.0,8.0,128.0,39.0,298.0,19.0,6.0,2.0,12.0,5.0,61.0,68.0,,8.0,270.0,7.0,29.0,27.0,36.0,56.0,1.0,,33.0,21.0,12.0,237.0,14.0,20.0,2.0,5.0,19.0,1.0,5.3964,1.0,8.0,2.0,3.0,1.0,2.0,25.0,,,2.0,1.0,,,,,,,,,,,,
126187,Ruben Loftus-Cheek,Midfielder,Chelsea,8,England,2016-17,0.1321,,0.0153,1.0,,0.0,4.0,,0.0,4.0,7.0,6.0,6.0,12.0,,,4.0,25.0,,0.0,,25.0,10.0,,,5.0,,31.0,38.0,,9.0,21.0,,0.0,,2.0,5.0,,,,1.0,0.1286,1.0,1.0,,4.0,,1.0,,,,,6.0,,1.0,,,1.0,1.0,,,3.0,1.0,2.0,,5.0,,,,5.0,,8.0,1.0,,,1.0,,,2.0,,,7.0,1.0,,2.0,,1.0,,,2.0,,,12.0,,,,,,,0.0954,,,,,,,,,,,,,,,,,,,,,,,
60772,Thibaut Courtois,Goalkeeper,Chelsea,8,Belgium,2016-17,28.2815,48.0,0.0124,23.0,28.0,0.0,189.0,68.0,0.0,496.0,248.0,36.0,36.0,60.0,36.0,24.0,268.0,792.0,224.0,0.0,306.0,484.0,272.0,83.0,31.0,107.0,172.0,3240.0,1097.0,155.0,464.0,352.0,43.0,1.0,267.0,66.0,2.0,,,,,,,,,1.0,,,,,,,,,7.0,16.0,,,,,,8.0,,1.0,,,,,,2.0,2.0,10.0,,,,,,,,,,3.0,7.0,,,,,,,1.0,,,,,,,,1.0,,,,,,4.0,2.0,,,,,,,,1.0,,,36.0,24.0,5.0,2.0,17.0,3.0,1.0,2.0
49013,Victor Moses,Midfielder,Chelsea,8,Nigeria,2016-17,16.0169,5.0,3.4198,48.0,15.0,0.0,46.0,,1.0,334.0,172.0,34.0,34.0,518.0,29.0,12.0,210.0,1010.0,,0.0,,1000.0,438.0,,,360.0,29.0,2494.0,1814.0,37.0,299.0,771.0,,4.0,71.0,59.0,155.0,16.0,,18.0,15.0,2.8466,47.0,27.0,3.0,139.0,2.0,5.0,96.0,3.0,0.0,4.0,5.0,10.0,92.0,6.0,17.0,6.0,6.0,1.0,57.0,168.0,62.0,133.0,1.0,110.0,32.0,26.0,14.0,98.0,32.0,323.0,29.0,3.0,3.0,9.0,,103.0,55.0,,14.0,231.0,35.0,12.0,38.0,38.0,54.0,7.0,,28.0,41.0,7.0,270.0,218.0,20.0,2.0,4.0,13.0,4.0,3.4315,,3.0,6.0,3.0,1.0,6.0,26.0,,,,,,,,1.0,,,,,,,,
47431,Willian,Forward,Chelsea,8,Brazil,2016-17,17.462,1.0,3.2787,5.0,19.0,0.0,133.0,,3.0,192.0,92.0,34.0,34.0,510.0,15.0,18.0,128.0,777.0,,0.0,,747.0,292.0,,,249.0,32.0,1529.0,1172.0,2.0,172.0,617.0,,3.0,18.0,20.0,82.0,7.0,0.4757,10.0,15.0,5.2106,19.0,34.0,8.0,110.0,2.0,49.0,35.0,8.0,4.0,7.0,19.0,62.0,12.0,,33.0,6.0,6.0,1.0,11.0,95.0,34.0,94.0,25.0,82.0,,49.0,3.0,71.0,23.0,177.0,13.0,4.0,7.0,8.0,1.0,73.0,51.0,6.0,3.0,165.0,1.0,19.0,16.0,11.0,52.0,,6.0,12.0,7.0,24.0,203.0,10.0,13.0,1.0,7.0,6.0,1.0,3.02,,2.0,1.0,1.0,2.0,1.0,18.0,1.0,,,,,,,,,,,,,,,
