playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,fiftyFifty,totalRedCards,blockedShots,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,substituteOn,aerialDuels,cleanSheets,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,shotsOnTargetIncGoals,expectedGoalsOnTarget,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,penaltyGoalsConceded,ownGoalScored,homeGoals,oboxTarget,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,cornersWon,goalAssists,oboxBlocked,cornersTakenInclShortCorners,successfulCornersIntoBox,rightFootGoals,unsuccessfulCornersIntoBox,shotsBlockedOutsideBox,handballsConceded,penaltiesConceded,hitWoodwork,unsuccessfulLayoffs,secondGoalAssists,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,penaltiesTaken,penaltyGoals,foulWonPenalty,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,headedGoals,otherGoals,redCards2ndYellow,penaltiesSaved,savesFromPenalty,goalkeeperSmother,drops
135363,Andreas Christensen,Defender,Chelsea,8,Denmark,2020-21,36.0,0.2665,34.0,1.0,1.0,1.0,11.0,2.0,1.0,71.0,17.0,1.0,20.0,15.0,99.0,1141.0,2.0,56.0,8.0,1371.0,18.0,63.0,2.0,10.0,25.0,990.0,7.0,1.0,11.7539,6.0,7.0,49.0,15.0,1.0,18.0,279.0,7.0,0.0,99.0,5.0,358.0,85.0,17.0,5.0,258.0,13.0,1.0,1.0,43.0,38.0,1.0,1117.0,2.0,114.0,6.0,7.0,14.0,417.0,9.0,20.0,1.0,52.0,87.0,1299.0,4.0,1.0,16.0,784.0,4.0,0.1425,2.0,28.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102380,Antonio Rüdiger,Defender,Chelsea,8,Germany,2020-21,43.0,0.361,32.0,0.0,3.0,1.0,31.0,11.0,,76.0,19.0,,22.0,19.0,161.0,1523.0,,63.0,11.0,1710.0,21.0,87.0,1.0,18.0,45.0,1286.0,18.0,,11.466,3.0,11.0,51.0,10.0,3.0,22.0,625.0,11.0,0.0,130.0,7.0,491.0,119.0,19.0,8.0,458.0,9.0,4.0,3.0,67.0,42.0,0.0,1495.0,4.0,183.0,23.0,3.0,10.0,307.0,16.0,18.0,,76.0,100.0,1713.0,2.0,,30.0,905.0,5.0,1.3286,0.0,85.0,52.0,1.0,7.0,1.6735,2.0,1.0,1.0,0.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172850,Ben Chilwell,Defender,Chelsea,8,England,2020-21,103.0,2.6024,66.0,0.0,7.0,1.0,42.0,20.0,,196.0,27.0,,33.0,27.0,264.0,1469.0,,72.0,9.0,2290.0,34.0,137.0,2.0,72.0,99.0,1154.0,66.0,28.0,21.67,25.0,7.0,47.0,23.0,2.0,69.0,528.0,41.0,2.0,240.0,25.0,502.0,122.0,27.0,20.0,730.0,21.0,30.0,2.0,168.0,38.0,0.0,1437.0,10.0,473.0,22.0,16.0,3.0,71.0,23.0,24.0,,51.0,368.0,2199.0,199.0,5.0,30.0,502.0,8.0,2.4021,3.0,68.0,88.0,15.0,10.0,2.7164,83.0,3.0,8.0,1.0,,27.0,7.0,7.0,3.0,,2.0,,2.0,11.0,109.0,25.0,5.0,5.0,32.0,10.0,1.0,20.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243568,Billy Gilmour,Midfielder,Chelsea,8,Scotland,2020-21,12.0,0.1643,16.0,0.0,1.0,,4.0,,1.0,22.0,5.0,2.0,9.0,3.0,27.0,225.0,2.0,4.0,1.0,259.0,2.0,9.0,,4.0,7.0,192.0,,,3.0319,3.0,,1.0,2.0,,10.0,74.0,2.0,0.0,21.0,1.0,50.0,11.0,5.0,2.0,109.0,2.0,3.0,,17.0,2.0,0.0,222.0,,35.0,2.0,1.0,2.0,64.0,2.0,3.0,,6.0,37.0,255.0,,1.0,3.0,89.0,1.0,0.0538,0.0,5.0,10.0,,,,2.0,,,,,,,,,,,,,3.0,2.0,1.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209046,Callum Hudson-Odoi,Forward,Chelsea,8,England,2020-21,61.0,2.92,31.0,0.0,12.0,1.0,23.0,11.0,2.0,66.0,23.0,8.0,16.0,10.0,80.0,576.0,13.0,10.0,1.0,1057.0,9.0,47.0,1.0,27.0,46.0,469.0,59.0,3.0,6.8096,29.0,2.0,5.0,5.0,4.0,52.0,77.0,8.0,0.0,108.0,14.0,122.0,47.0,23.0,8.0,399.0,4.0,29.0,4.0,98.0,1.0,0.0,574.0,5.0,170.0,15.0,15.0,1.0,197.0,11.0,6.0,,27.0,180.0,818.0,20.0,9.0,5.0,114.0,7.0,1.2991,0.0,14.0,15.0,14.0,6.0,2.0382,37.0,2.0,5.0,1.0,1.0,17.0,3.0,3.0,,,1.0,1.0,,14.0,41.0,20.0,3.0,8.0,7.0,2.0,2.0,3.0,8.0,1.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
176413,Christian Pulisic,Midfielder,Chelsea,8,United States,2020-21,156.0,2.226,60.0,0.0,11.0,8.0,19.0,32.0,1.0,104.0,27.0,23.0,25.0,18.0,113.0,662.0,9.0,61.0,2.0,1736.0,42.0,120.0,3.0,39.0,101.0,539.0,118.0,,19.7881,23.0,,8.0,21.0,8.0,114.0,175.0,33.0,1.0,276.0,23.0,150.0,60.0,27.0,8.0,410.0,18.0,88.0,8.0,215.0,19.0,0.0,659.0,16.0,307.0,11.0,49.0,2.0,151.0,13.0,12.0,,10.0,186.0,1109.0,7.0,6.0,5.0,144.0,9.0,6.1392,2.0,9.0,26.0,4.0,16.0,5.6803,30.0,4.0,4.0,2.0,2.0,5.0,10.0,10.0,2.0,,2.0,2.0,3.0,59.0,30.0,19.0,2.0,3.0,1.0,1.0,1.0,,3.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
41328,César Azpilicueta,Defender,Chelsea,8,Spain,2020-21,107.0,2.4334,68.0,1.0,1.0,,53.0,10.0,3.0,170.0,26.0,2.0,34.0,24.0,248.0,1887.0,2.0,99.0,12.0,2191.0,44.0,128.0,1.0,56.0,73.0,1600.0,40.0,12.0,19.3793,25.0,10.0,59.0,20.0,1.0,63.0,175.0,14.0,1.0,235.0,25.0,728.0,131.0,26.0,25.0,743.0,19.0,14.0,1.0,136.0,55.0,1.0,1855.0,5.0,325.0,28.0,6.0,5.0,783.0,32.0,28.0,,39.0,201.0,2346.0,141.0,3.0,49.0,903.0,19.0,0.6651,5.0,78.0,102.0,7.0,5.0,0.7804,30.0,1.0,5.0,0.0,2.0,7.0,2.0,2.0,1.0,,1.0,2.0,,8.0,30.0,13.0,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109533,Emerson,Defender,Chelsea,8,Italy,2020-21,7.0,0.0329,4.0,0.0,,,3.0,,,8.0,2.0,,2.0,,15.0,56.0,2.0,3.0,,89.0,,6.0,,2.0,3.0,38.0,1.0,1.0,,,1.0,6.0,,,7.0,17.0,,0.0,13.0,,20.0,7.0,2.0,,18.0,,2.0,,10.0,3.0,0.0,56.0,,21.0,3.0,,,3.0,3.0,1.0,,3.0,16.0,82.0,9.0,,6.0,24.0,3.0,,0.0,7.0,8.0,1.0,,,,,,,,1.0,,,,,,,,2.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124183,Hakim Ziyech,Midfielder,Chelsea,8,Morocco,2020-21,83.0,3.2132,43.0,0.0,16.0,1.0,14.0,19.0,5.0,115.0,23.0,11.0,20.0,15.0,139.0,666.0,8.0,23.0,,1179.0,18.0,53.0,,22.0,48.0,502.0,35.0,,9.4874,31.0,,1.0,7.0,3.0,65.0,109.0,15.0,1.0,136.0,8.0,195.0,68.0,23.0,4.0,389.0,7.0,32.0,3.0,113.0,5.0,0.0,657.0,6.0,258.0,10.0,19.0,1.0,208.0,19.0,10.0,,25.0,154.0,932.0,8.0,14.0,3.0,150.0,11.0,1.8895,3.0,24.0,27.0,4.0,13.0,2.2282,31.0,2.0,4.0,2.0,6.0,12.0,5.0,5.0,,,0.0,6.0,2.0,16.0,52.0,12.0,3.0,13.0,21.0,5.0,,15.0,13.0,,,1.0,3.0,,0.1427,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
85955,Jorginho,Midfielder,Chelsea,8,Italy,2020-21,110.0,1.5055,99.0,0.0,,,57.0,14.0,4.0,137.0,28.0,19.0,45.0,23.0,192.0,1783.0,5.0,30.0,11.0,2014.0,13.0,120.0,2.0,38.0,103.0,1515.0,17.0,,15.5259,23.0,3.0,20.0,17.0,,97.0,444.0,29.0,3.0,230.0,28.0,434.0,168.0,28.0,27.0,761.0,15.0,22.0,,200.0,17.0,0.0,1758.0,5.0,236.0,30.0,17.0,5.0,613.0,32.0,40.0,,76.0,292.0,2089.0,,8.0,13.0,833.0,22.0,7.267,2.0,55.0,68.0,3.0,9.0,8.8452,,7.0,,3.0,,3.0,2.0,2.0,1.0,,4.0,,,8.0,,5.0,1.0,,,,7.0,,,1.0,1.0,,,,,,,9.0,7.0,,,,,,,,,,,,,,,,,,,,
