playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,cornersTakenInclShortCorners,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,substituteOff,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,successfulLaunches,savesMade,goalkeeperSmother,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,unsuccessfulLaunches,savesMadeFromInsideBox,throwInsToOppositionPlayer,blocks,throwInsToOwnPlayer,ownGoalScored,rightFootGoals,overruns,unsuccessfulCornersIntoBox,lastPlayerTackle,oboxBlocked,shotsBlockedOutsideBox,successfulCornersIntoBox,hitWoodwork,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces
244851,Cole Palmer,Midfielder,Chelsea,8,England,2026-27,14.0,1.0,0.3607,0.0,3.0,5.0,0.6412,4.0,9.0,1.0,12.0,3.0,1.0,1.0,3.0,20.0,1.0,104.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,263.0,2.0,1.0,14.0,1.0,4.0,13.0,80.0,17.0,5.6712,5.0,1.0,7.0,3.0,13.0,13.0,4.0,2.0,28.0,3.0,1.0,37.0,14.0,3.0,1.0,3.0,2.0,3.0,61.0,6.0,1.0,9.0,3.0,26.0,1.0,0.0,92.0,4.0,1.0,34.0,1.0,5.0,26.0,3.0,1.0,4.0,28.0,153.0,1.0,25.0,1.0,1.055,1.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50175,Danny Welbeck,Forward,Chelsea,8,England,2026-27,,,0.0009,0.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,3.0,,,,,,,1.0,1.0,,,,,,,1.0,,0.0,,,,,,1.0,,,,,1.0,,,,,,,0.0,1.0,,,1.0,,,,,,,,2.0,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
98980,Emiliano Martínez,Goalkeeper,Chelsea,8,Argentina,2026-27,,,0.0171,0.0,,,,,,,,2.0,,,2.0,40.0,,75.0,,,,,1.0,,,,180.0,,,3.0,1.0,,2.0,12.0,,4.6021,2.0,1.0,5.0,,,5.0,2.0,0.0,3.0,,,65.0,21.0,2.0,,,,,22.0,4.0,,,,2.0,1.0,0.0,33.0,,,41.0,,,5.0,,,23.0,,98.0,,13.0,,,0.0,40.0,5.0,,1.0,1.0,24.0,1.0,6.0,12.0,1.0,13.0,17.0,4.0,13.0,10.0,,,,,,,,,,,,,,,
624773,Estêvão,Forward,Chelsea,8,Brazil,2026-27,2.0,,0.0042,0.0,,1.0,0.0218,,1.0,,2.0,2.0,,,,2.0,,9.0,,,,1.0,1.0,,,1.0,16.0,1.0,1.0,,,,,6.0,1.0,0.1022,,,,,1.0,2.0,,0.0,2.0,,,3.0,1.0,2.0,,,,,6.0,,,,,1.0,,0.0,8.0,,1.0,3.0,,,2.0,,,1.0,2.0,11.0,,1.0,,0.0411,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
593117,Geovany Quenda,Midfielder,Chelsea,8,Portugal,2026-27,,,0.0002,0.0,,,,,,,2.0,1.0,,,,2.0,,4.0,,1.0,,,,,,,8.0,,,,,,,2.0,1.0,0.1022,,1.0,,,,1.0,,0.0,,,,1.0,,1.0,,,,,1.0,,,,,,,0.0,4.0,,,2.0,,,1.0,,,,1.0,6.0,,1.0,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
463936,Jamie Gittens,Forward,Chelsea,8,England,2026-27,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551210,Jorrel Hato,Defender,Chelsea,8,Netherlands,2026-27,7.0,,0.1131,0.0,1.0,,,6.0,,,6.0,3.0,2.0,,3.0,11.0,,50.0,,,,,6.0,,,,215.0,,3.0,12.0,1.0,4.0,9.0,38.0,5.0,5.5885,2.0,6.0,7.0,1.0,4.0,14.0,2.0,0.0,19.0,2.0,,14.0,7.0,3.0,,5.0,,,20.0,6.0,,1.0,1.0,13.0,3.0,0.0,50.0,,,22.0,1.0,1.0,2.0,1.0,1.0,1.0,20.0,99.0,2.0,19.0,1.0,0.014,0.0,5.0,6.0,,,,,,1.0,,,,,,5.0,,4.0,2.0,8.0,,,,,,,,,,,,
577016,Josh Acheampong,Defender,Chelsea,8,England,2026-27,9.0,,0.0223,0.0,,,,6.0,,,8.0,3.0,,,2.0,14.0,1.0,66.0,,1.0,,,3.0,,,,202.0,,2.0,8.0,1.0,3.0,7.0,51.0,3.0,3.6446,,10.0,5.0,,7.0,7.0,1.0,0.0,17.0,,,22.0,7.0,3.0,,2.0,,2.0,32.0,4.0,1.0,3.0,,14.0,1.0,0.0,66.0,,1.0,20.0,4.0,,22.0,1.0,1.0,1.0,15.0,98.0,,20.0,1.0,,0.0,6.0,3.0,1.0,,,,,,,,,,,2.0,,2.0,2.0,3.0,,,,,,,,,,,,
475168,João Pedro,Forward,Chelsea,8,Brazil,2026-27,20.0,1.0,0.1374,0.0,3.0,3.0,1.2851,1.0,7.0,1.0,18.0,3.0,2.0,1.0,3.0,20.0,,62.0,2.0,,1.0,,19.0,,1.0,1.0,270.0,1.0,9.0,27.0,1.0,9.0,17.0,40.0,21.0,5.7734,4.0,1.0,7.0,3.0,11.0,13.0,11.0,0.0,47.0,5.0,1.0,23.0,5.0,3.0,,,,1.0,38.0,6.0,,5.0,3.0,28.0,10.0,0.0,62.0,4.0,2.0,36.0,1.0,5.0,12.0,4.0,,2.0,14.0,116.0,,5.0,,1.8717,1.0,2.0,1.0,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,
460028,Levi Colwill,Defender,Chelsea,8,England,2026-27,4.0,,0.0302,0.0,1.0,,,3.0,,,8.0,2.0,,,2.0,10.0,,51.0,,,,,7.0,,,,162.0,,3.0,9.0,,1.0,5.0,41.0,2.0,3.7203,,8.0,4.0,1.0,1.0,20.0,1.0,0.0,13.0,,,18.0,5.0,2.0,,,,,19.0,4.0,,,1.0,6.0,4.0,0.0,43.0,,,13.0,3.0,1.0,11.0,1.0,2.0,,2.0,77.0,1.0,22.0,1.0,0.0131,1.0,2.0,4.0,,,,,,,,,,,,1.0,,,,3.0,,,,,,,,,,,,
482609,Malo Gusto,Defender,Chelsea,8,France,2026-27,6.0,2.0,0.0496,0.0,,,,4.0,1.0,,8.0,3.0,,2.0,2.0,12.0,4.0,54.0,,,,3.0,5.0,,2.0,,196.0,,1.0,9.0,,3.0,5.0,42.0,3.0,3.7588,,4.0,5.0,,5.0,7.0,,0.0,15.0,2.0,,17.0,9.0,3.0,,1.0,,,26.0,5.0,7.0,2.0,,10.0,4.0,0.0,54.0,1.0,1.0,30.0,3.0,1.0,17.0,1.0,2.0,,13.0,96.0,1.0,18.0,1.0,0.039,0.0,4.0,4.0,1.0,,,,,,,,,,,3.0,,4.0,,7.0,,,1.0,3.0,,,,,,,,
437499,Maxence Lacroix,Defender,Chelsea,8,France,2026-27,14.0,,0.2062,0.0,,,,8.0,1.0,,8.0,3.0,1.0,,3.0,12.0,,118.0,,,,,17.0,,,,270.0,,9.0,17.0,1.0,3.0,9.0,103.0,4.0,5.7734,,18.0,7.0,,5.0,37.0,1.0,0.0,31.0,3.0,,36.0,5.0,3.0,,3.0,,,45.0,6.0,,2.0,,14.0,8.0,0.0,117.0,1.0,1.0,18.0,5.0,,39.0,2.0,3.0,3.0,6.0,165.0,,61.0,1.0,0.0209,1.0,4.0,4.0,,,,,,,,,,,,2.0,,,3.0,1.0,,,,,2.0,,,,,,,
549939,Mike Penders,Goalkeeper,Chelsea,8,Belgium,2026-27,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486672,Moisés Caicedo,Midfielder,Chelsea,8,Ecuador,2026-27,,,0.0002,0.0,,,,,,,,1.0,,,,,,2.0,,,,,,,,,14.0,,,,,,,2.0,,0.4201,,,,,,1.0,,0.0,,,,1.0,,1.0,,,,,1.0,,,,,,,0.0,2.0,,,,,,,,,,,2.0,1.0,1.0,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
244850,Morgan Rogers,Midfielder,Chelsea,8,England,2026-27,18.0,1.0,1.1433,0.0,4.0,2.0,1.0989,3.0,5.0,,17.0,3.0,1.0,2.0,3.0,18.0,2.0,68.0,2.0,,2.0,1.0,12.0,,1.0,,259.0,,8.0,14.0,1.0,5.0,10.0,46.0,15.0,5.6712,9.0,1.0,7.0,2.0,10.0,34.0,3.0,0.0,32.0,3.0,0.0,19.0,13.0,3.0,,1.0,,3.0,39.0,6.0,2.0,5.0,2.0,20.0,4.0,0.0,66.0,3.0,2.0,31.0,2.0,4.0,6.0,5.0,,4.0,9.0,113.0,2.0,12.0,1.0,1.1743,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,2.0,,,,2.0,2.0,,,,,
247632,Pedro Neto,Forward,Chelsea,8,Portugal,2026-27,8.0,1.0,0.4287,0.0,,2.0,0.5326,2.0,4.0,,7.0,3.0,,,2.0,9.0,5.0,39.0,1.0,,0.0,2.0,3.0,,2.0,1.0,163.0,1.0,1.0,10.0,1.0,2.0,8.0,30.0,11.0,4.2262,4.0,2.0,4.0,,7.0,,1.0,0.0,18.0,,1.0,14.0,8.0,3.0,,,,1.0,26.0,3.0,6.0,2.0,,15.0,2.0,0.0,38.0,2.0,1.0,22.0,2.0,5.0,14.0,2.0,3.0,,11.0,76.0,2.0,6.0,1.0,0.4638,0.0,2.0,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,,1.0,,1.0,,,,1.0,1.0,,,
498444,Pep Chavarría,Defender,Chelsea,8,Spain,2026-27,3.0,,0.0214,0.0,,,,2.0,,,4.0,3.0,,1.0,,6.0,1.0,22.0,,,,,1.0,,,,73.0,,1.0,2.0,,,2.0,16.0,3.0,0.243,,3.0,1.0,,2.0,9.0,,0.0,5.0,,,8.0,3.0,3.0,,1.0,,,7.0,1.0,1.0,1.0,,4.0,,0.0,22.0,,,13.0,1.0,,1.0,1.0,1.0,,4.0,40.0,,9.0,,,0.0,2.0,2.0,3.0,,,,,,,,,,,2.0,,4.0,,2.0,,,,,,,,,,,,
225796,Reece James,Defender,Chelsea,8,England,2026-27,7.0,1.0,0.122,0.0,3.0,2.0,0.0879,,2.0,,7.0,3.0,,2.0,2.0,11.0,3.0,102.0,,,,3.0,3.0,1.0,1.0,1.0,202.0,1.0,,4.0,1.0,4.0,1.0,83.0,3.0,3.6446,2.0,5.0,5.0,,7.0,29.0,1.0,0.0,11.0,2.0,,28.0,11.0,3.0,1.0,,,1.0,59.0,4.0,7.0,3.0,,8.0,3.0,0.0,95.0,,,23.0,,,31.0,3.0,2.0,8.0,14.0,138.0,,33.0,2.0,0.1776,1.0,4.0,4.0,1.0,,,,,1.0,,,,,,3.0,,,2.0,1.0,,,,3.0,,3.0,3.0,,,0.0388,1.0,1.0
514356,Roméo Lavia,Midfielder,Chelsea,8,Belgium,2026-27,4.0,,0.042,0.0,,2.0,1.3032,5.0,2.0,,5.0,3.0,,,3.0,5.0,,67.0,1.0,,0.0,,2.0,,,1.0,193.0,1.0,1.0,11.0,1.0,3.0,10.0,60.0,2.0,5.1104,2.0,4.0,6.0,,3.0,28.0,5.0,0.0,15.0,3.0,1.0,14.0,10.0,3.0,,2.0,,1.0,27.0,5.0,,1.0,,13.0,1.0,0.0,66.0,,1.0,7.0,3.0,,19.0,1.0,3.0,2.0,6.0,97.0,3.0,35.0,1.0,0.7492,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
543158,Valentín Barco,Midfielder,Chelsea,8,Argentina,2026-27,2.0,,,0.0,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,8.0,,1.0,,,,,,1.0,0.0581,,,1.0,,1.0,,,0.0,2.0,,,,,1.0,,,,,,1.0,,,,1.0,,0.0,,1.0,,,,,,1.0,1.0,,,2.0,,,,0.0416,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
444463,Wesley Fofana,Defender,Chelsea,8,France,2026-27,7.0,,0.0455,0.0,,,,3.0,,,2.0,2.0,,,2.0,4.0,,61.0,,,,,1.0,,,,158.0,,,6.0,1.0,1.0,5.0,55.0,,4.124,2.0,17.0,4.0,,7.0,16.0,2.0,0.0,13.0,,,28.0,3.0,2.0,,,,1.0,30.0,3.0,,3.0,,12.0,1.0,0.0,58.0,,,8.0,3.0,,10.0,3.0,3.0,2.0,7.0,98.0,1.0,27.0,1.0,,1.0,2.0,,,,,,,1.0,,,,,,1.0,,,3.0,,,,,,,,,,,,,
