playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,aerialDuels,cleanSheets,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,unsuccessfulCrossesOpenPlay,goals,substituteOn,shotsOnTargetOutsideBox,successfulCrossesAndCorners,ownGoalScored,oboxTarget,unsuccessfulDribbles,headedGoals,unsuccessfulCrossesAndCorners,successfulLayoffs,goalAssists,offsides,oboxBlocked,cornersTakenInclShortCorners,unsuccessfulLayoffs,successfulCornersIntoBox,rightFootGoals,unsuccessfulCornersIntoBox,hitWoodwork,shotsBlockedOutsideBox,foulWonPenalty,leftFootGoals,handballsConceded,secondGoalAssists,throwInsToOppositionPlayer,clearancesOffTheLine,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,penaltiesConceded,penaltiesTaken,penaltyGoals,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,setPiecesGoals
135363,Andreas Christensen,Defender,Chelsea,8,Denmark,2019-20,73.0,0.6536,0.0,1.0,2.0,0.1919,38.0,6.0,2.0,56.0,21.0,21.0,113.0,1307.0,120.0,3.0,2.0,1752.0,2.0,51.0,120.0,5.0,7.0,51.0,1142.0,12.0,1.0,24.5441,4.0,6.0,56.0,33.0,1.0,22.0,342.0,10.0,193.0,4.0,365.0,107.0,21.0,17.0,371.0,28.0,1.0,73.0,69.0,0.0,1274.0,4.0,1.0,120.0,21.0,4.0,8.0,527.0,17.0,29.0,52.0,73.0,1506.0,5.0,3.0,35.0,823.0,11.0,0.5062,5.0,57.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102380,Antonio Rüdiger,Defender,Chelsea,8,Germany,2019-20,69.0,0.4616,0.0,3.0,3.0,0.7862,28.0,9.0,3.0,92.0,20.0,19.0,197.0,1492.0,96.0,5.0,,1710.0,,39.0,96.0,4.0,14.0,39.0,1182.0,16.0,,15.9558,5.0,13.0,56.0,24.0,3.0,30.0,430.0,8.0,165.0,6.0,484.0,141.0,20.0,10.0,436.0,20.0,3.0,69.0,57.0,0.0,1464.0,6.0,3.0,219.0,18.0,3.0,9.0,484.0,19.0,16.0,113.0,94.0,1687.0,5.0,1.0,43.0,860.0,7.0,0.8867,3.0,105.0,63.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440323,Armando Broja,Forward,Chelsea,8,Albania,2019-20,2.0,0.0007,0.0,,,,,,,,1.0,,,1.0,1.0,,,4.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,,1.0,3.0,,,,1.0,,1.0,,,2.0,,0.0,1.0,,,1.0,,,,,,,,1.0,4.0,,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243568,Billy Gilmour,Midfielder,Chelsea,8,Scotland,2019-20,16.0,0.1132,0.0,,,,5.0,1.0,,15.0,6.0,2.0,17.0,172.0,7.0,1.0,,192.0,,5.0,10.0,1.0,2.0,8.0,146.0,2.0,,1.7938,4.0,,2.0,3.0,,11.0,55.0,1.0,26.0,2.0,40.0,15.0,6.0,3.0,62.0,2.0,,19.0,2.0,0.0,170.0,1.0,1.0,27.0,2.0,2.0,,49.0,3.0,3.0,9.0,28.0,204.0,,1.0,,93.0,2.0,0.0196,0.0,2.0,3.0,,1.0,,4.0,,,,,3.0,,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209046,Callum Hudson-Odoi,Forward,Chelsea,8,England,2019-20,66.0,2.029,0.0,11.0,4.0,1.2176,10.0,10.0,,53.0,22.0,7.0,58.0,412.0,13.0,1.0,1.0,850.0,1.0,11.0,52.0,3.0,22.0,50.0,325.0,51.0,,10.8848,15.0,,4.0,14.0,8.0,55.0,114.0,13.0,118.0,9.0,59.0,32.0,22.0,6.0,288.0,11.0,8.0,105.0,2.0,0.0,403.0,6.0,14.0,181.0,4.0,27.0,,96.0,11.0,5.0,29.0,143.0,669.0,9.0,3.0,2.0,83.0,3.0,1.9345,1.0,5.0,15.0,14.0,39.0,1.0,15.0,2.0,17.0,,2.0,21.0,,46.0,13.0,5.0,3.0,3.0,17.0,1.0,5.0,1.0,7.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
176413,Christian Pulisic,Midfielder,Chelsea,8,United States,2019-20,190.0,2.7015,0.0,15.0,26.0,10.678,23.0,48.0,4.0,115.0,25.0,19.0,134.0,668.0,65.0,1.0,16.0,1726.0,16.0,45.0,128.0,6.0,38.0,108.0,515.0,145.0,1.0,20.0155,26.0,2.0,7.0,28.0,10.0,145.0,217.0,30.0,318.0,15.0,132.0,79.0,25.0,12.0,379.0,22.0,10.0,253.0,20.0,0.0,665.0,22.0,26.0,344.0,11.0,55.0,,120.0,14.0,6.0,19.0,199.0,1150.0,1.0,11.0,8.0,159.0,7.0,8.9852,0.0,19.0,26.0,4.0,28.0,9.0,6.0,1.0,4.0,,1.0,53.0,2.0,31.0,19.0,4.0,3.0,5.0,4.0,2.0,,4.0,3.0,1.0,5.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
41328,César Azpilicueta,Defender,Chelsea,8,Spain,2019-20,158.0,5.0127,0.0,9.0,6.0,2.0429,86.0,20.0,,360.0,36.0,36.0,470.0,2435.0,156.0,7.0,2.0,3230.0,2.0,64.0,204.0,10.0,85.0,112.0,1885.0,95.0,2.0,36.27,39.0,21.0,81.0,53.0,4.0,94.0,398.0,15.0,362.0,35.0,948.0,172.0,36.0,30.0,982.0,43.0,4.0,206.0,92.0,0.0,2406.0,14.0,27.0,681.0,56.0,12.0,21.0,720.0,40.0,67.0,80.0,369.0,3419.0,322.0,1.0,66.0,1013.0,23.0,2.4261,1.0,110.0,170.0,30.0,91.0,2.0,,2.0,30.0,,2.0,9.0,,91.0,2.0,6.0,3.0,5.0,,,,2.0,,,5.0,,,,,56.0,1.0,,,,,,,,,,,,,,,,,,
61603,Danny Drinkwater,Midfielder,Chelsea,8,England,2019-20,36.0,0.0125,0.0,,,,7.0,2.0,,29.0,5.0,5.0,40.0,192.0,6.0,,,322.0,,6.0,9.0,1.0,11.0,9.0,142.0,2.0,,3.0344,1.0,1.0,5.0,11.0,,30.0,46.0,1.0,45.0,5.0,60.0,36.0,5.0,3.0,68.0,10.0,,39.0,,0.0,184.0,2.0,1.0,51.0,4.0,1.0,,50.0,8.0,6.0,10.0,36.0,238.0,,5.0,4.0,84.0,7.0,,1.0,11.0,10.0,,1.0,,,,,,,3.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109533,Emerson,Defender,Chelsea,8,Italy,2019-20,31.0,1.1485,0.0,4.0,7.0,1.0273,23.0,9.0,,88.0,15.0,13.0,107.0,718.0,28.0,1.0,6.0,1025.0,6.0,11.0,68.0,4.0,29.0,51.0,589.0,26.0,2.0,13.3669,19.0,3.0,14.0,21.0,1.0,20.0,275.0,16.0,99.0,12.0,216.0,59.0,15.0,11.0,336.0,17.0,1.0,71.0,17.0,0.0,703.0,2.0,9.0,197.0,12.0,12.0,1.0,28.0,4.0,18.0,22.0,199.0,1047.0,84.0,3.0,11.0,288.0,3.0,1.1166,3.0,19.0,45.0,7.0,30.0,,2.0,1.0,13.0,,1.0,4.0,,41.0,,,2.0,3.0,20.0,,5.0,,8.0,1.0,3.0,,,,,17.0,,0.0613,1.0,1.0,,,,,,,,,,,,,,,
194794,Fikayo Tomori,Defender,Chelsea,8,England,2019-20,47.0,0.3258,0.0,1.0,3.0,0.4751,29.0,6.0,3.0,86.0,15.0,15.0,146.0,1151.0,62.0,4.0,2.0,1293.0,2.0,28.0,78.0,4.0,15.0,44.0,963.0,10.0,1.0,11.7874,4.0,7.0,42.0,18.0,1.0,19.0,425.0,6.0,125.0,6.0,388.0,96.0,15.0,13.0,259.0,14.0,1.0,63.0,34.0,0.0,1143.0,3.0,1.0,170.0,16.0,9.0,7.0,285.0,7.0,22.0,42.0,53.0,1348.0,12.0,2.0,25.0,747.0,5.0,0.4121,3.0,60.0,70.0,1.0,3.0,1.0,,,1.0,,,3.0,,3.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
