code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,started,team_a,team_a_score,team_h,team_h_score,team_h_difficulty,team_a_difficulty
2561898,1,True,True,4,2025-08-17T13:00:00Z,90,False,True,5,1,16,3,3,3
2561909,2,True,True,15,2025-08-24T13:00:00Z,90,False,True,16,1,8,1,3,3
2561921,3,True,True,27,2025-08-31T13:00:00Z,90,False,True,19,3,16,0,2,3
2561926,4,True,True,31,2025-09-13T11:30:00Z,90,False,True,16,0,1,3,3,5
2561938,5,True,True,44,2025-09-20T14:00:00Z,90,False,True,16,1,3,1,3,2
2561953,6,True,True,59,2025-09-27T16:30:00Z,90,False,True,17,1,16,0,2,3
2561963,7,True,True,69,2025-10-05T13:00:00Z,90,False,True,16,0,15,2,3,3
2561971,8,True,True,77,2025-10-18T11:30:00Z,90,False,True,7,3,16,0,3,3
2561975,9,True,True,83,2025-10-26T14:00:00Z,90,False,True,16,0,4,2,3,4
2561991,10,True,True,97,2025-11-01T15:00:00Z,90,False,True,14,2,16,2,3,3
2562001,11,True,True,107,2025-11-09T14:00:00Z,90,False,True,11,1,16,3,2,3
2562011,12,True,True,117,2025-11-22T15:00:00Z,90,False,True,16,3,12,0,3,4
2562021,13,True,True,127,2025-11-30T14:05:00Z,90,False,True,6,2,16,0,3,3
2562034,14,True,True,140,2025-12-03T19:30:00Z,90,False,True,16,1,20,0,3,2
2562038,15,True,True,144,2025-12-06T15:00:00Z,90,False,True,16,0,9,3,3,3
2562052,16,True,True,158,2025-12-14T14:00:00Z,90,False,True,18,0,16,3,3,3
2562059,17,True,True,165,2025-12-22T20:00:00Z,90,False,True,16,0,10,1,3,3
2562072,18,True,True,178,2025-12-27T12:30:00Z,90,False,True,13,2,16,1,4,3
2562082,19,True,True,188,2025-12-30T19:30:00Z,90,False,True,9,2,16,0,3,3
2562086,20,True,True,191,2026-01-03T12:30:00Z,90,False,True,16,1,2,3,3,4
2562104,21,True,True,210,2026-01-06T20:00:00Z,90,False,True,16,2,19,1,3,3
2562111,22,True,True,217,2026-01-17T17:30:00Z,90,False,True,1,0,16,0,4,3
2562117,23,True,True,223,2026-01-25T14:00:00Z,90,False,True,16,2,5,0,3,3
2562131,24,True,True,237,2026-02-01T14:00:00Z,90,False,True,8,1,16,1,3,3
2562140,25,True,True,246,2026-02-06T20:00:00Z,90,False,True,16,1,11,3,3,3
2562151,26,True,True,257,2026-02-11T19:30:00Z,90,False,True,20,0,16,0,1,3
2562161,27,True,True,267,2026-02-22T14:00:00Z,90,False,True,12,1,16,0,3,3
2562167,28,True,True,273,2026-03-01T14:00:00Z,90,False,True,16,1,6,2,3,4
2562181,29,True,True,287,2026-03-04T19:30:00Z,90,False,True,16,2,13,2,3,5
2562192,30,True,True,298,2026-03-15T14:00:00Z,90,False,True,10,0,16,0,3,3
2562203,31,True,True,309,2026-03-22T14:15:00Z,90,False,True,16,3,18,0,3,3
2562212,32,True,True,318,2026-04-12T13:00:00Z,90,False,True,2,1,16,1,3,3
2562223,33,True,True,329,2026-04-19T13:00:00Z,90,False,True,3,1,16,4,1,3
2562232,34,True,True,338,2026-04-24T19:00:00Z,90,False,True,16,5,17,0,3,3
2562239,35,True,True,345,2026-05-04T14:00:00Z,90,False,True,16,3,7,1,3,3
2562251,36,True,True,357,2026-05-10T13:00:00Z,90,False,True,15,1,16,1,3,3
2562262,37,True,True,368,2026-05-17T11:30:00Z,90,False,True,16,2,14,3,3,4
2562271,38,True,True,377,2026-05-24T15:00:00Z,90,False,True,4,1,16,1,3,3
