playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,ownGoalScored,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,successfulCornersIntoBox,successfulLaunches,unsuccessfulCornersIntoBox,leftFootGoals,throwInsToOppositionPlayer,lastPlayerTackle,attemptsFromSetPieces,clearancesOffTheLine,headedGoals,redCards2ndYellow,hitWoodwork,setPiecesGoals,penaltiesTaken,penaltyGoals,foulWonPenalty,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,otherGoals,putthroughBlockedDistribution
19478,Trevor Carson,Goalkeeper,Sunderland,56,Northern Ireland,2011-12,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5288,Gerhard Tremmel,Goalkeeper,Swansea,80,Germany,2011-12,,,0.0,,,,,,,,1.0,,,1.0,6.0,,27.0,,,,,,,,,90.0,,,,,,,11.0,,,,,2.0,2.0,,2.0,,0.0,,,18.0,8.0,1.0,,,,5.0,2.0,,,,,0.0,16.0,,,6.0,,,,7.0,,,10.0,,38.0,,,5.0,16.0,,0.0,6.0,2.0,,,5.0,,,,,,,,,,,,,,,4.0,,9.0,,,,2.0,,,,,13.0,1.0,,,,
39215,Michel Vorm,Goalkeeper,Swansea,80,Netherlands,2011-12,1.0,,0.0,,,,3.0,,,30.0,37.0,,,37.0,458.0,,1381.0,,,,,,6.0,14.0,,3330.0,1.0,,16.0,7.0,,10.0,561.0,,1.0,,,35.0,49.0,1.0,186.0,7.0,0.0,17.0,,934.0,343.0,37.0,,2.0,,209.0,42.0,,,11.0,6.0,0.0,881.0,,,468.0,1.0,,,261.0,1.0,1.0,362.0,,1855.0,,,189.0,714.0,,2.0,428.0,122.0,,,112.0,,,,,,,,,,,,,,2.0,58.0,48.0,381.0,25.0,3.0,2.0,20.0,136.0,,7.0,1.0,425.0,167.0,39.0,88.0,,
1803,Brad Friedel,Goalkeeper,Spurs,6,United States,2011-12,1.0,,0.0,,,,,,,15.0,38.0,,4.0,38.0,410.0,,989.0,,,,,,2.0,14.0,,3420.0,,,7.0,8.0,,5.0,305.0,,1.0,,1.0,25.0,41.0,1.0,95.0,5.0,0.0,8.0,,723.0,417.0,38.0,,,,169.0,33.0,,,6.0,2.0,0.0,545.0,,,421.0,,,,170.0,,,274.0,1.0,1431.0,,,189.0,410.0,,0.0,395.0,37.0,,,84.0,,,,,,,,,,,,,,,24.0,56.0,327.0,28.0,1.0,,12.0,114.0,,4.0,1.0,415.0,168.0,27.0,58.0,,
18656,Heurelho Gomes,Goalkeeper,Spurs,6,Brazil,2011-12,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9089,Ben Foster,Goalkeeper,West Brom,35,England,2011-12,3.0,,0.0,,,,1.0,,,12.0,37.0,,,37.0,510.0,,1020.0,,,,,,3.0,10.0,,3330.0,,,9.0,5.0,1.0,6.0,160.0,1.0,7.0,,2.0,35.0,49.0,3.0,74.0,2.0,0.0,12.0,,892.0,438.0,37.0,,,,282.0,44.0,,,9.0,3.0,0.0,469.0,,,530.0,1.0,2.0,,54.0,1.0,,350.0,,1447.0,1.0,,246.0,228.0,,0.0,498.0,18.0,,,147.0,,,,,,,,,,,,,,2.0,57.0,48.0,363.0,37.0,9.0,2.0,17.0,117.0,1.0,3.0,1.0,350.0,204.0,33.0,68.0,,
38219,Luke Daniels,Goalkeeper,West Brom,35,England,2011-12,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18151,Marton Fülöp,Goalkeeper,West Brom,35,Hungary,2011-12,1.0,,0.0,,,,,,,,1.0,,,1.0,10.0,,22.0,,,,,,,,,90.0,,,,1.0,,,5.0,,,,1.0,2.0,3.0,1.0,,,0.0,1.0,,20.0,6.0,1.0,,,,8.0,2.0,,,1.0,,0.0,10.0,,,11.0,,,,2.0,,,7.0,,28.0,,,4.0,4.0,,0.0,10.0,2.0,,,3.0,,,,,,,,,,,,,,,,,7.0,,,,2.0,,,,,7.0,3.0,,,,
28491,Ali Al Habsi,Goalkeeper,Wigan,111,Oman,2011-12,4.0,,0.0,,,,1.0,,,13.0,38.0,,,38.0,360.0,,817.0,,,,,,2.0,8.0,,3420.0,,1.0,4.0,13.0,,3.0,176.0,,4.0,,,30.0,62.0,3.0,73.0,,0.0,8.0,,678.0,281.0,38.0,,1.0,,208.0,49.0,,,6.0,1.0,0.0,321.0,,,366.0,,1.0,,66.0,1.0,,281.0,,1169.0,,,140.0,249.0,,1.0,347.0,51.0,,,88.0,,,,,,,,,,,,,,4.0,39.0,50.0,351.0,15.0,8.0,4.0,23.0,119.0,1.0,3.0,2.0,355.0,150.0,38.0,69.0,,
2521,Mike Pollitt,Goalkeeper,Wigan,111,England,2011-12,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17687,Carl Ikeme,Goalkeeper,Wolves,39,Nigeria,2011-12,,,0.0,,,,,,,,1.0,,,,8.0,,13.0,,,,1.0,,,,,38.0,,,,,,,1.0,,,,,,1.0,,,,0.0,,,13.0,8.0,1.0,,,,4.0,1.0,,,,,0.0,9.0,,,8.0,,,,,,,4.0,,22.0,,,5.0,1.0,,0.0,8.0,,,,4.0,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,,,,4.0,,,,4.0,2.0,2.0,3.0,,
38251,Dorus de Vries,Goalkeeper,Wolves,39,Netherlands,2011-12,,,0.0,,,,1.0,,,1.0,4.0,,,4.0,56.0,,107.0,,,,,,,1.0,,322.0,,,1.0,2.0,,1.0,11.0,,,,,4.0,8.0,,6.0,,0.0,1.0,,94.0,40.0,4.0,,1.0,,24.0,6.0,,,1.0,,0.0,67.0,,,56.0,,,,7.0,,,40.0,,150.0,,1.0,34.0,27.0,,0.0,55.0,6.0,,,27.0,,,,,,,,,,,,,,,5.0,5.0,26.0,1.0,,,3.0,12.0,,1.0,,30.0,15.0,5.0,6.0,,
20066,Wayne Hennessey,Goalkeeper,Wolves,39,Wales,2011-12,2.0,,0.0,,,,2.0,,,13.0,34.0,,,34.0,698.0,,1265.0,,,,,,1.0,3.0,,3060.0,,,5.0,16.0,,4.0,84.0,,5.0,,6.0,42.0,73.0,2.0,30.0,2.0,0.0,7.0,,1189.0,422.0,34.0,,,,432.0,57.0,,,6.0,1.0,0.0,737.0,,2.0,712.0,2.0,,,46.0,,3.0,483.0,,1722.0,,,442.0,135.0,,1.0,685.0,35.0,,,315.0,,,,,,,,,,,,,,2.0,69.0,73.0,311.0,33.0,7.0,2.0,19.0,165.0,,5.0,1.0,268.0,197.0,36.0,90.0,,
