playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,expectedAssists,totalRedCards,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,successfulCrossesOpenPlay,foulWonPenalty,successfulCrossesAndCorners,penaltiesConceded,throwInsToOppositionPlayer,unsuccessfulCornersIntoBox,lastPlayerTackle,clearancesOffTheLine,redCards2ndYellow,catches,savesMade,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,ownGoalScored,successfulCornersIntoBox,penaltiesTaken,penaltyGoals,penaltiesSaved,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,goalkeeperSmother,drops,crossesNotClaimed,setPiecesGoals,otherGoals
3673,Kelvin Davis,Goalkeeper,Southampton,20,England,2013-14,,,,,,,2.0,58.0,,,,,,,,,1.0,,,4.0564,,13.0,,,0.0,15.0,2.0,,,,,,,38.0,,19.0,,,8.0,,26.0,,72.0,,,29.0,,17.0,7.0,,0.003,0.0,,,,2.0,,,2.0,19.0,,,,,,180.0,,,,13.0,,,5.0,,11.0,,,,39.0,,,10.0,4.0,,,,,0.0,,,,,,,8.0,,,0.0,,,,,,,,,,1.0,4.0,2.0,13.0,14.0,7.0,1.0,2.0,,,,,,,,,,1.0,,,,
102884,Paulo Gazzaniga,Goalkeeper,Southampton,20,Argentina,2013-14,2.0,,,,,,8.0,210.0,,,,,1.0,,,,2.0,1.0,1.0,10.6967,1.0,19.0,,1.0,0.0,64.0,8.0,,,,,,,119.0,,79.0,,,52.0,,49.0,,297.0,,,106.0,,74.0,23.0,,0.0076,0.0,,,,4.0,,,7.0,78.0,,,2.0,1.0,,662.0,,3.0,,83.0,,15.0,15.0,2.0,26.0,5.0,,,132.0,,,26.0,13.0,,,3.0,2.0,0.0,,,,,,,30.0,,,0.0,,,,,,,,,,12.0,14.0,6.0,53.0,70.0,23.0,6.0,7.0,,,,,,2.0,1.0,,8.0,2.0,1.0,2.0,,
40349,Asmir Begovic,Goalkeeper,Stoke,110,Bosnia & Herzegovina,2013-14,2.0,,1.0,0.0863,,,32.0,906.0,1.0,,0.0,,,,,,8.0,3.0,1.0,43.4494,1.0,163.0,,5.0,0.0,326.0,32.0,1.0,,,,,,390.0,,374.0,,,69.0,,387.0,,1276.0,,,217.0,,356.0,34.0,,0.1003,0.0,,,1.0,10.0,,,32.0,366.0,,,11.0,9.0,,2880.0,,14.0,1.0,153.0,,20.0,36.0,2.0,73.0,16.0,,1.0,764.0,,,323.0,28.0,,,5.0,11.0,0.0,,,,1.0,,,199.0,,0.0058,1.0,,,,,,,,,,73.0,104.0,53.0,299.0,343.0,106.0,29.0,51.0,,,,,1.0,19.0,2.0,1.0,15.0,5.0,3.0,6.0,,
105666,Jack Butland,Goalkeeper,Stoke,110,England,2013-14,,,,,,,3.0,61.0,,,,,1.0,,,,,,2.0,7.8298,1.0,8.0,,,0.0,22.0,3.0,,,,,,,23.0,,16.0,,,5.0,,27.0,,82.0,,,24.0,,16.0,,,0.0092,0.0,,,,,,,2.0,16.0,,,,,,225.0,,,,18.0,,,7.0,,11.0,,,,45.0,,,21.0,7.0,,,,,0.0,,,,,,,8.0,,,0.0,,,,,,,,,,,12.0,2.0,24.0,27.0,5.0,3.0,10.0,,,,,,3.0,2.0,,,,,1.0,,
1945,Thomas Sørensen,Goalkeeper,Stoke,110,Denmark,2013-14,,,,,,,4.0,98.0,,,,,,,,,2.0,,2.0,8.3759,,9.0,,,0.0,33.0,4.0,,,,,,,34.0,,37.0,,,9.0,,45.0,,136.0,,,23.0,,35.0,4.0,,0.0086,0.0,,,,,,,4.0,35.0,,,2.0,,,315.0,,2.0,,18.0,,3.0,9.0,,5.0,2.0,,,84.0,,,40.0,7.0,,,,2.0,0.0,,,,,1.0,,15.0,,,0.0,,,,,,,,,,9.0,11.0,5.0,42.0,41.0,12.0,5.0,6.0,,,,,1.0,5.0,3.0,1.0,2.0,,,1.0,,
111234,Jordan Pickford,Goalkeeper,Sunderland,56,England,2013-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20531,Keiren Westwood,Goalkeeper,Sunderland,56,Ireland,2013-14,1.0,,,,,,10.0,275.0,,,,,,,,,2.0,1.0,2.0,18.2761,1.0,30.0,,1.0,0.0,96.0,10.0,,,,,1.0,,123.0,,170.0,,,15.0,,73.0,,352.0,,,43.0,,168.0,3.0,,0.0357,0.0,,,,,,,10.0,168.0,,,2.0,,,853.0,,3.0,1.0,34.0,1.0,5.0,22.0,1.0,7.0,4.0,1.0,,253.0,,,64.0,20.0,,,2.0,2.0,0.0,,,,,1.0,,95.0,,,0.0,,,,,,,,,,9.0,29.0,13.0,90.0,64.0,51.0,5.0,14.0,,,,,,3.0,2.0,,5.0,1.0,2.0,,,
20487,Vito Mannone,Goalkeeper,Sunderland,56,Italy,2013-14,1.0,,,,,,29.0,991.0,,,,,1.0,,,,6.0,1.0,,48.3665,2.0,104.0,,1.0,0.0,334.0,29.0,,,,,,,473.0,,474.0,,,128.0,,295.0,,1388.0,,,322.0,,455.0,46.0,,0.0986,0.0,,,,8.0,,,28.0,463.0,,,4.0,11.0,,2567.0,,5.0,,233.0,,24.0,38.0,1.0,100.0,6.0,,,763.0,,,206.0,32.0,,,2.0,4.0,0.0,,1.0,,,,,196.0,,,0.0,,,,,,,,,,54.0,131.0,78.0,308.0,287.0,171.0,26.0,52.0,,,,,,24.0,,,15.0,6.0,6.0,4.0,,
37196,Óscar Ustari,Goalkeeper,Sunderland,56,Argentina,2013-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60084,David Cornell,Goalkeeper,Swansea,80,Wales,2013-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5288,Gerhard Tremmel,Goalkeeper,Swansea,80,Germany,2013-14,2.0,,,,1.0,,12.0,289.0,,,,,,,,,4.0,1.0,1.0,19.0539,,28.0,,1.0,0.0,107.0,12.0,,,,,,,158.0,,101.0,1.0,,43.0,,75.0,,405.0,,,145.0,,93.0,32.0,,0.0061,0.0,,,,6.0,,,12.0,99.0,,,4.0,1.0,,1080.0,,5.0,1.0,115.0,,8.0,22.0,2.0,37.0,7.0,,,209.0,,,45.0,18.0,,,3.0,4.0,0.0,,,,,,,48.0,,,0.0,,,,,,,1.0,,,9.0,33.0,14.0,99.0,122.0,40.0,5.0,19.0,,,,,,1.0,1.0,,7.0,,1.0,,,
120385,Gregor Zabret,Goalkeeper,Swansea,80,Slovenia,2013-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39215,Michel Vorm,Goalkeeper,Swansea,80,Netherlands,2013-14,7.0,,,,,,26.0,607.0,,,,,,,,3.0,7.0,4.0,3.0,32.009,,44.0,,6.0,0.0,258.0,26.0,,,,,1.0,,314.0,,247.0,,,79.0,1.0,138.0,,894.0,,,283.0,,230.0,56.0,,0.0173,1.0,,,,7.0,,,26.0,237.0,,,9.0,7.0,,2339.0,,10.0,2.0,232.0,,14.0,32.0,4.0,73.0,17.0,,,455.0,,,87.0,25.0,,,8.0,6.0,1.0,,,,,,,104.0,,,2.0,,,,,,,,,,31.0,62.0,26.0,211.0,266.0,105.0,15.0,36.0,,,,,,8.0,3.0,,13.0,,4.0,1.0,,
1803,Brad Friedel,Goalkeeper,Spurs,6,United States,2013-14,1.0,,,,,,1.0,24.0,,,,,,,,,,,,1.7513,,2.0,,,0.0,10.0,1.0,,,,,,,16.0,,7.0,,,8.0,,6.0,,37.0,,,15.0,,6.0,,,0.0014,0.0,,,,,,,1.0,6.0,,,,,,90.0,,,,12.0,,2.0,1.0,1.0,4.0,1.0,,,12.0,,,3.0,1.0,,,1.0,,0.0,,,,,,,4.0,,,0.0,,,,,,,,,,,3.0,1.0,3.0,8.0,3.0,2.0,2.0,,,,,,,,,2.0,,,,,
18656,Heurelho Gomes,Goalkeeper,Spurs,6,Brazil,2013-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37915,Hugo Lloris,Goalkeeper,Spurs,6,France,2013-14,3.0,,,,4.0,,37.0,962.0,,,,,,,,1.0,9.0,10.0,3.0,54.0071,1.0,94.0,,4.0,0.0,352.0,37.0,,,,,,,436.0,,533.0,3.0,,68.0,2.0,229.0,,1338.0,,,281.0,1.0,508.0,61.0,,0.0422,0.0,,,,18.0,,,37.0,526.0,,,11.0,14.0,,3330.0,1.0,20.0,1.0,207.0,,49.0,50.0,2.0,88.0,23.0,,,806.0,,1.0,155.0,41.0,,,12.0,10.0,0.0,,2.0,,4.0,,,267.0,,,2.0,,,,1.0,,,2.0,,,40.0,103.0,39.0,311.0,293.0,173.0,24.0,64.0,,,,,1.0,14.0,5.0,1.0,37.0,5.0,1.0,3.0,,
9089,Ben Foster,Goalkeeper,West Brom,35,England,2013-14,1.0,,,,2.0,,24.0,641.0,,,,,,,,,5.0,4.0,3.0,35.337,,90.0,,1.0,0.0,244.0,24.0,,,,1.0,,,304.0,,377.0,2.0,,46.0,1.0,181.0,,879.0,,,127.0,,361.0,28.0,,0.0653,0.0,,,,7.0,,,24.0,368.0,1.0,,,3.0,,2148.0,,4.0,2.0,92.0,,14.0,38.0,1.0,26.0,5.0,,,569.0,,,146.0,33.0,,,5.0,,0.0,,1.0,,2.0,1.0,,231.0,1.0,,1.0,,,,1.0,,,,,,35.0,72.0,36.0,200.0,176.0,120.0,23.0,36.0,,,,,2.0,18.0,5.0,2.0,5.0,2.0,5.0,4.0,,
12086,Boaz Myhill,Goalkeeper,West Brom,35,Wales,2013-14,,,,,1.0,,14.0,341.0,,,,,,,,,6.0,5.0,2.0,16.6657,,64.0,,2.0,0.0,148.0,14.0,,,,,,,131.0,,167.0,,,19.0,,138.0,,512.0,,,61.0,,158.0,20.0,,0.0382,0.0,,,,6.0,,,14.0,164.0,,,2.0,3.0,,1260.0,,7.0,,39.0,,11.0,21.0,,16.0,7.0,,,306.0,,1.0,116.0,15.0,,,5.0,2.0,0.0,,,,,,,86.0,,,0.0,,,,,,,,,,24.0,41.0,23.0,123.0,145.0,60.0,8.0,18.0,,,,,,7.0,2.0,,8.0,5.0,1.0,,,
38219,Luke Daniels,Goalkeeper,West Brom,35,England,2013-14,,,,,,,1.0,4.0,,,,,1.0,,,,,,,0.1407,,1.0,,,0.0,3.0,1.0,,,,,,,1.0,,3.0,,,,,1.0,,8.0,,,,,3.0,,,0.0001,0.0,,,,,,,,3.0,,,,,,12.0,,,,,,2.0,,,,,,,4.0,,,1.0,,,,,,0.0,,,,,,,2.0,,,0.0,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,,,
60706,Adrián,Goalkeeper,West Ham,21,Spain,2013-14,1.0,,,,,,20.0,572.0,,,,,,,,,4.0,3.0,3.0,33.3005,2.0,97.0,,5.0,0.0,189.0,20.0,,,,,,,175.0,,300.0,,,16.0,1.0,238.0,,774.0,,,55.0,,290.0,17.0,,0.3663,0.0,,,,7.0,,,20.0,297.0,,,2.0,6.0,,1800.0,,5.0,1.0,37.0,,10.0,27.0,1.0,13.0,6.0,,,543.0,,,220.0,23.0,,,4.0,2.0,0.0,,,,,,,128.0,,,2.0,,,,1.0,,,,,,32.0,86.0,41.0,229.0,178.0,110.0,23.0,45.0,,,,,,17.0,3.0,,5.0,,2.0,1.0,,
1344,Jussi Jääskeläinen,Goalkeeper,West Ham,21,Finland,2013-14,3.0,,,,2.0,,18.0,442.0,,,,,,,,,6.0,3.0,3.0,24.224,,49.0,,1.0,0.0,169.0,18.0,,,,,,,167.0,,258.0,,,28.0,2.0,139.0,,627.0,,,80.0,,248.0,24.0,,0.043,0.0,,,,6.0,1.0,1.0,18.0,254.0,,,1.0,8.0,,1620.0,,4.0,,49.0,,11.0,24.0,3.0,19.0,7.0,,,395.0,,2.0,108.0,18.0,,,6.0,1.0,0.0,1.0,,,,,,119.0,1.0,,0.0,,,,2.0,,,1.0,,,19.0,65.0,20.0,175.0,151.0,104.0,17.0,43.0,,,,,,8.0,3.0,,4.0,1.0,1.0,,,
