playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,totalTackles,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,unsuccessfulLaunches,successfulPassesOwnHalf,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,throughBalls,goals,awayGoals,oboxBlocked,cornersTakenInclShortCorners,iboxTarget,shotsOnTargetInBox,successfulCornersIntoBox,homeGoals,rightFootGoals,leftFootGoals,unsuccessfulDribbles,shotsOffTargetIncWoodwork,unsuccessfulCornersIntoBox,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,shotsOnTargetOutsideBox,oboxTarget,goalKicks,gkSuccessfulDistribution,punches,catches,savesMade,goalkeeperSmother,drops,savesMadeFromOutsideBox,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,unsuccessfulLayoffs,blocks,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,secondGoalAssists,lastPlayerTackle,overruns,handballsConceded,goalsConcededInsideBox,hitWoodwork,ownGoalScored,clearancesOffTheLine,penaltyGoalsConceded,penaltiesFaced,penaltiesTaken,penaltiesConceded,foulWonPenalty,headedGoals,savesMadeCaught,setPiecesGoals,penaltyGoals,crossesNotClaimed
154561,David Raya,Goalkeeper,Arsenal,3,Spain,2026-27,,,0.0132,0.0,,,1.0,3.0,,,3.0,27.0,,85.0,,,2.0,,270.0,,,1.0,,,42.0,,,0.3859,,7.0,4.0,1.0,,,17.0,,0.0,,,57.0,30.0,3.0,,13.0,,,,,,0.0,58.0,,28.0,,,11.0,,,16.0,,116.0,,11.0,45.0,,0.0,26.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,11.0,20.0,1.0,4.0,5.0,1.0,1.0,2.0,7.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
109745,Kepa Arrizabalaga,Goalkeeper,Arsenal,3,Spain,2026-27,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72147,Marco Bizot,Goalkeeper,Villa,7,Netherlands,2026-27,,,0.001,0.0,,,,1.0,,,1.0,11.0,,29.0,,,,,90.0,,,,,,10.0,,,3.5889,,3.0,2.0,4.0,,,5.0,,0.0,,,23.0,6.0,1.0,,7.0,,,,,,0.0,14.0,,12.0,,,1.0,,,8.0,,38.0,,2.0,11.0,,0.0,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,3.0,1.0,1.0,3.0,,,,7.0,1.0,3.0,,,,,,,,,,4.0,,,,,,,,,,,,,
433969,Zion Suzuki,Goalkeeper,Villa,7,Japan,2026-27,,,0.0032,0.0,,,2.0,2.0,,,2.0,12.0,,65.0,,1.0,1.0,,180.0,,1.0,,,1.0,40.0,,,0.9632,,2.0,3.0,1.0,,,21.0,1.0,0.0,1.0,,33.0,22.0,2.0,,9.0,,,,1.0,1.0,0.0,54.0,,13.0,,,11.0,,,13.0,,91.0,,4.0,44.0,,0.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,16.0,,1.0,5.0,,1.0,3.0,2.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,
457569,Djordje Petrovic,Goalkeeper,Bournemouth,91,Serbia,2026-27,,,0.0021,0.0,,,,3.0,,,3.0,39.0,,107.0,,3.0,,,270.0,,3.0,,,,52.0,,,5.7584,,4.0,6.0,5.0,,,30.0,,0.0,3.0,,65.0,21.0,3.0,,15.0,,,,,3.0,0.0,76.0,,40.0,,,12.0,,,16.0,,136.0,,18.0,53.0,,0.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,19.0,19.0,4.0,2.0,9.0,1.0,,2.0,9.0,3.0,7.0,,,,,,,,,,5.0,,,,,,,,,,,,,
230650,Michele Di Gregorio,Goalkeeper,Bournemouth,91,Italy,2026-27,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200720,Caoimhín Kelleher,Goalkeeper,Brentford,94,Ireland,2026-27,,,0.0067,0.0,,,,3.0,,,3.0,29.0,,98.0,,1.0,1.0,,270.0,,1.0,,,,48.0,,,2.6708,,14.0,4.0,2.0,,,7.0,,0.0,1.0,,58.0,15.0,3.0,,17.0,,,,,1.0,0.0,75.0,,30.0,,,33.0,,,21.0,,124.0,,21.0,52.0,,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,16.0,2.0,4.0,7.0,1.0,,3.0,3.0,4.0,4.0,,,,,,,,,,2.0,,,,1.0,1.0,,,,,,,,
489639,Bart Verbruggen,Goalkeeper,Brighton,36,Netherlands,2026-27,,,0.2052,0.0,,,,3.0,,,3.0,19.0,,126.0,,,1.0,,270.0,,1.0,1.0,,1.0,90.0,,,4.5022,,4.0,,5.0,,,20.0,1.0,0.0,1.0,,65.0,23.0,3.0,,8.0,,,,1.0,,0.0,112.0,,21.0,,,41.0,,,17.0,,139.0,,13.0,99.0,,0.0,19.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,12.0,14.0,,,4.0,1.0,,,3.0,1.0,4.0,,,,,,,,,,4.0,,,,,,,,,,,,,
49262,Jason Steele,Goalkeeper,Brighton,36,England,2026-27,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98980,Emiliano Martínez,Goalkeeper,Chelsea,8,Argentina,2026-27,,,0.0171,0.0,,,,2.0,,,2.0,40.0,,75.0,,1.0,,,180.0,,3.0,1.0,,2.0,12.0,,,4.6021,2.0,6.0,1.0,5.0,,,5.0,2.0,0.0,3.0,,65.0,21.0,2.0,,22.0,,,,2.0,1.0,0.0,33.0,,41.0,,,5.0,,,23.0,,98.0,,13.0,13.0,,0.0,40.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,24.0,13.0,,1.0,12.0,1.0,,1.0,17.0,4.0,10.0,,,,,,,,,,4.0,,,,,,,,,,1.0,,,
