season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025243,8,43,Manchester_City,Home,839956,223094,Erling Haaland,erling-haaland,F,False,,,,5.0,2.0,7.0,3.0,2.0,,2.0,,2.0,1.0,,,,,4.0,5.0,,,0.0200939,0.9767,1.126,,0.0,2.0,,,,,,,,,,,,90.0,4.0,,,,,,,9.0,,,9.2,,,,,,2.0,2.0,,,,,10.0,2.0,12.0,,,5,,29.0,3.0,2.0,1.0,
2025-26,14025243,8,43,Manchester_City,Home,873554,438234,Omar Marmoush,omar-marmoush,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025257,9,43,Manchester_City,Away,839956,223094,Erling Haaland,erling-haaland,F,False,,,,2.0,5.0,7.0,2.0,4.0,,,,1.0,,,,,1.0,4.0,5.0,,,0.00577129,0.226,0.1635,,0.0,,,,,,,,,,,,,90.0,3.0,,,,,,,2.0,,,6.7,,,,,,3.0,1.0,,,,,2.0,5.0,7.0,,,3,,17.0,,1.0,,
2025-26,14025257,9,43,Manchester_City,Away,873554,438234,Omar Marmoush,omar-marmoush,F,True,,,,1.0,,1.0,,,,,,,,,,,,,,,,0.0018381,,,,0.0,,,,,,,,,,,,,13.0,,,,,,,,,,,6.5,,,,,,,,,,,1.0,1.0,,1.0,,,0,,1.0,,,,
2025-26,14025283,10,43,Manchester_City,Home,839956,223094,Erling Haaland,erling-haaland,F,False,,,,5.0,3.0,8.0,1.0,2.0,,,,1.0,,,,,,1.0,4.0,,,0.012056,1.3313,0.8465,,0.0,2.0,,,,,,,,,,,,82.0,4.0,,,,,,,5.0,,,9.3,,,2.0,,,1.0,2.0,,,1.0,,9.0,4.0,13.0,,,6,,23.0,,,2.0,
2025-26,14025283,10,43,Manchester_City,Home,873554,438234,Omar Marmoush,omar-marmoush,F,True,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,0.00022705,0.1455,,,0.0,,,,,1.0,,,,,,,,8.0,,,,,,,,,,,6.3,,,1.0,,,,,,,1.0,,1.0,,1.0,,,1,,3.0,,,,
2025-26,14025048,11,43,Manchester_City,Home,839956,223094,Erling Haaland,erling-haaland,F,False,,,,5.0,3.0,8.0,1.0,2.0,,,,1.0,,,,,1.0,5.0,4.0,,,0.0941635,0.8426,1.4088,3.0,0.0,1.0,,,,,1.0,,,,,,,90.0,2.0,,,,1.0,,,9.0,,,7.0,,,,,,1.0,,,,,,11.0,3.0,14.0,,,2,1.0,22.0,2.0,1.0,,1.0
2025-26,14025048,11,43,Manchester_City,Home,873554,438234,Omar Marmoush,omar-marmoush,F,True,,,,4.0,1.0,5.0,,,,,,,1.0,,,,,1.0,1.0,,,0.00483735,0.0685,,1.0,0.0,,,,,,1.0,,,,,,,16.0,,,,,,,,2.0,,,6.3,,,,,,,,,,,,4.0,1.0,5.0,,,1,,11.0,2.0,1.0,,
2025-26,14025087,12,43,Manchester_City,Away,839956,223094,Erling Haaland,erling-haaland,F,False,,,,1.0,4.0,5.0,2.0,4.0,,1.0,,2.0,1.0,,,,1.0,5.0,6.0,,,0.00061005,1.5427,0.4862,,0.0,,,,,,,,,,,,,90.0,2.0,,,,,,,10.0,,,6.2,,,2.0,,,1.0,2.0,,,,,5.0,5.0,10.0,,,5,1.0,23.0,1.0,1.0,,1.0
2025-26,14025087,12,43,Manchester_City,Away,873554,438234,Omar Marmoush,omar-marmoush,F,True,,,,1.0,1.0,2.0,,,,1.0,,,1.0,,,,,1.0,,,,0.00886196,0.0487,,1.0,0.0,,,,,,,,,,,,,12.0,,,,,,,,,,,6.3,,,,,,,,,,,,1.0,1.0,2.0,,,1,,3.0,,,,
2025-26,14025108,13,43,Manchester_City,Home,839956,223094,Erling Haaland,erling-haaland,F,False,,,2.0,5.0,2.0,7.0,5.0,2.0,4.0,,,,,,,,,8.0,4.0,,,0.00509981,0.1343,0.402,2.0,0.0,,,,,,1.0,,,,,,,90.0,1.0,1.0,,,,,,7.0,,,6.3,,,,,22.217773747301,3.0,1.0,,,2.0,,7.0,3.0,10.0,-11.445,,1,1.0,25.0,3.0,1.0,,
2025-26,14025108,13,43,Manchester_City,Home,873554,438234,Omar Marmoush,omar-marmoush,F,True,,,,,,,,,1.0,,,1.0,,,,,1.0,2.0,,,,,0.1327,0.1308,,0.0,,,,,,,,,,,,,12.0,1.0,,,,,,,2.0,,,6.3,,,,,9.4656450387705,,1.0,,,,,,,,9.45,,1,,3.0,,,,
2025-26,14025135,14,43,Manchester_City,Away,839956,223094,Erling Haaland,erling-haaland,F,False,,,,6.0,6.0,12.0,3.0,5.0,3.0,1.0,2.0,1.0,2.0,1.0,,,,5.0,6.0,,,0.304291,0.8657,0.1336,,2.0,1.0,,,2.0,1.0,2.0,,,,,,,90.0,1.0,,,,,,,9.0,1.0,,8.6,,,2.0,,18.751539942014,,1.0,,,,1.0,10.0,8.0,18.0,1.9976876974283,6.5114204287544,5,,33.0,2.0,1.0,,
2025-26,14025135,14,43,Manchester_City,Away,873554,438234,Omar Marmoush,omar-marmoush,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025171,15,43,Manchester_City,Home,839956,223094,Erling Haaland,erling-haaland,F,False,,,,4.0,1.0,5.0,1.0,1.0,1.0,1.0,,1.0,,,,,,2.0,1.0,,,0.0134161,0.4294,,,0.0,,,,,1.0,,,,,,,,69.0,1.0,,,,,,,1.0,,,6.0,,,,,19.702706641474,1.0,1.0,,,,,4.0,1.0,5.0,19.635,,1,,11.0,,,,
2025-26,14025171,15,43,Manchester_City,Home,873554,438234,Omar Marmoush,omar-marmoush,F,True,,,,1.0,1.0,2.0,1.0,,1.0,1.0,,,,1.0,,,,3.0,,,,0.00010518,,,,0.0,,,,,,,,,,,,,21.0,,,,,,,,3.0,,,6.3,,,,,23.215411777524,,1.0,,,,,1.0,1.0,2.0,23.1,,0,,5.0,2.0,,,
2025-26,14025195,16,43,Manchester_City,Away,839956,223094,Erling Haaland,erling-haaland,F,False,,,,4.0,2.0,6.0,2.0,3.0,1.0,2.0,,,,,,,2.0,4.0,7.0,,,0.00120135,0.9561,1.3926,,0.0,2.0,,,,,,,,,,,,89.0,2.0,,,,,,,9.0,,,8.4,,,,,4.6327892246464,3.0,,,,,,8.0,4.0,12.0,-0.84,,2,3.0,25.0,1.0,1.0,,2.0
2025-26,14025195,16,43,Manchester_City,Away,873554,438234,Omar Marmoush,omar-marmoush,F,True,,,,2.0,,2.0,,,2.0,,,,,,,,,,,,,0.00083587,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,12.118834084233,,,,,,,2.0,,2.0,-6.72,,0,,2.0,,,,
2025-26,14025226,17,43,Manchester_City,Home,839956,223094,Erling Haaland,erling-haaland,F,False,,,,3.0,1.0,4.0,,1.0,1.0,,1.0,2.0,,,,,,,1.0,,,0.0707557,1.022,1.7329,,1.0,2.0,,,,,1.0,,,,,,,90.0,3.0,,,,,,,2.0,,,8.7,,,4.0,,3.1967685246198,,,1.0,,,,3.0,2.0,5.0,1.785,,7,,13.0,,,,
2025-26,14025226,17,43,Manchester_City,Home,1601596,580921,Reigan Heskey,reigan-heskey,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025248,18,43,Manchester_City,Away,839956,223094,Erling Haaland,erling-haaland,F,False,,,,4.0,1.0,5.0,1.0,1.0,3.0,2.0,,,1.0,,,,,1.0,1.0,,,0.110021,0.1721,,,0.0,,,,,,1.0,,,,,,,90.0,,,,,,,,3.0,,,6.4,,,1.0,,38.851580468876,1.0,,,,,1.0,6.0,1.0,7.0,9.345,,2,,14.0,1.0,,,
2025-26,14025248,18,43,Manchester_City,Away,1601596,580921,Reigan Heskey,reigan-heskey,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025270,19,43,Manchester_City,Away,839956,223094,Erling Haaland,erling-haaland,F,False,,,,1.0,2.0,3.0,2.0,1.0,3.0,1.0,,1.0,,,,,1.0,5.0,5.0,,,0.0236984,0.3227,0.1774,1.0,0.0,,,,,,1.0,,,,,,,90.0,1.0,,,,,,,8.0,,,6.2,,,1.0,,30.343924108455,,1.0,,,1.0,,5.0,2.0,7.0,17.325,,2,3.0,20.0,1.0,1.0,,2.0
2025-26,14025270,19,43,Manchester_City,Away,1601596,580921,Reigan Heskey,reigan-heskey,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025286,20,43,Manchester_City,Home,839956,223094,Erling Haaland,erling-haaland,F,False,,,,8.0,2.0,10.0,1.0,3.0,5.0,3.0,,,3.0,,,,1.0,2.0,6.0,,,0.0164514,0.4113,0.3625,,0.0,,,,1.0,1.0,,,,,,,,90.0,1.0,,,,,,,4.0,2.0,,7.0,,,1.0,,97.705783758561,,2.0,,,,,11.0,2.0,13.0,0.945,32.629718406358,5,,23.0,,1.0,2.0,
2025-26,14025286,20,43,Manchester_City,Home,1601596,580921,Reigan Heskey,reigan-heskey,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025061,21,43,Manchester_City,Home,839956,223094,Erling Haaland,erling-haaland,F,False,,,,6.0,3.0,9.0,2.0,6.0,9.0,1.0,,2.0,2.0,,,,2.0,6.0,8.0,,,0.0213313,1.5267,1.664,2.0,0.0,1.0,,,,,1.0,,,,,,,90.0,4.0,,,,,,,14.0,3.0,,6.8,,,2.0,,99.802555211941,1.0,,,,,,14.0,5.0,19.0,37.275,46.882139736472,8,1.0,34.0,1.0,1.0,,1.0
2025-26,14025061,21,43,Manchester_City,Home,1601596,580921,Reigan Heskey,reigan-heskey,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025079,22,43,Manchester_City,Away,839956,223094,Erling Haaland,erling-haaland,F,False,,,,2.0,1.0,3.0,1.0,,2.0,1.0,,,2.0,,,,1.0,2.0,2.0,,,0.00067875,0.131,,,0.0,,,,,,,,,,,,,80.0,,,,,,,,4.0,2.0,,6.4,,,,,37.22296686882,,,,,,,3.0,2.0,5.0,33.165456251506,37.22296686882,2,,14.0,1.0,2.0,,
2025-26,14025116,23,43,Manchester_City,Home,839956,223094,Erling Haaland,erling-haaland,F,True,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.054e-05,,,,0.0,,,,,,,,,,,,,17.0,,,,,,,,1.0,,,6.4,,,,,,,,,,,,,1.0,1.0,,,0,,3.0,1.0,,,
2025-26,14025116,23,43,Manchester_City,Home,873554,438234,Omar Marmoush,omar-marmoush,F,False,,,,16.0,6.0,22.0,,,16.0,1.0,,,,1.0,,,1.0,5.0,7.0,,,0.0829463,0.2504,0.1831,1.0,0.0,1.0,,,1.0,,1.0,,,,,,,74.0,1.0,,,,,,,7.0,3.0,,8.0,,,1.0,,143.4343751772,,3.0,1.0,,,,18.0,6.0,24.0,121.59,51.302281252464,2,3.0,40.0,1.0,3.0,1.0,1.0
2025-26,14025149,24,43,Manchester_City,Away,839956,223094,Erling Haaland,erling-haaland,F,False,,,2.0,7.0,3.0,10.0,,1.0,5.0,,,,1.0,,,,1.0,2.0,4.0,,,0.0744288,0.2794,,1.0,1.0,,,,,,4.0,,,,,,,90.0,,,,,,,,10.0,,,6.6,,,1.0,,35.940867129946,1.0,2.0,,,3.0,1.0,11.0,5.0,16.0,-11.789267926384,,2,1.0,31.0,3.0,,2.0,
2025-26,14025149,24,43,Manchester_City,Away,873554,438234,Omar Marmoush,omar-marmoush,F,True,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,21.377103626553,,,,,,,,,,13.48019639021,,0,,3.0,1.0,1.0,,
2025-26,14025173,25,43,Manchester_City,Away,839956,223094,Erling Haaland,erling-haaland,F,False,,,,6.0,,6.0,2.0,3.0,5.0,,1.0,1.0,,2.0,,,1.0,7.0,5.0,,,0.286833,1.2531,1.2403,1.0,1.0,1.0,,,,,3.0,,,,,,,90.0,3.0,,,,,,,9.0,2.0,,7.5,,,,,47.675690601292,1.0,1.0,,,,,8.0,,8.0,42.036974197429,34.237843910284,3,,23.0,4.0,2.0,,
2025-26,14025173,25,43,Manchester_City,Away,873554,438234,Omar Marmoush,omar-marmoush,F,False,,,,13.0,2.0,15.0,,,9.0,1.0,,,1.0,,,,,4.0,2.0,,,0.0451762,0.0755,,3.0,0.0,,,,,,3.0,,,,,,,61.0,,,,,,,,6.0,0.0,,5.9,,,1.0,,53.439173924872,,1.0,1.0,,,1.0,15.0,2.0,17.0,-19.643247702659,,2,,25.0,2.0,2.0,,
2025-26,14025212,26,43,Manchester_City,Home,839956,223094,Erling Haaland,erling-haaland,F,False,,,,2.0,3.0,5.0,,,5.0,1.0,,,1.0,,,,,,,,,0.00200533,0.1167,0.5363,,0.0,1.0,,,,,,,,,,,,45.0,1.0,,,,,,,1.0,0.0,,7.5,,,,,23.944312729905,,,,,,,3.0,3.0,6.0,4.6442810667353,,2,,9.0,,,,
2025-26,14025212,26,43,Manchester_City,Home,873554,438234,Omar Marmoush,omar-marmoush,F,True,,,,5.0,1.0,6.0,1.0,1.0,4.0,1.0,,,,,,,1.0,3.0,4.0,,,0.00117767,,,,0.0,,,,,,1.0,,,,,,,45.0,,,,,,,,4.0,0.0,,6.6,,,,,22.560846518757,,1.0,,,,1.0,5.0,1.0,6.0,-7.3339594259774,,0,2.0,18.0,2.0,2.0,,1.0
2025-26,14024010,27,43,Manchester_City,Home,839956,223094,Erling Haaland,erling-haaland,F,False,1.0,,,9.0,3.0,12.0,3.0,5.0,9.0,,1.0,1.0,1.0,,,,1.0,7.0,12.0,,,0.216932,0.3088,0.3831,1.0,1.0,,,,,,1.0,,,,,,,90.0,1.0,,,,,,,12.0,5.0,,7.6,,,2.0,,117.37149012529,3.0,5.0,1.0,,,,12.0,5.0,17.0,85.526290521052,100.1970080185,4,1.0,43.0,3.0,3.0,3.0,1.0
2025-26,14024010,27,43,Manchester_City,Home,873554,438234,Omar Marmoush,omar-marmoush,F,False,,,,9.0,,9.0,1.0,,6.0,1.0,,,1.0,,,,,3.0,2.0,,,0.0824085,0.2571,0.1085,1.0,1.0,,,,,,2.0,,,,,,,58.0,2.0,,,,,,,5.0,5.0,,6.9,,,2.0,,100.74148681721,,1.0,1.0,,,1.0,11.0,1.0,12.0,79.664583543306,95.847980916529,5,2.0,23.0,,,,
2025-26,14023974,28,43,Manchester_City,Away,873554,438234,Omar Marmoush,omar-marmoush,F,False,,,,6.0,3.0,9.0,1.0,,5.0,,,,1.0,,,,1.0,3.0,1.0,,,0.00918578,0.283,0.061,1.0,0.0,,,,,,,,,,,,,68.0,1.0,1.0,,,,,,3.0,3.0,,6.4,,,2.0,,53.464265471193,1.0,,,,,,7.0,3.0,10.0,25.310892267291,34.09740620412,4,1.0,20.0,1.0,,,
2025-26,14023984,29,43,Manchester_City,Home,839956,223094,Erling Haaland,erling-haaland,F,False,,,,3.0,2.0,5.0,2.0,1.0,5.0,1.0,,2.0,1.0,,,,,3.0,2.0,,,0.0306849,0.1023,,1.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,4.0,1.0,,6.0,,,1.0,,38.965716278451,1.0,,,,2.0,,5.0,2.0,7.0,12.749824192048,14.754414119171,2,,14.0,2.0,1.0,,
2025-26,14023984,29,43,Manchester_City,Home,873554,438234,Omar Marmoush,omar-marmoush,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023993,30,43,Manchester_City,Away,839956,223094,Erling Haaland,erling-haaland,F,False,,,,8.0,,8.0,1.0,1.0,4.0,2.0,,,1.0,,,,1.0,2.0,2.0,,,0.0478966,0.303,0.3961,,0.0,,,,,,1.0,,,,,,,90.0,1.0,,,,,,,5.0,1.0,,6.5,,,2.0,,34.269294571875,,,1.0,,,,10.0,,10.0,10.810583071711,9.0877403131912,4,,21.0,1.0,1.0,,
2025-26,14023993,30,43,Manchester_City,Away,873554,438234,Omar Marmoush,omar-marmoush,F,False,,,,10.0,3.0,13.0,,,10.0,1.0,,,,,,,2.0,2.0,6.0,,,0.0100153,0.1002,,1.0,1.0,,,,,,1.0,,,,,,,60.0,,,,,,,,11.0,0.0,,6.7,,,2.0,,70.286960312059,,1.0,6.0,,,2.0,12.0,4.0,16.0,23.150379322765,,2,1.0,34.0,,4.0,1.0,1.0
2025-26,15999228,31,43,Manchester_City,Home,839956,223094,Erling Haaland,erling-haaland,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,15999228,31,43,Manchester_City,Home,873554,438234,Omar Marmoush,omar-marmoush,F,False,,,,9.0,1.0,10.0,,,6.0,5.0,,,1.0,,,,2.0,4.0,2.0,,,0.0164138,0.2954,0.1282,,0.0,1.0,,,,,,,,,,,,79.0,1.0,,,,,,,6.0,0.0,,7.3,,,1.0,,43.909876661833,,4.0,,,,,11.0,1.0,12.0,-9.3393949952187,,3,,23.0,,,2.0,
2025-26,14023998,32,43,Manchester_City,Away,839956,223094,Erling Haaland,erling-haaland,F,False,,,,2.0,3.0,5.0,2.0,2.0,4.0,3.0,,,1.0,,,,2.0,5.0,4.0,,,0.0044062,0.5765,0.2808,1.0,0.0,,,,,1.0,,,,,,,,90.0,1.0,,,,,,,8.0,1.0,,6.3,,,2.0,,29.033009609107,,1.0,,,,,5.0,5.0,10.0,10.051331858805,4.9771401426924,4,2.0,24.0,,,,1.0
2025-26,14023998,32,43,Manchester_City,Away,873554,438234,Omar Marmoush,omar-marmoush,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025039,33,43,Manchester_City,Home,839956,223094,Erling Haaland,erling-haaland,F,False,,,,5.0,3.0,8.0,1.0,3.0,6.0,2.0,,2.0,1.0,,,,1.0,2.0,4.0,,,0.038052,0.8124,0.425,,0.0,1.0,,,1.0,,1.0,,,,,,,90.0,1.0,,,,,,,11.0,1.0,,7.4,,,3.0,,46.419907336058,2.0,,,,1.0,,11.0,4.0,15.0,27.215574513052,10.895399074839,5,,30.0,3.0,1.0,,
2025-26,14025039,33,43,Manchester_City,Home,873554,438234,Omar Marmoush,omar-marmoush,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14024003,34,43,Manchester_City,Away,839956,223094,Erling Haaland,erling-haaland,F,False,,,,7.0,1.0,8.0,1.0,,7.0,2.0,,1.0,1.0,,,,1.0,4.0,2.0,,,0.0596322,1.097,0.8004,2.0,0.0,1.0,,,1.0,,,,,,,,,90.0,2.0,,,,,,,8.0,1.0,,7.6,,,2.0,,53.676764555201,1.0,3.0,,,2.0,1.0,10.0,2.0,12.0,28.097146775567,22.556366817376,5,,28.0,2.0,,2.0,
2025-26,14024003,34,43,Manchester_City,Away,873554,438234,Omar Marmoush,omar-marmoush,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023930,35,43,Manchester_City,Away,839956,223094,Erling Haaland,erling-haaland,F,False,,,,7.0,7.0,14.0,2.0,3.0,10.0,,,,2.0,,,,,3.0,4.0,,,0.012781,0.5237,0.6027,1.0,0.0,1.0,,,,,,,,,,,,90.0,1.0,,,,,,,6.0,2.0,,7.5,,,,,99.534773443542,,,,,1.0,,11.0,9.0,20.0,16.650486656342,42.885931918115,3,,25.0,,1.0,,
2025-26,14023930,35,43,Manchester_City,Away,873554,438234,Omar Marmoush,omar-marmoush,F,True,,,,1.0,1.0,2.0,1.0,,2.0,1.0,,,1.0,,,,,2.0,,,,0.00017406,0.0396,,,0.0,,,,,,,,,,,,,11.0,,,,,,,,1.0,1.0,,6.4,,,,,27.191869957669,,1.0,,,,,1.0,1.0,2.0,18.196366551261,23.647052755048,1,,6.0,,,,
