season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,9258869,1,43,Manchester_City,Home,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,1.0,19.0,2.0,21.0,,,2.0,,,1.0,,2.0,7.0,2.0,,,2.0,,,,,,2.0,,72.0,,,,,,,,,11.0,,6.6,,,1.0,,,4.0,1.0,,1.0,,23.0,2.0,24.0,2,1.0,41.0,1.0,,1.0,1.0
2020-21,9258869,1,43,Manchester_City,Home,794839,205651,Gabriel Jesus,gabriel-jesus,F,True,,,,5.0,,5.0,,,,,,1.0,,,1.0,,,,1.0,,,,,,1.0,,31.0,,,,,,,,,3.0,,6.6,,,1.0,,,,,,,1.0,6.0,,6.0,2,,12.0,2.0,,,
2020-21,9258869,1,43,Manchester_City,Home,855833,224444,Ferran Torres,ferran-torres,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896925,2,43,Manchester_City,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,24.0,8.0,32.0,1.0,1.0,6.0,1.0,,,1.0,6.0,10.0,4.0,,,,1.0,,,,,1.0,,82.0,1.0,,,,,,,,19.0,,6.4,,,,,,2.0,,,,,29.0,9.0,38.0,1,1.0,57.0,5.0,2.0,,
2020-21,8896925,2,43,Manchester_City,Away,794839,205651,Gabriel Jesus,gabriel-jesus,F,False,,,,19.0,5.0,24.0,3.0,1.0,5.0,1.0,,,,4.0,9.0,7.0,,,1.0,,1.0,,,1.0,1.0,,90.0,3.0,,,,,,,,14.0,,7.8,,,,,1.0,3.0,,,1.0,3.0,25.0,6.0,31.0,3,1.0,52.0,2.0,3.0,2.0,
2020-21,8896925,2,43,Manchester_City,Away,855833,224444,Ferran Torres,ferran-torres,F,True,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,8.0,,,,,,,,,1.0,,6.3,,,,,,1.0,,,,,1.0,,1.0,0,,2.0,,,,
2020-21,8896925,2,43,Manchester_City,Away,997087,463034,Liam Delap,liam-delap,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896934,3,43,Manchester_City,Home,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,16.0,4.0,20.0,1.0,,2.0,,,1.0,,5.0,11.0,4.0,,,3.0,,,,,,,,90.0,1.0,,,,,,,,17.0,,6.2,,,1.0,,,3.0,4.0,,,,23.0,4.0,23.0,3,3.0,47.0,2.0,1.0,,2.0
2020-21,8896934,3,43,Manchester_City,Home,855833,224444,Ferran Torres,ferran-torres,F,True,,,1.0,9.0,2.0,11.0,,,2.0,,,,,1.0,5.0,1.0,,,1.0,,,,,,1.0,,26.0,,,,,,,,,9.0,,6.4,,,1.0,,,4.0,4.0,,1.0,,14.0,2.0,12.0,1,,26.0,,,1.0,
2020-21,8896934,3,43,Manchester_City,Home,997087,463034,Liam Delap,liam-delap,F,True,,,,1.0,4.0,5.0,1.0,1.0,,,,,,1.0,3.0,1.0,,,1.0,,,,1.0,,,,39.0,,,,,,,,,5.0,,6.5,,,1.0,,,,,,,,2.0,4.0,6.0,1,,11.0,3.0,,,
2020-21,8896898,4,43,Manchester_City,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,14.0,7.0,21.0,,1.0,5.0,,,1.0,,4.0,10.0,9.0,,,3.0,,1.0,,,,5.0,,90.0,1.0,,,,,,,,14.0,,7.9,,,3.0,,,9.0,,,,2.0,16.0,7.0,23.0,5,1.0,53.0,3.0,1.0,6.0,
2020-21,8896898,4,43,Manchester_City,Away,855833,224444,Ferran Torres,ferran-torres,F,False,,,1.0,9.0,7.0,16.0,1.0,1.0,3.0,,,1.0,1.0,2.0,5.0,3.0,,,1.0,1.0,,,,,1.0,,65.0,1.0,,,,,,,,12.0,,6.9,,,,,,2.0,2.0,,1.0,,16.0,8.0,22.0,2,,33.0,1.0,1.0,1.0,
2020-21,8896898,4,43,Manchester_City,Away,997087,463034,Liam Delap,liam-delap,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896916,5,43,Manchester_City,Home,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,,14.0,4.0,18.0,1.0,,,2.0,,,1.0,,2.0,1.0,,,,,,,,,3.0,,65.0,,,,,,,,,6.0,,7.2,,,1.0,,,,,,,,17.0,5.0,22.0,1,,30.0,1.0,1.0,,
2020-21,8896916,5,43,Manchester_City,Home,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,45.0,7.0,52.0,,,1.0,,,1.0,,3.0,6.0,2.0,,,2.0,,1.0,,,1.0,1.0,,90.0,1.0,,,,,,,,13.0,,7.2,,,,,1.0,2.0,,,1.0,,52.0,8.0,60.0,2,,72.0,1.0,1.0,1.0,
2020-21,8896916,5,43,Manchester_City,Home,855833,224444,Ferran Torres,ferran-torres,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896916,5,43,Manchester_City,Home,997087,463034,Liam Delap,liam-delap,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896890,6,43,Manchester_City,Away,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,,6.0,4.0,10.0,1.0,1.0,,,,,,1.0,2.0,2.0,,,,,,,,,,,45.0,,,,,,,,,6.0,,6.5,,,,,,,,,1.0,,10.0,5.0,15.0,0,,19.0,,1.0,,
2020-21,8896890,6,43,Manchester_City,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,8.0,4.0,12.0,1.0,1.0,5.0,,1.0,,1.0,1.0,6.0,5.0,,,1.0,,,,,,,,90.0,1.0,,,,,,,,11.0,,6.5,,,,,,3.0,,,,,16.0,4.0,20.0,1,1.0,33.0,,2.0,1.0,
2020-21,8896890,6,43,Manchester_City,Away,855833,224444,Ferran Torres,ferran-torres,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896861,7,43,Manchester_City,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,32.0,6.0,38.0,1.0,,5.0,1.0,,2.0,,,3.0,7.0,,,1.0,,,,,,1.0,,90.0,,,,,,,,,11.0,,7.3,,,,,,6.0,1.0,,,1.0,41.0,6.0,46.0,2,1.0,61.0,1.0,1.0,5.0,
2020-21,8896861,7,43,Manchester_City,Away,855833,224444,Ferran Torres,ferran-torres,F,False,,,,6.0,4.0,10.0,3.0,1.0,1.0,,2.0,1.0,,2.0,7.0,4.0,,,1.0,,,,,,,,81.0,3.0,,,,,,,,5.0,,6.2,,,1.0,,,2.0,,,,1.0,6.0,4.0,10.0,5,,28.0,2.0,2.0,1.0,
2020-21,8896883,8,43,Manchester_City,Home,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,16.0,10.0,26.0,,,6.0,,,,,4.0,6.0,4.0,,,1.0,,,,,,,,90.0,1.0,,,,,,,,13.0,,6.3,,,,,,3.0,1.0,,1.0,1.0,22.0,11.0,32.0,1,,46.0,1.0,2.0,2.0,
2020-21,8896883,8,43,Manchester_City,Home,794839,205651,Gabriel Jesus,gabriel-jesus,F,False,,,1.0,10.0,8.0,18.0,,,3.0,,1.0,,2.0,1.0,6.0,2.0,,,2.0,,1.0,,,,1.0,,90.0,1.0,,,,,,,,8.0,,6.8,,,1.0,,,2.0,,,2.0,1.0,12.0,11.0,23.0,2,,31.0,1.0,1.0,1.0,
