season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576424,13,43,Manchester_City,Home,794839,205651,Gabriel Jesus,gabriel-jesus,F,False,,,1.0,25.0,2.0,27.0,2.0,,3.0,,1.0,2.0,1.0,,,1.0,6.0,,,,1.0,,,,,,,2.0,,90.0,2.0,,,,,,12.0,,6.5,,,,,1.0,1.0,1.0,,1.0,1.0,32.0,3.0,34.0,4,,48.0,1.0,,,
2021-22,9576400,14,43,Manchester_City,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,1.0,,2.0,31.0,2.0,32.0,,,4.0,,,,,,,7.0,14.0,6.0,,,1.0,1.0,,,,,3.0,5.0,,90.0,,,,,,,26.0,,6.6,,,,,,9.0,5.0,,2.0,,40.0,4.0,39.0,0,2.0,70.0,2.0,1.0,3.0,1.0
2021-22,9576400,14,43,Manchester_City,Away,794839,205651,Gabriel Jesus,gabriel-jesus,F,False,,,1.0,20.0,4.0,24.0,1.0,1.0,1.0,1.0,,3.0,1.0,,,2.0,4.0,8.0,,,,1.0,,,,,1.0,1.0,,87.0,1.0,,,,,,7.0,,7.9,,,2.0,,,6.0,,,1.0,,22.0,5.0,27.0,6,1.0,45.0,2.0,,6.0,1.0
2021-22,9576089,15,43,Manchester_City,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,1.0,41.0,10.0,51.0,,1.0,4.0,,,2.0,,,,,6.0,5.0,,,1.0,,1.0,,,,1.0,3.0,,90.0,3.0,,,,,,17.0,,7.8,,,1.0,,,7.0,3.0,,1.0,,50.0,10.0,57.0,6,,84.0,3.0,2.0,2.0,
2021-22,9576089,15,43,Manchester_City,Away,794839,205651,Gabriel Jesus,gabriel-jesus,F,True,,,,8.0,3.0,11.0,,1.0,1.0,,,,,,,,1.0,2.0,,,,,,,,,,1.0,,15.0,,,,,,,5.0,,6.6,,,,,,1.0,,,,,8.0,4.0,12.0,0,,18.0,3.0,1.0,,
2021-22,9576111,16,43,Manchester_City,Home,138534,103955,Raheem Sterling,raheem-sterling,F,False,2.0,,,38.0,2.0,38.0,1.0,,6.0,1.0,,,,,,1.0,4.0,2.0,,,1.0,,1.0,,,,,4.0,,90.0,3.0,,,,,,12.0,,8.1,,,,,,3.0,4.0,,,,43.0,2.0,41.0,3,,58.0,4.0,,2.0,
2021-22,9576111,16,43,Manchester_City,Home,794839,205651,Gabriel Jesus,gabriel-jesus,F,False,,,1.0,19.0,2.0,21.0,1.0,,2.0,,,1.0,1.0,,,1.0,6.0,2.0,,,4.0,,,,,,,1.0,,90.0,1.0,,,,,,8.0,,6.8,,,1.0,,,3.0,1.0,,1.0,1.0,21.0,2.0,22.0,3,,38.0,4.0,,2.0,
2021-22,9576407,17,43,Manchester_City,Home,138534,103955,Raheem Sterling,raheem-sterling,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576407,17,43,Manchester_City,Home,794839,205651,Gabriel Jesus,gabriel-jesus,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576096,18,43,Manchester_City,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,24.0,7.0,31.0,1.0,,1.0,,,,,,,4.0,6.0,4.0,,,,,1.0,,,,,,,90.0,2.0,,,,,,11.0,,7.1,,,1.0,,,2.0,,,1.0,1.0,27.0,8.0,35.0,3,2.0,50.0,2.0,1.0,1.0,
2021-22,9576096,18,43,Manchester_City,Away,794839,205651,Gabriel Jesus,gabriel-jesus,F,False,,,1.0,19.0,9.0,28.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,4.0,3.0,,,,1.0,,,,,,3.0,,90.0,1.0,,,,,,3.0,,7.1,,,1.0,,,4.0,,,1.0,1.0,19.0,9.0,28.0,3,,38.0,1.0,,3.0,
2021-22,9576366,19,43,Manchester_City,Home,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,1.0,27.0,11.0,38.0,,,3.0,,1.0,,,,,2.0,3.0,8.0,,,,,2.0,,,,,,,90.0,3.0,,,,,1.0,13.0,,8.6,,,,,,6.0,,,1.0,,31.0,11.0,42.0,3,2.0,64.0,5.0,1.0,5.0,1.0
2021-22,9576366,19,43,Manchester_City,Home,794839,205651,Gabriel Jesus,gabriel-jesus,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576192,20,43,Manchester_City,Away,138534,103955,Raheem Sterling,raheem-sterling,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576192,20,43,Manchester_City,Away,794839,205651,Gabriel Jesus,gabriel-jesus,F,False,,,,30.0,6.0,36.0,3.0,3.0,6.0,,,2.0,,,,3.0,10.0,9.0,,,2.0,,,,,,1.0,,,90.0,1.0,,,,,,18.0,,6.9,,,,,1.0,5.0,1.0,,1.0,,38.0,8.0,45.0,3,1.0,68.0,2.0,2.0,3.0,1.0
2021-22,9576271,21,43,Manchester_City,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,1.0,,,30.0,9.0,38.0,,,10.0,1.0,,,,,,5.0,7.0,12.0,,,1.0,,,,,,1.0,1.0,,90.0,,,,,,,18.0,,7.3,,,1.0,,1.0,4.0,1.0,,1.0,,35.0,11.0,45.0,1,6.0,78.0,3.0,4.0,2.0,3.0
2021-22,9576271,21,43,Manchester_City,Away,794839,205651,Gabriel Jesus,gabriel-jesus,F,False,,,,6.0,6.0,12.0,1.0,1.0,1.0,,,,,,,,2.0,5.0,,,,,,,,,,1.0,,63.0,,,,,,,7.0,,6.8,,,1.0,,,4.0,,,2.0,,8.0,6.0,14.0,1,,27.0,4.0,1.0,3.0,
2021-22,9576278,22,43,Manchester_City,Home,138534,103955,Raheem Sterling,raheem-sterling,F,False,1.0,,,20.0,4.0,23.0,1.0,,5.0,,,,,,,6.0,11.0,3.0,,,1.0,,,,,,,2.0,,90.0,,,,,,,16.0,,6.6,,,1.0,,,5.0,3.0,,,1.0,26.0,4.0,27.0,1,,44.0,1.0,1.0,2.0,
2021-22,9576278,22,43,Manchester_City,Home,794839,205651,Gabriel Jesus,gabriel-jesus,F,True,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,0,,2.0,1.0,,,
2021-22,9576439,23,43,Manchester_City,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,21.0,3.0,24.0,1.0,,1.0,,1.0,,1.0,,,3.0,8.0,5.0,,,2.0,,,,,,,,,60.0,1.0,,,,,,10.0,,6.6,,,1.0,,,2.0,3.0,,,,26.0,4.0,27.0,2,1.0,43.0,,3.0,1.0,
2021-22,9576439,23,43,Manchester_City,Away,794839,205651,Gabriel Jesus,gabriel-jesus,F,True,,,,11.0,3.0,14.0,,,3.0,,1.0,,1.0,,,,1.0,2.0,,,,,,,,1.0,1.0,,,30.0,,,,,,,8.0,,6.5,,,1.0,,,1.0,2.0,,,,14.0,5.0,17.0,1,,26.0,3.0,1.0,1.0,
2021-22,9576326,24,43,Manchester_City,Home,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,34.0,2.0,36.0,,,3.0,,2.0,,,,,1.0,4.0,8.0,,,2.0,,,,,,1.0,2.0,,90.0,1.0,,,,,1.0,14.0,,6.9,,,1.0,,,4.0,1.0,,1.0,,42.0,2.0,43.0,2,,64.0,2.0,5.0,3.0,
2021-22,9576326,24,43,Manchester_City,Home,997087,463034,Liam Delap,liam-delap,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576309,25,43,Manchester_City,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,26.0,3.0,29.0,2.0,1.0,4.0,,1.0,,,,,2.0,7.0,7.0,,,2.0,,3.0,,,,2.0,1.0,,90.0,5.0,,,,1.0,,19.0,,9.3,,,,,,5.0,3.0,,,,37.0,4.0,38.0,5,,63.0,3.0,3.0,3.0,
2021-22,9576309,25,43,Manchester_City,Away,997087,463034,Liam Delap,liam-delap,F,True,,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,9.0,,,,,,1.0,,,7.0,,,,,,,,,,,1.0,,1.0,0,,2.0,,1.0,,
2021-22,9576459,26,43,Manchester_City,Home,138534,103955,Raheem Sterling,raheem-sterling,F,False,1.0,,,32.0,,31.0,,,2.0,,,1.0,,,,1.0,4.0,1.0,,,1.0,,,,,,,1.0,,68.0,,,,,,,15.0,,6.6,,,,,,2.0,5.0,,,,41.0,,36.0,1,1.0,51.0,2.0,,,1.0
2021-22,9576459,26,43,Manchester_City,Home,997087,463034,Liam Delap,liam-delap,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576231,27,43,Manchester_City,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,17.0,6.0,23.0,1.0,,3.0,,,,,,,3.0,5.0,1.0,,,1.0,,,,,,1.0,1.0,,77.0,,,,,,,12.0,,6.5,,,,,,,1.0,,,,24.0,6.0,29.0,0,1.0,38.0,1.0,,,
2021-22,9576231,27,43,Manchester_City,Away,794839,205651,Gabriel Jesus,gabriel-jesus,F,True,,,,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,13.0,,,,,,,1.0,,6.5,,,,,,,,,,,1.0,1.0,2.0,0,,4.0,1.0,,,
2021-22,9576215,28,43,Manchester_City,Home,138534,103955,Raheem Sterling,raheem-sterling,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576215,28,43,Manchester_City,Home,794839,205651,Gabriel Jesus,gabriel-jesus,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576215,28,43,Manchester_City,Home,997087,463034,Liam Delap,liam-delap,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576250,29,43,Manchester_City,Away,138534,103955,Raheem Sterling,raheem-sterling,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576250,29,43,Manchester_City,Away,794839,205651,Gabriel Jesus,gabriel-jesus,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10196714,30,43,Manchester_City,Home,138534,103955,Raheem Sterling,raheem-sterling,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10196714,30,43,Manchester_City,Home,794839,205651,Gabriel Jesus,gabriel-jesus,F,True,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,1.0,,6.5,,,,,,,,,,,1.0,1.0,2.0,0,,2.0,,,,
2021-22,9576306,31,43,Manchester_City,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,1.0,,1.0,32.0,4.0,35.0,,,,,,1.0,2.0,,,1.0,4.0,3.0,,,,2.0,,,,,,3.0,,90.0,,,,,,,9.0,,7.8,,,1.0,,,3.0,4.0,,1.0,,37.0,6.0,39.0,2,,54.0,,1.0,2.0,
2021-22,9576306,31,43,Manchester_City,Away,794839,205651,Gabriel Jesus,gabriel-jesus,F,True,,,,9.0,1.0,10.0,1.0,,2.0,,1.0,1.0,1.0,,,,2.0,,,,,,,,,1.0,1.0,,,26.0,,,,,,,5.0,,6.5,,,3.0,,,,,,,,13.0,1.0,14.0,4,,20.0,1.0,,,
2021-22,9576282,32,43,Manchester_City,Home,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,6.0,,6.0,1.0,,3.0,,1.0,,,,,1.0,4.0,1.0,,,1.0,,,,,,,1.0,,75.0,1.0,,,,,,8.0,,6.2,,,,,,1.0,,,,2.0,8.0,1.0,9.0,1,,17.0,3.0,1.0,,
2021-22,9576282,32,43,Manchester_City,Home,794839,205651,Gabriel Jesus,gabriel-jesus,F,False,,,2.0,8.0,4.0,12.0,1.0,2.0,3.0,1.0,,,1.0,,,,4.0,8.0,,,1.0,,1.0,,,,,1.0,,83.0,3.0,,,,,,6.0,,8.0,,,1.0,,,3.0,1.0,,2.0,1.0,11.0,5.0,15.0,4,1.0,30.0,1.0,3.0,2.0,1.0
2021-22,10277713,33,43,Manchester_City,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,16.0,4.0,20.0,,1.0,2.0,,1.0,,,,,3.0,4.0,3.0,,,,1.0,1.0,,,,,3.0,,90.0,1.0,,,,,,15.0,,7.5,,,1.0,,,3.0,2.0,,,2.0,24.0,4.0,26.0,2,,43.0,2.0,,2.0,
2021-22,10277713,33,43,Manchester_City,Away,794839,205651,Gabriel Jesus,gabriel-jesus,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576277,34,43,Manchester_City,Home,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,18.0,4.0,22.0,,,4.0,,1.0,,3.0,,,,5.0,5.0,,,,,,,,,,,,90.0,,,,,,,8.0,,6.2,,,1.0,,1.0,5.0,2.0,,,,20.0,4.0,22.0,1,1.0,40.0,4.0,1.0,3.0,1.0
2021-22,9576277,34,43,Manchester_City,Home,794839,205651,Gabriel Jesus,gabriel-jesus,F,False,,,2.0,28.0,9.0,37.0,1.0,,7.0,1.0,,1.0,1.0,,,2.0,6.0,5.0,,,1.0,1.0,4.0,,,,3.0,3.0,,90.0,4.0,,,,,1.0,10.0,,10.0,,,1.0,,2.0,2.0,,,2.0,,34.0,9.0,43.0,6,2.0,67.0,1.0,2.0,1.0,1.0
2021-22,9576272,35,43,Manchester_City,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,11.0,4.0,15.0,1.0,,5.0,,1.0,3.0,,,,4.0,12.0,14.0,,,,,,,,,1.0,,,90.0,,,,,,,20.0,,6.5,,,1.0,,,17.0,3.0,,,,16.0,5.0,18.0,4,2.0,60.0,2.0,2.0,10.0,1.0
2021-22,9576272,35,43,Manchester_City,Away,794839,205651,Gabriel Jesus,gabriel-jesus,F,False,,,1.0,22.0,6.0,28.0,2.0,1.0,2.0,1.0,,,,,,2.0,5.0,9.0,,,,,1.0,,,,1.0,5.0,,90.0,2.0,,,,,,10.0,,8.3,,,,,,4.0,,,2.0,,26.0,8.0,34.0,2,1.0,56.0,1.0,4.0,3.0,
2021-22,9576340,36,43,Manchester_City,Home,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,2.0,30.0,2.0,32.0,1.0,,6.0,,,,,,,2.0,7.0,4.0,,,,,2.0,,,,,3.0,,90.0,2.0,,,,,,14.0,,8.6,,,,,,7.0,1.0,,2.0,,36.0,2.0,37.0,2,,53.0,,1.0,3.0,
2021-22,9576340,36,43,Manchester_City,Home,794839,205651,Gabriel Jesus,gabriel-jesus,F,False,,,1.0,18.0,4.0,22.0,1.0,1.0,2.0,,,,,,,,1.0,5.0,,,,,,,,,1.0,,,63.0,,,,,,,7.0,,7.0,,,,,,2.0,,,1.0,1.0,22.0,4.0,26.0,0,1.0,38.0,3.0,1.0,2.0,1.0
2021-22,9576310,37,43,Manchester_City,Away,138534,103955,Raheem Sterling,raheem-sterling,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
