season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyMiss,penaltySave,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2014-15,5581524,1,43,Manchester_City,Away,14990,42544,Edin Džeko,edin-dzeko,F,False,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,83.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5581524,1,43,Manchester_City,Away,17094,37572,Sergio Agüero,sergio-aguero,F,True,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,7.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5581524,1,43,Manchester_City,Away,37126,50442,Stevan Jovetić,stevan-jovetic,F,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,73.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582462,2,43,Manchester_City,Home,14990,42544,Edin Džeko,edin-dzeko,F,False,,,,,,18.0,1.0,2.0,1.0,,,,,,2.0,6.0,4.0,,,2.0,0.0,0.0,,,,,68.0,,,0.0,,,,,,6.5,,,1.0,,3.0,1.0,1.0,,,1.0,,,21.0,1.0,1.0,,2.0,1.0,
2014-15,5582462,2,43,Manchester_City,Home,17094,37572,Sergio Agüero,sergio-aguero,F,True,,,1.0,,,8.0,,,,,,,,,1.0,1.0,,,,,0.0,1.0,,,,,22.0,1.0,,0.0,,,,,,7.2,,,1.0,,,,,,1.0,,,,8.0,2.0,,,,,
2014-15,5582462,2,43,Manchester_City,Home,37126,50442,Stevan Jovetić,stevan-jovetic,F,False,,,,,,35.0,1.0,1.0,3.0,,,,,,,1.0,4.0,,,,0.0,2.0,,,3.0,1.0,80.0,2.0,,0.0,,,,,,8.4,,,1.0,,,1.0,,,1.0,,,,41.0,3.0,,,,2.0,1.0
2014-15,5582480,3,43,Manchester_City,Home,14990,42544,Edin Džeko,edin-dzeko,F,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,27.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582480,3,43,Manchester_City,Home,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582480,3,43,Manchester_City,Home,37126,50442,Stevan Jovetić,stevan-jovetic,F,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,63.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582492,4,43,Manchester_City,Away,14990,42544,Edin Džeko,edin-dzeko,F,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,23.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582492,4,43,Manchester_City,Away,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,67.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582520,5,43,Manchester_City,Home,14990,42544,Edin Džeko,edin-dzeko,F,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,70.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582520,5,43,Manchester_City,Home,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582538,6,43,Manchester_City,Away,14990,42544,Edin Džeko,edin-dzeko,F,False,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
