season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436880,1,43,Manchester_City,Away,839956,223094,Erling Haaland,erling-haaland,F,False,,,,3.0,,3.0,,2.0,,1.0,,,,,,3.0,5.0,4.0,,,0.00347448,0.2781,0.3996,2.0,0.0,1.0,,,,,,,90.0,2.0,,,,,,,9.0,,,7.4,,,,,,1.0,1.0,,,,,7.0,1.0,8.0,,,2,,17.0,1.0,1.0,1.0,
2024-25,12436898,2,43,Manchester_City,Home,839956,223094,Erling Haaland,erling-haaland,F,False,,,,5.0,2.0,7.0,,1.0,,,,1.0,,,,,1.0,3.0,,,0.0390763,1.7864,2.4907,,0.0,3.0,,,,,,,89.0,4.0,,,,,,,4.0,,,9.2,,,3.0,,,,3.0,,,,1.0,7.0,3.0,10.0,,,7,,22.0,,,2.0,
2024-25,12436927,3,43,Manchester_City,Away,839956,223094,Erling Haaland,erling-haaland,F,False,,,,6.0,2.0,8.0,,,,1.0,1.0,1.0,,,,1.0,1.0,3.0,,,0.105094,1.706,2.1381,,0.0,3.0,,,,,1.0,,90.0,4.0,,,,,,,5.0,,,9.6,,,1.0,,,,,,,,,9.0,3.0,12.0,,,5,2.0,21.0,,1.0,,2.0
2024-25,12436946,4,43,Manchester_City,Home,839956,223094,Erling Haaland,erling-haaland,F,False,,,,2.0,4.0,6.0,4.0,1.0,,,,,1.0,,,3.0,10.0,1.0,,,0.011767,1.0967,1.3356,,0.0,2.0,,,1.0,,,,90.0,4.0,,,,,,,11.0,,,8.4,,,1.0,,,1.0,3.0,,,,,6.0,5.0,11.0,,,6,,25.0,,,,
2024-25,12436971,5,43,Manchester_City,Home,839956,223094,Erling Haaland,erling-haaland,F,False,,,,2.0,2.0,4.0,3.0,4.0,,,,1.0,1.0,,,1.0,7.0,5.0,,,0.0282272,0.9379,1.441,3.0,0.0,1.0,,,,,,,90.0,5.0,,,,,,,7.0,,,7.5,,,,,,,1.0,,,,,4.0,3.0,7.0,,,6,,20.0,2.0,1.0,,
2024-25,12436999,6,43,Manchester_City,Away,839956,223094,Erling Haaland,erling-haaland,F,False,,,,8.0,2.0,10.0,2.0,1.0,,,,,2.0,,,,4.0,3.0,,,0.100849,0.4483,0.3741,1.0,0.0,,,,,,1.0,,90.0,2.0,,,,,,,11.0,,,7.1,,,1.0,,,4.0,2.0,,,,,11.0,4.0,15.0,,,5,,33.0,5.0,1.0,1.0,
2024-25,12437022,7,43,Manchester_City,Home,839956,223094,Erling Haaland,erling-haaland,F,False,,,,6.0,2.0,8.0,2.0,,,1.0,,,1.0,,,,4.0,1.0,,,0.0892999,0.2462,0.3162,1.0,0.0,,,,,1.0,2.0,,90.0,2.0,,,,,,,8.0,,,7.2,,,1.0,,,,2.0,1.0,,,,12.0,2.0,13.0,,,4,,26.0,1.0,,1.0,
2024-25,12437039,8,43,Manchester_City,Away,839956,223094,Erling Haaland,erling-haaland,F,False,,,,5.0,1.0,6.0,5.0,,,,,,,,,,6.0,,,,0.020649,,,,0.0,,,,,,1.0,,90.0,,,,,,,,5.0,,,6.5,,,,,,,1.0,,,,,7.0,1.0,8.0,,,0,,13.0,2.0,,,
2024-25,12437049,9,43,Manchester_City,Home,839956,223094,Erling Haaland,erling-haaland,F,False,,,,4.0,1.0,5.0,1.0,2.0,,,,3.0,1.0,,,3.0,5.0,3.0,,,0.00435064,2.3337,0.6051,1.0,0.0,1.0,,,,,,,90.0,4.0,,,,,,,4.0,,,6.6,,,3.0,,,,,,,,,4.0,1.0,5.0,,,8,,21.0,,1.0,,
2024-25,12437051,10,43,Manchester_City,Away,839956,223094,Erling Haaland,erling-haaland,F,False,,,,3.0,2.0,5.0,1.0,1.0,,1.0,,2.0,,,,3.0,4.0,1.0,,,0.0196767,0.876,1.4367,,0.0,,,,1.0,,,,90.0,2.0,,,,,,,7.0,,,6.3,,,3.0,,,2.0,,,,,,5.0,2.0,7.0,,,5,,21.0,2.0,,,
2024-25,12436882,11,43,Manchester_City,Away,839956,223094,Erling Haaland,erling-haaland,F,False,,,,5.0,4.0,9.0,1.0,2.0,,4.0,,2.0,2.0,,,,2.0,3.0,,,0.0035167,1.3799,1.478,1.0,0.0,1.0,,,1.0,,,,90.0,3.0,,,,,,,4.0,,,7.0,,,2.0,,,,,,,,,8.0,4.0,12.0,,,7,,22.0,1.0,1.0,,
2024-25,12436499,12,43,Manchester_City,Home,839956,223094,Erling Haaland,erling-haaland,F,False,,,,6.0,2.0,8.0,2.0,2.0,,1.0,,2.0,1.0,1.0,,,5.0,3.0,,,0.0302141,0.8213,0.7377,2.0,0.0,,,,1.0,1.0,2.0,,90.0,2.0,,,,,,,4.0,,,6.8,,,4.0,,,2.0,1.0,,,,,8.0,2.0,10.0,,,7,,24.0,2.0,,1.0,
2024-25,12436504,13,43,Manchester_City,Away,839956,223094,Erling Haaland,erling-haaland,F,False,,,,4.0,2.0,6.0,1.0,,,2.0,,,1.0,,,,2.0,,,,0.00612775,0.1878,0.5219,,0.0,,,,,,1.0,,90.0,1.0,,,,,,,5.0,,,6.7,,,,,,1.0,1.0,,,,,5.0,2.0,7.0,,,2,,16.0,3.0,,,
