season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827866,1,43,Manchester_City,Away,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,1.0,15.0,3.0,18.0,1.0,,2.0,,1.0,1.0,,,,,2.0,3.0,,,,,,,,1.0,2.0,79.0,1.0,,,,,,9.0,,6.8,,,1.0,,,1.0,,,1.0,1.0,19.0,3.0,22.0,3,1.0,35.0,4.0,2.0,,1.0
2018-19,7827866,1,43,Manchester_City,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,20.0,4.0,24.0,2.0,,2.0,,,1.0,,,,5.0,12.0,4.0,,,3.0,,1.0,,,1.0,1.0,87.0,2.0,,,,,,15.0,,6.8,,,,,,5.0,,,,,25.0,5.0,30.0,3,,50.0,1.0,1.0,3.0,
2018-19,7827866,1,43,Manchester_City,Away,794839,205651,Gabriel Jesus,gabriel-jesus,F,True,,,,3.0,2.0,5.0,1.0,,1.0,,,,,,,,3.0,1.0,,,,,,,,,,11.0,,,,,,,5.0,,6.3,,,,,,2.0,,,,,4.0,2.0,6.0,0,,11.0,2.0,1.0,,
2018-19,7827902,2,43,Manchester_City,Home,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,,14.0,4.0,18.0,,,1.0,,,2.0,1.0,,,2.0,5.0,3.0,,,,,3.0,,1.0,,1.0,76.0,4.0,,,,,,12.0,,9.5,,,3.0,,,4.0,,,,1.0,18.0,4.0,22.0,9,,48.0,4.0,1.0,2.0,
2018-19,7827902,2,43,Manchester_City,Home,138534,103955,Raheem Sterling,raheem-sterling,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827902,2,43,Manchester_City,Home,794839,205651,Gabriel Jesus,gabriel-jesus,F,False,,,,23.0,7.0,30.0,2.0,2.0,4.0,1.0,3.0,,,,,3.0,5.0,7.0,,,1.0,,1.0,,1.0,,5.0,90.0,5.0,,,,,,11.0,,8.3,,,1.0,,1.0,2.0,,,,,27.0,8.0,35.0,6,1.0,57.0,3.0,2.0,2.0,1.0
2018-19,7827920,3,43,Manchester_City,Away,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,,21.0,2.0,23.0,,,,,,,,,,4.0,5.0,5.0,,,1.0,,,,2.0,,3.0,90.0,1.0,,,,,,8.0,,7.4,,,3.0,,,2.0,,,,1.0,21.0,2.0,23.0,4,1.0,43.0,2.0,2.0,2.0,1.0
2018-19,7827920,3,43,Manchester_City,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,1.0,18.0,4.0,22.0,1.0,,3.0,,,,,,,6.0,7.0,6.0,,,,,,,1.0,1.0,1.0,85.0,1.0,,,,,,16.0,,7.2,,,1.0,,,4.0,1.0,,1.0,,21.0,4.0,24.0,2,,51.0,6.0,2.0,4.0,
2018-19,7827920,3,43,Manchester_City,Away,794839,205651,Gabriel Jesus,gabriel-jesus,F,True,,,,5.0,,5.0,2.0,1.0,1.0,,1.0,,,,,,2.0,2.0,,,,,,,,,1.0,28.0,1.0,,,,,,2.0,,6.5,,,,,,,,,,,6.0,,6.0,1,,9.0,,1.0,,
2018-19,7827922,4,43,Manchester_City,Home,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,,27.0,6.0,33.0,1.0,,1.0,1.0,,2.0,2.0,,,3.0,8.0,4.0,,,,1.0,,,,1.0,4.0,90.0,,,,,,,13.0,,7.2,,,2.0,,,5.0,,,,1.0,29.0,6.0,35.0,4,,58.0,5.0,1.0,3.0,
2018-19,7827922,4,43,Manchester_City,Home,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,1.0,47.0,7.0,54.0,1.0,,4.0,,,1.0,1.0,,,2.0,5.0,9.0,,,,,1.0,,,,2.0,90.0,1.0,,,,,,16.0,,7.7,,,1.0,,1.0,1.0,4.0,,2.0,,58.0,8.0,62.0,3,4.0,85.0,1.0,5.0,,3.0
2018-19,7827922,4,43,Manchester_City,Home,794839,205651,Gabriel Jesus,gabriel-jesus,F,False,,,,8.0,1.0,9.0,2.0,,2.0,,1.0,1.0,,,,,3.0,2.0,,,1.0,,,,,,,58.0,2.0,,,,,,7.0,,6.6,,,,,,,,,,,12.0,1.0,13.0,3,,22.0,3.0,2.0,,
2018-19,7827939,5,43,Manchester_City,Home,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,,7.0,2.0,9.0,,1.0,,1.0,,3.0,,,,,,1.0,,,,1.0,,,,,2.0,54.0,1.0,,,,,,2.0,,7.3,,,1.0,,1.0,,,,,1.0,9.0,2.0,11.0,5,,19.0,,,,
2018-19,7827939,5,43,Manchester_City,Home,138534,103955,Raheem Sterling,raheem-sterling,F,False,2.0,,,23.0,8.0,29.0,,1.0,12.0,1.0,1.0,1.0,,,,,1.0,4.0,,,,,1.0,,1.0,1.0,3.0,74.0,3.0,,,,,,15.0,,8.0,,,1.0,,,3.0,4.0,,2.0,1.0,29.0,10.0,35.0,5,,58.0,5.0,1.0,2.0,
2018-19,7827939,5,43,Manchester_City,Home,794839,205651,Gabriel Jesus,gabriel-jesus,F,True,,,,4.0,1.0,5.0,,,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,,,1.0,36.0,1.0,1.0,,,,,2.0,,6.8,,,2.0,,,,,,,1.0,4.0,2.0,6.0,3,,14.0,,,,
2018-19,7827947,6,43,Manchester_City,Away,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,,20.0,8.0,28.0,,,1.0,,,3.0,,,,2.0,3.0,1.0,,,1.0,,1.0,,,1.0,1.0,61.0,3.0,,,,,,13.0,,7.6,,,,,,1.0,3.0,,,,27.0,8.0,32.0,6,,51.0,4.0,,1.0,
2018-19,7827947,6,43,Manchester_City,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,2.0,,,35.0,12.0,45.0,1.0,,,,,1.0,,,,2.0,7.0,5.0,,,,1.0,,,,,4.0,90.0,1.0,,,,,,13.0,,7.3,,,,,,7.0,3.0,,1.0,1.0,41.0,12.0,50.0,2,1.0,72.0,1.0,1.0,3.0,
2018-19,7827947,6,43,Manchester_City,Away,794839,205651,Gabriel Jesus,gabriel-jesus,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827977,7,43,Manchester_City,Home,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,,18.0,7.0,25.0,1.0,1.0,,,,3.0,,,,,1.0,4.0,,,,,1.0,,,,1.0,66.0,1.0,,,,,,7.0,,8.1,,,3.0,,,3.0,,,,,22.0,7.0,29.0,7,,42.0,3.0,,3.0,
2018-19,7827977,7,43,Manchester_City,Home,138534,103955,Raheem Sterling,raheem-sterling,F,False,1.0,,,69.0,5.0,73.0,1.0,,4.0,1.0,,1.0,,,,3.0,7.0,8.0,,,2.0,1.0,1.0,,,,4.0,90.0,2.0,,,,,,13.0,,9.1,,,,,,4.0,7.0,,,,76.0,5.0,74.0,3,2.0,102.0,1.0,3.0,3.0,1.0
2018-19,7827977,7,43,Manchester_City,Home,794839,205651,Gabriel Jesus,gabriel-jesus,F,True,,,,7.0,,7.0,1.0,,1.0,,,,,,,2.0,3.0,1.0,,,,,,,,,2.0,24.0,,,,,,,4.0,,6.6,,,,,,,,,,,9.0,,9.0,0,,14.0,,1.0,,
2018-19,7827991,8,43,Manchester_City,Away,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,,4.0,3.0,7.0,,,2.0,,,,,,,3.0,4.0,,,,,,,,,,,66.0,,,,,,,9.0,,6.2,,,,,,1.0,1.0,,,,8.0,4.0,11.0,0,,17.0,,,,
2018-19,7827991,8,43,Manchester_City,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,16.0,8.0,24.0,,,4.0,,,,,,,1.0,3.0,2.0,,,1.0,,,,,2.0,1.0,76.0,,,,,,,8.0,,6.7,,,,,,1.0,2.0,,,,20.0,8.0,26.0,0,1.0,40.0,1.0,1.0,,
2018-19,7827991,8,43,Manchester_City,Away,794839,205651,Gabriel Jesus,gabriel-jesus,F,True,,,,3.0,,3.0,1.0,,,,,,,,,2.0,5.0,2.0,,,1.0,,,,,,,24.0,,,,,,,6.0,,6.4,,,,,,3.0,,,,2.0,4.0,,4.0,0,,16.0,1.0,,2.0,
2018-19,7828009,9,43,Manchester_City,Home,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,,14.0,5.0,19.0,,,,,3.0,1.0,,,,1.0,1.0,1.0,,,,,1.0,,,,1.0,66.0,3.0,,,,,,5.0,,6.8,,,2.0,,,,,,1.0,,17.0,5.0,22.0,6,1.0,32.0,1.0,,,
2018-19,7828009,9,43,Manchester_City,Home,138534,103955,Raheem Sterling,raheem-sterling,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
