playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,awayGoals,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,homeGoals,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,totalTackles,totalShots,substituteOn,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,putthroughBlockedDistributionWon,tacklesLost,timesTackled,shotsOffTargetIncWoodwork,tacklesWon,blocks,backwardPasses,throwInsToOwnPlayer,substituteOff,expectedGoals,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,goalAssists,unsuccessfulCrossesOpenPlay,oboxBlocked,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,oboxTarget,unsuccessfulDribbles,redCards2ndYellow,unsuccessfulCrossesAndCorners,successfulDribbles,shotsBlockedOutsideBox,successfulCrossesOpenPlay,overruns,goals,successfulCrossesAndCorners,shotsBlockedInBox,headedGoals,iboxBlocked,handballsConceded,successfulLayoffs,offsides,lastPlayerTackle,clearancesOffTheLine,expectedGoalsFreekick,cornersTakenInclShortCorners,unsuccessfulLayoffs,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,throughBalls,rightFootGoals,ownGoalScored,foulWonPenalty,secondGoalAssists,hitWoodwork,leftFootGoals,setPiecesGoals,penaltiesTaken,penaltyGoals
74297,Leandro Bacuna,Midfielder,Watford,57,Curacao,2014-15,68.0,1.8432,0.0,,,67.0,19.0,10.0,124.0,577.0,0.0,,,22.0,3.0,,981.0,15.0,45.0,4.0,,15.0,38.0,418.0,,1.0,13.8654,8.0,18.0,16.0,53.0,37.0,,5.0,0.0,113.0,0.0,,205.0,73.0,19.0,,,295.0,12.0,91.0,7.0,0.0,,559.0,13.0,226.0,,,242.0,16.0,15.0,35.0,899.0,25.0,176.0,11.0,,1.0,57.0,29.0,25.0,13.0,9.0,12.0,11.0,12.0,7.0,5.0,22.0,10.0,20.0,,93.0,92.0,6.0,1.0095,4.0,3.0,0.9056,5.0,46.0,3.0,1.0,2.0,2.0,1.0,10.0,,50.0,8.0,3.0,12.0,4.0,,18.0,1.0,,1.0,,4.0,1.0,,,0.3032,5.0,1.0,3.0,5.0,5.0,1.0,,,,,,,,,,
49493,Chris Herd,Midfielder,Gillingham,100,Australia,2014-15,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43250,Tom Cleverley,Midfielder,Watford,57,England,2014-15,133.0,1.1475,0.0,,,135.0,32.0,32.0,202.0,1496.0,1.0,,,42.0,4.0,,2610.0,29.0,131.0,7.0,,45.0,118.0,1221.0,,2.0,37.3794,4.0,23.0,45.0,104.0,409.0,,32.0,2.0,264.0,2.0,,363.0,154.0,32.0,,,815.0,38.0,222.0,13.0,0.0,,1470.0,10.0,324.0,,,398.0,32.0,28.0,73.0,1896.0,21.0,493.0,24.0,,7.0,67.0,42.0,76.0,17.0,,30.0,1.0,27.0,27.0,16.0,37.0,8.0,60.0,3.0,326.0,16.0,13.0,1.8083,7.0,9.0,1.6641,,42.0,3.0,4.0,2.0,2.0,4.0,9.0,,55.0,11.0,3.0,10.0,1.0,3.0,14.0,4.0,,4.0,1.0,78.0,,,,,9.0,3.0,2.0,,,6.0,1.0,3.0,,,1.0,,,,,
19688,Scott Sinclair,Midfielder,Bristol Rovers,96,England,2014-15,25.0,0.0907,0.0,,,30.0,11.0,5.0,32.0,149.0,0.0,,,7.0,1.0,,464.0,5.0,16.0,1.0,,8.0,14.0,115.0,,2.0,7.2247,1.0,3.0,7.0,20.0,35.0,,6.0,0.0,41.0,1.0,,40.0,23.0,11.0,,,77.0,6.0,34.0,2.0,0.0,,148.0,2.0,65.0,,,18.0,2.0,3.0,2.0,221.0,1.0,40.0,1.0,,0.0,2.0,11.0,3.0,6.0,6.0,14.0,,2.0,3.0,,12.0,3.0,3.0,1.0,56.0,1.0,2.0,0.862,1.0,3.0,0.9967,,4.0,,,2.0,2.0,,5.0,,6.0,5.0,,,3.0,1.0,,1.0,1.0,1.0,,8.0,1.0,,,,2.0,1.0,,,,2.0,,,,,,,,,,
2060,Joe Cole,Midfielder,Aston Villa,7,England,2014-15,19.0,0.5327,0.0,,,18.0,12.0,3.0,27.0,175.0,1.0,,,4.0,,,279.0,3.0,17.0,,,6.0,16.0,139.0,,,4.6418,,2.0,6.0,16.0,40.0,,6.0,0.0,36.0,0.0,,43.0,16.0,12.0,,,88.0,6.0,32.0,1.0,0.0,,173.0,3.0,59.0,,,34.0,4.0,3.0,9.0,246.0,2.0,65.0,4.0,,0.0,9.0,2.0,7.0,3.0,9.0,7.0,,6.0,2.0,3.0,10.0,2.0,4.0,,58.0,1.0,3.0,0.2725,1.0,1.0,0.1004,1.0,7.0,,,,,,1.0,,11.0,3.0,,,,1.0,5.0,1.0,,1.0,,14.0,2.0,,,,9.0,,5.0,,,3.0,1.0,1.0,,,,,,,,
60551,Ashley Westwood,Midfielder,Charlotte FC,16629,England,2014-15,71.0,2.6672,0.0,,,145.0,27.0,25.0,216.0,1326.0,0.0,,,34.0,6.0,,2152.0,20.0,58.0,7.0,,37.0,44.0,999.0,,2.0,32.8499,9.0,49.0,36.0,51.0,400.0,,12.0,0.0,129.0,0.0,,445.0,126.0,27.0,,,627.0,29.0,95.0,14.0,0.0,,1290.0,10.0,322.0,,,368.0,23.0,40.0,111.0,1670.0,22.0,507.0,15.0,,4.0,71.0,48.0,33.0,13.0,2.0,8.0,,34.0,24.0,9.0,13.0,8.0,24.0,14.0,113.0,1.0,5.0,0.8033,5.0,5.0,1.4544,1.0,13.0,5.0,3.0,2.0,2.0,3.0,,,66.0,1.0,5.0,1.0,,,24.0,,,,,27.0,,,,0.2617,58.0,,18.0,4.0,4.0,39.0,4.0,,,,,1.0,,,,
41823,Fabian Delph,Midfielder,Everton,11,England,2014-15,130.0,2.9237,1.0,,,160.0,28.0,27.0,247.0,1673.0,0.0,,,49.0,6.0,,2434.0,29.0,184.0,6.0,,51.0,164.0,1280.0,,3.0,39.7194,8.0,29.0,46.0,101.0,546.0,,45.0,0.0,314.0,0.0,,564.0,175.0,28.0,,,924.0,40.0,265.0,20.0,1.0,,1610.0,9.0,406.0,,,349.0,13.0,38.0,146.0,2194.0,24.0,520.0,8.0,,1.0,87.0,44.0,58.0,38.0,1.0,14.0,,33.0,30.0,11.0,57.0,27.0,47.0,9.0,214.0,7.0,,1.9954,5.0,11.0,1.9563,3.0,35.0,3.0,9.0,2.0,2.0,9.0,13.0,,58.0,61.0,3.0,9.0,5.0,,18.0,2.0,,2.0,,30.0,,1.0,,0.0636,21.0,1.0,6.0,1.0,1.0,15.0,2.0,,,,,2.0,,,,
42824,Carlos Sánchez,Midfielder,Watford,57,Colombia,2014-15,148.0,0.583,1.0,,,174.0,28.0,20.0,217.0,1283.0,1.0,,,105.0,3.0,,1985.0,44.0,164.0,4.0,,38.0,103.0,965.0,,3.0,31.1275,4.0,42.0,33.0,104.0,363.0,,12.0,0.0,312.0,0.0,,382.0,171.0,28.0,,,527.0,29.0,207.0,61.0,0.0,,1268.0,3.0,276.0,,,407.0,46.0,38.0,101.0,1592.0,14.0,542.0,28.0,,6.0,43.0,76.0,77.0,11.0,8.0,5.0,,9.0,23.0,26.0,30.0,6.0,51.0,6.0,131.0,,5.0,0.5088,6.0,5.0,0.2159,,4.0,6.0,4.0,,,4.0,4.0,1.0,4.0,15.0,6.0,3.0,1.0,1.0,3.0,,,,2.0,11.0,,,,0.0643,,,,1.0,1.0,,,1.0,,,,,,,,
88554,Carles Gil,Midfielder,New England Revolution,928,Spain,2014-15,31.0,0.5861,0.0,,,20.0,5.0,4.0,25.0,217.0,0.0,,,1.0,,,359.0,1.0,30.0,1.0,,9.0,30.0,184.0,,1.0,8.846,,,11.0,30.0,36.0,,8.0,0.0,61.0,0.0,,59.0,20.0,5.0,,,128.0,10.0,60.0,,0.0,,212.0,7.0,76.0,,,58.0,3.0,3.0,8.0,316.0,1.0,69.0,1.0,,1.0,5.0,3.0,4.0,2.0,1.0,8.0,,5.0,3.0,2.0,18.0,2.0,2.0,,64.0,3.0,1.0,0.13,1.0,,,1.0,10.0,,,,,,8.0,,27.0,18.0,,2.0,1.0,,5.0,1.0,,1.0,,5.0,,,,0.0663,18.0,,3.0,1.0,1.0,15.0,,,,,,,,,,
18737,Charles N'Zogbia,Midfielder,Aston Villa,7,France,2014-15,147.0,1.0546,0.0,,,96.0,27.0,19.0,102.0,532.0,0.0,,,34.0,,,1429.0,25.0,63.0,1.0,,25.0,54.0,422.0,,1.0,18.3537,2.0,5.0,13.0,122.0,105.0,,16.0,0.0,210.0,0.0,,127.0,69.0,27.0,,,328.0,12.0,176.0,9.0,0.0,,528.0,11.0,269.0,,,141.0,31.0,5.0,8.0,837.0,2.0,110.0,17.0,,3.0,6.0,19.0,14.0,17.0,8.0,35.0,2.0,15.0,9.0,4.0,85.0,11.0,10.0,,159.0,11.0,18.0,1.188,10.0,6.0,1.7421,2.0,17.0,4.0,6.0,,,6.0,32.0,,34.0,25.0,4.0,2.0,4.0,,8.0,6.0,,6.0,1.0,35.0,3.0,,,0.2593,20.0,1.0,4.0,4.0,4.0,14.0,2.0,,,,,,,,,
