playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,penaltiesConceded,penaltyGoalsConceded,groundDuelsLost,totalFoulsConceded,foulAttemptedTackle,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,oboxBlocked,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,shotsBlockedInBox,putthroughBlockedDistributionWon,homeGoals,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,tacklesWon,successfulDribbles,blocks,interceptions,unsuccessfulCornersIntoBox,backwardPasses,throwInsToOwnPlayer,hitWoodwork,shotsBlockedOutsideBox,expectedGoals,secondGoalAssists,successfulLayoffs,lastPlayerTackle,clearancesOffTheLine,handballsConceded,expectedGoalsFreekick,unsuccessfulLayoffs,freekickTotal,attemptsFromSetPieces,overruns,ownGoalScored,headedGoals,setPiecesGoals
618027,TJ Carroll,Midfielder,Aston Villa U21,15986,England,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88894,Ross Barkley,Midfielder,Aston Villa U21,15986,England,2025-26,56.0,,1.3478,0.0,,,4.0,45.0,21.0,1.0,7.0,50.0,407.0,,,30.0,,,852.0,16.0,50.0,2.0,7.0,36.0,343.0,,,15.1821,9.0,1.0,10.0,15.0,121.0,,9.0,0.0,106.0,,91.0,45.0,21.0,,,206.0,13.0,76.0,14.0,0.0,,392.0,3.0,89.0,,,106.0,14.0,540.0,8.0,,151.0,,1.0,5.0,16.0,14.0,,,40.0,9.0,2.0,,4.0,8.0,1.8582,14.0,14.0,,3.0,,2.0,4.0,1.0,3.0,,2.0,2.0,,18.0,,,4.0,1.0,3.0,,4.0,1.0,7.0,,23.0,,6.0,10.0,13.0,3.0,2.0,,89.0,,,4.0,1.5114,,17.0,,,,,1.0,,,,,2.0,
122806,John McGinn,Midfielder,Aston Villa,7,Scotland,2025-26,132.0,,3.9863,0.0,,,5.0,105.0,30.0,4.0,28.0,133.0,754.0,,,32.0,2.0,,2157.0,21.0,107.0,4.0,28.0,96.0,578.0,,,30.2925,37.0,1.0,15.0,28.0,87.0,,48.0,3.0,239.0,,205.0,89.0,30.0,,,423.0,24.0,207.0,11.0,0.0,,730.0,19.0,309.0,,,317.0,43.0,1175.0,22.0,,219.0,,5.0,28.0,30.0,2.0,,1.0,111.0,31.0,12.0,13.0,7.0,12.0,3.8979,29.0,21.0,37.0,5.0,,0.0,4.0,28.0,2.0,21.0,5.0,5.0,4.0,55.0,1.0,3.0,15.0,5.0,2.0,,12.0,5.0,20.0,62.0,66.0,3.0,9.0,17.0,19.0,5.0,12.0,19.0,145.0,1.0,,4.0,2.9607,,26.0,,,,,2.0,,,3.0,,,
166989,Youri Tielemans,Midfielder,Aston Villa,7,Belgium,2025-26,85.0,,3.3267,0.0,,,13.0,135.0,25.0,4.0,21.0,170.0,1129.0,,,39.0,2.0,,1862.0,17.0,129.0,4.0,44.0,107.0,899.0,,,30.5197,28.0,5.0,19.0,27.0,404.0,,41.0,0.0,214.0,,350.0,94.0,25.0,,,588.0,23.0,175.0,22.0,0.0,,1060.0,7.0,255.0,,,223.0,60.0,1484.0,7.0,9.0,385.0,,0.0,35.0,44.0,4.0,,1.0,68.0,25.0,17.0,7.0,7.0,7.0,0.7658,58.0,17.0,17.0,,1.0,,6.0,25.0,6.0,14.0,1.0,1.0,7.0,34.0,,1.0,23.0,,6.0,,22.0,,8.0,32.0,21.0,1.0,10.0,36.0,9.0,14.0,18.0,8.0,152.0,3.0,,6.0,1.1671,,24.0,,,,,2.0,,,,,,
444884,Harvey Elliott,Midfielder,Aston Villa,7,England,2025-26,2.0,,0.0896,0.0,,,1.0,9.0,5.0,,1.0,13.0,82.0,,,2.0,,,110.0,1.0,3.0,,3.0,2.0,68.0,,,1.5345,1.0,,1.0,2.0,13.0,,2.0,0.0,5.0,,27.0,4.0,5.0,,,60.0,2.0,3.0,1.0,0.0,,81.0,3.0,18.0,,,19.0,1.0,103.0,1.0,2.0,10.0,,0.0,4.0,3.0,4.0,,,1.0,,,1.0,4.0,,,,1.0,2.0,,,,1.0,,,1.0,,,,9.0,,3.0,3.0,,,,,,1.0,2.0,1.0,3.0,1.0,,,1.0,,,23.0,2.0,,1.0,0.291,,3.0,,,,,,,,,,,
195546,Emiliano Buendía,Midfielder,Aston Villa,7,Argentina,2025-26,152.0,,2.2865,0.0,,,5.0,107.0,36.0,2.0,21.0,122.0,658.0,,,58.0,,,1759.0,37.0,124.0,1.0,48.0,103.0,512.0,,,28.1295,28.0,3.0,20.0,24.0,190.0,,45.0,4.0,276.0,,192.0,109.0,36.0,,,329.0,23.0,218.0,21.0,0.0,,643.0,7.0,224.0,,,120.0,24.0,1051.0,20.0,2.0,207.0,,6.0,15.0,30.0,15.0,,,115.0,41.0,24.0,,13.0,13.0,4.3844,49.0,36.0,9.0,6.0,1.0,2.0,7.0,4.0,3.0,,4.0,4.0,,73.0,,6.0,25.0,4.0,3.0,4.0,22.0,1.0,20.0,10.0,55.0,6.0,23.0,27.0,9.0,4.0,15.0,1.0,156.0,6.0,2.0,7.0,3.4219,,25.0,,,,0.4832,3.0,6.0,6.0,2.0,,1.0,1.0
230046,Douglas Luiz,Midfielder,Aston Villa,7,Brazil,2025-26,40.0,,0.7754,0.0,,,,45.0,21.0,,12.0,65.0,653.0,,,21.0,,,923.0,12.0,52.0,4.0,19.0,43.0,559.0,,,8.7525,19.0,1.0,12.0,15.0,210.0,,15.0,0.0,92.0,,167.0,52.0,21.0,,,311.0,11.0,71.0,9.0,0.0,,606.0,3.0,128.0,,,148.0,29.0,852.0,11.0,3.0,288.0,,3.0,20.0,14.0,9.0,1.0,1.0,28.0,13.0,8.0,3.0,3.0,5.0,0.8338,23.0,8.0,13.0,1.0,,0.0,,33.0,2.0,11.0,1.0,1.0,8.0,16.0,,1.0,11.0,1.0,2.0,1.0,10.0,,7.0,32.0,10.0,1.0,3.0,13.0,6.0,4.0,15.0,15.0,128.0,3.0,,,0.3904,,18.0,,,,,,,,1.0,,,
449871,Amadou Onana,Midfielder,Aston Villa,7,Belgium,2025-26,69.0,,0.7038,0.0,,,3.0,84.0,25.0,,21.0,107.0,849.0,,,68.0,3.0,,1764.0,23.0,122.0,3.0,18.0,77.0,700.0,,,26.5071,7.0,2.0,59.0,26.0,215.0,,25.0,0.0,191.0,,245.0,72.0,25.0,,,353.0,23.0,123.0,45.0,0.0,,837.0,5.0,145.0,,,222.0,42.0,1149.0,10.0,3.0,389.0,,3.0,23.0,29.0,4.0,,,46.0,20.0,9.0,,4.0,7.0,1.8018,48.0,15.0,,2.0,,1.0,2.0,,2.0,,3.0,3.0,,25.0,,2.0,12.0,1.0,2.0,1.0,18.0,,6.0,,16.0,2.0,8.0,30.0,7.0,17.0,25.0,,167.0,1.0,1.0,2.0,1.7146,,23.0,,,1.0,,,,,1.0,,1.0,
515597,Lamare Bogarde,Midfielder,Aston Villa U21,15986,Netherlands,2025-26,52.0,,0.2056,0.0,,,,40.0,28.0,,11.0,52.0,505.0,,,24.0,1.0,,1047.0,15.0,57.0,3.0,13.0,48.0,446.0,,,16.4221,2.0,2.0,23.0,17.0,94.0,,20.0,0.0,109.0,,151.0,43.0,28.0,,,213.0,14.0,85.0,9.0,0.0,,494.0,,86.0,,,177.0,7.0,668.0,7.0,6.0,241.0,,5.0,12.0,20.0,17.0,,,37.0,17.0,12.0,1.0,,,,26.0,,1.0,,,,,,,1.0,,,,7.0,2.0,,7.0,,,,8.0,,5.0,1.0,15.0,,,18.0,2.0,6.0,5.0,,83.0,15.0,,,,,4.0,,,,,,,,,,,
226944,Boubacar Kamara,Midfielder,Aston Villa U21,15986,France,2025-26,88.0,,0.8605,0.0,,,4.0,81.0,18.0,3.0,17.0,96.0,818.0,,,56.0,2.0,,1418.0,20.0,116.0,1.0,25.0,80.0,691.0,,,18.3271,12.0,3.0,20.0,15.0,210.0,,30.0,1.0,204.0,,244.0,65.0,18.0,,,392.0,14.0,148.0,36.0,0.0,,799.0,1.0,145.0,,,232.0,31.0,1048.0,8.0,1.0,330.0,,5.0,15.0,27.0,1.0,,,68.0,17.0,15.0,,3.0,4.0,0.8604,37.0,4.0,1.0,1.0,,0.0,,2.0,1.0,,2.0,2.0,,11.0,,3.0,13.0,1.0,1.0,,20.0,1.0,17.0,2.0,32.0,3.0,,17.0,14.0,8.0,18.0,1.0,132.0,,,,0.4904,,30.0,,1.0,,,,,,1.0,,,
577285,George Hemmings,Midfielder,Aston Villa U21,15986,England,2025-26,1.0,,0.0093,0.0,,,,,2.0,,,,17.0,,,,,,25.0,,,,,,16.0,,,0.0847,,,,,9.0,,,0.0,1.0,,1.0,1.0,2.0,,,12.0,,1.0,,0.0,,17.0,,,,,5.0,1.0,20.0,,,5.0,,0.0,,,2.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,0.0381,,,,,,,,,,,,,
659290,Mohamed Koné,Midfielder,Aston Villa U21,15986,Cote d’Ivoire,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
