playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,expectedAssists,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,ownGoalScored,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,penaltiesSaved,substituteOn,savesFromPenalty,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,goalAssists,unsuccessfulCrossesOpenPlay,goals,awayGoals,oboxBlocked,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,penaltiesConceded,totalTouchesInOppositionBox,throwInsToOppositionPlayer,shotsBlockedInBox,putthroughBlockedDistributionWon,homeGoals,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,interceptions,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,shotsBlockedOutsideBox,foulAttemptedTackle,handballsConceded,expectedGoals,offsides,lastPlayerTackle,overruns,throughBalls,successfulLayoffs,foulWonPenalty,unsuccessfulLayoffs,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,expectedGoalsFreekick,cornersTakenInclShortCorners,headedGoals,leftFootGoals,hitWoodwork,penaltiesTaken,penaltyGoals,setPiecesGoals,secondGoalAssists
230046,Douglas Luiz,Midfielder,Aston Villa,7,Brazil,2023-24,0.0,0.0,12.0,141.0,5.3465,,,159.0,35.0,35.0,210.0,1973.0,1.0,,44.0,5.0,,3001.0,148.0,7.0,45.0,123.0,1664.0,,,55.8218,,48.0,1.0,17.0,57.0,122.0,776.0,,41.0,4.0,289.0,,415.0,184.0,35.0,,897.0,50.0,245.0,25.0,1.0,1826.0,383.0,,,408.0,51.0,99.0,2455.0,9.0,17.0,897.0,,51.0,64.0,,,,8.0,20.0,17.0,7.8737,58.0,28.0,5.0,22.0,9.0,0.0,16.0,4.0,31.0,4.0,4.0,19.0,,41.0,,4.0,24.0,9.0,4.0,8.0,20.0,16.0,84.0,47.0,4.0,11.0,21.0,38.0,24.0,8.0,23.0,,374.0,6.0,16.0,34.0,3.0,6.9659,,,2.0,11.0,48.0,,3.0,18.0,5.0,5.0,53.0,0.2874,100.0,1.0,,1.0,4.0,4.0,,
122806,John McGinn,Midfielder,Aston Villa,7,Scotland,2023-24,1.0,1.0,9.0,191.0,4.9186,,,152.0,35.0,35.0,197.0,1142.0,,,28.0,4.0,,3009.0,191.0,7.0,54.0,182.0,872.0,,1.0,50.4432,,40.0,,18.0,52.0,172.0,246.0,,69.0,4.0,382.0,,345.0,161.0,35.0,,641.0,45.0,354.0,9.0,,1100.0,398.0,,,392.0,39.0,73.0,1717.0,10.0,10.0,329.0,,45.0,46.0,,,,16.0,11.0,16.0,5.3341,59.0,29.0,4.0,21.0,6.0,2.0,4.0,6.0,25.0,4.0,4.0,19.0,,62.0,1.0,7.0,29.0,4.0,6.0,3.0,24.0,27.0,49.0,88.0,7.0,13.0,21.0,35.0,54.0,4.0,21.0,,159.0,2.0,4.0,30.0,,4.9726,2.0,,4.0,15.0,13.0,,5.0,7.0,3.0,3.0,21.0,0.1032,37.0,,3.0,,,,1.0,1.0
166989,Youri Tielemans,Midfielder,Aston Villa,7,Belgium,2023-24,0.0,0.0,3.0,86.0,2.1678,,,109.0,32.0,17.0,127.0,907.0,,,22.0,2.0,,1620.0,98.0,1.0,41.0,85.0,744.0,,1.0,33.15,,12.0,1.0,8.0,27.0,77.0,242.0,,29.0,0.0,184.0,,273.0,97.0,32.0,,475.0,26.0,162.0,13.0,,876.0,210.0,,,211.0,22.0,36.0,1173.0,11.0,5.0,307.0,,18.0,33.0,,15.0,,1.0,5.0,6.0,1.3309,41.0,9.0,6.0,14.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,9.0,,29.0,,1.0,20.0,1.0,2.0,2.0,21.0,10.0,29.0,32.0,1.0,3.0,8.0,20.0,15.0,3.0,15.0,,181.0,7.0,4.0,15.0,1.0,1.3234,,,1.0,17.0,16.0,,1.0,1.0,,,14.0,,18.0,,,2.0,,,,
245414,Nicolò Zaniolo,Midfielder,Galatasaray,208,Italy,2023-24,0.0,0.0,7.0,112.0,0.7181,,,50.0,25.0,9.0,59.0,208.0,,,21.0,,,828.0,60.0,4.0,36.0,53.0,146.0,,,14.2503,,10.0,,11.0,13.0,98.0,54.0,,21.0,0.0,172.0,,63.0,36.0,25.0,,106.0,9.0,151.0,7.0,,207.0,178.0,,,48.0,24.0,3.0,471.0,10.0,4.0,43.0,,9.0,22.0,,16.0,,,10.0,10.0,2.1551,19.0,17.0,,18.0,2.0,1.0,2.0,,,8.0,8.0,14.0,,64.0,,8.0,13.0,1.0,,,10.0,30.0,18.0,66.0,8.0,7.0,16.0,9.0,13.0,,1.0,,43.0,1.0,2.0,16.0,,2.5641,,,2.0,,,,,,,,,,,1.0,1.0,,,,,
84583,Philippe Coutinho,Midfielder,Aston Villa,7,Brazil,2023-24,0.0,0.0,0.0,2.0,0.0119,,,4.0,2.0,,4.0,24.0,,,,,,24.0,5.0,,,5.0,20.0,,,1.156,,,,,1.0,2.0,4.0,,1.0,0.0,7.0,,8.0,1.0,2.0,,11.0,1.0,7.0,,,23.0,7.0,,,6.0,,,35.0,1.0,,9.0,,,1.0,,2.0,,,,1.0,0.0219,,3.0,,,,,,1.0,,,,,,1.0,,,,,1.0,,,1.0,,1.0,,2.0,,,4.0,,,,6.0,,,,,0.1434,,,,,1.0,,,,,,,,,,,,,,,
151589,Leander Dendoncker,Midfielder,Aston Villa,7,Belgium,2023-24,0.0,0.0,0.0,8.0,0.0157,,,7.0,8.0,1.0,11.0,56.0,,,9.0,,,118.0,11.0,,3.0,7.0,42.0,,,2.0254,,,2.0,3.0,3.0,3.0,14.0,,1.0,0.0,19.0,,14.0,4.0,8.0,,16.0,3.0,10.0,4.0,,56.0,14.0,,,14.0,1.0,3.0,83.0,1.0,2.0,29.0,,4.0,4.0,,7.0,,,1.0,1.0,0.9736,6.0,1.0,,,1.0,1.0,1.0,,,,,5.0,,2.0,,,3.0,0.0,,1.0,2.0,,,1.0,,,,4.0,,2.0,2.0,,14.0,,1.0,1.0,,0.736,,,,,1.0,,,,,,,,,,,,,,,
232653,Jacob Ramsey,Midfielder,Aston Villa U21,15986,England,2023-24,0.0,0.0,2.0,52.0,1.372,,,51.0,16.0,8.0,56.0,310.0,,,8.0,,,850.0,41.0,,22.0,36.0,254.0,,,13.0014,,9.0,,7.0,12.0,49.0,109.0,,12.0,0.0,93.0,,57.0,42.0,16.0,,172.0,12.0,85.0,5.0,,302.0,118.0,,,61.0,7.0,,477.0,3.0,4.0,84.0,,5.0,12.0,,8.0,,,4.0,5.0,1.3411,16.0,15.0,1.0,8.0,1.0,0.0,,1.0,2.0,3.0,3.0,3.0,,52.0,,4.0,13.0,1.0,1.0,1.0,8.0,11.0,9.0,32.0,4.0,10.0,11.0,8.0,8.0,2.0,3.0,,83.0,1.0,,6.0,,2.1672,,,3.0,3.0,9.0,,1.0,2.0,,,1.0,,10.0,,,,,,,1.0
226944,Boubacar Kamara,Midfielder,Aston Villa U21,15986,France,2023-24,1.0,1.0,7.0,108.0,1.3992,,,83.0,20.0,20.0,110.0,1024.0,,,45.0,4.0,,1659.0,105.0,4.0,27.0,85.0,873.0,,,24.1396,,19.0,1.0,15.0,22.0,83.0,210.0,,29.0,0.0,213.0,,293.0,97.0,20.0,,445.0,18.0,168.0,20.0,,992.0,159.0,,,349.0,35.0,41.0,1264.0,9.0,11.0,469.0,,27.0,29.0,,,,,1.0,1.0,0.1727,43.0,4.0,1.0,2.0,,,1.0,1.0,,,,25.0,,13.0,,,14.0,,1.0,,14.0,12.0,2.0,25.0,,3.0,2.0,29.0,14.0,7.0,21.0,1.0,172.0,8.0,1.0,24.0,,0.1284,,,2.0,6.0,18.0,,,,,,,,,,,,,,,
490094,Tim Iroegbunam,Midfielder,Everton,11,England,2023-24,0.0,0.0,0.0,19.0,0.009,,,4.0,9.0,1.0,4.0,55.0,,,2.0,,,158.0,14.0,3.0,4.0,12.0,51.0,,,6.424,,,,2.0,7.0,19.0,11.0,,3.0,0.0,33.0,,14.0,15.0,9.0,,23.0,4.0,31.0,2.0,,54.0,11.0,,,20.0,9.0,,88.0,1.0,,28.0,,,2.0,,8.0,,,,,,7.0,,,,,,,,,,,,,,,,3.0,,,,2.0,2.0,,5.0,,,,5.0,3.0,,2.0,,10.0,,,9.0,,,,,,,1.0,,,,,,,,,,,,,,,
549068,Omari Kellyman,Midfielder,Chelsea U21,12943,England,2023-24,0.0,0.0,0.0,2.0,0.0013,,,1.0,2.0,,1.0,7.0,,,1.0,,,35.0,1.0,1.0,,1.0,6.0,,,0.5584,,,,,1.0,1.0,3.0,,,0.0,3.0,,,2.0,2.0,,4.0,,2.0,,,6.0,3.0,,,,,,11.0,,,2.0,,,1.0,,2.0,,,1.0,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,4.0,,1.0,,,0.0696,,,,,,,,,,,,,,,,,,,,
