playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,goalAssists,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,lastPlayerTackle,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,successfulCrossesAndCorners,totalTouchesInOppositionBox,throwInsToOppositionPlayer,ownGoalScored,putthroughBlockedDistributionWon,homeGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,successfulDribbles,blocks,interceptions,backwardPasses,throwInsToOwnPlayer,substituteOff,expectedGoals,throughBalls,iboxTarget,shotsOnTargetInBox,shotsOffTargetIncWoodwork,clearancesOffTheLine,hitWoodwork,handballsConceded,blockedShots,oboxBlocked,shotsBlockedOutsideBox,shotsBlockedInBox,iboxBlocked,shotsOnTargetOutsideBox,unsuccessfulLayoffs,oboxTarget,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,setPiecesGoals,successfulCornersIntoBox,rightFootGoals,secondGoalAssists,headedGoals,foulWonPenalty,penaltiesTaken,penaltyGoals
90255,Yacouba Sylla,Midfielder,CFR Cluj,2628,Mali,2013-14,38.0,,0.097,0.0,,20.0,,50.0,11.0,,5.0,56.0,250.0,,,17.0,2.0,,548.0,8.0,38.0,1.0,,11.0,29.0,176.0,,,,7.3181,2.0,2.0,7.0,10.0,30.0,68.0,,2.0,0.0,76.0,,64.0,35.0,11.0,,,,110.0,9.0,59.0,9.0,0.0,,249.0,,83.0,14.0,,,79.0,14.0,18.0,342.0,5.0,85.0,5.0,,1.0,6.0,19.0,1.0,1.0,,0.0972,4.0,6.0,5.0,,,,6.0,,1.0,1.0,,,7.0,,6.0,,3.0,5.0,14.0,7.0,1.0,8.0,39.0,4.0,2.0,0.1696,,,,3.0,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,
49493,Chris Herd,Midfielder,Gillingham,100,Australia,2013-14,15.0,,0.0855,0.0,,6.0,,12.0,2.0,,2.0,23.0,68.0,,,25.0,,,171.0,11.0,22.0,,,,8.0,38.0,,,1.0,3.3954,,3.0,17.0,4.0,4.0,5.0,,6.0,0.0,37.0,,36.0,7.0,2.0,,,,12.0,4.0,12.0,14.0,0.0,,65.0,1.0,23.0,4.0,,,24.0,4.0,7.0,106.0,8.0,33.0,2.0,,2.0,11.0,6.0,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,2.0,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57255,Aleksandar Tonev,Midfielder,Aston Villa,7,Bulgaria,2013-14,42.0,,0.3067,0.0,,8.0,,33.0,17.0,,6.0,35.0,145.0,,,10.0,1.0,,596.0,8.0,22.0,1.0,,7.0,20.0,108.0,,,,6.8504,2.0,,3.0,8.0,34.0,28.0,,5.0,0.0,64.0,,35.0,29.0,17.0,,,,73.0,7.0,54.0,2.0,0.0,,143.0,10.0,93.0,7.0,,,31.0,11.0,2.0,263.0,2.0,39.0,2.0,,0.0,2.0,10.0,2.0,9.0,2.0,1.3514,20.0,16.0,28.0,,1.0,,11.0,1.0,2.0,9.0,,,1.0,,1.0,,10.0,29.0,17.0,8.0,,3.0,51.0,1.0,5.0,0.732,1.0,2.0,2.0,11.0,,,,4.0,4.0,4.0,,,7.0,,7.0,0.0482,1.0,1.0,1.0,,,,,,,,
74297,Leandro Bacuna,Midfielder,Watford,57,Curacao,2013-14,168.0,,1.4487,0.0,,81.0,,191.0,35.0,1.0,28.0,288.0,1007.0,,,65.0,9.0,,2594.0,34.0,139.0,10.0,2.0,39.0,108.0,653.0,,,4.0,41.3025,9.0,29.0,89.0,47.0,134.0,87.0,,12.0,1.0,307.0,,424.0,151.0,35.0,,,,390.0,37.0,242.0,31.0,0.0,,968.0,17.0,545.0,71.0,,,315.0,43.0,66.0,1825.0,92.0,349.0,14.0,,6.0,97.0,80.0,14.0,10.0,10.0,3.0997,25.0,14.0,64.0,5.0,1.0,1.0,7.0,14.0,20.0,22.0,69.0,,21.0,4.0,10.0,1.0,23.0,73.0,56.0,17.0,2.0,61.0,181.0,199.0,3.0,2.465,1.0,2.0,2.0,15.0,1.0,1.0,1.0,12.0,10.0,10.0,2.0,2.0,3.0,1.0,3.0,0.6791,10.0,10.0,7.0,2.0,6.0,4.0,1.0,,,,
39242,Karim El Ahmadi,Midfielder,Feyenoord,198,Morocco,2013-14,119.0,,1.0285,0.0,,105.0,,112.0,31.0,1.0,26.0,130.0,719.0,,,25.0,4.0,,2187.0,15.0,129.0,7.0,,59.0,119.0,577.0,,,2.0,35.468,18.0,,24.0,39.0,104.0,152.0,,12.0,0.0,248.0,,216.0,88.0,31.0,,,,399.0,32.0,223.0,10.0,0.0,,705.0,6.0,201.0,81.0,,,181.0,53.0,12.0,1063.0,16.0,197.0,21.0,,7.0,18.0,26.0,7.0,8.0,,2.1076,18.0,11.0,17.0,2.0,1.0,1.0,5.0,1.0,7.0,28.0,1.0,,38.0,1.0,24.0,,2.0,17.0,22.0,4.0,3.0,25.0,170.0,5.0,15.0,1.5384,1.0,,,10.0,,,2.0,13.0,10.0,10.0,3.0,3.0,6.0,1.0,6.0,0.142,2.0,2.0,,,,2.0,1.0,,,,
114283,Jack Grealish,Midfielder,Everton,11,England,2013-14,,,0.0022,0.0,,,,,1.0,,,,5.0,,,,,,2.0,,,1.0,,,,5.0,,,,0.8177,1.0,,,2.0,,1.0,,,0.0,,,3.0,,1.0,,,,5.0,1.0,,,0.0,,4.0,,,,,,1.0,,,5.0,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51938,Marc Albrighton,Midfielder,Leicester City,13,England,2013-14,79.0,,3.3428,0.0,,35.0,,69.0,19.0,4.0,9.0,99.0,358.0,,,18.0,2.0,,966.0,15.0,76.0,6.0,,30.0,73.0,235.0,,,2.0,17.3055,31.0,3.0,7.0,19.0,64.0,42.0,,16.0,0.0,155.0,,128.0,54.0,19.0,,,,222.0,13.0,137.0,3.0,0.0,,346.0,21.0,291.0,26.0,,,119.0,13.0,24.0,745.0,16.0,78.0,9.0,,4.0,30.0,17.0,23.0,7.0,3.0,0.9149,15.0,6.0,97.0,,3.0,,10.0,40.0,41.0,24.0,2.0,,17.0,,9.0,,19.0,128.0,35.0,22.0,,5.0,69.0,15.0,4.0,1.0123,,4.0,4.0,8.0,,1.0,1.0,10.0,10.0,10.0,,,3.0,,3.0,,,,21.0,,14.0,,,,,,
60551,Ashley Westwood,Midfielder,Charlotte FC,16629,England,2013-14,84.0,,3.7846,0.0,,55.0,,201.0,35.0,2.0,35.0,280.0,1630.0,,,27.0,7.0,,3081.0,17.0,91.0,9.0,,41.0,81.0,1182.0,,,5.0,48.9566,63.0,9.0,30.0,56.0,67.0,460.0,,19.0,0.0,175.0,,591.0,222.0,35.0,,,,844.0,47.0,148.0,10.0,0.0,,1584.0,11.0,419.0,39.0,,,406.0,38.0,168.0,2059.0,16.0,551.0,13.0,,7.0,79.0,56.0,4.0,7.0,1.0,1.5539,19.0,17.0,16.0,3.0,,2.0,,100.0,45.0,17.0,1.0,,28.0,1.0,16.0,,1.0,99.0,16.0,7.0,11.0,48.0,173.0,6.0,4.0,1.0981,3.0,1.0,1.0,12.0,,,,9.0,7.0,7.0,2.0,2.0,3.0,,3.0,0.3074,4.0,4.0,62.0,1.0,37.0,3.0,,,,,
41823,Fabian Delph,Midfielder,Everton,11,England,2013-14,166.0,,2.019,0.0,,100.0,,199.0,34.0,2.0,33.0,260.0,1587.0,,,70.0,7.0,,3003.0,36.0,251.0,9.0,,56.0,217.0,1201.0,,,5.0,49.0838,26.0,8.0,49.0,54.0,130.0,507.0,,61.0,2.0,417.0,,498.0,231.0,34.0,,,,804.0,45.0,347.0,34.0,0.0,,1551.0,8.0,424.0,75.0,,,338.0,31.0,126.0,2215.0,24.0,538.0,18.0,,7.0,61.0,62.0,13.0,9.0,10.0,2.3567,29.0,17.0,36.0,3.0,1.0,1.0,1.0,6.0,15.0,20.0,3.0,1.0,34.0,2.0,25.0,3.0,26.0,40.0,65.0,58.0,13.0,58.0,244.0,11.0,,1.4514,3.0,1.0,1.0,20.0,,2.0,,7.0,7.0,7.0,,,5.0,2.0,5.0,,,,4.0,,2.0,,,,,,
77800,Gary Gardner,Midfielder,Cambridge United,101,England,2013-14,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90590,Daniel Johnson,Midfielder,Stoke City U21,12935,Jamaica,2013-14,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
