season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2015-16,6768033,4,110,Stoke_City,Home,1204,9047,Glen Johnson,glen-johnson,D,False,,,,6.0,17.0,23.0,,2.0,3.0,,,,,,,,,7.0,,,,,,,,2.0,,,63.0,,,,,5.0,,7.1,,,1.0,,,2.0,1.0,,1.0,,10.0,17.0,26.0,1,3.0,40.0,,,2.0,2.0
2015-16,6768033,4,110,Stoke_City,Home,17063,39487,Erik Pieters,erik-pieters,D,False,,,,19.0,18.0,37.0,2.0,4.0,5.0,,,,4.0,,,1.0,9.0,10.0,,1.0,1.0,,,,,1.0,,,90.0,1.0,1.0,,,19.0,,6.5,,,,,6.0,1.0,2.0,,2.0,,29.0,21.0,48.0,1,4.0,81.0,,2.0,,4.0
2015-16,6768033,4,110,Stoke_City,Home,48988,50089,Geoff Cameron,geoff-cameron,D,False,,,,22.0,26.0,48.0,2.0,1.0,6.0,,,1.0,,,,,2.0,3.0,,,,,,,,,1.0,,90.0,,2.0,,,6.0,,7.1,,,,,5.0,1.0,,,2.0,,24.0,28.0,52.0,1,1.0,65.0,2.0,,1.0,1.0
2015-16,6768033,4,110,Stoke_City,Home,54311,61595,Marc Muniesa,marc-muniesa,D,False,,,2.0,9.0,32.0,41.0,1.0,1.0,5.0,,,,,,,,1.0,3.0,,,,,,,,2.0,1.0,,90.0,,1.0,,,12.0,,7.1,,,,,2.0,,1.0,,2.0,,15.0,37.0,51.0,0,2.0,63.0,,,,1.0
2015-16,6768034,5,110,Stoke_City,Away,768,17997,Phil Bardsley,phil-bardsley,D,False,,,1.0,5.0,7.0,12.0,1.0,2.0,3.0,,,1.0,,,,,4.0,4.0,,,3.0,,,,,1.0,,,90.0,1.0,2.0,,,,,6.8,,,,,7.0,,2.0,,3.0,,9.0,10.0,17.0,2,2.0,42.0,,,,
2015-16,6768034,5,110,Stoke_City,Away,17063,39487,Erik Pieters,erik-pieters,D,False,,,1.0,5.0,13.0,18.0,2.0,,5.0,,,,2.0,,,,6.0,5.0,,,2.0,,,,,2.0,1.0,,90.0,,,,,,,6.5,,,,,3.0,,1.0,,7.0,,14.0,15.0,28.0,0,3.0,59.0,3.0,2.0,,
2015-16,6768034,5,110,Stoke_City,Away,48988,50089,Geoff Cameron,geoff-cameron,D,False,,,1.0,7.0,13.0,20.0,1.0,,6.0,,,,1.0,,,1.0,4.0,4.0,,,,,,,,1.0,,,90.0,,3.0,,,,,6.5,,,,,7.0,4.0,,,3.0,,11.0,17.0,28.0,0,1.0,47.0,,,3.0,
2015-16,6768034,5,110,Stoke_City,Away,54311,61595,Marc Muniesa,marc-muniesa,D,False,,,1.0,7.0,14.0,21.0,1.0,,4.0,,,,,,,,2.0,4.0,,,,,,,,1.0,,,90.0,,,,,,,6.6,,,,,5.0,3.0,,,2.0,,8.0,15.0,23.0,0,1.0,37.0,2.0,1.0,2.0,
2015-16,6768034,5,110,Stoke_City,Away,94329,69960,Philipp Wollscheid,philipp-wollscheid,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768063,6,110,Stoke_City,Home,1204,9047,Glen Johnson,glen-johnson,D,False,,,3.0,21.0,12.0,33.0,2.0,2.0,5.0,,,,2.0,,,1.0,5.0,4.0,,,,,,,,,,,90.0,,1.0,,,,,6.2,,,1.0,,2.0,1.0,2.0,,4.0,,28.0,13.0,39.0,1,1.0,61.0,1.0,,1.0,
2015-16,6768063,6,110,Stoke_City,Home,17063,39487,Erik Pieters,erik-pieters,D,False,,,3.0,12.0,19.0,31.0,1.0,7.0,11.0,,,,3.0,,,,7.0,23.0,,,2.0,,,,,2.0,,,90.0,,,,,,,7.5,,,,,1.0,3.0,1.0,,7.0,,23.0,26.0,48.0,0,11.0,85.0,,3.0,2.0,
2015-16,6768063,6,110,Stoke_City,Home,48988,50089,Geoff Cameron,geoff-cameron,D,False,1.0,,1.0,12.0,16.0,27.0,1.0,9.0,7.0,,,,2.0,,,,4.0,15.0,,,,,,,,1.0,,,90.0,,,,,,,6.9,,,1.0,,7.0,1.0,1.0,,6.0,,17.0,27.0,43.0,1,4.0,61.0,,2.0,,
2015-16,6768063,6,110,Stoke_City,Home,54311,61595,Marc Muniesa,marc-muniesa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768063,6,110,Stoke_City,Home,94329,69960,Philipp Wollscheid,philipp-wollscheid,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768072,7,110,Stoke_City,Home,1204,9047,Glen Johnson,glen-johnson,D,False,1.0,,,17.0,13.0,29.0,1.0,,8.0,1.0,,,2.0,,,1.0,5.0,1.0,,,,1.0,,,,4.0,1.0,,90.0,,,,,,,6.7,,,,,,2.0,2.0,,3.0,,23.0,15.0,36.0,0,,56.0,1.0,,1.0,
2015-16,6768072,7,110,Stoke_City,Home,17063,39487,Erik Pieters,erik-pieters,D,False,,,3.0,12.0,18.0,30.0,1.0,1.0,2.0,1.0,,,1.0,,,,3.0,3.0,,,1.0,,,,,1.0,1.0,,90.0,,1.0,,,,,6.7,,,,,2.0,,2.0,,7.0,,23.0,19.0,40.0,0,,61.0,,2.0,,
2015-16,6768072,7,110,Stoke_City,Home,48988,50089,Geoff Cameron,geoff-cameron,D,False,,,2.0,9.0,14.0,23.0,1.0,4.0,5.0,,,,,,,1.0,4.0,7.0,,,2.0,,,,,1.0,,,90.0,,,,,,,6.9,,,,,11.0,,,,10.0,,21.0,15.0,36.0,0,3.0,53.0,,,,
2015-16,6768072,7,110,Stoke_City,Home,54311,61595,Marc Muniesa,marc-muniesa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768072,7,110,Stoke_City,Home,94329,69960,Philipp Wollscheid,philipp-wollscheid,D,False,,,2.0,1.0,18.0,19.0,1.0,2.0,2.0,,,,1.0,,,,3.0,5.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,6.8,,,,,8.0,,,,6.0,,6.0,18.0,24.0,0,2.0,40.0,,2.0,,
2015-16,6768083,8,110,Stoke_City,Away,1204,9047,Glen Johnson,glen-johnson,D,False,1.0,,3.0,16.0,11.0,26.0,2.0,1.0,8.0,1.0,,,1.0,,,1.0,7.0,5.0,,,1.0,1.0,,,,2.0,3.0,,90.0,,,,,,,7.4,,,,,,3.0,2.0,,5.0,,24.0,14.0,36.0,0,2.0,67.0,1.0,1.0,1.0,
2015-16,6768083,8,110,Stoke_City,Away,17063,39487,Erik Pieters,erik-pieters,D,False,1.0,,1.0,20.0,16.0,35.0,,1.0,4.0,,,,2.0,,,,2.0,6.0,,,,,,,,2.0,1.0,,90.0,,,,,,,7.6,,,,,6.0,1.0,2.0,,5.0,,25.0,19.0,42.0,0,4.0,70.0,1.0,,1.0,
2015-16,6768083,8,110,Stoke_City,Away,48988,50089,Geoff Cameron,geoff-cameron,D,False,,,5.0,7.0,20.0,27.0,2.0,4.0,12.0,,,,,,,,2.0,9.0,,,,,,,,,1.0,,90.0,,2.0,,,,,7.7,,,1.0,,6.0,,,,11.0,,15.0,27.0,42.0,1,5.0,57.0,,,,
2015-16,6768083,8,110,Stoke_City,Away,54311,61595,Marc Muniesa,marc-muniesa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768083,8,110,Stoke_City,Away,94329,69960,Philipp Wollscheid,philipp-wollscheid,D,False,,,4.0,6.0,26.0,32.0,2.0,2.0,3.0,,,,3.0,,,,5.0,4.0,,,,,,,,1.0,,,90.0,,,,,,,6.8,,,,,7.0,,,,8.0,,10.0,27.0,37.0,0,2.0,47.0,,,,
2015-16,6768104,9,110,Stoke_City,Away,1204,9047,Glen Johnson,glen-johnson,D,False,,,1.0,12.0,12.0,24.0,1.0,,4.0,,,,3.0,,,,5.0,5.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,7.1,,,1.0,,1.0,,2.0,,1.0,,14.0,16.0,28.0,1,5.0,45.0,,,,
2015-16,6768104,9,110,Stoke_City,Away,17063,39487,Erik Pieters,erik-pieters,D,False,2.0,,4.0,14.0,23.0,35.0,,2.0,7.0,,,,3.0,,,,5.0,8.0,,,1.0,,,,,2.0,1.0,,90.0,,,,,,,7.2,,,,,1.0,1.0,3.0,,10.0,,23.0,28.0,48.0,0,6.0,77.0,,,,
2015-16,6768104,9,110,Stoke_City,Away,48988,50089,Geoff Cameron,geoff-cameron,D,False,,,2.0,7.0,23.0,30.0,,1.0,6.0,,,,,,,,2.0,4.0,,,2.0,,,,,3.0,,,90.0,,,,,,,7.3,,,,,5.0,1.0,,,7.0,,14.0,26.0,40.0,0,2.0,51.0,,,1.0,
2015-16,6768104,9,110,Stoke_City,Away,54311,61595,Marc Muniesa,marc-muniesa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768104,9,110,Stoke_City,Away,94329,69960,Philipp Wollscheid,philipp-wollscheid,D,False,,,3.0,6.0,33.0,39.0,1.0,1.0,3.0,,,,2.0,,,,3.0,3.0,,,,,,,,,,,90.0,,2.0,,,,,6.8,,,,,5.0,,,,10.0,,12.0,36.0,48.0,0,2.0,59.0,,,,
2015-16,6768102,10,110,Stoke_City,Home,1204,9047,Glen Johnson,glen-johnson,D,False,1.0,,1.0,19.0,17.0,35.0,,,10.0,,,,,,,3.0,6.0,6.0,,,,,,,,1.0,2.0,,90.0,,1.0,,,,,6.5,,,,,1.0,4.0,6.0,,3.0,,31.0,19.0,44.0,0,4.0,79.0,2.0,1.0,1.0,
2015-16,6768102,10,110,Stoke_City,Home,17063,39487,Erik Pieters,erik-pieters,D,False,,,3.0,26.0,28.0,54.0,1.0,,4.0,,,1.0,1.0,,,1.0,3.0,8.0,,,,,,,,5.0,,,90.0,,,,,,,7.4,,,,,3.0,,2.0,,5.0,,30.0,31.0,59.0,1,6.0,95.0,,2.0,,
2015-16,6768102,10,110,Stoke_City,Home,48988,50089,Geoff Cameron,geoff-cameron,D,False,,,,1.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,6.5,,,,,1.0,,,,,,2.0,4.0,6.0,0,,7.0,,,,
2015-16,6768102,10,110,Stoke_City,Home,94329,69960,Philipp Wollscheid,philipp-wollscheid,D,False,,,4.0,17.0,44.0,61.0,,2.0,4.0,,,,,,,,1.0,6.0,,,1.0,,,,,2.0,,,90.0,,2.0,,,,,7.2,,,,,6.0,,,,8.0,,22.0,49.0,71.0,0,4.0,89.0,,,,
2015-16,6768113,11,110,Stoke_City,Away,1204,9047,Glen Johnson,glen-johnson,D,False,2.0,,1.0,11.0,16.0,25.0,2.0,,7.0,,,1.0,,,,,4.0,1.0,,,2.0,,,,,2.0,,,90.0,,,,,,,7.1,,,,,1.0,,4.0,,5.0,1.0,18.0,18.0,32.0,1,,52.0,1.0,1.0,,
2015-16,6768113,11,110,Stoke_City,Away,17063,39487,Erik Pieters,erik-pieters,D,False,,,1.0,13.0,13.0,26.0,,,3.0,,,,1.0,,,,2.0,3.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,6.8,,,,,2.0,,3.0,,5.0,,20.0,15.0,32.0,0,2.0,50.0,,1.0,,
2015-16,6768113,11,110,Stoke_City,Away,27314,37869,Ryan Shawcross,ryan-shawcross,D,False,,,1.0,4.0,14.0,18.0,,2.0,,,,,,,,,2.0,4.0,,,1.0,,,,,2.0,,,90.0,,,,,,,7.0,,,,,4.0,1.0,,,4.0,,10.0,17.0,27.0,0,2.0,36.0,,,,
2015-16,6768113,11,110,Stoke_City,Away,94329,69960,Philipp Wollscheid,philipp-wollscheid,D,False,,,1.0,3.0,12.0,15.0,,1.0,3.0,,,,2.0,,,,4.0,3.0,,,2.0,,,,,2.0,,,90.0,,2.0,,,,,6.8,,,,,6.0,,,,4.0,,7.0,13.0,20.0,0,2.0,33.0,1.0,,,
2015-16,6768127,12,110,Stoke_City,Home,1204,9047,Glen Johnson,glen-johnson,D,False,,,1.0,8.0,4.0,12.0,,,5.0,,,,,,,,3.0,,,,1.0,,,,,4.0,,,90.0,1.0,1.0,,,,,6.9,,,1.0,,2.0,2.0,,,4.0,,11.0,4.0,15.0,2,,45.0,1.0,,,
2015-16,6768127,12,110,Stoke_City,Home,17063,39487,Erik Pieters,erik-pieters,D,False,1.0,,1.0,8.0,10.0,17.0,1.0,1.0,6.0,,,,,,,,3.0,8.0,,,3.0,,,,,3.0,,,90.0,,1.0,,,,,7.6,,,,,1.0,,2.0,,1.0,,12.0,16.0,26.0,0,5.0,61.0,,3.0,,
2015-16,6768127,12,110,Stoke_City,Home,27314,37869,Ryan Shawcross,ryan-shawcross,D,False,,,1.0,1.0,8.0,9.0,2.0,3.0,2.0,,,,,,,,3.0,5.0,,,1.0,,,,,3.0,,,90.0,,2.0,,,,,7.2,,,,,5.0,,,,1.0,,5.0,9.0,14.0,0,2.0,28.0,,,,
2015-16,6768127,12,110,Stoke_City,Home,48988,50089,Geoff Cameron,geoff-cameron,D,True,,,,,3.0,3.0,,1.0,1.0,,,,2.0,,,,3.0,1.0,,,1.0,,,,,,,,19.0,,,,,,,6.1,,,,,,,,,,,,4.0,4.0,0,,4.0,,,,
2015-16,6768127,12,110,Stoke_City,Home,94329,69960,Philipp Wollscheid,philipp-wollscheid,D,False,,,2.0,7.0,18.0,25.0,,,6.0,,,,,,,,,3.0,,,,,,,,1.0,,1.0,90.0,,,,,,,7.4,,,,,4.0,,,,3.0,,8.0,18.0,26.0,0,3.0,38.0,2.0,,,
2015-16,6768132,13,110,Stoke_City,Away,1204,9047,Glen Johnson,glen-johnson,D,False,1.0,,2.0,7.0,14.0,20.0,,3.0,8.0,,,,1.0,,,,2.0,6.0,,,1.0,,,,,6.0,1.0,,90.0,,,,,,,7.7,,,,,3.0,1.0,1.0,,4.0,,11.0,19.0,29.0,0,1.0,57.0,1.0,1.0,1.0,
2015-16,6768132,13,110,Stoke_City,Away,17063,39487,Erik Pieters,erik-pieters,D,False,1.0,,4.0,12.0,19.0,30.0,3.0,,7.0,,,,1.0,,,1.0,6.0,3.0,,,1.0,1.0,,,,2.0,1.0,,90.0,,,,,,,7.4,,,,,1.0,,3.0,,6.0,,15.0,21.0,33.0,0,3.0,55.0,1.0,,,
2015-16,6768132,13,110,Stoke_City,Away,27314,37869,Ryan Shawcross,ryan-shawcross,D,False,,,1.0,3.0,10.0,13.0,,2.0,3.0,,,,,,,,,3.0,,,,,,,,2.0,,,90.0,,1.0,,,,,7.1,,,,,9.0,,,,6.0,,11.0,13.0,24.0,0,1.0,37.0,,,,
2015-16,6768132,13,110,Stoke_City,Away,48988,50089,Geoff Cameron,geoff-cameron,D,True,,,,3.0,4.0,7.0,,,3.0,,,,,,,,,3.0,,,,,,,,,1.0,,19.0,,,,,,,7.0,,,,,,2.0,,,,,5.0,4.0,9.0,0,1.0,13.0,,,2.0,
2015-16,6768132,13,110,Stoke_City,Away,94329,69960,Philipp Wollscheid,philipp-wollscheid,D,False,,,,3.0,14.0,17.0,7.0,3.0,4.0,,,,,,,,7.0,4.0,,,,,,,,3.0,,,90.0,,,,,,,7.3,,,,,10.0,,,,1.0,,5.0,15.0,20.0,0,1.0,39.0,2.0,,,
2015-16,6768145,14,110,Stoke_City,Away,1204,9047,Glen Johnson,glen-johnson,D,False,,,4.0,31.0,13.0,44.0,1.0,,4.0,,,,,,,1.0,3.0,4.0,,,,,,,,1.0,1.0,,90.0,1.0,,,,,,6.9,,,,,3.0,5.0,1.0,,5.0,,35.0,15.0,49.0,1,,73.0,1.0,,4.0,
2015-16,6768145,14,110,Stoke_City,Away,17063,39487,Erik Pieters,erik-pieters,D,False,1.0,,2.0,19.0,27.0,45.0,2.0,1.0,7.0,1.0,,,,,,,5.0,4.0,,,3.0,,,,,4.0,1.0,,90.0,,1.0,,,,,7.3,,,,,6.0,,3.0,,6.0,,25.0,30.0,52.0,0,2.0,87.0,3.0,1.0,,
2015-16,6768145,14,110,Stoke_City,Away,27314,37869,Ryan Shawcross,ryan-shawcross,D,False,,,,3.0,5.0,8.0,1.0,,2.0,,,,1.0,,,,5.0,,,,3.0,,,,,3.0,,,47.0,,1.0,,,,,5.8,,,,,1.0,,,,2.0,,4.0,6.0,10.0,0,,15.0,,,,
2015-16,6768145,14,110,Stoke_City,Away,48988,50089,Geoff Cameron,geoff-cameron,D,True,,,,,5.0,5.0,,,2.0,,,,,,,,,1.0,,,,,,,,2.0,,,40.0,,1.0,,,,,6.5,,,,,2.0,1.0,,,2.0,,3.0,6.0,9.0,0,,16.0,,,1.0,
2015-16,6768145,14,110,Stoke_City,Away,94329,69960,Philipp Wollscheid,philipp-wollscheid,D,False,,,3.0,10.0,22.0,32.0,3.0,3.0,4.0,,,,1.0,,,,4.0,6.0,,,,,,,,,,,90.0,,,,,,,6.7,,,,,5.0,,,,4.0,,12.0,23.0,35.0,0,3.0,45.0,,,,
2015-16,6768164,15,110,Stoke_City,Home,1204,9047,Glen Johnson,glen-johnson,D,False,,,3.0,8.0,5.0,13.0,,,3.0,,,,3.0,,,,5.0,6.0,,,1.0,,,,,5.0,,,90.0,,,,,,,7.1,,,,,1.0,5.0,,,6.0,,11.0,6.0,17.0,0,1.0,44.0,,1.0,4.0,
2015-16,6768164,15,110,Stoke_City,Home,17063,39487,Erik Pieters,erik-pieters,D,False,,,1.0,20.0,22.0,42.0,,,8.0,,,,1.0,,,,2.0,7.0,,,1.0,,,,,9.0,,,90.0,,,,,,,7.9,,,,,1.0,1.0,,,5.0,,33.0,25.0,58.0,0,5.0,95.0,3.0,1.0,1.0,
2015-16,6768164,15,110,Stoke_City,Home,27314,37869,Ryan Shawcross,ryan-shawcross,D,False,,,1.0,8.0,14.0,22.0,,4.0,3.0,,,,,,,,,6.0,,,,,,,,4.0,,,90.0,,1.0,,,,,7.5,,,,,6.0,,,,4.0,,13.0,17.0,30.0,0,2.0,47.0,,,,
2015-16,6768164,15,110,Stoke_City,Home,48988,50089,Geoff Cameron,geoff-cameron,D,False,,,,12.0,19.0,31.0,,1.0,13.0,,,,1.0,,,5.0,7.0,6.0,,,1.0,,,,,5.0,1.0,,90.0,,,,,,,6.5,,,,,,1.0,3.0,,5.0,,23.0,22.0,42.0,0,3.0,66.0,3.0,1.0,1.0,
2015-16,6768164,15,110,Stoke_City,Home,94329,69960,Philipp Wollscheid,philipp-wollscheid,D,False,,,2.0,3.0,19.0,22.0,,3.0,3.0,,,,1.0,,,,1.0,7.0,,,,,,,,4.0,,,90.0,,,,,,,7.5,,,,,8.0,2.0,,,5.0,,9.0,24.0,33.0,0,2.0,49.0,,,2.0,
2015-16,6768163,16,110,Stoke_City,Away,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768163,16,110,Stoke_City,Away,1204,9047,Glen Johnson,glen-johnson,D,False,,,1.0,10.0,15.0,25.0,,1.0,6.0,1.0,,,,1.0,,,2.0,4.0,,,1.0,,,,,2.0,2.0,,90.0,,1.0,,,,,7.7,,,,,1.0,1.0,4.0,,2.0,,18.0,15.0,29.0,0,3.0,57.0,,,,
2015-16,6768163,16,110,Stoke_City,Away,17063,39487,Erik Pieters,erik-pieters,D,False,,,1.0,13.0,15.0,28.0,3.0,4.0,7.0,,,,1.0,,,,5.0,6.0,,,1.0,,,,,3.0,,,90.0,,2.0,,,,,6.8,,,,,2.0,,,,6.0,,23.0,21.0,44.0,0,1.0,61.0,,1.0,,
2015-16,6768163,16,110,Stoke_City,Away,27314,37869,Ryan Shawcross,ryan-shawcross,D,False,,,,3.0,12.0,15.0,5.0,3.0,2.0,,,1.0,,,,1.0,7.0,7.0,,,1.0,,,,,,,1.0,90.0,,3.0,,,,,7.2,,,,,3.0,,,,5.0,,7.0,17.0,24.0,1,4.0,38.0,1.0,,,
2015-16,6768163,16,110,Stoke_City,Away,48988,50089,Geoff Cameron,geoff-cameron,D,False,,,,18.0,17.0,35.0,4.0,3.0,5.0,,,,1.0,,,,6.0,12.0,,,1.0,,,,,1.0,,,68.0,,,,,,,7.4,,,,,,3.0,,,,,28.0,20.0,48.0,0,5.0,62.0,2.0,1.0,3.0,
2015-16,6768163,16,110,Stoke_City,Away,94329,69960,Philipp Wollscheid,philipp-wollscheid,D,False,,,1.0,6.0,23.0,29.0,2.0,5.0,3.0,,,,1.0,,,,3.0,7.0,,,,,,,,1.0,,,90.0,,3.0,,,,,7.1,,,,,8.0,,,,3.0,,7.0,27.0,34.0,0,1.0,49.0,,1.0,,
