season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089880,1,110,Stoke_City,Away,768,17997,Phil Bardsley,phil-bardsley,D,False,1.0,,2.0,14.0,11.0,24.0,3.0,2.0,3.0,,,1.0,3.0,,,,9.0,4.0,,,3.0,,,,,3.0,1.0,,90.0,,,,,,,,,18.0,,6.4,,,,,2.0,,3.0,,4.0,,23.0,13.0,33.0,1,1.0,58.0,1.0,1.0,,
2016-17,7089880,1,110,Stoke_City,Away,17063,39487,Erik Pieters,erik-pieters,D,False,,,,10.0,18.0,28.0,1.0,3.0,5.0,,,,1.0,,,1.0,4.0,9.0,,,,,,,,1.0,2.0,,90.0,,,,,,,,,18.0,,7.0,,,,,4.0,2.0,3.0,,,,19.0,22.0,38.0,0,3.0,70.0,1.0,3.0,1.0,2.0
2016-17,7089880,1,110,Stoke_City,Away,27314,37869,Ryan Shawcross,ryan-shawcross,D,False,,,1.0,8.0,23.0,31.0,1.0,7.0,7.0,,,,,,,,3.0,9.0,,,3.0,,,,,1.0,,,90.0,,2.0,,,,,,,16.0,,6.9,,,,,2.0,,,,6.0,,17.0,30.0,47.0,0,1.0,55.0,,1.0,,1.0
2016-17,7089880,1,110,Stoke_City,Away,48988,50089,Geoff Cameron,geoff-cameron,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089880,1,110,Stoke_City,Away,54311,61595,Marc Muniesa,marc-muniesa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089880,1,110,Stoke_City,Away,94329,69960,Philipp Wollscheid,philipp-wollscheid,D,False,,,3.0,15.0,29.0,44.0,6.0,5.0,4.0,,,,,,,,7.0,8.0,,,1.0,,,,,1.0,,1.0,90.0,,,,,,,,,10.0,,7.1,,,1.0,,4.0,1.0,,,9.0,1.0,22.0,32.0,54.0,1,2.0,66.0,,,1.0,2.0
2016-17,7090031,2,110,Stoke_City,Home,768,17997,Phil Bardsley,phil-bardsley,D,False,1.0,,4.0,9.0,10.0,18.0,,,4.0,1.0,,,,,,,1.0,5.0,,,1.0,,,,,2.0,1.0,,90.0,1.0,,,,,,,,13.0,,7.0,,,,,3.0,,1.0,,8.0,,17.0,11.0,27.0,1,4.0,51.0,1.0,1.0,,3.0
2016-17,7090031,2,110,Stoke_City,Home,17063,39487,Erik Pieters,erik-pieters,D,False,1.0,,2.0,12.0,24.0,35.0,2.0,4.0,4.0,,,,1.0,,,,5.0,7.0,,,2.0,,,,,1.0,1.0,,90.0,,,,,,,,,18.0,,6.4,,,,,3.0,,4.0,,6.0,,21.0,29.0,46.0,0,3.0,78.0,,,,2.0
2016-17,7090031,2,110,Stoke_City,Home,27314,37869,Ryan Shawcross,ryan-shawcross,D,False,,,5.0,8.0,15.0,23.0,2.0,1.0,6.0,,,,1.0,,,1.0,6.0,4.0,,,2.0,,,,,1.0,,,90.0,,1.0,,1.0,,,,1.0,9.0,,6.1,,,,,7.0,1.0,,,9.0,,13.0,18.0,31.0,0,1.0,46.0,,1.0,1.0,
2016-17,7090031,2,110,Stoke_City,Home,48988,50089,Geoff Cameron,geoff-cameron,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
