season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025083,2,6,Tottenham_Hotspur,Away,913654,441164,Pedro Porro,pedro-porro,D,False,2.0,,5.0,12.0,14.0,26.0,,,,4.0,,,1.0,2.0,,,5.0,2.0,,1.0,0.128397,0.0817,,2.0,0.0,,,,,,2.0,,,,,,,90.0,,,,,19.0,,,7.0,,,1.0,,,5.0,2.0,4.0,,14.0,,22.0,17.0,39.0,,,2,1.0,66.0,2.0,,1.0,1.0
2025-26,14025083,2,6,Tottenham_Hotspur,Away,945798,232859,Djed Spence,djed-spence,D,False,,,2.0,13.0,11.0,24.0,1.0,1.0,,4.0,,,,,,2.0,6.0,4.0,,,0.0183208,,,,0.0,,,,,,,,,,,,,90.0,,,,,19.0,,,6.8,,,,,,4.0,3.0,,,5.0,,19.0,16.0,35.0,,,0,2.0,62.0,1.0,1.0,,1.0
2025-26,14025083,2,6,Tottenham_Hotspur,Away,998247,491279,Micky van de Ven,micky-van-de-ven,D,False,,,,7.0,32.0,39.0,1.0,1.0,,3.0,,,,,,,3.0,2.0,,,0.00294112,,,2.0,0.0,,,,,,,,,,,,,90.0,,1.0,,,4.0,,,7.1,,,,,,2.0,,,,1.0,,7.0,35.0,42.0,,,0,1.0,47.0,1.0,,,1.0
2025-26,14025083,2,6,Tottenham_Hotspur,Away,1405212,,Luka Vušković,luka-vuskovic,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025115,3,6,Tottenham_Hotspur,Home,94758,115556,Ben Davies,ben-davies,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025115,3,6,Tottenham_Hotspur,Home,794953,135720,Kevin Danso,kevin-danso,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025115,3,6,Tottenham_Hotspur,Home,829932,221632,Cristian Romero,cristian-romero,D,False,,,2.0,14.0,32.0,46.0,1.0,2.0,,5.0,,,,,,,1.0,5.0,,,0.00818383,,,,0.0,,,,,1.0,,1.0,,,,,,90.0,,1.0,,,4.0,,,7.3,,,,,,3.0,1.0,,,5.0,,17.0,33.0,50.0,,,0,2.0,62.0,,,1.0,
2025-26,14025115,3,6,Tottenham_Hotspur,Home,913654,441164,Pedro Porro,pedro-porro,D,False,1.0,,,6.0,4.0,10.0,,,,3.0,,,1.0,1.0,,,2.0,3.0,,,0.023899,0.012,,1.0,0.0,,,,,1.0,,,,,,,,71.0,,,,,13.0,,,6.5,,,,,,9.0,,3.0,,5.0,,13.0,5.0,18.0,,,1,2.0,44.0,,1.0,,2.0
2025-26,14025115,3,6,Tottenham_Hotspur,Home,945798,232859,Djed Spence,djed-spence,D,False,2.0,,2.0,20.0,18.0,38.0,1.0,1.0,,5.0,,,,2.0,,1.0,9.0,2.0,,,0.021949,,,2.0,0.0,,,,,,1.0,,,,,,,90.0,,1.0,,,16.0,,,6.3,,,,,,3.0,4.0,4.0,,5.0,,25.0,19.0,44.0,,,0,,72.0,1.0,,1.0,
2025-26,14025115,3,6,Tottenham_Hotspur,Home,983572,487053,Destiny Udogie,destiny-udogie,D,True,,,,12.0,6.0,18.0,,2.0,,,,,,1.0,,1.0,2.0,5.0,,,0.0619103,0.022,,,0.0,,,,,,,,,,,,,19.0,,,,,6.0,,,7.1,,,1.0,,,1.0,,,,1.0,,15.0,6.0,21.0,,,1,1.0,32.0,1.0,2.0,,1.0
2025-26,14025115,3,6,Tottenham_Hotspur,Home,998247,491279,Micky van de Ven,micky-van-de-ven,D,False,,,3.0,25.0,54.0,79.0,1.0,2.0,,6.0,,,,,,,3.0,3.0,,,0.00637263,,,1.0,0.0,,,,,2.0,,,,,,,,90.0,,1.0,,,11.0,,,6.8,,,,,,6.0,1.0,,,8.0,,33.0,56.0,89.0,,,0,,104.0,,1.0,,
2025-26,14025148,4,6,Tottenham_Hotspur,Away,94758,115556,Ben Davies,ben-davies,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025148,4,6,Tottenham_Hotspur,Away,794953,135720,Kevin Danso,kevin-danso,D,True,,,2.0,10.0,9.0,19.0,1.0,,,,,,,,,,1.0,,,,0.00214138,,,,0.0,,,,,,,,,,,,,10.0,,,,,1.0,,,6.8,,,,,,,,,,2.0,,11.0,9.0,20.0,,,0,,20.0,,,,
2025-26,14025148,4,6,Tottenham_Hotspur,Away,829932,221632,Cristian Romero,cristian-romero,D,False,,,3.0,23.0,52.0,75.0,2.0,1.0,,4.0,1.0,,,,,,2.0,2.0,,,0.138855,0.0672,0.143,,1.0,,,,,,2.0,,,,,,,90.0,1.0,,,,6.0,,,7.7,,,,,,2.0,,,,4.0,,24.0,57.0,81.0,,,1,1.0,88.0,,,,1.0
2025-26,14025148,4,6,Tottenham_Hotspur,Away,913654,441164,Pedro Porro,pedro-porro,D,False,2.0,,3.0,18.0,20.0,38.0,,1.0,,5.0,1.0,,,2.0,,,3.0,4.0,,,0.367553,,,1.0,0.0,,,,,1.0,2.0,,,,,,,90.0,,,,,19.0,,,7.3,,,,,,1.0,,6.0,,9.0,,29.0,21.0,50.0,,,0,3.0,67.0,2.0,,,2.0
2025-26,14025148,4,6,Tottenham_Hotspur,Away,945798,232859,Djed Spence,djed-spence,D,False,,,1.0,17.0,14.0,31.0,,,,3.0,,,,,,3.0,7.0,4.0,,,0.00967539,,,2.0,0.0,,,,,,,,,,,,,71.0,,,,,22.0,,,6.3,,,,,,,6.0,4.0,,2.0,,26.0,16.0,42.0,,,0,,71.0,1.0,1.0,3.0,
2025-26,14025148,4,6,Tottenham_Hotspur,Away,983572,487053,Destiny Udogie,destiny-udogie,D,True,,,,13.0,4.0,17.0,,1.0,,1.0,,,,1.0,,,2.0,3.0,,,0.0126192,,,1.0,0.0,,,,,,1.0,,,,,,,19.0,,,,,2.0,,,6.8,,,,,,,,1.0,,,,14.0,4.0,18.0,,,0,1.0,23.0,,1.0,,1.0
2025-26,14025148,4,6,Tottenham_Hotspur,Away,998247,491279,Micky van de Ven,micky-van-de-ven,D,False,,,,14.0,38.0,52.0,3.0,1.0,,2.0,,,,,,,4.0,3.0,,,0.00445621,0.087,0.7779,1.0,0.0,1.0,,,,,1.0,,,,,,,80.0,1.0,,,,6.0,,,7.8,,,,,,4.0,1.0,1.0,,3.0,,17.0,40.0,57.0,,,1,1.0,66.0,,,1.0,1.0
2025-26,14025157,5,6,Tottenham_Hotspur,Away,794953,135720,Kevin Danso,kevin-danso,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025157,5,6,Tottenham_Hotspur,Away,829932,221632,Cristian Romero,cristian-romero,D,False,,,2.0,22.0,39.0,61.0,2.0,4.0,,4.0,,,,2.0,,,6.0,11.0,,,0.0180537,,,2.0,0.0,,,,,5.0,,,,,,,,90.0,,,,,3.0,,,7.0,,,,,,7.0,,,,3.0,,25.0,39.0,64.0,,,0,6.0,84.0,,1.0,,2.0
2025-26,14025157,5,6,Tottenham_Hotspur,Away,913654,441164,Pedro Porro,pedro-porro,D,False,1.0,,6.0,22.0,20.0,42.0,,1.0,,3.0,,,,1.0,,,3.0,5.0,,,0.0616466,,,1.0,0.0,,,,,1.0,2.0,,,,,,,89.0,,1.0,,,21.0,,,7.1,,,,,,3.0,1.0,15.0,,9.0,,26.0,21.0,47.0,,,0,2.0,82.0,,2.0,,1.0
2025-26,14025157,5,6,Tottenham_Hotspur,Away,945798,232859,Djed Spence,djed-spence,D,True,,,,2.0,,2.0,1.0,,,,,,,,,,1.0,1.0,,,0.00014288,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,0,1.0,3.0,,,,1.0
2025-26,14025157,5,6,Tottenham_Hotspur,Away,983572,487053,Destiny Udogie,destiny-udogie,D,False,,,2.0,32.0,27.0,59.0,1.0,,,10.0,,,,,,2.0,5.0,3.0,,,0.0820433,,,,0.0,,,,,1.0,1.0,,,,,,,90.0,,,,,14.0,,,6.5,,,,,,1.0,3.0,,,4.0,,37.0,29.0,66.0,,,0,1.0,87.0,1.0,1.0,1.0,
2025-26,14025157,5,6,Tottenham_Hotspur,Away,998247,491279,Micky van de Ven,micky-van-de-ven,D,False,,,1.0,29.0,39.0,68.0,1.0,,,3.0,,,,,,,2.0,2.0,,,0.0132767,,,1.0,0.0,,,,,,,,,,,,,90.0,,,,,1.0,,,6.5,,,,,,1.0,,,,2.0,,30.0,39.0,69.0,,,0,2.0,75.0,,,,
2025-26,14025208,6,6,Tottenham_Hotspur,Home,794953,135720,Kevin Danso,kevin-danso,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025208,6,6,Tottenham_Hotspur,Home,829932,221632,Cristian Romero,cristian-romero,D,False,,,5.0,22.0,19.0,41.0,1.0,4.0,,,,,,,,1.0,3.0,7.0,,,0.0453461,0.0281,,1.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,13.0,,,7.0,,,1.0,,,1.0,,,,8.0,,29.0,23.0,52.0,,,1,2.0,64.0,1.0,1.0,,1.0
2025-26,14025208,6,6,Tottenham_Hotspur,Home,913654,441164,Pedro Porro,pedro-porro,D,True,1.0,,2.0,12.0,6.0,18.0,,,,1.0,,,,,,,1.0,1.0,,,0.0304184,,,,0.0,,,,,1.0,1.0,,,,,,,27.0,,,,,8.0,,,6.9,,,,,,1.0,2.0,4.0,,3.0,,15.0,6.0,21.0,,,0,,38.0,1.0,,1.0,
2025-26,14025208,6,6,Tottenham_Hotspur,Home,945798,232859,Djed Spence,djed-spence,D,False,1.0,,1.0,14.0,16.0,30.0,2.0,2.0,,1.0,,,,,,,3.0,3.0,,,0.0468565,,,1.0,0.0,,,,,1.0,1.0,,,,,,,63.0,,,,,12.0,,,6.4,,,,,,1.0,,1.0,,4.0,,22.0,17.0,39.0,,,0,,49.0,2.0,1.0,,
2025-26,14025208,6,6,Tottenham_Hotspur,Home,983572,487053,Destiny Udogie,destiny-udogie,D,False,,,1.0,21.0,11.0,32.0,,,,4.0,,,,,,1.0,1.0,3.0,,,0.0161663,,,,0.0,,,,,,,,,,,,,84.0,,1.0,,,18.0,,,6.9,,,,,,2.0,,3.0,,2.0,,29.0,13.0,42.0,,,0,1.0,65.0,3.0,2.0,,1.0
2025-26,14025208,6,6,Tottenham_Hotspur,Home,998247,491279,Micky van de Ven,micky-van-de-ven,D,False,,,3.0,20.0,24.0,44.0,1.0,1.0,,5.0,,,1.0,2.0,,1.0,4.0,3.0,,,0.132988,0.0133,,,0.0,,,,,3.0,1.0,,,,,,,90.0,,,,,5.0,,,6.8,,,,,,2.0,1.0,,,4.0,,22.0,24.0,46.0,,,1,1.0,60.0,1.0,,1.0,1.0
2025-26,14025225,7,6,Tottenham_Hotspur,Away,94758,115556,Ben Davies,ben-davies,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025225,7,6,Tottenham_Hotspur,Away,794953,135720,Kevin Danso,kevin-danso,D,True,,,,,2.0,2.0,2.0,1.0,,,,,,,,,2.0,1.0,,,1.013e-05,,,,0.0,,,,,,,,,,,,,13.0,,,,,1.0,,,6.6,,,,,,1.0,,,,,,,2.0,2.0,,,0,,4.0,,,,
2025-26,14025225,7,6,Tottenham_Hotspur,Away,829932,221632,Cristian Romero,cristian-romero,D,False,,,2.0,13.0,34.0,47.0,2.0,,,3.0,,,,,,,3.0,3.0,,,0.0050823,,,1.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,6.0,,,6.7,,,,,,6.0,,,,5.0,,15.0,36.0,51.0,,,0,1.0,68.0,2.0,2.0,,
2025-26,14025225,7,6,Tottenham_Hotspur,Away,913654,441164,Pedro Porro,pedro-porro,D,False,,,1.0,21.0,6.0,27.0,,1.0,,4.0,,,,2.0,,1.0,6.0,5.0,,1.0,0.0151063,,,2.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,27.0,,,5.7,,,,,,7.0,1.0,5.0,,15.0,,36.0,9.0,45.0,,,0,2.0,76.0,,2.0,,1.0
2025-26,14025225,7,6,Tottenham_Hotspur,Away,945798,232859,Djed Spence,djed-spence,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025225,7,6,Tottenham_Hotspur,Away,983572,487053,Destiny Udogie,destiny-udogie,D,False,,,,22.0,15.0,37.0,2.0,1.0,,5.0,1.0,,,,,,5.0,3.0,,,0.0713218,,,2.0,0.0,,,,,,1.0,,,,,,,90.0,,1.0,,,6.0,,,6.8,,,,,,2.0,2.0,1.0,,,2.0,26.0,15.0,41.0,,,0,1.0,57.0,,,1.0,1.0
2025-26,14025225,7,6,Tottenham_Hotspur,Away,998247,491279,Micky van de Ven,micky-van-de-ven,D,False,,,2.0,7.0,32.0,39.0,,,,4.0,,,,,,,,3.0,,,0.00352006,,,,0.0,,,,,1.0,,,,,,,,90.0,,,,,7.0,,,6.8,,,,,,3.0,,,,6.0,,12.0,33.0,45.0,,,0,2.0,54.0,1.0,1.0,,2.0
2025-26,14025249,8,6,Tottenham_Hotspur,Home,794953,135720,Kevin Danso,kevin-danso,D,False,,,2.0,18.0,41.0,59.0,1.0,1.0,,3.0,,,,,,,1.0,2.0,,,0.0180509,,,,0.0,,,,,2.0,,,,,,,,90.0,,,,,11.0,,,6.7,,,,,,7.0,,,,3.0,,20.0,42.0,62.0,,,0,,83.0,1.0,1.0,,
2025-26,14025249,8,6,Tottenham_Hotspur,Home,913654,441164,Pedro Porro,pedro-porro,D,False,,,5.0,26.0,14.0,40.0,,1.0,,6.0,,,,,,1.0,3.0,6.0,,,0.020343,,,1.0,0.0,,,,,,2.0,,,,,,,90.0,,,,,22.0,,,6.7,,,,,,2.0,2.0,5.0,,11.0,,33.0,16.0,49.0,,,0,1.0,85.0,,3.0,1.0,1.0
2025-26,14025249,8,6,Tottenham_Hotspur,Home,945798,232859,Djed Spence,djed-spence,D,False,,,,18.0,11.0,29.0,,,,2.0,,,,,,,2.0,2.0,,,0.0207287,,,,0.0,,,,,,,,,,,,,86.0,,,,,7.0,,,6.5,,,,,,3.0,2.0,3.0,,,,18.0,11.0,29.0,,,0,2.0,43.0,1.0,,,1.0
2025-26,14025249,8,6,Tottenham_Hotspur,Home,998247,491279,Micky van de Ven,micky-van-de-ven,D,False,,,7.0,16.0,37.0,53.0,,3.0,,5.0,,,,,,,1.0,4.0,,,0.0055068,0.0994,,1.0,0.0,,,,,,,,,,,,,90.0,,1.0,,,3.0,,,6.9,,,1.0,,,3.0,,,,8.0,,18.0,37.0,55.0,,,1,,62.0,,1.0,,
2025-26,14025249,8,6,Tottenham_Hotspur,Home,1913038,640419,Jun'ai Byfield,junai-byfield,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025263,9,6,Tottenham_Hotspur,Away,794953,135720,Kevin Danso,kevin-danso,D,False,,,2.0,7.0,36.0,43.0,1.0,4.0,,3.0,,,,,,,1.0,6.0,,,0.00196387,,,,0.0,,,,,,,,,,,,,90.0,,2.0,,,8.0,,,8.1,,,,,,19.0,,,,6.0,,10.0,37.0,47.0,,,0,1.0,74.0,1.0,1.0,,1.0
2025-26,14025263,9,6,Tottenham_Hotspur,Away,913654,441164,Pedro Porro,pedro-porro,D,False,2.0,,3.0,14.0,20.0,34.0,1.0,,,3.0,1.0,,,1.0,,,4.0,3.0,,,0.261437,,,1.0,1.0,,,,,,2.0,,,,,,,90.0,,1.0,,,14.0,,,8.1,,,,,,5.0,1.0,3.0,,10.0,,21.0,22.0,43.0,,,0,2.0,66.0,1.0,1.0,,1.0
2025-26,14025263,9,6,Tottenham_Hotspur,Away,945798,232859,Djed Spence,djed-spence,D,False,,,1.0,7.0,19.0,26.0,,,,3.0,,,,2.0,,3.0,6.0,1.0,,,0.00469317,,,,0.0,,,,,,,,,,,,,90.0,,,,,10.0,,,6.5,,,,,,5.0,1.0,,,1.0,,8.0,20.0,28.0,,,0,1.0,46.0,1.0,,,
2025-26,14025263,9,6,Tottenham_Hotspur,Away,998247,491279,Micky van de Ven,micky-van-de-ven,D,False,,,3.0,17.0,46.0,63.0,3.0,1.0,,2.0,,,,,,,3.0,3.0,,,0.0652455,0.7667,1.9544,,0.0,2.0,,,,3.0,,,,,,,,90.0,2.0,,,,8.0,,,9.2,,,,,,7.0,,,,9.0,,24.0,47.0,71.0,,,2,1.0,86.0,,1.0,,
2025-26,14025263,9,6,Tottenham_Hotspur,Away,1913038,640419,Jun'ai Byfield,junai-byfield,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025289,10,6,Tottenham_Hotspur,Home,794953,135720,Kevin Danso,kevin-danso,D,False,,,2.0,8.0,20.0,28.0,4.0,2.0,,1.0,,,,,,,6.0,4.0,,,0.0438546,,,2.0,0.0,,,,,,,,,,,,,60.0,,,,,9.0,,,6.5,,,,,,2.0,,,,4.0,,12.0,23.0,35.0,,,0,2.0,44.0,1.0,,,1.0
2025-26,14025289,10,6,Tottenham_Hotspur,Home,829932,221632,Cristian Romero,cristian-romero,D,True,,,2.0,4.0,11.0,15.0,,1.0,,2.0,,,,,,1.0,2.0,6.0,,,0.00214372,,,1.0,0.0,,,,,,,,,,,,,30.0,,,,,6.0,,,7.2,,,,,,,2.0,,,3.0,,6.0,14.0,20.0,,,0,3.0,28.0,,,2.0,3.0
2025-26,14025289,10,6,Tottenham_Hotspur,Home,913654,441164,Pedro Porro,pedro-porro,D,False,,,2.0,11.0,7.0,18.0,2.0,1.0,,2.0,,,,,,,3.0,3.0,,2.0,0.0293655,,,,0.0,,,,,,,,,,,,,73.0,,,,,24.0,,,6.3,,,,,,1.0,2.0,5.0,,6.0,,20.0,11.0,31.0,,,0,,51.0,2.0,1.0,1.0,
2025-26,14025289,10,6,Tottenham_Hotspur,Home,945798,232859,Djed Spence,djed-spence,D,False,,,1.0,12.0,12.0,24.0,1.0,2.0,,4.0,,,,1.0,,2.0,7.0,7.0,,,0.0175786,,,2.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,19.0,,,6.4,,,,,,1.0,2.0,1.0,,3.0,,18.0,18.0,36.0,,,0,4.0,61.0,2.0,,1.0,2.0
2025-26,14025289,10,6,Tottenham_Hotspur,Home,983572,487053,Destiny Udogie,destiny-udogie,D,True,,,,1.0,2.0,3.0,1.0,,,1.0,,,,1.0,,,2.0,1.0,,,0.00017352,,,,0.0,,,,,,,,,,,,,17.0,,,,,4.0,,,6.7,,,,,,1.0,,,,2.0,,3.0,3.0,6.0,,,0,1.0,17.0,1.0,,,1.0
2025-26,14025289,10,6,Tottenham_Hotspur,Home,998247,491279,Micky van de Ven,micky-van-de-ven,D,False,,,1.0,11.0,41.0,52.0,3.0,1.0,,2.0,,,,,,,4.0,4.0,1.0,,0.00528377,,,,0.0,,,,,,,,,,,,,90.0,,,,,6.0,,,6.0,,,,,,2.0,2.0,,,3.0,,13.0,43.0,56.0,,,0,2.0,66.0,1.0,,1.0,1.0
2025-26,14025057,11,6,Tottenham_Hotspur,Home,794953,135720,Kevin Danso,kevin-danso,D,True,,,,2.0,1.0,3.0,,,,2.0,,,,,,1.0,2.0,,,,0.00169536,,,1.0,0.0,,,,,,,,,,,,,10.0,,,,,1.0,,,6.1,,,,,,,,,,,,2.0,1.0,3.0,,,0,,5.0,,,,
2025-26,14025057,11,6,Tottenham_Hotspur,Home,829932,221632,Cristian Romero,cristian-romero,D,False,,,2.0,19.0,31.0,50.0,1.0,1.0,,8.0,,1.0,,1.0,,,4.0,8.0,,,0.00935323,0.31,0.3098,2.0,0.0,,,,,,,,,,,,,88.0,1.0,,,,6.0,,,7.2,,,,,,2.0,1.0,,,2.0,,21.0,33.0,54.0,,,1,5.0,72.0,2.0,1.0,1.0,
2025-26,14025057,11,6,Tottenham_Hotspur,Home,913654,441164,Pedro Porro,pedro-porro,D,False,1.0,,1.0,20.0,10.0,30.0,1.0,1.0,,4.0,,,,,,,2.0,3.0,,,0.014812,,,1.0,0.0,,,,,,,,,,,,,67.0,,,,,29.0,,,6.4,,,,,,3.0,1.0,12.0,,7.0,,31.0,16.0,47.0,,,0,1.0,74.0,,,1.0,1.0
2025-26,14025057,11,6,Tottenham_Hotspur,Home,945798,232859,Djed Spence,djed-spence,D,False,,,2.0,15.0,17.0,32.0,3.0,2.0,,5.0,,,,,,1.0,6.0,6.0,,,0.0107998,,,1.0,0.0,,,,,,,,,,,,,90.0,,,,,14.0,,,6.3,,,,,,3.0,2.0,2.0,,5.0,,22.0,18.0,40.0,,,0,3.0,66.0,1.0,,1.0,3.0
2025-26,14025057,11,6,Tottenham_Hotspur,Home,983572,487053,Destiny Udogie,destiny-udogie,D,True,1.0,,,4.0,6.0,10.0,,,,2.0,,,,,,,1.0,2.0,,,0.0344523,,,,1.0,,,,,,2.0,,,,,,,23.0,,,,,3.0,,,6.6,,,,,,,2.0,1.0,,,,5.0,6.0,11.0,,,0,,22.0,,1.0,1.0,
