season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352309,1,6,Tottenham_Hotspur,Away,94758,115556,Ben Davies,ben-davies,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352309,1,6,Tottenham_Hotspur,Away,566102,173904,Davinson Sánchez,davinson-sanchez,D,True,,,3.0,43.0,24.0,67.0,1.0,3.0,4.0,,,,,,,3.0,4.0,,,0.0281999,0.1205,0.0,2.0,,,,,,1.0,,,76.0,,2.0,,,,,8.0,,7.0,,,1.0,,2.0,,,,6.0,,47.0,27.0,74.0,1,,84.0,1.0,1.0,,
2023-24,11352309,1,6,Tottenham_Hotspur,Away,829932,221632,Cristian Romero,cristian-romero,D,False,,,,5.0,3.0,8.0,1.0,,1.0,,,,,,,1.0,,,,0.00678429,0.5809,0.6226,,,1.0,,,,,,,14.0,1.0,,,,,,,,7.5,,,,,1.0,,,,,,5.0,3.0,8.0,1,,10.0,,,,
2023-24,11352309,1,6,Tottenham_Hotspur,Away,856123,241157,Emerson Royal,emerson-royal,D,False,,,1.0,70.0,26.0,96.0,,,8.0,,,,2.0,,,5.0,3.0,,,0.137953,0.0336,0.2362,1.0,,1.0,,,,,,,90.0,1.0,,,,,,14.0,,7.6,,,,,3.0,3.0,2.0,,3.0,,81.0,27.0,106.0,1,1.0,134.0,,1.0,1.0,1.0
2023-24,11352309,1,6,Tottenham_Hotspur,Away,913654,441164,Pedro Porro,pedro-porro,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352309,1,6,Tottenham_Hotspur,Away,983572,487053,Destiny Udogie,destiny-udogie,D,False,,,,48.0,15.0,63.0,1.0,,5.0,,,,,,,6.0,5.0,,,0.037461,0.0,0.0,2.0,,,,,,3.0,1.0,,90.0,,,,,,,10.0,,7.2,,,,,,3.0,2.0,,,,52.0,17.0,67.0,0,3.0,86.0,,2.0,,3.0
2023-24,11352309,1,6,Tottenham_Hotspur,Away,998247,491279,Micky van de Ven,micky-van-de-ven,D,False,,,1.0,36.0,31.0,67.0,1.0,4.0,6.0,,,,,,,1.0,9.0,,,0.0251334,0.0296,0.0,,,,,,,,,,90.0,,,,,,,5.0,,7.3,,,2.0,,5.0,2.0,,,2.0,,37.0,34.0,71.0,2,2.0,85.0,1.0,1.0,2.0,2.0
2023-24,11352407,2,6,Tottenham_Hotspur,Home,94758,115556,Ben Davies,ben-davies,D,True,,,,4.0,5.0,9.0,1.0,,,,1.0,1.0,1.0,,1.0,4.0,3.0,,,0.00301103,0.4272,0.0,,,,,,,,,,20.0,,1.0,,,,,4.0,,6.9,,,1.0,,1.0,2.0,,,1.0,,6.0,5.0,11.0,2,1.0,22.0,,1.0,1.0,1.0
2023-24,11352407,2,6,Tottenham_Hotspur,Home,566102,173904,Davinson Sánchez,davinson-sanchez,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352407,2,6,Tottenham_Hotspur,Home,829932,221632,Cristian Romero,cristian-romero,D,False,,,3.0,18.0,49.0,67.0,1.0,,4.0,,,,,,,1.0,1.0,,,0.0120046,0.1105,0.0,,,,,,,1.0,,,90.0,,3.0,,,,,9.0,,7.6,,,1.0,,4.0,,,,6.0,,23.0,53.0,76.0,1,1.0,91.0,,,,
