season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896992,1,6,Tottenham_Hotspur,Home,44575,55605,Toby Alderweireld,toby-alderweireld,D,False,,,4.0,23.0,45.0,68.0,,3.0,4.0,,,,1.0,,,3.0,4.0,,,2.0,,,,,1.0,1.0,,90.0,,1.0,,,,,12.0,,6.8,,,,,1.0,1.0,,,13.0,,32.0,47.0,79.0,0,,87.0,1.0,,1.0,
2020-21,8896992,1,6,Tottenham_Hotspur,Home,94758,115556,Ben Davies,ben-davies,D,False,3.0,,1.0,33.0,16.0,46.0,2.0,1.0,2.0,,,1.0,,,,3.0,4.0,,1.0,1.0,,,,,1.0,2.0,,90.0,,1.0,,,,,17.0,,7.0,,,,,2.0,,8.0,,4.0,,45.0,18.0,55.0,1,1.0,87.0,1.0,2.0,,
2020-21,8896992,1,6,Tottenham_Hotspur,Home,105697,80226,Serge Aurier,serge-aurier,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896992,1,6,Tottenham_Hotspur,Home,143047,87835,Matt Doherty,matt-doherty,D,False,,,1.0,24.0,12.0,36.0,1.0,2.0,2.0,,1.0,,1.0,,1.0,5.0,5.0,,,2.0,,,,,,,,76.0,1.0,2.0,,,,,13.0,,6.7,,,,,1.0,2.0,1.0,,2.0,,31.0,14.0,44.0,1,1.0,69.0,3.0,,2.0,
2020-21,8896992,1,6,Tottenham_Hotspur,Home,146101,93264,Eric Dier,eric-dier,D,False,,,6.0,13.0,47.0,60.0,4.0,3.0,4.0,,,,2.0,,,6.0,3.0,,,1.0,,,,,1.0,,,90.0,,,,,,,8.0,,6.6,,,,,6.0,,,,10.0,,19.0,48.0,67.0,0,,75.0,1.0,,,
2020-21,8896992,1,6,Tottenham_Hotspur,Home,566102,173904,Davinson Sánchez,davinson-sanchez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896924,2,6,Tottenham_Hotspur,Away,44575,55605,Toby Alderweireld,toby-alderweireld,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896924,2,6,Tottenham_Hotspur,Away,94758,115556,Ben Davies,ben-davies,D,False,,,2.0,18.0,8.0,26.0,,2.0,1.0,,,,2.0,,,7.0,2.0,,,4.0,,,,,,,,90.0,,1.0,,,,,20.0,,5.9,,,,,1.0,1.0,2.0,,3.0,,30.0,10.0,38.0,0,,54.0,,,,
2020-21,8896924,2,6,Tottenham_Hotspur,Away,105697,80226,Serge Aurier,serge-aurier,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896924,2,6,Tottenham_Hotspur,Away,143047,87835,Matt Doherty,matt-doherty,D,False,,,1.0,7.0,11.0,18.0,3.0,8.0,2.0,,,,1.0,,,6.0,12.0,,,3.0,,,,,1.0,,,90.0,,,,1.0,,,21.0,,6.3,,,,,3.0,,,,3.0,,10.0,23.0,33.0,0,2.0,62.0,,2.0,,1.0
2020-21,8896924,2,6,Tottenham_Hotspur,Away,146101,93264,Eric Dier,eric-dier,D,False,,,8.0,8.0,35.0,43.0,1.0,4.0,3.0,,,,,,,1.0,5.0,,,,,,,,2.0,,,90.0,,,,,,,15.0,,6.8,,,,,6.0,,,,16.0,,16.0,40.0,56.0,0,,68.0,,1.0,,
2020-21,8896924,2,6,Tottenham_Hotspur,Away,566102,173904,Davinson Sánchez,davinson-sanchez,D,False,,,2.0,4.0,28.0,32.0,1.0,7.0,7.0,,,,1.0,,,3.0,10.0,,,1.0,,,,,,,,90.0,,,,,,,20.0,,6.6,,,,,3.0,,,,9.0,,11.0,39.0,50.0,0,3.0,59.0,2.0,,,1.0
2020-21,8896939,3,6,Tottenham_Hotspur,Home,44575,55605,Toby Alderweireld,toby-alderweireld,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896939,3,6,Tottenham_Hotspur,Home,94758,115556,Ben Davies,ben-davies,D,False,2.0,,,23.0,16.0,37.0,3.0,2.0,4.0,,,,1.0,,,6.0,5.0,,,2.0,,,,,,,,90.0,,,,,,,10.0,,6.6,,,,,3.0,,3.0,,1.0,,31.0,16.0,44.0,0,2.0,66.0,,1.0,,2.0
2020-21,8896939,3,6,Tottenham_Hotspur,Home,143047,87835,Matt Doherty,matt-doherty,D,False,,,1.0,41.0,20.0,61.0,4.0,4.0,6.0,,,,2.0,,,8.0,8.0,,,,,,,,2.0,2.0,,90.0,,1.0,,,,,18.0,,6.8,,,,,3.0,3.0,3.0,,3.0,,53.0,20.0,70.0,0,1.0,101.0,4.0,2.0,1.0,
2020-21,8896939,3,6,Tottenham_Hotspur,Home,146101,93264,Eric Dier,eric-dier,D,False,,,5.0,24.0,38.0,62.0,5.0,4.0,5.0,,1.0,,,,,5.0,4.0,,,1.0,,,,,1.0,,,90.0,,1.0,,1.0,,,4.0,,6.6,,,1.0,,5.0,,,,7.0,,26.0,39.0,65.0,1,,74.0,1.0,,,
2020-21,8896939,3,6,Tottenham_Hotspur,Home,566102,173904,Davinson Sánchez,davinson-sanchez,D,False,,,1.0,25.0,31.0,56.0,2.0,2.0,3.0,,,2.0,,,,4.0,3.0,,,2.0,,,,,3.0,,,90.0,,,,,,,7.0,,6.8,,,,,2.0,,,,4.0,,30.0,33.0,63.0,2,1.0,71.0,,,,
2020-21,8896939,3,6,Tottenham_Hotspur,Home,858195,199249,Sergio Reguilón,sergio-reguilon,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896904,4,6,Tottenham_Hotspur,Away,44575,55605,Toby Alderweireld,toby-alderweireld,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896904,4,6,Tottenham_Hotspur,Away,94758,115556,Ben Davies,ben-davies,D,True,,,,9.0,11.0,20.0,,,2.0,,,,1.0,,,1.0,3.0,,,,,,,,,,,17.0,,,,,,1.0,3.0,,7.1,,,,,1.0,1.0,,,,,10.0,13.0,23.0,0,1.0,30.0,,1.0,1.0,
2020-21,8896904,4,6,Tottenham_Hotspur,Away,105697,80226,Serge Aurier,serge-aurier,D,False,,,1.0,24.0,32.0,56.0,2.0,,2.0,1.0,,1.0,1.0,,1.0,4.0,7.0,,,,1.0,1.0,,,2.0,1.0,,90.0,2.0,,,,,,13.0,,8.7,,,,,3.0,1.0,1.0,,1.0,,32.0,35.0,66.0,3,4.0,93.0,1.0,2.0,1.0,3.0
2020-21,8896904,4,6,Tottenham_Hotspur,Away,143047,87835,Matt Doherty,matt-doherty,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896904,4,6,Tottenham_Hotspur,Away,146101,93264,Eric Dier,eric-dier,D,False,,,5.0,12.0,69.0,81.0,3.0,,4.0,,,,,,,3.0,,,,,,,,,,,,90.0,,1.0,,,,,3.0,,6.8,,,,,4.0,,,,8.0,,15.0,69.0,84.0,0,,90.0,,,,
2020-21,8896904,4,6,Tottenham_Hotspur,Away,566102,173904,Davinson Sánchez,davinson-sanchez,D,False,,,7.0,14.0,68.0,82.0,,2.0,3.0,,,1.0,1.0,,,2.0,5.0,,,1.0,,,,,,,,90.0,,,,1.0,,,6.0,,6.9,,,,,5.0,,,,10.0,,16.0,71.0,87.0,1,3.0,99.0,1.0,,,1.0
2020-21,8896904,4,6,Tottenham_Hotspur,Away,858195,199249,Sergio Reguilón,sergio-reguilon,D,False,,,2.0,24.0,28.0,52.0,,,3.0,,,1.0,5.0,,2.0,8.0,5.0,,,,,,,,,4.0,,90.0,,,,,,,23.0,,6.3,,,1.0,,1.0,3.0,2.0,,6.0,,36.0,31.0,65.0,2,3.0,95.0,3.0,,2.0,1.0
2020-21,8896878,5,6,Tottenham_Hotspur,Home,44575,55605,Toby Alderweireld,toby-alderweireld,D,False,,,3.0,8.0,30.0,38.0,,,2.0,,,,2.0,,,2.0,7.0,,,,,,,,,,,90.0,,,,,,,9.0,,6.7,,,,,6.0,,,,9.0,,11.0,36.0,47.0,0,7.0,61.0,,,,4.0
2020-21,8896878,5,6,Tottenham_Hotspur,Home,94758,115556,Ben Davies,ben-davies,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896878,5,6,Tottenham_Hotspur,Home,105697,80226,Serge Aurier,serge-aurier,D,False,1.0,,1.0,12.0,23.0,34.0,,2.0,5.0,1.0,,,4.0,,,8.0,8.0,,,4.0,,,,,2.0,1.0,,90.0,,,,,,,17.0,,6.7,,,,,4.0,2.0,4.0,,4.0,,22.0,27.0,45.0,0,4.0,80.0,2.0,,2.0,3.0
2020-21,8896878,5,6,Tottenham_Hotspur,Home,143047,87835,Matt Doherty,matt-doherty,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896878,5,6,Tottenham_Hotspur,Home,566102,173904,Davinson Sánchez,davinson-sanchez,D,False,,,2.0,5.0,42.0,47.0,2.0,1.0,4.0,,,,1.0,,,5.0,3.0,,,2.0,,,,,,,,90.0,,1.0,1.0,,,,10.0,,6.2,,,,,8.0,,,,4.0,,10.0,47.0,57.0,0,2.0,72.0,,,,1.0
2020-21,8896878,5,6,Tottenham_Hotspur,Home,858195,199249,Sergio Reguilón,sergio-reguilon,D,False,1.0,,3.0,20.0,21.0,40.0,1.0,,4.0,1.0,,,1.0,,1.0,5.0,2.0,,,1.0,1.0,,,,2.0,1.0,,90.0,,,,,,,16.0,,6.5,,,,,2.0,1.0,3.0,,8.0,,27.0,26.0,50.0,0,1.0,71.0,2.0,1.0,,1.0
2020-21,8896877,6,6,Tottenham_Hotspur,Away,44575,55605,Toby Alderweireld,toby-alderweireld,D,False,,,3.0,12.0,41.0,53.0,6.0,4.0,3.0,,,,,,,6.0,4.0,,,,,,,,,1.0,,90.0,,3.0,,,,,9.0,,7.6,,,,,5.0,,,,9.0,,19.0,43.0,62.0,0,,72.0,,1.0,,
2020-21,8896877,6,6,Tottenham_Hotspur,Away,94758,115556,Ben Davies,ben-davies,D,False,,,2.0,25.0,22.0,47.0,2.0,3.0,6.0,,,,1.0,,,4.0,3.0,,1.0,1.0,,,,,1.0,,,90.0,,1.0,,,,,19.0,,6.8,,,,,1.0,,5.0,,5.0,1.0,37.0,28.0,60.0,0,,84.0,,,,
2020-21,8896877,6,6,Tottenham_Hotspur,Away,143047,87835,Matt Doherty,matt-doherty,D,False,1.0,,2.0,24.0,19.0,42.0,1.0,7.0,5.0,,,,1.0,,1.0,4.0,10.0,,,,,,,,2.0,1.0,,90.0,,,,,,,15.0,,7.5,,,,,3.0,1.0,4.0,,4.0,,33.0,21.0,50.0,0,3.0,74.0,1.0,,,2.0
2020-21,8896877,6,6,Tottenham_Hotspur,Away,146101,93264,Eric Dier,eric-dier,D,False,,,7.0,16.0,53.0,69.0,6.0,5.0,4.0,,,,,,,6.0,6.0,,,,,,,,1.0,,,90.0,,,,,,,12.0,,7.2,,,,,3.0,,,,13.0,,22.0,59.0,81.0,0,1.0,87.0,,,,
2020-21,8896877,6,6,Tottenham_Hotspur,Away,828640,214225,Joe Rodon,joe-rodon,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896877,6,6,Tottenham_Hotspur,Away,858195,199249,Sergio Reguilón,sergio-reguilon,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897002,7,6,Tottenham_Hotspur,Home,44575,55605,Toby Alderweireld,toby-alderweireld,D,False,,,6.0,9.0,29.0,38.0,1.0,,3.0,,,,,,,1.0,,,,,,,,,,,,90.0,,1.0,,,,,10.0,,6.7,,,,,5.0,,,,13.0,,17.0,31.0,48.0,0,,54.0,,,,
2020-21,8897002,7,6,Tottenham_Hotspur,Home,94758,115556,Ben Davies,ben-davies,D,True,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,12.0,,,,,,,1.0,,6.7,,,,,,,,,,,,1.0,1.0,0,1.0,3.0,,,,1.0
2020-21,8897002,7,6,Tottenham_Hotspur,Home,143047,87835,Matt Doherty,matt-doherty,D,False,,,1.0,14.0,9.0,23.0,1.0,4.0,3.0,,,,2.0,,,4.0,10.0,,,1.0,,,,,3.0,,,90.0,,,,,,,16.0,,6.9,,,,,1.0,,1.0,,4.0,,22.0,12.0,33.0,0,4.0,64.0,1.0,2.0,,2.0
2020-21,8897002,7,6,Tottenham_Hotspur,Home,146101,93264,Eric Dier,eric-dier,D,False,,,3.0,4.0,38.0,42.0,,1.0,2.0,,,,,,,,1.0,,,,,,,,1.0,,,90.0,,1.0,,,,,6.0,,6.8,,,,,5.0,,,,7.0,,8.0,40.0,48.0,0,,57.0,,,,
2020-21,8897002,7,6,Tottenham_Hotspur,Home,828640,214225,Joe Rodon,joe-rodon,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897002,7,6,Tottenham_Hotspur,Home,858195,199249,Sergio Reguilón,sergio-reguilon,D,False,1.0,,8.0,19.0,21.0,39.0,,,5.0,1.0,,,,,,1.0,1.0,,,1.0,1.0,,,,,1.0,,90.0,1.0,,,,,,19.0,,7.4,,,,,,,2.0,,11.0,,29.0,23.0,50.0,1,1.0,73.0,1.0,,,1.0
2020-21,8896851,8,6,Tottenham_Hotspur,Away,44575,55605,Toby Alderweireld,toby-alderweireld,D,False,,,6.0,20.0,26.0,46.0,,3.0,6.0,,,,,,,,3.0,,,,,,,,,,,90.0,1.0,,,,,,10.0,,7.4,,,,,5.0,,,,9.0,,23.0,33.0,56.0,1,,67.0,,,,
2020-21,8896851,8,6,Tottenham_Hotspur,Away,94758,115556,Ben Davies,ben-davies,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896851,8,6,Tottenham_Hotspur,Away,105697,80226,Serge Aurier,serge-aurier,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896851,8,6,Tottenham_Hotspur,Away,143047,87835,Matt Doherty,matt-doherty,D,False,2.0,,2.0,22.0,16.0,36.0,4.0,1.0,2.0,1.0,,,2.0,,1.0,8.0,2.0,,,1.0,1.0,,,,1.0,2.0,,90.0,,,,,,,17.0,,7.2,,,,,3.0,,3.0,,3.0,,29.0,18.0,44.0,0,1.0,72.0,2.0,,,1.0
2020-21,8896851,8,6,Tottenham_Hotspur,Away,146101,93264,Eric Dier,eric-dier,D,False,,,2.0,10.0,40.0,50.0,2.0,5.0,7.0,,,,,,,3.0,6.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,18.0,,7.2,,,,,7.0,,,,7.0,,20.0,48.0,68.0,0,,78.0,,1.0,,
2020-21,8896851,8,6,Tottenham_Hotspur,Away,828640,214225,Joe Rodon,joe-rodon,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896851,8,6,Tottenham_Hotspur,Away,858195,199249,Sergio Reguilón,sergio-reguilon,D,False,1.0,,2.0,28.0,24.0,51.0,6.0,1.0,10.0,,,1.0,1.0,,1.0,14.0,4.0,,,3.0,,,,,2.0,1.0,,90.0,1.0,1.0,,,,,21.0,,7.1,,,1.0,,7.0,4.0,6.0,,7.0,,42.0,26.0,62.0,3,2.0,99.0,1.0,,1.0,1.0
2020-21,8896862,9,6,Tottenham_Hotspur,Home,44575,55605,Toby Alderweireld,toby-alderweireld,D,False,,,4.0,7.0,11.0,18.0,,1.0,2.0,,,,1.0,,,2.0,2.0,,,1.0,,,,,2.0,,,81.0,,3.0,,,,,7.0,,7.3,,,,,7.0,,,,8.0,,12.0,13.0,25.0,0,1.0,39.0,,,,
2020-21,8896862,9,6,Tottenham_Hotspur,Home,94758,115556,Ben Davies,ben-davies,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896862,9,6,Tottenham_Hotspur,Home,105697,80226,Serge Aurier,serge-aurier,D,False,1.0,,2.0,12.0,8.0,19.0,2.0,3.0,3.0,,,,,,,4.0,10.0,,,2.0,,,,,,,,90.0,,1.0,,,,,20.0,,7.6,,,,,4.0,1.0,1.0,,7.0,,18.0,16.0,33.0,0,5.0,55.0,2.0,1.0,1.0,1.0
2020-21,8896862,9,6,Tottenham_Hotspur,Home,146101,93264,Eric Dier,eric-dier,D,False,,,4.0,4.0,21.0,25.0,1.0,1.0,6.0,,,1.0,1.0,,1.0,4.0,3.0,,,1.0,,,,,1.0,,,90.0,,3.0,,,,,9.0,,7.3,,,,,8.0,,,,11.0,,9.0,24.0,33.0,1,2.0,51.0,,,,
2020-21,8896862,9,6,Tottenham_Hotspur,Home,828640,214225,Joe Rodon,joe-rodon,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,1.0,,6.4,,,,,,,,,1.0,,1.0,,1.0,0,,1.0,,,,
