season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6767929,1,6,Tottenham_Hotspur,Away,16921,39194,Jan Vertonghen,jan-vertonghen,D,False,,,4.0,14.0,42.0,56.0,1.0,1.0,5.0,,,,,,,,2.0,2.0,,,1.0,,,,,3.0,,,90.0,,1.0,,,,,,6.8,,,,,2.0,,,,5.0,,18.0,42.0,60.0,0,1.0,68.0,1.0,,
2015-16,6767929,1,6,Tottenham_Hotspur,Away,44575,55605,Toby Alderweireld,toby-alderweireld,D,False,,,8.0,11.0,47.0,58.0,1.0,1.0,3.0,,,1.0,1.0,,,,4.0,4.0,,,2.0,,,,,6.0,1.0,,90.0,1.0,,,,,,,7.7,,,,,7.0,2.0,1.0,,19.0,,23.0,48.0,70.0,2,1.0,90.0,,,2.0
2015-16,6767929,1,6,Tottenham_Hotspur,Away,44614,58621,Kyle Walker,kyle-walker,D,False,,,2.0,13.0,13.0,26.0,,1.0,7.0,,,,,,,,1.0,11.0,,,,,,,,5.0,,,90.0,1.0,1.0,1.0,,,,,7.7,,,,,4.0,1.0,,,11.0,,18.0,21.0,39.0,1,8.0,80.0,2.0,2.0,
2015-16,6767929,1,6,Tottenham_Hotspur,Away,69256,77794,Kieran Trippier,kieran-trippier,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767929,1,6,Tottenham_Hotspur,Away,94758,115556,Ben Davies,ben-davies,D,False,,,2.0,9.0,11.0,20.0,,2.0,3.0,,,,,,,,1.0,3.0,,,1.0,,,,,3.0,,,90.0,,,,,,,,6.8,,,,,6.0,1.0,3.0,,4.0,,17.0,13.0,27.0,0,,49.0,,,1.0
2015-16,6767929,1,6,Tottenham_Hotspur,Away,141203,97485,Kevin Wimmer,kevin-wimmer,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767929,1,6,Tottenham_Hotspur,Away,146101,93264,Eric Dier,eric-dier,D,False,,,1.0,9.0,25.0,34.0,2.0,,3.0,,,,1.0,,,,4.0,4.0,,,1.0,,,,,2.0,,,77.0,,,,,,,,6.8,,,,,,,,,6.0,,13.0,30.0,43.0,0,4.0,49.0,,,
2015-16,6767954,2,6,Tottenham_Hotspur,Home,16586,38290,Danny Rose,danny-rose,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767954,2,6,Tottenham_Hotspur,Home,16921,39194,Jan Vertonghen,jan-vertonghen,D,False,,,3.0,8.0,38.0,46.0,1.0,4.0,3.0,,,,,,,,1.0,5.0,,,,,,,,2.0,,,90.0,,,,,,,,6.7,,,,,5.0,,,,7.0,,12.0,40.0,52.0,0,,60.0,,1.0,
2015-16,6767954,2,6,Tottenham_Hotspur,Home,44575,55605,Toby Alderweireld,toby-alderweireld,D,False,,,5.0,8.0,42.0,50.0,2.0,2.0,1.0,,,,,,,,3.0,3.0,,,1.0,,,,,1.0,,,90.0,,,,1.0,,,,6.0,,,,,1.0,,,,14.0,,14.0,47.0,61.0,0,1.0,65.0,,,
