season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437081,1,6,Tottenham_Hotspur,Away,16921,39194,Jan Vertonghen,jan-vertonghen,D,False,,,4.0,28.0,49.0,77.0,,3.0,3.0,,,,,,,,,5.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,10.0,,7.3,,,,,4.0,,,,12.0,,37.0,50.0,87.0,0,1.0,94.0,,1.0,,
2017-18,7437081,1,6,Tottenham_Hotspur,Away,44575,55605,Toby Alderweireld,toby-alderweireld,D,False,,,4.0,43.0,50.0,93.0,2.0,2.0,3.0,,,,,,,,2.0,3.0,,,,,,,,,1.0,,90.0,,,,,,,,10.0,,7.3,,,,,5.0,,,,11.0,,51.0,51.0,102.0,0,1.0,111.0,,,,
2017-18,7437081,1,6,Tottenham_Hotspur,Away,94758,115556,Ben Davies,ben-davies,D,False,1.0,,2.0,48.0,21.0,68.0,3.0,1.0,7.0,,,,,,,1.0,6.0,3.0,,,2.0,,1.0,,,,2.0,,90.0,1.0,,,,,,,14.0,,7.8,,,,,4.0,,5.0,,4.0,,58.0,23.0,76.0,1,1.0,109.0,,1.0,,
2017-18,7437081,1,6,Tottenham_Hotspur,Away,141203,97485,Kevin Wimmer,kevin-wimmer,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437081,1,6,Tottenham_Hotspur,Away,146101,93264,Eric Dier,eric-dier,D,False,,,3.0,40.0,39.0,79.0,2.0,3.0,6.0,,,1.0,,,,,2.0,6.0,,,,,,,,2.0,,,90.0,,,,,,,,12.0,,7.3,,,,,2.0,1.0,2.0,,4.0,,50.0,40.0,88.0,1,2.0,103.0,1.0,,1.0,
2017-18,7437081,1,6,Tottenham_Hotspur,Away,795972,168763,Cameron Carter-Vickers,cameron-carter-vickers,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437081,1,6,Tottenham_Hotspur,Away,823085,158534,Kyle Walker-Peters,kyle-walker-peters,D,False,1.0,,,34.0,16.0,49.0,3.0,1.0,4.0,,,,1.0,,,1.0,7.0,6.0,,,,,,,,,1.0,,90.0,,,,,,,,12.0,,7.0,,,,,3.0,3.0,5.0,,1.0,,41.0,18.0,54.0,0,2.0,82.0,,2.0,1.0,
2017-18,7437731,2,6,Tottenham_Hotspur,Home,16921,39194,Jan Vertonghen,jan-vertonghen,D,False,,,5.0,32.0,35.0,67.0,1.0,1.0,9.0,,,1.0,,,,,3.0,6.0,,,2.0,,,,,,,,90.0,,2.0,,,,,,19.0,,7.0,,,,,2.0,2.0,3.0,,11.0,,48.0,38.0,83.0,1,2.0,99.0,,1.0,2.0,
2017-18,7437731,2,6,Tottenham_Hotspur,Home,44575,55605,Toby Alderweireld,toby-alderweireld,D,False,,,13.0,24.0,45.0,69.0,4.0,1.0,3.0,,,,1.0,,,,6.0,2.0,,,1.0,,,,,,,,90.0,,1.0,,,,,,7.0,,6.8,,,1.0,,3.0,,,,14.0,,28.0,48.0,76.0,1,,85.0,,1.0,,
2017-18,7437731,2,6,Tottenham_Hotspur,Home,69256,77794,Kieran Trippier,kieran-trippier,D,False,,,2.0,22.0,20.0,42.0,1.0,1.0,3.0,,,,,,,1.0,3.0,3.0,,,,,,,,,1.0,,89.0,,,,,,,,20.0,,6.7,,,,,4.0,2.0,4.0,,3.0,,36.0,21.0,53.0,0,,80.0,2.0,2.0,1.0,
2017-18,7437731,2,6,Tottenham_Hotspur,Home,94758,115556,Ben Davies,ben-davies,D,False,4.0,,,26.0,12.0,34.0,,1.0,1.0,,,2.0,1.0,,,1.0,2.0,6.0,,,,,,,,,2.0,,80.0,1.0,,,,,,,18.0,,7.2,,,,,2.0,,11.0,,1.0,,37.0,16.0,42.0,3,2.0,75.0,1.0,3.0,,
2017-18,7437731,2,6,Tottenham_Hotspur,Home,141203,97485,Kevin Wimmer,kevin-wimmer,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437731,2,6,Tottenham_Hotspur,Home,146101,93264,Eric Dier,eric-dier,D,False,,,2.0,33.0,24.0,57.0,4.0,1.0,2.0,,,,1.0,,,1.0,7.0,5.0,,,1.0,,,,,1.0,1.0,,68.0,,,,,,,,12.0,,6.7,,,,,1.0,1.0,4.0,,3.0,,42.0,25.0,63.0,0,2.0,79.0,1.0,1.0,1.0,
2017-18,7437731,2,6,Tottenham_Hotspur,Home,823085,158534,Kyle Walker-Peters,kyle-walker-peters,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437780,3,6,Tottenham_Hotspur,Home,16921,39194,Jan Vertonghen,jan-vertonghen,D,False,,,5.0,39.0,39.0,78.0,6.0,4.0,10.0,,,1.0,,,,,7.0,5.0,,,1.0,,,,,,,,90.0,,1.0,,,,,,12.0,,6.9,,,,,6.0,1.0,1.0,,11.0,,47.0,41.0,87.0,1,,102.0,1.0,1.0,1.0,
2017-18,7437780,3,6,Tottenham_Hotspur,Home,44575,55605,Toby Alderweireld,toby-alderweireld,D,False,,,11.0,31.0,38.0,69.0,6.0,2.0,3.0,,,1.0,,,,,7.0,4.0,,,,,,,,2.0,,,90.0,,1.0,,,,,,10.0,,7.0,,,,,2.0,2.0,,,13.0,,36.0,42.0,78.0,1,1.0,88.0,,,1.0,
2017-18,7437780,3,6,Tottenham_Hotspur,Home,69256,77794,Kieran Trippier,kieran-trippier,D,False,1.0,,2.0,28.0,20.0,47.0,1.0,,4.0,,,,1.0,,,1.0,3.0,2.0,,,,,,,,,,,90.0,,,,,,,,14.0,,7.0,,,,,3.0,1.0,5.0,,3.0,,38.0,23.0,56.0,0,1.0,77.0,,,1.0,
2017-18,7437780,3,6,Tottenham_Hotspur,Home,94758,115556,Ben Davies,ben-davies,D,False,3.0,,3.0,34.0,11.0,42.0,1.0,1.0,1.0,,,,1.0,,,,4.0,5.0,,,2.0,,,,,,5.0,,90.0,,,,,,,,15.0,,7.7,,,1.0,,2.0,,6.0,,6.0,,43.0,14.0,51.0,1,3.0,74.0,3.0,1.0,,
2017-18,7437780,3,6,Tottenham_Hotspur,Home,146101,93264,Eric Dier,eric-dier,D,False,,,2.0,27.0,33.0,60.0,4.0,5.0,6.0,,,1.0,1.0,,,,5.0,6.0,,,,,,,,2.0,1.0,,90.0,,,,,,,,8.0,,6.8,,,1.0,,3.0,,,,3.0,,31.0,37.0,68.0,2,1.0,76.0,,,,
2017-18,7437780,3,6,Tottenham_Hotspur,Home,566102,173904,Davinson Sánchez,davinson-sanchez,D,True,,,,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,2.0,2.0,4.0,0,,4.0,,,,
2017-18,7437780,3,6,Tottenham_Hotspur,Home,823085,158534,Kyle Walker-Peters,kyle-walker-peters,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437756,4,6,Tottenham_Hotspur,Away,16921,39194,Jan Vertonghen,jan-vertonghen,D,False,,,4.0,20.0,34.0,54.0,2.0,1.0,4.0,,,,1.0,,,,3.0,6.0,,,,,,,,1.0,1.0,,90.0,,1.0,,,,,,9.0,,7.4,,,,,4.0,1.0,,,8.0,,26.0,37.0,63.0,0,4.0,76.0,,,1.0,
2017-18,7437756,4,6,Tottenham_Hotspur,Away,44575,55605,Toby Alderweireld,toby-alderweireld,D,False,,,11.0,16.0,24.0,40.0,,3.0,4.0,,,,,,,,1.0,6.0,,,1.0,,,,,,,,90.0,,1.0,,,,,,10.0,,7.5,,,1.0,,6.0,2.0,,,18.0,,22.0,28.0,50.0,1,1.0,66.0,,,2.0,
2017-18,7437756,4,6,Tottenham_Hotspur,Away,69256,77794,Kieran Trippier,kieran-trippier,D,False,1.0,,7.0,25.0,18.0,42.0,1.0,2.0,9.0,1.0,,,,,,,3.0,6.0,,,2.0,1.0,,,,,2.0,,90.0,,1.0,,,,,,18.0,,7.6,,,,,2.0,,2.0,,13.0,,39.0,18.0,55.0,0,2.0,80.0,,2.0,,
2017-18,7437756,4,6,Tottenham_Hotspur,Away,94758,115556,Ben Davies,ben-davies,D,False,2.0,,2.0,29.0,12.0,39.0,1.0,1.0,6.0,1.0,,,1.0,,,1.0,3.0,4.0,,,,1.0,,,,,4.0,,90.0,1.0,,,,,,,22.0,,7.9,,,,,6.0,,10.0,,7.0,,45.0,14.0,49.0,1,1.0,86.0,,2.0,,
2017-18,7437756,4,6,Tottenham_Hotspur,Away,105697,80226,Serge Aurier,serge-aurier,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437756,4,6,Tottenham_Hotspur,Away,146101,93264,Eric Dier,eric-dier,D,False,,,4.0,26.0,12.0,38.0,1.0,2.0,11.0,,,,1.0,,,,4.0,4.0,,,1.0,,,,,2.0,,,90.0,,,,,,,,4.0,,6.9,,,,,1.0,1.0,,,4.0,,29.0,12.0,41.0,0,2.0,51.0,,,,
2017-18,7437756,4,6,Tottenham_Hotspur,Away,566102,173904,Davinson Sánchez,davinson-sanchez,D,False,,,1.0,6.0,29.0,35.0,3.0,3.0,3.0,,,,,,,1.0,7.0,3.0,,,3.0,,,,,3.0,,,90.0,,1.0,,,,,,5.0,,7.0,,,,,9.0,,,,3.0,,8.0,31.0,39.0,0,,54.0,,,,
2017-18,7437756,4,6,Tottenham_Hotspur,Away,823085,158534,Kyle Walker-Peters,kyle-walker-peters,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437768,5,6,Tottenham_Hotspur,Home,16921,39194,Jan Vertonghen,jan-vertonghen,D,False,,,4.0,97.0,23.0,120.0,4.0,2.0,7.0,,,,3.0,,,1.0,9.0,6.0,,,1.0,,,,,1.0,1.0,,90.0,1.0,,,,,,,14.0,,7.3,,,2.0,,5.0,2.0,1.0,,4.0,,105.0,26.0,130.0,3,,154.0,,2.0,2.0,
2017-18,7437768,5,6,Tottenham_Hotspur,Home,44575,55605,Toby Alderweireld,toby-alderweireld,D,False,,,8.0,56.0,23.0,79.0,3.0,,6.0,,,,,,,,5.0,3.0,,,2.0,,,,,,2.0,,90.0,,,,,,,,14.0,,7.4,,,1.0,,2.0,,3.0,,16.0,,68.0,23.0,88.0,1,3.0,102.0,1.0,,,2.0
2017-18,7437768,5,6,Tottenham_Hotspur,Home,69256,77794,Kieran Trippier,kieran-trippier,D,False,,,6.0,47.0,14.0,61.0,1.0,3.0,3.0,,,,2.0,,,,4.0,5.0,,,,,,,,,2.0,,90.0,,,,,,,,17.0,,7.1,,,2.0,,1.0,2.0,7.0,,8.0,,62.0,14.0,69.0,2,,90.0,1.0,1.0,1.0,
2017-18,7437768,5,6,Tottenham_Hotspur,Home,94758,115556,Ben Davies,ben-davies,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437768,5,6,Tottenham_Hotspur,Home,105697,80226,Serge Aurier,serge-aurier,D,True,1.0,,,16.0,4.0,19.0,1.0,,1.0,,,,,,,1.0,3.0,2.0,,,2.0,,,,,,,,27.0,,,,,,,,11.0,,6.8,,,1.0,,,,8.0,,,,26.0,4.0,22.0,1,2.0,43.0,,,,
2017-18,7437768,5,6,Tottenham_Hotspur,Home,146101,93264,Eric Dier,eric-dier,D,False,,,8.0,63.0,19.0,82.0,1.0,,3.0,,,1.0,,,,,2.0,3.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,10.0,,7.5,,,1.0,,,,1.0,,10.0,,71.0,21.0,91.0,2,3.0,100.0,,,,2.0
2017-18,7437768,5,6,Tottenham_Hotspur,Home,566102,173904,Davinson Sánchez,davinson-sanchez,D,False,,,3.0,31.0,41.0,72.0,,3.0,7.0,,,,3.0,,,,6.0,7.0,,,3.0,,,,,,,,90.0,,,,,,,,5.0,,6.9,,,,,2.0,,,,5.0,,32.0,45.0,77.0,0,3.0,85.0,,1.0,,1.0
2017-18,7437768,5,6,Tottenham_Hotspur,Home,873189,234908,Juan Foyth,juan-foyth,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437752,6,6,Tottenham_Hotspur,Away,16921,39194,Jan Vertonghen,jan-vertonghen,D,False,,,1.0,15.0,23.0,38.0,,6.0,9.0,,,,,,,1.0,2.0,10.0,,,1.0,,,,,3.0,1.0,,90.0,,,,,,,,16.0,,7.1,,,,,6.0,2.0,1.0,,7.0,,24.0,28.0,51.0,0,2.0,74.0,1.0,,2.0,1.0
2017-18,7437752,6,6,Tottenham_Hotspur,Away,44575,55605,Toby Alderweireld,toby-alderweireld,D,False,,,4.0,11.0,21.0,32.0,1.0,3.0,4.0,,,,1.0,,,,2.0,5.0,,,,,,,,,,,90.0,,,,,,,,12.0,,6.5,,,1.0,,9.0,,,,13.0,,19.0,25.0,44.0,1,2.0,56.0,,,,1.0
2017-18,7437752,6,6,Tottenham_Hotspur,Away,69256,77794,Kieran Trippier,kieran-trippier,D,True,,,,2.0,2.0,4.0,,,,,,,,,,,1.0,2.0,,,1.0,,,,,,,,12.0,,,,,,,,2.0,,6.6,,,,,1.0,,,,1.0,,3.0,2.0,5.0,0,2.0,11.0,,,,2.0
2017-18,7437752,6,6,Tottenham_Hotspur,Away,94758,115556,Ben Davies,ben-davies,D,False,2.0,,,13.0,6.0,17.0,5.0,3.0,6.0,,,,,,,2.0,10.0,9.0,,,2.0,,,,,,1.0,,90.0,,,,,,,,15.0,,6.7,,,2.0,,3.0,4.0,3.0,,2.0,,22.0,6.0,25.0,2,,59.0,1.0,3.0,3.0,
