season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576424,13,21,West_Ham_United,Away,816763,217593,Pablo Fornals,pablo-fornals,M,False,,,2.0,23.0,6.0,29.0,1.0,1.0,7.0,,,,1.0,,1.0,5.0,7.0,,,,,,,,,2.0,1.0,,90.0,,,,,,,,,10.0,,7.0,,,,,4.0,1.0,,3.0,1.0,28.0,6.0,33.0,0,2.0,51.0,2.0,2.0,2.0,2.0
2021-22,9576424,13,21,West_Ham_United,Away,825719,219924,Issa Diop,issa-diop,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576424,13,21,West_Ham_United,Away,825740,195728,Alex Král,alex-kral,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576424,13,21,West_Ham_United,Away,856714,204480,Declan Rice,declan-rice,M,False,,,1.0,18.0,21.0,39.0,,1.0,10.0,,,,1.0,,1.0,2.0,7.0,,,,,,,,,1.0,,,90.0,1.0,,,,,,,,8.0,,7.2,,,,,2.0,,,2.0,,20.0,21.0,41.0,1,4.0,57.0,4.0,,2.0,3.0
2021-22,9576424,13,21,West_Ham_United,Away,914412,222018,Ben Johnson,ben-johnson,D,False,1.0,,,13.0,10.0,22.0,1.0,2.0,4.0,,,,,1.0,1.0,3.0,3.0,,,1.0,,,,,,,1.0,,90.0,,2.0,,,,,,,19.0,,7.0,,,,2.0,1.0,4.0,,6.0,,22.0,14.0,32.0,0,,55.0,3.0,,1.0,
2021-22,9576206,14,21,West_Ham_United,Home,9741,18073,Mark Noble,mark-noble,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576206,14,21,West_Ham_United,Home,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,8.0,4.0,6.0,10.0,,,2.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,4.0,,6.6,2.0,2.0,,,,,,12.0,,7.0,7.0,14.0,0,,17.0,,,,
2021-22,9576206,14,21,West_Ham_United,Home,41116,56377,Andriy Yarmolenko,andriy-yarmolenko,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576206,14,21,West_Ham_United,Home,47772,57531,Michail Antonio,michail-antonio,F,False,,,1.0,9.0,3.0,12.0,,3.0,3.0,,,,,,3.0,5.0,5.0,,,1.0,,,,,,,2.0,,90.0,1.0,,,,,,,,13.0,,6.8,,,1.0,1.0,1.0,2.0,,2.0,1.0,15.0,3.0,16.0,2,1.0,31.0,3.0,1.0,,1.0
2021-22,9576206,14,21,West_Ham_United,Home,50027,60232,Craig Dawson,craig-dawson,D,False,,,,1.0,7.0,8.0,4.0,1.0,1.0,,,,,,,5.0,1.0,,,1.0,,,,,,3.0,,,90.0,,,,,,,,,4.0,,6.4,,,,1.0,,,,1.0,,3.0,8.0,11.0,0,,20.0,,,,
2021-22,9576206,14,21,West_Ham_United,Home,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576206,14,21,West_Ham_United,Home,138024,164555,Vladimír Coufal,vladimir-coufal,D,False,3.0,,2.0,18.0,7.0,22.0,1.0,1.0,3.0,,,2.0,,,,3.0,3.0,,,2.0,,,,,,,2.0,,90.0,1.0,,,,,,,,9.0,,7.0,,,,2.0,1.0,4.0,,4.0,,23.0,11.0,30.0,3,,47.0,,1.0,1.0,
2021-22,9576206,14,21,West_Ham_United,Home,139227,103192,Kurt Zouma,kurt-zouma,D,False,,,2.0,4.0,11.0,15.0,2.0,1.0,5.0,,,,,,,3.0,1.0,,,1.0,,,,,,,,,90.0,1.0,1.0,,,,,,,6.0,,6.6,,,,4.0,,,,7.0,,7.0,13.0,20.0,1,,30.0,1.0,,,
2021-22,9576206,14,21,West_Ham_United,Home,174975,105717,Arthur Masuaku,arthur-masuaku,D,True,,,,12.0,,12.0,,,,,,,1.0,,,3.0,1.0,,,1.0,,,,,,1.0,,,13.0,,,,,,,,,4.0,,6.2,,,,,1.0,1.0,,,,14.0,,13.0,0,1.0,19.0,1.0,,,1.0
2021-22,9576206,14,21,West_Ham_United,Home,220315,86934,Manuel Lanzini,manuel-lanzini,M,True,,,1.0,13.0,4.0,17.0,,,2.0,,,,1.0,,,2.0,3.0,,,,,,,,,,,,14.0,,,,,,,,,5.0,,6.6,,,,,3.0,3.0,,1.0,,17.0,4.0,18.0,0,,26.0,,1.0,2.0,
2021-22,9576206,14,21,West_Ham_United,Home,354808,172841,Saïd Benrahma,said-benrahma,M,False,,,1.0,9.0,4.0,13.0,,,7.0,,,,,,3.0,4.0,4.0,,,,,,,,,,1.0,,76.0,,1.0,,,,,,,18.0,,6.9,,,1.0,,4.0,2.0,,3.0,,17.0,9.0,24.0,1,1.0,43.0,,,3.0,1.0
2021-22,9576206,14,21,West_Ham_United,Home,357596,180151,Nikola Vlašić,nikola-vlasic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576206,14,21,West_Ham_United,Home,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,,,,11.0,2.0,13.0,3.0,1.0,8.0,,2.0,,3.0,,3.0,12.0,7.0,,,2.0,,,,,,4.0,,,90.0,1.0,,,,,,,,18.0,,6.0,,,2.0,1.0,3.0,4.0,,,,18.0,4.0,18.0,3,1.0,48.0,4.0,3.0,2.0,
2021-22,9576206,14,21,West_Ham_United,Home,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,1.0,10.0,3.0,13.0,5.0,2.0,3.0,,,,1.0,,1.0,8.0,4.0,,,1.0,,1.0,,,,1.0,1.0,,90.0,1.0,,,,,,,,9.0,,7.1,,,,3.0,,,,2.0,,16.0,5.0,21.0,1,1.0,30.0,,1.0,,
2021-22,9576206,14,21,West_Ham_United,Home,816763,217593,Pablo Fornals,pablo-fornals,M,False,1.0,,2.0,6.0,5.0,10.0,,,4.0,1.0,,,2.0,,1.0,4.0,4.0,,,1.0,1.0,,,,1.0,1.0,2.0,,77.0,,,,,,,,,11.0,,7.6,,,2.0,,1.0,6.0,,4.0,,15.0,6.0,15.0,2,3.0,34.0,,,1.0,2.0
2021-22,9576206,14,21,West_Ham_United,Home,825719,219924,Issa Diop,issa-diop,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576206,14,21,West_Ham_United,Home,825740,195728,Alex Král,alex-kral,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576206,14,21,West_Ham_United,Home,856714,204480,Declan Rice,declan-rice,M,False,,,2.0,21.0,10.0,31.0,1.0,1.0,8.0,1.0,,,,,1.0,2.0,5.0,,,,,,,,,4.0,1.0,,90.0,1.0,,,,,,,,10.0,,7.7,,,,2.0,2.0,,,4.0,,27.0,13.0,40.0,1,2.0,55.0,,,2.0,
2021-22,9576206,14,21,West_Ham_United,Home,914412,222018,Ben Johnson,ben-johnson,D,False,,,2.0,14.0,7.0,21.0,,1.0,5.0,,,,,,1.0,2.0,4.0,,,,,,,,,,,,90.0,,,,,,,,,19.0,,6.7,,,,4.0,1.0,3.0,,7.0,,24.0,10.0,31.0,0,3.0,64.0,,,,2.0
2021-22,9576206,14,21,West_Ham_United,Home,1142344,496228,Sonny Perkins,sonny-perkins,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576375,15,21,West_Ham_United,Home,9741,18073,Mark Noble,mark-noble,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576375,15,21,West_Ham_United,Home,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,7.0,5.0,7.0,12.0,,,14.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,13.0,,6.8,2.0,5.0,,,,,,20.0,,15.0,10.0,25.0,0,,38.0,,,,
2021-22,9576375,15,21,West_Ham_United,Home,41116,56377,Andriy Yarmolenko,andriy-yarmolenko,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576375,15,21,West_Ham_United,Home,47772,57531,Michail Antonio,michail-antonio,F,False,1.0,,1.0,17.0,2.0,18.0,2.0,3.0,1.0,1.0,,,,,2.0,5.0,8.0,,,1.0,1.0,,,,,,4.0,,90.0,,,,,,,,,15.0,,7.7,,,2.0,,3.0,2.0,,1.0,,24.0,3.0,25.0,2,1.0,42.0,3.0,1.0,3.0,
2021-22,9576375,15,21,West_Ham_United,Home,50027,60232,Craig Dawson,craig-dawson,D,False,,,1.0,4.0,21.0,25.0,1.0,3.0,3.0,,,,,,,2.0,5.0,,,1.0,,,,,,,,,90.0,1.0,3.0,,,,,,,11.0,,6.9,,,,2.0,,,,7.0,,11.0,24.0,35.0,1,2.0,46.0,1.0,,,2.0
2021-22,9576375,15,21,West_Ham_United,Home,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576375,15,21,West_Ham_United,Home,138024,164555,Vladimír Coufal,vladimir-coufal,D,False,,,,10.0,8.0,18.0,1.0,1.0,1.0,,,,,,,2.0,1.0,,,1.0,1.0,,,,,,1.0,,90.0,1.0,,,,,,,,12.0,,6.8,,,,4.0,,1.0,,2.0,,17.0,10.0,26.0,1,,47.0,2.0,,,
2021-22,9576375,15,21,West_Ham_United,Home,139227,103192,Kurt Zouma,kurt-zouma,D,False,,,3.0,5.0,18.0,23.0,1.0,4.0,3.0,,,,,,,2.0,5.0,,,1.0,,,,,,,1.0,,71.0,,,,,,,,,5.0,,6.8,,,,8.0,,,,4.0,,8.0,20.0,28.0,0,1.0,41.0,,,,1.0
2021-22,9576375,15,21,West_Ham_United,Home,174975,105717,Arthur Masuaku,arthur-masuaku,D,True,,,,6.0,7.0,13.0,,1.0,1.0,,,,1.0,,,1.0,7.0,,,,,1.0,,,,,,,45.0,1.0,1.0,,,,,,,8.0,,7.9,,,,1.0,1.0,1.0,,1.0,,9.0,10.0,18.0,1,5.0,39.0,,,1.0,2.0
2021-22,9576375,15,21,West_Ham_United,Home,220315,86934,Manuel Lanzini,manuel-lanzini,M,False,1.0,,2.0,10.0,21.0,30.0,,1.0,4.0,,,,2.0,,,3.0,3.0,,,1.0,,1.0,,,,,,,85.0,1.0,,,,,,,,9.0,,7.1,,,,1.0,,1.0,,3.0,,13.0,24.0,36.0,1,1.0,45.0,3.0,1.0,,1.0
2021-22,9576375,15,21,West_Ham_United,Home,354808,172841,Saïd Benrahma,said-benrahma,M,True,,,,1.0,1.0,2.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,10.0,,,,,,,,,2.0,,6.6,,,,,,,,,,3.0,1.0,4.0,0,,5.0,,1.0,,
2021-22,9576375,15,21,West_Ham_United,Home,357596,180151,Nikola Vlašić,nikola-vlasic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576375,15,21,West_Ham_United,Home,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,,,,13.0,4.0,17.0,2.0,1.0,10.0,,1.0,,1.0,,,6.0,6.0,,,2.0,,1.0,,,,,,,90.0,1.0,,,,,,,1.0,12.0,,7.5,,,3.0,,2.0,4.0,,1.0,2.0,19.0,7.0,22.0,4,,42.0,2.0,4.0,1.0,
2021-22,9576375,15,21,West_Ham_United,Home,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,,11.0,5.0,16.0,3.0,1.0,2.0,,,,1.0,,,5.0,4.0,,,1.0,,,,,,,1.0,,90.0,,1.0,,,,,,,7.0,,6.8,,,1.0,5.0,,,,,1.0,16.0,6.0,22.0,1,2.0,34.0,1.0,1.0,,
2021-22,9576375,15,21,West_Ham_United,Home,816763,217593,Pablo Fornals,pablo-fornals,M,True,,,1.0,4.0,2.0,6.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,,19.0,,,,,,,,,4.0,,6.2,,,,,,,,2.0,,6.0,2.0,8.0,0,,10.0,,,,
2021-22,9576375,15,21,West_Ham_United,Home,825719,219924,Issa Diop,issa-diop,D,False,,,2.0,13.0,20.0,33.0,1.0,1.0,3.0,,,,2.0,,,4.0,2.0,,,1.0,,,,,,,,,90.0,,2.0,,,,,,,2.0,,6.4,,,,1.0,,,,2.0,,15.0,20.0,35.0,0,1.0,41.0,,,,1.0
2021-22,9576375,15,21,West_Ham_United,Home,825740,195728,Alex Král,alex-kral,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576375,15,21,West_Ham_United,Home,856714,204480,Declan Rice,declan-rice,M,False,,,,7.0,24.0,31.0,1.0,1.0,12.0,,,,2.0,,1.0,4.0,3.0,,,,,,,,,3.0,,,90.0,,1.0,,,,,,,11.0,,6.7,,,,5.0,1.0,1.0,,3.0,,13.0,27.0,39.0,0,,55.0,1.0,1.0,1.0,
2021-22,9576375,15,21,West_Ham_United,Home,914412,222018,Ben Johnson,ben-johnson,D,False,,,,2.0,4.0,6.0,1.0,,4.0,,,,,,,2.0,,,,1.0,,,,,,2.0,,,45.0,,,,,,,,,10.0,,6.4,,,,,,3.0,,,,10.0,5.0,12.0,0,,26.0,,,,
2021-22,9576375,15,21,West_Ham_United,Home,1084284,441024,Harrison Ashby,harrison-ashby,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576203,16,21,West_Ham_United,Away,9741,18073,Mark Noble,mark-noble,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576203,16,21,West_Ham_United,Away,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,12.0,9.0,4.0,13.0,,,4.0,,,,,,,,2.0,,,,,,,,,,,,90.0,,,,,,,,,15.0,1.0,7.2,1.0,1.0,,2.0,,,,27.0,,20.0,8.0,28.0,0,,35.0,,2.0,,
2021-22,9576203,16,21,West_Ham_United,Away,41116,56377,Andriy Yarmolenko,andriy-yarmolenko,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576203,16,21,West_Ham_United,Away,47772,57531,Michail Antonio,michail-antonio,F,False,1.0,,,10.0,1.0,10.0,3.0,4.0,1.0,,,,1.0,,3.0,9.0,7.0,,,1.0,,,,,,,,,90.0,,,,,,,,,16.0,,6.6,,,2.0,,3.0,3.0,,1.0,1.0,20.0,1.0,18.0,2,,36.0,1.0,2.0,1.0,
2021-22,9576203,16,21,West_Ham_United,Away,50027,60232,Craig Dawson,craig-dawson,D,False,,,4.0,3.0,20.0,23.0,4.0,5.0,4.0,,,,,,1.0,9.0,6.0,,,5.0,,,,,,1.0,,,90.0,,2.0,,,,,,,12.0,,7.1,,,,4.0,,,,6.0,,9.0,25.0,34.0,0,,43.0,,1.0,,
2021-22,9576203,16,21,West_Ham_United,Away,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576203,16,21,West_Ham_United,Away,138024,164555,Vladimír Coufal,vladimir-coufal,D,False,,,2.0,22.0,18.0,40.0,1.0,1.0,13.0,,,,1.0,,1.0,4.0,5.0,,,1.0,,,,,,,,,90.0,,,,,,,,,32.0,,7.1,,,,1.0,,4.0,,9.0,,40.0,27.0,63.0,0,3.0,96.0,1.0,1.0,,1.0
2021-22,9576203,16,21,West_Ham_United,Away,174975,105717,Arthur Masuaku,arthur-masuaku,D,False,,,2.0,27.0,19.0,46.0,3.0,3.0,7.0,,,,,,,4.0,11.0,,,1.0,,,,,,,,,90.0,,,,,,,,,15.0,,7.5,,,1.0,2.0,5.0,1.0,,6.0,,35.0,25.0,59.0,1,2.0,76.0,1.0,1.0,5.0,2.0
2021-22,9576203,16,21,West_Ham_United,Away,220315,86934,Manuel Lanzini,manuel-lanzini,M,False,,,,29.0,16.0,45.0,1.0,,4.0,,,1.0,2.0,,1.0,5.0,1.0,,,,,,,,,,2.0,,80.0,,,,,,,,,13.0,,6.6,,,1.0,,1.0,7.0,,,,36.0,19.0,48.0,2,1.0,62.0,1.0,,,1.0
2021-22,9576203,16,21,West_Ham_United,Away,354808,172841,Saïd Benrahma,said-benrahma,M,False,,,1.0,16.0,5.0,21.0,,1.0,2.0,,,2.0,1.0,,,4.0,3.0,,,,,,,,,,1.0,,70.0,1.0,,,,,,,,8.0,,6.6,,,1.0,1.0,4.0,1.0,,1.0,,20.0,5.0,24.0,4,,37.0,1.0,1.0,1.0,
2021-22,9576203,16,21,West_Ham_United,Away,357596,180151,Nikola Vlašić,nikola-vlasic,M,True,,,,7.0,1.0,8.0,,1.0,,,,,1.0,,,1.0,2.0,,,,,,,,,,3.0,,20.0,,,,,,,,,3.0,,6.8,,,,,,1.0,,,,10.0,1.0,10.0,0,1.0,13.0,,,,1.0
2021-22,9576203,16,21,West_Ham_United,Away,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,2.0,,3.0,25.0,5.0,28.0,1.0,4.0,5.0,,,1.0,,,1.0,6.0,6.0,,,1.0,,,,,,,4.0,,90.0,1.0,,,,,,,,19.0,,7.1,,,,,3.0,7.0,,3.0,,37.0,7.0,37.0,2,1.0,57.0,1.0,1.0,,1.0
2021-22,9576203,16,21,West_Ham_United,Away,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,2.0,20.0,18.0,38.0,8.0,7.0,5.0,,,1.0,1.0,,2.0,12.0,8.0,,,1.0,,,,,,2.0,1.0,,90.0,,1.0,,,,,,,17.0,,6.8,,,2.0,,,1.0,,5.0,,29.0,24.0,52.0,3,,67.0,,1.0,,
2021-22,9576203,16,21,West_Ham_United,Away,816763,217593,Pablo Fornals,pablo-fornals,M,True,,,,5.0,2.0,7.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,10.0,,,,,,,,,6.0,,6.7,,,,,,4.0,,2.0,,11.0,2.0,9.0,0,1.0,14.0,,,,
2021-22,9576203,16,21,West_Ham_United,Away,825719,219924,Issa Diop,issa-diop,D,False,,,1.0,4.0,21.0,25.0,2.0,2.0,2.0,,,,,,,2.0,2.0,,,,,,,,,,,,90.0,1.0,,,,,,,,9.0,,6.8,,,,3.0,,,,6.0,,10.0,24.0,34.0,1,,41.0,,,,
2021-22,9576203,16,21,West_Ham_United,Away,825740,195728,Alex Král,alex-kral,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576203,16,21,West_Ham_United,Away,856714,204480,Declan Rice,declan-rice,M,False,,,2.0,27.0,19.0,46.0,1.0,1.0,11.0,,,,1.0,,,4.0,7.0,,,1.0,,,,,,1.0,2.0,,90.0,,,,,,,,,13.0,,7.3,,,1.0,1.0,4.0,3.0,,5.0,,38.0,20.0,55.0,1,1.0,73.0,,2.0,3.0,
2021-22,9576203,16,21,West_Ham_United,Away,934228,220684,Aji Alese,aji-alese,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576203,16,21,West_Ham_United,Away,1006174,462384,Jamal Baptiste,jamal-baptiste,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576203,16,21,West_Ham_United,Away,1084284,441024,Harrison Ashby,harrison-ashby,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576377,17,21,West_Ham_United,Away,9741,18073,Mark Noble,mark-noble,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576377,17,21,West_Ham_United,Away,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,7.0,7.0,11.0,18.0,,,8.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,1.0,,1.0,,12.0,,7.6,2.0,6.0,,,,,,19.0,,17.0,13.0,30.0,0,,41.0,,,,
2021-22,9576377,17,21,West_Ham_United,Away,41116,56377,Andriy Yarmolenko,andriy-yarmolenko,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576377,17,21,West_Ham_United,Away,47772,57531,Michail Antonio,michail-antonio,F,False,2.0,,,7.0,1.0,6.0,3.0,3.0,4.0,,,,1.0,,7.0,18.0,4.0,,,4.0,,,,,,1.0,1.0,,90.0,,,,,,,,,27.0,,6.0,,,,,4.0,4.0,,1.0,,18.0,1.0,15.0,0,,43.0,6.0,,1.0,
2021-22,9576377,17,21,West_Ham_United,Away,50027,60232,Craig Dawson,craig-dawson,D,False,,,4.0,16.0,20.0,36.0,1.0,3.0,2.0,,,,2.0,,1.0,5.0,6.0,,,1.0,,,,,,,,1.0,90.0,,4.0,,,,,,,7.0,,7.0,,,1.0,3.0,,,,8.0,,21.0,21.0,42.0,1,2.0,58.0,,1.0,,1.0
2021-22,9576377,17,21,West_Ham_United,Away,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576377,17,21,West_Ham_United,Away,138024,164555,Vladimír Coufal,vladimir-coufal,D,False,,,,16.0,7.0,23.0,2.0,1.0,3.0,,,,,,1.0,5.0,1.0,,,2.0,,,,,,,,,67.0,,,,1.0,,,,,11.0,,5.4,,,,2.0,,2.0,,1.0,,23.0,8.0,29.0,0,,46.0,,,,
2021-22,9576377,17,21,West_Ham_United,Away,174975,105717,Arthur Masuaku,arthur-masuaku,D,False,,,1.0,14.0,17.0,31.0,1.0,2.0,6.0,,,,2.0,,1.0,5.0,10.0,,,1.0,,,,,,4.0,1.0,,90.0,,,,,,,,,19.0,,7.1,,,,2.0,2.0,2.0,,3.0,,20.0,24.0,42.0,0,6.0,76.0,2.0,,2.0,4.0
2021-22,9576377,17,21,West_Ham_United,Away,220315,86934,Manuel Lanzini,manuel-lanzini,M,False,,,1.0,17.0,23.0,40.0,2.0,,7.0,,,,2.0,,3.0,7.0,4.0,,,,,,,,,2.0,2.0,,76.0,,,,,,,,,7.0,,6.7,,,,,1.0,,,1.0,,19.0,23.0,42.0,0,2.0,56.0,2.0,1.0,1.0,2.0
2021-22,9576377,17,21,West_Ham_United,Away,354808,172841,Saïd Benrahma,said-benrahma,M,True,,,,7.0,1.0,8.0,1.0,,,,,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,14.0,,,,,,,,,2.0,,6.5,,,,,,,,,,7.0,1.0,8.0,1,,13.0,1.0,1.0,,
2021-22,9576377,17,21,West_Ham_United,Away,357596,180151,Nikola Vlašić,nikola-vlasic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576377,17,21,West_Ham_United,Away,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,,,1.0,7.0,1.0,8.0,,,3.0,,,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,90.0,1.0,,,,,,,,10.0,,6.5,,,1.0,1.0,2.0,5.0,,1.0,,14.0,2.0,11.0,3,,25.0,1.0,1.0,1.0,
2021-22,9576377,17,21,West_Ham_United,Away,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,6.0,12.0,16.0,28.0,7.0,5.0,6.0,,,,1.0,,2.0,11.0,11.0,,,,,,,,,1.0,,,90.0,,2.0,,,,,,,11.0,,7.1,,,,7.0,3.0,1.0,,6.0,,16.0,16.0,31.0,0,2.0,60.0,4.0,2.0,2.0,2.0
2021-22,9576377,17,21,West_Ham_United,Away,816763,217593,Pablo Fornals,pablo-fornals,M,False,1.0,,,13.0,10.0,22.0,1.0,2.0,3.0,,,,1.0,,,2.0,5.0,,,,,,,,,1.0,,,84.0,,,,,,,,,8.0,,6.9,,,1.0,,,2.0,,1.0,,20.0,10.0,28.0,1,2.0,38.0,,1.0,,2.0
2021-22,9576377,17,21,West_Ham_United,Away,825719,219924,Issa Diop,issa-diop,D,False,,,1.0,8.0,29.0,37.0,,1.0,2.0,,,,,,,,3.0,,,,,,,,,,,,90.0,,2.0,,,,,,,9.0,,6.7,,,,3.0,,,,8.0,,13.0,33.0,46.0,0,2.0,54.0,,,,2.0
2021-22,9576377,17,21,West_Ham_United,Away,825740,195728,Alex Král,alex-kral,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576377,17,21,West_Ham_United,Away,856714,204480,Declan Rice,declan-rice,M,False,,,4.0,26.0,25.0,51.0,,3.0,7.0,,,1.0,,,1.0,2.0,7.0,,,1.0,,,,,,1.0,,,90.0,,,,,,,,,9.0,,7.0,,,,2.0,2.0,1.0,,6.0,,32.0,26.0,57.0,1,2.0,69.0,1.0,,2.0,1.0
2021-22,9576377,17,21,West_Ham_United,Away,934228,220684,Aji Alese,aji-alese,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576377,17,21,West_Ham_United,Away,976153,248865,Armstrong Oko-Flex,armstrong-oko-flex,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576377,17,21,West_Ham_United,Away,1084284,441024,Harrison Ashby,harrison-ashby,D,True,,,1.0,3.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,1.0,,,12.0,,,,,,,,,,,6.6,,,,1.0,,,,1.0,,3.0,3.0,6.0,0,,10.0,,,,
