season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12437038,8,21,West_Ham_United,Away,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,1.0,,,15.0,7.0,21.0,,,,6.0,,,1.0,1.0,,2.0,7.0,6.0,,,0.0564986,0.0079,,1.0,0.0,,,,,,1.0,,90.0,,,,,,,20.0,,,6.0,,,,,,5.0,4.0,,2.0,,23.0,11.0,30.0,,,1,4.0,52.0,3.0,,2.0,3.0
2024-25,12437038,8,21,West_Ham_United,Away,609752,197024,Guido Rodríguez,guido-rodriguez,M,False,,,6.0,12.0,10.0,22.0,,,,1.0,,,,1.0,,,2.0,5.0,,,0.00474138,,,1.0,0.0,,,,,1.0,,,70.0,,1.0,,,,,8.0,,,7.1,,,,,3.0,,,,8.0,,16.0,14.0,30.0,,,0,5.0,45.0,,,,4.0
2024-25,12437038,8,21,West_Ham_United,Away,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,2.0,8.0,10.0,18.0,2.0,1.0,,,,,,1.0,,,6.0,3.0,,,0.0201925,,,3.0,0.0,,,,,1.0,,,61.0,,1.0,,,,,4.0,,,6.4,,,,,3.0,,,,2.0,,12.0,10.0,22.0,,,0,2.0,29.0,,,,1.0
2024-25,12437038,8,21,West_Ham_United,Away,829022,233963,Konstantinos Mavropanos,konstantinos-mavropanos,D,True,,,1.0,3.0,9.0,12.0,,,,2.0,,,,,,,1.0,,,,0.00211813,,,1.0,0.0,,,,,,,,20.0,,,,,,,2.0,,,6.5,,,,,,,,,1.0,,4.0,9.0,13.0,,,0,,14.0,,,,
2024-25,12437038,8,21,West_Ham_United,Away,832427,224860,Carlos Soler,carlos-soler,M,True,,,2.0,4.0,5.0,9.0,,,,1.0,,,,1.0,,1.0,5.0,1.0,,,0.00926545,,,3.0,0.0,,,,,,1.0,,29.0,,,,,,,4.0,,,6.5,,,,,1.0,,,,2.0,,6.0,6.0,12.0,,,0,,15.0,,1.0,,
2024-25,12437038,8,21,West_Ham_United,Away,839981,224024,Lucas Paquetá,lucas-paqueta,M,False,,,2.0,8.0,6.0,14.0,3.0,1.0,,2.0,,,,1.0,,3.0,9.0,3.0,,,0.0287602,,,2.0,0.0,,,,,,1.0,,61.0,,1.0,,,,,9.0,,,6.1,,,,,1.0,,,,2.0,,9.0,10.0,19.0,,,0,1.0,30.0,1.0,1.0,,1.0
2024-25,12437038,8,21,West_Ham_United,Away,847151,213999,Edson Álvarez,edson-alvarez,M,True,,,1.0,4.0,8.0,12.0,,1.0,,1.0,,,,,,,3.0,3.0,,,0.0063067,0.0373,,1.0,0.0,,,,,1.0,,,29.0,,,,,,,5.0,,,6.6,,,1.0,,,3.0,,,2.0,,6.0,9.0,15.0,,,1,,22.0,,1.0,1.0,
2024-25,12437038,8,21,West_Ham_United,Away,863653,214590,Aaron Wan-Bissaka,aaron-wan-bissaka,D,False,,,,22.0,17.0,39.0,,2.0,,4.0,,,,1.0,,,1.0,11.0,,,0.0233763,0.0281,,,0.0,,,,,4.0,1.0,,90.0,,,,,,,13.0,,,7.5,,,1.0,,4.0,4.0,2.0,,1.0,,30.0,19.0,47.0,,,1,5.0,77.0,1.0,,4.0,5.0
2024-25,12437038,8,21,West_Ham_United,Away,894474,214048,Max Kilman,max-kilman,D,False,,,4.0,5.0,22.0,27.0,1.0,,,4.0,,,,,,,1.0,6.0,,1.0,0.00299801,,,,0.0,,,,,1.0,1.0,1.0,90.0,,1.0,,,,,4.0,,,6.8,,,,,6.0,1.0,,,5.0,,5.0,23.0,28.0,,,0,4.0,45.0,3.0,1.0,1.0,3.0
2024-25,12437038,8,21,West_Ham_United,Away,905163,460842,Mohammed Kudus,mohammed-kudus,M,False,1.0,,3.0,21.0,6.0,26.0,,,,4.0,,1.0,2.0,,,3.0,11.0,9.0,,,0.0359485,0.7035,0.8706,1.0,0.0,1.0,,,,,,,86.0,4.0,,,,,,14.0,,,7.1,,,1.0,,,12.0,2.0,,3.0,,23.0,7.0,28.0,,,7,2.0,57.0,1.0,2.0,5.0,2.0
2024-25,12437038,8,21,West_Ham_United,Away,917005,450070,Crysencio Summerville,crysencio-summerville,M,True,,,,3.0,2.0,5.0,,,,,,,,,,1.0,2.0,1.0,,,0.0177594,,,,0.0,,,,,,,,29.0,,,,,,,5.0,,,6.5,,,,,,1.0,,,,,4.0,2.0,6.0,,,0,1.0,11.0,2.0,,,1.0
2024-25,12437038,8,21,West_Ham_United,Away,945217,462116,Jean-Clair Todibo,jean-clair-todibo,D,False,,,3.0,5.0,28.0,33.0,,1.0,,2.0,,,,1.0,,,1.0,5.0,,,0.00527298,,,,0.0,,,,,2.0,1.0,,90.0,,1.0,,,,,3.0,,,6.4,,,,,5.0,,,,6.0,,6.0,30.0,36.0,,,0,3.0,50.0,,1.0,,
2024-25,12437038,8,21,West_Ham_United,Away,1016893,577114,Luís Guilherme,luis-guilherme,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437050,9,21,West_Ham_United,Home,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,9.0,6.0,15.0,21.0,,,,5.0,,,,1.0,,,1.0,,,,0.00071412,,,,0.0,,1.002,1.0,,,,,90.0,,,,,,,6.0,,1.0,7.5,2.0,4.0,,,2.0,,,1.0,15.0,,11.0,16.0,27.0,,,0,,38.0,,,,
2024-25,12437050,9,21,West_Ham_United,Home,43443,55459,Aaron Cresswell,aaron-cresswell,D,True,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,5.61e-06,,,,0.0,,,,,,,,10.0,,,,,,,2.0,,,6.6,,,,,2.0,,,,1.0,,,2.0,2.0,,,0,,5.0,,,,
2024-25,12437050,9,21,West_Ham_United,Home,47772,57531,Michail Antonio,michail-antonio,F,False,1.0,,4.0,12.0,3.0,14.0,2.0,1.0,,2.0,1.0,,,,,2.0,4.0,5.0,,,0.581727,0.0519,,,0.0,,,,,,3.0,,71.0,,,,,,,17.0,,,7.4,,,1.0,,,3.0,4.0,,5.0,2.0,23.0,3.0,22.0,,,1,,43.0,4.0,1.0,3.0,
2024-25,12437050,9,21,West_Ham_United,Home,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437050,9,21,West_Ham_United,Home,130181,84939,Danny Ings,danny-ings,F,True,,,,,3.0,3.0,1.0,1.0,,1.0,1.0,,,,,,1.0,4.0,,,3.709e-05,0.2042,,,1.0,,,,,,1.0,,19.0,,,,,,1.0,1.0,,,7.7,,,1.0,,1.0,1.0,,,,,1.0,3.0,4.0,,,1,1.0,9.0,,1.0,1.0,
2024-25,12437050,9,21,West_Ham_United,Home,138024,164555,Vladimír Coufal,vladimir-coufal,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437050,9,21,West_Ham_United,Home,155997,109533,Emerson,emerson,D,False,1.0,,,14.0,14.0,27.0,,,,5.0,,1.0,,2.0,,1.0,5.0,2.0,,,0.0251152,0.8588,0.2062,1.0,0.0,,,,,2.0,,,90.0,1.0,,,,,,16.0,,,6.4,,,1.0,,3.0,1.0,6.0,,3.0,,22.0,17.0,33.0,,,2,2.0,57.0,2.0,,,1.0
2024-25,12437050,9,21,West_Ham_United,Home,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,1.0,,,13.0,1.0,13.0,3.0,1.0,,3.0,1.0,,1.0,1.0,,4.0,10.0,4.0,,,0.231671,0.9185,0.9242,1.0,0.0,1.0,,,,,2.0,,90.0,1.0,,,,,,20.0,,,7.2,,,1.0,,1.0,1.0,6.0,,,1.0,25.0,1.0,20.0,,,3,2.0,44.0,2.0,1.0,,
2024-25,12437050,9,21,West_Ham_United,Home,609752,197024,Guido Rodríguez,guido-rodriguez,M,False,,,,13.0,17.0,30.0,2.0,,,8.0,,,,2.0,,,5.0,5.0,,1.0,0.00598664,,,1.0,0.0,,,,,1.0,,,89.0,,,,,,,6.0,,,6.9,,,,,2.0,,,,,,15.0,21.0,36.0,,,0,4.0,47.0,,1.0,,3.0
2024-25,12437050,9,21,West_Ham_United,Home,799041,215439,Tomáš Souček,tomas-soucek,M,True,,,,8.0,11.0,19.0,1.0,5.0,,3.0,,,,,,1.0,3.0,5.0,,,0.00558275,0.0316,,,0.0,,,,,2.0,,,45.0,,,,,,,6.0,,,6.9,,,1.0,,4.0,1.0,,,,,11.0,11.0,22.0,,,1,,34.0,1.0,,,
2024-25,12437050,9,21,West_Ham_United,Home,829022,233963,Konstantinos Mavropanos,konstantinos-mavropanos,D,False,,,2.0,9.0,17.0,26.0,,1.0,,1.0,,,,,,,,1.0,,,0.00337815,,,,0.0,,,,,,,,45.0,,1.0,,,,,2.0,,,6.7,,,,,1.0,,,,4.0,,9.0,19.0,28.0,,,0,,30.0,,,,
2024-25,12437050,9,21,West_Ham_United,Home,832427,224860,Carlos Soler,carlos-soler,M,False,1.0,,,7.0,4.0,10.0,,,,,,,,,,2.0,2.0,,,,0.0275555,,,,0.0,,,,,,1.0,,45.0,,,,,,,6.0,,,6.5,,,,,,,1.0,,1.0,,10.0,4.0,13.0,,,0,,19.0,1.0,,,
2024-25,12437050,9,21,West_Ham_United,Home,839981,224024,Lucas Paquetá,lucas-paqueta,M,False,,,2.0,13.0,8.0,21.0,1.0,1.0,,5.0,,,,,,,3.0,1.0,,,0.0103156,0.0371,,3.0,0.0,,,,,1.0,,,45.0,,,,,,,10.0,,,6.7,,,1.0,,,,,,2.0,,20.0,9.0,29.0,,,1,,33.0,2.0,,,
2024-25,12437050,9,21,West_Ham_United,Home,845464,229384,Andy Irving,andy-irving,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437050,9,21,West_Ham_United,Home,847151,213999,Edson Álvarez,edson-alvarez,M,False,,,3.0,16.0,27.0,43.0,2.0,,,8.0,,,,,,1.0,3.0,1.0,,,0.014951,,,,0.0,,,,,3.0,,,90.0,,1.0,,,,,8.0,,,7.1,,,,,3.0,,,,3.0,,20.0,28.0,48.0,,,0,1.0,63.0,1.0,,,1.0
2024-25,12437050,9,21,West_Ham_United,Home,863653,214590,Aaron Wan-Bissaka,aaron-wan-bissaka,D,False,,,1.0,24.0,10.0,34.0,,1.0,,4.0,,,,,,1.0,4.0,4.0,,,0.0350435,,,,0.0,,,,,2.0,,,90.0,,,,,,,19.0,,,7.1,,,,,7.0,6.0,4.0,,2.0,,35.0,13.0,44.0,,,0,,74.0,,,3.0,
2024-25,12437050,9,21,West_Ham_United,Home,894474,214048,Max Kilman,max-kilman,D,False,,,2.0,5.0,26.0,31.0,,1.0,,5.0,,1.0,,1.0,,,1.0,2.0,,,0.00342853,0.3719,,,0.0,,,,,,,1.0,90.0,,3.0,,,,,2.0,,,7.2,,,2.0,,7.0,,,,3.0,,6.0,27.0,33.0,,,2,1.0,48.0,,,,
2024-25,12437050,9,21,West_Ham_United,Home,917005,450070,Crysencio Summerville,crysencio-summerville,M,True,2.0,,,9.0,,7.0,1.0,1.0,,2.0,,,,,,1.0,2.0,6.0,,,0.169687,0.5291,0.9114,,0.0,1.0,,,,,3.0,,45.0,1.0,,,,,,6.0,,,7.8,,,,,2.0,3.0,2.0,,1.0,,10.0,4.0,12.0,,,1,,23.0,,2.0,3.0,
2024-25,12437050,9,21,West_Ham_United,Home,945217,462116,Jean-Clair Todibo,jean-clair-todibo,D,True,,,,7.0,11.0,18.0,2.0,,,5.0,,,,,,,2.0,,,,0.0035353,,,,0.0,,,,,1.0,,,45.0,,,,,,,3.0,,,6.6,,,,,5.0,,,,1.0,,8.0,12.0,20.0,,,0,,29.0,,,,
2024-25,12437050,9,21,West_Ham_United,Home,1016893,577114,Luís Guilherme,luis-guilherme,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437057,10,21,West_Ham_United,Away,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,3.0,3.0,15.0,18.0,,1.0,,5.0,,,,,,,,1.0,,,0.00315058,,,,0.0,,-0.1406,1.0,,,,,90.0,,,,,,,13.0,,,6.2,2.0,3.0,,,1.0,,,,15.0,,13.0,18.0,31.0,,,0,,38.0,,,,
2024-25,12437057,10,21,West_Ham_United,Away,43443,55459,Aaron Cresswell,aaron-cresswell,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437057,10,21,West_Ham_United,Away,47772,57531,Michail Antonio,michail-antonio,F,True,,,1.0,5.0,1.0,6.0,2.0,1.0,,2.0,,,,,,,3.0,1.0,,,0.00943766,0.0282,,,0.0,,,,,,1.0,,45.0,,,,,,,4.0,,,6.7,,,1.0,,,1.0,,,1.0,,7.0,1.0,8.0,,,1,,13.0,1.0,,,
2024-25,12437057,10,21,West_Ham_United,Away,130181,84939,Danny Ings,danny-ings,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437057,10,21,West_Ham_United,Away,138024,164555,Vladimír Coufal,vladimir-coufal,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437057,10,21,West_Ham_United,Away,155997,109533,Emerson,emerson,D,False,1.0,,,11.0,6.0,16.0,,,,5.0,,,,,,1.0,1.0,1.0,,,0.129008,,,,0.0,,,,,1.0,,,79.0,,1.0,,,,,9.0,,,6.9,,,,,3.0,,3.0,,1.0,,18.0,7.0,22.0,,,0,1.0,44.0,,,,1.0
2024-25,12437057,10,21,West_Ham_United,Away,187861,82143,Wes Foderingham,wes-foderingham,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437057,10,21,West_Ham_United,Away,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,1.0,,1.0,11.0,9.0,19.0,1.0,,,6.0,,,,,,1.0,4.0,6.0,,,0.0562339,0.0372,0.0334,2.0,0.0,,,,,1.0,1.0,,90.0,1.0,,,,,,13.0,,,7.3,,,1.0,,1.0,6.0,5.0,,1.0,,18.0,11.0,24.0,,,2,1.0,48.0,2.0,,5.0,1.0
2024-25,12437057,10,21,West_Ham_United,Away,609752,197024,Guido Rodríguez,guido-rodriguez,M,False,,,,11.0,6.0,17.0,1.0,,,,,,,1.0,,,3.0,,,,0.00672284,,,1.0,0.0,,,,,,,,45.0,,1.0,,,,,7.0,,,6.2,,,,,1.0,,1.0,,4.0,1.0,16.0,8.0,23.0,,,0,,26.0,,,,
2024-25,12437057,10,21,West_Ham_United,Away,829022,233963,Konstantinos Mavropanos,konstantinos-mavropanos,D,False,,,2.0,10.0,35.0,45.0,1.0,2.0,,,,,,1.0,,,2.0,5.0,,,0.00342062,,,,0.0,,,,,2.0,,,90.0,,,,,,,8.0,,,6.5,,,,,4.0,,,,6.0,,15.0,38.0,53.0,,,0,2.0,64.0,,1.0,,2.0
2024-25,12437057,10,21,West_Ham_United,Away,832427,224860,Carlos Soler,carlos-soler,M,True,,,,5.0,5.0,10.0,,,,1.0,,,,1.0,,,4.0,1.0,,,0.00559493,,,2.0,0.0,,,,,,,,45.0,,,,,,,5.0,,,6.3,,,,,,1.0,3.0,,,,9.0,5.0,11.0,,,0,1.0,16.0,,,,1.0
2024-25,12437057,10,21,West_Ham_United,Away,839981,224024,Lucas Paquetá,lucas-paqueta,M,False,,,2.0,11.0,10.0,21.0,6.0,1.0,,5.0,,,,1.0,,5.0,13.0,7.0,,,0.0178126,0.0621,,,0.0,,,,,,,,90.0,1.0,,,,,,16.0,,,6.8,,,,,1.0,2.0,,,4.0,,17.0,11.0,28.0,,,1,4.0,53.0,3.0,1.0,1.0,3.0
2024-25,12437057,10,21,West_Ham_United,Away,845464,229384,Andy Irving,andy-irving,M,True,,,,2.0,4.0,6.0,,,,,,,,,,,,1.0,,,0.00042367,,,,0.0,,,,,,,,11.0,,,,,,,,,,6.8,,,,,2.0,,,,,,2.0,4.0,6.0,,,0,1.0,12.0,,,,1.0
2024-25,12437057,10,21,West_Ham_United,Away,847151,213999,Edson Álvarez,edson-alvarez,M,False,,,,6.0,9.0,15.0,,2.0,,2.0,,,,,,,3.0,4.0,,,0.00538607,,,3.0,0.0,,,,,,,,47.0,,,,,,,10.0,,,5.4,,,,,1.0,,,,3.0,,14.0,11.0,25.0,,,0,,29.0,,2.0,,
2024-25,12437057,10,21,West_Ham_United,Away,863653,214590,Aaron Wan-Bissaka,aaron-wan-bissaka,D,False,,,2.0,17.0,10.0,27.0,,,,5.0,,,,1.0,,,2.0,2.0,,,0.0311058,,,,0.0,,,,,4.0,,,90.0,,,,,,,10.0,,,6.8,,,,,2.0,3.0,2.0,,3.0,,23.0,11.0,32.0,,,0,,48.0,,,2.0,
2024-25,12437057,10,21,West_Ham_United,Away,894474,214048,Max Kilman,max-kilman,D,False,,,2.0,9.0,36.0,45.0,,6.0,,3.0,,,,,,,,8.0,,,0.00644712,,,,0.0,,,,,2.0,,,90.0,,1.0,,,,,14.0,,,6.9,,,,,8.0,1.0,,,8.0,,19.0,38.0,57.0,,,0,1.0,72.0,1.0,,1.0,
2024-25,12437057,10,21,West_Ham_United,Away,917005,450070,Crysencio Summerville,crysencio-summerville,M,False,1.0,,,5.0,2.0,6.0,,,,2.0,,,,1.0,,3.0,5.0,2.0,,,0.0493285,,,,0.0,,,,,,,,45.0,,,,,,,9.0,,,6.3,,,,,2.0,1.0,1.0,,1.0,,8.0,2.0,9.0,,,0,,21.0,2.0,2.0,,
2024-25,12437057,10,21,West_Ham_United,Away,945217,462116,Jean-Clair Todibo,jean-clair-todibo,D,False,,,2.0,3.0,54.0,57.0,2.0,2.0,,2.0,,,,,,1.0,5.0,6.0,1.0,,0.00329676,,,1.0,0.0,,,,,1.0,,,90.0,,,,,,,9.0,,,5.9,,,,,4.0,2.0,,,5.0,,8.0,55.0,63.0,,,0,2.0,77.0,,1.0,1.0,2.0
2024-25,12437057,10,21,West_Ham_United,Away,1016893,577114,Luís Guilherme,luis-guilherme,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437057,10,21,West_Ham_United,Away,1142343,518438,Kaelan Casey,casey-kaelan,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436486,11,21,West_Ham_United,Home,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,5.0,3.0,8.0,11.0,,,,9.0,,,,,,,,,,,0.00032947,,,,0.0,,0.5332,2.0,,,,,90.0,,,,,,,11.0,,,7.6,4.0,4.0,,,,,,,16.0,,12.0,10.0,22.0,,,0,,35.0,,,,
2024-25,12436486,11,21,West_Ham_United,Home,43443,55459,Aaron Cresswell,aaron-cresswell,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436486,11,21,West_Ham_United,Home,47772,57531,Michail Antonio,michail-antonio,F,False,,,2.0,10.0,2.0,12.0,1.0,2.0,,3.0,,1.0,,,,2.0,5.0,4.0,,,0.0141385,0.0349,0.1377,1.0,0.0,,,,,,1.0,,67.0,1.0,,,,,,11.0,,,6.5,,,,,1.0,1.0,,,3.0,,13.0,2.0,15.0,,,1,1.0,30.0,4.0,1.0,,1.0
2024-25,12436486,11,21,West_Ham_United,Home,130181,84939,Danny Ings,danny-ings,F,True,,,,5.0,2.0,7.0,1.0,2.0,,,,,,,,,1.0,3.0,,,0.00907703,0.3122,0.5739,,0.0,,,,,,,,23.0,2.0,,,,,,4.0,,,7.1,,,,,,1.0,,,,,8.0,2.0,10.0,,,2,,14.0,1.0,,1.0,
2024-25,12436486,11,21,West_Ham_United,Home,138024,164555,Vladimír Coufal,vladimir-coufal,D,True,,,,5.0,4.0,9.0,1.0,1.0,,1.0,,,,,,1.0,4.0,1.0,,,0.00569084,,,1.0,0.0,,,,,,,,23.0,,,,,,,10.0,,,6.2,,,,,,1.0,1.0,,1.0,,10.0,4.0,13.0,,,0,,20.0,1.0,,,
2024-25,12436486,11,21,West_Ham_United,Home,155997,109533,Emerson,emerson,D,False,1.0,,1.0,28.0,5.0,32.0,,1.0,,5.0,,,1.0,,,1.0,3.0,6.0,,,0.0226657,0.0354,,2.0,0.0,,,,,,1.0,,90.0,,,,,,,17.0,,,7.3,,,,,2.0,,3.0,,2.0,,37.0,7.0,41.0,,,1,5.0,72.0,2.0,,,2.0
2024-25,12436486,11,21,West_Ham_United,Home,187861,82143,Wes Foderingham,wes-foderingham,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436486,11,21,West_Ham_United,Home,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,,,1.0,16.0,2.0,18.0,3.0,,,4.0,1.0,,1.0,2.0,,,10.0,8.0,,,0.190336,0.0956,0.0614,,0.0,,,,,2.0,1.0,,90.0,1.0,,,,,,17.0,,,7.3,,,1.0,,1.0,9.0,2.0,,1.0,1.0,22.0,5.0,25.0,,,3,2.0,56.0,2.0,2.0,4.0,
2024-25,12436486,11,21,West_Ham_United,Home,609752,197024,Guido Rodríguez,guido-rodriguez,M,False,,,2.0,16.0,17.0,33.0,,,,,,,,2.0,,,2.0,1.0,,,0.010448,0.0232,0.0138,,0.0,,,,,,,,67.0,1.0,3.0,,,,,7.0,,,7.0,,,,,1.0,,,,3.0,,21.0,19.0,40.0,,,1,,49.0,,1.0,,
2024-25,12436486,11,21,West_Ham_United,Home,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,3.0,24.0,21.0,45.0,4.0,4.0,,2.0,,,,3.0,,,7.0,7.0,,,0.112377,,,,0.0,,,,,,,,90.0,,,,,,,7.0,,,6.9,,,,,2.0,,,,4.0,,28.0,23.0,51.0,,,0,2.0,57.0,1.0,1.0,,1.0
2024-25,12436486,11,21,West_Ham_United,Home,829022,233963,Konstantinos Mavropanos,konstantinos-mavropanos,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436486,11,21,West_Ham_United,Home,832427,224860,Carlos Soler,carlos-soler,M,True,,,,4.0,7.0,11.0,,,,2.0,,,1.0,1.0,,,1.0,,,,0.00518764,0.0386,,,0.0,,,,,1.0,,,23.0,,,,,,,,,,6.6,,,,,1.0,,,,,,4.0,7.0,11.0,,,1,,14.0,,,,
2024-25,12436486,11,21,West_Ham_United,Home,839981,224024,Lucas Paquetá,lucas-paqueta,M,False,,,4.0,32.0,18.0,50.0,3.0,1.0,,8.0,1.0,,1.0,2.0,,2.0,11.0,3.0,,,0.279714,0.0079,,3.0,0.0,,,,,,3.0,,90.0,,,,,,,19.0,,,7.2,,,,,3.0,2.0,2.0,,6.0,,41.0,23.0,62.0,,,1,,86.0,2.0,1.0,1.0,
2024-25,12436486,11,21,West_Ham_United,Home,845464,229384,Andy Irving,andy-irving,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436486,11,21,West_Ham_United,Home,863653,214590,Aaron Wan-Bissaka,aaron-wan-bissaka,D,False,,,,16.0,11.0,27.0,,,,3.0,,,,,,,,,,,0.0118182,,,,0.0,,,,,1.0,,,67.0,,,,,,,11.0,,,6.8,,,,,7.0,,1.0,,4.0,,22.0,14.0,35.0,,,0,,53.0,,,,
2024-25,12436486,11,21,West_Ham_United,Home,894474,214048,Max Kilman,max-kilman,D,False,,,3.0,17.0,17.0,34.0,2.0,5.0,,6.0,,,,,,,2.0,5.0,,,0.0086059,,,,0.0,,,,,,,,90.0,,,,,,,15.0,,,7.0,,,,,10.0,,,,10.0,,25.0,24.0,49.0,,,0,,61.0,,,,
2024-25,12436486,11,21,West_Ham_United,Home,917005,450070,Crysencio Summerville,crysencio-summerville,M,False,1.0,,1.0,12.0,6.0,17.0,1.0,,,3.0,,1.0,,,,1.0,5.0,4.0,,,0.164203,0.2775,0.4242,1.0,0.0,,,,1.0,,2.0,,83.0,1.0,1.0,,,,,13.0,,,7.2,,,,,,3.0,4.0,,2.0,,20.0,7.0,23.0,,,1,2.0,41.0,1.0,1.0,1.0,1.0
2024-25,12436486,11,21,West_Ham_United,Home,945217,462116,Jean-Clair Todibo,jean-clair-todibo,D,False,,,4.0,11.0,31.0,42.0,2.0,2.0,,1.0,,,,,,1.0,6.0,4.0,,1.0,0.00342438,,,2.0,0.0,,,,,,1.0,,90.0,,1.0,,,,,8.0,,,7.0,,,,,5.0,1.0,,,5.0,,13.0,35.0,48.0,,,0,1.0,64.0,,1.0,,1.0
2024-25,12436486,11,21,West_Ham_United,Home,1016893,577114,Luís Guilherme,luis-guilherme,M,True,,,,1.0,,1.0,,,,1.0,,,,,,,1.0,1.0,,,0.00220724,,,,0.0,,,,,,,,12.0,,,,,,,3.0,,,6.5,,,,,,1.0,1.0,,,,2.0,1.0,2.0,,,0,,6.0,,1.0,,
2024-25,12436486,11,21,West_Ham_United,Home,1150952,536109,Oliver Scarles,scarles-oliver,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436496,12,21,West_Ham_United,Away,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,4.0,11.0,9.0,13.0,22.0,,,,12.0,,,,,,,,,,,0.00204369,,,,0.0,,0.4288,,,,,,90.0,,,,,,,23.0,,2.0,7.3,2.0,2.0,,,3.0,,,4.0,34.0,,27.0,18.0,45.0,,,0,,58.0,,,,
2024-25,12436496,12,21,West_Ham_United,Away,43443,55459,Aaron Cresswell,aaron-cresswell,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
