season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089872,1,21,West_Ham_United,Away,46799,59779,Pedro Obiang,pedro-obiang,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089872,1,21,West_Ham_United,Away,47772,57531,Michail Antonio,michail-antonio,F,False,,,,7.0,9.0,16.0,,1.0,6.0,,,,2.0,,,,4.0,8.0,1.0,,2.0,,,,,2.0,,,52.0,,,1.0,,,,,8.0,,5.9,,,,1.0,2.0,,,4.0,,11.0,10.0,21.0,0,5.0,36.0,1.0,,2.0,3.0
2016-17,7089872,1,21,West_Ham_United,Away,50539,60706,Adrián,adrian,G,False,,1.0,12.0,10.0,3.0,13.0,,,8.0,,,,,,,,,1.0,,,,,,1.0,,,,,90.0,,,,1.0,,,,16.0,,7.1,3.0,4.0,,,,,1.0,28.0,,23.0,6.0,29.0,0,,40.0,,1.0,,
2016-17,7089872,1,21,West_Ham_United,Away,88125,59796,Gökhan Töre,gokhan-tore,M,True,,,,3.0,3.0,6.0,1.0,,1.0,,,,2.0,,,,4.0,1.0,,,,,,,,,,,55.0,,,,,,,,6.0,,6.1,,,,,1.0,2.0,,1.0,,7.0,3.0,8.0,0,1.0,14.0,1.0,,,1.0
2016-17,7089872,1,21,West_Ham_United,Away,106456,148179,Enner Valencia,enner-valencia,F,False,,,1.0,6.0,7.0,13.0,3.0,,2.0,,,1.0,1.0,,,1.0,8.0,3.0,,,4.0,,,,,2.0,,,90.0,1.0,,,,,,,6.0,,6.7,,,,,1.0,1.0,,1.0,1.0,7.0,7.0,13.0,2,1.0,27.0,3.0,2.0,,1.0
2016-17,7089872,1,21,West_Ham_United,Away,174975,105717,Arthur Masuaku,arthur-masuaku,D,False,,,4.0,15.0,20.0,35.0,1.0,3.0,8.0,,,,1.0,,,,3.0,6.0,,,1.0,,,,,3.0,,,90.0,,,,,,,,16.0,,6.8,,,,3.0,,,,9.0,,21.0,22.0,43.0,0,2.0,65.0,2.0,1.0,,2.0
2016-17,7089872,1,21,West_Ham_United,Away,254713,113564,Sam Byram,sam-byram,D,True,,,1.0,1.0,3.0,4.0,1.0,2.0,4.0,,,,1.0,,,,2.0,5.0,,,,,,,,,,,38.0,,1.0,,,,,,4.0,,6.9,,,,4.0,,1.0,,3.0,,3.0,5.0,7.0,0,3.0,22.0,,,,3.0
2016-17,7089872,1,21,West_Ham_United,Away,788768,173792,Reece Oxford,reece-oxford,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090018,2,21,West_Ham_United,Home,9729,8380,James Collins,james-collins,D,False,,,2.0,5.0,14.0,19.0,3.0,5.0,3.0,,,,,,,,5.0,5.0,,,2.0,,,,,5.0,1.0,,90.0,,,,,,,,14.0,,7.0,,,,4.0,,,,12.0,,16.0,17.0,33.0,0,,42.0,,,,
2016-17,7090018,2,21,West_Ham_United,Home,9741,18073,Mark Noble,mark-noble,M,False,,,4.0,34.0,21.0,55.0,,1.0,14.0,1.0,,,1.0,,,,4.0,8.0,,,3.0,,,,,1.0,3.0,,90.0,,,,,,,,11.0,,7.7,,,,,,3.0,,6.0,,44.0,21.0,62.0,0,4.0,77.0,1.0,4.0,,2.0
2016-17,7090018,2,21,West_Ham_United,Home,13060,32259,Darren Randolph,darren-randolph,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090018,2,21,West_Ham_United,Home,14120,48717,Winston Reid,winston-reid,D,False,,,1.0,10.0,11.0,21.0,1.0,4.0,2.0,,,,,,,,1.0,7.0,,,1.0,,,,,4.0,,,90.0,,2.0,,,,,,5.0,,7.7,,,,5.0,,,,4.0,,15.0,11.0,26.0,0,1.0,43.0,,2.0,,1.0
2016-17,7090018,2,21,West_Ham_United,Home,21164,40669,Angelo Ogbonna,angelo-ogbonna,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090018,2,21,West_Ham_United,Home,22337,43626,Håvard Nordtveit,havard-nordtveit,D,False,,,2.0,11.0,11.0,22.0,,,2.0,,,,,,,,,1.0,,,,,,,,7.0,,,80.0,,,,,,,,5.0,,7.2,,,,2.0,,,,4.0,,15.0,11.0,26.0,0,1.0,38.0,,,,1.0
2016-17,7090018,2,21,West_Ham_United,Home,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,,25.0,10.0,35.0,,3.0,8.0,,,1.0,,,,,,8.0,,,,,,,,2.0,1.0,,90.0,,,,,,,,6.0,,7.4,,,1.0,,2.0,2.0,,1.0,,30.0,10.0,38.0,2,1.0,51.0,1.0,2.0,2.0,
2016-17,7090018,2,21,West_Ham_United,Home,46799,59779,Pedro Obiang,pedro-obiang,M,True,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0,1.0,1.0,,,,1.0
2016-17,7090018,2,21,West_Ham_United,Home,47772,57531,Michail Antonio,michail-antonio,F,False,4.0,,1.0,23.0,4.0,23.0,3.0,2.0,4.0,,,1.0,1.0,,,1.0,5.0,9.0,,,,,1.0,,,2.0,2.0,,90.0,1.0,,,,,,,11.0,,8.4,,,2.0,,4.0,4.0,,2.0,,28.0,4.0,28.0,4,2.0,54.0,3.0,1.0,4.0,2.0
2016-17,7090018,2,21,West_Ham_United,Home,50539,60706,Adrián,adrian,G,False,,,6.0,6.0,2.0,8.0,,,8.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,13.0,,7.7,2.0,5.0,,,,,,19.0,,18.0,3.0,21.0,0,,28.0,,,,
2016-17,7090018,2,21,West_Ham_United,Home,88125,59796,Gökhan Töre,gokhan-tore,M,False,1.0,,1.0,17.0,3.0,19.0,2.0,,3.0,1.0,,1.0,1.0,,,,7.0,6.0,,,3.0,1.0,,,,,4.0,,89.0,,,,,,,,17.0,,7.8,,,2.0,,4.0,7.0,,1.0,,28.0,5.0,26.0,3,2.0,46.0,2.0,1.0,3.0,1.0
2016-17,7090018,2,21,West_Ham_United,Home,106456,148179,Enner Valencia,enner-valencia,F,False,,,,3.0,2.0,5.0,10.0,1.0,1.0,,,2.0,1.0,,,2.0,16.0,1.0,,,3.0,,,,,,,,63.0,1.0,,,,,,,7.0,,6.2,,,,1.0,1.0,,,1.0,1.0,5.0,2.0,7.0,3,,18.0,2.0,,,
2016-17,7090018,2,21,West_Ham_United,Home,174975,105717,Arthur Masuaku,arthur-masuaku,D,False,2.0,,6.0,21.0,13.0,32.0,2.0,,8.0,,,,,,,4.0,8.0,5.0,,,1.0,,,,,3.0,,,90.0,,,,,,,,15.0,,7.2,,,2.0,1.0,2.0,4.0,,9.0,,26.0,15.0,37.0,2,3.0,70.0,,1.0,1.0,2.0
2016-17,7090018,2,21,West_Ham_United,Home,254713,113564,Sam Byram,sam-byram,D,False,,,2.0,19.0,13.0,32.0,2.0,,7.0,,,,,,,,3.0,2.0,,,1.0,,,,,6.0,,,90.0,,,,,,,,16.0,,7.3,,,,4.0,,2.0,,8.0,,29.0,16.0,43.0,0,1.0,74.0,,1.0,,
2016-17,7090018,2,21,West_Ham_United,Home,340519,168287,Jonathan Calleri,jonathan-calleri,F,True,,,1.0,4.0,,4.0,1.0,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,27.0,,,,,,,,2.0,,6.4,,,2.0,,,,,1.0,,5.0,,5.0,2,,8.0,1.0,,,
2016-17,7090018,2,21,West_Ham_United,Home,353224,176296,Ashley Fletcher,ashley-fletcher,F,True,,,,1.0,1.0,2.0,,,2.0,,,,,,,,,1.0,,,,,,,,,1.0,,10.0,,,,,,,,1.0,,6.7,,,,,,,,,,2.0,1.0,3.0,0,,4.0,,1.0,,
2016-17,7090018,2,21,West_Ham_United,Home,372342,156658,Reece Burke,reece-burke,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090018,2,21,West_Ham_United,Home,788768,173792,Reece Oxford,reece-oxford,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090028,3,21,West_Ham_United,Away,9729,8380,James Collins,james-collins,D,False,,,5.0,8.0,12.0,20.0,,2.0,4.0,,,1.0,2.0,,,,2.0,5.0,,,,,,,,4.0,,,90.0,,4.0,,,,,,11.0,,7.0,,,,2.0,,,,13.0,1.0,17.0,14.0,31.0,1,3.0,47.0,,,,3.0
2016-17,7090028,3,21,West_Ham_United,Away,9741,18073,Mark Noble,mark-noble,M,False,,,4.0,11.0,17.0,28.0,,,5.0,,,,1.0,,,,1.0,1.0,,,,,,,,,1.0,,90.0,,,,,,,,10.0,,6.7,,,2.0,,1.0,,,7.0,,17.0,19.0,36.0,2,,46.0,1.0,,1.0,
2016-17,7090028,3,21,West_Ham_United,Away,13060,32259,Darren Randolph,darren-randolph,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090028,3,21,West_Ham_United,Away,14120,48717,Winston Reid,winston-reid,D,False,,,4.0,6.0,8.0,14.0,,2.0,2.0,,,,2.0,,,,2.0,4.0,,,,,,,,3.0,,,78.0,,1.0,,,,,,4.0,,6.8,,,,7.0,,,,7.0,,9.0,9.0,18.0,0,2.0,32.0,,,,2.0
2016-17,7090028,3,21,West_Ham_United,Away,21164,40669,Angelo Ogbonna,angelo-ogbonna,D,False,,,4.0,7.0,14.0,21.0,,,4.0,,,,1.0,,,,1.0,1.0,,,,,,,,2.0,1.0,,90.0,,1.0,,,,,,4.0,,6.5,,,,1.0,,,,6.0,,9.0,16.0,25.0,0,1.0,30.0,,,,1.0
2016-17,7090028,3,21,West_Ham_United,Away,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,1.0,7.0,9.0,16.0,,2.0,9.0,,,,1.0,,,,4.0,6.0,,,1.0,,,,,2.0,,,90.0,,,,,,,,8.0,,6.5,,,,1.0,5.0,,,3.0,,12.0,9.0,21.0,0,1.0,31.0,1.0,,3.0,1.0
2016-17,7090028,3,21,West_Ham_United,Away,46799,59779,Pedro Obiang,pedro-obiang,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090028,3,21,West_Ham_United,Away,47772,57531,Michail Antonio,michail-antonio,F,False,,,,12.0,4.0,16.0,6.0,8.0,2.0,,,,1.0,,,1.0,13.0,12.0,,,1.0,,1.0,,,1.0,,,90.0,1.0,,,,,,,21.0,,6.8,,,,1.0,6.0,4.0,,2.0,,24.0,6.0,26.0,1,1.0,51.0,1.0,1.0,2.0,1.0
2016-17,7090028,3,21,West_Ham_United,Away,50539,60706,Adrián,adrian,G,False,,3.0,17.0,15.0,8.0,23.0,,,10.0,,,,1.0,,,,1.0,,,,,,,1.0,,,,,90.0,,,,,,,,15.0,,6.1,2.0,3.0,,,,,4.0,31.0,,29.0,8.0,37.0,0,,45.0,,,,
2016-17,7090028,3,21,West_Ham_United,Away,88125,59796,Gökhan Töre,gokhan-tore,M,False,3.0,,,5.0,4.0,6.0,1.0,,2.0,,,,1.0,,,,3.0,,,,,,,,,,2.0,,45.0,,,,,,,,5.0,,6.5,,,,,1.0,4.0,,1.0,1.0,9.0,4.0,9.0,0,,14.0,,,,
2016-17,7090028,3,21,West_Ham_United,Away,106456,148179,Enner Valencia,enner-valencia,F,False,,,1.0,3.0,4.0,7.0,2.0,1.0,4.0,,,1.0,2.0,,,1.0,9.0,2.0,,,2.0,,,,,2.0,,,60.0,1.0,,,,,,,8.0,,6.4,,,,2.0,2.0,1.0,,1.0,,6.0,5.0,10.0,2,,25.0,,1.0,,
2016-17,7090028,3,21,West_Ham_United,Away,174975,105717,Arthur Masuaku,arthur-masuaku,D,False,1.0,,2.0,6.0,13.0,18.0,1.0,2.0,4.0,1.0,,,2.0,,,2.0,10.0,19.0,,,3.0,1.0,,,,2.0,1.0,,90.0,,,,,,,,13.0,,7.9,,,,1.0,9.0,3.0,,3.0,,11.0,14.0,22.0,0,9.0,56.0,,1.0,7.0,5.0
2016-17,7090028,3,21,West_Ham_United,Away,220315,86934,Manuel Lanzini,manuel-lanzini,M,True,,,,4.0,1.0,5.0,,,1.0,,,,,,,,3.0,2.0,,,1.0,,,,,1.0,1.0,,30.0,,,,,,,,9.0,,6.4,,,,,3.0,2.0,,1.0,,8.0,1.0,7.0,0,,18.0,1.0,1.0,1.0,
2016-17,7090028,3,21,West_Ham_United,Away,254713,113564,Sam Byram,sam-byram,D,True,,,2.0,6.0,2.0,8.0,1.0,,1.0,,,,,,,,1.0,2.0,,,,,,,,1.0,1.0,,45.0,,1.0,,,,,,9.0,,7.1,,,,2.0,,1.0,,3.0,,11.0,2.0,12.0,0,2.0,31.0,1.0,,,
2016-17,7090028,3,21,West_Ham_United,Away,340519,168287,Jonathan Calleri,jonathan-calleri,F,True,,,,3.0,1.0,4.0,1.0,2.0,,,,,1.0,,,,2.0,5.0,,,,,,,,,,,12.0,,,,,,,,4.0,,6.8,,,,,3.0,2.0,,,1.0,7.0,1.0,6.0,0,,11.0,,,3.0,
2016-17,7090028,3,21,West_Ham_United,Away,353224,176296,Ashley Fletcher,ashley-fletcher,F,False,,,,5.0,5.0,10.0,4.0,4.0,2.0,,,,2.0,,,1.0,12.0,4.0,,,2.0,,,,,,,,90.0,,,,,,,,16.0,,6.2,,,3.0,,3.0,1.0,,,,10.0,5.0,14.0,3,,31.0,6.0,,,
2016-17,7090028,3,21,West_Ham_United,Away,372342,156658,Reece Burke,reece-burke,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090028,3,21,West_Ham_United,Away,788768,173792,Reece Oxford,reece-oxford,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090032,4,21,West_Ham_United,Home,9729,8380,James Collins,james-collins,D,False,,,4.0,6.0,24.0,30.0,4.0,5.0,2.0,,,,2.0,,,,6.0,6.0,1.0,,,,,,,5.0,,,90.0,,,,,,,,1.0,,6.0,,,1.0,9.0,,,,4.0,,7.0,24.0,31.0,1,,48.0,,1.0,,
2016-17,7090032,4,21,West_Ham_United,Home,9741,18073,Mark Noble,mark-noble,M,False,,,1.0,19.0,17.0,36.0,,,4.0,,,,,,,1.0,1.0,4.0,,,,,,,,,1.0,,69.0,,,,,,,,3.0,,6.6,,,1.0,,,,,1.0,,20.0,17.0,37.0,1,3.0,46.0,1.0,1.0,,2.0
2016-17,7090032,4,21,West_Ham_United,Home,13060,32259,Darren Randolph,darren-randolph,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090032,4,21,West_Ham_United,Home,14120,48717,Winston Reid,winston-reid,D,False,,,7.0,12.0,23.0,35.0,1.0,2.0,6.0,,,,1.0,,,,3.0,3.0,,,2.0,,,,,5.0,,,90.0,,1.0,,,,,,3.0,,6.7,,,,7.0,,,,8.0,1.0,14.0,24.0,38.0,0,,53.0,,2.0,,
2016-17,7090032,4,21,West_Ham_United,Home,14216,37901,Dimitri Payet,dimitri-payet,M,False,2.0,,2.0,43.0,14.0,55.0,,,6.0,1.0,,2.0,2.0,,,3.0,6.0,4.0,,,,2.0,,,,,6.0,,90.0,1.0,,,,,,,23.0,,7.7,,,2.0,,4.0,8.0,,4.0,,58.0,16.0,66.0,5,,91.0,1.0,1.0,3.0,
2016-17,7090032,4,21,West_Ham_United,Home,21164,40669,Angelo Ogbonna,angelo-ogbonna,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090032,4,21,West_Ham_United,Home,22337,43626,Håvard Nordtveit,havard-nordtveit,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090032,4,21,West_Ham_United,Home,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,2.0,25.0,21.0,46.0,2.0,4.0,7.0,,,,1.0,,,,4.0,10.0,,,,,,,,5.0,,,90.0,,,,,,,,9.0,,7.1,,,1.0,2.0,1.0,,,3.0,,29.0,25.0,54.0,1,3.0,70.0,,3.0,,1.0
2016-17,7090032,4,21,West_Ham_United,Home,46799,59779,Pedro Obiang,pedro-obiang,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090032,4,21,West_Ham_United,Home,47772,57531,Michail Antonio,michail-antonio,F,False,,,1.0,15.0,6.0,21.0,4.0,,4.0,,,2.0,1.0,,,2.0,12.0,3.0,,,2.0,,2.0,,,1.0,,,90.0,3.0,,,,,,,18.0,,7.3,,,2.0,2.0,4.0,6.0,,2.0,,25.0,7.0,26.0,7,,55.0,1.0,2.0,1.0,
2016-17,7090032,4,21,West_Ham_United,Home,48077,,Simone Zaza,simone-zaza,F,False,,,,10.0,5.0,15.0,3.0,1.0,2.0,,,,1.0,,,,8.0,4.0,,,2.0,,,,,1.0,3.0,,77.0,,,,,,,,10.0,,6.6,,,1.0,1.0,3.0,1.0,,,,15.0,6.0,20.0,1,1.0,34.0,2.0,1.0,1.0,1.0
2016-17,7090032,4,21,West_Ham_United,Home,50539,60706,Adrián,adrian,G,False,,1.0,7.0,4.0,10.0,14.0,,,5.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,9.0,,6.0,4.0,4.0,,,,,1.0,16.0,,12.0,11.0,23.0,0,,31.0,,,,
2016-17,7090032,4,21,West_Ham_United,Home,88125,59796,Gökhan Töre,gokhan-tore,M,True,,,,2.0,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,5.0,,,,,,,,3.0,,6.0,,,,,1.0,,,,,3.0,,3.0,0,,5.0,,,,
2016-17,7090032,4,21,West_Ham_United,Home,174975,105717,Arthur Masuaku,arthur-masuaku,D,False,,,2.0,27.0,20.0,47.0,1.0,1.0,9.0,,,,,,,1.0,5.0,8.0,,,,,,,,2.0,1.0,,90.0,,1.0,,,,,,15.0,,6.5,,,,2.0,7.0,5.0,,3.0,,36.0,20.0,51.0,0,1.0,86.0,1.0,2.0,4.0,1.0
2016-17,7090032,4,21,West_Ham_United,Home,220315,86934,Manuel Lanzini,manuel-lanzini,M,False,1.0,,1.0,39.0,18.0,56.0,1.0,,3.0,,,,,,,1.0,5.0,3.0,,,2.0,,,,,,2.0,,90.0,,,,,,,,11.0,,6.7,,,3.0,,2.0,2.0,,1.0,,44.0,18.0,60.0,3,2.0,76.0,2.0,,1.0,
2016-17,7090032,4,21,West_Ham_United,Home,254713,113564,Sam Byram,sam-byram,D,False,,,1.0,17.0,8.0,25.0,,3.0,6.0,,,,,,,1.0,3.0,6.0,,,2.0,,,,,7.0,1.0,,85.0,,,,,,,,14.0,,6.6,,,,5.0,,1.0,,5.0,,27.0,8.0,34.0,0,2.0,67.0,,1.0,,1.0
2016-17,7090032,4,21,West_Ham_United,Home,340519,168287,Jonathan Calleri,jonathan-calleri,F,True,,,,2.0,,2.0,,,,,,,,,,1.0,2.0,,,,,,,,,,,,21.0,,,,,,,,4.0,,6.3,,,,1.0,1.0,2.0,,,,4.0,,2.0,0,,8.0,,,,
2016-17,7090032,4,21,West_Ham_United,Home,353224,176296,Ashley Fletcher,ashley-fletcher,F,True,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,13.0,,,,,,,,1.0,,6.4,,,,,,,,,1.0,,,,0,,2.0,,,,
2016-17,7090045,5,21,West_Ham_United,Away,9729,8380,James Collins,james-collins,D,False,,,,19.0,32.0,51.0,,2.0,3.0,,,,,,,,,4.0,,,,,,,,4.0,1.0,,90.0,1.0,,,,,,,2.0,,6.7,,,,2.0,1.0,,,,,20.0,32.0,52.0,1,1.0,63.0,,,1.0,1.0
2016-17,7090045,5,21,West_Ham_United,Away,9741,18073,Mark Noble,mark-noble,M,False,,,5.0,32.0,12.0,44.0,,,2.0,,,,1.0,,,,1.0,2.0,,,,,,,,,2.0,,45.0,,,,,,,,3.0,,6.8,,,,,1.0,,,6.0,,35.0,12.0,47.0,0,,49.0,,1.0,1.0,
2016-17,7090045,5,21,West_Ham_United,Away,13060,32259,Darren Randolph,darren-randolph,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090045,5,21,West_Ham_United,Away,14216,37901,Dimitri Payet,dimitri-payet,M,False,5.0,,3.0,48.0,17.0,60.0,1.0,,8.0,1.0,,3.0,,,,,2.0,10.0,,,,1.0,,,1.0,,6.0,,90.0,,,,,,,1.0,23.0,,9.1,,,2.0,,6.0,10.0,,7.0,,66.0,17.0,73.0,5,2.0,105.0,3.0,3.0,5.0,1.0
2016-17,7090045,5,21,West_Ham_United,Away,21164,40669,Angelo Ogbonna,angelo-ogbonna,D,False,,,4.0,31.0,39.0,70.0,1.0,2.0,6.0,,,,1.0,,,,2.0,5.0,,,,,,,,4.0,,,90.0,,,,,,,,8.0,,6.8,,,,1.0,,,,9.0,,36.0,42.0,78.0,0,3.0,86.0,,,,2.0
2016-17,7090045,5,21,West_Ham_United,Away,22337,43626,Håvard Nordtveit,havard-nordtveit,D,False,1.0,,5.0,32.0,25.0,56.0,1.0,,6.0,,,,,,,,2.0,6.0,,,1.0,,,,,4.0,2.0,,90.0,,,,,,,,14.0,,6.9,,,,1.0,1.0,5.0,,10.0,,44.0,25.0,64.0,0,2.0,92.0,,3.0,1.0,2.0
2016-17,7090045,5,21,West_Ham_United,Away,37240,44336,Sofiane Feghouli,sofiane-feghouli,M,True,1.0,,2.0,15.0,6.0,20.0,,,1.0,,,,,,,,2.0,1.0,,,1.0,,,,,1.0,2.0,,45.0,,,,,,,,12.0,,6.8,,,,,1.0,5.0,,4.0,,24.0,7.0,26.0,0,1.0,37.0,,,,1.0
