season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437083,1,21,West_Ham_United,Away,9729,8380,James Collins,james-collins,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437083,1,21,West_Ham_United,Away,9741,18073,Mark Noble,mark-noble,M,False,,,,11.0,14.0,25.0,1.0,,3.0,,,,2.0,,1.0,5.0,5.0,,,1.0,,,,,,3.0,,61.0,,2.0,,,,,,,6.0,,7.0,,,1.0,2.0,,,,3.0,,14.0,15.0,29.0,1,4.0,44.0,,1.0,,
2017-18,7437083,1,21,West_Ham_United,Away,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,,,1.0,8.0,13.0,21.0,,,4.0,,,,3.0,,,4.0,5.0,,,1.0,,,,,1.0,,,90.0,,3.0,,,,,,,15.0,,6.3,,,,4.0,,1.0,,3.0,,15.0,17.0,31.0,0,2.0,57.0,,3.0,,
2017-18,7437083,1,21,West_Ham_United,Away,14120,48717,Winston Reid,winston-reid,D,False,,,2.0,4.0,37.0,41.0,2.0,5.0,8.0,,,,1.0,,,3.0,7.0,,,,,,,,3.0,,,90.0,,2.0,,,,,,,6.0,,6.7,,,,5.0,,1.0,,4.0,,9.0,38.0,46.0,0,1.0,61.0,,1.0,,
2017-18,7437083,1,21,West_Ham_United,Away,16817,15749,Joe Hart,joe-hart,G,False,,2.0,7.0,6.0,10.0,16.0,,,6.0,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,,14.0,2.0,6.0,,1.0,,2.0,,,2.0,21.0,,19.0,11.0,30.0,0,,40.0,,,,
2017-18,7437083,1,21,West_Ham_United,Away,21164,40669,Angelo Ogbonna,angelo-ogbonna,D,False,,,7.0,15.0,20.0,35.0,,,4.0,,,,,,,,,,,,,,,,2.0,,,90.0,,,,,,,,,9.0,,6.3,,,,7.0,,,,10.0,,21.0,23.0,44.0,0,,53.0,,,,
2017-18,7437083,1,21,West_Ham_United,Away,21927,41464,Marko Arnautović,marko-arnautovic,F,False,1.0,,,14.0,6.0,19.0,1.0,1.0,10.0,1.0,,,1.0,,2.0,6.0,6.0,,,1.0,,,,1.0,1.0,2.0,,90.0,,,,,,,,,14.0,,7.0,,,2.0,,1.0,6.0,,1.0,2.0,23.0,7.0,24.0,2,2.0,45.0,,3.0,,
2017-18,7437083,1,21,West_Ham_United,Away,27035,45124,André Ayew,andre-ayew,F,False,,,,15.0,10.0,25.0,7.0,,3.0,,,,3.0,,3.0,13.0,2.0,,,,,,,,,,,90.0,,,,,,,,,8.0,,5.4,,,,,,,,,1.0,18.0,12.0,30.0,0,,36.0,,2.0,,
2017-18,7437083,1,21,West_Ham_United,Away,27622,38580,José Fonte,jose-fonte,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437083,1,21,West_Ham_United,Away,34312,,Javier Hernández,javier-hernandez,F,False,,,1.0,16.0,3.0,19.0,5.0,,4.0,,,,,,4.0,11.0,7.0,,,3.0,,,,,1.0,,,90.0,,,,,,,,,14.0,,6.9,,,2.0,,3.0,1.0,,1.0,1.0,24.0,3.0,26.0,2,,45.0,1.0,5.0,2.0,
2017-18,7437083,1,21,West_Ham_United,Away,43443,55459,Aaron Cresswell,aaron-cresswell,D,True,,,2.0,4.0,5.0,9.0,,,,,,1.0,,,,,,,,,,,,,,,,9.0,,,,,,,,,3.0,,6.0,,,,,,2.0,,3.0,,7.0,5.0,10.0,1,,15.0,,,,
2017-18,7437083,1,21,West_Ham_United,Away,46799,59779,Pedro Obiang,pedro-obiang,M,False,,,2.0,19.0,25.0,44.0,2.0,3.0,11.0,,,,6.0,,1.0,9.0,11.0,,,,,,,,,1.0,,90.0,,,,,,,,,16.0,,6.5,,,,3.0,1.0,,,3.0,,27.0,28.0,55.0,0,6.0,72.0,3.0,1.0,1.0,
2017-18,7437083,1,21,West_Ham_United,Away,50539,60706,Adrián,adrian,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437083,1,21,West_Ham_United,Away,74069,73889,Diafra Sakho,diafra-sakho,F,True,,,,3.0,1.0,4.0,2.0,3.0,,,1.0,,2.0,,1.0,5.0,4.0,,,,,,,,,,,30.0,,,,,,,,,6.0,,6.1,,,1.0,,,,,,,5.0,1.0,6.0,1,,12.0,2.0,1.0,,
2017-18,7437083,1,21,West_Ham_United,Away,174975,105717,Arthur Masuaku,arthur-masuaku,D,False,,,,12.0,9.0,21.0,2.0,1.0,4.0,,,,3.0,,,6.0,8.0,,1.0,1.0,,,,,2.0,,,81.0,,1.0,,,,,,,9.0,,6.5,,,,3.0,,3.0,,,,17.0,10.0,24.0,0,5.0,49.0,1.0,2.0,,
2017-18,7437083,1,21,West_Ham_United,Away,254713,113564,Sam Byram,sam-byram,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437083,1,21,West_Ham_United,Away,330099,163526,Edimilson Fernandes,edimilson-fernandes,M,False,,,1.0,8.0,7.0,15.0,,,3.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,,60.0,1.0,,,,,,,,7.0,,6.5,,,,,,,,2.0,,12.0,7.0,19.0,2,1.0,27.0,2.0,,,
2017-18,7437083,1,21,West_Ham_United,Away,856714,204480,Declan Rice,declan-rice,M,True,,,2.0,12.0,10.0,22.0,1.0,,1.0,,,,1.0,,,2.0,,,,,,,,,2.0,,,29.0,,,,,,,,,2.0,,6.2,,,,,,,,2.0,,12.0,11.0,23.0,0,,28.0,1.0,,,
2017-18,7438040,2,21,West_Ham_United,Away,9741,18073,Mark Noble,mark-noble,M,False,2.0,,6.0,18.0,19.0,35.0,1.0,,5.0,,,1.0,,,2.0,3.0,5.0,,,,,,,,1.0,2.0,,90.0,,,,,,,,,12.0,,7.1,,,,,1.0,3.0,,8.0,,26.0,20.0,43.0,1,2.0,57.0,1.0,2.0,1.0,
2017-18,7438040,2,21,West_Ham_United,Away,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,1.0,,,13.0,7.0,19.0,1.0,2.0,6.0,,,,1.0,,,4.0,6.0,,,2.0,,,,,4.0,1.0,,90.0,,,,1.0,,,,,10.0,,6.1,,,,7.0,,1.0,,3.0,,19.0,10.0,28.0,0,2.0,52.0,,2.0,,
2017-18,7438040,2,21,West_Ham_United,Away,16817,15749,Joe Hart,joe-hart,G,False,,,13.0,12.0,1.0,13.0,,,12.0,,,,,,,,1.0,,,,,,,,,,,90.0,,,,,2.0,,,,24.0,2.0,6.3,1.0,2.0,,2.0,,,,37.0,,34.0,3.0,37.0,0,,43.0,,1.0,,
2017-18,7438040,2,21,West_Ham_United,Away,21164,40669,Angelo Ogbonna,angelo-ogbonna,D,False,,,4.0,9.0,14.0,23.0,1.0,2.0,1.0,,,,,,,1.0,2.0,,,,,,,,1.0,,,90.0,,,,,,,,,7.0,,6.5,,,,10.0,,,,7.0,,15.0,15.0,30.0,0,,44.0,,,,
2017-18,7438040,2,21,West_Ham_United,Away,21927,41464,Marko Arnautović,marko-arnautovic,F,False,1.0,,1.0,7.0,2.0,8.0,1.0,,1.0,,,,,,1.0,4.0,2.0,,,2.0,,,,,1.0,1.0,,33.0,1.0,,,,,,,,5.0,,5.7,,,1.0,,,2.0,,1.0,,11.0,2.0,11.0,2,,19.0,,2.0,,
2017-18,7438040,2,21,West_Ham_United,Away,27035,45124,André Ayew,andre-ayew,F,False,,,,8.0,5.0,13.0,,3.0,3.0,,,1.0,,,1.0,3.0,8.0,,,2.0,,,,,1.0,,,68.0,,,,,,,,,9.0,,6.7,,,,,,,,2.0,,13.0,7.0,20.0,1,2.0,30.0,1.0,3.0,,
2017-18,7438040,2,21,West_Ham_United,Away,27622,38580,José Fonte,jose-fonte,D,False,,,1.0,2.0,12.0,14.0,1.0,5.0,2.0,,,,1.0,,,4.0,5.0,,,2.0,,,,,,,,90.0,1.0,2.0,,1.0,,,,,7.0,,6.3,,,2.0,11.0,,,,5.0,,8.0,13.0,21.0,3,,37.0,,,,
2017-18,7438040,2,21,West_Ham_United,Away,34312,,Javier Hernández,javier-hernandez,F,False,3.0,,1.0,7.0,7.0,11.0,1.0,1.0,,,,,1.0,,,5.0,5.0,,,1.0,,2.0,,,1.0,2.0,,90.0,2.0,,,,,,,,9.0,,8.6,,,1.0,1.0,2.0,5.0,,2.0,,13.0,8.0,16.0,3,,34.0,,4.0,,
2017-18,7438040,2,21,West_Ham_United,Away,43443,55459,Aaron Cresswell,aaron-cresswell,D,False,3.0,,5.0,10.0,10.0,17.0,,,2.0,,,,,,,,2.0,,,,,,,,,4.0,,90.0,,,,,,,,,9.0,,7.0,,,,5.0,,6.0,,9.0,,17.0,11.0,22.0,0,1.0,42.0,,1.0,,
2017-18,7438040,2,21,West_Ham_United,Away,46799,59779,Pedro Obiang,pedro-obiang,M,True,,,,1.0,2.0,3.0,,,3.0,,,,,,,,4.0,,,,,,,,,,,14.0,,,,,,,,,1.0,,7.0,,,,1.0,1.0,,,1.0,,2.0,2.0,4.0,0,3.0,9.0,,,1.0,
2017-18,7438040,2,21,West_Ham_United,Away,47772,57531,Michail Antonio,michail-antonio,F,False,,,,6.0,2.0,8.0,3.0,6.0,2.0,,,,,,4.0,8.0,12.0,,,1.0,,,,,,2.0,,68.0,3.0,,,,,,,,11.0,,7.4,,,1.0,,4.0,,,,,12.0,3.0,15.0,4,1.0,32.0,,1.0,4.0,
2017-18,7438040,2,21,West_Ham_United,Away,50539,60706,Adrián,adrian,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438040,2,21,West_Ham_United,Away,74069,73889,Diafra Sakho,diafra-sakho,F,True,,,,1.0,,1.0,3.0,4.0,2.0,,,,,,,3.0,6.0,,,,,,,1.0,,,,22.0,1.0,,,,,,,,4.0,,7.0,,,1.0,1.0,,,,,,4.0,,4.0,2,,10.0,,2.0,,
2017-18,7438040,2,21,West_Ham_United,Away,174975,105717,Arthur Masuaku,arthur-masuaku,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438040,2,21,West_Ham_United,Away,254713,113564,Sam Byram,sam-byram,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438040,2,21,West_Ham_United,Away,330099,163526,Edimilson Fernandes,edimilson-fernandes,M,True,,,1.0,3.0,1.0,4.0,3.0,,1.0,,,,,,,3.0,1.0,,,,,,,,,,,22.0,,,,,,,,,3.0,,6.5,,,,,,1.0,,2.0,,6.0,1.0,6.0,0,1.0,8.0,,,,
2017-18,7438040,2,21,West_Ham_United,Away,856714,204480,Declan Rice,declan-rice,M,False,,,2.0,7.0,16.0,23.0,1.0,2.0,4.0,,,,,,,1.0,2.0,,,,,,,,3.0,,,76.0,,1.0,,,,,,,9.0,,6.8,,,,,,,,2.0,,12.0,18.0,30.0,0,,38.0,2.0,,,
2017-18,7437778,3,21,West_Ham_United,Away,9729,8380,James Collins,james-collins,D,False,,,10.0,10.0,39.0,49.0,1.0,4.0,1.0,,,,,,,2.0,7.0,,,1.0,,,,,,,,90.0,,1.0,,,,,,,17.0,,6.7,,,,7.0,1.0,,,18.0,,22.0,44.0,66.0,0,1.0,77.0,,1.0,1.0,
2017-18,7437778,3,21,West_Ham_United,Away,9741,18073,Mark Noble,mark-noble,M,False,1.0,,7.0,17.0,17.0,33.0,,,5.0,,,,1.0,,,2.0,4.0,,,1.0,,,,,2.0,,,71.0,,,,,,,,,14.0,,6.8,,,,1.0,,7.0,,11.0,,28.0,19.0,40.0,0,1.0,59.0,,3.0,,
2017-18,7437778,3,21,West_Ham_United,Away,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,,,3.0,17.0,20.0,37.0,2.0,2.0,8.0,,,,2.0,,,5.0,5.0,,,1.0,,,,,2.0,1.0,,90.0,,,,,,,,,21.0,,6.6,,,,7.0,1.0,,,7.0,1.0,28.0,27.0,55.0,0,2.0,85.0,,,1.0,
2017-18,7437778,3,21,West_Ham_United,Away,16817,15749,Joe Hart,joe-hart,G,False,,,12.0,8.0,10.0,18.0,,,9.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,90.0,,,,,,,,,22.0,,6.7,3.0,5.0,,,1.0,,,33.0,,26.0,14.0,40.0,0,,53.0,,,1.0,
2017-18,7437778,3,21,West_Ham_United,Away,21164,40669,Angelo Ogbonna,angelo-ogbonna,D,False,,,6.0,10.0,47.0,57.0,4.0,,4.0,,,,,,,5.0,4.0,,,1.0,,,,,,,,90.0,,,,,,,,,18.0,,6.3,,,,3.0,,,,16.0,,22.0,53.0,75.0,0,1.0,83.0,,3.0,,
2017-18,7437778,3,21,West_Ham_United,Away,27035,45124,André Ayew,andre-ayew,F,False,,,1.0,4.0,7.0,11.0,3.0,2.0,6.0,,,,,,,3.0,8.0,,,,,,,,,,,70.0,,,,,,,,,6.0,,7.0,,,1.0,,,,,1.0,,9.0,8.0,17.0,1,4.0,25.0,,2.0,,
2017-18,7437778,3,21,West_Ham_United,Away,27622,38580,José Fonte,jose-fonte,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437778,3,21,West_Ham_United,Away,34312,,Javier Hernández,javier-hernandez,F,False,,,1.0,7.0,4.0,11.0,4.0,1.0,,,1.0,,,,1.0,8.0,8.0,,,2.0,,,,,,1.0,,90.0,2.0,,,,,,,,4.0,,6.6,,,,,2.0,,,1.0,,7.0,4.0,11.0,2,3.0,25.0,2.0,3.0,1.0,
2017-18,7437778,3,21,West_Ham_United,Away,43443,55459,Aaron Cresswell,aaron-cresswell,D,False,,,3.0,15.0,20.0,35.0,1.0,,3.0,,,,1.0,,1.0,3.0,1.0,,,1.0,,,,,1.0,,,90.0,1.0,1.0,,,,,,,13.0,,6.5,,,1.0,2.0,,3.0,,6.0,,20.0,24.0,41.0,2,,68.0,1.0,1.0,,
2017-18,7437778,3,21,West_Ham_United,Away,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,True,,,,3.0,9.0,12.0,,1.0,2.0,,,,1.0,,,2.0,3.0,,,1.0,,,,,1.0,,,19.0,,,,,,,,,2.0,,6.5,,,,,1.0,,,,,4.0,9.0,13.0,0,1.0,18.0,1.0,,1.0,
