season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385514,1,21,West_Ham_United,Home,13060,32259,Darren Randolph,darren-randolph,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385514,1,21,West_Ham_United,Home,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,1.0,1.0,1.0,1.0,2.0,,,4.0,,,,,,,,,,,5.067e-05,0.0,0.0,,,,,2.0,,,,,29.0,,,,,,,,,4.0,1.0,6.7,,,,,2.0,,,1.0,5.0,,5.0,1.0,6.0,0,,13.0,,,,
2022-23,10385514,1,21,West_Ham_United,Home,43443,55459,Aaron Cresswell,aaron-cresswell,D,False,2.0,,1.0,7.0,12.0,17.0,,1.0,5.0,,,,1.0,,,1.0,2.0,,,0.103592,0.0,0.0,,,,,,,2.0,1.0,,90.0,,,,,,,,,6.0,,6.7,,,,,4.0,,3.0,,2.0,,10.0,15.0,22.0,0,1.0,35.0,,,,1.0
2022-23,10385514,1,21,West_Ham_United,Home,47772,57531,Michail Antonio,michail-antonio,F,False,,,,1.0,1.0,2.0,2.0,1.0,,,,1.0,,,,3.0,3.0,,,0.0131101,0.1729,0.0,,,,,,,,,,57.0,,,,,,,,,5.0,,6.6,,,1.0,,,1.0,,,,,2.0,2.0,4.0,2,,11.0,2.0,2.0,,
2022-23,10385514,1,21,West_Ham_United,Home,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,8.0,5.0,14.0,19.0,,,1.0,,,,,,,1.0,,,,0.00056196,0.0,0.0,1.0,,,-0.3199,,,,,,61.0,,,,1.0,1.0,,,,8.0,,5.7,,,,,,,,,16.0,,9.0,18.0,27.0,0,,29.0,,,,
2022-23,10385514,1,21,West_Ham_United,Home,138024,164555,Vladimír Coufal,vladimir-coufal,D,False,1.0,,,6.0,7.0,12.0,,1.0,3.0,,,,2.0,,,4.0,5.0,,,0.0106438,0.0,0.0,2.0,,,,,,3.0,1.0,,90.0,,,,,,,,,10.0,,6.6,,,,,1.0,,3.0,,3.0,,12.0,9.0,18.0,0,4.0,40.0,,,,1.0
2022-23,10385514,1,21,West_Ham_United,Home,139227,103192,Kurt Zouma,kurt-zouma,D,False,,,1.0,3.0,25.0,28.0,,2.0,1.0,,,,,,,,3.0,,,0.00063271,0.0,0.0,,,,,,,1.0,,,90.0,,1.0,,,,,,,5.0,,6.6,,,,,2.0,,,,4.0,,6.0,26.0,32.0,0,1.0,40.0,,,,
2022-23,10385514,1,21,West_Ham_United,Home,220315,86934,Manuel Lanzini,manuel-lanzini,M,False,,,,5.0,9.0,14.0,1.0,,3.0,,,1.0,,,,2.0,,,,0.0501562,0.0175,0.0,1.0,,,,,,,,,57.0,,,,,,,,,3.0,,6.4,,,,,,,,,1.0,1.0,6.0,10.0,16.0,1,,20.0,1.0,,,
2022-23,10385514,1,21,West_Ham_United,Home,354808,172841,Saïd Benrahma,said-benrahma,M,True,,,,4.0,3.0,7.0,,,,,,,1.0,,,3.0,,,,0.00226541,0.0683,0.1007,1.0,,,,,,,,,33.0,1.0,,,,,,,,6.0,,6.5,,,,,,1.0,3.0,,,2.0,7.0,3.0,7.0,1,,14.0,1.0,,,
2022-23,10385514,1,21,West_Ham_United,Home,357596,180151,Nikola Vlašić,nikola-vlasic,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385514,1,21,West_Ham_United,Home,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,,,,3.0,2.0,5.0,,1.0,3.0,,,1.0,4.0,,,7.0,2.0,,,0.0016525,0.1738,0.0,,,,,,,2.0,,,89.0,,1.0,,,,,,,10.0,,5.9,,,,,,3.0,1.0,,1.0,,9.0,2.0,10.0,1,,25.0,1.0,1.0,,
